"plb0022_h","year","bildungsniveau","n","percent","lower_confidence","upper_confidence"
"Voll erwerbstaetig","2013","(noch) kein Abschluss","146","0.109946198304106","0.0930449654718097","0.126847431136402"
"Voll erwerbstaetig","2013","Hauptschulabschluss","2920","0.273763887844101","0.264790027252377","0.282737748435825"
"Voll erwerbstaetig","2013","Realschulabschluss","3245","0.453239280168468","0.442197461454505","0.46428109888243"
"Voll erwerbstaetig","2013","(Fach-)Abitur","1690","0.406805438947768","0.392441556664298","0.421169321231239"
"Voll erwerbstaetig","2013","AkademikerInnen","3479","0.523544858798851","0.511742375496707","0.535347342100994"
"Teilzeitbeschaeftigung","2013","(noch) kein Abschluss","77","0.0567981826596104","0.0442930103337571","0.0693033549854636"
"Teilzeitbeschaeftigung","2013","Hauptschulabschluss","919","0.0740076766090155","0.0687390866889189","0.0792762665291121"
"Teilzeitbeschaeftigung","2013","Realschulabschluss","1459","0.144009097875167","0.136221424506537","0.151796771243797"
"Teilzeitbeschaeftigung","2013","(Fach-)Abitur","809","0.137949003956686","0.127865635309627","0.148032372603745"
"Teilzeitbeschaeftigung","2013","AkademikerInnen","1142","0.126004698803488","0.118162581116948","0.133846816490028"
"Ausbildung/Lehre","2013","(noch) kein Abschluss","","","",""
"Ausbildung/Lehre","2013","Hauptschulabschluss","178","0.0124984077846127","0.0102625274006884","0.014734288168537"
"Ausbildung/Lehre","2013","Realschulabschluss","320","0.0337108725255421","0.0297075854741429","0.0377141595769413"
"Ausbildung/Lehre","2013","(Fach-)Abitur","187","0.0443564380311025","0.0383363036910173","0.0503765723711877"
"Ausbildung/Lehre","2013","AkademikerInnen","","","",""
"Geringfuegig erwerbstaetig","2013","(noch) kein Abschluss","147","0.108573330243429","0.0917650013479995","0.125381659138858"
"Geringfuegig erwerbstaetig","2013","Hauptschulabschluss","609","0.052152086139926","0.0476774524275449","0.0566267198523071"
"Geringfuegig erwerbstaetig","2013","Realschulabschluss","479","0.0496846944700786","0.044864957227938","0.0545044317122192"
"Geringfuegig erwerbstaetig","2013","(Fach-)Abitur","386","0.0862526907194987","0.0780438984931939","0.0944614829458034"
"Geringfuegig erwerbstaetig","2013","AkademikerInnen","309","0.0427762618158849","0.0379944378866796","0.0475580857450902"
"Altersteilzeit mit Arbeitszeit Null","2013","(noch) kein Abschluss","","","",""
"Altersteilzeit mit Arbeitszeit Null","2013","Hauptschulabschluss","35","0.00539449812720736","0.00392030877399009","0.00686868748042464"
"Altersteilzeit mit Arbeitszeit Null","2013","Realschulabschluss","32","0.00509159856896802","0.00351290872274844","0.0066702884151876"
"Altersteilzeit mit Arbeitszeit Null","2013","(Fach-)Abitur","","","",""
"Altersteilzeit mit Arbeitszeit Null","2013","AkademikerInnen","45","0.00797266692113268","0.00587107173107856","0.0100742621111868"
"Freiwilliger Wehrdienst","2013","(noch) kein Abschluss","","","",""
"Freiwilliger Wehrdienst","2013","Hauptschulabschluss","","","",""
"Freiwilliger Wehrdienst","2013","Realschulabschluss","","","",""
"Freiwilliger Wehrdienst","2013","(Fach-)Abitur","","","",""
"Freiwilliger Wehrdienst","2013","AkademikerInnen","","","",""
"FSJ/FOeJ/BFD","2013","(noch) kein Abschluss","","","",""
"FSJ/FOeJ/BFD","2013","Hauptschulabschluss","","","",""
"FSJ/FOeJ/BFD","2013","Realschulabschluss","","","",""
"FSJ/FOeJ/BFD","2013","(Fach-)Abitur","","","",""
"FSJ/FOeJ/BFD","2013","AkademikerInnen","","","",""
"Werkstatt fuer Behinderte","2013","(noch) kein Abschluss","","","",""
"Werkstatt fuer Behinderte","2013","Hauptschulabschluss","","","",""
"Werkstatt fuer Behinderte","2013","Realschulabschluss","","","",""
"Werkstatt fuer Behinderte","2013","(Fach-)Abitur","","","",""
"Werkstatt fuer Behinderte","2013","AkademikerInnen","","","",""
"Nicht erwerbstaetig","2013","(noch) kein Abschluss","920","0.703442060454132","0.678765246302411","0.728118874605852"
"Nicht erwerbstaetig","2013","Hauptschulabschluss","4804","0.578310061825801","0.56837136799783","0.588248755653771"
"Nicht erwerbstaetig","2013","Realschulabschluss","2261","0.313060645977734","0.302774525046774","0.323346766908694"
"Nicht erwerbstaetig","2013","(Fach-)Abitur","1391","0.316183240432397","0.302586989382565","0.329779491482229"
"Nicht erwerbstaetig","2013","AkademikerInnen","1883","0.296783124703256","0.285987452734767","0.307578796671745"
"Betriebliches Praktikum","2013","(noch) kein Abschluss","","","",""
"Betriebliches Praktikum","2013","Hauptschulabschluss","","","",""
"Betriebliches Praktikum","2013","Realschulabschluss","","","",""
"Betriebliches Praktikum","2013","(Fach-)Abitur","","","",""
"Betriebliches Praktikum","2013","AkademikerInnen","","","",""
"Wehrpflicht/Zivildienst","2013","(noch) kein Abschluss","","","",""
"Wehrpflicht/Zivildienst","2013","Hauptschulabschluss","","","",""
"Wehrpflicht/Zivildienst","2013","Realschulabschluss","","","",""
"Wehrpflicht/Zivildienst","2013","(Fach-)Abitur","","","",""
"Wehrpflicht/Zivildienst","2013","AkademikerInnen","","","",""
"Voll erwerbstaetig","2014","(noch) kein Abschluss","110","0.101827829591858","0.0831305638384991","0.120525095345218"
"Voll erwerbstaetig","2014","Hauptschulabschluss","2474","0.273014270825238","0.263404370876873","0.282624170773603"
"Voll erwerbstaetig","2014","Realschulabschluss","2872","0.439448538098255","0.427738620631481","0.451158455565028"
"Voll erwerbstaetig","2014","(Fach-)Abitur","1486","0.405275257576785","0.390018974079649","0.420531541073921"
"Voll erwerbstaetig","2014","AkademikerInnen","3076","0.518703812912696","0.506308652840958","0.531098972984433"
"Teilzeitbeschaeftigung","2014","(noch) kein Abschluss","43","0.0416906639460188","0.0293329731203448","0.0540483547716929"
"Teilzeitbeschaeftigung","2014","Hauptschulabschluss","800","0.078783705803575","0.072972553512958","0.084594858094192"
"Teilzeitbeschaeftigung","2014","Realschulabschluss","1277","0.154238013481451","0.145716595473732","0.16275943148917"
"Teilzeitbeschaeftigung","2014","(Fach-)Abitur","711","0.139594460814768","0.128824815681593","0.150364105947944"
"Teilzeitbeschaeftigung","2014","AkademikerInnen","1025","0.122258307975905","0.114131710235482","0.130384905716328"
"Ausbildung/Lehre","2014","(noch) kein Abschluss","","","",""
"Ausbildung/Lehre","2014","Hauptschulabschluss","131","0.0116186044897763","0.00930705863050859","0.0139301503490441"
"Ausbildung/Lehre","2014","Realschulabschluss","243","0.033478489930637","0.029234437216505","0.037722542644769"
"Ausbildung/Lehre","2014","(Fach-)Abitur","178","0.0462642907720283","0.039736703636851","0.0527918779072055"
"Ausbildung/Lehre","2014","AkademikerInnen","","","",""
"Geringfuegig erwerbstaetig","2014","(noch) kein Abschluss","107","0.0965631550430167","0.0783023599607363","0.114823950125297"
"Geringfuegig erwerbstaetig","2014","Hauptschulabschluss","542","0.0566105482401479","0.0516256369141866","0.0615954595661092"
"Geringfuegig erwerbstaetig","2014","Realschulabschluss","458","0.0515579222247053","0.0463406297009855","0.0567752147484252"
"Geringfuegig erwerbstaetig","2014","(Fach-)Abitur","397","0.0951589153683681","0.0860403482509705","0.104277482485766"
"Geringfuegig erwerbstaetig","2014","AkademikerInnen","284","0.0456889884187142","0.040508902684348","0.0508690741530804"
"Altersteilzeit mit Arbeitszeit Null","2014","(noch) kein Abschluss","","","",""
"Altersteilzeit mit Arbeitszeit Null","2014","Hauptschulabschluss","","","",""
"Altersteilzeit mit Arbeitszeit Null","2014","Realschulabschluss","","","",""
"Altersteilzeit mit Arbeitszeit Null","2014","(Fach-)Abitur","","","",""
"Altersteilzeit mit Arbeitszeit Null","2014","AkademikerInnen","43","0.0082852904276922","0.00603658041016608","0.0105340004452183"
"Freiwilliger Wehrdienst","2014","(noch) kein Abschluss","","","",""
"Freiwilliger Wehrdienst","2014","Hauptschulabschluss","","","",""
"Freiwilliger Wehrdienst","2014","Realschulabschluss","","","",""
"Freiwilliger Wehrdienst","2014","(Fach-)Abitur","","","",""
"Freiwilliger Wehrdienst","2014","AkademikerInnen","","","",""
"FSJ/FOeJ/BFD","2014","(noch) kein Abschluss","","","",""
"FSJ/FOeJ/BFD","2014","Hauptschulabschluss","","","",""
"FSJ/FOeJ/BFD","2014","Realschulabschluss","","","",""
"FSJ/FOeJ/BFD","2014","(Fach-)Abitur","","","",""
"FSJ/FOeJ/BFD","2014","AkademikerInnen","","","",""
"Werkstatt fuer Behinderte","2014","(noch) kein Abschluss","","","",""
"Werkstatt fuer Behinderte","2014","Hauptschulabschluss","","","",""
"Werkstatt fuer Behinderte","2014","Realschulabschluss","","","",""
"Werkstatt fuer Behinderte","2014","(Fach-)Abitur","","","",""
"Werkstatt fuer Behinderte","2014","AkademikerInnen","","","",""
"Nicht erwerbstaetig","2014","(noch) kein Abschluss","726","0.737383148527861","0.710176630722065","0.764589666333657"
"Nicht erwerbstaetig","2014","Hauptschulabschluss","4263","0.572377408747907","0.561705679176439","0.583049138319374"
"Nicht erwerbstaetig","2014","Realschulabschluss","2002","0.313370275817756","0.302426119758363","0.32431443187715"
"Nicht erwerbstaetig","2014","(Fach-)Abitur","1166","0.303266236253615","0.288981863955864","0.317550608551365"
"Nicht erwerbstaetig","2014","AkademikerInnen","1796","0.300449201087805","0.289076035453737","0.311822366721873"
"Betriebliches Praktikum","2014","(noch) kein Abschluss","","","",""
"Betriebliches Praktikum","2014","Hauptschulabschluss","","","",""
"Betriebliches Praktikum","2014","Realschulabschluss","","","",""
"Betriebliches Praktikum","2014","(Fach-)Abitur","","","",""
"Betriebliches Praktikum","2014","AkademikerInnen","","","",""
"Wehrpflicht/Zivildienst","2014","(noch) kein Abschluss","","","",""
"Wehrpflicht/Zivildienst","2014","Hauptschulabschluss","","","",""
"Wehrpflicht/Zivildienst","2014","Realschulabschluss","","","",""
"Wehrpflicht/Zivildienst","2014","(Fach-)Abitur","","","",""
"Wehrpflicht/Zivildienst","2014","AkademikerInnen","","","",""
"Voll erwerbstaetig","2015","(noch) kein Abschluss","130","0.128878918600157","0.107825536406569","0.149932300793745"
"Voll erwerbstaetig","2015","Hauptschulabschluss","2318","0.267044677062132","0.257273970924081","0.276815383200183"
"Voll erwerbstaetig","2015","Realschulabschluss","2737","0.446363454055851","0.434356664703841","0.458370243407861"
"Voll erwerbstaetig","2015","(Fach-)Abitur","1600","0.409776650143965","0.394889236638785","0.424664063649145"
"Voll erwerbstaetig","2015","AkademikerInnen","3126","0.508377190889559","0.496183315900529","0.520571065878589"
"Teilzeitbeschaeftigung","2015","(noch) kein Abschluss","66","0.0642853724011904","0.0488747754427058","0.0796959693596749"
"Teilzeitbeschaeftigung","2015","Hauptschulabschluss","773","0.0820252305102042","0.0759650670368639","0.0880853939835445"
"Teilzeitbeschaeftigung","2015","Realschulabschluss","1233","0.150269357218548","0.14163865652797","0.158900057909126"
"Teilzeitbeschaeftigung","2015","(Fach-)Abitur","749","0.14413323023436","0.133501043482277","0.154765416986442"
"Teilzeitbeschaeftigung","2015","AkademikerInnen","1077","0.137228256599214","0.128835542531594","0.145620970666835"
"Ausbildung/Lehre","2015","(noch) kein Abschluss","","","",""
"Ausbildung/Lehre","2015","Hauptschulabschluss","135","0.0112753663975521","0.00894352909085693","0.0136072037042473"
"Ausbildung/Lehre","2015","Realschulabschluss","225","0.0292006964540563","0.0251340957238609","0.0332672971842518"
"Ausbildung/Lehre","2015","(Fach-)Abitur","167","0.0439964324344172","0.0377880860235741","0.0502047788452602"
"Ausbildung/Lehre","2015","AkademikerInnen","","","",""
"Geringfuegig erwerbstaetig","2015","(noch) kein Abschluss","94","0.0985243830330425","0.0797985768032328","0.117250189262852"
"Geringfuegig erwerbstaetig","2015","Hauptschulabschluss","483","0.0574328437504099","0.052294400683872","0.0625712868169478"
"Geringfuegig erwerbstaetig","2015","Realschulabschluss","397","0.0513555447676845","0.0460244597571469","0.0566866297782221"
"Geringfuegig erwerbstaetig","2015","(Fach-)Abitur","359","0.0888023963039519","0.0801913468956824","0.0974134457122214"
"Geringfuegig erwerbstaetig","2015","AkademikerInnen","304","0.042626139802186","0.0376988116898146","0.0475534679145575"
"Altersteilzeit mit Arbeitszeit Null","2015","(noch) kein Abschluss","","","",""
"Altersteilzeit mit Arbeitszeit Null","2015","Hauptschulabschluss","","","",""
"Altersteilzeit mit Arbeitszeit Null","2015","Realschulabschluss","","","",""
"Altersteilzeit mit Arbeitszeit Null","2015","(Fach-)Abitur","","","",""
"Altersteilzeit mit Arbeitszeit Null","2015","AkademikerInnen","37","0.00529262368766847","0.00352285757439828","0.00706238980093867"
"Freiwilliger Wehrdienst","2015","(noch) kein Abschluss","","","",""
"Freiwilliger Wehrdienst","2015","Hauptschulabschluss","","","",""
"Freiwilliger Wehrdienst","2015","Realschulabschluss","","","",""
"Freiwilliger Wehrdienst","2015","(Fach-)Abitur","","","",""
"Freiwilliger Wehrdienst","2015","AkademikerInnen","","","",""
"FSJ/FOeJ/BFD","2015","(noch) kein Abschluss","","","",""
"FSJ/FOeJ/BFD","2015","Hauptschulabschluss","","","",""
"FSJ/FOeJ/BFD","2015","Realschulabschluss","","","",""
"FSJ/FOeJ/BFD","2015","(Fach-)Abitur","","","",""
"FSJ/FOeJ/BFD","2015","AkademikerInnen","","","",""
"Werkstatt fuer Behinderte","2015","(noch) kein Abschluss","","","",""
"Werkstatt fuer Behinderte","2015","Hauptschulabschluss","","","",""
"Werkstatt fuer Behinderte","2015","Realschulabschluss","","","",""
"Werkstatt fuer Behinderte","2015","(Fach-)Abitur","","","",""
"Werkstatt fuer Behinderte","2015","AkademikerInnen","","","",""
"Nicht erwerbstaetig","2015","(noch) kein Abschluss","667","0.686455687536439","0.657305094906571","0.715606280166307"
"Nicht erwerbstaetig","2015","Hauptschulabschluss","4131","0.573801546019496","0.562880052577959","0.584723039461032"
"Nicht erwerbstaetig","2015","Realschulabschluss","1954","0.315894960445549","0.304666946457648","0.327122974433451"
"Nicht erwerbstaetig","2015","(Fach-)Abitur","1283","0.304783065267102","0.29084851227315","0.318717618261054"
"Nicht erwerbstaetig","2015","AkademikerInnen","1891","0.303606900749966","0.292391475464715","0.314822326035216"
"Betriebliches Praktikum","2015","(noch) kein Abschluss","","","",""
"Betriebliches Praktikum","2015","Hauptschulabschluss","","","",""
"Betriebliches Praktikum","2015","Realschulabschluss","","","",""
"Betriebliches Praktikum","2015","(Fach-)Abitur","","","",""
"Betriebliches Praktikum","2015","AkademikerInnen","","","",""
"Wehrpflicht/Zivildienst","2015","(noch) kein Abschluss","","","",""
"Wehrpflicht/Zivildienst","2015","Hauptschulabschluss","","","",""
"Wehrpflicht/Zivildienst","2015","Realschulabschluss","","","",""
"Wehrpflicht/Zivildienst","2015","(Fach-)Abitur","","","",""
"Wehrpflicht/Zivildienst","2015","AkademikerInnen","","","",""
"Voll erwerbstaetig","2016","(noch) kein Abschluss","152","0.130176223814372","0.116983136553151","0.143369311075592"
"Voll erwerbstaetig","2016","Hauptschulabschluss","2106","0.276218660975199","0.266414624914077","0.28602269703632"
"Voll erwerbstaetig","2016","Realschulabschluss","2490","0.442505362491449","0.430004265898303","0.455006459084595"
"Voll erwerbstaetig","2016","(Fach-)Abitur","1471","0.421388923203979","0.40693457039478","0.435843276013178"
"Voll erwerbstaetig","2016","AkademikerInnen","2877","0.502491415048526","0.49051112896594","0.514471701131112"
"Teilzeitbeschaeftigung","2016","(noch) kein Abschluss","83","0.0566344976680816","0.0475720505645759","0.0656969447715874"
"Teilzeitbeschaeftigung","2016","Hauptschulabschluss","759","0.0931165544286287","0.0867447287286939","0.0994883801285635"
"Teilzeitbeschaeftigung","2016","Realschulabschluss","1172","0.1501697652835","0.141178396003364","0.159161134563637"
"Teilzeitbeschaeftigung","2016","(Fach-)Abitur","737","0.1454249494903","0.135105458241774","0.155744440738826"
"Teilzeitbeschaeftigung","2016","AkademikerInnen","1042","0.139590215774007","0.131286303823393","0.147894127724621"
"Ausbildung/Lehre","2016","(noch) kein Abschluss","","","",""
"Ausbildung/Lehre","2016","Hauptschulabschluss","138","0.0111966930076889","0.00888954985711284","0.0135038361582649"
"Ausbildung/Lehre","2016","Realschulabschluss","201","0.0288081645648417","0.0245981965073371","0.0330181326223463"
"Ausbildung/Lehre","2016","(Fach-)Abitur","167","0.0424253797940466","0.0365252318105859","0.0483255277775074"
"Ausbildung/Lehre","2016","AkademikerInnen","","","",""
"Geringfuegig erwerbstaetig","2016","(noch) kein Abschluss","131","0.088246620293721","0.0771253935686344","0.0993678470188075"
"Geringfuegig erwerbstaetig","2016","Hauptschulabschluss","452","0.0536152148918787","0.0486760605026049","0.0585543692811524"
"Geringfuegig erwerbstaetig","2016","Realschulabschluss","349","0.0473469832575861","0.0420015609136363","0.0526924056015359"
"Geringfuegig erwerbstaetig","2016","(Fach-)Abitur","355","0.0905283938795966","0.0821289467321821","0.0989278410270111"
"Geringfuegig erwerbstaetig","2016","AkademikerInnen","273","0.0376779651554714","0.0331154269803585","0.0422405033305843"
"Altersteilzeit mit Arbeitszeit Null","2016","(noch) kein Abschluss","","","",""
"Altersteilzeit mit Arbeitszeit Null","2016","Hauptschulabschluss","","","",""
"Altersteilzeit mit Arbeitszeit Null","2016","Realschulabschluss","","","",""
"Altersteilzeit mit Arbeitszeit Null","2016","(Fach-)Abitur","","","",""
"Altersteilzeit mit Arbeitszeit Null","2016","AkademikerInnen","","","",""
"Freiwilliger Wehrdienst","2016","(noch) kein Abschluss","","","",""
"Freiwilliger Wehrdienst","2016","Hauptschulabschluss","","","",""
"Freiwilliger Wehrdienst","2016","Realschulabschluss","","","",""
"Freiwilliger Wehrdienst","2016","(Fach-)Abitur","","","",""
"Freiwilliger Wehrdienst","2016","AkademikerInnen","","","",""
"FSJ/FOeJ/BFD","2016","(noch) kein Abschluss","","","",""
"FSJ/FOeJ/BFD","2016","Hauptschulabschluss","","","",""
"FSJ/FOeJ/BFD","2016","Realschulabschluss","","","",""
"FSJ/FOeJ/BFD","2016","(Fach-)Abitur","","","",""
"FSJ/FOeJ/BFD","2016","AkademikerInnen","","","",""
"Werkstatt fuer Behinderte","2016","(noch) kein Abschluss","","","",""
"Werkstatt fuer Behinderte","2016","Hauptschulabschluss","","","",""
"Werkstatt fuer Behinderte","2016","Realschulabschluss","","","",""
"Werkstatt fuer Behinderte","2016","(Fach-)Abitur","","","",""
"Werkstatt fuer Behinderte","2016","AkademikerInnen","","","",""
"Nicht erwerbstaetig","2016","(noch) kein Abschluss","2088","0.700904872267453","0.682953437236445","0.718856307298462"
"Nicht erwerbstaetig","2016","Hauptschulabschluss","4485","0.558044851001925","0.547155591363939","0.568934110639911"
"Nicht erwerbstaetig","2016","Realschulabschluss","1822","0.325337120356803","0.313545358174716","0.33712888253889"
"Nicht erwerbstaetig","2016","(Fach-)Abitur","1694","0.291212302341836","0.277913067162191","0.304511537521481"
"Nicht erwerbstaetig","2016","AkademikerInnen","2431","0.313409692174064","0.302294739400856","0.324524644947273"
"Betriebliches Praktikum","2016","(noch) kein Abschluss","","","",""
"Betriebliches Praktikum","2016","Hauptschulabschluss","","","",""
"Betriebliches Praktikum","2016","Realschulabschluss","","","",""
"Betriebliches Praktikum","2016","(Fach-)Abitur","","","",""
"Betriebliches Praktikum","2016","AkademikerInnen","","","",""
"Wehrpflicht/Zivildienst","2016","(noch) kein Abschluss","","","",""
"Wehrpflicht/Zivildienst","2016","Hauptschulabschluss","","","",""
"Wehrpflicht/Zivildienst","2016","Realschulabschluss","","","",""
"Wehrpflicht/Zivildienst","2016","(Fach-)Abitur","","","",""
"Wehrpflicht/Zivildienst","2016","AkademikerInnen","","","",""
"Voll erwerbstaetig","2017","(noch) kein Abschluss","222","0.138922453285807","0.126838554638549","0.151006351933064"
"Voll erwerbstaetig","2017","Hauptschulabschluss","2269","0.276805344664859","0.267239006059288","0.286371683270431"
"Voll erwerbstaetig","2017","Realschulabschluss","3034","0.45453521819959","0.442849830874683","0.466220605524497"
"Voll erwerbstaetig","2017","(Fach-)Abitur","1654","0.400462073681646","0.386986476782499","0.413937670580792"
"Voll erwerbstaetig","2017","AkademikerInnen","3333","0.512012262194778","0.500687584850832","0.523336939538724"
"Teilzeitbeschaeftigung","2017","(noch) kein Abschluss","117","0.0474243701275892","0.0399984506001768","0.0548502896550015"
"Teilzeitbeschaeftigung","2017","Hauptschulabschluss","830","0.0844161886795308","0.078471996637388","0.0903603807216735"
"Teilzeitbeschaeftigung","2017","Realschulabschluss","1333","0.151669515588595","0.143251539813242","0.160087491363948"
"Teilzeitbeschaeftigung","2017","(Fach-)Abitur","847","0.164240449375168","0.154051257960104","0.174429640790232"
"Teilzeitbeschaeftigung","2017","AkademikerInnen","1187","0.137955697733243","0.13014273387205","0.145768661594435"
"Ausbildung/Lehre","2017","(noch) kein Abschluss","","","",""
"Ausbildung/Lehre","2017","Hauptschulabschluss","164","0.0111705664005713","0.00892343121957867","0.013417701581564"
"Ausbildung/Lehre","2017","Realschulabschluss","194","0.0272529708162808","0.0234319195269826","0.031074022105579"
"Ausbildung/Lehre","2017","(Fach-)Abitur","245","0.0459554231750432","0.0401968922562934","0.051713954093793"
"Ausbildung/Lehre","2017","AkademikerInnen","42","0.00460914314875334","0.00307456813220222","0.00614371816530445"
"Geringfuegig erwerbstaetig","2017","(noch) kein Abschluss","165","0.101379217655585","0.0908338332271513","0.111924602084019"
"Geringfuegig erwerbstaetig","2017","Hauptschulabschluss","494","0.0626570431284593","0.0574754284116864","0.0678386578452321"
"Geringfuegig erwerbstaetig","2017","Realschulabschluss","362","0.0448345851422556","0.0399781023162729","0.0496910679682384"
"Geringfuegig erwerbstaetig","2017","(Fach-)Abitur","387","0.0845509015061716","0.0768996019293891","0.0922022010829542"
"Geringfuegig erwerbstaetig","2017","AkademikerInnen","302","0.0450524819429571","0.0403532128523996","0.0497517510335145"
"Altersteilzeit mit Arbeitszeit Null","2017","(noch) kein Abschluss","","","",""
"Altersteilzeit mit Arbeitszeit Null","2017","Hauptschulabschluss","","","",""
"Altersteilzeit mit Arbeitszeit Null","2017","Realschulabschluss","","","",""
"Altersteilzeit mit Arbeitszeit Null","2017","(Fach-)Abitur","","","",""
"Altersteilzeit mit Arbeitszeit Null","2017","AkademikerInnen","","","",""
"Freiwilliger Wehrdienst","2017","(noch) kein Abschluss","","","",""
"Freiwilliger Wehrdienst","2017","Hauptschulabschluss","","","",""
"Freiwilliger Wehrdienst","2017","Realschulabschluss","","","",""
"Freiwilliger Wehrdienst","2017","(Fach-)Abitur","","","",""
"Freiwilliger Wehrdienst","2017","AkademikerInnen","","","",""
"FSJ/FOeJ/BFD","2017","(noch) kein Abschluss","","","",""
"FSJ/FOeJ/BFD","2017","Hauptschulabschluss","","","",""
"FSJ/FOeJ/BFD","2017","Realschulabschluss","","","",""
"FSJ/FOeJ/BFD","2017","(Fach-)Abitur","33","0.0060495559871796","0.0039169869429562","0.008182125031403"
"FSJ/FOeJ/BFD","2017","AkademikerInnen","","","",""
"Werkstatt fuer Behinderte","2017","(noch) kein Abschluss","","","",""
"Werkstatt fuer Behinderte","2017","Hauptschulabschluss","","","",""
"Werkstatt fuer Behinderte","2017","Realschulabschluss","","","",""
"Werkstatt fuer Behinderte","2017","(Fach-)Abitur","","","",""
"Werkstatt fuer Behinderte","2017","AkademikerInnen","","","",""
"Nicht erwerbstaetig","2017","(noch) kein Abschluss","2586","0.694277049052268","0.678180597548856","0.710373500555679"
"Nicht erwerbstaetig","2017","Hauptschulabschluss","4590","0.55572254921554","0.545098573862096","0.566346524568984"
"Nicht erwerbstaetig","2017","Realschulabschluss","2021","0.316657601412331","0.30574093277978","0.327574270044882"
"Nicht erwerbstaetig","2017","(Fach-)Abitur","1886","0.296761457991102","0.284197859026399","0.309325056955806"
"Nicht erwerbstaetig","2017","AkademikerInnen","2587","0.297628308602525","0.287269690560881","0.307986926644169"
"Betriebliches Praktikum","2017","(noch) kein Abschluss","","","",""
"Betriebliches Praktikum","2017","Hauptschulabschluss","","","",""
"Betriebliches Praktikum","2017","Realschulabschluss","","","",""
"Betriebliches Praktikum","2017","(Fach-)Abitur","","","",""
"Betriebliches Praktikum","2017","AkademikerInnen","","","",""
"Wehrpflicht/Zivildienst","2017","(noch) kein Abschluss","","","",""
"Wehrpflicht/Zivildienst","2017","Hauptschulabschluss","","","",""
"Wehrpflicht/Zivildienst","2017","Realschulabschluss","","","",""
"Wehrpflicht/Zivildienst","2017","(Fach-)Abitur","","","",""
"Wehrpflicht/Zivildienst","2017","AkademikerInnen","","","",""
"Voll erwerbstaetig","2018","(noch) kein Abschluss","261","0.134682316368926","0.121468381596745","0.147896251141107"
"Voll erwerbstaetig","2018","Hauptschulabschluss","2102","0.273016911402593","0.263068657001749","0.282965165803438"
"Voll erwerbstaetig","2018","Realschulabschluss","2788","0.449161521492247","0.437195690233782","0.461127352750712"
"Voll erwerbstaetig","2018","(Fach-)Abitur","1624","0.412349958857025","0.3983244674555","0.42637545025855"
"Voll erwerbstaetig","2018","AkademikerInnen","3208","0.510639353443059","0.498972235165814","0.522306471720303"
"Teilzeitbeschaeftigung","2018","(noch) kein Abschluss","145","0.0726321413567384","0.0625864570818849","0.0826778256315919"
"Teilzeitbeschaeftigung","2018","Hauptschulabschluss","813","0.0921920060450973","0.0857319901311195","0.098652021959075"
"Teilzeitbeschaeftigung","2018","Realschulabschluss","1302","0.161190926800241","0.152345244792806","0.170036608807675"
"Teilzeitbeschaeftigung","2018","(Fach-)Abitur","853","0.160046423090585","0.149599789768306","0.170493056412863"
"Teilzeitbeschaeftigung","2018","AkademikerInnen","1180","0.14105020053494","0.132926335784167","0.149174065285714"
"Ausbildung/Lehre","2018","(noch) kein Abschluss","46","0.00969631312156","0.00590336769213688","0.0134892585509831"
"Ausbildung/Lehre","2018","Hauptschulabschluss","141","0.0108251649429007","0.00851446398285167","0.0131358659029497"
"Ausbildung/Lehre","2018","Realschulabschluss","213","0.0248407977168849","0.0210966756623964","0.0285849197713735"
"Ausbildung/Lehre","2018","(Fach-)Abitur","222","0.0426935221456026","0.0369333930843754","0.0484536512068298"
"Ausbildung/Lehre","2018","AkademikerInnen","53","0.00520041392477918","0.00352169226718786","0.00687913558237051"
"Geringfuegig erwerbstaetig","2018","(noch) kein Abschluss","130","0.0703507594703388","0.0604519484050772","0.0802495705356004"
"Geringfuegig erwerbstaetig","2018","Hauptschulabschluss","478","0.0626301922749342","0.0572196934513722","0.0680406910984962"
"Geringfuegig erwerbstaetig","2018","Realschulabschluss","341","0.0437538697711128","0.0388332189559678","0.0486745205862579"
"Geringfuegig erwerbstaetig","2018","(Fach-)Abitur","384","0.0829603342994954","0.0751015561259282","0.0908191124730626"
"Geringfuegig erwerbstaetig","2018","AkademikerInnen","300","0.0404693040158617","0.0358700833900235","0.0450685246416998"
"Altersteilzeit mit Arbeitszeit Null","2018","(noch) kein Abschluss","","","",""
"Altersteilzeit mit Arbeitszeit Null","2018","Hauptschulabschluss","","","",""
"Altersteilzeit mit Arbeitszeit Null","2018","Realschulabschluss","","","",""
"Altersteilzeit mit Arbeitszeit Null","2018","(Fach-)Abitur","","","",""
"Altersteilzeit mit Arbeitszeit Null","2018","AkademikerInnen","","","",""
"Freiwilliger Wehrdienst","2018","(noch) kein Abschluss","","","",""
"Freiwilliger Wehrdienst","2018","Hauptschulabschluss","","","",""
"Freiwilliger Wehrdienst","2018","Realschulabschluss","","","",""
"Freiwilliger Wehrdienst","2018","(Fach-)Abitur","","","",""
"Freiwilliger Wehrdienst","2018","AkademikerInnen","","","",""
"FSJ/FOeJ/BFD","2018","(noch) kein Abschluss","","","",""
"FSJ/FOeJ/BFD","2018","Hauptschulabschluss","","","",""
"FSJ/FOeJ/BFD","2018","Realschulabschluss","","","",""
"FSJ/FOeJ/BFD","2018","(Fach-)Abitur","","","",""
"FSJ/FOeJ/BFD","2018","AkademikerInnen","","","",""
