year,bula_h,quintil_oecd_hh,pet_other,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2016,Saxony-Anhalt,5th Quintile,No,0.99286,45,45,0.96798,1.01774
2016,Thuringa,1st Quintile,No,0.96747,136,136,0.93755,0.99740
2016,Thuringa,2nd Quintile,No,0.94885,135,135,0.91155,0.98615
2016,Thuringa,3rd Quintile,No,0.96419,109,109,0.92914,0.99923
2016,Thuringa,4th Quintile,No,0.95613,85,85,0.91233,0.99993
2016,Thuringa,5th Quintile,No,0.88422,51,51,0.79554,0.97291
2021,Schleswig-Holstein,1st Quintile,No,0.87046,70,70,0.79122,0.94969
2021,Schleswig-Holstein,2nd Quintile,No,0.99326,88,88,0.97606,1.01045
2021,Schleswig-Holstein,3rd Quintile,No,0.98494,74,74,0.95700,1.01288
2021,Schleswig-Holstein,4th Quintile,No,0.96935,84,84,0.93227,1.00643
2021,Schleswig-Holstein,5th Quintile,No,0.93613,97,97,0.88722,0.98505
2021,Hamburg,1st Quintile,No,0.96302,52,52,0.91123,1.01481
2021,Hamburg,2nd Quintile,No,0.97343,47,47,0.92696,1.01991
2021,Hamburg,3rd Quintile,No,0.99987,41,41,0.99631,1.00342
2021,Hamburg,4th Quintile,No,0.99945,48,48,0.99275,1.00615
2021,Hamburg,5th Quintile,No,0.98199,75,75,0.95169,1.01229
2021,Lower Saxony,1st Quintile,No,0.94034,190,190,0.90657,0.97411
2021,Lower Saxony,2nd Quintile,No,0.98447,207,207,0.96758,1.00135
2021,Lower Saxony,3rd Quintile,No,0.93976,183,183,0.90519,0.97433
2021,Lower Saxony,4th Quintile,No,0.97601,194,194,0.95442,0.99760
2021,Lower Saxony,5th Quintile,No,0.95402,239,239,0.92741,0.98063
2021,North Rhine-Westphalia,1st Quintile,No,0.93464,445,445,0.91164,0.95763
2021,North Rhine-Westphalia,2nd Quintile,No,0.97778,443,443,0.96403,0.99152
2021,North Rhine-Westphalia,3rd Quintile,No,0.97944,383,383,0.96520,0.99367
2021,North Rhine-Westphalia,4th Quintile,No,0.97129,400,400,0.95490,0.98767
2021,North Rhine-Westphalia,5th Quintile,No,0.97939,557,557,0.96758,0.99120
2021,Hesse,1st Quintile,No,0.93319,113,113,0.88694,0.97943
2021,Hesse,2nd Quintile,No,0.91351,92,92,0.85576,0.97126
2021,Hesse,3rd Quintile,No,0.97241,122,122,0.94323,1.00160
2021,Hesse,4th Quintile,No,0.96120,123,123,0.92693,0.99547
2021,Hesse,5th Quintile,No,0.94427,208,208,0.91302,0.97552
2021,"Rhineland-Palatinate, Saarland",1st Quintile,No,0.94367,102,102,0.89870,0.98863
2021,"Rhineland-Palatinate, Saarland",2nd Quintile,No,0.98652,109,109,0.96478,1.00827
2021,"Rhineland-Palatinate, Saarland",3rd Quintile,No,0.95332,106,106,0.91298,0.99367
2021,"Rhineland-Palatinate, Saarland",4th Quintile,No,0.90981,86,86,0.84891,0.97071
2021,"Rhineland-Palatinate, Saarland",5th Quintile,No,0.96823,113,113,0.93574,1.00071
2021,Baden-Wuerttemberg,1st Quintile,No,0.95300,166,166,0.92071,0.98529
2021,Baden-Wuerttemberg,2nd Quintile,No,0.96602,191,191,0.94026,0.99178
2021,Baden-Wuerttemberg,3rd Quintile,No,0.96222,209,209,0.93631,0.98813
2021,Baden-Wuerttemberg,4th Quintile,No,0.97987,245,245,0.96225,0.99749
2021,Baden-Wuerttemberg,5th Quintile,No,0.97460,364,364,0.95842,0.99079
2021,Bavaria,1st Quintile,No,0.95749,236,236,0.93169,0.98328
2021,Bavaria,2nd Quintile,No,0.97521,337,337,0.95858,0.99183
2021,Bavaria,3rd Quintile,No,0.97550,302,302,0.95803,0.99296
2021,Bavaria,4th Quintile,No,0.96426,356,356,0.94495,0.98357
2021,Bavaria,5th Quintile,No,0.97422,453,453,0.95961,0.98883
2021,Berlin,1st Quintile,No,0.94988,118,118,0.91034,0.98941
2021,Berlin,2nd Quintile,No,0.98249,85,85,0.95445,1.01054
2021,Berlin,3rd Quintile,No,0.96154,93,93,0.92224,1.00083
2021,Berlin,4th Quintile,No,0.96007,106,106,0.92263,0.99752
2021,Berlin,5th Quintile,No,0.99574,143,143,0.98503,1.00645
2021,Brandenburg,1st Quintile,No,0.93621,84,84,0.88364,0.98879
2021,Brandenburg,2nd Quintile,No,0.98339,100,100,0.95821,1.00857
2021,Brandenburg,3rd Quintile,No,0.97415,81,81,0.93938,1.00893
2021,Brandenburg,4th Quintile,No,0.96685,74,74,0.92578,1.00792
2021,Brandenburg,5th Quintile,No,0.97249,87,87,0.93792,1.00706
2021,Mecklenburg-Western Pomerania,1st Quintile,No,0.97531,66,66,0.93758,1.01303
2021,Mecklenburg-Western Pomerania,2nd Quintile,No,0.96759,61,61,0.92278,1.01240
2021,Mecklenburg-Western Pomerania,3rd Quintile,No,0.89780,40,40,0.80272,0.99287
2021,Mecklenburg-Western Pomerania,4th Quintile,No,0.96380,38,38,0.90361,1.02399
2021,Mecklenburg-Western Pomerania,5th Quintile,No,0.99870,44,44,0.98795,1.00946
2021,Saxony,1st Quintile,No,0.92464,150,150,0.88226,0.96703
2021,Saxony,2nd Quintile,No,0.95511,169,169,0.92380,0.98642
2021,Saxony,3rd Quintile,No,0.93531,151,151,0.89595,0.97468
2021,Saxony,4th Quintile,No,0.97938,108,108,0.95245,1.00631
2021,Saxony,5th Quintile,No,0.97530,114,114,0.94668,1.00392
2021,Saxony-Anhalt,1st Quintile,No,0.95495,90,90,0.91185,0.99804
2021,Saxony-Anhalt,2nd Quintile,No,0.92520,79,79,0.86682,0.98358
2021,Saxony-Anhalt,3rd Quintile,No,0.92609,69,69,0.86391,0.98828
2021,Saxony-Anhalt,4th Quintile,No,0.72303,53,53,0.60139,0.84466
2021,Saxony-Anhalt,5th Quintile,No,0.96416,48,48,0.91101,1.01730
2021,Thuringa,1st Quintile,No,0.95577,92,92,0.91353,0.99801
2021,Thuringa,2nd Quintile,No,0.87775,87,87,0.80852,0.94698
2021,Thuringa,3rd Quintile,No,0.96147,63,63,0.91355,1.00938
2021,Thuringa,4th Quintile,No,0.88975,59,59,0.80915,0.97036
2021,Thuringa,5th Quintile,No,0.95300,59,59,0.89853,1.00747
