"year","bula_h","regtyp","mean","median","n","percentile_10","percentile_25","percentile_75","percentile_90","percentile_99","lower_confidence_mean","upper_confidence_mean","minimum","maximum","lower_confidence_median","upper_confidence_median"
"2018","Hamburg","Ländlicher Raum","","","","","","","","","","","","","",""
"2018","Hamburg","Städtischer Raum","344.16","355","321","250","300","400","400","500","334.14","354.18","0","600","350","380"
"2018","Hessen","Ländlicher Raum","334.81","340","222","200","300","400","420","600","321.43","348.19","0","660","350","385"
"2018","Hessen","Städtischer Raum","331.18","345","909","200","300","400","400","500","324.2","338.16","10","650","350","375"
"2018","Mecklenburg-Vorpommern","Ländlicher Raum","","","","","","","","","","","","","",""
"2018","Mecklenburg-Vorpommern","Städtischer Raum","","","","","","","","","","","","","",""
"2018","Niedersachsen","Ländlicher Raum","331.9","355","966","180","280","400","400","620","325.06","338.74","0","800","350","380"
"2018","Niedersachsen","Städtischer Raum","318.55","345","722","150","300","400","400","550","310.69","326.41","0","700","350","350"
"2018","Nordrhein-Westfalen","Ländlicher Raum","342.11","377.5","60","200","300","400","400","500","316.11","368.11","90","500","300","385"
"2018","Nordrhein-Westfalen","Städtischer Raum","325.56","347.5","3351","150","300","400","400","500","321.86","329.26","0","840","350","350"
"2018","Rheinland-Pfalz,Saarland","Ländlicher Raum","335.89","377.5","258","200","300","400","400","600","322.6","349.18","0","600","350","400"
"2018","Rheinland-Pfalz,Saarland","Städtischer Raum","334.28","355","723","200","300","400","400","600","326.46","342.1","0","630","350","380"
"2018","Saarland","Ländlicher Raum","","","","","","","","","","","","","",""
"2018","Saarland","Städtischer Raum","","","","","","","","","","","","","",""
"2018","Sachsen","Ländlicher Raum","","","","","","","","","","","","","",""
"2018","Sachsen","Städtischer Raum","","","","","","","","","","","","","",""
"2018","Sachsen-Anhalt","Ländlicher Raum","","","","","","","","","","","","","",""
"2018","Sachsen-Anhalt","Städtischer Raum","","","","","","","","","","","","","",""
"2018","Schleswig-Holstein","Ländlicher Raum","331.6","345","391","200","270","400","400","600","321.39","341.81","0","600","350","350"
"2018","Schleswig-Holstein","Städtischer Raum","326.74","345","223","180","300","400","400","600","311.48","342","0","800","310","350"
"2018","Thüringen","Ländlicher Raum","","","","","","","","","","","","","",""
"2018","Thüringen","Städtischer Raum","","","","","","","","","","","","","",""
"2019","Baden-Württemberg","Ländlicher Raum","","","","","","","","","","","","","",""
"2019","Baden-Württemberg","Städtischer Raum","375.96","395","97","150","400","400","500","500","353.23","398.69","30","700","400","400"
"2019","Bayern","Ländlicher Raum","401.68","395","108","300","400","450","500","600","380.05","423.31","50","1000","400","400"
"2019","Bayern","Städtischer Raum","413.88","380","54","360","400","400","500","700","389.97","437.79","150","700","400","400"
"2019","Berlin","Ländlicher Raum","","","","","","","","","","","","","",""
"2019","Berlin","Städtischer Raum","","","","","","","","","","","","","",""
"2019","Brandenburg","Ländlicher Raum","","","","","","","","","","","","","",""
"2019","Brandenburg","Städtischer Raum","","","","","","","","","","","","","",""
"2019","Bremen","Ländlicher Raum","","","","","","","","","","","","","",""
"2019","Bremen","Städtischer Raum","","","","","","","","","","","","","",""
"2019","Hamburg","Ländlicher Raum","","","","","","","","","","","","","",""
"2019","Hamburg","Städtischer Raum","","","","","","","","","","","","","",""
"2019","Hessen","Ländlicher Raum","","","","","","","","","","","","","",""
"2019","Hessen","Städtischer Raum","333.7","390","66","100","300","400","400","500","301.09","366.31","10","800","350","400"
"2019","Mecklenburg-Vorpommern","Ländlicher Raum","","","","","","","","","","","","","",""
"2019","Mecklenburg-Vorpommern","Städtischer Raum","","","","","","","","","","","","","",""
"2019","Niedersachsen","Ländlicher Raum","376.98","395","55","250","400","400","420","480","351.37","402.59","120","480","390","400"
"2019","Niedersachsen","Städtischer Raum","306.92","325","47","120","200","400","400","480","274.18","339.66","40","480","300","400"
"2019","Nordrhein-Westfalen","Ländlicher Raum","","","","","","","","","","","","","",""
"2019","Nordrhein-Westfalen","Städtischer Raum","364.72","395","217","180","390","400","400","600","351.35","378.09","40","600","400","400"
"2019","Rheinland-Pfalz,Saarland","Ländlicher Raum","","","","","","","","","","","","","",""
"2019","Rheinland-Pfalz,Saarland","Städtischer Raum","321.78","395","44","60","200","400","450","500","278.95","364.61","50","500","350","400"
"2019","Saarland","Ländlicher Raum","","","","","","","","","","","","","",""
"2019","Saarland","Städtischer Raum","","","","","","","","","","","","","",""
"2019","Sachsen","Ländlicher Raum","","","","","","","","","","","","","",""
"2019","Sachsen","Städtischer Raum","","","","","","","","","","","","","",""
"2019","Sachsen-Anhalt","Ländlicher Raum","","","","","","","","","","","","","",""
"2019","Sachsen-Anhalt","Städtischer Raum","","","","","","","","","","","","","",""
"2019","Schleswig-Holstein","Ländlicher Raum","","","","","","","","","","","","","",""
"2019","Schleswig-Holstein","Städtischer Raum","384.53","395","32","350","400","400","400","478.87","350.72","418.34","20","480","390","400"
"2019","Thüringen","Ländlicher Raum","","","","","","","","","","","","","",""
"2019","Thüringen","Städtischer Raum","","","","","","","","","","","","","",""
