"erwst","year","regtyp","sampreg","n","percent","lower_confidence_percent","upper_confidence_percent"
"voll erwerbstätig","2003","Laendlicher Raum","Ostdeutschland","1379","","",""
"Teilzeit","2003","Staedtischer Raum","Westdeutschland","1430","","",""
"Teilzeit","2003","Staedtischer Raum","Ostdeutschland","135","","",""
"Teilzeit","2003","Laendlicher Raum","Westdeutschland","448","0.106525485068983","0.0968256458009258","0.11622532433704"
"Teilzeit","2003","Laendlicher Raum","Ostdeutschland","256","","",""
"nicht erwerbstätig","2003","Staedtischer Raum","Westdeutschland","5439","0.459578621538295","0.450990577612027","0.468166665464564"
"nicht erwerbstätig","2003","Staedtischer Raum","Ostdeutschland","813","0.523400415401336","0.50009307806894","0.546707752733732"
"nicht erwerbstätig","2003","Laendlicher Raum","Westdeutschland","1570","","",""
"nicht erwerbstätig","2003","Laendlicher Raum","Ostdeutschland","1723","","",""
"Andere","2003","Staedtischer Raum","Westdeutschland","859","0.0636771080056298","0.0594693323772793","0.0678848836339804"
"Andere","2003","Staedtischer Raum","Ostdeutschland","101","","",""
"Andere","2003","Laendlicher Raum","Westdeutschland","313","0.0713533745123188","0.0632600082651942","0.0794467407594434"
"Andere","2003","Laendlicher Raum","Ostdeutschland","222","","",""
"voll erwerbstätig","2004","Staedtischer Raum","Westdeutschland","4998","0.378653117877316","0.370169268015917","0.387136967738715"
"voll erwerbstätig","2004","Staedtischer Raum","Ostdeutschland","708","0.343061532373497","0.320907787052301","0.365215277694694"
"voll erwerbstätig","2004","Laendlicher Raum","Westdeutschland","1492","","",""
"voll erwerbstätig","2004","Laendlicher Raum","Ostdeutschland","1320","","",""
"Teilzeit","2004","Staedtischer Raum","Westdeutschland","1367","","",""
"Teilzeit","2004","Staedtischer Raum","Ostdeutschland","136","","",""
"Teilzeit","2004","Laendlicher Raum","Westdeutschland","422","0.0935371439279615","0.0843177494114124","0.102756538444511"
"Teilzeit","2004","Laendlicher Raum","Ostdeutschland","261","","",""
"nicht erwerbstätig","2004","Staedtischer Raum","Westdeutschland","5326","0.459761720603173","0.451044777217326","0.46847866398902"
"nicht erwerbstätig","2004","Staedtischer Raum","Ostdeutschland","799","0.505031572859452","0.481699849736983","0.528363295981921"
"nicht erwerbstätig","2004","Laendlicher Raum","Westdeutschland","1589","","",""
"nicht erwerbstätig","2004","Laendlicher Raum","Ostdeutschland","1668","","",""
"Andere","2004","Staedtischer Raum","Westdeutschland","866","0.066713595468574","0.0623492433027299","0.071077947634418"
"Andere","2004","Staedtischer Raum","Ostdeutschland","121","","",""
"Andere","2004","Laendlicher Raum","Westdeutschland","329","0.0716880751207286","0.0635202625146176","0.0798558877268395"
"Andere","2004","Laendlicher Raum","Ostdeutschland","210","","",""
"voll erwerbstätig","2005","Staedtischer Raum","Westdeutschland","4672","0.37372838617319","0.365079597936018","0.382377174410362"
"voll erwerbstätig","2005","Staedtischer Raum","Ostdeutschland","667","0.352925960615486","0.330242741383603","0.375609179847368"
"voll erwerbstätig","2005","Laendlicher Raum","Westdeutschland","1411","","",""
"voll erwerbstätig","2005","Laendlicher Raum","Ostdeutschland","1234","","",""
"Teilzeit","2005","Staedtischer Raum","Westdeutschland","1309","","",""
"Teilzeit","2005","Staedtischer Raum","Ostdeutschland","126","","",""
"Teilzeit","2005","Laendlicher Raum","Westdeutschland","391","0.094950130377804","0.0854282704307663","0.104471990324842"
"Teilzeit","2005","Laendlicher Raum","Ostdeutschland","266","","",""
"nicht erwerbstätig","2005","Staedtischer Raum","Westdeutschland","5157","0.452830785461681","0.443932124577175","0.461729446346187"
"nicht erwerbstätig","2005","Staedtischer Raum","Ostdeutschland","799","0.520744162871324","0.497031419010686","0.544456906731961"
"nicht erwerbstätig","2005","Laendlicher Raum","Westdeutschland","1525","","",""
"nicht erwerbstätig","2005","Laendlicher Raum","Ostdeutschland","1644","","",""
"Andere","2005","Staedtischer Raum","Westdeutschland","882","0.0739982657281653","0.0693186248293638","0.0786779066269668"
"Andere","2005","Staedtischer Raum","Ostdeutschland","113","","",""
"Andere","2005","Laendlicher Raum","Westdeutschland","314","0.0791705650855446","0.0704003706740371","0.0879407594970521"
"Andere","2005","Laendlicher Raum","Ostdeutschland","188","","",""
"voll erwerbstätig","2006","Staedtischer Raum","Westdeutschland","4848","0.370821101140264","0.362460135570411","0.379182066710116"
"voll erwerbstätig","2006","Staedtischer Raum","Ostdeutschland","672","0.337755665868389","0.315753807761047","0.359757523975731"
"voll erwerbstätig","2006","Laendlicher Raum","Westdeutschland","1519","","",""
"voll erwerbstätig","2006","Laendlicher Raum","Ostdeutschland","1277","","",""
"Teilzeit","2006","Staedtischer Raum","Westdeutschland","1441","","",""
"Teilzeit","2006","Staedtischer Raum","Ostdeutschland","124","","",""
"Teilzeit","2006","Laendlicher Raum","Westdeutschland","446","0.0918444892919247","0.0829837194338387","0.100705259150011"
"Teilzeit","2006","Laendlicher Raum","Ostdeutschland","298","","",""
"nicht erwerbstätig","2006","Staedtischer Raum","Westdeutschland","5601","0.4553074283217","0.446687270143043","0.463927586500357"
"nicht erwerbstätig","2006","Staedtischer Raum","Ostdeutschland","837","0.512202896693563","0.488949332121759","0.535456461265367"
"nicht erwerbstätig","2006","Laendlicher Raum","Westdeutschland","1735","","",""
"nicht erwerbstätig","2006","Laendlicher Raum","Ostdeutschland","1777","","",""
"Andere","2006","Staedtischer Raum","Westdeutschland","931","0.0735611913081041","0.069042424941584","0.0780799576746242"
"Andere","2006","Staedtischer Raum","Ostdeutschland","142","","",""
"Andere","2006","Laendlicher Raum","Westdeutschland","381","0.0878928418617449","0.0792059487233397","0.0965797350001501"
"Andere","2006","Laendlicher Raum","Ostdeutschland","239","","",""
"voll erwerbstätig","2007","Staedtischer Raum","Westdeutschland","4522","0.374379184997142","0.365693338885896","0.383065031108387"
"voll erwerbstätig","2007","Staedtischer Raum","Ostdeutschland","630","0.333128844419502","0.310690525033006","0.355567163805998"
"voll erwerbstätig","2007","Laendlicher Raum","Westdeutschland","1452","","",""
"voll erwerbstätig","2007","Laendlicher Raum","Ostdeutschland","1269","","",""
"Teilzeit","2007","Staedtischer Raum","Westdeutschland","1414","","",""
"Teilzeit","2007","Staedtischer Raum","Ostdeutschland","140","","",""
"Teilzeit","2007","Laendlicher Raum","Westdeutschland","442","0.101898544560549","0.0923216353137845","0.111475453807314"
"Teilzeit","2007","Laendlicher Raum","Ostdeutschland","294","","",""
"nicht erwerbstätig","2007","Staedtischer Raum","Westdeutschland","5126","0.446759448920852","0.4378367844007","0.455682113441005"
"nicht erwerbstätig","2007","Staedtischer Raum","Ostdeutschland","794","0.509184894058673","0.485385825747502","0.532983962369844"
"nicht erwerbstätig","2007","Laendlicher Raum","Westdeutschland","1593","","",""
"nicht erwerbstätig","2007","Laendlicher Raum","Ostdeutschland","1624","","",""
"Andere","2007","Staedtischer Raum","Westdeutschland","864","0.0736223001323141","0.0689352518709755","0.0783093483936526"
"Andere","2007","Staedtischer Raum","Ostdeutschland","131","","",""
"Andere","2007","Laendlicher Raum","Westdeutschland","346","0.0891993146646179","0.080175895864352","0.0982227334648837"
"Andere","2007","Laendlicher Raum","Ostdeutschland","208","","",""
"voll erwerbstätig","2008","Staedtischer Raum","Westdeutschland","4287","0.385822963303004","0.376797186681186","0.394848739924821"
"voll erwerbstätig","2008","Staedtischer Raum","Ostdeutschland","647","0.37284461989416","0.349369608849314","0.396319630939005"
"voll erwerbstätig","2008","Laendlicher Raum","Westdeutschland","1346","","",""
"voll erwerbstätig","2008","Laendlicher Raum","Ostdeutschland","1232","","",""
"Teilzeit","2008","Staedtischer Raum","Westdeutschland","1318","","",""
"Teilzeit","2008","Staedtischer Raum","Ostdeutschland","119","","",""
"Teilzeit","2008","Laendlicher Raum","Westdeutschland","429","0.106619274385981","0.0965221545099571","0.116716394262006"
"Teilzeit","2008","Laendlicher Raum","Ostdeutschland","262","","",""
"nicht erwerbstätig","2008","Staedtischer Raum","Westdeutschland","4698","0.427972829418162","0.4187987987977","0.437146860038624"
"nicht erwerbstätig","2008","Staedtischer Raum","Ostdeutschland","747","0.484956759553138","0.460694701181682","0.509218817924594"
"nicht erwerbstätig","2008","Laendlicher Raum","Westdeutschland","1482","","",""
"nicht erwerbstätig","2008","Laendlicher Raum","Ostdeutschland","1488","","",""
"Andere","2008","Staedtischer Raum","Westdeutschland","871","0.0825799060556665","0.07747644184168","0.0876833702696529"
"Andere","2008","Staedtischer Raum","Ostdeutschland","117","","",""
"Andere","2008","Laendlicher Raum","Westdeutschland","332","0.0920055237738145","0.0825494703727921","0.101461577174837"
"Andere","2008","Laendlicher Raum","Ostdeutschland","196","","",""
"voll erwerbstätig","2009","Staedtischer Raum","Westdeutschland","3916","0.382984816552754","0.373587337594724","0.392382295510783"
"voll erwerbstätig","2009","Staedtischer Raum","Ostdeutschland","590","0.381053901594988","0.35679856243027","0.405309240759706"
"voll erwerbstätig","2009","Laendlicher Raum","Westdeutschland","1294","","",""
"voll erwerbstätig","2009","Laendlicher Raum","Ostdeutschland","1177","","",""
"Teilzeit","2009","Staedtischer Raum","Westdeutschland","1183","","",""
"Teilzeit","2009","Staedtischer Raum","Ostdeutschland","139","","",""
"Teilzeit","2009","Laendlicher Raum","Westdeutschland","407","0.101439965891552","0.0912962935367001","0.111583638246403"
"Teilzeit","2009","Laendlicher Raum","Ostdeutschland","260","","",""
"nicht erwerbstätig","2009","Staedtischer Raum","Westdeutschland","4332","0.428887328657917","0.419319681215232","0.438454976100603"
"nicht erwerbstätig","2009","Staedtischer Raum","Ostdeutschland","715","0.467755966531949","0.442835693319889","0.492676239744009"
"nicht erwerbstätig","2009","Laendlicher Raum","Westdeutschland","1408","","",""
"nicht erwerbstätig","2009","Laendlicher Raum","Ostdeutschland","1410","","",""
"Andere","2009","Staedtischer Raum","Westdeutschland","848","0.0855079746156065","0.0801021004887734","0.0909138487424396"
"Andere","2009","Staedtischer Raum","Ostdeutschland","96","0.0740970458253468","0.0610151431986137","0.08717894845208"
"Andere","2009","Laendlicher Raum","Westdeutschland","294","","",""
"Andere","2009","Laendlicher Raum","Ostdeutschland","183","","",""
"voll erwerbstätig","2010","Staedtischer Raum","Westdeutschland","5080","0.376062498160973","0.368015301187086","0.38410969513486"
"voll erwerbstätig","2010","Staedtischer Raum","Ostdeutschland","737","0.387320323392413","0.36544510078816","0.409195545996666"
"voll erwerbstätig","2010","Laendlicher Raum","Westdeutschland","1794","","",""
"voll erwerbstätig","2010","Laendlicher Raum","Ostdeutschland","1402","","",""
"Teilzeit","2010","Staedtischer Raum","Westdeutschland","1861","","",""
"Teilzeit","2010","Staedtischer Raum","Ostdeutschland","172","","",""
"Teilzeit","2010","Laendlicher Raum","Westdeutschland","629","0.0978938417916186","0.0895655531290258","0.106222130454211"
"Teilzeit","2010","Laendlicher Raum","Ostdeutschland","390","0.0980784767037849","0.0883777207651224","0.107779232642447"
"nicht erwerbstätig","2010","Staedtischer Raum","Westdeutschland","5800","0.433380698223435","0.425148334724986","0.441613061721884"
"nicht erwerbstätig","2010","Staedtischer Raum","Ostdeutschland","859","0.465837383047984","0.443437047953446","0.488237718142522"
"nicht erwerbstätig","2010","Laendlicher Raum","Westdeutschland","1950","","",""
"nicht erwerbstätig","2010","Laendlicher Raum","Ostdeutschland","1586","","",""
"Andere","2010","Staedtischer Raum","Westdeutschland","1178","","",""
"Andere","2010","Staedtischer Raum","Ostdeutschland","137","","",""
"Andere","2010","Laendlicher Raum","Westdeutschland","518","0.105391655926329","0.0967862998392783","0.11399701201338"
"Andere","2010","Laendlicher Raum","Ostdeutschland","233","","",""
"voll erwerbstätig","2011","Staedtischer Raum","Westdeutschland","5993","0.388853170974485","0.381360441202341","0.396345900746628"
"voll erwerbstätig","2011","Staedtischer Raum","Ostdeutschland","861","0.398367404786036","0.377891669795286","0.418843139776785"
"voll erwerbstätig","2011","Laendlicher Raum","Westdeutschland","2310","","",""
"voll erwerbstätig","2011","Laendlicher Raum","Ostdeutschland","1649","","",""
"Teilzeit","2011","Staedtischer Raum","Westdeutschland","2356","","",""
"Teilzeit","2011","Staedtischer Raum","Ostdeutschland","243","","",""
"Teilzeit","2011","Laendlicher Raum","Westdeutschland","895","0.108832787162128","0.101111893732409","0.116553680591846"
"Teilzeit","2011","Laendlicher Raum","Ostdeutschland","444","0.0835861948886319","0.0752039982731255","0.0919683915041384"
"nicht erwerbstätig","2011","Staedtischer Raum","Westdeutschland","6638","0.433835976412236","0.426218547982984","0.441453404841488"
"nicht erwerbstätig","2011","Staedtischer Raum","Ostdeutschland","957","0.450173643403016","0.42936543290387","0.470981853902163"
"nicht erwerbstätig","2011","Laendlicher Raum","Westdeutschland","2415","","",""
"nicht erwerbstätig","2011","Laendlicher Raum","Ostdeutschland","1832","","",""
"Andere","2011","Staedtischer Raum","Westdeutschland","1274","","",""
"Andere","2011","Staedtischer Raum","Ostdeutschland","135","","",""
"Andere","2011","Laendlicher Raum","Westdeutschland","630","0.0980273703858417","0.090655487311639","0.105399253460044"
"Andere","2011","Laendlicher Raum","Ostdeutschland","263","","",""
"voll erwerbstätig","2012","Staedtischer Raum","Westdeutschland","5816","0.391996736818452","0.38436124302138","0.399632230615523"
"voll erwerbstätig","2012","Staedtischer Raum","Ostdeutschland","822","0.403817774649412","0.382936356786538","0.424699192512287"
"voll erwerbstätig","2012","Laendlicher Raum","Westdeutschland","2248","","",""
"voll erwerbstätig","2012","Laendlicher Raum","Ostdeutschland","1601","","",""
"Teilzeit","2012","Staedtischer Raum","Westdeutschland","2318","","",""
"Teilzeit","2012","Staedtischer Raum","Ostdeutschland","240","","",""
"Teilzeit","2012","Laendlicher Raum","Westdeutschland","925","0.115071443849818","0.107139209373801","0.123003678325835"
"Teilzeit","2012","Laendlicher Raum","Ostdeutschland","464","0.0914441450838807","0.0826459175071099","0.100242372660651"
"nicht erwerbstätig","2012","Staedtischer Raum","Westdeutschland","6229","0.421450671120047","0.413727662498413","0.42917367974168"
"nicht erwerbstätig","2012","Staedtischer Raum","Ostdeutschland","909","0.443976843946074","0.422832006254215","0.465121681637932"
"nicht erwerbstätig","2012","Laendlicher Raum","Westdeutschland","2394","","",""
"nicht erwerbstätig","2012","Laendlicher Raum","Ostdeutschland","1809","","",""
"Andere","2012","Staedtischer Raum","Westdeutschland","1341","","",""
"Andere","2012","Staedtischer Raum","Ostdeutschland","150","","",""
"Andere","2012","Laendlicher Raum","Westdeutschland","650","0.0900307311822789","0.082915870363255","0.0971455920013029"
"Andere","2012","Laendlicher Raum","Ostdeutschland","249","","",""
"voll erwerbstätig","2013","Staedtischer Raum","Westdeutschland","6831","0.382939713798097","0.37589469569573","0.389984731900464"
"voll erwerbstätig","2013","Staedtischer Raum","Ostdeutschland","844","0.408813894744314","0.388033499947868","0.42959428954076"
"voll erwerbstätig","2013","Laendlicher Raum","Westdeutschland","2458","","",""
"voll erwerbstätig","2013","Laendlicher Raum","Ostdeutschland","1530","","",""
"Teilzeit","2013","Staedtischer Raum","Westdeutschland","2683","","",""
"Teilzeit","2013","Staedtischer Raum","Ostdeutschland","257","","",""
"Teilzeit","2013","Laendlicher Raum","Westdeutschland","1000","","",""
"Teilzeit","2013","Laendlicher Raum","Ostdeutschland","516","0.104652329469397","0.095227279170655","0.11407737976814"
"nicht erwerbstätig","2013","Staedtischer Raum","Westdeutschland","6919","0.419093221745228","0.411942306157807","0.426244137332648"
"nicht erwerbstätig","2013","Staedtischer Raum","Ostdeutschland","880","0.424568315526161","0.403675376486067","0.445461254566254"
"nicht erwerbstätig","2013","Laendlicher Raum","Westdeutschland","2489","","",""
"nicht erwerbstätig","2013","Laendlicher Raum","Ostdeutschland","1741","","",""
"Andere","2013","Staedtischer Raum","Westdeutschland","1856","","",""
"Andere","2013","Staedtischer Raum","Ostdeutschland","169","","",""
"Andere","2013","Laendlicher Raum","Westdeutschland","738","0.0927701323917131","0.085815724760587","0.0997245400228392"
"Andere","2013","Laendlicher Raum","Ostdeutschland","265","","",""
"voll erwerbstätig","2014","Staedtischer Raum","Westdeutschland","5911","0.379396007540238","0.371880846691962","0.386911168388513"
"voll erwerbstätig","2014","Staedtischer Raum","Ostdeutschland","747","0.408298074154657","0.386560178165317","0.430035970143996"
"voll erwerbstätig","2014","Laendlicher Raum","Westdeutschland","2170","","",""
"voll erwerbstätig","2014","Laendlicher Raum","Ostdeutschland","1398","","",""
"Teilzeit","2014","Staedtischer Raum","Westdeutschland","2341","","",""
"Teilzeit","2014","Staedtischer Raum","Ostdeutschland","227","","",""
"Teilzeit","2014","Laendlicher Raum","Westdeutschland","889","0.119134457944161","0.110914303566937","0.127354612321384"
"Teilzeit","2014","Laendlicher Raum","Ostdeutschland","446","0.105785518397669","0.0958793616931917","0.115691675102146"
"nicht erwerbstätig","2014","Staedtischer Raum","Westdeutschland","6092","0.414461300406036","0.406831653948201","0.422090946863871"
"nicht erwerbstätig","2014","Staedtischer Raum","Ostdeutschland","848","0.434152709531273","0.412232322014389","0.456073097048156"
"nicht erwerbstätig","2014","Laendlicher Raum","Westdeutschland","2184","","",""
"nicht erwerbstätig","2014","Laendlicher Raum","Ostdeutschland","1615","","",""
"Andere","2014","Staedtischer Raum","Westdeutschland","1671","","",""
"Andere","2014","Staedtischer Raum","Ostdeutschland","142","","",""
"Andere","2014","Laendlicher Raum","Westdeutschland","723","0.107157627962508","0.0993087891813118","0.115006466743705"
"Andere","2014","Laendlicher Raum","Ostdeutschland","244","","",""
"voll erwerbstätig","2015","Staedtischer Raum","Westdeutschland","5852","0.378118890949004","0.370571588499972","0.385666193398036"
"voll erwerbstätig","2015","Staedtischer Raum","Ostdeutschland","731","0.414616946840945","0.392773085620954","0.436460808060937"
"voll erwerbstätig","2015","Laendlicher Raum","Westdeutschland","2191","","",""
"voll erwerbstätig","2015","Laendlicher Raum","Ostdeutschland","1322","","",""
"Teilzeit","2015","Staedtischer Raum","Westdeutschland","2363","","",""
"Teilzeit","2015","Staedtischer Raum","Ostdeutschland","244","","",""
"Teilzeit","2015","Laendlicher Raum","Westdeutschland","923","0.125400977829112","0.117012905814233","0.13378904984399"
"Teilzeit","2015","Laendlicher Raum","Ostdeutschland","421","0.111496027986932","0.101130696454799","0.121861359519064"
"nicht erwerbstätig","2015","Staedtischer Raum","Westdeutschland","6082","0.41425523966877","0.406588475656921","0.42192200368062"
"nicht erwerbstätig","2015","Staedtischer Raum","Ostdeutschland","827","0.404815952437953","0.383051875038832","0.426580029837075"
"nicht erwerbstätig","2015","Laendlicher Raum","Westdeutschland","2176","","",""
"nicht erwerbstätig","2015","Laendlicher Raum","Ostdeutschland","1561","","",""
"Andere","2015","Staedtischer Raum","Westdeutschland","1561","","",""
"Andere","2015","Staedtischer Raum","Ostdeutschland","152","","",""
"Andere","2015","Laendlicher Raum","Westdeutschland","698","0.105274672692468","0.0975012190900045","0.113048126294931"
"Andere","2015","Laendlicher Raum","Ostdeutschland","238","","",""
"voll erwerbstätig","2016","Staedtischer Raum","Westdeutschland","5330","0.38669875582738","0.379194012693892","0.394203498960868"
"voll erwerbstätig","2016","Staedtischer Raum","Ostdeutschland","683","0.405906826482429","0.384374507356991","0.427439145607868"
"voll erwerbstätig","2016","Laendlicher Raum","Westdeutschland","1980","","",""
"voll erwerbstätig","2016","Laendlicher Raum","Ostdeutschland","1258","","",""
"Teilzeit","2016","Staedtischer Raum","Westdeutschland","2252","","",""
"Teilzeit","2016","Staedtischer Raum","Ostdeutschland","239","","",""
"Teilzeit","2016","Laendlicher Raum","Westdeutschland","898","0.133512429890667","0.124893230942151","0.142131628839184"
"Teilzeit","2016","Laendlicher Raum","Ostdeutschland","428","0.126312398453341","0.115521966539054","0.137102830367627"
"nicht erwerbstätig","2016","Staedtischer Raum","Westdeutschland","7112","0.408177703338292","0.400603572164179","0.415751834512404"
"nicht erwerbstätig","2016","Staedtischer Raum","Ostdeutschland","936","0.423111980085606","0.401448722172228","0.444775237998984"
"nicht erwerbstätig","2016","Laendlicher Raum","Westdeutschland","2467","","",""
"nicht erwerbstätig","2016","Laendlicher Raum","Ostdeutschland","1721","","",""
"Andere","2016","Staedtischer Raum","Westdeutschland","1482","","",""
"Andere","2016","Staedtischer Raum","Ostdeutschland","140","","",""
"Andere","2016","Laendlicher Raum","Westdeutschland","637","0.0942551712878852","0.0868509325789863","0.101659409996784"
"Andere","2016","Laendlicher Raum","Ostdeutschland","234","","",""
"voll erwerbstätig","2017","Staedtischer Raum","Westdeutschland","6016","0.382756562142826","0.375664521020623","0.389848603265029"
"voll erwerbstätig","2017","Staedtischer Raum","Ostdeutschland","800","0.411685994216399","0.391341936581456","0.432030051851342"
"voll erwerbstätig","2017","Laendlicher Raum","Westdeutschland","2325","","",""
"voll erwerbstätig","2017","Laendlicher Raum","Ostdeutschland","1487","","",""
"Teilzeit","2017","Staedtischer Raum","Westdeutschland","2607","","",""
"Teilzeit","2017","Staedtischer Raum","Ostdeutschland","276","","",""
"Teilzeit","2017","Laendlicher Raum","Westdeutschland","1006","","",""
"Teilzeit","2017","Laendlicher Raum","Ostdeutschland","444","0.112354085410526","0.10259184770786","0.122116323113191"
"nicht erwerbstätig","2017","Staedtischer Raum","Westdeutschland","7803","0.405037495693779","0.397874839680524","0.412200151707033"
"nicht erwerbstätig","2017","Staedtischer Raum","Ostdeutschland","1035","","",""
"nicht erwerbstätig","2017","Laendlicher Raum","Westdeutschland","2773","","",""
"nicht erwerbstätig","2017","Laendlicher Raum","Ostdeutschland","1821","","",""
"Andere","2017","Staedtischer Raum","Westdeutschland","1618","","",""
"Andere","2017","Staedtischer Raum","Ostdeutschland","137","","",""
"Andere","2017","Laendlicher Raum","Westdeutschland","726","0.103450691209379","0.0962281250686085","0.110673257350149"
"Andere","2017","Laendlicher Raum","Ostdeutschland","268","","",""
"voll erwerbstätig","2018","Staedtischer Raum","Westdeutschland","5836","0.388470495621899","0.381215932365555","0.395725058878242"
"voll erwerbstätig","2018","Staedtischer Raum","Ostdeutschland","804","0.421940599061201","0.40139204195291","0.442489156169492"
"voll erwerbstätig","2018","Laendlicher Raum","Westdeutschland","2197","","",""
"voll erwerbstätig","2018","Laendlicher Raum","Ostdeutschland","1415","","",""
"Teilzeit","2018","Staedtischer Raum","Westdeutschland","2605","","",""
"Teilzeit","2018","Staedtischer Raum","Ostdeutschland","276","","",""
"Teilzeit","2018","Laendlicher Raum","Westdeutschland","1006","","",""
"Teilzeit","2018","Laendlicher Raum","Ostdeutschland","475","0.117659040544844","0.107554586735076","0.127763494354612"
"nicht erwerbstätig","2018","Staedtischer Raum","Westdeutschland","7246","0.394094396846626","0.38682118631544","0.401367607377813"
"nicht erwerbstätig","2018","Staedtischer Raum","Ostdeutschland","986","0.389846979633674","0.369554463050391","0.410139496216957"
"nicht erwerbstätig","2018","Laendlicher Raum","Westdeutschland","2486","","",""
"nicht erwerbstätig","2018","Laendlicher Raum","Ostdeutschland","1736","","",""
"Andere","2018","Staedtischer Raum","Westdeutschland","1653","","",""
"Andere","2018","Staedtischer Raum","Ostdeutschland","153","","",""
"Andere","2018","Laendlicher Raum","Westdeutschland","617","0.0888808918205535","0.0818572414127674","0.0959045422283396"
"Andere","2018","Laendlicher Raum","Ostdeutschland","280","","",""
"voll erwerbstätig","2019","Staedtischer Raum","Westdeutschland","6277","0.392016775639073","0.384675007660467","0.39935854361768"
"voll erwerbstätig","2019","Staedtischer Raum","Ostdeutschland","896","0.441041967874489","0.420093516159195","0.461990419589784"
"voll erwerbstätig","2019","Laendlicher Raum","Westdeutschland","2276","","",""
"voll erwerbstätig","2019","Laendlicher Raum","Ostdeutschland","1533","","",""
"Teilzeit","2019","Staedtischer Raum","Westdeutschland","2648","","",""
"Teilzeit","2019","Staedtischer Raum","Ostdeutschland","259","","",""
"Teilzeit","2019","Laendlicher Raum","Westdeutschland","986","0.153316195246899","0.144260636919664","0.162371753574133"
"Teilzeit","2019","Laendlicher Raum","Ostdeutschland","465","0.119633822428708","0.109424921490556","0.129842723366859"
"nicht erwerbstätig","2019","Staedtischer Raum","Westdeutschland","6540","0.390725903418289","0.383388456197255","0.398063350639323"
"nicht erwerbstätig","2019","Staedtischer Raum","Ostdeutschland","873","0.384564029962872","0.364038322318921","0.405089737606824"
"nicht erwerbstätig","2019","Laendlicher Raum","Westdeutschland","2236","","",""
"nicht erwerbstätig","2019","Laendlicher Raum","Ostdeutschland","1611","","",""
"Andere","2019","Staedtischer Raum","Westdeutschland","1521","","",""
"Andere","2019","Staedtischer Raum","Ostdeutschland","130","","",""
"Andere","2019","Laendlicher Raum","Westdeutschland","583","0.0834582816377752","0.0765068952776619","0.0904096679978884"
"Andere","2019","Laendlicher Raum","Ostdeutschland","273","","",""
"voll erwerbstätig","2020","Staedtischer Raum","Westdeutschland","6963","0.389100188457894","0.381979944170099","0.396220432745689"
"voll erwerbstätig","2020","Staedtischer Raum","Ostdeutschland","886","0.423040999958042","0.402581840462032","0.443500159454052"
"voll erwerbstätig","2020","Laendlicher Raum","Westdeutschland","2370","","",""
"voll erwerbstätig","2020","Laendlicher Raum","Ostdeutschland","1458","","",""
"Teilzeit","2020","Staedtischer Raum","Westdeutschland","2650","","",""
"Teilzeit","2020","Staedtischer Raum","Ostdeutschland","299","","",""
"Teilzeit","2020","Laendlicher Raum","Westdeutschland","950","0.146075165983818","0.137164555282838","0.154985776684798"
"Teilzeit","2020","Laendlicher Raum","Ostdeutschland","453","0.12418145553826","0.113576615470995","0.134786295605526"
"nicht erwerbstätig","2020","Staedtischer Raum","Westdeutschland","6840","0.393148710911598","0.386015275303503","0.400282146519692"
"nicht erwerbstätig","2020","Staedtischer Raum","Ostdeutschland","919","0.390137629545105","0.369937743425717","0.410337515664494"
"nicht erwerbstätig","2020","Laendlicher Raum","Westdeutschland","2157","","",""
"nicht erwerbstätig","2020","Laendlicher Raum","Ostdeutschland","1561","","",""
"Andere","2020","Staedtischer Raum","Westdeutschland","1558","","",""
"Andere","2020","Staedtischer Raum","Ostdeutschland","136","","",""
"Andere","2020","Laendlicher Raum","Westdeutschland","558","0.0825934031750072","0.075648550076584","0.0895382562734303"
"Andere","2020","Laendlicher Raum","Ostdeutschland","243","","",""
