"erwst","year","bula_h","sampreg","n","percent","lower_confidence","upper_confidence"
"voll erwerbstätig","2002","Rheinland-Pfalz,Saarland","Ostdeutschland","","","",""
"voll erwerbstätig","2002","Baden-Wuerttemberg","Westdeutschland","1215","0.411657089653274","0.393428539089992","0.429885640216555"
"voll erwerbstätig","2002","Baden-Wuerttemberg","Ostdeutschland","","","",""
"voll erwerbstätig","2002","Bayern","Westdeutschland","1401","0.401173858031265","0.384338491304527","0.418009224758004"
"voll erwerbstätig","2002","Bayern","Ostdeutschland","","","",""
"voll erwerbstätig","2002","Berlin","Westdeutschland","205","0.407033983289684","0.362284519814665","0.451783446764703"
"voll erwerbstätig","2002","Berlin","Ostdeutschland","160","0.418579555847323","0.367969616774675","0.46918949491997"
"voll erwerbstätig","2002","Brandenburg","Westdeutschland","","","",""
"voll erwerbstätig","2002","Brandenburg","Ostdeutschland","356","0.322564232117835","0.29300939548823","0.35211906874744"
"voll erwerbstätig","2002","Mecklenburg-Vorpommern","Westdeutschland","","","",""
"voll erwerbstätig","2002","Mecklenburg-Vorpommern","Ostdeutschland","230","0.384994961559885","0.34305097753358","0.426938945586191"
"voll erwerbstätig","2002","Sachsen","Westdeutschland","","","",""
"voll erwerbstätig","2002","Sachsen","Ostdeutschland","712","0.374088954014841","0.350726780904436","0.397451127125247"
"voll erwerbstätig","2002","Sachsen-Anhalt","Westdeutschland","","","",""
"voll erwerbstätig","2002","Sachsen-Anhalt","Ostdeutschland","395","0.34532813351202","0.31542158490207","0.37523468212197"
"voll erwerbstätig","2002","Thueringen","Westdeutschland","","","",""
"voll erwerbstätig","2002","Thueringen","Ostdeutschland","393","0.356989139242109","0.326791603078927","0.387186675405292"
"Teilzeit","2002","Schleswig-Holstein","Westdeutschland","75","0.0930252676166749","0.0717937174637917","0.114256817769558"
"Teilzeit","2002","Schleswig-Holstein","Ostdeutschland","","","",""
"Teilzeit","2002","Hamburg","Westdeutschland","36","0.105983486100882","0.0725179118759943","0.139449060325769"
"Teilzeit","2002","Hamburg","Ostdeutschland","","","",""
"Teilzeit","2002","Niedersachsen","Westdeutschland","214","0.0966187785102742","0.0835990703939407","0.109638486626608"
"Teilzeit","2002","Niedersachsen","Ostdeutschland","","","",""
"Teilzeit","2002","Bremen","Westdeutschland","","","",""
"Teilzeit","2002","Bremen","Ostdeutschland","","","",""
"Teilzeit","2002","Nordrhein-Westfalen","Westdeutschland","545","0.102705199604653","0.0941782834065111","0.111232115802794"
"Teilzeit","2002","Nordrhein-Westfalen","Ostdeutschland","","","",""
"Teilzeit","2002","Hessen","Westdeutschland","194","0.106583340377385","0.0916440385701004","0.12152264218467"
"Teilzeit","2002","Hessen","Ostdeutschland","","","",""
"Teilzeit","2002","Rheinland-Pfalz,Saarland","Westdeutschland","141","0.0803431000013738","0.0659807309095816","0.0947054690931661"
"Teilzeit","2002","Rheinland-Pfalz,Saarland","Ostdeutschland","","","",""
"Teilzeit","2002","Baden-Wuerttemberg","Westdeutschland","302","0.097344640982773","0.0863650520276716","0.108324229937874"
"Teilzeit","2002","Baden-Wuerttemberg","Ostdeutschland","","","",""
"Teilzeit","2002","Bayern","Westdeutschland","356","0.0915694429284245","0.0816627877646625","0.101476098092187"
"Teilzeit","2002","Bayern","Ostdeutschland","","","",""
"Teilzeit","2002","Berlin","Westdeutschland","50","0.104197643763486","0.0763689613293101","0.132026326197662"
"Teilzeit","2002","Berlin","Ostdeutschland","","","",""
"Teilzeit","2002","Brandenburg","Westdeutschland","","","",""
"Teilzeit","2002","Brandenburg","Ostdeutschland","72","0.0737236903506037","0.057201782000547","0.0902455987006603"
"Teilzeit","2002","Mecklenburg-Vorpommern","Westdeutschland","","","",""
"Teilzeit","2002","Mecklenburg-Vorpommern","Ostdeutschland","34","0.0646800471906006","0.0434784742152668","0.0858816201659343"
"Teilzeit","2002","Sachsen","Westdeutschland","","","",""
"Teilzeit","2002","Sachsen","Ostdeutschland","114","0.0613081916204197","0.049726013105583","0.0728903701352564"
"Teilzeit","2002","Sachsen-Anhalt","Westdeutschland","","","",""
"Teilzeit","2002","Sachsen-Anhalt","Ostdeutschland","45","0.0479641699713108","0.03452341730283","0.0614049226397916"
"Teilzeit","2002","Thueringen","Westdeutschland","","","",""
"Teilzeit","2002","Thueringen","Ostdeutschland","64","0.0575768737462512","0.0428949872758028","0.0722587602166996"
"nicht erwerbstätig","2002","Schleswig-Holstein","Westdeutschland","284","0.422449259468386","0.3863443720665","0.458554146870273"
"nicht erwerbstätig","2002","Schleswig-Holstein","Ostdeutschland","","","",""
"nicht erwerbstätig","2002","Hamburg","Westdeutschland","122","0.419798160671397","0.366142415978504","0.47345390536429"
"nicht erwerbstätig","2002","Hamburg","Ostdeutschland","","","",""
"nicht erwerbstätig","2002","Niedersachsen","Westdeutschland","857","0.474065324151641","0.452060396498928","0.496070251804355"
"nicht erwerbstätig","2002","Niedersachsen","Ostdeutschland","","","",""
"nicht erwerbstätig","2002","Bremen","Westdeutschland","71","0.514479145768823","0.439787556628247","0.589170734909399"
"nicht erwerbstätig","2002","Bremen","Ostdeutschland","","","",""
"nicht erwerbstätig","2002","Nordrhein-Westfalen","Westdeutschland","2060","0.46407718407733","0.450069238824184","0.478085129330477"
"nicht erwerbstätig","2002","Nordrhein-Westfalen","Ostdeutschland","","","",""
"nicht erwerbstätig","2002","Hessen","Westdeutschland","627","0.436285238163437","0.412276265481037","0.460294210845838"
"nicht erwerbstätig","2002","Hessen","Ostdeutschland","","","",""
"nicht erwerbstätig","2002","Rheinland-Pfalz,Saarland","Westdeutschland","613","0.483020564706118","0.45661725811844","0.509423871293797"
"nicht erwerbstätig","2002","Rheinland-Pfalz,Saarland","Ostdeutschland","","","",""
"nicht erwerbstätig","2002","Baden-Wuerttemberg","Westdeutschland","1085","0.418123778422897","0.399853851361496","0.436393705484298"
"nicht erwerbstätig","2002","Baden-Wuerttemberg","Ostdeutschland","","","",""
"nicht erwerbstätig","2002","Bayern","Westdeutschland","1250","0.435208458957912","0.418179086325926","0.452237831589899"
"nicht erwerbstätig","2002","Bayern","Ostdeutschland","","","",""
"nicht erwerbstätig","2002","Berlin","Westdeutschland","189","0.443990249906148","0.398733275573194","0.489247224239103"
"nicht erwerbstätig","2002","Berlin","Ostdeutschland","156","0.462727241390874","0.411575361024719","0.513879121757028"
"nicht erwerbstätig","2002","Brandenburg","Westdeutschland","","","",""
"nicht erwerbstätig","2002","Brandenburg","Ostdeutschland","465","0.536303346894672","0.50477446051703","0.567832233272314"
"nicht erwerbstätig","2002","Mecklenburg-Vorpommern","Westdeutschland","","","",""
"nicht erwerbstätig","2002","Mecklenburg-Vorpommern","Ostdeutschland","218","0.500332447895485","0.457232898682322","0.543431997108648"
"nicht erwerbstätig","2002","Sachsen","Westdeutschland","","","",""
"nicht erwerbstätig","2002","Sachsen","Ostdeutschland","728","0.501629893939367","0.477489898472369","0.525769889406366"
"nicht erwerbstätig","2002","Sachsen-Anhalt","Westdeutschland","","","",""
"nicht erwerbstätig","2002","Sachsen-Anhalt","Ostdeutschland","468","0.549182249377796","0.517885644586163","0.580478854169428"
"nicht erwerbstätig","2002","Thueringen","Westdeutschland","","","",""
"nicht erwerbstätig","2002","Thueringen","Ostdeutschland","462","0.544878142865348","0.513491245015891","0.576265040714804"
"Andere","2002","Schleswig-Holstein","Westdeutschland","56","0.0794102806671381","0.0596471805088677","0.0991733808254084"
"Andere","2002","Schleswig-Holstein","Ostdeutschland","","","",""
"Andere","2002","Hamburg","Westdeutschland","","","",""
"Andere","2002","Hamburg","Ostdeutschland","","","",""
"Andere","2002","Niedersachsen","Westdeutschland","124","0.0592149192376311","0.0488134250950421","0.0696164133802201"
"Andere","2002","Niedersachsen","Ostdeutschland","","","",""
"Andere","2002","Bremen","Westdeutschland","","","",""
"Andere","2002","Bremen","Ostdeutschland","","","",""
"Andere","2002","Nordrhein-Westfalen","Westdeutschland","315","0.0587090089978687","0.0521059902615214","0.065312027734216"
"Andere","2002","Nordrhein-Westfalen","Ostdeutschland","","","",""
"Andere","2002","Hessen","Westdeutschland","108","0.0620984221886872","0.0504147993146367","0.0737820450627376"
"Andere","2002","Hessen","Ostdeutschland","","","",""
"Andere","2002","Rheinland-Pfalz,Saarland","Westdeutschland","101","0.0736382035538254","0.0598381495874942","0.0874382575201566"
"Andere","2002","Rheinland-Pfalz,Saarland","Ostdeutschland","","","",""
"Andere","2002","Baden-Wuerttemberg","Westdeutschland","198","0.0728744909410565","0.0632467120547952","0.0825022698273179"
"Andere","2002","Baden-Wuerttemberg","Ostdeutschland","","","",""
"Andere","2002","Bayern","Westdeutschland","249","0.0720482400823977","0.0631668635804069","0.0809296165843885"
"Andere","2002","Bayern","Ostdeutschland","","","",""
"Andere","2002","Berlin","Westdeutschland","","","",""
"Andere","2002","Berlin","Ostdeutschland","","","",""
"Andere","2002","Brandenburg","Westdeutschland","","","",""
"Andere","2002","Brandenburg","Ostdeutschland","68","0.0674087306368892","0.051556508683767","0.0832609525900114"
"Andere","2002","Mecklenburg-Vorpommern","Westdeutschland","","","",""
"Andere","2002","Mecklenburg-Vorpommern","Ostdeutschland","35","0.0499925433540291","0.0312072084316846","0.0687778782763735"
"Andere","2002","Sachsen","Westdeutschland","","","",""
"Andere","2002","Sachsen","Ostdeutschland","94","0.0629729604253718","0.051244996963856","0.0747009238868876"
"Andere","2002","Sachsen-Anhalt","Westdeutschland","","","",""
"Andere","2002","Sachsen-Anhalt","Ostdeutschland","63","0.0575254471388734","0.0428799777956576","0.0721709164820893"
"Andere","2002","Thueringen","Westdeutschland","","","",""
"Andere","2002","Thueringen","Ostdeutschland","48","0.0405558441462922","0.0281229731448673","0.0529887151477171"
"voll erwerbstätig","2003","Schleswig-Holstein","Westdeutschland","260","0.382679630933022","0.345793920643577","0.419565341222468"
"voll erwerbstätig","2003","Schleswig-Holstein","Ostdeutschland","","","",""
"voll erwerbstätig","2003","Hamburg","Westdeutschland","127","0.396524744792513","0.340608331463938","0.452441158121087"
"voll erwerbstätig","2003","Hamburg","Ostdeutschland","","","",""
"voll erwerbstätig","2003","Niedersachsen","Westdeutschland","745","0.363107186109326","0.341523613093501","0.38469075912515"
"voll erwerbstätig","2003","Niedersachsen","Ostdeutschland","","","",""
"voll erwerbstätig","2003","Bremen","Westdeutschland","64","0.308606017049824","0.239972151527805","0.377239882571844"
"voll erwerbstätig","2003","Bremen","Ostdeutschland","","","",""
"voll erwerbstätig","2003","Nordrhein-Westfalen","Westdeutschland","1803","0.368830105300545","0.354989056924306","0.382671153676785"
"voll erwerbstätig","2003","Nordrhein-Westfalen","Ostdeutschland","","","",""
"voll erwerbstätig","2003","Hessen","Westdeutschland","645","0.385152535004885","0.360509609846972","0.409795460162799"
"voll erwerbstätig","2003","Hessen","Ostdeutschland","","","",""
"voll erwerbstätig","2003","Rheinland-Pfalz,Saarland","Westdeutschland","479","0.341397848882598","0.31613157757111","0.366664120194087"
"voll erwerbstätig","2003","Rheinland-Pfalz,Saarland","Ostdeutschland","","","",""
"voll erwerbstätig","2003","Baden-Wuerttemberg","Westdeutschland","1155","0.417577474168777","0.398930779005067","0.436224169332487"
"voll erwerbstätig","2003","Baden-Wuerttemberg","Ostdeutschland","","","",""
"voll erwerbstätig","2003","Bayern","Westdeutschland","1305","0.396588761467191","0.379440089101448","0.413737433832933"
"voll erwerbstätig","2003","Bayern","Ostdeutschland","","","",""
"voll erwerbstätig","2003","Berlin","Westdeutschland","180","0.36805014479516","0.323391669677594","0.412708619912726"
"voll erwerbstätig","2003","Berlin","Ostdeutschland","151","0.374018109493913","0.325044777035553","0.422991441952273"
"voll erwerbstätig","2003","Brandenburg","Westdeutschland","","","",""
"voll erwerbstätig","2003","Brandenburg","Ostdeutschland","354","0.337977828197287","0.307771146974522","0.368184509420051"
"voll erwerbstätig","2003","Mecklenburg-Vorpommern","Westdeutschland","","","",""
"voll erwerbstätig","2003","Mecklenburg-Vorpommern","Ostdeutschland","205","0.351100656960166","0.310310093242397","0.391891220677935"
"voll erwerbstätig","2003","Sachsen","Westdeutschland","","","",""
"voll erwerbstätig","2003","Sachsen","Ostdeutschland","653","0.35629231763714","0.332906751073636","0.379677884200645"
"voll erwerbstätig","2003","Sachsen-Anhalt","Westdeutschland","","","",""
"voll erwerbstätig","2003","Sachsen-Anhalt","Ostdeutschland","353","0.316980068884583","0.287139484830046","0.34682065293912"
"voll erwerbstätig","2003","Thueringen","Westdeutschland","","","",""
"voll erwerbstätig","2003","Thueringen","Ostdeutschland","378","0.35284216337383","0.322551102046718","0.383133224700942"
"Teilzeit","2003","Schleswig-Holstein","Westdeutschland","78","0.105286899250344","0.08199449922196","0.128579299278728"
"Teilzeit","2003","Schleswig-Holstein","Ostdeutschland","","","",""
"Teilzeit","2003","Hamburg","Westdeutschland","34","0.0909737156188146","0.0581021330891121","0.123845298148517"
"Teilzeit","2003","Hamburg","Ostdeutschland","","","",""
"Teilzeit","2003","Niedersachsen","Westdeutschland","213","0.100204971748503","0.0867280975612989","0.113681845935707"
"Teilzeit","2003","Niedersachsen","Ostdeutschland","","","",""
"Teilzeit","2003","Bremen","Westdeutschland","","","",""
"Teilzeit","2003","Bremen","Ostdeutschland","","","",""
"Teilzeit","2003","Nordrhein-Westfalen","Westdeutschland","515","0.0962762096117433","0.087814462987613","0.104737956235874"
"Teilzeit","2003","Nordrhein-Westfalen","Ostdeutschland","","","",""
"Teilzeit","2003","Hessen","Westdeutschland","184","0.111335577722612","0.0954069609158691","0.127264194529355"
"Teilzeit","2003","Hessen","Ostdeutschland","","","",""
"Teilzeit","2003","Rheinland-Pfalz,Saarland","Westdeutschland","150","0.0912284727414957","0.0758861275170193","0.106570817965972"
"Teilzeit","2003","Rheinland-Pfalz,Saarland","Ostdeutschland","","","",""
"Teilzeit","2003","Baden-Wuerttemberg","Westdeutschland","272","0.0959387494489784","0.0848032368928867","0.10707426200507"
"Teilzeit","2003","Baden-Wuerttemberg","Ostdeutschland","","","",""
"Teilzeit","2003","Bayern","Westdeutschland","366","0.0953037741936239","0.0850103459030971","0.105597202484151"
"Teilzeit","2003","Bayern","Ostdeutschland","","","",""
"Teilzeit","2003","Berlin","Westdeutschland","47","0.112713250496605","0.083429373822556","0.141997127170655"
"Teilzeit","2003","Berlin","Ostdeutschland","","","",""
"Teilzeit","2003","Brandenburg","Westdeutschland","","","",""
"Teilzeit","2003","Brandenburg","Ostdeutschland","74","0.0758796008972299","0.0589693739137157","0.0927898278807442"
"Teilzeit","2003","Mecklenburg-Vorpommern","Westdeutschland","","","",""
"Teilzeit","2003","Mecklenburg-Vorpommern","Ostdeutschland","39","0.0648863938903887","0.0438358061358183","0.0859369816449592"
"Teilzeit","2003","Sachsen","Westdeutschland","","","",""
"Teilzeit","2003","Sachsen","Ostdeutschland","122","0.0719402302625604","0.0593227043284365","0.0845577561966843"
"Teilzeit","2003","Sachsen-Anhalt","Westdeutschland","","","",""
"Teilzeit","2003","Sachsen-Anhalt","Ostdeutschland","58","0.0537589886311428","0.0392945667172313","0.0682234105450543"
"Teilzeit","2003","Thueringen","Westdeutschland","","","",""
"Teilzeit","2003","Thueringen","Ostdeutschland","73","0.0678321044840695","0.0518922680268054","0.0837719409413335"
"nicht erwerbstätig","2003","Schleswig-Holstein","Westdeutschland","274","0.426125401527319","0.388596799510787","0.463654003543851"
"nicht erwerbstätig","2003","Schleswig-Holstein","Ostdeutschland","","","",""
"nicht erwerbstätig","2003","Hamburg","Westdeutschland","118","0.452630786179131","0.39573414170158","0.509527430656683"
"nicht erwerbstätig","2003","Hamburg","Ostdeutschland","","","",""
"nicht erwerbstätig","2003","Niedersachsen","Westdeutschland","824","0.48064619136582","0.45822198107235","0.503070401659291"
"nicht erwerbstätig","2003","Niedersachsen","Ostdeutschland","","","",""
"nicht erwerbstätig","2003","Bremen","Westdeutschland","78","0.537126784977165","0.463039633540463","0.611213936413867"
"nicht erwerbstätig","2003","Bremen","Ostdeutschland","","","",""
"nicht erwerbstätig","2003","Nordrhein-Westfalen","Westdeutschland","2037","0.473434545958515","0.459111386684088","0.487757705232943"
"nicht erwerbstätig","2003","Nordrhein-Westfalen","Ostdeutschland","","","",""
"nicht erwerbstätig","2003","Hessen","Westdeutschland","574","0.440418266902855","0.415278768356399","0.465557765449311"
"nicht erwerbstätig","2003","Hessen","Ostdeutschland","","","",""
"nicht erwerbstätig","2003","Rheinland-Pfalz,Saarland","Westdeutschland","623","0.482402704534122","0.455777064337765","0.509028344730479"
"nicht erwerbstätig","2003","Rheinland-Pfalz,Saarland","Ostdeutschland","","","",""
"nicht erwerbstätig","2003","Baden-Wuerttemberg","Westdeutschland","1068","0.422078506322011","0.403404164687654","0.440752847956369"
"nicht erwerbstätig","2003","Baden-Wuerttemberg","Ostdeutschland","","","",""
"nicht erwerbstätig","2003","Bayern","Westdeutschland","1221","0.439971061803648","0.422570194512776","0.457371929094519"
"nicht erwerbstätig","2003","Bayern","Ostdeutschland","","","",""
"nicht erwerbstätig","2003","Berlin","Westdeutschland","192","0.462872127091094","0.416700152968903","0.509044101213285"
"nicht erwerbstätig","2003","Berlin","Ostdeutschland","172","0.503905198479603","0.453300689570691","0.554509707388514"
"nicht erwerbstätig","2003","Brandenburg","Westdeutschland","","","",""
"nicht erwerbstätig","2003","Brandenburg","Ostdeutschland","448","0.520950258764204","0.489048760991672","0.552851756536736"
"nicht erwerbstätig","2003","Mecklenburg-Vorpommern","Westdeutschland","","","",""
"nicht erwerbstätig","2003","Mecklenburg-Vorpommern","Ostdeutschland","246","0.525880844601803","0.483208879235205","0.568552809968402"
"nicht erwerbstätig","2003","Sachsen","Westdeutschland","","","",""
"nicht erwerbstätig","2003","Sachsen","Ostdeutschland","753","0.524326724542241","0.499939875275087","0.548713573809396"
"nicht erwerbstätig","2003","Sachsen-Anhalt","Westdeutschland","","","",""
"nicht erwerbstätig","2003","Sachsen-Anhalt","Ostdeutschland","475","0.577696853365167","0.546020380854096","0.609373325876239"
"nicht erwerbstätig","2003","Thueringen","Westdeutschland","","","",""
"nicht erwerbstätig","2003","Thueringen","Ostdeutschland","442","0.519305180424515","0.487633931238222","0.550976429610808"
"Andere","2003","Schleswig-Holstein","Westdeutschland","55","0.0859080682893145","0.0646415159769567","0.107174620601672"
"Andere","2003","Schleswig-Holstein","Ostdeutschland","","","",""
"Andere","2003","Hamburg","Westdeutschland","","","",""
"Andere","2003","Hamburg","Ostdeutschland","","","",""
"Andere","2003","Niedersachsen","Westdeutschland","125","0.0560416507763508","0.0457186818441942","0.0663646197085075"
"Andere","2003","Niedersachsen","Ostdeutschland","","","",""
"Andere","2003","Bremen","Westdeutschland","","","",""
"Andere","2003","Bremen","Ostdeutschland","","","",""
"Andere","2003","Nordrhein-Westfalen","Westdeutschland","313","0.0614591391291962","0.054569404473897","0.0683488737844955"
"Andere","2003","Nordrhein-Westfalen","Ostdeutschland","","","",""
"Andere","2003","Hessen","Westdeutschland","95","0.063093620369647","0.0507814956379762","0.0754057451013178"
"Andere","2003","Hessen","Ostdeutschland","","","",""
"Andere","2003","Rheinland-Pfalz,Saarland","Westdeutschland","101","0.0849709738417841","0.0701132621781297","0.0998286855054384"
"Andere","2003","Rheinland-Pfalz,Saarland","Ostdeutschland","","","",""
"Andere","2003","Baden-Wuerttemberg","Westdeutschland","192","0.0644052700602331","0.0551237556339659","0.0736867844865002"
"Andere","2003","Baden-Wuerttemberg","Ostdeutschland","","","",""
"Andere","2003","Bayern","Westdeutschland","234","0.068136402535538","0.0593031758154024","0.0769696292556735"
"Andere","2003","Bayern","Ostdeutschland","","","",""
"Andere","2003","Berlin","Westdeutschland","","","",""
"Andere","2003","Berlin","Ostdeutschland","","","",""
"Andere","2003","Brandenburg","Westdeutschland","","","",""
"Andere","2003","Brandenburg","Ostdeutschland","66","0.0651923121412792","0.0494277479441517","0.0809568763384066"
"Andere","2003","Mecklenburg-Vorpommern","Westdeutschland","","","",""
"Andere","2003","Mecklenburg-Vorpommern","Ostdeutschland","36","0.0581321045476418","0.0381354088005021","0.0781288002947815"
"Andere","2003","Sachsen","Westdeutschland","","","",""
"Andere","2003","Sachsen","Ostdeutschland","83","0.0474407275580579","0.0370601385732376","0.0578213165428782"
"Andere","2003","Sachsen-Anhalt","Westdeutschland","","","",""
"Andere","2003","Sachsen-Anhalt","Ostdeutschland","48","0.0515640891191069","0.0373816044497764","0.0657465737884374"
"Andere","2003","Thueringen","Westdeutschland","","","",""
"Andere","2003","Thueringen","Ostdeutschland","63","0.0600205517175859","0.0449639030863533","0.0750772003488185"
"voll erwerbstätig","2004","Schleswig-Holstein","Westdeutschland","251","0.362732284499764","0.326299774200355","0.399164794799172"
"voll erwerbstätig","2004","Schleswig-Holstein","Ostdeutschland","","","",""
"voll erwerbstätig","2004","Hamburg","Westdeutschland","116","0.388634688831967","0.332916677979123","0.44435269968481"
"voll erwerbstätig","2004","Hamburg","Ostdeutschland","","","",""
"voll erwerbstätig","2004","Niedersachsen","Westdeutschland","719","0.360153596265966","0.338482835474855","0.381824357057076"
"voll erwerbstätig","2004","Niedersachsen","Ostdeutschland","","","",""
"voll erwerbstätig","2004","Bremen","Westdeutschland","64","0.314828237180208","0.244387089604951","0.385269384755464"
"voll erwerbstätig","2004","Bremen","Ostdeutschland","","","",""
"voll erwerbstätig","2004","Nordrhein-Westfalen","Westdeutschland","1759","0.372659960139985","0.358599983704923","0.386719936575046"
"voll erwerbstätig","2004","Nordrhein-Westfalen","Ostdeutschland","","","",""
"voll erwerbstätig","2004","Hessen","Westdeutschland","600","0.377140405288882","0.352124739160188","0.402156071417576"
"voll erwerbstätig","2004","Hessen","Ostdeutschland","","","",""
"voll erwerbstätig","2004","Rheinland-Pfalz,Saarland","Westdeutschland","476","0.350105103145725","0.324215220654492","0.375994985636958"
"voll erwerbstätig","2004","Rheinland-Pfalz,Saarland","Ostdeutschland","","","",""
"voll erwerbstätig","2004","Baden-Wuerttemberg","Westdeutschland","1090","0.405724393737613","0.386868212704845","0.42458057477038"
"voll erwerbstätig","2004","Baden-Wuerttemberg","Ostdeutschland","","","",""
"voll erwerbstätig","2004","Bayern","Westdeutschland","1236","0.38906048831807","0.37174390873966","0.40637706789648"
"voll erwerbstätig","2004","Bayern","Ostdeutschland","","","",""
"voll erwerbstätig","2004","Berlin","Westdeutschland","179","0.364312324527601","0.319089020374512","0.409535628680689"
"voll erwerbstätig","2004","Berlin","Ostdeutschland","144","0.346919318271414","0.298418966354074","0.395419670188754"
"voll erwerbstätig","2004","Brandenburg","Westdeutschland","","","",""
"voll erwerbstätig","2004","Brandenburg","Ostdeutschland","319","0.301435051632593","0.271505205307373","0.331364897957814"
"voll erwerbstätig","2004","Mecklenburg-Vorpommern","Westdeutschland","","","",""
"voll erwerbstätig","2004","Mecklenburg-Vorpommern","Ostdeutschland","207","0.350844907257432","0.309466910269627","0.392222904245238"
"voll erwerbstätig","2004","Sachsen","Westdeutschland","","","",""
"voll erwerbstätig","2004","Sachsen","Ostdeutschland","643","0.361155500547967","0.337403253853076","0.384907747242858"
"voll erwerbstätig","2004","Sachsen-Anhalt","Westdeutschland","","","",""
"voll erwerbstätig","2004","Sachsen-Anhalt","Ostdeutschland","352","0.29911866400959","0.269579973108568","0.328657354910612"
"voll erwerbstätig","2004","Thueringen","Westdeutschland","","","",""
"voll erwerbstätig","2004","Thueringen","Ostdeutschland","363","0.334982962267641","0.304890347039513","0.36507557749577"
"Teilzeit","2004","Schleswig-Holstein","Westdeutschland","76","0.0994416354818583","0.0767651840822551","0.122118086881461"
"Teilzeit","2004","Schleswig-Holstein","Ostdeutschland","","","",""
"Teilzeit","2004","Hamburg","Westdeutschland","30","0.0805154337160151","0.0494135841720088","0.111617283260021"
"Teilzeit","2004","Hamburg","Ostdeutschland","","","",""
"Teilzeit","2004","Niedersachsen","Westdeutschland","204","0.0903480654741963","0.0774064209557615","0.103289709992631"
"Teilzeit","2004","Niedersachsen","Ostdeutschland","","","",""
"Teilzeit","2004","Bremen","Westdeutschland","","","",""
"Teilzeit","2004","Bremen","Ostdeutschland","","","",""
"Teilzeit","2004","Nordrhein-Westfalen","Westdeutschland","478","0.0932467529593341","0.0847912754013352","0.101702230517333"
"Teilzeit","2004","Nordrhein-Westfalen","Ostdeutschland","","","",""
"Teilzeit","2004","Hessen","Westdeutschland","179","0.116182704567294","0.099643392187377","0.132722016947211"
"Teilzeit","2004","Hessen","Ostdeutschland","","","",""
"Teilzeit","2004","Rheinland-Pfalz,Saarland","Westdeutschland","141","0.0869508490835316","0.0716578279939307","0.102243870173132"
"Teilzeit","2004","Rheinland-Pfalz,Saarland","Ostdeutschland","","","",""
"Teilzeit","2004","Baden-Wuerttemberg","Westdeutschland","265","0.091639169603343","0.0805598268225536","0.102718512384132"
"Teilzeit","2004","Baden-Wuerttemberg","Ostdeutschland","","","",""
"Teilzeit","2004","Bayern","Westdeutschland","351","0.091339553651431","0.0811069842960326","0.101572123006829"
"Teilzeit","2004","Bayern","Ostdeutschland","","","",""
"Teilzeit","2004","Berlin","Westdeutschland","46","0.113988607469637","0.0841242043149017","0.143853010624372"
"Teilzeit","2004","Berlin","Ostdeutschland","","","",""
"Teilzeit","2004","Brandenburg","Westdeutschland","","","",""
"Teilzeit","2004","Brandenburg","Ostdeutschland","77","0.0926661932120321","0.0737537157541033","0.111578670669961"
"Teilzeit","2004","Mecklenburg-Vorpommern","Westdeutschland","","","",""
"Teilzeit","2004","Mecklenburg-Vorpommern","Ostdeutschland","37","0.079239022355462","0.0558193590052288","0.102658685705695"
"Teilzeit","2004","Sachsen","Westdeutschland","","","",""
"Teilzeit","2004","Sachsen","Ostdeutschland","126","0.0690660652263888","0.0565273861595119","0.0816047442932657"
"Teilzeit","2004","Sachsen-Anhalt","Westdeutschland","","","",""
"Teilzeit","2004","Sachsen-Anhalt","Ostdeutschland","65","0.0718587496813707","0.0551980166213983","0.0885194827413431"
"Teilzeit","2004","Thueringen","Westdeutschland","","","",""
"Teilzeit","2004","Thueringen","Ostdeutschland","66","0.0585092873114805","0.0435451180827846","0.0734734565401764"
"nicht erwerbstätig","2004","Schleswig-Holstein","Westdeutschland","294","0.468503652655391","0.430690606496941","0.506316698813841"
"nicht erwerbstätig","2004","Schleswig-Holstein","Ostdeutschland","","","",""
"nicht erwerbstätig","2004","Hamburg","Westdeutschland","128","0.458919247297865","0.401958771958069","0.515879722637662"
"nicht erwerbstätig","2004","Hamburg","Ostdeutschland","","","",""
"nicht erwerbstätig","2004","Niedersachsen","Westdeutschland","820","0.485241660808056","0.462679891748949","0.507803429867163"
"nicht erwerbstätig","2004","Niedersachsen","Ostdeutschland","","","",""
"nicht erwerbstätig","2004","Bremen","Westdeutschland","76","0.560998154616063","0.485731303925805","0.636265005306322"
"nicht erwerbstätig","2004","Bremen","Ostdeutschland","","","",""
"nicht erwerbstätig","2004","Nordrhein-Westfalen","Westdeutschland","1989","0.466859645414919","0.452352209233069","0.48136708159677"
"nicht erwerbstätig","2004","Nordrhein-Westfalen","Ostdeutschland","","","",""
"nicht erwerbstätig","2004","Hessen","Westdeutschland","557","0.43662247567931","0.411023754901805","0.462221196456814"
"nicht erwerbstätig","2004","Hessen","Ostdeutschland","","","",""
"nicht erwerbstätig","2004","Rheinland-Pfalz,Saarland","Westdeutschland","595","0.492422226045868","0.465287251580032","0.519557200511703"
"nicht erwerbstätig","2004","Rheinland-Pfalz,Saarland","Ostdeutschland","","","",""
"nicht erwerbstätig","2004","Baden-Wuerttemberg","Westdeutschland","1058","0.433694575773759","0.414663576917932","0.452725574629586"
"nicht erwerbstätig","2004","Baden-Wuerttemberg","Ostdeutschland","","","",""
"nicht erwerbstätig","2004","Bayern","Westdeutschland","1217","0.447688090720987","0.430026312898322","0.465349868543652"
