"erwst","year","bildungsniveau","n","percent","lower_confidence_percent","upper_confidence_percent"
"voll erwerbstätig","1998","(noch) kein Abschluss","171","0.200441840581975","0.173107808111806","0.227775873052145"
"voll erwerbstätig","1998","AkademikerIn","1246","0.59750195476569","0.575841040374321","0.619162869157058"
"voll erwerbstätig","1998","Hauptschule","2250","0.314363490864287","0.302803555510573","0.325923426218002"
"voll erwerbstätig","1998","Realschule","1774","0.486382414385111","0.469569729379197","0.503195099391025"
"Andere","1999","(Fach-)Abitur","141","0.122829545664173","0.103741900826331","0.141917190502015"
"Andere","1999","(noch) kein Abschluss","39","0.0773708826478846","0.0587516317938064","0.0959901335019628"
"Andere","1999","AkademikerIn","50","0.0291026131450767","0.0216590044881096","0.0365462218020437"
"Andere","1999","Hauptschule","308","0.0434437198125346","0.0382963149185468","0.0485911247065225"
"Andere","1999","Realschule","300","0.0792196417025542","0.0701158991890641","0.0883233842160443"
"nicht erwerbstätig","1999","(Fach-)Abitur","408","0.370167010600025","0.342088731711868","0.398245289488183"
"nicht erwerbstätig","1999","(noch) kein Abschluss","546","0.67549366644996","0.642866295640199","0.708121037259721"
"nicht erwerbstätig","1999","AkademikerIn","468","0.275249379487103","0.255471107485782","0.295027651488424"
"nicht erwerbstätig","1999","Hauptschule","3083","0.564028283279647","0.551506990678097","0.576549575881197"
"nicht erwerbstätig","1999","Realschule","963","0.332440387645762","0.316561231381238","0.348319543910285"
"Teilzeit","1999","(Fach-)Abitur","109","0.101797617385576","0.0842137324428969","0.119381502328255"
"Teilzeit","1999","(noch) kein Abschluss","39","0.0384973024811341","0.025089726942188","0.0519048780200802"
"Teilzeit","1999","AkademikerIn","179","0.09189248542472","0.0791004543186504","0.10468451653079"
"Teilzeit","1999","Hauptschule","418","0.0658409337793716","0.0595787187996325","0.0721031487591107"
"Teilzeit","1999","Realschule","342","0.101072378150417","0.09091213478592","0.111232621514914"
"voll erwerbstätig","1999","(Fach-)Abitur","478","0.405205826350226","0.376657535095483","0.433754117604969"
"voll erwerbstätig","1999","(noch) kein Abschluss","167","0.208638148421021","0.180321342474708","0.236954954367334"
"voll erwerbstätig","1999","AkademikerIn","1262","0.603755521943101","0.582096290478473","0.625414753407728"
"voll erwerbstätig","1999","Hauptschule","2216","0.326687063128447","0.314844546226958","0.338529580029936"
"voll erwerbstätig","1999","Realschule","1776","0.487267592501267","0.47041934810334","0.504115836899194"
"Andere","2000","(Fach-)Abitur","269","0.110425291945978","0.0977588416351573","0.123091742256799"
"Andere","2000","(noch) kein Abschluss","65","0.0766653244762394","0.0594543360600997","0.0938763128923791"
"Andere","2000","AkademikerIn","85","0.0272584941479051","0.0220933816778633","0.032423606617947"
"Andere","2000","Hauptschule","531","0.0449785269132158","0.0410476270562486","0.0489094267701829"
"Andere","2000","Realschule","539","0.0787252255066447","0.0720692940598767","0.0853811569534126"
"nicht erwerbstätig","2000","(Fach-)Abitur","916","0.382113164619607","0.362475949232571","0.401750380006644"
"nicht erwerbstätig","2000","(noch) kein Abschluss","717","0.753848094946657","0.725982374756508","0.781713815136806"
"nicht erwerbstätig","2000","AkademikerIn","1018","0.289476876602443","0.275091336364376","0.30386241684051"
"nicht erwerbstätig","2000","Hauptschule","5757","0.561272640078041","0.55186096136144","0.570684318794642"
"nicht erwerbstätig","2000","Realschule","1880","0.320641319714147","0.309106346197701","0.332176293230593"
"Teilzeit","2000","(Fach-)Abitur","227","0.097607654926911","0.0856135160536214","0.109601793800201"
"Teilzeit","2000","(noch) kein Abschluss","27","","",""
"Teilzeit","2000","AkademikerIn","405","0.103345883930712","0.0936900631950412","0.113001704666382"
"Teilzeit","2000","Hauptschule","849","0.077186893411958","0.0721250179516099","0.0822487688723062"
"Teilzeit","2000","Realschule","723","0.109382834037697","0.101668873546898","0.117096794528497"
"voll erwerbstätig","2000","(Fach-)Abitur","940","0.409853888507504","0.389978128819743","0.429729648195265"
"voll erwerbstätig","2000","(noch) kein Abschluss","109","0.141917544727714","0.119343503907204","0.164491585548225"
"voll erwerbstätig","2000","AkademikerIn","2310","0.57991874531894","0.564262761861489","0.595574728776392"
"voll erwerbstätig","2000","Hauptschule","3542","0.316561939596785","0.307740047788452","0.325383831405118"
"voll erwerbstätig","2000","Realschule","3147","0.491250620741511","0.478895107345647","0.503606134137374"
"Andere","2001","(Fach-)Abitur","285","0.122755169617419","0.109110709134009","0.13639963010083"
"Andere","2001","(noch) kein Abschluss","88","0.110143472188176","0.089352327992841","0.130934616383511"
"Andere","2001","AkademikerIn","78","0.0269263355196388","0.0216016323768254","0.0322510386624521"
"Andere","2001","Hauptschule","485","0.0467314283780868","0.0424630973335323","0.0509997594226413"
"Andere","2001","Realschule","491","0.0776030913718721","0.0707039453394142","0.0845022374043301"
"nicht erwerbstätig","2001","(Fach-)Abitur","857","0.39010514813763","0.369823913557688","0.410386382717571"
"nicht erwerbstätig","2001","(noch) kein Abschluss","674","0.75566570935349","0.727129513182398","0.784201905524581"
"nicht erwerbstätig","2001","AkademikerIn","971","0.297699018445994","0.282657757230096","0.312740279661893"
"nicht erwerbstätig","2001","Hauptschule","5077","0.562222762588644","0.552189856885947","0.572255668291342"
"nicht erwerbstätig","2001","Realschule","1715","0.32122190831345","0.309180885078518","0.333262931548381"
"Teilzeit","2001","(Fach-)Abitur","218","0.0968889125607632","0.0845895191948126","0.109188305926714"
"Teilzeit","2001","(noch) kein Abschluss","27","","",""
"Teilzeit","2001","AkademikerIn","377","0.104282137659235","0.0942284707007333","0.114335804617736"
"Teilzeit","2001","Hauptschule","727","0.0745480204839794","0.0692362300541644","0.0798598109137944"
"Teilzeit","2001","Realschule","703","0.114640882508666","0.106425526283461","0.122856238733871"
"voll erwerbstätig","2001","(Fach-)Abitur","862","0.390250769684188","0.369968171908275","0.410533367460101"
"voll erwerbstätig","2001","(noch) kein Abschluss","82","0.110644305313188","0.089811810045422","0.131476800580954"
"voll erwerbstätig","2001","AkademikerIn","2124","0.571092508375132","0.554811962512274","0.58737305423799"
"voll erwerbstätig","2001","Hauptschule","3104","0.31649778854929","0.307091869606884","0.325903707491695"
"voll erwerbstätig","2001","Realschule","2868","0.486534117806013","0.473645410738779","0.499422824873246"
"Andere","2002","(Fach-)Abitur","314","0.115637698472117","0.102990371687922","0.128285025256311"
"Andere","2002","(noch) kein Abschluss","75","0.0733083025288897","0.0563645200599856","0.0902520849977938"
"Andere","2002","AkademikerIn","109","0.0289510630784116","0.0240840096778958","0.0338181164789273"
"Andere","2002","Hauptschule","481","0.0488077097433975","0.0443360537627026","0.0532793657240924"
"Andere","2002","Realschule","489","0.0832732573581232","0.0762763293295136","0.0902701853867328"
"nicht erwerbstätig","2002","(Fach-)Abitur","940","0.392966260028732","0.3736502262205","0.412282293836964"
"nicht erwerbstätig","2002","(noch) kein Abschluss","734","0.80148585265793","0.775555417133428","0.827416288182432"
"nicht erwerbstätig","2002","AkademikerIn","1148","0.310482046271849","0.297051170555165","0.323912921988534"
"nicht erwerbstätig","2002","Hauptschule","4916","0.574410493836926","0.564149329402134","0.584671658271718"
"nicht erwerbstätig","2002","Realschule","1829","0.334472052036203","0.322523982373974","0.346420121698432"
"Teilzeit","2002","(Fach-)Abitur","258","0.0972891156117154","0.0855687711168571","0.109009460106574"
"Teilzeit","2002","(noch) kein Abschluss","32","0.0359460265731064","0.0238444411880532","0.0480476119581595"
"Teilzeit","2002","AkademikerIn","504","0.102063422971383","0.0932758045415813","0.110851041401185"
"Teilzeit","2002","Hauptschule","700","0.0752625099094145","0.0697874535992967","0.0807375662195324"
"Teilzeit","2002","Realschule","782","0.116651395851065","0.108522235068174","0.124780556633955"
"voll erwerbstätig","2002","(Fach-)Abitur","944","0.394106925887436","0.374781061068667","0.413432790706206"
"voll erwerbstätig","2002","(noch) kein Abschluss","68","0.0892598182400741","0.0707248691497447","0.107794767330403"
"voll erwerbstätig","2002","AkademikerIn","2798","0.558503467678356","0.544089289696314","0.572917645660397"
"voll erwerbstätig","2002","Hauptschule","2822","0.301519286510262","0.291995168524315","0.311043404496209"
"voll erwerbstätig","2002","Realschule","2890","0.46560329475461","0.452971222876518","0.478235366632701"
"Andere","2003","(Fach-)Abitur","314","0.120204326610074","0.107220864029457","0.133187789190692"
"Andere","2003","(noch) kein Abschluss","68","0.0773252875482295","0.0598552031284521","0.0947953719680068"
"Andere","2003","AkademikerIn","117","0.0332258922680084","0.0279023009240646","0.0385494836119521"
"Andere","2003","Hauptschule","457","0.0496893883322386","0.0450583447790611","0.0543204318854161"
"Andere","2003","Realschule","450","0.0716114151994613","0.0649664918899907","0.0782563385089318"
"nicht erwerbstätig","2003","(Fach-)Abitur","914","0.393546977259876","0.374042404451811","0.413051550067941"
"nicht erwerbstätig","2003","(noch) kein Abschluss","749","0.80088171357484","0.774763126190269","0.827000300959411"
"nicht erwerbstätig","2003","AkademikerIn","1181","0.318479248460741","0.304640908656701","0.332317588264781"
"nicht erwerbstätig","2003","Hauptschule","4778","0.588687421371974","0.578200630090881","0.599174212653068"
"nicht erwerbstätig","2003","Realschule","1810","0.340182204149854","0.327972595142985","0.352391813156724"
"Teilzeit","2003","(Fach-)Abitur","270","0.10590725885128","0.0936217339081893","0.11819278379437"
"Teilzeit","2003","(noch) kein Abschluss","19","","",""
"Teilzeit","2003","AkademikerIn","512","0.103855441063599","0.0947937856763433","0.112917096450855"
"Teilzeit","2003","Hauptschule","651","0.07230030832736","0.0667809571015279","0.077819659553192"
"Teilzeit","2003","Realschule","807","0.126008597846842","0.117456205454332","0.134560990239353"
"voll erwerbstätig","2003","(Fach-)Abitur","912","0.38034143727877","0.360959257431643","0.399723617125898"
"voll erwerbstätig","2003","(noch) kein Abschluss","62","0.0928502733411437","0.0738683155651197","0.111832231117168"
"voll erwerbstätig","2003","AkademikerIn","2544","0.544439418207652","0.529646572457767","0.559232263957538"
"voll erwerbstätig","2003","Hauptschule","2572","0.289322881968427","0.279659218263473","0.298986545673381"
"voll erwerbstätig","2003","Realschule","2717","0.462197782803842","0.449349083309159","0.475046482298525"
"Andere","2004","(Fach-)Abitur","315","0.122680915840079","0.109550127687246","0.135811703992912"
"Andere","2004","(noch) kein Abschluss","53","0.060587892780337","0.0450787730029798","0.0760970125576942"
"Andere","2004","AkademikerIn","134","0.0345612176238148","0.0290983158130458","0.0400241194345838"
"Andere","2004","Hauptschule","445","0.0505057701306552","0.0457288577150772","0.0552826825462332"
"Andere","2004","Realschule","479","0.0802501931534031","0.0731491533810615","0.0873512329257447"
"nicht erwerbstätig","2004","(Fach-)Abitur","903","0.382016223183312","0.362569208502538","0.401463237864085"
"nicht erwerbstätig","2004","(noch) kein Abschluss","776","0.831046095860484","0.806686907027294","0.855405284693674"
"nicht erwerbstätig","2004","AkademikerIn","1172","0.326492517547416","0.312468438992405","0.340516596102428"
"nicht erwerbstätig","2004","Hauptschule","4610","0.592236999342014","0.581517307744571","0.602956690939458"
"nicht erwerbstätig","2004","Realschule","1781","0.342519715413618","0.330116102521603","0.354923328305634"
"Teilzeit","2004","(Fach-)Abitur","276","0.110709842515446","0.0981513254246673","0.123268359606225"
"Teilzeit","2004","(noch) kein Abschluss","20","","",""
"Teilzeit","2004","AkademikerIn","499","0.100859879030277","0.0918537240346028","0.109866034025951"
"Teilzeit","2004","Hauptschule","630","0.0737290049365712","0.0680284277095128","0.0794295821636295"
"Teilzeit","2004","Realschule","750","0.117975703775496","0.109544285946158","0.126407121604834"
"voll erwerbstätig","2004","(Fach-)Abitur","904","0.384593018461163","0.365121249442464","0.404064787479861"
"voll erwerbstätig","2004","(noch) kein Abschluss","60","0.0862165559822234","0.0679699065875465","0.1044632053769"
"voll erwerbstätig","2004","AkademikerIn","2490","0.538086385798492","0.523176548982125","0.552996222614859"
"voll erwerbstätig","2004","Hauptschule","2388","0.283528225590759","0.273696532620056","0.293359918561462"
"voll erwerbstätig","2004","Realschule","2613","0.459254387657483","0.446229103443037","0.472279671871928"
"Andere","2005","(Fach-)Abitur","296","0.119100601527169","0.105851626444002","0.132349576610336"
"Andere","2005","(noch) kein Abschluss","57","0.0677248322776516","0.0513540350711103","0.0840956294841929"
"Andere","2005","AkademikerIn","152","0.0410809934126685","0.0350540114718878","0.0471079753534492"
"Andere","2005","Hauptschule","437","0.0576552892893721","0.0524048463340999","0.0629057322446443"
"Andere","2005","Realschule","439","0.0800361444896866","0.0727893928307153","0.0872828961486579"
"nicht erwerbstätig","2005","(Fach-)Abitur","868","0.375120956611356","0.355317281507228","0.394924631715483"
"nicht erwerbstätig","2005","(noch) kein Abschluss","779","0.821309606493119","0.796350567741496","0.846268645244741"
"nicht erwerbstätig","2005","AkademikerIn","1206","0.327742784396986","0.313489243574133","0.34199632521984"
"nicht erwerbstätig","2005","Hauptschule","4392","0.585917663683681","0.57482251527101","0.597012812096352"
"nicht erwerbstätig","2005","Realschule","1707","0.338378686165997","0.325742350316794","0.351015022015199"
"Teilzeit","2005","(Fach-)Abitur","267","0.12144960855894","0.108088467558482","0.134810749559397"
"Teilzeit","2005","(noch) kein Abschluss","22","","",""
"Teilzeit","2005","AkademikerIn","487","0.107694872381678","0.0982815557843797","0.117108188978976"
"Teilzeit","2005","Hauptschule","586","0.0762169820600776","0.0702399948136987","0.0821939693064566"
"Teilzeit","2005","Realschule","719","0.115391868502387","0.10685933537747","0.123924401627304"
"voll erwerbstätig","2005","(Fach-)Abitur","865","0.384328833302535","0.364431813120853","0.404225853484218"
"voll erwerbstätig","2005","(noch) kein Abschluss","47","0.07923812047561","0.0616400703833448","0.0968361705678752"
"voll erwerbstätig","2005","AkademikerIn","2321","0.523481349808667","0.508315071666969","0.538647627950366"
"voll erwerbstätig","2005","Hauptschule","2156","0.280210064966869","0.27009389265749","0.290326237276248"
"voll erwerbstätig","2005","Realschule","2521","0.466193300841929","0.452870671642692","0.479515930041167"
"Andere","2006","(Fach-)Abitur","297","0.113808067969184","0.101245663734343","0.126370472204025"
"Andere","2006","(noch) kein Abschluss","125","0.125055590283832","0.10336036585223","0.146750814715435"
"Andere","2006","AkademikerIn","173","0.0420385258258723","0.036224788634623","0.0478522630171215"
"Andere","2006","Hauptschule","473","0.0588635563964122","0.0537485574187689","0.0639785553740556"
"Andere","2006","Realschule","504","0.0855784851490252","0.0783679987406909","0.0927889715573595"
"nicht erwerbstätig","2006","(Fach-)Abitur","962","0.384061224601582","0.364821832461248","0.403300616741916"
"nicht erwerbstätig","2006","(noch) kein Abschluss","705","0.779019983912125","0.751807188205913","0.806232779618338"
"nicht erwerbstätig","2006","AkademikerIn","1388","0.329413286669734","0.315797094784939","0.343029478554529"
"nicht erwerbstätig","2006","Hauptschule","4803","0.591805587571037","0.58112441171474","0.602486763427333"
"nicht erwerbstätig","2006","Realschule","1893","0.340831630919059","0.328614276484805","0.353048985353312"
"Teilzeit","2006","(Fach-)Abitur","295","0.121347938366951","0.108431374070469","0.134264502663434"
"Teilzeit","2006","(noch) kein Abschluss","19","","",""
"Teilzeit","2006","AkademikerIn","542","0.104211766453994","0.0953602294281928","0.113063303479794"
"Teilzeit","2006","Hauptschule","633","0.0730116871323732","0.067358031804651","0.0786653424600955"
"Teilzeit","2006","Realschule","804","0.120431270792853","0.112042205544569","0.128820336041137"
"voll erwerbstätig","2006","(Fach-)Abitur","901","0.380782769062282","0.361574753313409","0.399990784811155"
"voll erwerbstätig","2006","(noch) kein Abschluss","44","0.0762195766354793","0.058815940093705","0.0936232131772535"
"voll erwerbstätig","2006","AkademikerIn","2474","0.5243364210504","0.509868284562244","0.538804557538556"
"voll erwerbstätig","2006","Hauptschule","2225","0.276319168900178","0.266601210211029","0.286037127589327"
"voll erwerbstätig","2006","Realschule","2581","0.453158613139063","0.440327484622794","0.465989741655332"
"Andere","2007","(Fach-)Abitur","296","0.127470850058517","0.114021430000022","0.140920270117012"
"Andere","2007","(noch) kein Abschluss","111","0.120886580205447","0.0988672783021702","0.142905882108725"
"Andere","2007","AkademikerIn","154","0.0427856695199959","0.0367985343574632","0.0487728046825286"
"Andere","2007","Hauptschule","432","0.0585205059578938","0.0531583535843918","0.0638826583313957"
"Andere","2007","Realschule","426","0.0767662627732226","0.0696886084260474","0.0838439171203978"
"nicht erwerbstätig","2007","(Fach-)Abitur","892","0.36798315651873","0.348534641756862","0.387431671280599"
"nicht erwerbstätig","2007","(noch) kein Abschluss","675","0.778643978628094","0.750602095164646","0.806685862091541"
"nicht erwerbstätig","2007","AkademikerIn","1333","0.318863826281024","0.305076346140639","0.33265130642141"
"nicht erwerbstätig","2007","Hauptschule","4292","0.580745339799741","0.569473066801002","0.592017612798481"
"nicht erwerbstätig","2007","Realschule","1732","0.334148190677892","0.321607927070455","0.346688454285328"
"Teilzeit","2007","(Fach-)Abitur","302","0.126649006119311","0.113236700318511","0.140061311920111"
"Teilzeit","2007","(noch) kein Abschluss","17","","",""
"Teilzeit","2007","AkademikerIn","552","0.11249404946879","0.103146113850945","0.121841985086635"
"Teilzeit","2007","Hauptschule","579","0.0750633239505377","0.0690439742004475","0.081082673700628"
"Teilzeit","2007","Realschule","822","0.132831199005607","0.123808215043325","0.14185418296789"
"voll erwerbstätig","2007","(Fach-)Abitur","872","0.377896987303442","0.358343419508883","0.397450555098"
"voll erwerbstätig","2007","(noch) kein Abschluss","39","0.0716920284714601","0.0542669990732855","0.0891170578696346"
"voll erwerbstätig","2007","AkademikerIn","2350","0.52585645473019","0.511083960585813","0.540628948874567"
"voll erwerbstätig","2007","Hauptschule","2058","0.285670830291827","0.275351255020464","0.29599040556319"
"voll erwerbstätig","2007","Realschule","2455","0.456254347543278","0.443012465239508","0.469496229847048"
"Andere","2008","(Fach-)Abitur","273","0.131913681490064","0.117688929688882","0.146138433291246"
"Andere","2008","(noch) kein Abschluss","109","0.143259679880236","0.118119680155322","0.168399679605149"
"Andere","2008","AkademikerIn","148","0.0419645169904326","0.0358947870900131","0.0480342468908521"
"Andere","2008","Hauptschule","403","0.0635921682337267","0.0578083068258758","0.0693760296415777"
"Andere","2008","Realschule","439","0.0832616541810428","0.0757131931674929","0.0908101151945928"
"nicht erwerbstätig","2008","(Fach-)Abitur","780","0.351517557547814","0.331447854661572","0.371587260434056"
"nicht erwerbstätig","2008","(noch) kein Abschluss","581","0.748010951867958","0.716856257969668","0.779165645766248"
"nicht erwerbstätig","2008","AkademikerIn","1299","0.313093055175901","0.299054476995968","0.327131633355835"
"nicht erwerbstätig","2008","Hauptschule","3958","0.564517095005759","0.552765206907235","0.576268983104283"
"nicht erwerbstätig","2008","Realschule","1594","0.322300927048211","0.30953176427225","0.335070089824172"
"Teilzeit","2008","(Fach-)Abitur","284","0.130512325555393","0.116351916462052","0.144672734648734"
"Teilzeit","2008","(noch) kein Abschluss","17","","",""
"Teilzeit","2008","AkademikerIn","515","0.108599976817657","0.0991813272047725","0.118018626430542"
"Teilzeit","2008","Hauptschule","546","0.0766427167813722","0.0703374440307291","0.0829479895320154"
"Teilzeit","2008","Realschule","745","0.127396703123054","0.118287073510608","0.1365063327355"
"voll erwerbstätig","2008","(Fach-)Abitur","837","0.386056435406729","0.365591614657014","0.406521256156444"
"voll erwerbstätig","2008","(noch) kein Abschluss","39","0.0810552497006237","0.0614706837029583","0.100639815698289"
"voll erwerbstätig","2008","AkademikerIn","2230","0.536342451016009","0.521246613670674","0.551438288361344"
"voll erwerbstätig","2008","Hauptschule","1931","0.295248019979142","0.284436289967736","0.306059749990548"
"voll erwerbstätig","2008","Realschule","2368","0.467040715647692","0.453409405861068","0.480672025434317"
"Andere","2009","(Fach-)Abitur","274","0.153041531482876","0.137282605655296","0.168800457310456"
"Andere","2009","(noch) kein Abschluss","96","0.13825306368538","0.112233380811354","0.164272746559406"
"Andere","2009","AkademikerIn","139","0.0493134301464117","0.0426326434323352","0.0559942168604881"
"Andere","2009","Hauptschule","371","0.061389028590912","0.0554307877245487","0.0673472694572753"
"Andere","2009","Realschule","404","0.0785130200703912","0.0709274195306738","0.0860986206101086"
"nicht erwerbstätig","2009","(Fach-)Abitur","713","0.341468767715189","0.320712245684089","0.36222528974629"
"nicht erwerbstätig","2009","(noch) kein Abschluss","532","0.755501429875828","0.72310250863035","0.787900351121307"
"nicht erwerbstätig","2009","AkademikerIn","1264","0.300278650771762","0.286135339101735","0.314421962441789"
"nicht erwerbstätig","2009","Hauptschule","3663","0.573905023370129","0.561630543944452","0.586179502795807"
"nicht erwerbstätig","2009","Realschule","1485","0.321063789632493","0.307896855125168","0.334230724139819"
"Teilzeit","2009","(Fach-)Abitur","250","0.114245969759578","0.100321844697917","0.128170094821238"
"Teilzeit","2009","(noch) kein Abschluss","16","","",""
"Teilzeit","2009","AkademikerIn","500","0.111889974060996","0.102163503100113","0.12161644502188"
"Teilzeit","2009","Hauptschule","488","0.0737699986345451","0.0672817247841285","0.0802582724849617"
"Teilzeit","2009","Realschule","712","0.132309321726716","0.122753848212155","0.141864795241277"
"voll erwerbstätig","2009","(Fach-)Abitur","768","0.391243731042357","0.369882005949668","0.412605456135046"
"voll erwerbstätig","2009","(noch) kein Abschluss","32","0.0729784386170377","0.0533711769629486","0.0925857002711268"
"voll erwerbstätig","2009","AkademikerIn","2132","0.53851794502083","0.523136263310338","0.553899626731322"
"voll erwerbstätig","2009","Hauptschule","1713","0.290935949404414","0.279662124387672","0.302209774421155"
"voll erwerbstätig","2009","Realschule","2229","0.4681138685704","0.454041745882003","0.482185991258796"
"Andere","2010","(Fach-)Abitur","377","0.146655985757352","0.134125801199914","0.15918617031479"
"Andere","2010","(noch) kein Abschluss","166","0.126408179480632","0.10645962842675","0.146356730534514"
"Andere","2010","AkademikerIn","198","0.0426372513263435","0.0372365355382166","0.0480379671144704"
"Andere","2010","Hauptschule","538","0.0632986885788549","0.0577988679802997","0.0687985091774101"
"Andere","2010","Realschule","661","0.0924384604198984","0.0855673117967822","0.0993096090430145"
"nicht erwerbstätig","2010","(Fach-)Abitur","1135","0.34533997488505","0.328498627434544","0.362181322335556"
"nicht erwerbstätig","2010","(noch) kein Abschluss","813","0.782027023908066","0.757242436356696","0.806811611459436"
"nicht erwerbstätig","2010","AkademikerIn","1671","0.309192111781389","0.296838006223537","0.32154621733924"
"nicht erwerbstätig","2010","Hauptschule","4154","0.57884791439508","0.567695925784645","0.589999903005515"
"nicht erwerbstätig","2010","Realschule","2222","0.313295932254176","0.302292526269083","0.324299338239268"
"Teilzeit","2010","(Fach-)Abitur","477","0.125746081782003","0.114002204017866","0.13748995954614"
"Teilzeit","2010","(noch) kein Abschluss","22","","",""
"Teilzeit","2010","AkademikerIn","800","0.117814294130974","0.109196473271358","0.12643211499059"
"Teilzeit","2010","Hauptschule","625","0.0808154044178885","0.0746593982406109","0.0869714105951662"
"Teilzeit","2010","Realschule","1105","0.12698227641315","0.119083714375557","0.134880838450743"
"voll erwerbstätig","2010","(Fach-)Abitur","1073","0.382257957575595","0.365046115795623","0.399469799355567"
"voll erwerbstätig","2010","(noch) kein Abschluss","65","0.0733408401670976","0.0576912690305039","0.0889904113036913"
"voll erwerbstätig","2010","AkademikerIn","2707","0.530356342761293","0.517015398329156","0.543697287193431"
"voll erwerbstätig","2010","Hauptschule","2213","0.277037992608177","0.266929695316085","0.287146289900268"
"voll erwerbstätig","2010","Realschule","2838","0.467283330912776","0.45544737778162","0.479119284043933"
"Andere","2011","(Fach-)Abitur","395","0.119033403791151","0.108506272716182","0.129560534866121"
"Andere","2011","(noch) kein Abschluss","197","0.134115505973987","0.1157319042373","0.152499107710673"
"Andere","2011","AkademikerIn","233","0.0418863526174793","0.0369046574089452","0.0468680478260134"
"Andere","2011","Hauptschule","604","0.0588605789191884","0.0539944908222073","0.0637266670161695"
"Andere","2011","Realschule","710","0.0826412395306013","0.0765940931300319","0.0886883859311708"
"nicht erwerbstätig","2011","(Fach-)Abitur","1321","0.355743324524309","0.340180309858923","0.371306339189695"
"nicht erwerbstätig","2011","(noch) kein Abschluss","988","0.735097006164362","0.711291529292392","0.758902483036332"
"nicht erwerbstätig","2011","AkademikerIn","1798","0.308430340277056","0.296945396330827","0.319915284223285"
"nicht erwerbstätig","2011","Hauptschule","5011","0.585772399053641","0.575588251355936","0.595956546751345"
"nicht erwerbstätig","2011","Realschule","2428","0.30618301671837","0.296060337434453","0.316305696002286"
"Teilzeit","2011","(Fach-)Abitur","624","0.130558218332157","0.119605592681525","0.14151084398279"
"Teilzeit","2011","(noch) kein Abschluss","40","0.0267877208284185","0.0180774271615016","0.0354980144953354"
"Teilzeit","2011","AkademikerIn","1005","0.116032087938681","0.108067933533438","0.123996242343925"
"Teilzeit","2011","Hauptschule","780","0.0733703494036077","0.0679795383499199","0.0787611604572954"
"Teilzeit","2011","Realschule","1435","0.129799707929517","0.122418474579388","0.137180941279646"
"voll erwerbstätig","2011","(Fach-)Abitur","1295","0.394665053352383","0.378775631584942","0.410554475119823"
"voll erwerbstätig","2011","(noch) kein Abschluss","95","0.103999767033233","0.0875321268193801","0.120467407247085"
"voll erwerbstätig","2011","AkademikerIn","3176","0.533651219166783","0.521245654317334","0.546056784016233"
"voll erwerbstätig","2011","Hauptschule","2592","0.281996672623563","0.272693610082194","0.291299735164933"
"voll erwerbstätig","2011","Realschule","3391","0.481376035821512","0.470402388747601","0.492349682895423"
"Andere","2012","(Fach-)Abitur","427","0.127069851316005","0.116124816034322","0.138014886597688"
"Andere","2012","(noch) kein Abschluss","241","0.151398810010918","0.132135304585189","0.170662315436647"
"Andere","2012","AkademikerIn","234","0.0381273714334353","0.0333396482884567","0.042915094578414"
"Andere","2012","Hauptschule","613","0.0607493290931803","0.0557313921069029","0.0657672660794577"
"Andere","2012","Realschule","722","0.0819876324936121","0.0759012383052992","0.088074026681925"
"nicht erwerbstätig","2012","(Fach-)Abitur","1161","0.328957872132599","0.313517733576649","0.344398010688548"
"nicht erwerbstätig","2012","(noch) kein Abschluss","949","0.716573461379103","0.692353531194634","0.740793391563573"
"nicht erwerbstätig","2012","AkademikerIn","1822","0.317895879176074","0.306254093523698","0.32953766482845"
"nicht erwerbstätig","2012","Hauptschule","4772","0.574428365981191","0.564041895800314","0.584814836162067"
"nicht erwerbstätig","2012","Realschule","2374","0.316333358770185","0.306016289929551","0.326650427610819"
"Teilzeit","2012","(Fach-)Abitur","643","0.129954933561069","0.118904650102546","0.141005217019592"
"Teilzeit","2012","(noch) kein Abschluss","44","0.0366905376273056","0.0265867962437011","0.04679427901091"
"Teilzeit","2012","AkademikerIn","968","0.11581397937035","0.107813718892075","0.123814239848625"
"Teilzeit","2012","Hauptschule","801","0.0790048222611403","0.0733382663060952","0.0846713782161853"
"Teilzeit","2012","Realschule","1456","0.135979686834249","0.128375362495138","0.143584011173361"
"voll erwerbstätig","2012","(Fach-)Abitur","1326","0.414017342990327","0.397830662035809","0.430204023944845"
"voll erwerbstätig","2012","(noch) kein Abschluss","96","0.0953371909826733","0.0795539272041945","0.111120454761152"
"voll erwerbstätig","2012","AkademikerIn","3122","0.528162770020141","0.515682275089532","0.540643264950749"
"voll erwerbstätig","2012","Hauptschule","2519","0.285817482664489","0.276326466662786","0.295308498666192"
"voll erwerbstätig","2012","Realschule","3253","0.465699321901954","0.454632897978741","0.476765745825166"
"Andere","2013","(Fach-)Abitur","566","0.129977493208365","0.120113865280635","0.139841121136096"
"Andere","2013","(noch) kein Abschluss","300","0.160918071404733","0.143746115498854","0.178090027310611"
"Andere","2013","AkademikerIn","325","0.0446227036575464","0.0397374385937855","0.0495079687213073"
"Andere","2013","Hauptschule","813","0.0685954603005337","0.0635035387559816","0.0736873818450859"
"Andere","2013","Realschule","843","0.0863568176698222","0.0801439147241737","0.0925697206154708"
"nicht erwerbstätig","2013","(Fach-)Abitur","1407","0.322130887542813","0.308424390815519","0.335837384270107"
