"erwst","year","regtyp","n","percent","lower_confidence","upper_confidence"
"nicht erwerbstätig","2019","Laendlicher Raum","3847","0.394383870979125","0.38478740528651","0.40398033667174"
"nicht erwerbstätig","2019","Staedtischer Raum","7413","0.39017647918659","0.383266696698897","0.397086261674284"
"Teilzeit","2019","Laendlicher Raum","1451","0.141497486578594","0.13465367295246","0.148341300204728"
"Teilzeit","2019","Staedtischer Raum","2907","0.136922648024096","0.132053037209523","0.141792258838668"
"voll erwerbstätig","2019","Laendlicher Raum","3809","0.387957677109088","0.378389351885107","0.397526002333069"
"voll erwerbstätig","2019","Staedtischer Raum","7173","0.396388113150742","0.389459106929347","0.403317119372138"
"Andere","2020","Laendlicher Raum","801","0.0781222557879128","0.072795413534994","0.0834490980408316"
"Andere","2020","Staedtischer Raum","1694","0.0755355517380967","0.0718960187152055","0.0791750847609878"
"nicht erwerbstätig","2020","Laendlicher Raum","3718","0.395053586843753","0.385350001254849","0.404757172432658"
"nicht erwerbstätig","2020","Staedtischer Raum","7759","0.392875665257788","0.386149132845745","0.399602197669832"
"Teilzeit","2020","Laendlicher Raum","1403","0.138428967324726","0.131574009025927","0.145283925623525"
"Teilzeit","2020","Staedtischer Raum","2949","0.139410832792583","0.134640254227754","0.144181411357411"
"voll erwerbstätig","2020","Laendlicher Raum","3828","0.388395190043608","0.378720921229561","0.398069458857654"
"voll erwerbstätig","2020","Staedtischer Raum","7849","0.392177950211532","0.385453532773271","0.398902367649794"
