"erwst","year","age_gr","quintil_oecd","n","percent","lower_confidence_percent","upper_confidence_percent"
"nicht erwerbstätig","2014","17-29","4","317","0.278624247382438","0.249857053952346","0.30739144081253"
"nicht erwerbstätig","2014","17-29","5 Einkommensstärkstes Quintil","243","0.261751349689475","0.229753198695862","0.293749500683089"
"nicht erwerbstätig","2014","30-45","1 Einkommensschwächstes Quintil","637","0.558415934347351","0.530308312793002","0.586523555901701"
"nicht erwerbstätig","2014","30-45","2","462","0.242298381139135","0.222183208638086","0.262413553640183"
"nicht erwerbstätig","2014","30-45","3","240","0.147209917540906","0.130019848574957","0.164399986506855"
"nicht erwerbstätig","2014","30-45","4","204","0.104578108826345","0.090901050634907","0.118255167017784"
"nicht erwerbstätig","2014","30-45","5 Einkommensstärkstes Quintil","169","0.0688235894634101","0.0577920838065283","0.0798550951202918"
"nicht erwerbstätig","2014","46-65","1 Einkommensschwächstes Quintil","744","0.587884694714865","0.561500864949455","0.614268524480275"
"nicht erwerbstätig","2014","46-65","2","489","0.361529945179645","0.337416704922306","0.385643185436984"
"nicht erwerbstätig","2014","46-65","3","324","0.247382456510517","0.224923912720637","0.269841000300397"
"nicht erwerbstätig","2014","46-65","4","385","0.180052596801728","0.163886286290779","0.196218907312677"
"nicht erwerbstätig","2014","46-65","5 Einkommensstärkstes Quintil","365","0.115198020750915","0.103499398614674","0.126896642887157"
"nicht erwerbstätig","2014","66","1 Einkommensschwächstes Quintil","","","",""
"nicht erwerbstätig","2014","66","2","","","",""
"nicht erwerbstätig","2014","66","3","","","",""
"nicht erwerbstätig","2014","66","4","","","",""
"nicht erwerbstätig","2014","66","5 Einkommensstärkstes Quintil","","","",""
"Andere","2014","17-29","1 Einkommensschwächstes Quintil","363","0.306449866075173","0.281154474790032","0.331745257360313"
"Andere","2014","17-29","2","337","0.320287167678982","0.292485748580491","0.348088586777473"
"Andere","2014","17-29","3","249","0.239308400092588","0.210591771795654","0.268025028389522"
"Andere","2014","17-29","4","232","0.227742349190199","0.200832561148298","0.2546521372321"
"Andere","2014","17-29","5 Einkommensstärkstes Quintil","142","0.181521237509829","0.153463896082679","0.209578578936979"
"Andere","2014","30-45","1 Einkommensschwächstes Quintil","160","0.139635006278059","0.12001599938703","0.159254013169089"
"Andere","2014","30-45","2","188","0.107660927694774","0.0931099085831573","0.122211946806391"
"Andere","2014","30-45","3","155","0.10154144019101","0.0868873554524316","0.116195524929589"
"Andere","2014","30-45","4","94","0.0379510646120924","0.0294108455210716","0.0464912837031132"
"Andere","2014","30-45","5 Einkommensstärkstes Quintil","45","0.0116158634950638","0.00694670321160697","0.0162850237785207"
"Andere","2014","46-65","1 Einkommensschwächstes Quintil","166","0.111857589578664","0.0949626586699497","0.128752520487378"
"Andere","2014","46-65","2","125","0.0812115806023203","0.0675018188702751","0.0949213423343654"
"Andere","2014","46-65","3","110","0.0829437193661155","0.0685888341739317","0.0972986045582993"
"Andere","2014","46-65","4","115","0.0488658285484487","0.0397951087809513","0.057936548315946"
"Andere","2014","46-65","5 Einkommensstärkstes Quintil","112","0.0345293661516426","0.0278389520443945","0.0412197802588907"
"Andere","2014","66","1 Einkommensschwächstes Quintil","","","",""
"Andere","2014","66","2","","","",""
"Andere","2014","66","3","","","",""
"Andere","2014","66","4","","","",""
"Andere","2014","66","5 Einkommensstärkstes Quintil","","","",""
"voll erwerbstätig","2015","17-29","1 Einkommensschwächstes Quintil","138","0.120230890042006","0.102712407524083","0.13774937255993"
"voll erwerbstätig","2015","17-29","2","164","0.205487921119872","0.180667016635282","0.230308825604461"
"voll erwerbstätig","2015","17-29","3","249","0.362854925958442","0.330812476068584","0.394897375848301"
"voll erwerbstätig","2015","17-29","4","364","0.414871382178744","0.384164738176504","0.445578026180984"
"voll erwerbstätig","2015","17-29","5 Einkommensstärkstes Quintil","370","0.52819328962889","0.494004428310138","0.562382150947641"
"voll erwerbstätig","2015","30-45","1 Einkommensschwächstes Quintil","223","0.184648946501206","0.16308721487061","0.206210678131802"
"voll erwerbstätig","2015","30-45","2","641","0.437256683926357","0.412897451222524","0.461615916630191"
"voll erwerbstätig","2015","30-45","3","790","0.54933074780789","0.52434202509849","0.57431947051729"
"voll erwerbstätig","2015","30-45","4","1080","0.644336457568618","0.622777183615325","0.665895731521911"
"voll erwerbstätig","2015","30-45","5 Einkommensstärkstes Quintil","1388","0.769158203735198","0.750841620557106","0.787474786913291"
"voll erwerbstätig","2015","46-65","1 Einkommensschwächstes Quintil","231","0.152333172317513","0.132844316632084","0.171822028002942"
"voll erwerbstätig","2015","46-65","2","522","0.383689204813229","0.357376175405163","0.410002234221295"
"voll erwerbstätig","2015","46-65","3","710","0.494939704167259","0.469080292933213","0.520799115401305"
"voll erwerbstätig","2015","46-65","4","1181","0.590248069185247","0.569057352867002","0.611438785503492"
"voll erwerbstätig","2015","46-65","5 Einkommensstärkstes Quintil","1985","0.683740839946969","0.667136720752715","0.700344959141223"
"voll erwerbstätig","2015","66","1 Einkommensschwächstes Quintil","","","",""
"voll erwerbstätig","2015","66","2","","","",""
"voll erwerbstätig","2015","66","3","","","",""
"voll erwerbstätig","2015","66","4","","","",""
"voll erwerbstätig","2015","66","5 Einkommensstärkstes Quintil","","","",""
"Teilzeit","2015","17-29","1 Einkommensschwächstes Quintil","57","0.0523881250786565","0.0403866183336977","0.0643896318236153"
"Teilzeit","2015","17-29","2","77","0.0973321399695961","0.0791239687860614","0.115540311153131"
"Teilzeit","2015","17-29","3","70","0.0953647889561903","0.0757911845302585","0.114938393382122"
"Teilzeit","2015","17-29","4","55","0.0502885277763734","0.0366684292850038","0.063908626267743"
"Teilzeit","2015","17-29","5 Einkommensstärkstes Quintil","34","0.0435667854689298","0.0295866550295893","0.0575469159082702"
"Teilzeit","2015","30-45","1 Einkommensschwächstes Quintil","199","0.141388476045681","0.122026785966366","0.160750166124996"
"Teilzeit","2015","30-45","2","323","0.215675966971999","0.195478875080164","0.235873058863834"
"Teilzeit","2015","30-45","3","365","0.215705965850995","0.195048898122218","0.236363033579772"
"Teilzeit","2015","30-45","4","501","0.21718700576001","0.198617342185945","0.235756669334075"
"Teilzeit","2015","30-45","5 Einkommensstärkstes Quintil","442","0.162687947758744","0.14664438700113","0.178731508516357"
"Teilzeit","2015","46-65","1 Einkommensschwächstes Quintil","183","0.11003579905754","0.0930639261074001","0.127007672007681"
"Teilzeit","2015","46-65","2","272","0.187227302070345","0.166119145036757","0.208335459103932"
"Teilzeit","2015","46-65","3","318","0.196852137676006","0.17628666515025","0.217417610201762"
"Teilzeit","2015","46-65","4","427","0.186628545681543","0.169840453513354","0.203416637849732"
"Teilzeit","2015","46-65","5 Einkommensstärkstes Quintil","545","0.163765077615709","0.150551411675299","0.17697874355612"
"Teilzeit","2015","66","1 Einkommensschwächstes Quintil","","","",""
"Teilzeit","2015","66","2","","","",""
"Teilzeit","2015","66","3","","","",""
"Teilzeit","2015","66","4","","","",""
"Teilzeit","2015","66","5 Einkommensstärkstes Quintil","","","",""
"nicht erwerbstätig","2015","17-29","1 Einkommensschwächstes Quintil","765","0.502028277667506","0.475096158373528","0.528960396961484"
"nicht erwerbstätig","2015","17-29","2","483","0.382881399629315","0.35302134109643","0.412741458162201"
"nicht erwerbstätig","2015","17-29","3","311","0.316116180837809","0.285130962222639","0.34710139945298"
"nicht erwerbstätig","2015","17-29","4","338","0.314832068298915","0.285886109434539","0.34377802716329"
"nicht erwerbstätig","2015","17-29","5 Einkommensstärkstes Quintil","237","0.228965751577131","0.200189896487887","0.257741606666375"
"nicht erwerbstätig","2015","30-45","1 Einkommensschwächstes Quintil","678","0.541290762975943","0.513600826995856","0.568980698956031"
"nicht erwerbstätig","2015","30-45","2","467","0.221893419804786","0.201488637820751","0.242298201788822"
"nicht erwerbstätig","2015","30-45","3","228","0.137942192401647","0.120623508075311","0.155260876727983"
"nicht erwerbstätig","2015","30-45","4","225","0.106556293004219","0.0926605666680982","0.12045201934034"
"nicht erwerbstätig","2015","30-45","5 Einkommensstärkstes Quintil","160","0.0564004339298604","0.0463724301122463","0.0664284377474745"
"nicht erwerbstätig","2015","46-65","1 Einkommensschwächstes Quintil","740","0.62836239484133","0.602153939707256","0.654570849975404"
"nicht erwerbstätig","2015","46-65","2","398","0.330723863541317","0.305266313273927","0.356181413808707"
"nicht erwerbstätig","2015","46-65","3","317","0.242041430806429","0.21988812918747","0.264194732425387"
"nicht erwerbstätig","2015","46-65","4","347","0.174998863390069","0.158626448815466","0.191371277964673"
"nicht erwerbstätig","2015","46-65","5 Einkommensstärkstes Quintil","381","0.121407039661192","0.109745273748046","0.133068805574338"
"nicht erwerbstätig","2015","66","1 Einkommensschwächstes Quintil","","","",""
"nicht erwerbstätig","2015","66","2","","","",""
"nicht erwerbstätig","2015","66","3","","","",""
"nicht erwerbstätig","2015","66","4","","","",""
"nicht erwerbstätig","2015","66","5 Einkommensstärkstes Quintil","","","",""
"Andere","2015","17-29","1 Einkommensschwächstes Quintil","364","0.325352707211831","0.300116754679496","0.350588659744166"
"Andere","2015","17-29","2","294","0.314298539281217","0.285780942727396","0.342816135835038"
"Andere","2015","17-29","3","235","0.225664104247558","0.197806999661726","0.25352120883339"
"Andere","2015","17-29","4","232","0.220008021745968","0.194190516654258","0.245825526837679"
"Andere","2015","17-29","5 Einkommensstärkstes Quintil","178","0.199274173325049","0.17191685231398","0.226631494336118"
"Andere","2015","30-45","1 Einkommensschwächstes Quintil","144","0.13267181447717","0.113821484144831","0.151522144809508"
"Andere","2015","30-45","2","162","0.125173929296857","0.108923755721511","0.141424102872203"
"Andere","2015","30-45","3","140","0.0970210939394677","0.0821559189674469","0.111886268911488"
"Andere","2015","30-45","4","88","0.0319202436671531","0.0240034965614788","0.0398369907728274"
"Andere","2015","30-45","5 Einkommensstärkstes Quintil","43","0.011753414576198","0.0070685818317691","0.0164382473206269"
"Andere","2015","46-65","1 Einkommensschwächstes Quintil","152","0.109268633783617","0.0923487400161312","0.126188527551102"
"Andere","2015","46-65","2","120","0.0983596295751093","0.0822455208298848","0.114473738320334"
"Andere","2015","46-65","3","91","0.0661667273503058","0.0533101499027381","0.0790233047978735"
"Andere","2015","46-65","4","114","0.0481245217431412","0.0389021817622977","0.0573468617239846"
"Andere","2015","46-65","5 Einkommensstärkstes Quintil","102","0.0310870427761299","0.0248900553857879","0.0372840301664719"
"Andere","2015","66","1 Einkommensschwächstes Quintil","","","",""
"Andere","2015","66","2","","","",""
"Andere","2015","66","3","","","",""
"Andere","2015","66","4","","","",""
"Andere","2015","66","5 Einkommensstärkstes Quintil","","","",""
"voll erwerbstätig","2016","17-29","1 Einkommensschwächstes Quintil","118","0.105832922737521","0.092340846352985","0.119324999122056"
"voll erwerbstätig","2016","17-29","2","145","0.183925798423388","0.158904812111601","0.208946784735175"
"voll erwerbstätig","2016","17-29","3","181","0.294681806557405","0.261944785352834","0.327418827761976"
"voll erwerbstätig","2016","17-29","4","326","0.432656930046049","0.400883115067905","0.464430745024192"
"voll erwerbstätig","2016","17-29","5 Einkommensstärkstes Quintil","362","0.544712919993456","0.510204140548759","0.579221699438152"
"voll erwerbstätig","2016","30-45","1 Einkommensschwächstes Quintil","182","0.13050596110295","0.116874808925994","0.144137113279906"
"voll erwerbstätig","2016","30-45","2","507","0.404898906421048","0.378547627835524","0.431250185006571"
"voll erwerbstätig","2016","30-45","3","654","0.573388430587878","0.546314902418996","0.60046195875676"
"voll erwerbstätig","2016","30-45","4","1027","0.660471537137343","0.638246627819419","0.682696446455268"
"voll erwerbstätig","2016","30-45","5 Einkommensstärkstes Quintil","1283","0.76774010166556","0.748866591575678","0.786613611755442"
"voll erwerbstätig","2016","46-65","1 Einkommensschwächstes Quintil","170","0.143858496647279","0.126027026138118","0.16168996715644"
"voll erwerbstätig","2016","46-65","2","485","0.367765965197405","0.340970419618357","0.394561510776453"
"voll erwerbstätig","2016","46-65","3","630","0.466261175552073","0.439101497673344","0.493420853430803"
"voll erwerbstätig","2016","46-65","4","1179","0.592276469762534","0.571024802923675","0.613528136601393"
"voll erwerbstätig","2016","46-65","5 Einkommensstärkstes Quintil","1932","0.686362205244919","0.669622247302568","0.70310216318727"
"voll erwerbstätig","2016","66","1 Einkommensschwächstes Quintil","","","",""
"voll erwerbstätig","2016","66","2","","","",""
"voll erwerbstätig","2016","66","3","","","",""
"voll erwerbstätig","2016","66","4","","","",""
"voll erwerbstätig","2016","66","5 Einkommensstärkstes Quintil","","","",""
"Teilzeit","2016","17-29","1 Einkommensschwächstes Quintil","89","0.0799038787571866","0.0680117503649448","0.0917960071494283"
"Teilzeit","2016","17-29","2","53","0.0780497876607289","0.0607254007977371","0.0953741745237208"
"Teilzeit","2016","17-29","3","55","0.0682828827257305","0.0501708199145727","0.0863949455368884"
"Teilzeit","2016","17-29","4","50","0.0584320500716735","0.0433893412758026","0.0734747588675443"
"Teilzeit","2016","17-29","5 Einkommensstärkstes Quintil","31","0.0391260897373596","0.0256901043876058","0.0525620750871133"
"Teilzeit","2016","30-45","1 Einkommensschwächstes Quintil","176","0.139078221887627","0.125076046960583","0.15308039681467"
"Teilzeit","2016","30-45","2","271","0.180086128131488","0.159458121431236","0.200714134831739"
"Teilzeit","2016","30-45","3","324","0.207372825757529","0.185179904104383","0.229565747410675"
"Teilzeit","2016","30-45","4","470","0.224457280511798","0.204875843421116","0.24403871760248"
"Teilzeit","2016","30-45","5 Einkommensstärkstes Quintil","444","0.155270778437003","0.139083938470967","0.171457618403039"
"Teilzeit","2016","46-65","1 Einkommensschwächstes Quintil","171","0.117992187027434","0.101601035428626","0.134383338626241"
"Teilzeit","2016","46-65","2","266","0.192870445787007","0.170945306152172","0.214795585421843"
"Teilzeit","2016","46-65","3","304","0.20830072643052","0.186191624306779","0.23040982855426"
"Teilzeit","2016","46-65","4","459","0.195375519132733","0.178228858007003","0.212522180258464"
"Teilzeit","2016","46-65","5 Einkommensstärkstes Quintil","565","0.176364886276234","0.16261380103143","0.190115971521038"
"Teilzeit","2016","66","1 Einkommensschwächstes Quintil","","","",""
"Teilzeit","2016","66","2","","","",""
"Teilzeit","2016","66","3","","","",""
"Teilzeit","2016","66","4","","","",""
"Teilzeit","2016","66","5 Einkommensstärkstes Quintil","","","",""
"nicht erwerbstätig","2016","17-29","1 Einkommensschwächstes Quintil","1465","0.581232165784884","0.559593995373665","0.602870336196104"
"nicht erwerbstätig","2016","17-29","2","438","0.418024758555777","0.386170204261389","0.449879312850166"
"nicht erwerbstätig","2016","17-29","3","288","0.373423319562843","0.338689080738563","0.408157558387123"
"nicht erwerbstätig","2016","17-29","4","325","0.310175853807958","0.28051061545561","0.339841092160306"
"nicht erwerbstätig","2016","17-29","5 Einkommensstärkstes Quintil","272","0.263457572782405","0.232932456638988","0.293982688925822"
"nicht erwerbstätig","2016","30-45","1 Einkommensschwächstes Quintil","1803","0.593903014914489","0.574030321399048","0.61377570842993"
"nicht erwerbstätig","2016","30-45","2","407","0.291704154636654","0.267302927314936","0.316105381958372"
"nicht erwerbstätig","2016","30-45","3","193","0.127628752632912","0.109363359994726","0.145894145271099"
"nicht erwerbstätig","2016","30-45","4","158","0.0806354183015275","0.0678568659464031","0.0934139706566519"
"nicht erwerbstätig","2016","30-45","5 Einkommensstärkstes Quintil","159","0.0657489644848449","0.0546716444910022","0.0768262844786877"
"nicht erwerbstätig","2016","46-65","1 Einkommensschwächstes Quintil","1002","0.600913917232462","0.576031873553032","0.625795960911892"
"nicht erwerbstätig","2016","46-65","2","382","0.353702694592536","0.327133813958836","0.380271575226236"
"nicht erwerbstätig","2016","46-65","3","277","0.24624021666754","0.222784885800748","0.269695547534332"
"nicht erwerbstätig","2016","46-65","4","317","0.164366627468127","0.148339245712166","0.180394009224089"
"nicht erwerbstätig","2016","46-65","5 Einkommensstärkstes Quintil","351","0.106175349730541","0.0950605536261187","0.117290145834963"
"nicht erwerbstätig","2016","66","1 Einkommensschwächstes Quintil","","","",""
"nicht erwerbstätig","2016","66","2","","","",""
"nicht erwerbstätig","2016","66","3","","","",""
"nicht erwerbstätig","2016","66","4","","","",""
"nicht erwerbstätig","2016","66","5 Einkommensstärkstes Quintil","","","",""
"Andere","2016","17-29","1 Einkommensschwächstes Quintil","325","0.233031032720409","0.214489107102333","0.251572958338484"
"Andere","2016","17-29","2","285","0.319999655360106","0.289873230420114","0.350126080300097"
"Andere","2016","17-29","3","221","0.263611991154022","0.231974219341505","0.295249762966539"
"Andere","2016","17-29","4","233","0.19873516607432","0.173143411905504","0.224326920243136"
"Andere","2016","17-29","5 Einkommensstärkstes Quintil","135","0.15270341748678","0.127777841482093","0.177628993491467"
"Andere","2016","30-45","1 Einkommensschwächstes Quintil","185","0.136512802094934","0.122619715928496","0.150405888261373"
"Andere","2016","30-45","2","148","0.123310810810811","0.105660334949355","0.140961286672266"
"Andere","2016","30-45","3","111","0.091609991021681","0.0758189168595673","0.107401065183795"
"Andere","2016","30-45","4","89","0.0344357640493313","0.0258778031461796","0.042993724952483"
"Andere","2016","30-45","5 Einkommensstärkstes Quintil","37","0.0112401554125926","0.00652832102673998","0.0159519897984453"
"Andere","2016","46-65","1 Einkommensschwächstes Quintil","145","0.137235399092826","0.119752000491051","0.1547187976946"
"Andere","2016","46-65","2","111","0.0856608944230516","0.0701090160708169","0.101212772775286"
"Andere","2016","46-65","3","85","0.0791978813498666","0.0644955729944104","0.0939001897053228"
"Andere","2016","46-65","4","99","0.0479813836366052","0.0387385108517514","0.057224256421459"
"Andere","2016","46-65","5 Einkommensstärkstes Quintil","103","0.0310975587483061","0.0248347859034694","0.0373603315931428"
"Andere","2016","66","1 Einkommensschwächstes Quintil","","","",""
"Andere","2016","66","2","","","",""
"Andere","2016","66","3","","","",""
"Andere","2016","66","4","","","",""
"Andere","2016","66","5 Einkommensstärkstes Quintil","","","",""
"voll erwerbstätig","2017","17-29","1 Einkommensschwächstes Quintil","126","0.0857283689887653","0.074442779271516","0.0970139587060147"
"voll erwerbstätig","2017","17-29","2","183","0.209278625617935","0.184495727432797","0.234061523803073"
"voll erwerbstätig","2017","17-29","3","213","0.304535514056237","0.273902128707155","0.335168899405319"
"voll erwerbstätig","2017","17-29","4","388","0.40294034065951","0.374098677489214","0.431782003829806"
"voll erwerbstätig","2017","17-29","5 Einkommensstärkstes Quintil","509","0.551466522731274","0.521469846184449","0.581463199278099"
"voll erwerbstätig","2017","30-45","1 Einkommensschwächstes Quintil","182","0.129231563998268","0.116015682719722","0.142447445276815"
"voll erwerbstätig","2017","30-45","2","495","0.398069323599906","0.371977025048058","0.424161622151754"
"voll erwerbstätig","2017","30-45","3","669","0.587566602819885","0.560949800912272","0.614183404727498"
"voll erwerbstätig","2017","30-45","4","1027","0.637988445215918","0.615491437571152","0.660485452860684"
"voll erwerbstätig","2017","30-45","5 Einkommensstärkstes Quintil","1503","0.759096800310241","0.741387804041133","0.776805796579349"
"voll erwerbstätig","2017","46-65","1 Einkommensschwächstes Quintil","169","0.103805580625018","0.0891286119742558","0.118482549275781"
"voll erwerbstätig","2017","46-65","2","474","0.358542427143859","0.332020351053075","0.385064503234644"
"voll erwerbstätig","2017","46-65","3","766","0.538929684497339","0.513711873883379","0.564147495111298"
"voll erwerbstätig","2017","46-65","4","1338","0.543082195764171","0.523288410259547","0.562875981268796"
"voll erwerbstätig","2017","46-65","5 Einkommensstärkstes Quintil","2505","0.704609137053904","0.689970247621017","0.719248026486791"
"voll erwerbstätig","2017","66","1 Einkommensschwächstes Quintil","","","",""
"voll erwerbstätig","2017","66","2","","","",""
"voll erwerbstätig","2017","66","3","","","",""
"voll erwerbstätig","2017","66","4","","","",""
"voll erwerbstätig","2017","66","5 Einkommensstärkstes Quintil","","","",""
"Teilzeit","2017","17-29","1 Einkommensschwächstes Quintil","96","0.0806401162338222","0.0696641515201767","0.0916160809474676"
"Teilzeit","2017","17-29","2","73","0.0655682789285683","0.0504883743057724","0.0806481835513643"
"Teilzeit","2017","17-29","3","57","0.0741489539247444","0.0567083460673545","0.0915895617821343"
"Teilzeit","2017","17-29","4","69","0.0581102090406548","0.0443534121510499","0.0718670059302597"
"Teilzeit","2017","17-29","5 Einkommensstärkstes Quintil","56","0.043769967455749","0.0314308120624884","0.0561091228490095"
"Teilzeit","2017","30-45","1 Einkommensschwächstes Quintil","163","0.113242333646898","0.10075794239889","0.125726724894906"
"Teilzeit","2017","30-45","2","280","0.188483758794022","0.167636674607726","0.209330842980317"
"Teilzeit","2017","30-45","3","347","0.243891961184067","0.220673091230391","0.267110831137742"
"Teilzeit","2017","30-45","4","474","0.231335032297073","0.211595067230268","0.251074997363878"
"Teilzeit","2017","30-45","5 Einkommensstärkstes Quintil","534","0.164616014012897","0.149259126770217","0.179972901255577"
"Teilzeit","2017","46-65","1 Einkommensschwächstes Quintil","189","0.120863756680205","0.10517816033048","0.13654935302993"
"Teilzeit","2017","46-65","2","252","0.187306891682377","0.165729773602617","0.208884009762137"
"Teilzeit","2017","46-65","3","343","0.209043652270142","0.188472790065975","0.22961451447431"
"Teilzeit","2017","46-65","4","591","0.220163512470531","0.203698901069887","0.236628123871174"
"Teilzeit","2017","46-65","5 Einkommensstärkstes Quintil","706","0.157201651433038","0.145522108255981","0.168881194610095"
"Teilzeit","2017","66","1 Einkommensschwächstes Quintil","","","",""
"Teilzeit","2017","66","2","","","",""
"Teilzeit","2017","66","3","","","",""
"Teilzeit","2017","66","4","","","",""
"Teilzeit","2017","66","5 Einkommensstärkstes Quintil","","","",""
"nicht erwerbstätig","2017","17-29","1 Einkommensschwächstes Quintil","1777","0.558999371903874","0.538984647293262","0.579014096514487"
"nicht erwerbstätig","2017","17-29","2","513","0.446659367578871","0.416371937780473","0.476946797377269"
"nicht erwerbstätig","2017","17-29","3","346","0.362931479154028","0.330924555446422","0.394938402861633"
"nicht erwerbstätig","2017","17-29","4","379","0.296353135136923","0.269501347547073","0.323204922726774"
"nicht erwerbstätig","2017","17-29","5 Einkommensstärkstes Quintil","299","0.239927232153476","0.214170931245266","0.265683533061686"
"nicht erwerbstätig","2017","30-45","1 Einkommensschwächstes Quintil","1930","0.638374417873089","0.619445412274329","0.657303423471849"
"nicht erwerbstätig","2017","30-45","2","439","0.277948714017352","0.254069165985859","0.301828262048845"
"nicht erwerbstätig","2017","30-45","3","198","0.117284378860709","0.0998871169936722","0.134681640727746"
"nicht erwerbstätig","2017","30-45","4","162","0.0898116664418736","0.0764275673721832","0.103195765511564"
"nicht erwerbstätig","2017","30-45","5 Einkommensstärkstes Quintil","167","0.0635257877960046","0.0534251912786111","0.073626384313398"
"nicht erwerbstätig","2017","46-65","1 Einkommensschwächstes Quintil","1146","0.636909087941893","0.613768664040907","0.660049511842878"
"nicht erwerbstätig","2017","46-65","2","407","0.352264508348898","0.325847321808048","0.378681694889747"
"nicht erwerbstätig","2017","46-65","3","296","0.191132070012872","0.171240762339317","0.211023377686428"
"nicht erwerbstätig","2017","46-65","4","380","0.178385985098566","0.163173809798379","0.193598160398754"
"nicht erwerbstätig","2017","46-65","5 Einkommensstärkstes Quintil","409","0.106021747946412","0.0961431246797286","0.115900371213096"
"nicht erwerbstätig","2017","66","1 Einkommensschwächstes Quintil","","","",""
"nicht erwerbstätig","2017","66","2","","","",""
"nicht erwerbstätig","2017","66","3","","","",""
"nicht erwerbstätig","2017","66","4","","","",""
"nicht erwerbstätig","2017","66","5 Einkommensstärkstes Quintil","","","",""
"Andere","2017","17-29","1 Einkommensschwächstes Quintil","365","0.274632142873538","0.256640153281243","0.292624132465833"
"Andere","2017","17-29","2","266","0.278493727874626","0.251184735207587","0.305802720541665"
"Andere","2017","17-29","3","251","0.258384052864991","0.229245973271123","0.287522132458859"
"Andere","2017","17-29","4","275","0.242596315162912","0.217390725119657","0.267801905206167"
"Andere","2017","17-29","5 Einkommensstärkstes Quintil","192","0.164836277659501","0.142457913235172","0.18721464208383"
"Andere","2017","30-45","1 Einkommensschwächstes Quintil","200","0.119151684481745","0.106388438283386","0.131914930680104"
"Andere","2017","30-45","2","138","0.13549820358872","0.117254648854939","0.153741758322501"
"Andere","2017","30-45","3","100","0.051257057135339","0.0393336184797594","0.0631804957909186"
"Andere","2017","30-45","4","90","0.0408648560451356","0.0315971548749931","0.050132557215278"
"Andere","2017","30-45","5 Einkommensstärkstes Quintil","36","0.0127613978808573","0.00811320361257634","0.0174095921491383"
"Andere","2017","46-65","1 Einkommensschwächstes Quintil","155","0.138421574752884","0.121803749089974","0.155039400415793"
"Andere","2017","46-65","2","123","0.101886172824866","0.0851569183582076","0.118615427291524"
"Andere","2017","46-65","3","96","0.0608945932196465","0.0487968522268072","0.0729923342124859"
"Andere","2017","46-65","4","124","0.0583683066667317","0.0490528077995099","0.0676838055339534"
"Andere","2017","46-65","5 Einkommensstärkstes Quintil","111","0.0321674635666458","0.0265058009684839","0.0378291261648078"
"Andere","2017","66","1 Einkommensschwächstes Quintil","","","",""
"Andere","2017","66","2","","","",""
"Andere","2017","66","3","","","",""
"Andere","2017","66","4","","","",""
"Andere","2017","66","5 Einkommensstärkstes Quintil","","","",""
"voll erwerbstätig","2018","17-29","1 Einkommensschwächstes Quintil","139","0.0769221080072705","0.0651282998892097","0.0887159161253313"
"voll erwerbstätig","2018","17-29","2","188","0.199585098511289","0.174288599109162","0.224881597913416"
"voll erwerbstätig","2018","17-29","3","211","0.26470192127243","0.235216378429081","0.294187464115779"
"voll erwerbstätig","2018","17-29","4","422","0.393090593171188","0.365385846229053","0.420795340113322"
"voll erwerbstätig","2018","17-29","5 Einkommensstärkstes Quintil","505","0.566892138743693","0.53725787096425","0.596526406523135"
"voll erwerbstätig","2018","30-45","1 Einkommensschwächstes Quintil","205","0.117030321881051","0.103195747277196","0.130864896484906"
"voll erwerbstätig","2018","30-45","2","383","0.325191105770502","0.298719821869956","0.351662389671047"
"voll erwerbstätig","2018","30-45","3","569","0.556044614905529","0.52774394449939","0.584345285311669"
"voll erwerbstätig","2018","30-45","4","1018","0.652907394691801","0.630558920803697","0.675255868579905"
"voll erwerbstätig","2018","30-45","5 Einkommensstärkstes Quintil","1498","0.758136580833985","0.740407509683173","0.775865651984797"
"voll erwerbstätig","2018","46-65","1 Einkommensschwächstes Quintil","159","0.112263845057021","0.0964194712654864","0.128108218848557"
"voll erwerbstätig","2018","46-65","2","371","0.295440080285999","0.269105456974165","0.321774703597833"
"voll erwerbstätig","2018","46-65","3","668","0.473348270024378","0.447259524476688","0.499437015572067"
"voll erwerbstätig","2018","46-65","4","1299","0.568567613727855","0.548534591386692","0.588600636069018"
"voll erwerbstätig","2018","46-65","5 Einkommensstärkstes Quintil","2544","0.694749528651546","0.680155517516041","0.709343539787051"
"voll erwerbstätig","2018","66","1 Einkommensschwächstes Quintil","","","",""
"voll erwerbstätig","2018","66","2","","","",""
"voll erwerbstätig","2018","66","3","","","",""
"voll erwerbstätig","2018","66","4","","","",""
"voll erwerbstätig","2018","66","5 Einkommensstärkstes Quintil","","","",""
"Teilzeit","2018","17-29","1 Einkommensschwächstes Quintil","102","0.079272744825019","0.0673153452593102","0.0912301443907278"
"Teilzeit","2018","17-29","2","54","0.079242489905461","0.062146648553753","0.096338331257169"
"Teilzeit","2018","17-29","3","74","0.114954250400968","0.0936363591369761","0.136272141664959"
"Teilzeit","2018","17-29","4","91","0.0679129550463248","0.0536420841410558","0.0821838259515938"
"Teilzeit","2018","17-29","5 Einkommensstärkstes Quintil","72","0.0638901018751882","0.0492640819971482","0.0785161217532282"
"Teilzeit","2018","30-45","1 Einkommensschwächstes Quintil","194","0.14080358866688","0.125834450254601","0.155772727079159"
"Teilzeit","2018","30-45","2","220","0.204612855830326","0.181816206463442","0.227409505197209"
"Teilzeit","2018","30-45","3","331","0.227767418058429","0.203878740975675","0.251656095141183"
