"erwst","year","age_gr","quintil_oecd","n","percent","lower_confidence_percent","upper_confidence_percent"
"nicht erwerbstätig","2001","17-29","3","273","0.312685205560521","0.280459974536518","0.344910436584524"
"nicht erwerbstätig","2001","17-29","4","154","0.230567230988287","0.197004713076932","0.264129748899641"
"nicht erwerbstätig","2001","17-29","5 Einkommensstärkstes Quintil","86","0.287656920395808","0.233461484699429","0.341852356092187"
"nicht erwerbstätig","2001","30-45","1 Einkommensschwächstes Quintil","675","0.376901707966927","0.354318974555464","0.399484441378391"
"nicht erwerbstätig","2001","30-45","2","389","0.188007351659976","0.170870835962776","0.205143867357177"
"nicht erwerbstätig","2001","30-45","3","200","0.120611724396694","0.104201529995605","0.137021918797783"
"nicht erwerbstätig","2001","30-45","4","102","0.0663102912316955","0.0524497712800307","0.0801708111833604"
"nicht erwerbstätig","2001","30-45","5 Einkommensstärkstes Quintil","49","0.0652266482713839","0.0482323452912798","0.082220951251488"
"nicht erwerbstätig","2001","46-65","1 Einkommensschwächstes Quintil","912","0.635618926240135","0.610865170645194","0.660372681835076"
"nicht erwerbstätig","2001","46-65","2","826","0.480626086657377","0.456847890642586","0.504404282672169"
"nicht erwerbstätig","2001","46-65","3","590","0.387607170122501","0.362885680897509","0.412328659347493"
"nicht erwerbstätig","2001","46-65","4","423","0.301904462679593","0.277752882259793","0.326056043099394"
"nicht erwerbstätig","2001","46-65","5 Einkommensstärkstes Quintil","242","0.222851371253578","0.197880966662796","0.24782177584436"
"nicht erwerbstätig","2001","66","1 Einkommensschwächstes Quintil","","","",""
"nicht erwerbstätig","2001","66","2","","","",""
"nicht erwerbstätig","2001","66","3","","","",""
"nicht erwerbstätig","2001","66","4","","","",""
"nicht erwerbstätig","2001","66","5 Einkommensstärkstes Quintil","","","",""
"Andere","2001","17-29","1 Einkommensschwächstes Quintil","346","0.269634894800433","0.245180276758021","0.294089512842844"
"Andere","2001","17-29","2","256","0.212180000137488","0.188712623726608","0.235647376548368"
"Andere","2001","17-29","3","151","0.188551312775339","0.161361273311202","0.215741352239475"
"Andere","2001","17-29","4","80","0.130942502089905","0.104062148527906","0.157822855651903"
"Andere","2001","17-29","5 Einkommensstärkstes Quintil","39","0.163484405797456","0.119209679887901","0.20775913170701"
"Andere","2001","30-45","1 Einkommensschwächstes Quintil","116","0.072370408777855","0.060296386176568","0.0844444313791419"
"Andere","2001","30-45","2","117","0.0591584669795214","0.0488111976225959","0.069505736336447"
"Andere","2001","30-45","3","49","0.0296542130478357","0.0211067921365507","0.0382016339591207"
"Andere","2001","30-45","4","32","0.0282291783624141","0.0190030643960051","0.0374552923288231"
"Andere","2001","30-45","5 Einkommensstärkstes Quintil","12","","",""
"Andere","2001","46-65","1 Einkommensschwächstes Quintil","51","0.0421931978376647","0.0318530925177894","0.0525333031575401"
"Andere","2001","46-65","2","63","0.0370243774075728","0.0280379577514248","0.0460107970637207"
"Andere","2001","46-65","3","35","0.0269122784661065","0.0187009219271271","0.0351236350050859"
"Andere","2001","46-65","4","47","0.0298798754153021","0.0209230211893464","0.0388367296412579"
"Andere","2001","46-65","5 Einkommensstärkstes Quintil","22","","",""
"Andere","2001","66","1 Einkommensschwächstes Quintil","","","",""
"Andere","2001","66","2","","","",""
"Andere","2001","66","3","","","",""
"Andere","2001","66","4","","","",""
"Andere","2001","66","5 Einkommensstärkstes Quintil","","","",""
"voll erwerbstätig","2002","17-29","1 Einkommensschwächstes Quintil","183","0.168585551236959","0.14690977090133","0.190261331572589"
"voll erwerbstätig","2002","17-29","2","308","0.329674682458002","0.300421180414269","0.358928184501734"
"voll erwerbstätig","2002","17-29","3","300","0.434292390142741","0.399214171618907","0.469370608666575"
"voll erwerbstätig","2002","17-29","4","336","0.576208995521957","0.540337439902147","0.612080551141767"
"voll erwerbstätig","2002","17-29","5 Einkommensstärkstes Quintil","176","0.45303561886897","0.409705507177858","0.496365730560082"
"voll erwerbstätig","2002","30-45","1 Einkommensschwächstes Quintil","545","0.366454105948434","0.341567499422727","0.391340712474141"
"voll erwerbstätig","2002","30-45","2","1026","0.576603169195466","0.553707400196129","0.599498938194804"
"voll erwerbstätig","2002","30-45","3","919","0.675369723370124","0.651015783834358","0.699723662905889"
"voll erwerbstätig","2002","30-45","4","1034","0.749797178749715","0.727503481857967","0.772090875641462"
"voll erwerbstätig","2002","30-45","5 Einkommensstärkstes Quintil","991","0.816511111149703","0.795794455992796","0.83722776630661"
"voll erwerbstätig","2002","46-65","1 Einkommensschwächstes Quintil","330","0.239127006566533","0.216202886791494","0.262051126341573"
"voll erwerbstätig","2002","46-65","2","545","0.361699298535281","0.337480160103965","0.385918436966596"
"voll erwerbstätig","2002","46-65","3","668","0.45591771173314","0.430238026637277","0.481597396829003"
"voll erwerbstätig","2002","46-65","4","837","0.549279736921394","0.524049395768491","0.574510078074297"
"voll erwerbstätig","2002","46-65","5 Einkommensstärkstes Quintil","1316","0.627297991885919","0.606483478843695","0.648112504928143"
"voll erwerbstätig","2002","66","1 Einkommensschwächstes Quintil","","","",""
"voll erwerbstätig","2002","66","2","","","",""
"voll erwerbstätig","2002","66","3","","","",""
"voll erwerbstätig","2002","66","4","","","",""
"voll erwerbstätig","2002","66","5 Einkommensstärkstes Quintil","","","",""
"Teilzeit","2002","17-29","1 Einkommensschwächstes Quintil","49","0.046925376764116","0.0346813824463325","0.0591693710818996"
"Teilzeit","2002","17-29","2","49","0.0541641534221057","0.0400791771574705","0.0682491296867409"
"Teilzeit","2002","17-29","3","47","0.0614723755465923","0.0444737449070939","0.0784710061860907"
"Teilzeit","2002","17-29","4","29","","",""
"Teilzeit","2002","17-29","5 Einkommensstärkstes Quintil","18","","",""
"Teilzeit","2002","30-45","1 Einkommensschwächstes Quintil","205","0.146003500134832","0.127765529002885","0.16424147126678"
"Teilzeit","2002","30-45","2","295","0.158298134537994","0.14138360339252","0.175212665683467"
"Teilzeit","2002","30-45","3","223","0.15093257353665","0.132313138575746","0.169552008497554"
"Teilzeit","2002","30-45","4","214","0.130031975849232","0.112720232061993","0.147343719636471"
"Teilzeit","2002","30-45","5 Einkommensstärkstes Quintil","211","0.109557699130941","0.0928407105763848","0.126274687685497"
"Teilzeit","2002","46-65","1 Einkommensschwächstes Quintil","124","0.097642574261832","0.0816899851536879","0.113595163369976"
"Teilzeit","2002","46-65","2","153","0.114529745770802","0.0984781456502571","0.130581345891346"
"Teilzeit","2002","46-65","3","164","0.11115334935777","0.0949468631311536","0.127359835584387"
"Teilzeit","2002","46-65","4","193","0.128945514668161","0.111951398880332","0.14593963045599"
"Teilzeit","2002","46-65","5 Einkommensstärkstes Quintil","271","0.119325181058487","0.10537042399325","0.133279938123723"
"Teilzeit","2002","66","1 Einkommensschwächstes Quintil","","","",""
"Teilzeit","2002","66","2","","","",""
"Teilzeit","2002","66","3","","","",""
"Teilzeit","2002","66","4","","","",""
"Teilzeit","2002","66","5 Einkommensstärkstes Quintil","","","",""
"nicht erwerbstätig","2002","17-29","1 Einkommensschwächstes Quintil","620","0.527922200866682","0.499018894013955","0.556825507719409"
"nicht erwerbstätig","2002","17-29","2","425","0.398561182119094","0.368093776007913","0.429028588230275"
"nicht erwerbstätig","2002","17-29","3","272","0.313633602550985","0.280798399285905","0.346468805816064"
"nicht erwerbstätig","2002","17-29","4","226","0.214449680247036","0.184655322149073","0.244244038344998"
"nicht erwerbstätig","2002","17-29","5 Einkommensstärkstes Quintil","218","0.356978127707769","0.315274120413771","0.398682135001768"
"nicht erwerbstätig","2002","30-45","1 Einkommensschwächstes Quintil","592","0.413706599592425","0.388269325346527","0.439143873838324"
"nicht erwerbstätig","2002","30-45","2","370","0.20959610987781","0.190735355288969","0.228456864466651"
"nicht erwerbstätig","2002","30-45","3","209","0.126274644881022","0.108998395428925","0.14355089433312"
"nicht erwerbstätig","2002","30-45","4","155","0.0895687596072262","0.074870498921651","0.104267020292801"
"nicht erwerbstätig","2002","30-45","5 Einkommensstärkstes Quintil","106","0.0533762955087834","0.0413454374120721","0.0654071536054947"
"nicht erwerbstätig","2002","46-65","1 Einkommensschwächstes Quintil","819","0.613466587116145","0.587296133644975","0.639637040587316"
"nicht erwerbstätig","2002","46-65","2","753","0.482616784080949","0.457429602442471","0.507803965719427"
"nicht erwerbstätig","2002","46-65","3","566","0.397292101301019","0.37206179201173","0.422522410590307"
"nicht erwerbstätig","2002","46-65","4","416","0.292905318012716","0.269828538204046","0.315982097821386"
"nicht erwerbstätig","2002","46-65","5 Einkommensstärkstes Quintil","436","0.228078729827969","0.210016251590635","0.246141208065303"
"nicht erwerbstätig","2002","66","1 Einkommensschwächstes Quintil","","","",""
"nicht erwerbstätig","2002","66","2","","","",""
"nicht erwerbstätig","2002","66","3","","","",""
"nicht erwerbstätig","2002","66","4","","","",""
"nicht erwerbstätig","2002","66","5 Einkommensstärkstes Quintil","","","",""
"Andere","2002","17-29","1 Einkommensschwächstes Quintil","294","0.256566871132243","0.231281052049358","0.281852690215128"
"Andere","2002","17-29","2","210","0.217599982000799","0.191923465195688","0.24327649880591"
"Andere","2002","17-29","3","148","0.190601631759682","0.162804826884388","0.218398436634976"
"Andere","2002","17-29","4","138","0.160104643417913","0.133485205504832","0.186724081330994"
"Andere","2002","17-29","5 Einkommensstärkstes Quintil","95","0.156083590013037","0.124491929772614","0.18767525025346"
"Andere","2002","30-45","1 Einkommensschwächstes Quintil","98","0.0738357943243085","0.0603292478629297","0.0873423407856873"
"Andere","2002","30-45","2","98","0.0555025863887299","0.0448929642213312","0.0661122085561286"
"Andere","2002","30-45","3","69","0.047423058212204","0.0363683131952002","0.0584778032292079"
"Andere","2002","30-45","4","47","0.0306020857938266","0.0217368427883538","0.0394673287992993"
"Andere","2002","30-45","5 Einkommensstärkstes Quintil","33","0.0205548942105727","0.0129607056675065","0.0281490827536389"
"Andere","2002","46-65","1 Einkommensschwächstes Quintil","57","0.0497638320554894","0.0380770496868907","0.0614506144240881"
"Andere","2002","46-65","2","61","0.0411541716129685","0.0311414182385775","0.0511669249873596"
"Andere","2002","46-65","3","47","0.0356368376080713","0.0260784628789047","0.0451952123372379"
"Andere","2002","46-65","4","48","0.028869430397729","0.0203789803250533","0.0373598804704048"
"Andere","2002","46-65","5 Einkommensstärkstes Quintil","50","0.0252980972276257","0.0185383839430696","0.0320578105121817"
"Andere","2002","66","1 Einkommensschwächstes Quintil","","","",""
"Andere","2002","66","2","","","",""
"Andere","2002","66","3","","","",""
"Andere","2002","66","4","","","",""
"Andere","2002","66","5 Einkommensstärkstes Quintil","","","",""
"voll erwerbstätig","2003","17-29","1 Einkommensschwächstes Quintil","174","0.167710515147566","0.145731716417952","0.18968931387718"
"voll erwerbstätig","2003","17-29","2","284","0.320769456816183","0.291364840285034","0.350174073347331"
"voll erwerbstätig","2003","17-29","3","294","0.449075072188823","0.413595342604736","0.484554801772909"
"voll erwerbstätig","2003","17-29","4","330","0.520356599037942","0.484263933752462","0.556449264323422"
"voll erwerbstätig","2003","17-29","5 Einkommensstärkstes Quintil","129","0.393731326873036","0.347975797425621","0.439486856320451"
"voll erwerbstätig","2003","30-45","1 Einkommensschwächstes Quintil","475","0.346651731991877","0.321065598593637","0.372237865390118"
"voll erwerbstätig","2003","30-45","2","925","0.56910857962892","0.545379460843338","0.592837698414503"
"voll erwerbstätig","2003","30-45","3","899","0.654017588589226","0.629379993884278","0.678655183294175"
"voll erwerbstätig","2003","30-45","4","957","0.731971505635758","0.708499910074968","0.755443101196547"
"voll erwerbstätig","2003","30-45","5 Einkommensstärkstes Quintil","842","0.787978811137862","0.764199620827668","0.811758001448057"
"voll erwerbstätig","2003","46-65","1 Einkommensschwächstes Quintil","249","0.197892450079863","0.175517845869865","0.220267054289861"
"voll erwerbstätig","2003","46-65","2","547","0.369377701696452","0.344697017671612","0.394058385721293"
"voll erwerbstätig","2003","46-65","3","601","0.468274584483096","0.441386357098187","0.495162811868005"
"voll erwerbstätig","2003","46-65","4","891","0.533954878111802","0.509633192222619","0.558276564000985"
"voll erwerbstätig","2003","46-65","5 Einkommensstärkstes Quintil","1220","0.633741564889565","0.612336005250661","0.655147124528468"
"voll erwerbstätig","2003","66","1 Einkommensschwächstes Quintil","","","",""
"voll erwerbstätig","2003","66","2","","","",""
"voll erwerbstätig","2003","66","3","","","",""
"voll erwerbstätig","2003","66","4","","","",""
"voll erwerbstätig","2003","66","5 Einkommensstärkstes Quintil","","","",""
"Teilzeit","2003","17-29","1 Einkommensschwächstes Quintil","53","0.0577816480370494","0.0440552261378948","0.0715080699362041"
"Teilzeit","2003","17-29","2","51","0.0682054732230113","0.052324390674482","0.0840865557715405"
"Teilzeit","2003","17-29","3","45","0.0639722901751685","0.0465174885548485","0.0814270917954885"
"Teilzeit","2003","17-29","4","33","0.0484479967879082","0.0329361552285766","0.0639598383472399"
"Teilzeit","2003","17-29","5 Einkommensstärkstes Quintil","12","","",""
"Teilzeit","2003","30-45","1 Einkommensschwächstes Quintil","182","0.141842847731369","0.123085443632687","0.160600251830051"
"Teilzeit","2003","30-45","2","301","0.166280466991425","0.148438993188886","0.184121940793964"
"Teilzeit","2003","30-45","3","270","0.165542241382543","0.146292133130751","0.184792349634334"
"Teilzeit","2003","30-45","4","205","0.140089306256502","0.121697083868168","0.158481528644836"
"Teilzeit","2003","30-45","5 Einkommensstärkstes Quintil","187","0.135453510972611","0.115544968352083","0.155362053593138"
"Teilzeit","2003","46-65","1 Einkommensschwächstes Quintil","116","0.0964133469065384","0.079837415909417","0.11298927790366"
"Teilzeit","2003","46-65","2","157","0.115874307390956","0.0995066029412987","0.132242011840614"
"Teilzeit","2003","46-65","3","144","0.0981756499861438","0.0821420501525687","0.114209249819719"
"Teilzeit","2003","46-65","4","197","0.112916878371273","0.097486058467702","0.128347698274843"
"Teilzeit","2003","46-65","5 Einkommensstärkstes Quintil","281","0.134387754639933","0.119234070952084","0.149541438327782"
"Teilzeit","2003","66","1 Einkommensschwächstes Quintil","","","",""
"Teilzeit","2003","66","2","","","",""
"Teilzeit","2003","66","3","","","",""
"Teilzeit","2003","66","4","","","",""
"Teilzeit","2003","66","5 Einkommensstärkstes Quintil","","","",""
"nicht erwerbstätig","2003","17-29","1 Einkommensschwächstes Quintil","605","0.542787688761815","0.51348141825615","0.572093959267479"
"nicht erwerbstätig","2003","17-29","2","426","0.405855740406222","0.374921303745301","0.436790177067142"
"nicht erwerbstätig","2003","17-29","3","274","0.312396308195613","0.279336779221322","0.345455837169903"
"nicht erwerbstätig","2003","17-29","4","242","0.284113532402287","0.251531571345918","0.316695493458656"
"nicht erwerbstätig","2003","17-29","5 Einkommensstärkstes Quintil","212","0.414111510793037","0.36798217834756","0.460240843238513"
"nicht erwerbstätig","2003","30-45","1 Einkommensschwächstes Quintil","577","0.441349276141992","0.414653227019286","0.468045325264697"
"nicht erwerbstätig","2003","30-45","2","350","0.207238440512669","0.187815876120079","0.226661004905259"
"nicht erwerbstätig","2003","30-45","3","195","0.127897749166453","0.110599914711002","0.145195583621904"
"nicht erwerbstätig","2003","30-45","4","164","0.0993508693319919","0.0834994302796717","0.115202308384312"
"nicht erwerbstätig","2003","30-45","5 Einkommensstärkstes Quintil","84","0.060434378483259","0.0465714255373427","0.0742973314291753"
"nicht erwerbstätig","2003","46-65","1 Einkommensschwächstes Quintil","798","0.657899977702264","0.63125711210412","0.684542843300408"
"nicht erwerbstätig","2003","46-65","2","695","0.462929733877657","0.437431489104649","0.488427978650665"
"nicht erwerbstätig","2003","46-65","3","531","0.392852820561465","0.36653620128125","0.41916943984168"
"nicht erwerbstätig","2003","46-65","4","478","0.322540405154608","0.29974952090663","0.345331289402585"
"nicht erwerbstätig","2003","46-65","5 Einkommensstärkstes Quintil","393","0.204065966446103","0.186159887256612","0.221972045635594"
"nicht erwerbstätig","2003","66","1 Einkommensschwächstes Quintil","","","",""
"nicht erwerbstätig","2003","66","2","","","",""
"nicht erwerbstätig","2003","66","3","","","",""
"nicht erwerbstätig","2003","66","4","","","",""
"nicht erwerbstätig","2003","66","5 Einkommensstärkstes Quintil","","","",""
"Andere","2003","17-29","1 Einkommensschwächstes Quintil","278","0.23172014805357","0.206898636664284","0.256541659442856"
"Andere","2003","17-29","2","207","0.205169329554585","0.179730100803656","0.230608558305513"
"Andere","2003","17-29","3","142","0.174556329440396","0.147480227745696","0.201632431135097"
"Andere","2003","17-29","4","131","0.147081871771863","0.121493513047961","0.172670230495766"
"Andere","2003","17-29","5 Einkommensstärkstes Quintil","85","0.164232625623769","0.129536301943551","0.198928949303988"
"Andere","2003","30-45","1 Einkommensschwächstes Quintil","95","0.0701561441347623","0.0564244706140636","0.083887817655461"
"Andere","2003","30-45","2","97","0.0573725128669861","0.0462290003200095","0.0685160254139627"
"Andere","2003","30-45","3","68","0.0525424208617779","0.0409863150817814","0.0640985266417745"
"Andere","2003","30-45","4","42","0.0285883187757487","0.0197574992111752","0.0374191383403221"
"Andere","2003","30-45","5 Einkommensstärkstes Quintil","22","","",""
"Andere","2003","46-65","1 Einkommensschwächstes Quintil","55","0.0477942253113343","0.0358136529761418","0.0597747976465269"
"Andere","2003","46-65","2","70","0.0518182570349342","0.0404831822971691","0.0631533317726994"
"Andere","2003","46-65","3","47","0.0406969449692953","0.030049951512863","0.0513439384257275"
"Andere","2003","46-65","4","50","0.0305878383623176","0.0221921552534412","0.038983521471194"
"Andere","2003","46-65","5 Einkommensstärkstes Quintil","52","0.0278047140243992","0.0204998414449548","0.0351095866038436"
"Andere","2003","66","1 Einkommensschwächstes Quintil","","","",""
"Andere","2003","66","2","","","",""
"Andere","2003","66","3","","","",""
"Andere","2003","66","4","","","",""
"Andere","2003","66","5 Einkommensstärkstes Quintil","","","",""
"voll erwerbstätig","2004","17-29","1 Einkommensschwächstes Quintil","149","0.135466681270947","0.11518768088732","0.155745681654573"
"voll erwerbstätig","2004","17-29","2","302","0.345809407307789","0.316091303808014","0.375527510807563"
"voll erwerbstätig","2004","17-29","3","240","0.389307807515111","0.35344232670964","0.425173288320582"
"voll erwerbstätig","2004","17-29","4","314","0.514419741004356","0.477760091406851","0.551079390601861"
"voll erwerbstätig","2004","17-29","5 Einkommensstärkstes Quintil","160","0.466892090301534","0.421100946575081","0.512683234027987"
"voll erwerbstätig","2004","30-45","1 Einkommensschwächstes Quintil","443","0.345463405382136","0.319228083028624","0.371698727735648"
"voll erwerbstätig","2004","30-45","2","835","0.555532953748621","0.530707140871535","0.580358766625708"
"voll erwerbstätig","2004","30-45","3","809","0.646280333575677","0.620025851784153","0.672534815367201"
"voll erwerbstätig","2004","30-45","4","935","0.739962705886481","0.716458652259323","0.763466759513638"
"voll erwerbstätig","2004","30-45","5 Einkommensstärkstes Quintil","842","0.806217729623174","0.783027813067773","0.829407646178575"
"voll erwerbstätig","2004","46-65","1 Einkommensschwächstes Quintil","263","0.201411451968402","0.178710601989311","0.224112301947492"
"voll erwerbstätig","2004","46-65","2","547","0.385817781282307","0.360605257485989","0.411030305078624"
"voll erwerbstätig","2004","46-65","3","575","0.452356828733858","0.424907240790431","0.479806416677285"
"voll erwerbstätig","2004","46-65","4","833","0.53981903263121","0.514942243388435","0.564695821873984"
"voll erwerbstätig","2004","46-65","5 Einkommensstärkstes Quintil","1228","0.652624414754046","0.631376648438416","0.673872181069677"
"voll erwerbstätig","2004","66","1 Einkommensschwächstes Quintil","","","",""
"voll erwerbstätig","2004","66","2","","","",""
"voll erwerbstätig","2004","66","3","","","",""
"voll erwerbstätig","2004","66","4","","","",""
"voll erwerbstätig","2004","66","5 Einkommensstärkstes Quintil","","","",""
"Teilzeit","2004","17-29","1 Einkommensschwächstes Quintil","54","0.0429211211225626","0.030910960245886","0.0549312819992392"
"Teilzeit","2004","17-29","2","52","0.0649624168606156","0.0495632876700642","0.0803615460511669"
"Teilzeit","2004","17-29","3","44","0.0588237900088034","0.0415164275695692","0.0761311524480377"
"Teilzeit","2004","17-29","4","30","0.0574668936060245","0.0403960040378963","0.0745377831741526"
"Teilzeit","2004","17-29","5 Einkommensstärkstes Quintil","20","","",""
"Teilzeit","2004","30-45","1 Einkommensschwächstes Quintil","190","0.147151821472185","0.127606757429338","0.166696885515032"
"Teilzeit","2004","30-45","2","252","0.156018850106225","0.137889439263937","0.174148260948514"
"Teilzeit","2004","30-45","3","232","0.171625226353374","0.150920601258729","0.19232985144802"
"Teilzeit","2004","30-45","4","220","0.142489800309212","0.123760067995526","0.161219532622899"
"Teilzeit","2004","30-45","5 Einkommensstärkstes Quintil","154","0.108865776953141","0.0905917928315242","0.127139761074757"
"Teilzeit","2004","46-65","1 Einkommensschwächstes Quintil","101","0.0967395464345482","0.0800075785966356","0.113471514272461"
"Teilzeit","2004","46-65","2","155","0.105125225499412","0.0892393488790417","0.121011102119783"
"Teilzeit","2004","46-65","3","168","0.128053515258317","0.109625138447958","0.146481892068677"
"Teilzeit","2004","46-65","4","216","0.129403998722687","0.112651172385115","0.14615682506026"
"Teilzeit","2004","46-65","5 Einkommensstärkstes Quintil","258","0.113104514257102","0.0989707394038675","0.127238289110337"
"Teilzeit","2004","66","1 Einkommensschwächstes Quintil","","","",""
"Teilzeit","2004","66","2","","","",""
"Teilzeit","2004","66","3","","","",""
"Teilzeit","2004","66","4","","","",""
"Teilzeit","2004","66","5 Einkommensstärkstes Quintil","","","",""
"nicht erwerbstätig","2004","17-29","1 Einkommensschwächstes Quintil","604","0.548227424558558","0.518737087224253","0.577717761892863"
"nicht erwerbstätig","2004","17-29","2","442","0.405401946109207","0.374725489173286","0.436078403045128"
"nicht erwerbstätig","2004","17-29","3","286","0.368796501338292","0.333307235800802","0.404285766875782"
"nicht erwerbstätig","2004","17-29","4","249","0.292331283356608","0.258969317737248","0.325693248975968"
"nicht erwerbstätig","2004","17-29","5 Einkommensstärkstes Quintil","200","0.358044039157977","0.314040611070514","0.402047467245439"
"nicht erwerbstätig","2004","30-45","1 Einkommensschwächstes Quintil","535","0.42329896460712","0.396039496205245","0.450558433008995"
"nicht erwerbstätig","2004","30-45","2","352","0.234238822467694","0.213079347292298","0.25539829764309"
"nicht erwerbstätig","2004","30-45","3","169","0.134855217450271","0.116099155852712","0.153611279047831"
"nicht erwerbstätig","2004","30-45","4","133","0.0813351171657768","0.0666884895407384","0.0959817447908151"
"nicht erwerbstätig","2004","30-45","5 Einkommensstärkstes Quintil","88","0.0636154752637684","0.0492960859893051","0.0779348645382316"
"nicht erwerbstätig","2004","46-65","1 Einkommensschwächstes Quintil","756","0.625607371716178","0.598213521757947","0.653001221674409"
"nicht erwerbstätig","2004","46-65","2","658","0.46410387016021","0.438273865331308","0.489933874989112"
"nicht erwerbstätig","2004","46-65","3","467","0.375842404306354","0.349131017609874","0.402553791002835"
"nicht erwerbstätig","2004","46-65","4","445","0.299202940367436","0.276347743409579","0.322058137325293"
"nicht erwerbstätig","2004","46-65","5 Einkommensstärkstes Quintil","389","0.206673015673165","0.188603355761114","0.224742675585216"
"nicht erwerbstätig","2004","66","1 Einkommensschwächstes Quintil","","","",""
"nicht erwerbstätig","2004","66","2","","","",""
"nicht erwerbstätig","2004","66","3","","","",""
"nicht erwerbstätig","2004","66","4","","","",""
"nicht erwerbstätig","2004","66","5 Einkommensstärkstes Quintil","","","",""
"Andere","2004","17-29","1 Einkommensschwächstes Quintil","287","0.273384773047932","0.246974138354514","0.299795407741351"
"Andere","2004","17-29","2","188","0.183826229722388","0.159624545028415","0.208027914416361"
"Andere","2004","17-29","3","140","0.183071901137793","0.154625870101585","0.211517932174001"
"Andere","2004","17-29","4","121","0.135782082033011","0.110655590567766","0.160908573498257"
"Andere","2004","17-29","5 Einkommensstärkstes Quintil","76","0.137500781980458","0.105892738891969","0.169108825068947"
"Andere","2004","30-45","1 Einkommensschwächstes Quintil","94","0.0840858085385586","0.0687746814993698","0.0993969355777475"
"Andere","2004","30-45","2","100","0.0542093736774591","0.0428967463959988","0.0655220009589194"
"Andere","2004","30-45","3","64","0.0472392226206777","0.035589738783953","0.0588887064574025"
"Andere","2004","30-45","4","50","0.0362123766385303","0.0262022580821464","0.0462224951949142"
"Andere","2004","30-45","5 Einkommensstärkstes Quintil","32","0.0213010181599168","0.0128298999274035","0.0297721363924301"
"Andere","2004","46-65","1 Einkommensschwächstes Quintil","79","0.0762416298808727","0.0612201133954126","0.0912631463663328"
"Andere","2004","46-65","2","72","0.0449531230580708","0.0342214147224872","0.0556848313936544"
"Andere","2004","46-65","3","53","0.0437472517014704","0.0324672763316607","0.05502722707128"
"Andere","2004","46-65","4","48","0.031574028278667","0.0228462417579341","0.0403018147993998"
"Andere","2004","46-65","5 Einkommensstärkstes Quintil","54","0.0275980553156866","0.020287605048825","0.0349085055825483"
"Andere","2004","66","1 Einkommensschwächstes Quintil","","","",""
"Andere","2004","66","2","","","",""
"Andere","2004","66","3","","","",""
"Andere","2004","66","4","","","",""
"Andere","2004","66","5 Einkommensstärkstes Quintil","","","",""
"voll erwerbstätig","2005","17-29","1 Einkommensschwächstes Quintil","142","0.117069088763465","0.0983403144042885","0.135797863122642"
"voll erwerbstätig","2005","17-29","2","234","0.297518087854859","0.267330083981944","0.327706091727773"
"voll erwerbstätig","2005","17-29","3","242","0.414746859419553","0.377102615942023","0.452391102897083"
"voll erwerbstätig","2005","17-29","4","324","0.511047060117319","0.474381108322665","0.547713011911974"
"voll erwerbstätig","2005","17-29","5 Einkommensstärkstes Quintil","158","0.498315840121222","0.451755754683814","0.54487592555863"
"voll erwerbstätig","2005","30-45","1 Einkommensschwächstes Quintil","402","0.327539635375069","0.301161348927937","0.353917921822202"
"voll erwerbstätig","2005","30-45","2","736","0.541532992572247","0.515022080355177","0.568043904789317"
"voll erwerbstätig","2005","30-45","3","713","0.633828590328813","0.606259196741094","0.661397983916531"
"voll erwerbstätig","2005","30-45","4","862","0.745108929508206","0.72082324013424","0.769394618882172"
"voll erwerbstätig","2005","30-45","5 Einkommensstärkstes Quintil","854","0.802112900905185","0.778622336926862","0.825603464883509"
"voll erwerbstätig","2005","46-65","1 Einkommensschwächstes Quintil","272","0.219344729900231","0.195804213713926","0.242885246086536"
"voll erwerbstätig","2005","46-65","2","478","0.36166087956234","0.335779906782804","0.387541852341875"
"voll erwerbstätig","2005","46-65","3","551","0.463822257124569","0.435235096688504","0.492409417560634"
"voll erwerbstätig","2005","46-65","4","801","0.563458744737099","0.53790482457326","0.589012664900939"
"voll erwerbstätig","2005","46-65","5 Einkommensstärkstes Quintil","1183","0.657872277464871","0.636478028857167","0.679266526072576"
"voll erwerbstätig","2005","66","1 Einkommensschwächstes Quintil","","","",""
"voll erwerbstätig","2005","66","2","","","",""
"voll erwerbstätig","2005","66","3","","","",""
"voll erwerbstätig","2005","66","4","","","",""
"voll erwerbstätig","2005","66","5 Einkommensstärkstes Quintil","","","",""
"Teilzeit","2005","17-29","1 Einkommensschwächstes Quintil","49","0.0531841910633815","0.0401119843468057","0.0662563977799573"
"Teilzeit","2005","17-29","2","46","0.0535878785269414","0.0387171047837091","0.0684586522701738"
"Teilzeit","2005","17-29","3","36","0.0556161851700334","0.0381052229879063","0.0731271473521605"
"Teilzeit","2005","17-29","4","38","0.0658477042743988","0.047655800633468","0.0840396079153296"
"Teilzeit","2005","17-29","5 Einkommensstärkstes Quintil","11","","",""
"Teilzeit","2005","30-45","1 Einkommensschwächstes Quintil","164","0.145558608676744","0.125736886228423","0.165380331125065"
"Teilzeit","2005","30-45","2","219","0.15506637589562","0.135807617616568","0.174325134174673"
"Teilzeit","2005","30-45","3","228","0.18360573833226","0.161449696224739","0.20576178043978"
"Teilzeit","2005","30-45","4","210","0.145506994877863","0.12585713612682","0.165156853628906"
"Teilzeit","2005","30-45","5 Einkommensstärkstes Quintil","151","0.121271686925408","0.102024202747027","0.14051917110379"
