"erwst","year","bildungsniveau","regtyp","n","percent","lower_confidence_percent","upper_confidence_percent"
"Andere","1992","(Fach-)Abitur","Staedtischer Raum","70","0.0966416402046243","0.0749080688805943","0.118375211528654"
"Andere","1992","(noch) kein Abschluss","Laendlicher Raum","20","","",""
"Andere","1992","(noch) kein Abschluss","Staedtischer Raum","9","0.017196687185416","0.00757978416566685","0.0268135902051651"
"Andere","1992","AkademikerIn","Laendlicher Raum","6","0.00690951202338639","0.000476764972391155","0.0133422590743816"
"Andere","1992","AkademikerIn","Staedtischer Raum","21","","",""
"Andere","1992","Hauptschule","Laendlicher Raum","69","0.029109101889233","0.022058577942758","0.036159625835708"
"Andere","1992","Hauptschule","Staedtischer Raum","170","","",""
"Andere","1992","Realschule","Laendlicher Raum","103","","",""
"Andere","1992","Realschule","Staedtischer Raum","139","","",""
"nicht erwerbstätig","1992","(Fach-)Abitur","Laendlicher Raum","84","0.476770728281203","0.404603506347213","0.548937950215193"
"nicht erwerbstätig","1992","(Fach-)Abitur","Staedtischer Raum","285","","",""
"nicht erwerbstätig","1992","(noch) kein Abschluss","Laendlicher Raum","95","0.621234138959309","0.548100394545083","0.694367883373536"
"nicht erwerbstätig","1992","(noch) kein Abschluss","Staedtischer Raum","412","0.665278744175392","0.630370901900724","0.70018658645006"
"nicht erwerbstätig","1992","AkademikerIn","Laendlicher Raum","165","","",""
"nicht erwerbstätig","1992","AkademikerIn","Staedtischer Raum","230","","",""
"nicht erwerbstätig","1992","Hauptschule","Laendlicher Raum","1069","","",""
"nicht erwerbstätig","1992","Hauptschule","Staedtischer Raum","1805","","",""
"nicht erwerbstätig","1992","Realschule","Laendlicher Raum","375","0.328547209728147","0.303276393901108","0.353818025555186"
"nicht erwerbstätig","1992","Realschule","Staedtischer Raum","548","0.368578572142226","0.345813017219263","0.391344127065188"
"Teilzeit","1992","(Fach-)Abitur","Laendlicher Raum","6","0.0478985216332162","0.0170423633319023","0.0787546799345301"
"Teilzeit","1992","(Fach-)Abitur","Staedtischer Raum","57","0.0802359759409797","0.0602538498273407","0.100218102054619"
"Teilzeit","1992","(noch) kein Abschluss","Laendlicher Raum","3","","",""
"Teilzeit","1992","(noch) kein Abschluss","Staedtischer Raum","36","0.0377368220542269","0.0236403923285908","0.051833251779863"
"Teilzeit","1992","AkademikerIn","Laendlicher Raum","27","","",""
"Teilzeit","1992","AkademikerIn","Staedtischer Raum","79","0.0930440180948995","0.0749303272125675","0.111157708977232"
"Teilzeit","1992","Hauptschule","Laendlicher Raum","146","","",""
"Teilzeit","1992","Hauptschule","Staedtischer Raum","325","0.0737374230518269","0.0659469019149404","0.0815279441887135"
"Teilzeit","1992","Realschule","Laendlicher Raum","98","0.0789153525766466","0.0644095035883436","0.0934212015649497"
"Teilzeit","1992","Realschule","Staedtischer Raum","151","","",""
"voll erwerbstätig","1992","(Fach-)Abitur","Laendlicher Raum","73","0.344440012834647","0.275780266130615","0.41309975953868"
"voll erwerbstätig","1992","(Fach-)Abitur","Staedtischer Raum","298","","",""
"voll erwerbstätig","1992","(noch) kein Abschluss","Laendlicher Raum","51","0.218786984636973","0.15645654139802","0.281117427875927"
"voll erwerbstätig","1992","(noch) kein Abschluss","Staedtischer Raum","245","","",""
"voll erwerbstätig","1992","AkademikerIn","Laendlicher Raum","439","0.657490784143024","0.620638930260815","0.694342638025233"
"voll erwerbstätig","1992","AkademikerIn","Staedtischer Raum","658","0.630696513902552","0.600603094513699","0.660789933291406"
"voll erwerbstätig","1992","Hauptschule","Laendlicher Raum","900","0.362490367235802","0.342329306183628","0.382651428287976"
"voll erwerbstätig","1992","Hauptschule","Staedtischer Raum","2023","","",""
"voll erwerbstätig","1992","Realschule","Laendlicher Raum","751","0.517276196258086","0.490390379524948","0.544162012991225"
"voll erwerbstätig","1992","Realschule","Staedtischer Raum","887","0.489147946563037","0.465558311061402","0.512737582064672"
"Andere","1993","(Fach-)Abitur","Laendlicher Raum","34","0.144049627315388","0.095626507315263","0.192472747315513"
"Andere","1993","(Fach-)Abitur","Staedtischer Raum","72","0.0996517793332533","0.0775880334808857","0.121715525185621"
"Andere","1993","(noch) kein Abschluss","Laendlicher Raum","14","","",""
"Andere","1993","(noch) kein Abschluss","Staedtischer Raum","12","","",""
"Andere","1993","AkademikerIn","Laendlicher Raum","8","0.0114775802926167","0.00312681045445889","0.0198283501307745"
"Andere","1993","AkademikerIn","Staedtischer Raum","19","","",""
"Andere","1993","Hauptschule","Laendlicher Raum","82","0.0387298932363768","0.0305183719096774","0.0469414145630761"
"Andere","1993","Hauptschule","Staedtischer Raum","170","","",""
"Andere","1993","Realschule","Laendlicher Raum","111","","",""
"Andere","1993","Realschule","Staedtischer Raum","145","","",""
"nicht erwerbstätig","1993","(Fach-)Abitur","Laendlicher Raum","85","0.414260412209839","0.34633044399026","0.482190380429419"
"nicht erwerbstätig","1993","(Fach-)Abitur","Staedtischer Raum","294","","",""
"nicht erwerbstätig","1993","(noch) kein Abschluss","Laendlicher Raum","106","","",""
"nicht erwerbstätig","1993","(noch) kein Abschluss","Staedtischer Raum","398","0.651472670020809","0.615631702558045","0.687313637483573"
"nicht erwerbstätig","1993","AkademikerIn","Laendlicher Raum","166","","",""
"nicht erwerbstätig","1993","AkademikerIn","Staedtischer Raum","233","","",""
"nicht erwerbstätig","1993","Hauptschule","Laendlicher Raum","1093","","",""
"nicht erwerbstätig","1993","Hauptschule","Staedtischer Raum","1820","","",""
"nicht erwerbstätig","1993","Realschule","Laendlicher Raum","380","0.326551190702757","0.301479917629795","0.351622463775719"
"nicht erwerbstätig","1993","Realschule","Staedtischer Raum","549","0.362821174904397","0.340306897120556","0.385335452688237"
"Teilzeit","1993","(Fach-)Abitur","Laendlicher Raum","9","0.036047526222056","0.0103413221687558","0.0617537302753562"
"Teilzeit","1993","(Fach-)Abitur","Staedtischer Raum","55","0.0881466844312158","0.0672634894399659","0.109029879422466"
"Teilzeit","1993","(noch) kein Abschluss","Laendlicher Raum","2","","",""
"Teilzeit","1993","(noch) kein Abschluss","Staedtischer Raum","41","0.0418339745015785","0.0267749045247988","0.0568930444783582"
"Teilzeit","1993","AkademikerIn","Laendlicher Raum","36","0.056127559839299","0.0380827289702331","0.074172390708365"
"Teilzeit","1993","AkademikerIn","Staedtischer Raum","81","0.0909961407237899","0.0732678500592054","0.108724431388374"
"Teilzeit","1993","Hauptschule","Laendlicher Raum","140","","",""
"Teilzeit","1993","Hauptschule","Staedtischer Raum","296","","",""
"Teilzeit","1993","Realschule","Laendlicher Raum","89","0.0743064494336139","0.0602849218510357","0.0883279770161921"
"Teilzeit","1993","Realschule","Staedtischer Raum","153","","",""
"voll erwerbstätig","1993","(Fach-)Abitur","Laendlicher Raum","74","0.405642434252717","0.337930067482169","0.473354801023265"
"voll erwerbstätig","1993","(Fach-)Abitur","Staedtischer Raum","287","","",""
"voll erwerbstätig","1993","(noch) kein Abschluss","Laendlicher Raum","49","0.215994587085015","0.154316485171504","0.277672688998527"
"voll erwerbstätig","1993","(noch) kein Abschluss","Staedtischer Raum","228","","",""
"voll erwerbstätig","1993","AkademikerIn","Laendlicher Raum","415","0.61620088344142","0.578074884978746","0.654326881904093"
"voll erwerbstätig","1993","AkademikerIn","Staedtischer Raum","678","0.629190227173671","0.59941609697068","0.658964357376663"
"voll erwerbstätig","1993","Hauptschule","Laendlicher Raum","806","0.329439005875528","0.309436499854884","0.349441511896171"
"voll erwerbstätig","1993","Hauptschule","Staedtischer Raum","1940","","",""
"voll erwerbstätig","1993","Realschule","Laendlicher Raum","764","0.52926171828065","0.502576334273715","0.555947102287584"
"voll erwerbstätig","1993","Realschule","Staedtischer Raum","905","0.488918838373173","0.465511913440055","0.51232576330629"
"Andere","1994","(Fach-)Abitur","Laendlicher Raum","44","0.167132826249377","0.117719420860049","0.216546231638706"
"Andere","1994","(Fach-)Abitur","Staedtischer Raum","76","0.100659659469459","0.0784025223894956","0.122916796549422"
"Andere","1994","(noch) kein Abschluss","Laendlicher Raum","15","","",""
"Andere","1994","(noch) kein Abschluss","Staedtischer Raum","13","","",""
"Andere","1994","AkademikerIn","Laendlicher Raum","9","0.0154610819129613","0.00575735255026566","0.0251648112756569"
"Andere","1994","AkademikerIn","Staedtischer Raum","28","","",""
"Andere","1994","Hauptschule","Laendlicher Raum","68","0.0335289881148531","0.0256904872578689","0.0413674889718372"
"Andere","1994","Hauptschule","Staedtischer Raum","155","","",""
"Andere","1994","Realschule","Laendlicher Raum","118","","",""
"Andere","1994","Realschule","Staedtischer Raum","119","","",""
"nicht erwerbstätig","1994","(Fach-)Abitur","Laendlicher Raum","83","0.374878597032016","0.310764498419483","0.43899269564455"
"nicht erwerbstätig","1994","(Fach-)Abitur","Staedtischer Raum","298","","",""
"nicht erwerbstätig","1994","(noch) kein Abschluss","Laendlicher Raum","104","","",""
"nicht erwerbstätig","1994","(noch) kein Abschluss","Staedtischer Raum","432","0.706218135297134","0.671932265737872","0.740504004856395"
"nicht erwerbstätig","1994","AkademikerIn","Laendlicher Raum","162","","",""
"nicht erwerbstätig","1994","AkademikerIn","Staedtischer Raum","235","","",""
"nicht erwerbstätig","1994","Hauptschule","Laendlicher Raum","1088","","",""
"nicht erwerbstätig","1994","Hauptschule","Staedtischer Raum","1887","","",""
"nicht erwerbstätig","1994","Realschule","Laendlicher Raum","373","0.335060564823362","0.309597315138024","0.360523814508701"
"nicht erwerbstätig","1994","Realschule","Staedtischer Raum","552","0.363627722418148","0.340946819436003","0.386308625400294"
"Teilzeit","1994","(Fach-)Abitur","Laendlicher Raum","9","0.0451287931808642","0.0176355931111515","0.0726219932505769"
"Teilzeit","1994","(Fach-)Abitur","Staedtischer Raum","49","0.0785201903639946","0.0586220211937649","0.0984183595342244"
"Teilzeit","1994","(noch) kein Abschluss","Laendlicher Raum","5","0.0127386358195585","-0.00411917446499609","0.0295964461041131"
"Teilzeit","1994","(noch) kein Abschluss","Staedtischer Raum","34","0.0395116140718005","0.0248479774930673","0.0541752506505337"
"Teilzeit","1994","AkademikerIn","Laendlicher Raum","36","0.0502858366383101","0.0330979853116676","0.0674736879649526"
"Teilzeit","1994","AkademikerIn","Staedtischer Raum","86","0.0849121775238747","0.0679052986141537","0.101919056433596"
"Teilzeit","1994","Hauptschule","Laendlicher Raum","128","","",""
"Teilzeit","1994","Hauptschule","Staedtischer Raum","275","","",""
"Teilzeit","1994","Realschule","Laendlicher Raum","99","0.0868180665262222","0.0716285190501106","0.102007614002334"
"Teilzeit","1994","Realschule","Staedtischer Raum","144","","",""
"voll erwerbstätig","1994","(Fach-)Abitur","Laendlicher Raum","83","0.412859783537742","0.347652180218473","0.478067386857012"
"voll erwerbstätig","1994","(Fach-)Abitur","Staedtischer Raum","279","","",""
"voll erwerbstätig","1994","(noch) kein Abschluss","Laendlicher Raum","46","0.229019759250064","0.165853998486706","0.292185520013423"
"voll erwerbstätig","1994","(noch) kein Abschluss","Staedtischer Raum","199","","",""
"voll erwerbstätig","1994","AkademikerIn","Laendlicher Raum","414","0.615092377923657","0.57682306022882","0.653361695618495"
"voll erwerbstätig","1994","AkademikerIn","Staedtischer Raum","683","0.622412631418352","0.59283549189843","0.651989770938274"
"voll erwerbstätig","1994","Hauptschule","Laendlicher Raum","742","0.315816552091537","0.295575545976121","0.336057558206953"
"voll erwerbstätig","1994","Hauptschule","Staedtischer Raum","1760","","",""
"voll erwerbstätig","1994","Realschule","Laendlicher Raum","730","0.497533212536028","0.470560424203892","0.524506000868163"
"voll erwerbstätig","1994","Realschule","Staedtischer Raum","913","0.494822904958983","0.471249465912731","0.518396344005235"
"Andere","1995","(Fach-)Abitur","Laendlicher Raum","44","0.140555142801823","0.0976430001807982","0.183467285422848"
"Andere","1995","(Fach-)Abitur","Staedtischer Raum","83","0.106657666949713","0.0853871116836829","0.127928222215743"
"Andere","1995","(noch) kein Abschluss","Laendlicher Raum","9","0.0604256156964275","0.0260905128201131","0.0947607185727418"
"Andere","1995","(noch) kein Abschluss","Staedtischer Raum","15","","",""
"Andere","1995","AkademikerIn","Laendlicher Raum","10","","",""
"Andere","1995","AkademikerIn","Staedtischer Raum","27","","",""
"Andere","1995","Hauptschule","Laendlicher Raum","90","0.0413188295699198","0.0326737238549677","0.049963935284872"
"Andere","1995","Hauptschule","Staedtischer Raum","164","","",""
"Andere","1995","Realschule","Laendlicher Raum","122","","",""
"Andere","1995","Realschule","Staedtischer Raum","140","","",""
"nicht erwerbstätig","1995","(Fach-)Abitur","Laendlicher Raum","97","0.394989460061723","0.33463323845565","0.455345681667796"
"nicht erwerbstätig","1995","(Fach-)Abitur","Staedtischer Raum","343","0.414826499752838","0.380875747490277","0.4487772520154"
"nicht erwerbstätig","1995","(noch) kein Abschluss","Laendlicher Raum","134","","",""
"nicht erwerbstätig","1995","(noch) kein Abschluss","Staedtischer Raum","462","0.724241335691938","0.691040446991533","0.757442224392344"
"nicht erwerbstätig","1995","AkademikerIn","Laendlicher Raum","164","","",""
"nicht erwerbstätig","1995","AkademikerIn","Staedtischer Raum","245","","",""
"nicht erwerbstätig","1995","Hauptschule","Laendlicher Raum","1067","","",""
"nicht erwerbstätig","1995","Hauptschule","Staedtischer Raum","1897","","",""
"nicht erwerbstätig","1995","Realschule","Laendlicher Raum","336","0.283877232715536","0.259958355609089","0.307796109821982"
"nicht erwerbstätig","1995","Realschule","Staedtischer Raum","549","0.376931408210446","0.354232544814877","0.399630271606016"
"Teilzeit","1995","(Fach-)Abitur","Laendlicher Raum","12","","",""
"Teilzeit","1995","(Fach-)Abitur","Staedtischer Raum","63","0.0858025410113093","0.0665031364575779","0.105101945565041"
"Teilzeit","1995","(noch) kein Abschluss","Laendlicher Raum","4","0.0118145265870521","-0.00375550958360543","0.0273845627577096"
"Teilzeit","1995","(noch) kein Abschluss","Staedtischer Raum","32","0.0325275309462067","0.0193483528074801","0.0457067090849333"
"Teilzeit","1995","AkademikerIn","Laendlicher Raum","47","0.0713190174423311","0.0515950095060422","0.09104302537862"
"Teilzeit","1995","AkademikerIn","Staedtischer Raum","112","","",""
"Teilzeit","1995","Hauptschule","Laendlicher Raum","128","","",""
"Teilzeit","1995","Hauptschule","Staedtischer Raum","286","","",""
"Teilzeit","1995","Realschule","Laendlicher Raum","120","","",""
"Teilzeit","1995","Realschule","Staedtischer Raum","153","","",""
"voll erwerbstätig","1995","(Fach-)Abitur","Laendlicher Raum","99","0.421419435823378","0.360453531299269","0.482385340347487"
"voll erwerbstätig","1995","(Fach-)Abitur","Staedtischer Raum","320","0.392713292286139","0.359061475287662","0.426365109284617"
"voll erwerbstätig","1995","(noch) kein Abschluss","Laendlicher Raum","38","0.165901277576662","0.112297447718224","0.2195051074351"
"voll erwerbstätig","1995","(noch) kein Abschluss","Staedtischer Raum","187","","",""
"voll erwerbstätig","1995","AkademikerIn","Laendlicher Raum","433","0.603669882974029","0.566182294015028","0.641157471933031"
"voll erwerbstätig","1995","AkademikerIn","Staedtischer Raum","715","0.610754662679985","0.581928001080681","0.639581324279288"
"voll erwerbstätig","1995","Hauptschule","Laendlicher Raum","751","0.313258996280703","0.293112131589761","0.333405860971645"
"voll erwerbstätig","1995","Hauptschule","Staedtischer Raum","1741","","",""
"voll erwerbstätig","1995","Realschule","Laendlicher Raum","787","0.535755010673215","0.509298138526641","0.56221188281979"
"voll erwerbstätig","1995","Realschule","Staedtischer Raum","909","0.483089583994849","0.459683621943444","0.506495546046255"
"Andere","1996","(Fach-)Abitur","Laendlicher Raum","31","0.119325269927298","0.078312750381419","0.160337789473176"
"Andere","1996","(Fach-)Abitur","Staedtischer Raum","73","0.0935911672493843","0.07326810788389","0.113914226614879"
"Andere","1996","(noch) kein Abschluss","Laendlicher Raum","7","0.031051845255856","0.00638774556282045","0.0557159449488916"
"Andere","1996","(noch) kein Abschluss","Staedtischer Raum","15","","",""
"Andere","1996","AkademikerIn","Laendlicher Raum","9","0.0116328128917957","0.00340232038401338","0.0198633053995781"
"Andere","1996","AkademikerIn","Staedtischer Raum","22","","",""
"Andere","1996","Hauptschule","Laendlicher Raum","81","0.0310402720404283","0.0234396573593754","0.0386408867214812"
"Andere","1996","Hauptschule","Staedtischer Raum","163","","",""
"Andere","1996","Realschule","Laendlicher Raum","117","","",""
"Andere","1996","Realschule","Staedtischer Raum","143","","",""
"nicht erwerbstätig","1996","(Fach-)Abitur","Laendlicher Raum","86","0.368917979242981","0.307872953042503","0.429963005443459"
"nicht erwerbstätig","1996","(Fach-)Abitur","Staedtischer Raum","318","0.377989630080079","0.344156019628713","0.411823240531444"
"nicht erwerbstätig","1996","(noch) kein Abschluss","Laendlicher Raum","144","","",""
"nicht erwerbstätig","1996","(noch) kein Abschluss","Staedtischer Raum","435","0.724774881946634","0.690466266111122","0.759083497782145"
"nicht erwerbstätig","1996","AkademikerIn","Laendlicher Raum","174","","",""
"nicht erwerbstätig","1996","AkademikerIn","Staedtischer Raum","261","","",""
"nicht erwerbstätig","1996","Hauptschule","Laendlicher Raum","1048","","",""
"nicht erwerbstätig","1996","Hauptschule","Staedtischer Raum","1867","","",""
"nicht erwerbstätig","1996","Realschule","Laendlicher Raum","383","0.312481021231724","0.287901302459901","0.337060740003547"
"nicht erwerbstätig","1996","Realschule","Staedtischer Raum","540","0.36952272729804","0.346908364150836","0.392137090445244"
"Teilzeit","1996","(Fach-)Abitur","Laendlicher Raum","14","","",""
"Teilzeit","1996","(Fach-)Abitur","Staedtischer Raum","88","0.122540516857277","0.0996601502231547","0.1454208834914"
"Teilzeit","1996","(noch) kein Abschluss","Laendlicher Raum","4","0.0236192199181864","0.0020261855304056","0.0452122543059672"
"Teilzeit","1996","(noch) kein Abschluss","Staedtischer Raum","37","0.0498630692398279","0.0331429180622241","0.0665832204174316"
"Teilzeit","1996","AkademikerIn","Laendlicher Raum","47","0.0777551888598135","0.0572004438451988","0.0983099338744282"
"Teilzeit","1996","AkademikerIn","Staedtischer Raum","110","","",""
"Teilzeit","1996","Hauptschule","Laendlicher Raum","144","","",""
"Teilzeit","1996","Hauptschule","Staedtischer Raum","287","","",""
"Teilzeit","1996","Realschule","Laendlicher Raum","121","","",""
"Teilzeit","1996","Realschule","Staedtischer Raum","177","","",""
"voll erwerbstätig","1996","(Fach-)Abitur","Laendlicher Raum","109","","",""
"voll erwerbstätig","1996","(Fach-)Abitur","Staedtischer Raum","310","0.40587868581326","0.371614116394147","0.440143255232372"
"voll erwerbstätig","1996","(noch) kein Abschluss","Laendlicher Raum","35","0.139605133233998","0.0903251116244611","0.188885154843535"
"voll erwerbstätig","1996","(noch) kein Abschluss","Staedtischer Raum","164","","",""
"voll erwerbstätig","1996","AkademikerIn","Laendlicher Raum","422","0.583588600096392","0.545749656919995","0.62142754327279"
"voll erwerbstätig","1996","AkademikerIn","Staedtischer Raum","719","0.603929389898902","0.575183544303819","0.632675235493985"
"voll erwerbstätig","1996","Hauptschule","Laendlicher Raum","727","0.316021899425742","0.29564618800539","0.336397610846094"
"voll erwerbstätig","1996","Hauptschule","Staedtischer Raum","1628","","",""
"voll erwerbstätig","1996","Realschule","Laendlicher Raum","745","0.500178043236004","0.473662976889879","0.526693109582129"
"voll erwerbstätig","1996","Realschule","Staedtischer Raum","890","0.474267040748428","0.450872035811142","0.497662045685714"
"Andere","1997","(Fach-)Abitur","Laendlicher Raum","20","","",""
"Andere","1997","(Fach-)Abitur","Staedtischer Raum","86","0.0977279447647213","0.077034252545577","0.118421636983866"
"Andere","1997","(noch) kein Abschluss","Laendlicher Raum","5","0.0218383235608626","0.00148054126281374","0.0421961058589114"
"Andere","1997","(noch) kein Abschluss","Staedtischer Raum","14","","",""
"Andere","1997","AkademikerIn","Laendlicher Raum","8","0.0156354075336341","0.00620631575450142","0.0250644993127668"
"Andere","1997","AkademikerIn","Staedtischer Raum","24","","",""
"Andere","1997","Hauptschule","Laendlicher Raum","74","0.0287878757130312","0.0213337961981007","0.0362419552279617"
"Andere","1997","Hauptschule","Staedtischer Raum","144","","",""
"Andere","1997","Realschule","Laendlicher Raum","118","","",""
"Andere","1997","Realschule","Staedtischer Raum","137","","",""
"nicht erwerbstätig","1997","(Fach-)Abitur","Laendlicher Raum","82","0.392606135096973","0.329080516350418","0.456131753843528"
"nicht erwerbstätig","1997","(Fach-)Abitur","Staedtischer Raum","311","0.373463637704964","0.339753761981091","0.407173513428838"
"nicht erwerbstätig","1997","(noch) kein Abschluss","Laendlicher Raum","151","","",""
"nicht erwerbstätig","1997","(noch) kein Abschluss","Staedtischer Raum","444","0.73741127557608","0.703158451354898","0.771664099797261"
"nicht erwerbstätig","1997","AkademikerIn","Laendlicher Raum","173","","",""
"nicht erwerbstätig","1997","AkademikerIn","Staedtischer Raum","247","","",""
"nicht erwerbstätig","1997","Hauptschule","Laendlicher Raum","1050","","",""
"nicht erwerbstätig","1997","Hauptschule","Staedtischer Raum","1896","","",""
"nicht erwerbstätig","1997","Realschule","Laendlicher Raum","384","0.333477850387376","0.308319456863486","0.358636243911266"
"nicht erwerbstätig","1997","Realschule","Staedtischer Raum","550","0.381250966791966","0.358370635914638","0.404131297669295"
"Teilzeit","1997","(Fach-)Abitur","Laendlicher Raum","14","","",""
"Teilzeit","1997","(Fach-)Abitur","Staedtischer Raum","78","0.114064567426596","0.0919113778553002","0.136217756997892"
"Teilzeit","1997","(noch) kein Abschluss","Laendlicher Raum","4","0.0240666345060504","0.00271981096213788","0.045413458049963"
"Teilzeit","1997","(noch) kein Abschluss","Staedtischer Raum","30","0.0352293494997131","0.0208788236354537","0.0495798753639725"
"Teilzeit","1997","AkademikerIn","Laendlicher Raum","50","0.0750831135533203","0.0550540908200173","0.0951121362866233"
"Teilzeit","1997","AkademikerIn","Staedtischer Raum","100","","",""
"Teilzeit","1997","Hauptschule","Laendlicher Raum","120","","",""
"Teilzeit","1997","Hauptschule","Staedtischer Raum","286","","",""
"Teilzeit","1997","Realschule","Laendlicher Raum","112","","",""
"Teilzeit","1997","Realschule","Staedtischer Raum","177","","",""
"voll erwerbstätig","1997","(Fach-)Abitur","Laendlicher Raum","111","","",""
"voll erwerbstätig","1997","(Fach-)Abitur","Staedtischer Raum","316","0.414743850103718","0.380409975256379","0.449077724951058"
"voll erwerbstätig","1997","(noch) kein Abschluss","Laendlicher Raum","38","0.161081978671165","0.109878586244024","0.212285371098305"
"voll erwerbstätig","1997","(noch) kein Abschluss","Staedtischer Raum","146","","",""
"voll erwerbstätig","1997","AkademikerIn","Laendlicher Raum","434","0.59305572879489","0.555717605056796","0.630393852532983"
"voll erwerbstätig","1997","AkademikerIn","Staedtischer Raum","731","0.628033396985783","0.59949690147925","0.656569892492316"
"voll erwerbstätig","1997","Hauptschule","Laendlicher Raum","689","0.306666954713314","0.286111049605327","0.327222859821301"
"voll erwerbstätig","1997","Hauptschule","Staedtischer Raum","1513","","",""
"voll erwerbstätig","1997","Realschule","Laendlicher Raum","735","0.4990515400093","0.472369972567849","0.525733107450751"
"voll erwerbstätig","1997","Realschule","Staedtischer Raum","867","0.463411660470232","0.439920544373033","0.486902776567431"
"Andere","1998","(Fach-)Abitur","Laendlicher Raum","28","","",""
"Andere","1998","(Fach-)Abitur","Staedtischer Raum","88","0.09300948935129","0.0739917413746126","0.112027237327967"
"Andere","1998","(noch) kein Abschluss","Laendlicher Raum","6","0.0297371347437069","0.00613692742086601","0.0533373420665478"
"Andere","1998","(noch) kein Abschluss","Staedtischer Raum","19","","",""
"Andere","1998","AkademikerIn","Laendlicher Raum","8","0.0163771614566244","0.00715747782665098","0.0255968450865978"
"Andere","1998","AkademikerIn","Staedtischer Raum","26","","",""
"Andere","1998","Hauptschule","Laendlicher Raum","108","","",""
"Andere","1998","Hauptschule","Staedtischer Raum","164","","",""
"Andere","1998","Realschule","Laendlicher Raum","133","","",""
"Andere","1998","Realschule","Staedtischer Raum","148","","",""
"nicht erwerbstätig","1998","(Fach-)Abitur","Laendlicher Raum","94","0.421037833019759","0.359958134644878","0.48211753139464"
"nicht erwerbstätig","1998","(Fach-)Abitur","Staedtischer Raum","347","0.381077857558145","0.349278455501857","0.412877259614433"
"nicht erwerbstätig","1998","(noch) kein Abschluss","Laendlicher Raum","153","","",""
"nicht erwerbstätig","1998","(noch) kein Abschluss","Staedtischer Raum","443","0.716943579379162","0.681626313287716","0.752260845470608"
"nicht erwerbstätig","1998","AkademikerIn","Laendlicher Raum","211","","",""
"nicht erwerbstätig","1998","AkademikerIn","Staedtischer Raum","295","","",""
"nicht erwerbstätig","1998","Hauptschule","Laendlicher Raum","1171","","",""
"nicht erwerbstätig","1998","Hauptschule","Staedtischer Raum","2062","","",""
"nicht erwerbstätig","1998","Realschule","Laendlicher Raum","425","0.322854441617053","0.298976817159272","0.346732066074833"
"nicht erwerbstätig","1998","Realschule","Staedtischer Raum","604","0.367167972224114","0.345617935219015","0.388718009229213"
"Teilzeit","1998","(Fach-)Abitur","Laendlicher Raum","13","","",""
"Teilzeit","1998","(Fach-)Abitur","Staedtischer Raum","84","0.108799345544405","0.0884103901356486","0.129188300953162"
"Teilzeit","1998","(noch) kein Abschluss","Laendlicher Raum","2","","",""
"Teilzeit","1998","(noch) kein Abschluss","Staedtischer Raum","30","0.037465775180915","0.0225778720609128","0.0523536783009172"
"Teilzeit","1998","AkademikerIn","Laendlicher Raum","68","0.0942451639645834","0.0730216510803235","0.115468676848843"
"Teilzeit","1998","AkademikerIn","Staedtischer Raum","115","","",""
"Teilzeit","1998","Hauptschule","Laendlicher Raum","124","","",""
"Teilzeit","1998","Hauptschule","Staedtischer Raum","317","0.0772357333767085","0.0690570811732354","0.0854143855801815"
"Teilzeit","1998","Realschule","Laendlicher Raum","121","","",""
"Teilzeit","1998","Realschule","Staedtischer Raum","190","","",""
"voll erwerbstätig","1998","(Fach-)Abitur","Laendlicher Raum","116","","",""
"voll erwerbstätig","1998","(Fach-)Abitur","Staedtischer Raum","377","0.41711330754616","0.384827386586209","0.449399228506112"
"voll erwerbstätig","1998","(noch) kein Abschluss","Laendlicher Raum","38","0.19518999019899","0.140122281221822","0.250257699176158"
"voll erwerbstätig","1998","(noch) kein Abschluss","Staedtischer Raum","133","","",""
"voll erwerbstätig","1998","AkademikerIn","Laendlicher Raum","441","0.545150487106296","0.508978324824686","0.581322649387906"
"voll erwerbstätig","1998","AkademikerIn","Staedtischer Raum","805","0.620772593222276","0.59377790438458","0.647767282059971"
"voll erwerbstätig","1998","Hauptschule","Laendlicher Raum","700","0.284991011127526","0.265698010137159","0.304284012117893"
"voll erwerbstätig","1998","Hauptschule","Staedtischer Raum","1550","","",""
"voll erwerbstätig","1998","Realschule","Laendlicher Raum","794","0.503799776932517","0.478266639630394","0.529332914234641"
"voll erwerbstätig","1998","Realschule","Staedtischer Raum","980","0.476208664245717","0.45388069625375","0.498536632237685"
"Andere","1999","(Fach-)Abitur","Laendlicher Raum","29","","",""
"Andere","1999","(Fach-)Abitur","Staedtischer Raum","112","","",""
"Andere","1999","(noch) kein Abschluss","Laendlicher Raum","9","0.0640508691198598","0.0284794629747848","0.0996222752649348"
"Andere","1999","(noch) kein Abschluss","Staedtischer Raum","30","0.0810841498320285","0.0594048476081991","0.102763452055858"
"Andere","1999","AkademikerIn","Laendlicher Raum","21","","",""
"Andere","1999","AkademikerIn","Staedtischer Raum","29","","",""
"Andere","1999","Hauptschule","Laendlicher Raum","109","","",""
"Andere","1999","Hauptschule","Staedtischer Raum","199","","",""
"Andere","1999","Realschule","Laendlicher Raum","140","","",""
"Andere","1999","Realschule","Staedtischer Raum","160","","",""
"nicht erwerbstätig","1999","(Fach-)Abitur","Laendlicher Raum","94","0.431312682925591","0.371112986273186","0.491512379577996"
"nicht erwerbstätig","1999","(Fach-)Abitur","Staedtischer Raum","314","0.355924591052088","0.324218449495336","0.38763073260884"
