year,pgisced97,quintil_oecd,plb0419_h,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1999,Lower Secondary Level,1st Quintile,Almost impossible,0.11089,95,220,0.06930,0.15248
1999,Lower Secondary Level,2nd Quintile,Difficult,0.10875,81,135,0.05603,0.16146
1999,Lower Secondary Level,2nd Quintile,Almost impossible,0.07269,54,135,0.02873,0.11666
1999,Lower Secondary Level,3rd Quintile,Difficult,0.07620,47,78,0.01694,0.13546
1999,Lower Secondary Level,3rd Quintile,Almost impossible,0.05346,31,78,0.00321,0.10370
1999,Upper Secondary Level,1st Quintile,Easy,0.03959,47,441,0.02137,0.05781
1999,Upper Secondary Level,1st Quintile,Difficult,0.18708,249,441,0.15064,0.22352
1999,Upper Secondary Level,1st Quintile,Almost impossible,0.11882,145,441,0.08859,0.14906
1999,Upper Secondary Level,2nd Quintile,Easy,0.01795,36,294,0.00275,0.03316
1999,Upper Secondary Level,2nd Quintile,Difficult,0.08641,168,294,0.05424,0.11859
1999,Upper Secondary Level,2nd Quintile,Almost impossible,0.05688,90,294,0.03036,0.08340
1999,Upper Secondary Level,3rd Quintile,Easy,0.03660,49,240,0.01279,0.06041
1999,Upper Secondary Level,3rd Quintile,Difficult,0.06845,121,240,0.03644,0.10046
1999,Upper Secondary Level,3rd Quintile,Almost impossible,0.04318,70,240,0.01741,0.06895
1999,Upper Secondary Level,4th Quintile,Easy,0.01934,32,174,-0.00118,0.03986
1999,Upper Secondary Level,4th Quintile,Difficult,0.05114,91,174,0.01831,0.08396
1999,Upper Secondary Level,4th Quintile,Almost impossible,0.03493,51,174,0.00757,0.06229
1999,Upper Secondary Level,5th Quintile,Difficult,0.06364,79,154,0.02496,0.10233
1999,Upper Secondary Level,5th Quintile,Almost impossible,0.06243,75,154,0.02410,0.10077
1999,Second Stage of Tertiary Education,3rd Quintile,Difficult,0.10355,32,32,-0.00370,0.21080
2000,Pre-primary Level,1st Quintile,Difficult,0.53061,39,39,0.37193,0.68929
2000,Pre-primary Level,2nd Quintile,Difficult,0.49035,34,34,0.31978,0.66091
2000,Pre-primary Level,3rd Quintile,Difficult,0.68332,45,45,0.54587,0.82078
2000,Primary Level,1st Quintile,Almost impossible,0.25792,33,33,0.10634,0.40950
2000,Lower Secondary Level,1st Quintile,Difficult,0.13429,123,239,0.09098,0.17761
2000,Lower Secondary Level,1st Quintile,Almost impossible,0.12214,116,239,0.08054,0.16374
2000,Lower Secondary Level,2nd Quintile,Difficult,0.09545,59,105,0.03897,0.15192
2000,Lower Secondary Level,2nd Quintile,Almost impossible,0.08262,46,105,0.02971,0.13553
2000,Lower Secondary Level,3rd Quintile,Difficult,0.08440,33,33,-0.01192,0.18072
2000,Upper Secondary Level,1st Quintile,Easy,0.03137,45,435,0.01497,0.04777
2000,Upper Secondary Level,1st Quintile,Difficult,0.16552,251,435,0.13056,0.20049
2000,Upper Secondary Level,1st Quintile,Almost impossible,0.09980,139,435,0.07160,0.12800
2000,Upper Secondary Level,2nd Quintile,Easy,0.02448,47,328,0.00773,0.04122
2000,Upper Secondary Level,2nd Quintile,Difficult,0.09691,179,328,0.06484,0.12897
2000,Upper Secondary Level,2nd Quintile,Almost impossible,0.05665,102,328,0.03159,0.08170
2000,Upper Secondary Level,3rd Quintile,Easy,0.02530,33,243,0.00551,0.04508
2000,Upper Secondary Level,3rd Quintile,Difficult,0.08104,139,243,0.04666,0.11542
2000,Upper Secondary Level,3rd Quintile,Almost impossible,0.04163,71,243,0.01647,0.06680
2000,Upper Secondary Level,4th Quintile,Difficult,0.06042,92,144,0.02137,0.09948
2000,Upper Secondary Level,4th Quintile,Almost impossible,0.03353,52,144,0.00402,0.06303
2000,Upper Secondary Level,5th Quintile,Easy,0.02913,34,171,0.00385,0.05441
2000,Upper Secondary Level,5th Quintile,Difficult,0.06332,77,171,0.02671,0.09992
2000,Upper Secondary Level,5th Quintile,Almost impossible,0.04943,60,171,0.01684,0.08201
2001,Pre-primary Level,1st Quintile,Difficult,0.46898,54,54,0.33462,0.60333
2001,Pre-primary Level,2nd Quintile,Difficult,0.40555,53,53,0.27210,0.53901
2001,Pre-primary Level,3rd Quintile,Difficult,0.42066,41,41,0.26767,0.57365
2001,Pre-primary Level,4th Quintile,Difficult,0.31103,34,34,0.15308,0.46897
2001,Pre-primary Level,5th Quintile,Difficult,0.30310,33,33,0.14386,0.46235
2001,Primary Level,1st Quintile,Almost impossible,0.26616,40,40,0.12745,0.40486
2001,Lower Secondary Level,1st Quintile,Difficult,0.15395,188,316,0.11409,0.19380
2001,Lower Secondary Level,1st Quintile,Almost impossible,0.11750,128,316,0.08194,0.15306
2001,Lower Secondary Level,2nd Quintile,Difficult,0.08161,81,133,0.03491,0.12832
2001,Lower Secondary Level,2nd Quintile,Almost impossible,0.05202,52,133,0.01414,0.08991
2001,Lower Secondary Level,3rd Quintile,Difficult,0.07259,53,93,0.01957,0.12561
2001,Lower Secondary Level,3rd Quintile,Almost impossible,0.05413,40,93,0.00789,0.10037
2001,Lower Secondary Level,4th Quintile,Difficult,0.08432,39,39,-0.00403,0.17266
2001,Upper Secondary Level,1st Quintile,Easy,0.03750,72,644,0.02281,0.05218
2001,Upper Secondary Level,1st Quintile,Difficult,0.14549,341,644,0.11823,0.17274
2001,Upper Secondary Level,1st Quintile,Almost impossible,0.09523,231,644,0.07254,0.11792
2001,Upper Secondary Level,2nd Quintile,Easy,0.02900,78,457,0.01359,0.04440
2001,Upper Secondary Level,2nd Quintile,Difficult,0.08940,253,457,0.06321,0.11558
2001,Upper Secondary Level,2nd Quintile,Almost impossible,0.04405,126,457,0.02522,0.06289
2001,Upper Secondary Level,3rd Quintile,Easy,0.02421,68,406,0.00924,0.03918
2001,Upper Secondary Level,3rd Quintile,Difficult,0.07914,214,406,0.05285,0.10543
2001,Upper Secondary Level,3rd Quintile,Almost impossible,0.04206,124,406,0.02251,0.06161
2001,Upper Secondary Level,4th Quintile,Easy,0.02132,59,296,0.00484,0.03781
2001,Upper Secondary Level,4th Quintile,Difficult,0.04709,146,296,0.02292,0.07127
2001,Upper Secondary Level,4th Quintile,Almost impossible,0.03165,91,296,0.01167,0.05162
2001,Upper Secondary Level,5th Quintile,Easy,0.02346,59,277,0.00560,0.04132
2001,Upper Secondary Level,5th Quintile,Difficult,0.04609,104,277,0.02135,0.07082
2001,Upper Secondary Level,5th Quintile,Almost impossible,0.06016,114,277,0.03211,0.08822
2001,Post-secondary Non-tertiary Level,1st Quintile,Difficult,0.18319,33,33,0.04916,0.31721
2001,Second Stage of Tertiary Education,1st Quintile,Difficult,0.16212,39,39,0.04494,0.27931
2001,Second Stage of Tertiary Education,2nd Quintile,Difficult,0.08713,32,32,-0.01215,0.18641
2001,Second Stage of Tertiary Education,3rd Quintile,Difficult,0.05861,36,36,-0.01921,0.13643
2001,Second Stage of Tertiary Education,4th Quintile,Difficult,0.04927,43,43,-0.01619,0.11472
2001,Second Stage of Tertiary Education,5th Quintile,Difficult,0.02280,33,33,-0.02892,0.07451
2002,Pre-primary Level,1st Quintile,Difficult,0.43229,47,47,0.28913,0.57545
2002,Pre-primary Level,2nd Quintile,Difficult,0.49223,54,54,0.35764,0.62683
2002,Pre-primary Level,3rd Quintile,Difficult,0.39081,50,50,0.25419,0.52744
2002,Pre-primary Level,4th Quintile,Difficult,0.40975,36,36,0.24682,0.57268
2002,Pre-primary Level,5th Quintile,Difficult,0.38417,48,48,0.24511,0.52323
2002,Lower Secondary Level,1st Quintile,Difficult,0.15119,156,270,0.10838,0.19400
2002,Lower Secondary Level,1st Quintile,Almost impossible,0.11421,114,270,0.07620,0.15222
2002,Lower Secondary Level,2nd Quintile,Difficult,0.08240,70,126,0.03420,0.13061
2002,Lower Secondary Level,2nd Quintile,Almost impossible,0.07412,56,126,0.02820,0.12005
2002,Lower Secondary Level,3rd Quintile,Difficult,0.08213,52,87,0.02410,0.14015
2002,Lower Secondary Level,3rd Quintile,Almost impossible,0.06382,35,87,0.01216,0.11548
2002,Upper Secondary Level,1st Quintile,Easy,0.03302,55,598,0.01869,0.04735
2002,Upper Secondary Level,1st Quintile,Difficult,0.17390,329,598,0.14349,0.20430
2002,Upper Secondary Level,1st Quintile,Almost impossible,0.10529,214,598,0.08067,0.12991
2002,Upper Secondary Level,2nd Quintile,Easy,0.02629,67,434,0.01122,0.04136
2002,Upper Secondary Level,2nd Quintile,Difficult,0.09542,232,434,0.06775,0.12310
2002,Upper Secondary Level,2nd Quintile,Almost impossible,0.05228,135,434,0.03131,0.07325
2002,Upper Secondary Level,3rd Quintile,Easy,0.02852,60,371,0.01156,0.04548
2002,Upper Secondary Level,3rd Quintile,Difficult,0.07592,207,371,0.04893,0.10291
2002,Upper Secondary Level,3rd Quintile,Almost impossible,0.03910,104,371,0.01935,0.05885
2002,Upper Secondary Level,4th Quintile,Easy,0.02527,63,298,0.00742,0.04312
2002,Upper Secondary Level,4th Quintile,Difficult,0.05667,156,298,0.03037,0.08297
2002,Upper Secondary Level,4th Quintile,Almost impossible,0.03230,79,298,0.01219,0.05240
2002,Upper Secondary Level,5th Quintile,Easy,0.01905,54,325,0.00416,0.03393
2002,Upper Secondary Level,5th Quintile,Difficult,0.05615,151,325,0.03109,0.08122
2002,Upper Secondary Level,5th Quintile,Almost impossible,0.05361,120,325,0.02908,0.07814
2002,Post-secondary Non-tertiary Level,1st Quintile,Difficult,0.20336,36,36,0.07001,0.33671
2002,Second Stage of Tertiary Education,1st Quintile,Difficult,0.17074,37,68,0.08063,0.26084
2002,Second Stage of Tertiary Education,1st Quintile,Almost impossible,0.16374,31,68,0.07513,0.25234
2002,Second Stage of Tertiary Education,4th Quintile,Difficult,0.05560,38,38,-0.01823,0.12944
2002,Second Stage of Tertiary Education,5th Quintile,Difficult,0.02111,36,36,-0.02652,0.06874
2003,Pre-primary Level,1st Quintile,Difficult,0.57383,50,50,0.43536,0.71229
2003,Pre-primary Level,2nd Quintile,Difficult,0.35632,39,39,0.20405,0.50859
2003,Pre-primary Level,3rd Quintile,Difficult,0.43387,45,45,0.28743,0.58031
2003,Pre-primary Level,4th Quintile,Difficult,0.34830,53,53,0.21881,0.47780
2003,Pre-primary Level,5th Quintile,Difficult,0.35442,66,66,0.23813,0.47071
2003,Lower Secondary Level,1st Quintile,Difficult,0.13945,114,168,0.08691,0.19199
2003,Lower Secondary Level,1st Quintile,Almost impossible,0.06178,54,168,0.02526,0.09830
2003,Lower Secondary Level,2nd Quintile,Difficult,0.09577,77,77,0.02961,0.16193
2003,Lower Secondary Level,3rd Quintile,Difficult,0.05425,35,35,-0.02189,0.13039
2003,Upper Secondary Level,1st Quintile,Easy,0.02566,49,496,0.01173,0.03959
2003,Upper Secondary Level,1st Quintile,Difficult,0.17099,298,496,0.13782,0.20416
2003,Upper Secondary Level,1st Quintile,Almost impossible,0.07396,149,496,0.05091,0.09702
2003,Upper Secondary Level,2nd Quintile,Easy,0.01461,34,337,0.00178,0.02744
2003,Upper Secondary Level,2nd Quintile,Difficult,0.08921,231,337,0.05873,0.11969
2003,Upper Secondary Level,2nd Quintile,Almost impossible,0.02776,72,337,0.01019,0.04532
2003,Upper Secondary Level,3rd Quintile,Easy,0.01459,40,256,-0.00013,0.02930
2003,Upper Secondary Level,3rd Quintile,Difficult,0.05903,159,256,0.03010,0.08796
2003,Upper Secondary Level,3rd Quintile,Almost impossible,0.01750,57,256,0.00141,0.03359
2003,Upper Secondary Level,4th Quintile,Easy,0.01225,36,204,-0.00288,0.02738
2003,Upper Secondary Level,4th Quintile,Difficult,0.04121,125,204,0.01387,0.06856
2003,Upper Secondary Level,4th Quintile,Almost impossible,0.01839,43,204,-0.00009,0.03688
2003,Upper Secondary Level,5th Quintile,Easy,0.01606,57,215,-0.00078,0.03291
2003,Upper Secondary Level,5th Quintile,Difficult,0.03372,112,215,0.00954,0.05791
2003,Upper Secondary Level,5th Quintile,Almost impossible,0.01428,46,215,-0.00162,0.03017
2003,Post-secondary Non-tertiary Level,1st Quintile,Difficult,0.19096,32,32,0.05259,0.32933
2003,Second Stage of Tertiary Education,1st Quintile,Difficult,0.17741,40,40,0.05751,0.29730
2003,Second Stage of Tertiary Education,4th Quintile,Difficult,0.05116,43,43,-0.01547,0.11779
2003,Second Stage of Tertiary Education,5th Quintile,Difficult,0.02592,59,59,-0.01497,0.06681
2004,Pre-primary Level,1st Quintile,Difficult,0.49688,51,51,0.35829,0.63547
2004,Pre-primary Level,2nd Quintile,Difficult,0.45130,56,56,0.31979,0.58282
2004,Pre-primary Level,3rd Quintile,Difficult,0.39836,54,54,0.26656,0.53016
2004,Pre-primary Level,4th Quintile,Difficult,0.40578,54,54,0.27358,0.53799
2004,Pre-primary Level,5th Quintile,Difficult,0.37495,59,101,0.28006,0.46983
2004,Pre-primary Level,5th Quintile,Almost impossible,0.22999,42,101,0.14751,0.31248
2004,Lower Secondary Level,1st Quintile,Difficult,0.16569,141,193,0.11310,0.21828
2004,Lower Secondary Level,1st Quintile,Almost impossible,0.07090,52,193,0.03460,0.10721
2004,Lower Secondary Level,2nd Quintile,Difficult,0.07894,64,64,0.01236,0.14553
2004,Lower Secondary Level,3rd Quintile,Difficult,0.05992,42,42,-0.01273,0.13257
2004,Lower Secondary Level,4th Quintile,Difficult,0.07022,31,31,-0.02121,0.16166
2004,Upper Secondary Level,1st Quintile,Easy,0.02135,41,506,0.00874,0.03395
2004,Upper Secondary Level,1st Quintile,Difficult,0.17251,320,506,0.13956,0.20547
2004,Upper Secondary Level,1st Quintile,Almost impossible,0.08638,145,506,0.06188,0.11089
2004,Upper Secondary Level,2nd Quintile,Easy,0.01481,43,341,0.00197,0.02766
2004,Upper Secondary Level,2nd Quintile,Difficult,0.09396,230,341,0.06295,0.12498
2004,Upper Secondary Level,2nd Quintile,Almost impossible,0.02732,68,341,0.00999,0.04465
2004,Upper Secondary Level,3rd Quintile,Easy,0.01379,31,256,-0.00052,0.02811
2004,Upper Secondary Level,3rd Quintile,Difficult,0.06093,159,256,0.03157,0.09028
2004,Upper Secondary Level,3rd Quintile,Almost impossible,0.02734,66,256,0.00733,0.04736
2004,Upper Secondary Level,4th Quintile,Easy,0.01393,50,220,-0.00159,0.02945
2004,Upper Secondary Level,4th Quintile,Difficult,0.05443,139,220,0.02438,0.08447
2004,Upper Secondary Level,4th Quintile,Almost impossible,0.01196,31,220,-0.00244,0.02635
2004,Upper Secondary Level,5th Quintile,Easy,0.01311,44,207,-0.00242,0.02865
2004,Upper Secondary Level,5th Quintile,Difficult,0.04392,128,207,0.01594,0.07191
2004,Upper Secondary Level,5th Quintile,Almost impossible,0.00937,35,207,-0.00379,0.02253
2004,Post-secondary Non-tertiary Level,1st Quintile,Difficult,0.19812,31,31,0.05549,0.34075
2004,Second Stage of Tertiary Education,1st Quintile,Difficult,0.15568,32,32,0.02805,0.28331
2004,Second Stage of Tertiary Education,5th Quintile,Difficult,0.02289,51,51,-0.01856,0.06434
2005,Pre-primary Level,1st Quintile,Difficult,0.52660,66,66,0.40522,0.64798
2005,Pre-primary Level,2nd Quintile,Difficult,0.41019,52,52,0.27520,0.54519
2005,Pre-primary Level,3rd Quintile,Difficult,0.55301,49,49,0.41236,0.69367
2005,Pre-primary Level,4th Quintile,Difficult,0.35873,46,46,0.21859,0.49887
2005,Pre-primary Level,5th Quintile,Easy,0.19371,35,136,0.12704,0.26037
2005,Pre-primary Level,5th Quintile,Difficult,0.39558,67,136,0.31309,0.47806
2005,Pre-primary Level,5th Quintile,Almost impossible,0.14953,34,136,0.08937,0.20969
2005,Lower Secondary Level,1st Quintile,Difficult,0.17298,129,177,0.11710,0.22886
2005,Lower Secondary Level,1st Quintile,Almost impossible,0.07061,48,177,0.03276,0.10846
2005,Lower Secondary Level,2nd Quintile,Difficult,0.09471,58,58,0.01869,0.17072
2005,Lower Secondary Level,3rd Quintile,Difficult,0.07430,37,37,-0.01137,0.15997
2005,Upper Secondary Level,1st Quintile,Easy,0.02002,34,521,0.00798,0.03206
2005,Upper Secondary Level,1st Quintile,Difficult,0.18286,310,521,0.14963,0.21608
2005,Upper Secondary Level,1st Quintile,Almost impossible,0.09779,177,521,0.07226,0.12332
2005,Upper Secondary Level,2nd Quintile,Difficult,0.08555,198,281,0.05279,0.11831
2005,Upper Secondary Level,2nd Quintile,Almost impossible,0.02980,83,281,0.00988,0.04971
2005,Upper Secondary Level,3rd Quintile,Easy,0.01214,34,256,-0.00130,0.02558
2005,Upper Secondary Level,3rd Quintile,Difficult,0.06964,167,256,0.03840,0.10088
2005,Upper Secondary Level,3rd Quintile,Almost impossible,0.01879,55,256,0.00212,0.03546
2005,Upper Secondary Level,4th Quintile,Difficult,0.05151,125,157,0.01682,0.08619
2005,Upper Secondary Level,4th Quintile,Almost impossible,0.00949,32,157,-0.00573,0.02470
2005,Upper Secondary Level,5th Quintile,Easy,0.00863,31,181,-0.00488,0.02215
2005,Upper Secondary Level,5th Quintile,Difficult,0.04158,115,181,0.01242,0.07075
2005,Upper Secondary Level,5th Quintile,Almost impossible,0.01175,35,181,-0.00399,0.02749
2005,Post-secondary Non-tertiary Level,1st Quintile,Difficult,0.26045,31,31,0.10340,0.41750
2005,Second Stage of Tertiary Education,1st Quintile,Difficult,0.18576,34,34,0.05307,0.31845
2005,Second Stage of Tertiary Education,4th Quintile,Difficult,0.05258,40,40,-0.01747,0.12263
2005,Second Stage of Tertiary Education,5th Quintile,Difficult,0.02086,52,52,-0.01836,0.06008
2006,Pre-primary Level,5th Quintile,Difficult,0.23549,35,35,0.09286,0.37811
2006,Lower Secondary Level,1st Quintile,Difficult,0.16545,118,166,0.10875,0.22215
2006,Lower Secondary Level,1st Quintile,Almost impossible,0.07914,48,166,0.03795,0.12033
2006,Lower Secondary Level,2nd Quintile,Difficult,0.07323,47,47,-0.00205,0.14852
2006,Upper Secondary Level,1st Quintile,Easy,0.02704,41,508,0.01292,0.04116
2006,Upper Secondary Level,1st Quintile,Difficult,0.17011,306,508,0.13741,0.20282
2006,Upper Secondary Level,1st Quintile,Almost impossible,0.08547,161,508,0.06113,0.10981
2006,Upper Secondary Level,2nd Quintile,Difficult,0.08573,178,239,0.05016,0.12130
2006,Upper Secondary Level,2nd Quintile,Almost impossible,0.02894,61,239,0.00764,0.05023
2006,Upper Secondary Level,3rd Quintile,Difficult,0.05870,116,164,0.02262,0.09479
2006,Upper Secondary Level,3rd Quintile,Almost impossible,0.01809,48,164,-0.00237,0.03855
2006,Upper Secondary Level,4th Quintile,Difficult,0.05182,130,161,0.01747,0.08616
2006,Upper Secondary Level,4th Quintile,Almost impossible,0.01217,31,161,-0.00482,0.02916
2006,Upper Secondary Level,5th Quintile,Easy,0.01390,40,176,-0.00345,0.03125
2006,Upper Secondary Level,5th Quintile,Difficult,0.04064,104,176,0.01138,0.06990
2006,Upper Secondary Level,5th Quintile,Almost impossible,0.01108,32,176,-0.00443,0.02659
2006,Post-secondary Non-tertiary Level,1st Quintile,Difficult,0.18624,31,31,0.04693,0.32555
2006,Second Stage of Tertiary Education,1st Quintile,Difficult,0.15848,32,32,0.02992,0.28703
2006,Second Stage of Tertiary Education,4th Quintile,Difficult,0.05436,38,38,-0.01870,0.12741
2006,Second Stage of Tertiary Education,5th Quintile,Difficult,0.02172,46,46,-0.02087,0.06431
2007,Pre-primary Level,3rd Quintile,Difficult,0.25027,31,31,0.09526,0.40528
2007,Lower Secondary Level,1st Quintile,Difficult,0.14323,104,159,0.08861,0.19786
2007,Lower Secondary Level,1st Quintile,Almost impossible,0.08946,55,159,0.04496,0.13397
2007,Lower Secondary Level,2nd Quintile,Difficult,0.08937,56,56,0.01397,0.16476
2007,Lower Secondary Level,3rd Quintile,Difficult,0.05719,33,33,-0.02326,0.13765
2007,Upper Secondary Level,1st Quintile,Easy,0.02543,46,480,0.01133,0.03953
2007,Upper Secondary Level,1st Quintile,Difficult,0.16078,269,480,0.12788,0.19368
2007,Upper Secondary Level,1st Quintile,Almost impossible,0.08128,165,480,0.05680,0.10575
2007,Upper Secondary Level,2nd Quintile,Easy,0.01732,32,258,0.00137,0.03327
2007,Upper Secondary Level,2nd Quintile,Difficult,0.07540,163,258,0.04312,0.10768
2007,Upper Secondary Level,2nd Quintile,Almost impossible,0.02803,63,258,0.00785,0.04821
2007,Upper Secondary Level,3rd Quintile,Difficult,0.04487,110,156,0.01228,0.07746
2007,Upper Secondary Level,3rd Quintile,Almost impossible,0.01864,46,156,-0.00265,0.03994
2007,Upper Secondary Level,4th Quintile,Easy,0.00888,34,165,-0.00548,0.02324
2007,Upper Secondary Level,4th Quintile,Difficult,0.03627,95,165,0.00766,0.06489
2007,Upper Secondary Level,4th Quintile,Almost impossible,0.01393,36,165,-0.00401,0.03187
2007,Upper Secondary Level,5th Quintile,Easy,0.01384,42,129,-0.00640,0.03409
2007,Upper Secondary Level,5th Quintile,Difficult,0.03470,87,129,0.00300,0.06641
2007,Second Stage of Tertiary Education,1st Quintile,Difficult,0.18511,32,32,0.04839,0.32184
2007,Second Stage of Tertiary Education,5th Quintile,Difficult,0.02013,43,43,-0.02235,0.06260
2008,Pre-primary Level,4th Quintile,Difficult,0.32106,32,32,0.15670,0.48541
2008,Pre-primary Level,5th Quintile,Difficult,0.31788,37,37,0.16577,0.46999
2008,Lower Secondary Level,1st Quintile,Difficult,0.14025,101,145,0.08353,0.19697
2008,Lower Secondary Level,1st Quintile,Almost impossible,0.07064,44,145,0.02879,0.11250
2008,Lower Secondary Level,2nd Quintile,Difficult,0.07688,42,42,-0.00466,0.15843
2008,Upper Secondary Level,1st Quintile,Easy,0.02502,42,429,0.01022,0.03981
2008,Upper Secondary Level,1st Quintile,Difficult,0.15023,241,429,0.11638,0.18408
2008,Upper Secondary Level,1st Quintile,Almost impossible,0.07221,146,429,0.04769,0.09673
2008,Upper Secondary Level,2nd Quintile,Difficult,0.05622,129,177,0.02219,0.09025
2008,Upper Secondary Level,2nd Quintile,Almost impossible,0.02139,48,177,0.00002,0.04277
2008,Upper Secondary Level,3rd Quintile,Difficult,0.04653,109,109,0.00680,0.08625
2008,Upper Secondary Level,4th Quintile,Easy,0.01590,38,136,-0.00520,0.03700
2008,Upper Secondary Level,4th Quintile,Difficult,0.04785,98,136,0.01184,0.08385
2008,Upper Secondary Level,5th Quintile,Easy,0.01829,42,145,-0.00360,0.04018
2008,Upper Secondary Level,5th Quintile,Difficult,0.02688,72,145,0.00047,0.05330
2008,Upper Secondary Level,5th Quintile,Almost impossible,0.01317,31,145,-0.00545,0.03179
2008,Second Stage of Tertiary Education,5th Quintile,Difficult,0.01501,38,38,-0.02417,0.05419
2009,Lower Secondary Level,1st Quintile,Difficult,0.16063,92,129,0.09701,0.22424
2009,Lower Secondary Level,1st Quintile,Almost impossible,0.05832,37,129,0.01772,0.09892
2009,Lower Secondary Level,2nd Quintile,Difficult,0.07801,41,41,-0.00510,0.16113
2009,Upper Secondary Level,1st Quintile,Easy,0.03580,52,390,0.01734,0.05427
2009,Upper Secondary Level,1st Quintile,Difficult,0.12744,205,390,0.09430,0.16057
2009,Upper Secondary Level,1st Quintile,Almost impossible,0.07603,133,390,0.04969,0.10237
2009,Upper Secondary Level,2nd Quintile,Difficult,0.06369,136,178,0.02772,0.09967
2009,Upper Secondary Level,2nd Quintile,Almost impossible,0.02627,42,178,0.00271,0.04983
2009,Upper Secondary Level,3rd Quintile,Difficult,0.05080,106,106,0.00880,0.09280
2009,Upper Secondary Level,4th Quintile,Difficult,0.03714,81,81,-0.00430,0.07859
2009,Upper Secondary Level,5th Quintile,Difficult,0.03493,62,62,-0.01115,0.08100
2009,Second Stage of Tertiary Education,5th Quintile,Difficult,0.01623,47,47,-0.02029,0.05274
2010,Lower Secondary Level,1st Quintile,Difficult,0.10680,81,118,0.05083,0.16276
2010,Lower Secondary Level,1st Quintile,Almost impossible,0.05376,37,118,0.01289,0.09463
2010,Upper Secondary Level,1st Quintile,Easy,0.02191,41,354,0.00664,0.03718
2010,Upper Secondary Level,1st Quintile,Difficult,0.12817,206,354,0.09330,0.16305
2010,Upper Secondary Level,1st Quintile,Almost impossible,0.07493,107,354,0.04746,0.10239
2010,Upper Secondary Level,2nd Quintile,Difficult,0.05026,108,153,0.01553,0.08499
2010,Upper Secondary Level,2nd Quintile,Almost impossible,0.02179,45,153,-0.00142,0.04500
2010,Upper Secondary Level,3rd Quintile,Difficult,0.03752,77,108,0.00151,0.07352
2010,Upper Secondary Level,3rd Quintile,Almost impossible,0.01200,31,108,-0.00863,0.03262
2010,Upper Secondary Level,4th Quintile,Difficult,0.04202,81,81,-0.00194,0.08599
2010,Upper Secondary Level,5th Quintile,Difficult,0.03567,73,73,-0.00717,0.07851
2010,Second Stage of Tertiary Education,4th Quintile,Difficult,0.02176,32,32,-0.02960,0.07312
2010,Second Stage of Tertiary Education,5th Quintile,Difficult,0.01012,42,42,-0.02052,0.04076
2011,Primary Level,1st Quintile,Difficult,0.23517,46,46,0.11126,0.35909
2011,Lower Secondary Level,1st Quintile,Difficult,0.11744,198,280,0.07966,0.15522
2011,Lower Secondary Level,1st Quintile,Almost impossible,0.06043,82,280,0.03247,0.08839
2011,Lower Secondary Level,2nd Quintile,Difficult,0.06758,72,72,0.00919,0.12597
2011,Upper Secondary Level,1st Quintile,Easy,0.03035,105,718,0.01779,0.04291
2011,Upper Secondary Level,1st Quintile,Difficult,0.11682,417,718,0.09331,0.14033
2011,Upper Secondary Level,1st Quintile,Almost impossible,0.06131,196,718,0.04375,0.07887
2011,Upper Secondary Level,2nd Quintile,Easy,0.02045,65,333,0.00522,0.03567
2011,Upper Secondary Level,2nd Quintile,Difficult,0.06749,206,333,0.04051,0.09448
2011,Upper Secondary Level,2nd Quintile,Almost impossible,0.01934,62,333,0.00453,0.03416
2011,Upper Secondary Level,3rd Quintile,Easy,0.01349,48,212,-0.00208,0.02906
2011,Upper Secondary Level,3rd Quintile,Difficult,0.04335,127,212,0.01587,0.07083
2011,Upper Secondary Level,3rd Quintile,Almost impossible,0.01262,37,212,-0.00244,0.02768
2011,Upper Secondary Level,4th Quintile,Easy,0.01692,33,152,-0.00365,0.03749
2011,Upper Secondary Level,4th Quintile,Difficult,0.02708,86,152,0.00119,0.05297
2011,Upper Secondary Level,4th Quintile,Almost impossible,0.00994,33,152,-0.00588,0.02576
2011,Upper Secondary Level,5th Quintile,Easy,0.01766,35,96,-0.00883,0.04415
2011,Upper Secondary Level,5th Quintile,Difficult,0.02959,61,96,-0.00448,0.06367
2011,Post-secondary Non-tertiary Level,1st Quintile,Difficult,0.21123,59,59,0.10618,0.31628
2011,Post-secondary Non-tertiary Level,2nd Quintile,Difficult,0.07793,34,34,-0.01353,0.16939
2011,Second Stage of Tertiary Education,1st Quintile,Difficult,0.17862,60,60,0.08088,0.27635
2011,Second Stage of Tertiary Education,2nd Quintile,Difficult,0.04967,42,42,-0.01684,0.11617
2011,Second Stage of Tertiary Education,3rd Quintile,Difficult,0.03262,40,40,-0.02313,0.08837
2011,Second Stage of Tertiary Education,4th Quintile,Difficult,0.02848,39,39,-0.02441,0.08137
2011,Second Stage of Tertiary Education,5th Quintile,Easy,0.00738,34,85,-0.01092,0.02569
2011,Second Stage of Tertiary Education,5th Quintile,Difficult,0.01073,51,85,-0.01130,0.03276
2012,Pre-primary Level,2nd Quintile,Difficult,0.18931,35,35,0.05762,0.32099
2012,Primary Level,1st Quintile,Difficult,0.25235,60,95,0.16454,0.34016
2012,Primary Level,1st Quintile,Almost impossible,0.08157,35,95,0.02623,0.13690
2012,Lower Secondary Level,1st Quintile,Easy,0.02112,45,387,0.00678,0.03546
2012,Lower Secondary Level,1st Quintile,Difficult,0.16663,230,387,0.12946,0.20381
2012,Lower Secondary Level,1st Quintile,Almost impossible,0.05727,112,387,0.03409,0.08045
