year,age_gr,bula_h,plb0419_h,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1996,46-65 y.,Baden-Wuerttemberg,Almost impossible,0.09789,68,100,0.03935,0.15642
1996,46-65 y.,Bavaria,Difficult,0.10376,47,106,0.04543,0.16210
1996,46-65 y.,Bavaria,Almost impossible,0.10554,59,106,0.04677,0.16431
1996,46-65 y.,Saxony,Difficult,0.08009,31,80,0.02024,0.13995
1996,46-65 y.,Saxony,Almost impossible,0.14941,49,80,0.07080,0.22802
1996,46-65 y.,Saxony-Anhalt,Almost impossible,0.13734,31,31,0.01417,0.26051
1997,17-29 y.,Lower Saxony,Difficult,0.22836,49,49,0.10960,0.34711
1997,17-29 y.,North Rhine-Westphalia,Easy,0.08404,41,242,0.04901,0.11907
1997,17-29 y.,North Rhine-Westphalia,Difficult,0.24867,154,242,0.19410,0.30324
1997,17-29 y.,North Rhine-Westphalia,Almost impossible,0.05969,47,242,0.02978,0.08960
1997,17-29 y.,Hesse,Difficult,0.18573,38,38,0.06042,0.31104
1997,17-29 y.,"Rhineland-Palatinate, Saarland",Difficult,0.24848,41,41,0.11456,0.38240
1997,17-29 y.,Baden-Wuerttemberg,Difficult,0.22910,99,148,0.16117,0.29704
1997,17-29 y.,Baden-Wuerttemberg,Almost impossible,0.08449,49,148,0.03953,0.12945
1997,17-29 y.,Bavaria,Difficult,0.21852,83,83,0.12908,0.30797
1997,17-29 y.,Berlin,Difficult,0.32746,31,31,0.15953,0.49539
1997,17-29 y.,Brandenburg,Difficult,0.21830,31,31,0.07047,0.36612
1997,17-29 y.,Saxony,Difficult,0.25719,62,62,0.14750,0.36688
1997,17-29 y.,Saxony-Anhalt,Difficult,0.22382,38,38,0.08952,0.35813
1997,17-29 y.,Thuringa,Difficult,0.27533,49,49,0.14896,0.40169
1997,30-45 y.,Lower Saxony,Difficult,0.14592,53,53,0.04997,0.24187
1997,30-45 y.,North Rhine-Westphalia,Difficult,0.12975,123,167,0.07863,0.18087
1997,30-45 y.,North Rhine-Westphalia,Almost impossible,0.03633,44,167,0.00787,0.06479
1997,30-45 y.,Hesse,Difficult,0.15409,46,46,0.04860,0.25957
1997,30-45 y.,"Rhineland-Palatinate, Saarland",Difficult,0.14375,34,34,0.02405,0.26346
1997,30-45 y.,Baden-Wuerttemberg,Difficult,0.13308,80,113,0.07018,0.19599
1997,30-45 y.,Baden-Wuerttemberg,Almost impossible,0.05361,33,113,0.01190,0.09533
1997,30-45 y.,Bavaria,Difficult,0.12203,73,73,0.04642,0.19763
1997,30-45 y.,Saxony,Difficult,0.11103,36,36,0.00695,0.21511
1997,30-45 y.,Thuringa,Difficult,0.16531,37,37,0.04396,0.28665
1997,46-65 y.,Lower Saxony,Almost impossible,0.14225,48,48,0.04239,0.24212
1997,46-65 y.,North Rhine-Westphalia,Difficult,0.07647,58,179,0.03743,0.11551
1997,46-65 y.,North Rhine-Westphalia,Almost impossible,0.15093,121,179,0.09834,0.20352
1997,46-65 y.,Hesse,Almost impossible,0.11551,35,35,0.00807,0.22296
1997,46-65 y.,"Rhineland-Palatinate, Saarland",Almost impossible,0.17205,32,32,0.03919,0.30492
1997,46-65 y.,Baden-Wuerttemberg,Difficult,0.07251,45,125,0.02687,0.11816
1997,46-65 y.,Baden-Wuerttemberg,Almost impossible,0.11665,80,125,0.06015,0.17315
1997,46-65 y.,Bavaria,Difficult,0.09660,49,105,0.03983,0.15338
1997,46-65 y.,Bavaria,Almost impossible,0.09707,56,105,0.04017,0.15396
1997,46-65 y.,Saxony,Difficult,0.08907,31,65,0.01928,0.15886
1997,46-65 y.,Saxony,Almost impossible,0.09608,34,65,0.02388,0.16829
1997,46-65 y.,Saxony-Anhalt,Almost impossible,0.16785,33,33,0.03836,0.29734
1998,17-29 y.,Lower Saxony,Difficult,0.24676,51,51,0.12725,0.36626
1998,17-29 y.,North Rhine-Westphalia,Easy,0.06604,42,266,0.03614,0.09594
1998,17-29 y.,North Rhine-Westphalia,Difficult,0.27267,171,266,0.21905,0.32629
1998,17-29 y.,North Rhine-Westphalia,Almost impossible,0.07245,53,266,0.04123,0.10366
1998,17-29 y.,Hesse,Difficult,0.21746,43,43,0.09270,0.34223
1998,17-29 y.,"Rhineland-Palatinate, Saarland",Difficult,0.21739,36,36,0.08074,0.35404
1998,17-29 y.,Baden-Wuerttemberg,Difficult,0.19417,87,136,0.12745,0.26090
1998,17-29 y.,Baden-Wuerttemberg,Almost impossible,0.07791,49,136,0.03270,0.12313
1998,17-29 y.,Bavaria,Easy,0.07485,31,124,0.02834,0.12135
1998,17-29 y.,Bavaria,Difficult,0.25405,93,124,0.17712,0.33098
1998,17-29 y.,Berlin,Difficult,0.30840,38,38,0.15958,0.45721
1998,17-29 y.,Brandenburg,Difficult,0.18051,33,33,0.04725,0.31377
1998,17-29 y.,Saxony,Difficult,0.26281,66,66,0.15580,0.36981
1998,17-29 y.,Saxony-Anhalt,Difficult,0.23803,33,33,0.09047,0.38559
1998,17-29 y.,Thuringa,Difficult,0.31191,50,50,0.18220,0.44163
1998,30-45 y.,Lower Saxony,Difficult,0.11967,53,53,0.03145,0.20789
1998,30-45 y.,North Rhine-Westphalia,Easy,0.03943,40,208,0.01292,0.06594
1998,30-45 y.,North Rhine-Westphalia,Difficult,0.12376,125,208,0.07890,0.16862
1998,30-45 y.,North Rhine-Westphalia,Almost impossible,0.03850,43,208,0.01229,0.06471
1998,30-45 y.,Hesse,Difficult,0.14947,48,48,0.04753,0.25140
1998,30-45 y.,"Rhineland-Palatinate, Saarland",Difficult,0.14348,42,42,0.03617,0.25078
1998,30-45 y.,Baden-Wuerttemberg,Difficult,0.11186,80,112,0.05322,0.17050
1998,30-45 y.,Baden-Wuerttemberg,Almost impossible,0.03747,32,112,0.00214,0.07280
1998,30-45 y.,Bavaria,Easy,0.03677,31,110,0.00144,0.07211
1998,30-45 y.,Bavaria,Difficult,0.12693,79,110,0.06443,0.18942
1998,30-45 y.,Saxony,Difficult,0.14262,49,49,0.04369,0.24155
1998,30-45 y.,Thuringa,Difficult,0.20747,45,45,0.08765,0.32728
1998,46-65 y.,Lower Saxony,Almost impossible,0.13264,52,52,0.03955,0.22573
1998,46-65 y.,North Rhine-Westphalia,Difficult,0.07190,62,199,0.03592,0.10789
1998,46-65 y.,North Rhine-Westphalia,Almost impossible,0.13023,137,199,0.08335,0.17711
1998,46-65 y.,Hesse,Almost impossible,0.12191,38,38,0.01648,0.22734
1998,46-65 y.,"Rhineland-Palatinate, Saarland",Almost impossible,0.14748,37,37,0.03165,0.26332
1998,46-65 y.,Baden-Wuerttemberg,Difficult,0.09230,49,124,0.04115,0.14346
1998,46-65 y.,Baden-Wuerttemberg,Almost impossible,0.10301,75,124,0.04929,0.15673
1998,46-65 y.,Bavaria,Difficult,0.07404,43,105,0.02371,0.12436
1998,46-65 y.,Bavaria,Almost impossible,0.10497,62,105,0.04606,0.16388
1998,46-65 y.,Brandenburg,Almost impossible,0.13771,31,31,0.01440,0.26102
1998,46-65 y.,Saxony,Difficult,0.07337,34,72,0.01272,0.13402
1998,46-65 y.,Saxony,Almost impossible,0.08822,38,72,0.02225,0.15419
1998,46-65 y.,Saxony-Anhalt,Almost impossible,0.19962,43,43,0.07873,0.32050
1999,17-29 y.,Lower Saxony,Difficult,0.20546,50,50,0.09233,0.31859
1999,17-29 y.,North Rhine-Westphalia,Easy,0.07221,37,232,0.03883,0.10559
1999,17-29 y.,North Rhine-Westphalia,Difficult,0.25643,159,232,0.20012,0.31274
1999,17-29 y.,North Rhine-Westphalia,Almost impossible,0.04921,36,232,0.02132,0.07711
1999,17-29 y.,Hesse,Difficult,0.20900,35,35,0.07233,0.34567
1999,17-29 y.,Baden-Wuerttemberg,Easy,0.09496,31,147,0.04740,0.14251
1999,17-29 y.,Baden-Wuerttemberg,Difficult,0.17808,80,147,0.11603,0.24014
1999,17-29 y.,Baden-Wuerttemberg,Almost impossible,0.07831,36,147,0.03473,0.12189
1999,17-29 y.,Bavaria,Difficult,0.16931,61,61,0.07442,0.26421
1999,17-29 y.,Berlin,Difficult,0.41570,40,40,0.26102,0.57038
1999,17-29 y.,Brandenburg,Difficult,0.24296,41,41,0.11005,0.37587
1999,17-29 y.,Saxony,Difficult,0.26959,66,66,0.16171,0.37747
1999,17-29 y.,Saxony-Anhalt,Difficult,0.26461,40,40,0.12616,0.40306
1999,17-29 y.,Thuringa,Difficult,0.28337,38,38,0.13817,0.42858
1999,30-45 y.,Lower Saxony,Difficult,0.10264,49,49,0.01678,0.18849
1999,30-45 y.,North Rhine-Westphalia,Difficult,0.11556,116,150,0.06423,0.16690
1999,30-45 y.,North Rhine-Westphalia,Almost impossible,0.02677,34,150,0.00085,0.05269
1999,30-45 y.,Hesse,Difficult,0.15911,42,42,0.04715,0.27108
1999,30-45 y.,"Rhineland-Palatinate, Saarland",Difficult,0.13047,38,38,0.02194,0.23900
1999,30-45 y.,Baden-Wuerttemberg,Difficult,0.11135,75,75,0.03968,0.18303
1999,30-45 y.,Bavaria,Difficult,0.09988,68,68,0.02808,0.17168
1999,30-45 y.,Saxony,Difficult,0.13177,52,52,0.03894,0.22460
1999,30-45 y.,Thuringa,Difficult,0.16506,32,32,0.03438,0.29575
1999,46-65 y.,Lower Saxony,Almost impossible,0.12360,45,45,0.02635,0.22084
1999,46-65 y.,North Rhine-Westphalia,Difficult,0.05284,52,182,0.02025,0.08543
1999,46-65 y.,North Rhine-Westphalia,Almost impossible,0.13322,130,182,0.08371,0.18272
1999,46-65 y.,"Rhineland-Palatinate, Saarland",Almost impossible,0.13807,34,34,0.02037,0.25577
1999,46-65 y.,Baden-Wuerttemberg,Almost impossible,0.12998,71,71,0.05120,0.20876
1999,46-65 y.,Bavaria,Difficult,0.05423,33,89,0.00691,0.10155
1999,46-65 y.,Bavaria,Almost impossible,0.10539,56,89,0.04124,0.16955
1999,46-65 y.,Saxony,Difficult,0.08268,31,76,0.02035,0.14500
1999,46-65 y.,Saxony,Almost impossible,0.11365,45,76,0.04182,0.18548
2000,17-29 y.,Lower Saxony,Difficult,0.21490,88,88,0.12859,0.30121
2000,17-29 y.,North Rhine-Westphalia,Easy,0.08550,86,343,0.05586,0.11513
2000,17-29 y.,North Rhine-Westphalia,Difficult,0.19213,192,343,0.15037,0.23388
2000,17-29 y.,North Rhine-Westphalia,Almost impossible,0.06296,65,343,0.03722,0.08870
2000,17-29 y.,Hesse,Difficult,0.17999,58,58,0.08025,0.27973
2000,17-29 y.,"Rhineland-Palatinate, Saarland",Difficult,0.18946,48,48,0.07743,0.30150
2000,17-29 y.,Baden-Wuerttemberg,Easy,0.09346,58,232,0.05592,0.13099
2000,17-29 y.,Baden-Wuerttemberg,Difficult,0.14456,107,232,0.09921,0.18990
2000,17-29 y.,Baden-Wuerttemberg,Almost impossible,0.08402,67,232,0.04825,0.11980
2000,17-29 y.,Bavaria,Easy,0.10889,68,167,0.06150,0.15628
2000,17-29 y.,Bavaria,Difficult,0.16694,99,167,0.11021,0.22367
2000,17-29 y.,Berlin,Difficult,0.25817,38,38,0.11716,0.39918
2000,17-29 y.,Brandenburg,Difficult,0.26073,53,53,0.14140,0.38006
2000,17-29 y.,Mecklenburg-Western Pomerania,Difficult,0.24206,32,32,0.09128,0.39285
2000,17-29 y.,Saxony,Difficult,0.27097,91,91,0.17914,0.36280
2000,17-29 y.,Saxony-Anhalt,Difficult,0.22179,54,54,0.10994,0.33363
2000,17-29 y.,Thuringa,Difficult,0.29846,67,67,0.18807,0.40886
2000,30-45 y.,Lower Saxony,Difficult,0.08733,74,74,0.02256,0.15209
2000,30-45 y.,North Rhine-Westphalia,Easy,0.03823,70,330,0.01751,0.05895
2000,30-45 y.,North Rhine-Westphalia,Difficult,0.10402,202,330,0.07103,0.13701
2000,30-45 y.,North Rhine-Westphalia,Almost impossible,0.02948,58,330,0.01120,0.04775
2000,30-45 y.,Hesse,Difficult,0.14972,88,88,0.07474,0.22469
2000,30-45 y.,"Rhineland-Palatinate, Saarland",Difficult,0.12015,72,72,0.04452,0.19578
2000,30-45 y.,Baden-Wuerttemberg,Easy,0.03978,39,212,0.01341,0.06615
2000,30-45 y.,Baden-Wuerttemberg,Difficult,0.09277,113,212,0.05363,0.13192
2000,30-45 y.,Baden-Wuerttemberg,Almost impossible,0.04298,60,212,0.01561,0.07035
2000,30-45 y.,Bavaria,Easy,0.03106,38,200,0.00696,0.05517
2000,30-45 y.,Bavaria,Difficult,0.08986,124,200,0.05013,0.12960
2000,30-45 y.,Bavaria,Almost impossible,0.03153,38,200,0.00725,0.05581
2000,30-45 y.,Berlin,Difficult,0.11969,36,36,0.01215,0.22723
2000,30-45 y.,Brandenburg,Difficult,0.11603,36,36,0.00993,0.22213
2000,30-45 y.,Saxony,Difficult,0.12518,77,77,0.05078,0.19959
2000,30-45 y.,Saxony-Anhalt,Difficult,0.13398,35,35,0.01948,0.24847
2000,30-45 y.,Thuringa,Difficult,0.14125,41,41,0.03332,0.24919
2000,46-65 y.,Lower Saxony,Difficult,0.06508,33,92,0.01440,0.11576
2000,46-65 y.,Lower Saxony,Almost impossible,0.09291,59,92,0.03327,0.15256
2000,46-65 y.,North Rhine-Westphalia,Difficult,0.06681,122,363,0.04108,0.09253
2000,46-65 y.,North Rhine-Westphalia,Almost impossible,0.12403,241,363,0.09008,0.15799
2000,46-65 y.,Hesse,Difficult,0.06234,38,92,0.01267,0.11202
2000,46-65 y.,Hesse,Almost impossible,0.09471,54,92,0.03455,0.15488
2000,46-65 y.,"Rhineland-Palatinate, Saarland",Almost impossible,0.13298,63,63,0.04846,0.21751
2000,46-65 y.,Baden-Wuerttemberg,Difficult,0.06770,56,169,0.02971,0.10569
2000,46-65 y.,Baden-Wuerttemberg,Almost impossible,0.10699,113,169,0.06025,0.15373
2000,46-65 y.,Bavaria,Difficult,0.06208,67,178,0.02653,0.09762
2000,46-65 y.,Bavaria,Almost impossible,0.09620,111,178,0.05276,0.13964
2000,46-65 y.,Saxony,Difficult,0.07932,51,121,0.03097,0.12767
2000,46-65 y.,Saxony,Almost impossible,0.11302,70,121,0.05637,0.16967
2000,46-65 y.,Saxony-Anhalt,Difficult,0.07465,32,77,0.01556,0.13374
2000,46-65 y.,Saxony-Anhalt,Almost impossible,0.12003,45,77,0.04696,0.19310
2000,46-65 y.,Thuringa,Almost impossible,0.11236,36,36,0.00773,0.21699
2001,17-29 y.,Lower Saxony,Easy,0.11682,38,111,0.05679,0.17685
2001,17-29 y.,Lower Saxony,Difficult,0.18215,73,111,0.11002,0.25427
2001,17-29 y.,North Rhine-Westphalia,Easy,0.08376,80,310,0.05287,0.11465
2001,17-29 y.,North Rhine-Westphalia,Difficult,0.19154,166,310,0.14766,0.23541
2001,17-29 y.,North Rhine-Westphalia,Almost impossible,0.07106,64,310,0.04241,0.09970
2001,17-29 y.,Hesse,Easy,0.12044,32,80,0.04867,0.19221
2001,17-29 y.,Hesse,Difficult,0.17452,48,80,0.09082,0.25822
2001,17-29 y.,"Rhineland-Palatinate, Saarland",Easy,0.14583,34,79,0.06750,0.22415
2001,17-29 y.,"Rhineland-Palatinate, Saarland",Difficult,0.19003,45,79,0.10296,0.27710
2001,17-29 y.,Baden-Wuerttemberg,Easy,0.08810,52,194,0.04811,0.12808
2001,17-29 y.,Baden-Wuerttemberg,Difficult,0.14860,89,194,0.09841,0.19878
2001,17-29 y.,Baden-Wuerttemberg,Almost impossible,0.07834,53,194,0.04043,0.11625
2001,17-29 y.,Bavaria,Easy,0.09835,57,151,0.05069,0.14601
2001,17-29 y.,Bavaria,Difficult,0.16235,94,151,0.10334,0.22137
2001,17-29 y.,Berlin,Difficult,0.25394,41,41,0.11905,0.38883
2001,17-29 y.,Brandenburg,Difficult,0.26133,47,47,0.13436,0.38830
2001,17-29 y.,Saxony,Difficult,0.23845,75,75,0.14135,0.33554
2001,17-29 y.,Saxony-Anhalt,Difficult,0.27828,61,61,0.16488,0.39167
2001,17-29 y.,Thuringa,Difficult,0.32443,71,71,0.21476,0.43410
2001,30-45 y.,Lower Saxony,Difficult,0.10351,78,78,0.03547,0.17155
2001,30-45 y.,North Rhine-Westphalia,Easy,0.04356,73,286,0.01986,0.06725
2001,30-45 y.,North Rhine-Westphalia,Difficult,0.09068,159,286,0.05735,0.12402
2001,30-45 y.,North Rhine-Westphalia,Almost impossible,0.02871,54,286,0.00932,0.04810
2001,30-45 y.,Hesse,Difficult,0.11567,59,59,0.03336,0.19798
2001,30-45 y.,"Rhineland-Palatinate, Saarland",Easy,0.04734,31,78,-0.00010,0.09477
2001,30-45 y.,"Rhineland-Palatinate, Saarland",Difficult,0.09300,47,78,0.02813,0.15787
2001,30-45 y.,Baden-Wuerttemberg,Easy,0.03458,31,149,0.00514,0.06401
2001,30-45 y.,Baden-Wuerttemberg,Difficult,0.07732,80,149,0.03429,0.12036
2001,30-45 y.,Baden-Wuerttemberg,Almost impossible,0.02867,38,149,0.00179,0.05556
2001,30-45 y.,Bavaria,Easy,0.04214,42,176,0.01237,0.07191
2001,30-45 y.,Bavaria,Difficult,0.08665,102,176,0.04497,0.12833
2001,30-45 y.,Bavaria,Almost impossible,0.02401,32,176,0.00133,0.04669
2001,30-45 y.,Brandenburg,Difficult,0.14765,36,36,0.03012,0.26517
2001,30-45 y.,Saxony,Difficult,0.12804,72,72,0.05031,0.20576
2001,30-45 y.,Saxony-Anhalt,Difficult,0.14382,35,35,0.02587,0.26178
2001,30-45 y.,Thuringa,Difficult,0.13580,39,39,0.02688,0.24473
2001,46-65 y.,Lower Saxony,Difficult,0.07467,35,86,0.01879,0.13055
2001,46-65 y.,Lower Saxony,Almost impossible,0.08646,51,86,0.02672,0.14621
2001,46-65 y.,North Rhine-Westphalia,Difficult,0.06926,101,298,0.04038,0.09813
2001,46-65 y.,North Rhine-Westphalia,Almost impossible,0.12263,197,298,0.08533,0.15994
2001,46-65 y.,Hesse,Difficult,0.08337,33,74,0.01995,0.14679
2001,46-65 y.,Hesse,Almost impossible,0.08662,41,74,0.02210,0.15115
2001,46-65 y.,"Rhineland-Palatinate, Saarland",Almost impossible,0.10145,43,43,0.01014,0.19276
2001,46-65 y.,Baden-Wuerttemberg,Difficult,0.06595,47,126,0.02244,0.10945
2001,46-65 y.,Baden-Wuerttemberg,Almost impossible,0.07879,79,126,0.03156,0.12601
2001,46-65 y.,Bavaria,Difficult,0.04653,47,149,0.01260,0.08047
2001,46-65 y.,Bavaria,Almost impossible,0.11218,102,149,0.06134,0.16303
2001,46-65 y.,Brandenburg,Almost impossible,0.08555,33,33,-0.01136,0.18247
2001,46-65 y.,Saxony,Difficult,0.06675,38,99,0.01734,0.11617
2001,46-65 y.,Saxony,Almost impossible,0.10351,61,99,0.04320,0.16382
2001,46-65 y.,Saxony-Anhalt,Almost impossible,0.10761,37,37,0.00638,0.20884
2001,46-65 y.,Thuringa,Almost impossible,0.12468,35,35,0.01364,0.23573
2002,17-29 y.,Lower Saxony,Easy,0.11142,39,110,0.05235,0.17049
2002,17-29 y.,Lower Saxony,Difficult,0.20832,71,110,0.13208,0.28456
2002,17-29 y.,North Rhine-Westphalia,Easy,0.11535,96,351,0.08189,0.14882
2002,17-29 y.,North Rhine-Westphalia,Difficult,0.23999,201,351,0.19525,0.28473
2002,17-29 y.,North Rhine-Westphalia,Almost impossible,0.05884,54,351,0.03419,0.08350
2002,17-29 y.,Hesse,Easy,0.09862,37,92,0.03736,0.15988
2002,17-29 y.,Hesse,Difficult,0.20631,55,92,0.12316,0.28945
2002,17-29 y.,"Rhineland-Palatinate, Saarland",Difficult,0.23150,59,59,0.12295,0.34006
2002,17-29 y.,Baden-Wuerttemberg,Easy,0.10413,61,207,0.06242,0.14584
2002,17-29 y.,Baden-Wuerttemberg,Difficult,0.17575,99,207,0.12378,0.22773
2002,17-29 y.,Baden-Wuerttemberg,Almost impossible,0.06852,47,207,0.03402,0.10301
2002,17-29 y.,Bavaria,Easy,0.09254,61,170,0.04885,0.13623
2002,17-29 y.,Bavaria,Difficult,0.16206,109,170,0.10650,0.21762
2002,17-29 y.,Berlin,Difficult,0.32357,57,57,0.20103,0.44610
2002,17-29 y.,Brandenburg,Difficult,0.24233,46,46,0.11713,0.36752
2002,17-29 y.,Saxony,Difficult,0.27707,87,87,0.18248,0.37166
2002,17-29 y.,Saxony-Anhalt,Difficult,0.29443,50,50,0.16681,0.42205
2002,17-29 y.,Thuringa,Difficult,0.27557,56,56,0.15749,0.39366
2002,30-45 y.,Lower Saxony,Easy,0.03994,32,114,0.00383,0.07604
2002,30-45 y.,Lower Saxony,Difficult,0.11760,82,114,0.05821,0.17700
2002,30-45 y.,North Rhine-Westphalia,Easy,0.03909,62,280,0.01635,0.06183
2002,30-45 y.,North Rhine-Westphalia,Difficult,0.11003,169,280,0.07331,0.14675
2002,30-45 y.,North Rhine-Westphalia,Almost impossible,0.03010,49,280,0.01005,0.05015
2002,30-45 y.,Hesse,Difficult,0.09524,49,49,0.01220,0.17829
2002,30-45 y.,"Rhineland-Palatinate, Saarland",Difficult,0.14375,61,61,0.05498,0.23252
2002,30-45 y.,Baden-Wuerttemberg,Difficult,0.09904,94,146,0.05042,0.14766
2002,30-45 y.,Baden-Wuerttemberg,Almost impossible,0.03912,52,146,0.00756,0.07067
2002,30-45 y.,Bavaria,Easy,0.03583,41,161,0.00703,0.06463
2002,30-45 y.,Bavaria,Difficult,0.12003,120,161,0.06967,0.17039
2002,30-45 y.,Berlin,Difficult,0.15318,34,34,0.03029,0.27606
2002,30-45 y.,Brandenburg,Difficult,0.21148,44,44,0.08942,0.33354
2002,30-45 y.,Saxony,Difficult,0.12261,54,85,0.05247,0.19275
2002,30-45 y.,Saxony,Almost impossible,0.07172,31,85,0.01654,0.12690
2002,30-45 y.,Thuringa,Difficult,0.20569,45,45,0.08626,0.32513
2002,46-65 y.,Lower Saxony,Difficult,0.05812,32,82,0.00716,0.10907
2002,46-65 y.,Lower Saxony,Almost impossible,0.08828,50,82,0.02649,0.15006
2002,46-65 y.,North Rhine-Westphalia,Difficult,0.06175,103,298,0.03437,0.08912
2002,46-65 y.,North Rhine-Westphalia,Almost impossible,0.12427,195,298,0.08675,0.16179
2002,46-65 y.,Hesse,Almost impossible,0.12166,52,52,0.03194,0.21138
2002,46-65 y.,"Rhineland-Palatinate, Saarland",Almost impossible,0.10167,44,44,0.01134,0.19201
2002,46-65 y.,Baden-Wuerttemberg,Difficult,0.04588,37,121,0.00844,0.08331
2002,46-65 y.,Baden-Wuerttemberg,Almost impossible,0.09136,84,121,0.03981,0.14292
2002,46-65 y.,Bavaria,Difficult,0.05050,62,150,0.01534,0.08566
2002,46-65 y.,Bavaria,Almost impossible,0.09504,88,150,0.04795,0.14213
2002,46-65 y.,Brandenburg,Almost impossible,0.11362,32,32,0.00190,0.22533
2002,46-65 y.,Saxony,Difficult,0.06534,31,89,0.01371,0.11698
2002,46-65 y.,Saxony,Almost impossible,0.10408,58,89,0.04028,0.16789
2002,46-65 y.,Saxony-Anhalt,Almost impossible,0.10426,35,35,0.00153,0.20698
2002,46-65 y.,Thuringa,Almost impossible,0.14500,38,38,0.03155,0.25846
2003,17-29 y.,Lower Saxony,Difficult,0.19977,64,64,0.10104,0.29850
2003,17-29 y.,North Rhine-Westphalia,Easy,0.06343,51,268,0.03420,0.09267
2003,17-29 y.,North Rhine-Westphalia,Difficult,0.22240,172,268,0.17252,0.27229
2003,17-29 y.,North Rhine-Westphalia,Almost impossible,0.04120,45,268,0.01736,0.06505
2003,17-29 y.,Hesse,Difficult,0.21730,55,55,0.10730,0.32730
2003,17-29 y.,"Rhineland-Palatinate, Saarland",Difficult,0.30632,71,71,0.19833,0.41430
2003,17-29 y.,Baden-Wuerttemberg,Easy,0.09750,60,175,0.05343,0.14158
2003,17-29 y.,Baden-Wuerttemberg,Difficult,0.14371,81,175,0.09159,0.19584
2003,17-29 y.,Baden-Wuerttemberg,Almost impossible,0.06404,34,175,0.02766,0.10042
2003,17-29 y.,Bavaria,Easy,0.06504,47,181,0.02902,0.10107
2003,17-29 y.,Bavaria,Difficult,0.16255,100,181,0.10865,0.21645
2003,17-29 y.,Bavaria,Almost impossible,0.04919,34,181,0.01760,0.08079
2003,17-29 y.,Berlin,Difficult,0.27080,48,48,0.14375,0.39784
2003,17-29 y.,Brandenburg,Difficult,0.21417,42,42,0.08860,0.33975
2003,17-29 y.,Saxony,Difficult,0.33125,91,91,0.23401,0.42849
2003,17-29 y.,Saxony-Anhalt,Difficult,0.31028,59,59,0.19122,0.42933
2003,17-29 y.,Thuringa,Difficult,0.20116,44,44,0.08134,0.32097
2003,30-45 y.,Lower Saxony,Difficult,0.12617,70,70,0.04782,0.20452
2003,30-45 y.,North Rhine-Westphalia,Easy,0.02557,37,211,0.00422,0.04691
2003,30-45 y.,North Rhine-Westphalia,Difficult,0.09501,142,211,0.05535,0.13467
2003,30-45 y.,North Rhine-Westphalia,Almost impossible,0.02251,32,211,0.00245,0.04258
2003,30-45 y.,Hesse,Difficult,0.11152,49,49,0.02247,0.20057
2003,30-45 y.,"Rhineland-Palatinate, Saarland",Difficult,0.09233,40,40,0.00147,0.18319
2003,30-45 y.,Baden-Wuerttemberg,Difficult,0.08409,78,78,0.02210,0.14608
2003,30-45 y.,Bavaria,Difficult,0.10173,89,89,0.03857,0.16489
2003,30-45 y.,Berlin,Difficult,0.21651,42,42,0.09044,0.34258
2003,30-45 y.,Saxony,Difficult,0.14632,69,69,0.06232,0.23033
2003,30-45 y.,Saxony-Anhalt,Difficult,0.17502,36,36,0.04913,0.30091
2003,30-45 y.,Thuringa,Difficult,0.15573,35,35,0.03385,0.27762
2003,46-65 y.,North Rhine-Westphalia,Difficult,0.04491,60,101,0.00432,0.08551
2003,46-65 y.,North Rhine-Westphalia,Almost impossible,0.03248,41,101,-0.00227,0.06722
2003,46-65 y.,Bavaria,Difficult,0.03653,37,37,-0.02475,0.09781
2003,46-65 y.,Saxony,Almost impossible,0.08423,47,47,0.00397,0.16449
2004,17-29 y.,Lower Saxony,Difficult,0.16234,63,63,0.07055,0.25414
2004,17-29 y.,North Rhine-Westphalia,Easy,0.04876,48,305,0.02455,0.07297
2004,17-29 y.,North Rhine-Westphalia,Difficult,0.26369,207,305,0.21416,0.31323
2004,17-29 y.,North Rhine-Westphalia,Almost impossible,0.04411,50,305,0.02103,0.06720
2004,17-29 y.,Hesse,Difficult,0.20789,45,45,0.08798,0.32779
2004,17-29 y.,"Rhineland-Palatinate, Saarland",Difficult,0.25737,62,62,0.14766,0.36709
2004,17-29 y.,Baden-Wuerttemberg,Easy,0.10226,51,182,0.05812,0.14640
2004,17-29 y.,Baden-Wuerttemberg,Difficult,0.17094,95,182,0.11610,0.22579
2004,17-29 y.,Baden-Wuerttemberg,Almost impossible,0.05923,36,182,0.02484,0.09361
2004,17-29 y.,Bavaria,Easy,0.07696,45,189,0.03886,0.11505
2004,17-29 y.,Bavaria,Difficult,0.17468,112,189,0.12041,0.22896
2004,17-29 y.,Bavaria,Almost impossible,0.05308,32,189,0.02103,0.08513
2004,17-29 y.,Berlin,Difficult,0.27180,48,48,0.14461,0.39899
2004,17-29 y.,Brandenburg,Difficult,0.28372,47,47,0.15345,0.41400
2004,17-29 y.,Saxony,Difficult,0.27817,88,88,0.18401,0.37234
2004,17-29 y.,Saxony-Anhalt,Difficult,0.31695,57,57,0.19508,0.43881
2004,17-29 y.,Thuringa,Difficult,0.29285,58,58,0.17471,0.41099
2004,30-45 y.,Lower Saxony,Difficult,0.08489,59,59,0.01316,0.15662
2004,30-45 y.,North Rhine-Westphalia,Easy,0.01632,33,181,-0.00219,0.03484
2004,30-45 y.,North Rhine-Westphalia,Difficult,0.08456,117,181,0.04392,0.12521
