year,bula_h,sex,plb0419_h,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1998,Baden-Wuerttemberg,female,Difficult,0.11650,149,314,0.08096,0.15205
1998,Baden-Wuerttemberg,female,Almost impossible,0.07412,122,314,0.04510,0.10315
1998,Bavaria,male,Difficult,0.05788,60,100,0.01188,0.10388
1998,Bavaria,male,Almost impossible,0.03625,40,100,-0.00057,0.07307
1998,Bavaria,female,Easy,0.02912,49,279,0.00936,0.04889
1998,Bavaria,female,Difficult,0.11499,155,279,0.07749,0.15249
1998,Bavaria,female,Almost impossible,0.05265,75,279,0.02640,0.07891
1998,Berlin,female,Difficult,0.09825,34,34,-0.00330,0.19981
1998,Brandenburg,male,Difficult,0.09200,35,35,-0.00515,0.18916
1998,Brandenburg,female,Difficult,0.07680,40,40,-0.00677,0.16036
1998,Mecklenburg-Western Pomerania,female,Difficult,0.13240,35,35,0.01847,0.24632
1998,Saxony,male,Difficult,0.07593,62,62,0.00946,0.14240
1998,Saxony,female,Difficult,0.11128,87,134,0.05784,0.16473
1998,Saxony,female,Almost impossible,0.05654,47,134,0.01729,0.09579
1998,Saxony-Anhalt,male,Difficult,0.09913,39,39,0.00411,0.19415
1998,Saxony-Anhalt,female,Difficult,0.09568,43,82,0.03162,0.15974
1998,Saxony-Anhalt,female,Almost impossible,0.10067,39,82,0.03514,0.16620
1998,Thuringa,male,Difficult,0.11766,53,53,0.03008,0.20523
1998,Thuringa,female,Difficult,0.13981,69,69,0.05738,0.22223
1999,Lower Saxony,male,Difficult,0.04325,37,37,-0.02320,0.10970
1999,Lower Saxony,female,Difficult,0.10589,82,138,0.05437,0.15742
1999,Lower Saxony,female,Almost impossible,0.07196,56,138,0.02869,0.11523
1999,North Rhine-Westphalia,male,Difficult,0.04939,95,154,0.01505,0.08372
1999,North Rhine-Westphalia,male,Almost impossible,0.03517,59,154,0.00598,0.06437
1999,North Rhine-Westphalia,female,Easy,0.02769,51,431,0.01218,0.04320
1999,North Rhine-Westphalia,female,Difficult,0.11021,232,431,0.08061,0.13980
1999,North Rhine-Westphalia,female,Almost impossible,0.06797,148,431,0.04418,0.09176
1999,Hesse,female,Difficult,0.09796,61,99,0.03911,0.15682
1999,Hesse,female,Almost impossible,0.07442,38,99,0.02246,0.12639
1999,"Rhineland-Palatinate, Saarland",female,Difficult,0.11853,63,107,0.05699,0.18006
1999,"Rhineland-Palatinate, Saarland",female,Almost impossible,0.07709,44,107,0.02631,0.12787
1999,Baden-Wuerttemberg,male,Difficult,0.04054,50,85,-0.00164,0.08272
1999,Baden-Wuerttemberg,male,Almost impossible,0.02432,35,85,-0.00862,0.05726
1999,Baden-Wuerttemberg,female,Easy,0.03017,37,272,0.00981,0.05054
1999,Baden-Wuerttemberg,female,Difficult,0.09749,133,272,0.06218,0.13281
1999,Baden-Wuerttemberg,female,Almost impossible,0.08171,102,272,0.04909,0.11432
1999,Bavaria,male,Difficult,0.04070,46,46,-0.01703,0.09843
1999,Bavaria,female,Easy,0.03519,49,236,0.01163,0.05875
1999,Bavaria,female,Difficult,0.08355,116,236,0.04817,0.11893
1999,Bavaria,female,Almost impossible,0.05721,71,236,0.02752,0.08691
1999,Berlin,female,Difficult,0.12232,41,41,0.02078,0.22386
1999,Brandenburg,female,Difficult,0.09989,47,47,0.01323,0.18654
1999,Saxony,male,Difficult,0.07708,58,58,0.00784,0.14632
1999,Saxony,female,Difficult,0.11797,93,144,0.06510,0.17085
1999,Saxony,female,Almost impossible,0.06866,51,144,0.02721,0.11010
1999,Saxony-Anhalt,male,Difficult,0.09632,41,41,0.00489,0.18776
1999,Saxony-Anhalt,female,Difficult,0.08780,42,74,0.02288,0.15273
1999,Saxony-Anhalt,female,Almost impossible,0.07671,32,74,0.01566,0.13776
1999,Thuringa,male,Difficult,0.10016,43,43,0.00937,0.19096
1999,Thuringa,female,Difficult,0.11822,53,53,0.03047,0.20598
2000,Schleswig-Holstein,female,Difficult,0.08030,39,74,0.01796,0.14264
2000,Schleswig-Holstein,female,Almost impossible,0.06305,35,74,0.00729,0.11880
2000,Lower Saxony,male,Difficult,0.04713,61,61,-0.00649,0.10075
2000,Lower Saxony,female,Easy,0.03744,51,271,0.01479,0.06008
2000,Lower Saxony,female,Difficult,0.09425,135,271,0.05940,0.12910
2000,Lower Saxony,female,Almost impossible,0.05608,85,271,0.02863,0.08352
2000,North Rhine-Westphalia,male,Easy,0.01417,46,303,0.00084,0.02749
2000,North Rhine-Westphalia,male,Difficult,0.04366,152,303,0.02061,0.06670
2000,North Rhine-Westphalia,male,Almost impossible,0.03198,105,303,0.01214,0.05182
2000,North Rhine-Westphalia,female,Easy,0.03593,131,776,0.02283,0.04904
2000,North Rhine-Westphalia,female,Difficult,0.09816,364,776,0.07721,0.11911
2000,North Rhine-Westphalia,female,Almost impossible,0.07739,281,776,0.05857,0.09620
2000,Hesse,male,Difficult,0.04616,50,82,0.00047,0.09186
2000,Hesse,male,Almost impossible,0.02789,32,82,-0.00797,0.06375
2000,Hesse,female,Easy,0.03442,39,244,0.01150,0.05734
2000,Hesse,female,Difficult,0.11462,134,244,0.07457,0.15468
2000,Hesse,female,Almost impossible,0.06558,71,244,0.03445,0.09670
2000,"Rhineland-Palatinate, Saarland",female,Easy,0.03016,36,251,0.00896,0.05137
2000,"Rhineland-Palatinate, Saarland",female,Difficult,0.11206,124,251,0.07296,0.15116
2000,"Rhineland-Palatinate, Saarland",female,Almost impossible,0.08697,91,251,0.05204,0.12191
2000,Baden-Wuerttemberg,male,Difficult,0.03472,78,140,0.00429,0.06516
2000,Baden-Wuerttemberg,male,Almost impossible,0.02820,62,140,0.00068,0.05572
2000,Baden-Wuerttemberg,female,Easy,0.03793,75,458,0.02042,0.05544
2000,Baden-Wuerttemberg,female,Difficult,0.09099,198,458,0.06462,0.11736
2000,Baden-Wuerttemberg,female,Almost impossible,0.07506,185,458,0.05091,0.09922
2000,Bavaria,male,Easy,0.02073,38,163,-0.00121,0.04268
2000,Bavaria,male,Difficult,0.03902,74,163,0.00920,0.06884
2000,Bavaria,male,Almost impossible,0.02449,51,163,0.00069,0.04829
2000,Bavaria,female,Easy,0.03358,82,434,0.01661,0.05055
2000,Bavaria,female,Difficult,0.08980,219,434,0.06287,0.11673
2000,Bavaria,female,Almost impossible,0.05584,133,434,0.03421,0.07747
2000,Berlin,male,Difficult,0.08357,41,41,-0.00219,0.16933
2000,Berlin,female,Difficult,0.08897,52,52,0.01083,0.16711
2000,Brandenburg,male,Difficult,0.09930,59,59,0.02234,0.17627
2000,Brandenburg,female,Difficult,0.08177,54,98,0.02724,0.13630
2000,Brandenburg,female,Almost impossible,0.05755,44,98,0.01120,0.10390
2000,Mecklenburg-Western Pomerania,male,Difficult,0.09547,32,32,-0.00798,0.19891
2000,Saxony,male,Difficult,0.08636,92,132,0.03826,0.13446
2000,Saxony,male,Almost impossible,0.03235,40,132,0.00205,0.06265
2000,Saxony,female,Difficult,0.09602,127,211,0.05617,0.13586
2000,Saxony,female,Almost impossible,0.07641,84,211,0.04048,0.11235
2000,Saxony-Anhalt,male,Difficult,0.06909,50,50,-0.00192,0.14010
2000,Saxony-Anhalt,female,Difficult,0.10072,71,122,0.04709,0.15435
2000,Saxony-Anhalt,female,Almost impossible,0.07616,51,122,0.02890,0.12343
2000,Thuringa,male,Difficult,0.07362,51,51,0.00123,0.14601
2000,Thuringa,female,Difficult,0.11889,76,118,0.06024,0.17754
2000,Thuringa,female,Almost impossible,0.06438,42,118,0.01991,0.10885
2001,Schleswig-Holstein,female,Difficult,0.07785,35,66,0.01271,0.14298
2001,Schleswig-Holstein,female,Almost impossible,0.06439,31,66,0.00472,0.12406
2001,Lower Saxony,male,Difficult,0.04630,57,57,-0.00874,0.10133
2001,Lower Saxony,female,Easy,0.02660,38,249,0.00657,0.04663
2001,Lower Saxony,female,Difficult,0.09231,129,249,0.05628,0.12833
2001,Lower Saxony,female,Almost impossible,0.06338,82,249,0.03306,0.09371
2001,North Rhine-Westphalia,male,Easy,0.01554,46,253,0.00027,0.03081
2001,North Rhine-Westphalia,male,Difficult,0.04689,123,253,0.02079,0.07299
2001,North Rhine-Westphalia,male,Almost impossible,0.03079,84,253,0.00946,0.05212
2001,North Rhine-Westphalia,female,Easy,0.03388,122,676,0.02023,0.04752
2001,North Rhine-Westphalia,female,Difficult,0.08823,303,676,0.06684,0.10963
2001,North Rhine-Westphalia,female,Almost impossible,0.07930,251,676,0.05891,0.09968
2001,Hesse,male,Difficult,0.06060,50,50,-0.00620,0.12741
2001,Hesse,female,Easy,0.04640,45,203,0.01739,0.07540
2001,Hesse,female,Difficult,0.08892,91,203,0.04967,0.12818
2001,Hesse,female,Almost impossible,0.06590,67,203,0.03168,0.10011
2001,"Rhineland-Palatinate, Saarland",female,Easy,0.05175,56,221,0.02248,0.08102
2001,"Rhineland-Palatinate, Saarland",female,Difficult,0.09463,93,221,0.05595,0.13331
2001,"Rhineland-Palatinate, Saarland",female,Almost impossible,0.08180,72,221,0.04559,0.11802
2001,Baden-Wuerttemberg,male,Difficult,0.02983,52,100,-0.00368,0.06334
2001,Baden-Wuerttemberg,male,Almost impossible,0.01955,48,100,-0.00772,0.04682
2001,Baden-Wuerttemberg,female,Easy,0.03372,64,355,0.01492,0.05253
2001,Baden-Wuerttemberg,female,Difficult,0.08559,164,355,0.05645,0.11474
2001,Baden-Wuerttemberg,female,Almost impossible,0.05964,127,355,0.03497,0.08432
2001,Bavaria,male,Difficult,0.03500,56,106,-0.00015,0.07016
2001,Bavaria,male,Almost impossible,0.02991,50,106,-0.00267,0.06249
2001,Bavaria,female,Easy,0.03787,80,389,0.01888,0.05686
2001,Bavaria,female,Difficult,0.08420,189,389,0.05657,0.11184
2001,Bavaria,female,Almost impossible,0.06011,120,389,0.03646,0.08376
2001,Berlin,male,Difficult,0.07105,40,40,-0.00958,0.15168
2001,Berlin,female,Difficult,0.10026,53,53,0.01862,0.18189
2001,Brandenburg,male,Difficult,0.08790,43,74,0.02294,0.15285
2001,Brandenburg,male,Almost impossible,0.04959,31,74,-0.00021,0.09939
2001,Brandenburg,female,Difficult,0.08938,58,58,0.01532,0.16345
2001,Saxony,male,Difficult,0.07791,79,121,0.02995,0.12586
2001,Saxony,male,Almost impossible,0.04255,42,121,0.00644,0.07867
2001,Saxony,female,Difficult,0.08977,106,161,0.04548,0.13406
2001,Saxony,female,Almost impossible,0.04658,55,161,0.01392,0.07923
2001,Saxony-Anhalt,male,Difficult,0.08723,51,82,0.02578,0.14869
2001,Saxony-Anhalt,male,Almost impossible,0.05614,31,82,0.00601,0.10627
2001,Saxony-Anhalt,female,Difficult,0.10498,71,109,0.04717,0.16280
2001,Saxony-Anhalt,female,Almost impossible,0.05868,38,109,0.01435,0.10300
2001,Thuringa,male,Difficult,0.08146,48,48,0.00326,0.15967
2001,Thuringa,female,Difficult,0.13243,85,120,0.07153,0.19333
2001,Thuringa,female,Almost impossible,0.06808,35,120,0.02283,0.11334
2002,Schleswig-Holstein,female,Difficult,0.09126,39,39,-0.00030,0.18283
2002,Lower Saxony,male,Difficult,0.04685,59,59,-0.00754,0.10123
2002,Lower Saxony,female,Easy,0.03895,57,269,0.01578,0.06211
2002,Lower Saxony,female,Difficult,0.10063,127,269,0.06461,0.13664
2002,Lower Saxony,female,Almost impossible,0.06173,85,269,0.03291,0.09054
2002,North Rhine-Westphalia,male,Easy,0.02162,56,290,0.00485,0.03839
2002,North Rhine-Westphalia,male,Difficult,0.06087,156,290,0.03330,0.08844
2002,North Rhine-Westphalia,male,Almost impossible,0.03149,78,290,0.01136,0.05163
2002,North Rhine-Westphalia,female,Easy,0.03502,120,676,0.02115,0.04889
2002,North Rhine-Westphalia,female,Difficult,0.09266,318,676,0.07079,0.11454
2002,North Rhine-Westphalia,female,Almost impossible,0.07679,238,676,0.05670,0.09687
2002,Hesse,male,Difficult,0.04733,48,48,-0.01338,0.10803
2002,Hesse,female,Easy,0.03434,40,189,0.00831,0.06037
2002,Hesse,female,Difficult,0.07934,84,189,0.04071,0.11797
2002,Hesse,female,Almost impossible,0.07279,65,189,0.03566,0.10993
2002,"Rhineland-Palatinate, Saarland",male,Difficult,0.04507,39,39,-0.02089,0.11104
2002,"Rhineland-Palatinate, Saarland",female,Difficult,0.11586,107,168,0.06732,0.16441
2002,"Rhineland-Palatinate, Saarland",female,Almost impossible,0.06727,61,168,0.02928,0.10526
2002,Baden-Wuerttemberg,male,Easy,0.01880,37,144,-0.00346,0.04105
2002,Baden-Wuerttemberg,male,Difficult,0.03818,67,144,0.00677,0.06959
2002,Baden-Wuerttemberg,male,Almost impossible,0.01972,40,144,-0.00307,0.04251
2002,Baden-Wuerttemberg,female,Easy,0.03633,64,374,0.01734,0.05532
2002,Baden-Wuerttemberg,female,Difficult,0.08841,164,374,0.05960,0.11723
2002,Baden-Wuerttemberg,female,Almost impossible,0.06596,146,374,0.04077,0.09115
2002,Bavaria,male,Easy,0.02137,41,156,-0.00140,0.04414
2002,Bavaria,male,Difficult,0.04120,73,156,0.00991,0.07249
2002,Bavaria,male,Almost impossible,0.02261,42,156,-0.00079,0.04601
2002,Bavaria,female,Easy,0.02925,75,407,0.01286,0.04564
2002,Bavaria,female,Difficult,0.09021,220,407,0.06235,0.11808
2002,Bavaria,female,Almost impossible,0.05376,112,407,0.03182,0.07570
2002,Berlin,male,Difficult,0.09051,50,50,0.01018,0.17085
2002,Berlin,female,Difficult,0.13610,64,64,0.05142,0.22077
2002,Brandenburg,male,Difficult,0.12475,56,56,0.03742,0.21208
2002,Brandenburg,female,Difficult,0.09246,58,58,0.01726,0.16766
2002,Saxony,male,Difficult,0.09666,81,122,0.04401,0.14931
2002,Saxony,male,Almost impossible,0.04213,41,122,0.00634,0.07792
2002,Saxony,female,Difficult,0.08232,91,155,0.03891,0.12573
2002,Saxony,female,Almost impossible,0.06224,64,155,0.02408,0.10040
2002,Saxony-Anhalt,male,Difficult,0.09053,47,47,0.00761,0.17346
2002,Saxony-Anhalt,female,Difficult,0.09913,53,97,0.03935,0.15891
2002,Saxony-Anhalt,female,Almost impossible,0.06521,44,97,0.01582,0.11460
2002,Thuringa,male,Difficult,0.10766,56,56,0.02574,0.18957
2002,Thuringa,female,Difficult,0.12566,72,112,0.06400,0.18733
2002,Thuringa,female,Almost impossible,0.07413,40,112,0.02539,0.12287
2003,Lower Saxony,male,Difficult,0.05522,59,59,-0.00356,0.11401
2003,Lower Saxony,female,Easy,0.02253,32,126,-0.00349,0.04854
2003,Lower Saxony,female,Difficult,0.08044,94,126,0.03276,0.12812
2003,North Rhine-Westphalia,male,Difficult,0.05888,152,210,0.02697,0.09079
2003,North Rhine-Westphalia,male,Almost impossible,0.02155,58,210,0.00187,0.04124
2003,North Rhine-Westphalia,female,Easy,0.02021,64,347,0.00538,0.03503
2003,North Rhine-Westphalia,female,Difficult,0.07228,223,347,0.04499,0.09957
2003,North Rhine-Westphalia,female,Almost impossible,0.01835,60,347,0.00421,0.03249
2003,Hesse,male,Difficult,0.07101,64,64,0.00759,0.13443
2003,Hesse,female,Difficult,0.07236,64,64,0.00838,0.13633
2003,"Rhineland-Palatinate, Saarland",male,Difficult,0.07277,50,50,0.00004,0.14550
2003,"Rhineland-Palatinate, Saarland",female,Difficult,0.08246,77,77,0.02062,0.14430
2003,Baden-Wuerttemberg,male,Easy,0.01507,31,94,-0.00969,0.03983
2003,Baden-Wuerttemberg,male,Difficult,0.03426,63,94,-0.00271,0.07124
2003,Baden-Wuerttemberg,female,Easy,0.02159,50,220,0.00234,0.04084
2003,Baden-Wuerttemberg,female,Difficult,0.06490,117,220,0.03227,0.09753
2003,Baden-Wuerttemberg,female,Almost impossible,0.02871,53,220,0.00660,0.05083
2003,Bavaria,male,Difficult,0.04350,77,109,0.00503,0.08198
2003,Bavaria,male,Almost impossible,0.01831,32,109,-0.00698,0.04359
2003,Bavaria,female,Easy,0.02110,54,243,0.00299,0.03921
2003,Bavaria,female,Difficult,0.07145,150,243,0.03900,0.10391
2003,Bavaria,female,Almost impossible,0.01680,39,243,0.00061,0.03299
2003,Berlin,male,Difficult,0.10859,54,54,0.02483,0.19236
2003,Berlin,female,Difficult,0.12236,54,54,0.03413,0.21058
2003,Brandenburg,male,Difficult,0.08860,41,41,0.00054,0.17667
2003,Brandenburg,female,Difficult,0.06694,46,46,-0.00608,0.13997
2003,Mecklenburg-Western Pomerania,female,Difficult,0.10245,39,39,0.00603,0.19887
2003,Saxony,male,Difficult,0.11569,97,135,0.06154,0.16985
2003,Saxony,male,Almost impossible,0.03844,38,135,0.00589,0.07099
2003,Saxony,female,Difficult,0.08768,92,141,0.04083,0.13453
2003,Saxony,female,Almost impossible,0.04319,49,141,0.00951,0.07686
2003,Saxony-Anhalt,male,Difficult,0.12450,59,59,0.03953,0.20947
2003,Saxony-Anhalt,female,Difficult,0.08982,62,95,0.03201,0.14762
2003,Saxony-Anhalt,female,Almost impossible,0.06411,33,95,0.01459,0.11363
2003,Thuringa,male,Difficult,0.08242,47,47,0.00295,0.16189
2003,Thuringa,female,Difficult,0.09079,56,90,0.03110,0.15048
2003,Thuringa,female,Almost impossible,0.06730,34,90,0.01524,0.11935
2004,Schleswig-Holstein,female,Difficult,0.10175,35,35,0.00013,0.20336
2004,Lower Saxony,male,Difficult,0.04166,50,50,-0.01429,0.09761
2004,Lower Saxony,female,Difficult,0.06245,94,94,0.01327,0.11163
2004,North Rhine-Westphalia,male,Easy,0.01167,36,247,-0.00175,0.02509
2004,North Rhine-Westphalia,male,Difficult,0.06642,157,247,0.03530,0.09753
2004,North Rhine-Westphalia,male,Almost impossible,0.02343,54,247,0.00453,0.04233
2004,North Rhine-Westphalia,female,Easy,0.00966,48,358,-0.00049,0.01981
2004,North Rhine-Westphalia,female,Difficult,0.07107,231,358,0.04442,0.09773
2004,North Rhine-Westphalia,female,Almost impossible,0.02297,79,358,0.00743,0.03851
2004,Hesse,male,Difficult,0.04713,45,45,-0.01549,0.10974
2004,Hesse,female,Difficult,0.08248,67,67,0.01611,0.14885
2004,"Rhineland-Palatinate, Saarland",male,Difficult,0.06072,40,40,-0.01423,0.13567
2004,"Rhineland-Palatinate, Saarland",female,Difficult,0.09310,82,82,0.02982,0.15638
2004,Baden-Wuerttemberg,male,Easy,0.01967,31,132,-0.00411,0.04345
2004,Baden-Wuerttemberg,male,Difficult,0.03825,70,132,0.00540,0.07109
2004,Baden-Wuerttemberg,male,Almost impossible,0.02324,31,132,-0.00256,0.04903
2004,Baden-Wuerttemberg,female,Easy,0.01665,37,224,-0.00014,0.03344
2004,Baden-Wuerttemberg,female,Difficult,0.07390,141,224,0.03956,0.10824
2004,Baden-Wuerttemberg,female,Almost impossible,0.02433,46,224,0.00411,0.04455
2004,Bavaria,male,Difficult,0.06938,101,101,0.01958,0.11918
2004,Bavaria,female,Easy,0.02319,49,250,0.00449,0.04188
2004,Bavaria,female,Difficult,0.07178,159,250,0.03972,0.10385
2004,Bavaria,female,Almost impossible,0.02245,42,250,0.00405,0.04085
2004,Berlin,male,Difficult,0.10346,45,45,0.01347,0.19346
2004,Berlin,female,Difficult,0.12322,61,61,0.04005,0.20639
2004,Brandenburg,male,Difficult,0.09599,43,43,0.00690,0.18509
2004,Brandenburg,female,Difficult,0.09905,57,57,0.02081,0.17730
2004,Mecklenburg-Western Pomerania,female,Difficult,0.10003,34,34,-0.00234,0.20240
2004,Saxony,male,Difficult,0.10401,91,130,0.05133,0.15670
2004,Saxony,male,Almost impossible,0.05128,39,130,0.01322,0.08934
2004,Saxony,female,Difficult,0.07895,73,116,0.02967,0.12824
2004,Saxony,female,Almost impossible,0.04899,43,116,0.00954,0.08844
2004,Saxony-Anhalt,male,Difficult,0.08931,39,39,-0.00137,0.17998
2004,Saxony-Anhalt,female,Difficult,0.11023,66,66,0.03410,0.18637
2004,Thuringa,male,Difficult,0.09640,54,54,0.01694,0.17586
2004,Thuringa,female,Difficult,0.12422,72,72,0.04750,0.20094
2005,Lower Saxony,male,Difficult,0.05327,51,82,0.00436,0.10218
2005,Lower Saxony,male,Almost impossible,0.01904,31,82,-0.01072,0.04880
2005,Lower Saxony,female,Difficult,0.06192,74,74,0.00663,0.11720
2005,North Rhine-Westphalia,male,Difficult,0.05934,141,201,0.02659,0.09208
2005,North Rhine-Westphalia,male,Almost impossible,0.02394,60,201,0.00276,0.04513
2005,North Rhine-Westphalia,female,Easy,0.00973,38,351,-0.00055,0.02002
2005,North Rhine-Westphalia,female,Difficult,0.08371,230,351,0.05469,0.11272
2005,North Rhine-Westphalia,female,Almost impossible,0.03284,83,351,0.01417,0.05151
2005,Hesse,male,Difficult,0.05832,39,39,-0.01619,0.13284
2005,Hesse,female,Difficult,0.07943,60,60,0.01043,0.14843
2005,"Rhineland-Palatinate, Saarland",male,Difficult,0.06931,40,40,-0.01040,0.14902
2005,"Rhineland-Palatinate, Saarland",female,Difficult,0.08169,69,69,0.01659,0.14679
2005,Baden-Wuerttemberg,male,Difficult,0.04509,71,71,-0.00352,0.09370
2005,Baden-Wuerttemberg,female,Easy,0.02418,45,241,0.00475,0.04361
2005,Baden-Wuerttemberg,female,Difficult,0.09479,151,241,0.05773,0.13186
2005,Baden-Wuerttemberg,female,Almost impossible,0.02268,45,241,0.00384,0.04151
2005,Bavaria,male,Difficult,0.06299,94,126,0.02040,0.10558
2005,Bavaria,male,Almost impossible,0.02270,32,126,-0.00341,0.04881
2005,Bavaria,female,Easy,0.01347,32,227,-0.00156,0.02850
2005,Bavaria,female,Difficult,0.07768,147,227,0.04278,0.11257
2005,Bavaria,female,Almost impossible,0.02014,48,227,0.00183,0.03846
2005,Berlin,male,Difficult,0.13471,45,45,0.03383,0.23559
2005,Berlin,female,Difficult,0.13713,64,64,0.05219,0.22208
2005,Brandenburg,male,Difficult,0.11512,45,45,0.02081,0.20943
2005,Brandenburg,female,Difficult,0.11337,58,58,0.03106,0.19568
2005,Saxony,male,Difficult,0.11661,89,128,0.06079,0.17243
2005,Saxony,male,Almost impossible,0.04258,39,128,0.00746,0.07769
2005,Saxony,female,Difficult,0.12881,91,140,0.07312,0.18450
2005,Saxony,female,Almost impossible,0.05612,49,140,0.01786,0.09438
2005,Saxony-Anhalt,male,Difficult,0.08130,42,42,-0.00236,0.16495
2005,Saxony-Anhalt,female,Difficult,0.10847,61,97,0.04626,0.17067
2005,Saxony-Anhalt,female,Almost impossible,0.06613,36,97,0.01642,0.11584
2005,Thuringa,male,Difficult,0.08759,47,47,0.00589,0.16929
2005,Thuringa,female,Difficult,0.15742,75,114,0.09027,0.22458
2005,Thuringa,female,Almost impossible,0.08370,39,114,0.03264,0.13476
2006,Lower Saxony,male,Difficult,0.04258,47,80,-0.00194,0.08710
2006,Lower Saxony,male,Almost impossible,0.02488,33,80,-0.00947,0.05922
2006,Lower Saxony,female,Difficult,0.06784,93,142,0.02633,0.10935
2006,Lower Saxony,female,Almost impossible,0.04072,49,142,0.00810,0.07334
2006,North Rhine-Westphalia,male,Difficult,0.07257,159,215,0.03781,0.10732
2006,North Rhine-Westphalia,male,Almost impossible,0.02395,56,215,0.00346,0.04443
2006,North Rhine-Westphalia,female,Easy,0.01286,51,358,0.00117,0.02455
2006,North Rhine-Westphalia,female,Difficult,0.07829,231,358,0.05043,0.10616
2006,North Rhine-Westphalia,female,Almost impossible,0.03146,76,358,0.01335,0.04957
2006,Hesse,male,Difficult,0.03373,31,31,-0.03087,0.09833
2006,Hesse,female,Difficult,0.09284,72,72,0.02533,0.16034
2006,"Rhineland-Palatinate, Saarland",male,Difficult,0.04272,32,32,-0.02847,0.11391
2006,"Rhineland-Palatinate, Saarland",female,Difficult,0.08440,69,69,0.01833,0.15047
2006,Baden-Wuerttemberg,male,Difficult,0.05083,78,78,0.00177,0.09989
2006,Baden-Wuerttemberg,female,Easy,0.02041,39,240,0.00248,0.03834
2006,Baden-Wuerttemberg,female,Difficult,0.08254,157,240,0.04765,0.11742
2006,Baden-Wuerttemberg,female,Almost impossible,0.02423,44,240,0.00474,0.04373
2006,Bavaria,male,Easy,0.01765,32,111,-0.00696,0.04226
2006,Bavaria,male,Difficult,0.05681,79,111,0.01355,0.10007
2006,Bavaria,female,Easy,0.02231,54,245,0.00378,0.04084
2006,Bavaria,female,Difficult,0.07123,145,245,0.03896,0.10350
2006,Bavaria,female,Almost impossible,0.01822,46,245,0.00144,0.03500
2006,Berlin,male,Difficult,0.11672,43,43,0.01961,0.21382
2006,Berlin,female,Difficult,0.12195,55,55,0.03467,0.20923
2006,Brandenburg,male,Difficult,0.08633,38,38,-0.00416,0.17683
2006,Brandenburg,female,Difficult,0.07095,42,42,-0.00764,0.14954
2006,Mecklenburg-Western Pomerania,male,Difficult,0.11558,39,39,0.01392,0.21724
2006,Mecklenburg-Western Pomerania,female,Difficult,0.10385,31,31,-0.00532,0.21301
2006,Saxony,male,Difficult,0.07575,67,101,0.02389,0.12762
2006,Saxony,male,Almost impossible,0.04629,34,101,0.00511,0.08747
2006,Saxony,female,Difficult,0.11184,88,129,0.05724,0.16644
2006,Saxony,female,Almost impossible,0.04290,41,129,0.00779,0.07800
2006,Saxony-Anhalt,male,Difficult,0.10029,50,50,0.01618,0.18440
2006,Saxony-Anhalt,female,Difficult,0.09794,52,87,0.03512,0.16077
2006,Saxony-Anhalt,female,Almost impossible,0.07231,35,87,0.01757,0.12706
2006,Thuringa,male,Difficult,0.06861,37,37,-0.01397,0.15120
2006,Thuringa,female,Difficult,0.10222,64,64,0.02741,0.17703
2007,Schleswig-Holstein,female,Difficult,0.09639,32,32,-0.00750,0.20029
2007,Lower Saxony,male,Difficult,0.03436,39,39,-0.02356,0.09227
2007,Lower Saxony,female,Difficult,0.06193,78,78,0.00809,0.11577
2007,North Rhine-Westphalia,male,Difficult,0.05243,101,156,0.01734,0.08753
2007,North Rhine-Westphalia,male,Almost impossible,0.02547,55,156,0.00067,0.05027
2007,North Rhine-Westphalia,female,Easy,0.01620,45,333,0.00262,0.02979
2007,North Rhine-Westphalia,female,Difficult,0.07646,211,333,0.04788,0.10505
2007,North Rhine-Westphalia,female,Almost impossible,0.03120,77,333,0.01250,0.04990
2007,Hesse,male,Difficult,0.04928,33,33,-0.02572,0.12428
2007,Hesse,female,Difficult,0.07033,59,59,0.00452,0.13614
2007,"Rhineland-Palatinate, Saarland",male,Difficult,0.05050,32,32,-0.02658,0.12759
2007,"Rhineland-Palatinate, Saarland",female,Difficult,0.08468,62,62,0.01481,0.15454
2007,Baden-Wuerttemberg,male,Easy,0.01969,31,70,-0.01309,0.05248
2007,Baden-Wuerttemberg,male,Difficult,0.02602,39,70,-0.01154,0.06358
2007,Baden-Wuerttemberg,female,Easy,0.02170,51,207,0.00181,0.04160
2007,Baden-Wuerttemberg,female,Difficult,0.07733,120,207,0.04085,0.11380
2007,Baden-Wuerttemberg,female,Almost impossible,0.01973,36,207,0.00074,0.03872
2007,Bavaria,male,Difficult,0.04097,60,60,-0.00961,0.09155
2007,Bavaria,female,Easy,0.01862,47,211,0.00034,0.03690
2007,Bavaria,female,Difficult,0.06505,129,211,0.03169,0.09840
2007,Bavaria,female,Almost impossible,0.02207,35,211,0.00220,0.04194
2007,Berlin,male,Difficult,0.08657,31,31,-0.01406,0.18720
2007,Berlin,female,Difficult,0.11379,44,44,0.01887,0.20870
2007,Brandenburg,male,Difficult,0.08934,34,34,-0.00798,0.18666
2007,Brandenburg,female,Difficult,0.07736,43,43,-0.00344,0.15816
2007,Saxony,male,Difficult,0.09268,67,67,0.02272,0.16265
2007,Saxony,female,Difficult,0.09054,66,98,0.03343,0.14764
2007,Saxony,female,Almost impossible,0.03473,32,98,-0.00171,0.07117
2007,Saxony-Anhalt,male,Difficult,0.07389,42,42,-0.00619,0.15396
