,Unnamed: 0,year,age_gr,quintil_oecd,plb0419_h,proportion,n,N,proportion_lower_confidence,proportion_upper_confidence
895,895,2016,46-65 y.,5th Quintile,Difficult,1.0,47,3007,0.68032,1.34854
896,896,2017,17-29 y.,1st Quintile,Easy,0.33712,229,3770,0.27554,0.39555
897,897,2017,17-29 y.,1st Quintile,Difficult,0.47394,454,3770,0.39708,0.53696
898,898,2017,17-29 y.,1st Quintile,Almost impossible,0.18894,164,3770,0.1388,0.24364
899,899,2017,17-29 y.,2nd Quintile,Easy,0.35556,92,3770,0.26773,0.45602
900,900,2017,17-29 y.,2nd Quintile,Difficult,0.51937,133,3770,0.38946,0.6437
901,901,2017,17-29 y.,2nd Quintile,Almost impossible,0.12507,45,3770,0.09238,0.15641
902,902,2017,17-29 y.,3rd Quintile,Easy,0.59092,77,3770,0.41625,0.75773
903,903,2017,17-29 y.,3rd Quintile,Difficult,0.40908,83,3770,0.28434,0.52127
904,904,2017,17-29 y.,4th Quintile,Easy,0.394,70,3770,0.28767,0.47968
905,905,2017,17-29 y.,4th Quintile,Difficult,0.40239,59,3770,0.30417,0.53828
906,906,2017,17-29 y.,4th Quintile,Almost impossible,0.20361,31,3770,0.1287,0.30296
907,907,2017,17-29 y.,5th Quintile,Easy,0.58263,54,3770,0.39539,0.82746
908,908,2017,17-29 y.,5th Quintile,Difficult,0.41737,48,3770,0.28338,0.57411
909,909,2017,30-45 y.,1st Quintile,Easy,0.08191,126,3770,0.0584,0.10406
910,910,2017,30-45 y.,1st Quintile,Difficult,0.68403,779,3770,0.57391,0.8496
911,911,2017,30-45 y.,1st Quintile,Almost impossible,0.23405,231,3770,0.19023,0.28818
912,912,2017,30-45 y.,2nd Quintile,Easy,0.31896,68,3770,0.20467,0.45436
913,913,2017,30-45 y.,2nd Quintile,Difficult,0.57297,144,3770,0.40353,0.79025
914,914,2017,30-45 y.,2nd Quintile,Almost impossible,0.10806,41,3770,0.07045,0.15548
915,915,2017,30-45 y.,3rd Quintile,Easy,0.419,34,3770,0.3044,0.53608
916,916,2017,30-45 y.,3rd Quintile,Difficult,0.581,61,3770,0.39052,0.79013
917,917,2017,30-45 y.,4th Quintile,Easy,0.37413,32,3770,0.18758,0.63398
918,918,2017,30-45 y.,4th Quintile,Difficult,0.62587,58,3770,0.42544,0.85119
919,919,2017,46-65 y.,1st Quintile,Easy,0.07691,48,3770,0.04425,0.11455
920,920,2017,46-65 y.,1st Quintile,Difficult,0.563,284,3770,0.43886,0.69204
921,921,2017,46-65 y.,1st Quintile,Almost impossible,0.36009,140,3770,0.28337,0.44828
922,922,2017,46-65 y.,2nd Quintile,Difficult,0.46637,66,3770,0.32693,0.62597
923,923,2017,46-65 y.,2nd Quintile,Almost impossible,0.53363,44,3770,0.32976,0.76426
924,924,2017,46-65 y.,3rd Quintile,Difficult,1.0,42,3770,0.65728,1.38133
925,925,2017,46-65 y.,4th Quintile,Difficult,1.0,33,3770,0.73571,1.33681
926,926,2018,17-29 y.,1st Quintile,Easy,0.30381,279,4379,0.25384,0.37414
927,927,2018,17-29 y.,1st Quintile,Difficult,0.48976,542,4379,0.42499,0.55182
928,928,2018,17-29 y.,1st Quintile,Almost impossible,0.20643,187,4379,0.15646,0.26034
929,929,2018,17-29 y.,2nd Quintile,Easy,0.46764,118,4379,0.3777,0.57784
930,930,2018,17-29 y.,2nd Quintile,Difficult,0.39413,140,4379,0.30807,0.48361
931,931,2018,17-29 y.,2nd Quintile,Almost impossible,0.13824,49,4379,0.08736,0.19805
932,932,2018,17-29 y.,3rd Quintile,Easy,0.34302,76,4379,0.23283,0.48849
933,933,2018,17-29 y.,3rd Quintile,Difficult,0.48132,98,4379,0.38987,0.57721
934,934,2018,17-29 y.,3rd Quintile,Almost impossible,0.17566,34,4379,0.1289,0.23439
935,935,2018,17-29 y.,4th Quintile,Easy,0.55277,66,4379,0.41856,0.72685
936,936,2018,17-29 y.,4th Quintile,Difficult,0.44723,60,4379,0.32062,0.61287
937,937,2018,17-29 y.,5th Quintile,Easy,0.57709,66,4379,0.43918,0.70976
938,938,2018,17-29 y.,5th Quintile,Difficult,0.42291,49,4379,0.27129,0.62558
939,939,2018,30-45 y.,1st Quintile,Easy,0.17049,201,4379,0.1274,0.22888
940,940,2018,30-45 y.,1st Quintile,Difficult,0.58674,857,4379,0.49919,0.6836
941,941,2018,30-45 y.,1st Quintile,Almost impossible,0.24276,237,4379,0.18952,0.32252
942,942,2018,30-45 y.,2nd Quintile,Easy,0.36551,70,4379,0.24806,0.46681
943,943,2018,30-45 y.,2nd Quintile,Difficult,0.48228,169,4379,0.36398,0.67332
944,944,2018,30-45 y.,2nd Quintile,Almost impossible,0.15221,46,4379,0.10511,0.20906
945,945,2018,30-45 y.,3rd Quintile,Easy,0.40766,57,4379,0.31499,0.52144
946,946,2018,30-45 y.,3rd Quintile,Difficult,0.59234,77,4379,0.37799,0.86313
947,947,2018,30-45 y.,4th Quintile,Easy,0.38199,35,4379,0.22933,0.52798
948,948,2018,30-45 y.,4th Quintile,Difficult,0.61801,54,4379,0.43067,0.84194
949,949,2018,30-45 y.,5th Quintile,Difficult,1.0,32,4379,0.61487,1.39929
950,950,2018,46-65 y.,1st Quintile,Easy,0.10386,54,4379,0.05418,0.17559
951,951,2018,46-65 y.,1st Quintile,Difficult,0.51541,370,4379,0.41617,0.64222
952,952,2018,46-65 y.,1st Quintile,Almost impossible,0.38073,162,4379,0.30827,0.46976
953,953,2018,46-65 y.,2nd Quintile,Difficult,0.7262,88,4379,0.56967,0.93794
954,954,2018,46-65 y.,2nd Quintile,Almost impossible,0.2738,35,4379,0.16808,0.42974
955,955,2018,46-65 y.,3rd Quintile,Difficult,1.0,39,4379,0.63656,1.3625
956,956,2018,46-65 y.,4th Quintile,Difficult,1.0,32,4379,0.63985,1.40298
957,957,2019,17-29 y.,1st Quintile,Easy,0.33954,271,3897,0.27719,0.40215
958,958,2019,17-29 y.,1st Quintile,Difficult,0.4646,497,3897,0.38714,0.54708
959,959,2019,17-29 y.,1st Quintile,Almost impossible,0.19586,125,3897,0.134,0.26063
960,960,2019,17-29 y.,2nd Quintile,Easy,0.35095,102,3897,0.27562,0.42794
961,961,2019,17-29 y.,2nd Quintile,Difficult,0.45293,125,3897,0.33981,0.5637
962,962,2019,17-29 y.,2nd Quintile,Almost impossible,0.19612,32,3897,0.08188,0.40354
963,963,2019,17-29 y.,3rd Quintile,Easy,0.49623,71,3897,0.35542,0.63774
964,964,2019,17-29 y.,3rd Quintile,Difficult,0.50377,63,3897,0.36262,0.70631
965,965,2019,17-29 y.,4th Quintile,Easy,0.67607,77,3897,0.43344,0.93588
966,966,2019,17-29 y.,4th Quintile,Difficult,0.32393,44,3897,0.18055,0.47109
967,967,2019,17-29 y.,5th Quintile,Easy,0.54374,63,3897,0.41788,0.68363
968,968,2019,17-29 y.,5th Quintile,Difficult,0.45626,34,3897,0.28964,0.62462
969,969,2019,30-45 y.,1st Quintile,Easy,0.12734,181,3897,0.09751,0.16142
970,970,2019,30-45 y.,1st Quintile,Difficult,0.66102,907,3897,0.54773,0.76488
971,971,2019,30-45 y.,1st Quintile,Almost impossible,0.21164,193,3897,0.16281,0.26512
972,972,2019,30-45 y.,2nd Quintile,Easy,0.48268,64,3897,0.34922,0.60359
973,973,2019,30-45 y.,2nd Quintile,Difficult,0.51732,110,3897,0.38517,0.64748
974,974,2019,30-45 y.,3rd Quintile,Easy,0.41412,40,3897,0.31726,0.51578
975,975,2019,30-45 y.,3rd Quintile,Difficult,0.58588,48,3897,0.40948,0.77348
976,976,2019,30-45 y.,4th Quintile,Easy,0.5138,36,3897,0.27628,0.79584
977,977,2019,30-45 y.,4th Quintile,Difficult,0.4862,39,3897,0.29735,0.69464
978,978,2019,30-45 y.,5th Quintile,Easy,1.0,32,3897,0.68569,1.35937
979,979,2019,46-65 y.,1st Quintile,Easy,0.03371,53,3897,0.02006,0.05126
980,980,2019,46-65 y.,1st Quintile,Difficult,0.58929,397,3897,0.4854,0.70926
981,981,2019,46-65 y.,1st Quintile,Almost impossible,0.37701,151,3897,0.27985,0.47658
982,982,2019,46-65 y.,2nd Quintile,Difficult,0.63615,68,3897,0.44015,0.89659
983,983,2019,46-65 y.,2nd Quintile,Almost impossible,0.36385,38,3897,0.23092,0.50691
984,984,2019,46-65 y.,3rd Quintile,Difficult,1.0,36,3897,0.68983,1.3684
985,985,2020,17-29 y.,1st Quintile,Easy,0.24817,201,3669,0.2036,0.30158
986,986,2020,17-29 y.,1st Quintile,Difficult,0.54852,468,3669,0.4663,0.62842
987,987,2020,17-29 y.,1st Quintile,Almost impossible,0.20331,129,3669,0.14243,0.28255
988,988,2020,17-29 y.,2nd Quintile,Easy,0.4402,86,3669,0.29924,0.61729
989,989,2020,17-29 y.,2nd Quintile,Difficult,0.3476,121,3669,0.26618,0.42689
990,990,2020,17-29 y.,2nd Quintile,Almost impossible,0.2122,50,3669,0.12324,0.32251
991,991,2020,17-29 y.,3rd Quintile,Easy,0.38003,57,3669,0.24135,0.56727
992,992,2020,17-29 y.,3rd Quintile,Difficult,0.61997,83,3669,0.4483,0.82341
993,993,2020,17-29 y.,4th Quintile,Easy,0.59963,72,3669,0.46406,0.7378
994,994,2020,17-29 y.,4th Quintile,Difficult,0.40037,61,3669,0.2995,0.52471
995,995,2020,17-29 y.,5th Quintile,Easy,0.70271,87,3669,0.50525,0.92998
996,996,2020,17-29 y.,5th Quintile,Difficult,0.29729,47,3669,0.21258,0.37944
997,997,2020,30-45 y.,1st Quintile,Easy,0.20155,166,3669,0.15042,0.26278
998,998,2020,30-45 y.,1st Quintile,Difficult,0.58166,751,3669,0.48046,0.69363
999,999,2020,30-45 y.,1st Quintile,Almost impossible,0.21679,177,3669,0.16185,0.29057
1000,1000,2020,30-45 y.,2nd Quintile,Easy,0.47239,64,3669,0.33675,0.65359
1001,1001,2020,30-45 y.,2nd Quintile,Difficult,0.52761,98,3669,0.34572,0.76918
1002,1002,2020,30-45 y.,3rd Quintile,Easy,0.33495,33,3669,0.2437,0.42955
1003,1003,2020,30-45 y.,3rd Quintile,Difficult,0.66505,47,3669,0.50149,0.83955
1004,1004,2020,30-45 y.,4th Quintile,Easy,1.0,41,3669,0.66416,1.33998
1005,1005,2020,30-45 y.,5th Quintile,Easy,1.0,39,3669,0.69848,1.35563
1006,1006,2020,46-65 y.,1st Quintile,Easy,0.07332,44,3669,0.03814,0.11174
1007,1007,2020,46-65 y.,1st Quintile,Difficult,0.60041,391,3669,0.5192,0.7164
1008,1008,2020,46-65 y.,1st Quintile,Almost impossible,0.32627,146,3669,0.25585,0.40054
1009,1009,2020,46-65 y.,2nd Quintile,Difficult,0.70146,69,3669,0.50531,0.93439
1010,1010,2020,46-65 y.,2nd Quintile,Almost impossible,0.29854,37,3669,0.21117,0.37305
1011,1011,2020,46-65 y.,3rd Quintile,Difficult,1.0,33,3669,0.62415,1.46409
1012,1012,2020,46-65 y.,4th Quintile,Difficult,1.0,32,3669,0.68032,1.41374
1013,1013,2020,46-65 y.,5th Quintile,Difficult,1.0,39,3669,0.71131,1.36097
1014,1014,2021,17-29 y.,1st Quintile,Easy,0.44953,59,689,0.28766,0.70789
1015,1015,2021,17-29 y.,1st Quintile,Difficult,0.55047,87,689,0.42706,0.6921
1016,1016,2021,30-45 y.,1st Quintile,Easy,0.26627,86,689,0.17933,0.34517
1017,1017,2021,30-45 y.,1st Quintile,Difficult,0.60185,256,689,0.50655,0.73025
1018,1018,2021,30-45 y.,1st Quintile,Almost impossible,0.13188,42,689,0.0874,0.18904
1019,1019,2021,46-65 y.,1st Quintile,Easy,0.23174,32,689,0.14072,0.36183
1020,1020,2021,46-65 y.,1st Quintile,Difficult,0.76826,127,689,0.52361,1.0776
