year,hhtyp,rentown,n,mean,mean_lower_confidence,mean_upper_confidence,lower_quartile,boxplot_median,upper_quartile,lower_whisker,upper_whisker,median,median_lower_confidence,median_upper_confidence
2016,Single parent,Owner,145,470.15065,436.55091,503.75039,350.00000,400.00000,562.40409,50.00000,881.01023,400.00000,400.00000,480.50000
2016,Single parent,Tenant,344,336.78674,320.49400,353.07948,240.00000,300.00000,400.00000,60.00000,640.00000,300.00000,300.00000,350.00000
2016,Couple with children,Owner,1003,588.00786,571.75182,604.26390,400.00000,500.00000,750.00000,120.00000,1275.00000,500.00000,500.00000,561.00000
2016,Couple with children,Tenant,813,517.73329,502.30729,533.15928,400.00000,500.00000,600.00000,100.00000,900.00000,500.00000,500.00000,500.00000
2016,Multi-generational household,Owner,,,,,,,,,,,,
2016,Multi-generational household,Tenant,,,,,,,,,,,,
2016,Other Combinations,Owner,,,,,,,,,,,,
2016,Other Combinations,Tenant,49,389.15847,333.36830,444.94864,250.00000,394.46347,500.00000,80.00000,875.00000,400.00000,300.00000,400.00000
2017,Single-person household,Owner,,,,,,,,,,,,
2017,Single-person household,Tenant,,,,,,,,,,,,
2017,Couple without children,Owner,,,,,,,,,,,,
2017,Couple without children,Tenant,,,,,,,,,,,,
2017,Single parent,Owner,,,,,,,,,,,,
2017,Single parent,Tenant,,,,,,,,,,,,
2017,Couple with children,Owner,,,,,,,,,,,,
2017,Couple with children,Tenant,,,,,,,,,,,,
2017,Multi-generational household,Owner,,,,,,,,,,,,
2017,Multi-generational household,Tenant,,,,,,,,,,,,
2017,Other Combinations,Owner,,,,,,,,,,,,
2017,Other Combinations,Tenant,,,,,,,,,,,,
2018,Single-person household,Owner,487,338.07256,321.69539,354.44973,200.00000,300.00000,400.00000,20.00000,700.00000,300.00000,300.00000,300.00000
2018,Single-person household,Tenant,1339,262.65840,254.80433,270.51247,160.00000,220.00000,300.00000,20.00000,510.00000,220.00000,200.00000,250.00000
2018,Couple without children,Owner,1184,530.59263,517.32857,543.85670,400.00000,500.00000,600.00000,100.00000,900.00000,500.00000,500.00000,500.00000
2018,Couple without children,Tenant,896,418.51069,406.08309,430.93830,300.00000,400.00000,500.00000,100.00000,800.00000,400.00000,400.00000,400.00000
2018,Single parent,Owner,135,431.00947,395.69398,466.32496,300.00000,400.00000,500.00000,49.00000,800.00000,400.00000,400.00000,450.00000
2018,Single parent,Tenant,446,374.83853,357.91085,391.76620,250.00000,350.00000,500.00000,50.00000,875.00000,350.00000,300.00000,400.00000
2018,Couple with children,Owner,1018,592.21302,575.88545,608.54058,400.00000,500.00000,700.00000,80.00000,1150.00000,500.00000,500.00000,600.00000
2018,Couple with children,Tenant,1381,526.32219,514.58845,538.05594,400.00000,500.00000,600.00000,100.00000,900.00000,500.00000,450.00000,500.00000
2018,Multi-generational household,Owner,,,,,,,,,,,,
2018,Multi-generational household,Tenant,38,690.31390,561.81575,818.81205,363.23903,700.00000,800.00000,200.00000,1455.14146,700.00000,300.00000,800.00000
2018,Other Combinations,Owner,31,472.56871,400.04304,545.09439,300.00000,500.00000,600.00000,60.00000,1050.00000,500.00000,300.00000,600.00000
2018,Other Combinations,Tenant,132,453.65219,413.72740,493.57699,290.65110,476.98704,600.00000,100.00000,1064.02335,500.00000,300.00000,500.00000
2019,Single-person household,Owner,,,,,,,,,,,,
2019,Single-person household,Tenant,,,,,,,,,,,,
2019,Couple without children,Owner,,,,,,,,,,,,
2019,Couple without children,Tenant,,,,,,,,,,,,
2019,Single parent,Owner,,,,,,,,,,,,
2019,Single parent,Tenant,,,,,,,,,,,,
2019,Couple with children,Owner,,,,,,,,,,,,
2019,Couple with children,Tenant,,,,,,,,,,,,
2019,Multi-generational household,Owner,,,,,,,,,,,,
2019,Multi-generational household,Tenant,,,,,,,,,,,,
2019,Other Combinations,Owner,,,,,,,,,,,,
2019,Other Combinations,Tenant,,,,,,,,,,,,
2020,Single-person household,Owner,439,347.40814,330.67987,364.13641,200.00000,300.00000,400.00000,50.00000,700.00000,300.00000,300.00000,350.00000
2020,Single-person household,Tenant,1490,259.84254,252.94444,266.74064,180.00000,206.43742,300.00000,10.00000,480.00000,200.00000,200.00000,250.00000
2020,Couple without children,Owner,1168,520.39208,506.76654,534.01762,371.37038,500.00000,600.00000,100.00000,942.94442,500.00000,500.00000,500.00000
2020,Couple without children,Tenant,981,425.02824,412.80794,437.24854,300.00000,400.00000,500.00000,10.00000,800.00000,400.00000,400.00000,400.00000
2020,Single parent,Owner,130,463.59962,430.77386,496.42537,300.00000,450.00000,500.00000,160.00000,800.00000,450.00000,400.00000,500.00000
2020,Single parent,Tenant,373,393.02666,375.27407,410.77925,250.00000,380.00000,500.00000,60.00000,875.00000,380.00000,300.00000,400.00000
2020,Couple with children,Owner,1024,605.00036,588.07851,621.92220,400.00000,550.00000,700.00000,160.00000,1150.00000,550.00000,500.00000,600.00000
2020,Couple with children,Tenant,1269,563.35105,548.89678,577.80532,400.00000,500.00000,700.00000,100.00000,1150.00000,500.00000,500.00000,500.00000
2020,Multi-generational household,Owner,,,,,,,,,,,,
2020,Multi-generational household,Tenant,33,340.55981,261.43148,419.68813,200.00000,250.00000,300.00000,150.00000,450.00000,250.00000,200.00000,302.50000
2020,Other Combinations,Owner,37,505.50169,418.48326,592.52011,250.00000,481.22260,700.00000,100.00000,1100.00000,480.00000,349.25000,600.00000
2020,Other Combinations,Tenant,111,335.01526,299.89079,370.13974,250.00000,300.00000,400.00000,100.00000,625.00000,300.00000,250.00000,400.00000
2021,Single-person household,Owner,,,,,,,,,,,,
2021,Single-person household,Tenant,,,,,,,,,,,,
2021,Couple without children,Owner,,,,,,,,,,,,
2021,Couple without children,Tenant,,,,,,,,,,,,
2021,Single parent,Owner,,,,,,,,,,,,
2021,Single parent,Tenant,,,,,,,,,,,,
2021,Couple with children,Owner,,,,,,,,,,,,
2021,Couple with children,Tenant,,,,,,,,,,,,
2021,Multi-generational household,Owner,,,,,,,,,,,,
2021,Multi-generational household,Tenant,,,,,,,,,,,,
2021,Other Combinations,Owner,,,,,,,,,,,,
2021,Other Combinations,Tenant,,,,,,,,,,,,
