year,age_gr,bula_h,profdev,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2021,17-29 y.,Hamburg,No,0.94643,68,68,0.89252,1.00035
2021,17-29 y.,Lower Saxony,No,0.92421,330,330,0.89561,0.95281
2021,17-29 y.,Bremen,No,0.98611,34,34,0.94618,1.02604
2021,17-29 y.,North Rhine-Westphalia,No,0.90835,805,805,0.88840,0.92829
2021,17-29 y.,Hesse,No,0.94434,254,254,0.91609,0.97259
2021,17-29 y.,"Rhineland-Palatinate, Saarland",No,0.90358,174,174,0.85960,0.94757
2021,17-29 y.,Baden-Wuerttemberg,No,0.94961,363,363,0.92708,0.97215
2021,17-29 y.,Bavaria,No,0.94098,468,468,0.91960,0.96235
2021,17-29 y.,Berlin,No,0.94571,149,149,0.90921,0.98222
2021,17-29 y.,Brandenburg,No,0.95323,72,72,0.90412,1.00235
2021,17-29 y.,Mecklenburg-Western Pomerania,No,0.90677,51,51,0.82617,0.98736
2021,17-29 y.,Saxony,No,0.90966,127,127,0.85961,0.95972
2021,17-29 y.,Saxony-Anhalt,No,0.89580,90,90,0.83233,0.95928
2021,17-29 y.,Thuringa,No,0.91139,87,87,0.85132,0.97145
2021,30-45 y.,Schleswig-Holstein,No,0.99560,253,253,0.98743,1.00377
2021,30-45 y.,Hamburg,No,0.99808,115,115,0.99005,1.00612
2021,30-45 y.,Lower Saxony,No,0.98696,492,492,0.97693,0.99699
2021,30-45 y.,North Rhine-Westphalia,No,0.97937,1169,1169,0.97122,0.98752
2021,30-45 y.,Hesse,No,0.96994,381,381,0.95277,0.98711
2021,30-45 y.,"Rhineland-Palatinate, Saarland",No,0.96000,251,251,0.93570,0.98429
2021,30-45 y.,Baden-Wuerttemberg,No,0.97412,571,571,0.96109,0.98716
2021,30-45 y.,Bavaria,No,0.97749,704,704,0.96652,0.98846
2021,30-45 y.,Berlin,No,0.99680,345,345,0.99083,1.00277
2021,30-45 y.,Brandenburg,No,0.99180,167,167,0.97809,1.00552
2021,30-45 y.,Mecklenburg-Western Pomerania,No,0.99052,91,91,0.97051,1.01054
2021,30-45 y.,Saxony,No,0.97593,348,348,0.95981,0.99206
2021,30-45 y.,Saxony-Anhalt,No,0.99366,151,151,0.98097,1.00636
2021,30-45 y.,Thuringa,No,0.99757,158,158,0.98986,1.00527
2021,46-65 y.,Schleswig-Holstein,No,0.99988,290,290,0.99864,1.00113
2021,46-65 y.,Hamburg,No,0.99678,165,165,0.98810,1.00545
2021,46-65 y.,Lower Saxony,No,0.99415,744,744,0.98867,0.99964
2021,46-65 y.,North Rhine-Westphalia,No,0.99366,1519,1519,0.98966,0.99765
2021,46-65 y.,Hesse,No,0.99668,508,508,0.99167,1.00169
2021,46-65 y.,"Rhineland-Palatinate, Saarland",No,0.99734,382,382,0.99217,1.00251
2021,46-65 y.,Baden-Wuerttemberg,No,0.99505,842,842,0.99030,0.99979
2021,46-65 y.,Bavaria,No,0.99465,1120,1120,0.99038,0.99893
2021,46-65 y.,Berlin,No,0.99729,284,284,0.99123,1.00335
2021,46-65 y.,Brandenburg,No,0.98886,278,278,0.97650,1.00122
2021,46-65 y.,Mecklenburg-Western Pomerania,No,0.98346,165,165,0.96395,1.00298
2021,46-65 y.,Saxony,No,0.99631,420,420,0.99051,1.00212
2021,46-65 y.,Saxony-Anhalt,No,0.99937,251,251,0.99624,1.00249
2021,46-65 y.,Thuringa,No,0.97539,241,241,0.95579,0.99499
2021,66 and older,Schleswig-Holstein,No,0.99939,147,147,0.99539,1.00339
2021,66 and older,Lower Saxony,No,0.99439,339,339,0.98642,1.00235
2021,66 and older,North Rhine-Westphalia,No,0.99296,686,686,0.98670,0.99922
2021,66 and older,Hesse,No,0.98330,177,177,0.96437,1.00223
2021,66 and older,"Rhineland-Palatinate, Saarland",No,0.98397,201,201,0.96657,1.00138
2021,66 and older,Baden-Wuerttemberg,No,0.99051,379,379,0.98073,1.00028
2021,66 and older,Bavaria,No,0.99024,567,567,0.98214,0.99834
2021,66 and older,Saxony,No,0.94406,263,263,0.91624,0.97189
2021,66 and older,Saxony-Anhalt,No,0.99318,113,113,0.97793,1.00842
2021,66 and older,Thuringa,No,0.99575,141,141,0.98498,1.00653
