year,bula_h,pgisced97,plj0047,proportion,n,proportion_lower_confidence,proportion_upper_confidence
1996,Baden-Wuerttemberg,Post-secondary Non-tertiary Level,Not concerned at all,0.13636363636363635,16862,0.13118379718837686,0.14154347553889585
1996,Baden-Wuerttemberg,First Stage of Tertiary Education,Somewhat concerned,0.5652173913043478,16862,0.5577349146756219,0.5726998679330737
1996,Baden-Wuerttemberg,First Stage of Tertiary Education,Very concerned,0.2608695652173913,16862,0.25424169831204857,0.267497432122734
1996,Baden-Wuerttemberg,First Stage of Tertiary Education,Not concerned at all,0.17391304347826086,16862,0.16819193096275734,0.1796341559937644
1996,Baden-Wuerttemberg,Second Stage of Tertiary Education,Somewhat concerned,0.5905511811023622,16862,0.583129024534028,0.5979733376706963
1996,Baden-Wuerttemberg,Second Stage of Tertiary Education,Not concerned at all,0.2283464566929134,16862,0.22201053436330037,0.23468237902252642
1996,Baden-Wuerttemberg,Second Stage of Tertiary Education,Very concerned,0.18110236220472442,16862,0.17528965569370475,0.1869150687157441
1996,Bavaria,Pre-primary Level,Somewhat concerned,0.4827586206896552,16862,0.47521615786424987,0.4903010835150605
1996,Bavaria,Pre-primary Level,Very concerned,0.3448275862068966,16862,0.3376532730193278,0.35200189939446536
1996,Bavaria,Pre-primary Level,Not concerned at all,0.1724137931034483,16862,0.16671222712945627,0.1781153590774403
1996,Bavaria,Primary Level,Very concerned,0.4642857142857143,16862,0.4567580402801497,0.4718133882912789
1996,Bavaria,Primary Level,Somewhat concerned,0.42857142857142855,16862,0.42110188419259426,0.43604097295026284
1996,Bavaria,Primary Level,Not concerned at all,0.10714285714285714,16862,0.10247439190608569,0.11181132237962858
1996,Bavaria,Lower Secondary Level,Somewhat concerned,0.5101449275362319,16862,0.5025995301026025,0.5176903249698612
1996,Bavaria,Lower Secondary Level,Very concerned,0.33043478260869563,16862,0.32333506868775636,0.3375344965296349
1996,Bavaria,Lower Secondary Level,Not concerned at all,0.15942028985507245,16862,0.15389490188891006,0.16494567782123484
1996,Bavaria,Upper Secondary Level,Somewhat concerned,0.513126491646778,16862,0.5055821417953534,0.5206708414982026
1996,Bavaria,Upper Secondary Level,Very concerned,0.34009546539379476,16862,0.33294486504250304,0.3472460657450865
1996,Bavaria,Upper Secondary Level,Not concerned at all,0.1467780429594272,16862,0.14143654475347342,0.15211954116538098
1996,Bavaria,Post-secondary Non-tertiary Level,Somewhat concerned,0.6949152542372882,16862,0.6879653679605903,0.7018651405139861
1996,Bavaria,Post-secondary Non-tertiary Level,Very concerned,0.23728813559322035,16862,0.23086688244057216,0.24370938874586853
1996,Bavaria,Post-secondary Non-tertiary Level,Not concerned at all,0.06779661016949153,16862,0.06400205512079372,0.07159116521818933
1996,Bavaria,First Stage of Tertiary Education,Somewhat concerned,0.5339805825242718,16862,0.5264510802708499,0.5415100847776938
1996,Bavaria,First Stage of Tertiary Education,Very concerned,0.2912621359223301,16862,0.284404311504646,0.29811996034001415
1996,Bavaria,First Stage of Tertiary Education,Not concerned at all,0.17475728155339806,16862,0.16902523089959956,0.18048933220719657
1996,Bavaria,Second Stage of Tertiary Education,Somewhat concerned,0.6011560693641619,16862,0.5937651810298572,0.6085469576984666
1996,Bavaria,Second Stage of Tertiary Education,Not concerned at all,0.20809248554913296,16862,0.20196521637256656,0.21421975472569935
1996,Bavaria,Second Stage of Tertiary Education,Very concerned,0.1907514450867052,16862,0.18482114850508244,0.19668174166832794
1996,Berlin,Pre-primary Level,Very concerned,0.4117647058823529,16862,0.4043361973332109,0.41919321443149493
1996,Berlin,Pre-primary Level,Somewhat concerned,0.4117647058823529,16862,0.4043361973332109,0.41919321443149493
1996,Berlin,Pre-primary Level,Not concerned at all,0.17647058823529413,16862,0.17071649025569682,0.18222468621489143
1996,Berlin,Primary Level,Very concerned,0.5714285714285714,16862,0.5639590270497371,0.5788981158074057
1996,Berlin,Primary Level,Somewhat concerned,0.2857142857142857,16862,0.27889555579666325,0.29253301563190814
1996,Berlin,Primary Level,Not concerned at all,0.14285714285714285,16862,0.13757537737449527,0.14813890833979043
1996,Berlin,Lower Secondary Level,Very concerned,0.4666666666666667,16862,0.45913650529374833,0.474196828039585
1996,Berlin,Lower Secondary Level,Somewhat concerned,0.3333333333333333,16862,0.3262179996458595,0.3404486670208071
1996,Berlin,Lower Secondary Level,Not concerned at all,0.2,16862,0.19396243915901862,0.2060375608409814
1996,Berlin,Upper Secondary Level,Somewhat concerned,0.453781512605042,16862,0.44626687354260003,0.461296151667484
1996,Berlin,Upper Secondary Level,Very concerned,0.2857142857142857,16862,0.27889555579666325,0.29253301563190814
1996,Berlin,Upper Secondary Level,Not concerned at all,0.2605042016806723,16862,0.25387934098652026,0.2671290623748243
1996,Berlin,Post-secondary Non-tertiary Level,Somewhat concerned,0.5,16862,0.4924530489487733,0.5075469510512267
1996,Berlin,Post-secondary Non-tertiary Level,Very concerned,0.3,16862,0.2930831051083254,0.30691689489167456
1996,Berlin,Post-secondary Non-tertiary Level,Not concerned at all,0.2,16862,0.19396243915901862,0.2060375608409814
1996,Berlin,First Stage of Tertiary Education,Somewhat concerned,0.6216216216216216,16862,0.6143013408200256,0.6289419024232176
1996,Berlin,First Stage of Tertiary Education,Very concerned,0.24324324324324326,16862,0.23676734411730052,0.249719142369186
1996,Berlin,First Stage of Tertiary Education,Not concerned at all,0.13513513513513514,16862,0.12997501519747492,0.14029525507279536
1996,Berlin,Second Stage of Tertiary Education,Somewhat concerned,0.5106382978723404,16862,0.5030930552424262,0.5181835405022546
1996,Berlin,Second Stage of Tertiary Education,Very concerned,0.2765957446808511,16862,0.2698440187388449,0.28334747062285726
1996,Berlin,Second Stage of Tertiary Education,Not concerned at all,0.2127659574468085,16862,0.20658857438446893,0.2189433405091481
1996,Brandenburg,Pre-primary Level,Very concerned,0.4375,16862,0.43001224163562873,0.44498775836437127
1996,Brandenburg,Pre-primary Level,Somewhat concerned,0.375,16862,0.3676926960659891,0.3823073039340109
1996,Brandenburg,Pre-primary Level,Not concerned at all,0.1875,16862,0.1816086632238848,0.1933913367761152
1996,Brandenburg,Primary Level,Very concerned,1.0,16862,1.0,1.0
1996,Brandenburg,Lower Secondary Level,Somewhat concerned,0.5238095238095238,16862,0.5162711342483489,0.5313479133706988
1996,Brandenburg,Lower Secondary Level,Not concerned at all,0.25396825396825395,16862,0.24739818543576583,0.2605383225007421
1996,Brandenburg,Lower Secondary Level,Very concerned,0.2222222222222222,16862,0.21594708774479024,0.22849735669965418
1996,Brandenburg,Upper Secondary Level,Somewhat concerned,0.5472312703583062,16862,0.5397180661275778,0.5547444745890346
1996,Brandenburg,Upper Secondary Level,Very concerned,0.250814332247557,16862,0.24427139983707252,0.2573572646580415
1996,Brandenburg,Upper Secondary Level,Not concerned at all,0.20195439739413681,16862,0.19589482413576562,0.208013970652508
1996,Brandenburg,Post-secondary Non-tertiary Level,Somewhat concerned,0.5714285714285714,16862,0.5639590270497371,0.5788981158074057
1996,Brandenburg,Post-secondary Non-tertiary Level,Not concerned at all,0.35714285714285715,16862,0.34991050189711154,0.36437521238860276
1996,Brandenburg,Post-secondary Non-tertiary Level,Very concerned,0.07142857142857142,16862,0.06754129728734073,0.07531584556980211
1996,Brandenburg,First Stage of Tertiary Education,Somewhat concerned,0.5348837209302325,16862,0.5273551596611659,0.5424122821992992
1996,Brandenburg,First Stage of Tertiary Education,Very concerned,0.37209302325581395,16862,0.36479718921137116,0.37938885730025673
1996,Brandenburg,First Stage of Tertiary Education,Not concerned at all,0.09302325581395349,16862,0.08863900518986775,0.09740750643803922
1996,Brandenburg,Second Stage of Tertiary Education,Somewhat concerned,0.5524475524475524,16862,0.5449422357257323,0.5599528691693725
1996,Brandenburg,Second Stage of Tertiary Education,Not concerned at all,0.23076923076923078,16862,0.2244097917982397,0.23712866974022187
1996,Brandenburg,Second Stage of Tertiary Education,Very concerned,0.21678321678321677,16862,0.21056371853745398,0.22300271502897956
1996,Mecklenburg-Western Pomerania,Pre-primary Level,Somewhat concerned,0.6666666666666666,16862,0.6595513329791928,0.6737820003541405
1996,Mecklenburg-Western Pomerania,Pre-primary Level,Very concerned,0.2222222222222222,16862,0.21594708774479024,0.22849735669965418
1996,Mecklenburg-Western Pomerania,Pre-primary Level,Not concerned at all,0.1111111111111111,16862,0.1063675553194619,0.1158546669027603
1996,Mecklenburg-Western Pomerania,Primary Level,Very concerned,0.5,16862,0.4924530489487733,0.5075469510512267
1996,Mecklenburg-Western Pomerania,Primary Level,Somewhat concerned,0.25,16862,0.24346414866851998,0.25653585133148
1996,Mecklenburg-Western Pomerania,Primary Level,Not concerned at all,0.25,16862,0.24346414866851998,0.25653585133148
1996,Mecklenburg-Western Pomerania,Lower Secondary Level,Somewhat concerned,0.5945945945945946,16862,0.5871839365332099,0.6020052526559794
1996,Mecklenburg-Western Pomerania,Lower Secondary Level,Very concerned,0.2702702702702703,16862,0.2635670778413878,0.2769734626991528
1996,Mecklenburg-Western Pomerania,Lower Secondary Level,Not concerned at all,0.13513513513513514,16862,0.12997501519747492,0.14029525507279536
1996,Mecklenburg-Western Pomerania,Upper Secondary Level,Somewhat concerned,0.5395348837209303,16862,0.5320115615348009,0.5470582059070597
1996,Mecklenburg-Western Pomerania,Upper Secondary Level,Very concerned,0.2837209302325581,16862,0.27691655356211275,0.2905253069030035
1996,Mecklenburg-Western Pomerania,Upper Secondary Level,Not concerned at all,0.17674418604651163,16862,0.17098658590375632,0.18250178618926693
1996,Mecklenburg-Western Pomerania,Post-secondary Non-tertiary Level,Somewhat concerned,1.0,16862,1.0,1.0
1996,Mecklenburg-Western Pomerania,First Stage of Tertiary Education,Somewhat concerned,0.46153846153846156,16862,0.4540138718728343,0.4690630512040888
1996,Mecklenburg-Western Pomerania,First Stage of Tertiary Education,Not concerned at all,0.4230769230769231,16862,0.4156198198836301,0.43053402627021603
1996,Mecklenburg-Western Pomerania,First Stage of Tertiary Education,Very concerned,0.11538461538461539,16862,0.11056233202350811,0.12020689874572267
1996,Mecklenburg-Western Pomerania,Second Stage of Tertiary Education,Somewhat concerned,0.6304347826086957,16862,0.6231491518543353,0.6377204133630561
1996,Mecklenburg-Western Pomerania,Second Stage of Tertiary Education,Very concerned,0.20652173913043478,16862,0.20041158828545413,0.21263188997541543
1996,Mecklenburg-Western Pomerania,Second Stage of Tertiary Education,Not concerned at all,0.16304347826086957,16862,0.15746771027923512,0.16861924624250402
1996,Saxony,Pre-primary Level,Somewhat concerned,0.5806451612903226,16862,0.5731970224493547,0.5880933001312906
1996,Saxony,Pre-primary Level,Very concerned,0.25806451612903225,16862,0.251459882271495,0.2646691499865695
1996,Saxony,Pre-primary Level,Not concerned at all,0.16129032258064516,16862,0.15573880766255818,0.16684183749873213
1996,Saxony,Primary Level,Not concerned at all,0.5,16862,0.4924530489487733,0.5075469510512267
1996,Saxony,Primary Level,Somewhat concerned,0.5,16862,0.4924530489487733,0.5075469510512267
1996,Saxony,Lower Secondary Level,Somewhat concerned,0.49122807017543857,16862,0.4836822806403482,0.49877385971052896
1996,Saxony,Lower Secondary Level,Very concerned,0.2631578947368421,16862,0.2565113344560308,0.2698044550176534
1996,Saxony,Lower Secondary Level,Not concerned at all,0.24561403508771928,16862,0.2391168547875896,0.252111215387849
1996,Saxony,Upper Secondary Level,Somewhat concerned,0.5277777777777778,16862,0.5202424822563656,0.53531307329919
1996,Saxony,Upper Secondary Level,Very concerned,0.25,16862,0.24346414866851998,0.25653585133148
1996,Saxony,Upper Secondary Level,Not concerned at all,0.2222222222222222,16862,0.21594708774479024,0.22849735669965418
1996,Saxony,Post-secondary Non-tertiary Level,Somewhat concerned,0.5185185185185185,16862,0.5109767454789143,0.5260602915581227
1996,Saxony,Post-secondary Non-tertiary Level,Very concerned,0.2962962962962963,16862,0.2894040695200143,0.30318852307257826
1996,Saxony,Post-secondary Non-tertiary Level,Not concerned at all,0.18518518518518517,16862,0.1793219933042714,0.19104837706609895
1996,Saxony,First Stage of Tertiary Education,Somewhat concerned,0.5333333333333333,16862,0.5258031719604149,0.5408634947062517
1996,Saxony,First Stage of Tertiary Education,Very concerned,0.3333333333333333,16862,0.3262179996458595,0.3404486670208071
1996,Saxony,First Stage of Tertiary Education,Not concerned at all,0.13333333333333333,16862,0.1282023932428887,0.13846427342377796
1996,Saxony,Second Stage of Tertiary Education,Somewhat concerned,0.5941422594142259,16862,0.5867302891682991,0.6015542296601528
1996,Saxony,Second Stage of Tertiary Education,Very concerned,0.20920502092050208,16862,0.2030657113606807,0.21534433048032348
1996,Saxony,Second Stage of Tertiary Education,Not concerned at all,0.19665271966527198,16862,0.19065338386635003,0.20265205546419393
1996,Saxony-Anhalt,Pre-primary Level,Very concerned,0.3888888888888889,16862,0.38153064147689936,0.39624713630087843
1996,Saxony-Anhalt,Pre-primary Level,Somewhat concerned,0.3333333333333333,16862,0.3262179996458595,0.3404486670208071
1996,Saxony-Anhalt,Pre-primary Level,Not concerned at all,0.2777777777777778,16862,0.2710171706012464,0.28453838495430916
1996,Saxony-Anhalt,Primary Level,Very concerned,0.6666666666666666,16862,0.6595513329791928,0.6737820003541405
1996,Saxony-Anhalt,Primary Level,Somewhat concerned,0.3333333333333333,16862,0.3262179996458595,0.3404486670208071
1996,Saxony-Anhalt,Lower Secondary Level,Somewhat concerned,0.4861111111111111,16862,0.47856707225410866,0.49365514996811355
1996,Saxony-Anhalt,Lower Secondary Level,Very concerned,0.3611111111111111,16862,0.3538611676075607,0.3683610546146615
1996,Saxony-Anhalt,Lower Secondary Level,Not concerned at all,0.1527777777777778,16862,0.1473473968851753,0.15820815867038027
1996,Saxony-Anhalt,Upper Secondary Level,Somewhat concerned,0.5303867403314917,16862,0.5228537391875834,0.5379197414754
1996,Saxony-Anhalt,Upper Secondary Level,Very concerned,0.3011049723756906,16862,0.29418082237030124,0.30802912238108
1996,Saxony-Anhalt,Upper Secondary Level,Not concerned at all,0.1685082872928177,16862,0.16285838257666396,0.17415819200897142
1996,Saxony-Anhalt,Post-secondary Non-tertiary Level,Somewhat concerned,0.5384615384615384,16862,0.5309369487959112,0.5459861281271656
1996,Saxony-Anhalt,Post-secondary Non-tertiary Level,Very concerned,0.38461538461538464,16862,0.37727213701179124,0.39195863221897803
1996,Saxony-Anhalt,Post-secondary Non-tertiary Level,Not concerned at all,0.07692307692307693,16862,0.07290101456524307,0.08094513928091078
1996,Saxony-Anhalt,First Stage of Tertiary Education,Somewhat concerned,0.5306122448979592,16862,0.5230794517663316,0.5381450380295868
1996,Saxony-Anhalt,First Stage of Tertiary Education,Very concerned,0.2857142857142857,16862,0.27889555579666325,0.29253301563190814
1996,Saxony-Anhalt,First Stage of Tertiary Education,Not concerned at all,0.1836734693877551,16862,0.17782884374407873,0.1895180950314315
1996,Saxony-Anhalt,Second Stage of Tertiary Education,Somewhat concerned,0.5944055944055944,16862,0.5869943872780525,0.6018168015331362
1996,Saxony-Anhalt,Second Stage of Tertiary Education,Very concerned,0.23076923076923078,16862,0.2244097917982397,0.23712866974022187
1996,Saxony-Anhalt,Second Stage of Tertiary Education,Not concerned at all,0.17482517482517482,16862,0.16909224666802036,0.18055810298232927
1996,Thuringa,Pre-primary Level,Somewhat concerned,0.46153846153846156,16862,0.4540138718728343,0.4690630512040888
1996,Thuringa,Pre-primary Level,Very concerned,0.38461538461538464,16862,0.37727213701179124,0.39195863221897803
1996,Thuringa,Pre-primary Level,Not concerned at all,0.15384615384615385,16862,0.14840025566934004,0.15929205202296767
1996,Thuringa,Primary Level,Somewhat concerned,1.0,16862,1.0,1.0
1996,Thuringa,Lower Secondary Level,Somewhat concerned,0.4927536231884058,16862,0.4852074647592525,0.5002997816175592
1996,Thuringa,Lower Secondary Level,Very concerned,0.34782608695652173,16862,0.34063715594583616,0.3550150179672073
1996,Thuringa,Lower Secondary Level,Not concerned at all,0.15942028985507245,16862,0.15389490188891006,0.16494567782123484
1996,Thuringa,Upper Secondary Level,Somewhat concerned,0.4975247524752475,16862,0.48997789390266616,0.5050716110478288
1996,Thuringa,Upper Secondary Level,Very concerned,0.2995049504950495,16862,0.2925913215584856,0.3064185794316134
1996,Thuringa,Upper Secondary Level,Not concerned at all,0.20297029702970298,16862,0.19689936981886805,0.20904122424053792
1996,Thuringa,Post-secondary Non-tertiary Level,Somewhat concerned,0.5555555555555556,16862,0.5480553353007083,0.5630557758104029
1996,Thuringa,Post-secondary Non-tertiary Level,Not concerned at all,0.3333333333333333,16862,0.3262179996458595,0.3404486670208071
1996,Thuringa,Post-secondary Non-tertiary Level,Very concerned,0.1111111111111111,16862,0.1063675553194619,0.1158546669027603
1996,Thuringa,First Stage of Tertiary Education,Somewhat concerned,0.6176470588235294,16862,0.6103119943532566,0.6249821232938023
1996,Thuringa,First Stage of Tertiary Education,Very concerned,0.2647058823529412,16862,0.25804680789597645,0.2713649568099059
1996,Thuringa,First Stage of Tertiary Education,Not concerned at all,0.11764705882352941,16862,0.11278395843394799,0.12251015921311083
1996,Thuringa,Second Stage of Tertiary Education,Somewhat concerned,0.5775862068965517,16862,0.5701306690181998,0.5850417447749037
1996,Thuringa,Second Stage of Tertiary Education,Very concerned,0.23275862068965517,16862,0.2263800932955404,0.23913714808376993
1996,Thuringa,Second Stage of Tertiary Education,Not concerned at all,0.1896551724137931,16862,0.18373793755750606,0.19557240727008013
1997,Schleswig-Holstein,Pre-primary Level,Somewhat concerned,0.6,16487,0.5925219068043285,0.6074780931956715
1997,Schleswig-Holstein,Pre-primary Level,Not concerned at all,0.4,16487,0.39252190680432847,0.4074780931956716
1997,Schleswig-Holstein,Primary Level,Somewhat concerned,0.5,16487,0.4923677030923441,0.5076322969076559
1997,Schleswig-Holstein,Primary Level,Very concerned,0.5,16487,0.4923677030923441,0.5076322969076559
1997,Schleswig-Holstein,Lower Secondary Level,Somewhat concerned,0.4166666666666667,16487,0.4091411204276672,0.42419221290566617
1997,Schleswig-Holstein,Lower Secondary Level,Very concerned,0.3055555555555556,16487,0.2985240374635321,0.31258707364757904
1997,Schleswig-Holstein,Lower Secondary Level,Not concerned at all,0.2777777777777778,16487,0.2709407172354374,0.2846148383201182
1997,Schleswig-Holstein,Upper Secondary Level,Somewhat concerned,0.4805194805194805,16487,0.4728929785822614,0.4881459824566996
1997,Schleswig-Holstein,Upper Secondary Level,Not concerned at all,0.2662337662337662,16487,0.2594869997056581,0.27298053276187434
1997,Schleswig-Holstein,Upper Secondary Level,Very concerned,0.2532467532467532,16487,0.24660862321715601,0.2598848832763504
1997,Schleswig-Holstein,Post-secondary Non-tertiary Level,Somewhat concerned,0.5,16487,0.4923677030923441,0.5076322969076559
1997,Schleswig-Holstein,Post-secondary Non-tertiary Level,Very concerned,0.2857142857142857,16487,0.27881844514089926,0.29261012628767213
1997,Schleswig-Holstein,Post-secondary Non-tertiary Level,Not concerned at all,0.21428571428571427,16487,0.2080222560395703,0.22054917253185824
1997,Schleswig-Holstein,First Stage of Tertiary Education,Very concerned,0.391304347826087,16487,0.38385458084280455,0.3987541148093694
1997,Schleswig-Holstein,First Stage of Tertiary Education,Somewhat concerned,0.34782608695652173,16487,0.34055585881408684,0.3550963150989566
1997,Schleswig-Holstein,First Stage of Tertiary Education,Not concerned at all,0.2608695652173913,16487,0.2541667460600073,0.2675723843747753
1997,Schleswig-Holstein,Second Stage of Tertiary Education,Somewhat concerned,0.5384615384615384,16487,0.5308518558166495,0.5460712211064274
1997,Schleswig-Holstein,Second Stage of Tertiary Education,Not concerned at all,0.3076923076923077,16487,0.3006471105467792,0.31473750483783625
1997,Schleswig-Holstein,Second Stage of Tertiary Education,Very concerned,0.15384615384615385,16487,0.14833866989241218,0.15935363779989553
1997,Hamburg,Pre-primary Level,Somewhat concerned,1.0,16487,1.0,1.0
1997,Hamburg,Primary Level,Very concerned,0.5,16487,0.4923677030923441,0.5076322969076559
1997,Hamburg,Primary Level,Somewhat concerned,0.3333333333333333,16487,0.3261375348007565,0.3405291318659101
1997,Hamburg,Primary Level,Not concerned at all,0.16666666666666666,16487,0.16097788843000665,0.17235544490332666
1997,Hamburg,Lower Secondary Level,Somewhat concerned,0.5161290322580645,16487,0.5085007074021518,0.5237573571139772
1997,Hamburg,Lower Secondary Level,Very concerned,0.3225806451612903,16487,0.31544500064983105,0.3297162896727496
1997,Hamburg,Lower Secondary Level,Not concerned at all,0.16129032258064516,16487,0.15567602750247136,0.16690461765881895
1997,Hamburg,Upper Secondary Level,Somewhat concerned,0.44776119402985076,16487,0.44017066686100736,0.45535172119869416
1997,Hamburg,Upper Secondary Level,Very concerned,0.2835820895522388,16487,0.2767017817297157,0.29046239737476187
1997,Hamburg,Upper Secondary Level,Not concerned at all,0.26865671641791045,16487,0.2618905177977263,0.2754229150380946
1997,Hamburg,Post-secondary Non-tertiary Level,Not concerned at all,0.3333333333333333,16487,0.3261375348007565,0.3405291318659101
1997,Hamburg,Post-secondary Non-tertiary Level,Very concerned,0.3333333333333333,16487,0.3261375348007565,0.3405291318659101
1997,Hamburg,Post-secondary Non-tertiary Level,Somewhat concerned,0.3333333333333333,16487,0.3261375348007565,0.3405291318659101
1997,Hamburg,First Stage of Tertiary Education,Not concerned at all,0.6666666666666666,16487,0.6594708681340898,0.6738624651992434
1997,Hamburg,First Stage of Tertiary Education,Very concerned,0.3333333333333333,16487,0.3261375348007565,0.3405291318659101
1997,Hamburg,Second Stage of Tertiary Education,Somewhat concerned,0.7,16487,0.6930048843388579,0.706995115661142
1997,Hamburg,Second Stage of Tertiary Education,Not concerned at all,0.2,16487,0.1938941624738753,0.2061058375261247
1997,Hamburg,Second Stage of Tertiary Education,Very concerned,0.1,16487,0.09542062185540647,0.10457937814459355
1997,Lower Saxony,Pre-primary Level,Somewhat concerned,0.8076923076923077,16487,0.8016763253350819,0.8137082900495335
1997,Lower Saxony,Pre-primary Level,Very concerned,0.11538461538461539,16487,0.1105077984906146,0.12026143227861619
1997,Lower Saxony,Pre-primary Level,Not concerned at all,0.07692307692307693,16487,0.07285553045461206,0.0809906233915418
1997,Lower Saxony,Primary Level,Somewhat concerned,0.5294117647058824,16487,0.5217926839066834,0.5370308455050813
1997,Lower Saxony,Primary Level,Not concerned at all,0.2647058823529412,16487,0.2579715027285389,0.27144026197734344
1997,Lower Saxony,Primary Level,Very concerned,0.20588235294117646,16487,0.19971019206369814,0.21205451381865478
1997,Lower Saxony,Lower Secondary Level,Somewhat concerned,0.5023696682464455,16487,0.4947374570549658,0.5100018794379251
1997,Lower Saxony,Lower Secondary Level,Very concerned,0.33649289099526064,16487,0.3292802222102627,0.3437055597802586
1997,Lower Saxony,Lower Secondary Level,Not concerned at all,0.16113744075829384,16487,0.15552529568721388,0.1667495858293738
1997,Lower Saxony,Upper Secondary Level,Somewhat concerned,0.5089108910891089,16487,0.5012798063472135,0.5165419758310044
1997,Lower Saxony,Upper Secondary Level,Very concerned,0.3445544554455445,16487,0.33730037286478626,0.3518085380263028
1997,Lower Saxony,Upper Secondary Level,Not concerned at all,0.14653465346534653,16487,0.14113646094371837,0.15193284598697468
1997,Lower Saxony,Post-secondary Non-tertiary Level,Somewhat concerned,0.5,16487,0.4923677030923441,0.5076322969076559
1997,Lower Saxony,Post-secondary Non-tertiary Level,Very concerned,0.3076923076923077,16487,0.3006471105467792,0.31473750483783625
1997,Lower Saxony,Post-secondary Non-tertiary Level,Not concerned at all,0.19230769230769232,16487,0.1862917099504665,0.19832367466491813
1997,Lower Saxony,First Stage of Tertiary Education,Somewhat concerned,0.48484848484848486,16487,0.47721969301422057,0.49247727668274915
1997,Lower Saxony,First Stage of Tertiary Education,Very concerned,0.3484848484848485,16487,0.3412114151498253,0.35575828181987174
1997,Lower Saxony,First Stage of Tertiary Education,Not concerned at all,0.16666666666666666,16487,0.16097788843000665,0.17235544490332666
1997,Lower Saxony,Second Stage of Tertiary Education,Somewhat concerned,0.6571428571428571,16487,0.6498973006146274,0.6643884136710869
1997,Lower Saxony,Second Stage of Tertiary Education,Very concerned,0.20952380952380953,16487,0.20331159649777178,0.21573602254984728
1997,Lower Saxony,Second Stage of Tertiary Education,Not concerned at all,0.13333333333333333,16487,0.1281443692179105,0.13852229744875616
1997,Bremen,Primary Level,Very concerned,1.0,16487,1.0,1.0
1997,Bremen,Lower Secondary Level,Very concerned,0.4090909090909091,16487,0.4015858260408768,0.41659599214094145
1997,Bremen,Lower Secondary Level,Somewhat concerned,0.4090909090909091,16487,0.4015858260408768,0.41659599214094145
1997,Bremen,Lower Secondary Level,Not concerned at all,0.18181818181818182,16487,0.17593071029152807,0.18770565334483558
1997,Bremen,Upper Secondary Level,Very concerned,0.45652173913043476,16487,0.44891835254223683,0.4641251257186327
1997,Bremen,Upper Secondary Level,Somewhat concerned,0.34782608695652173,16487,0.34055585881408684,0.3550963150989566
1997,Bremen,Upper Secondary Level,Not concerned at all,0.1956521739130435,16487,0.18959668048043476,0.2017076673456522
1997,Bremen,Post-secondary Non-tertiary Level,Somewhat concerned,0.6,16487,0.5925219068043285,0.6074780931956715
1997,Bremen,Post-secondary Non-tertiary Level,Very concerned,0.4,16487,0.39252190680432847,0.4074780931956716
1997,Bremen,First Stage of Tertiary Education,Very concerned,0.75,16487,0.7433902369887446,0.7566097630112554
1997,Bremen,First Stage of Tertiary Education,Somewhat concerned,0.25,16487,0.2433902369887446,0.25660976301125543
1997,Bremen,Second Stage of Tertiary Education,Not concerned at all,0.42857142857142855,16487,0.42101741370142237,0.4361254434414347
1997,Bremen,Second Stage of Tertiary Education,Somewhat concerned,0.2857142857142857,16487,0.27881844514089926,0.29261012628767213
1997,Bremen,Second Stage of Tertiary Education,Very concerned,0.2857142857142857,16487,0.27881844514089926,0.29261012628767213
1997,North Rhine-Westphalia,Pre-primary Level,Somewhat concerned,0.5882352941176471,16487,0.5807227791373232,0.595747809097971
1997,North Rhine-Westphalia,Pre-primary Level,Very concerned,0.2647058823529412,16487,0.2579715027285389,0.27144026197734344
1997,North Rhine-Westphalia,Pre-primary Level,Not concerned at all,0.14705882352941177,16487,0.14165264558429633,0.1524650014745272
1997,North Rhine-Westphalia,Primary Level,Very concerned,0.49137931034482757,16487,0.4837481479294719,0.49901047276018323
1997,North Rhine-Westphalia,Primary Level,Somewhat concerned,0.3793103448275862,16487,0.37190372847600256,0.3867169611791698
1997,North Rhine-Westphalia,Primary Level,Not concerned at all,0.12931034482758622,16487,0.12418841552590033,0.13443227412927208
1997,North Rhine-Westphalia,Lower Secondary Level,Somewhat concerned,0.4537987679671458,16487,0.4461991240057428,0.4613984119285488
1997,North Rhine-Westphalia,Lower Secondary Level,Very concerned,0.3942505133470226,16487,0.3867908725834046,0.4017101541106406
1997,North Rhine-Westphalia,Lower Secondary Level,Not concerned at all,0.15195071868583163,16487,0.14647113988445126,0.157430297487212
1997,North Rhine-Westphalia,Upper Secondary Level,Somewhat concerned,0.5344262295081967,16487,0.5268120451589929,0.5420404138574005
1997,North Rhine-Westphalia,Upper Secondary Level,Very concerned,0.3254098360655738,16487,0.3182579499100064,0.33256172222114116
1997,North Rhine-Westphalia,Upper Secondary Level,Not concerned at all,0.14016393442622951,16487,0.13486472331963836,0.14546314553282066
1997,North Rhine-Westphalia,Post-secondary Non-tertiary Level,Somewhat concerned,0.6347826086956522,16487,0.6274328431196355,0.6421323742716688
1997,North Rhine-Westphalia,Post-secondary Non-tertiary Level,Very concerned,0.2956521739130435,16487,0.2886863999123224,0.30261794791376456
1997,North Rhine-Westphalia,Post-secondary Non-tertiary Level,Not concerned at all,0.06956521739130435,16487,0.06568170858439391,0.07344872619821478
1997,North Rhine-Westphalia,First Stage of Tertiary Education,Somewhat concerned,0.6136363636363636,16487,0.6062037951666255,0.6210689321061018
1997,North Rhine-Westphalia,First Stage of Tertiary Education,Very concerned,0.25,16487,0.2433902369887446,0.25660976301125543
