year,bula_h,pgisced97,plj0047,proportion,n,proportion_lower_confidence,proportion_upper_confidence
1993,Baden-Wuerttemberg,Post-secondary Non-tertiary Level,Very concerned,0.4782608695652174,16993,0.4707501737686951,0.4857715653617397
1993,Baden-Wuerttemberg,First Stage of Tertiary Education,Somewhat concerned,0.5,16993,0.49248219516658426,0.5075178048334157
1993,Baden-Wuerttemberg,First Stage of Tertiary Education,Very concerned,0.5,16993,0.49248219516658426,0.5075178048334157
1993,Baden-Wuerttemberg,Second Stage of Tertiary Education,Somewhat concerned,0.42857142857142855,16993,0.4211307314669354,0.4360121256759217
1993,Baden-Wuerttemberg,Second Stage of Tertiary Education,Very concerned,0.2857142857142857,16993,0.2789218896347953,0.2925066817937761
1993,Baden-Wuerttemberg,Second Stage of Tertiary Education,Not concerned at all,0.2857142857142857,16993,0.2789218896347953,0.2925066817937761
1993,Bavaria,Pre-primary Level,Very concerned,1.0,16993,1.0,1.0
1993,Bavaria,Primary Level,Somewhat concerned,0.4807692307692308,16993,0.47325698850027137,0.4882814730381902
1993,Bavaria,Primary Level,Very concerned,0.4230769230769231,16993,0.4156486191102894,0.43050522704355676
1993,Bavaria,Primary Level,Not concerned at all,0.09615384615384616,16993,0.09172131669986587,0.10058637560782645
1993,Bavaria,Lower Secondary Level,Very concerned,0.4909090909090909,16993,0.48339252879075656,0.49842565302742525
1993,Bavaria,Lower Secondary Level,Somewhat concerned,0.4090909090909091,16993,0.40169840978023325,0.416483408401585
1993,Bavaria,Lower Secondary Level,Not concerned at all,0.1,16993,0.09548931709995057,0.10451068290004945
1993,Bavaria,Upper Secondary Level,Very concerned,0.449438202247191,16993,0.44195893465404423,0.45691746984033776
1993,Bavaria,Upper Secondary Level,Somewhat concerned,0.43820224719101125,16993,0.43074208376084816,0.44566241062117434
1993,Bavaria,Upper Secondary Level,Not concerned at all,0.11235955056179775,16993,0.10761118024272516,0.11710792088087034
1993,Bavaria,Post-secondary Non-tertiary Level,Very concerned,0.5,16993,0.49248219516658426,0.5075178048334157
1993,Bavaria,Post-secondary Non-tertiary Level,Not concerned at all,0.25,16993,0.24348939003356854,0.2565106099664315
1993,Bavaria,Post-secondary Non-tertiary Level,Somewhat concerned,0.25,16993,0.24348939003356854,0.2565106099664315
1993,Bavaria,First Stage of Tertiary Education,Very concerned,0.5,16993,0.49248219516658426,0.5075178048334157
1993,Bavaria,First Stage of Tertiary Education,Somewhat concerned,0.5,16993,0.49248219516658426,0.5075178048334157
1993,Bavaria,Second Stage of Tertiary Education,Very concerned,0.6153846153846154,16993,0.6080697272990103,0.6226995034702205
1993,Bavaria,Second Stage of Tertiary Education,Somewhat concerned,0.38461538461538464,16993,0.3773004965297796,0.3919302727009897
1993,Berlin,Pre-primary Level,Somewhat concerned,1.0,16993,1.0,1.0
1993,Berlin,Primary Level,Very concerned,0.6,16993,0.592634085668921,0.607365914331079
1993,Berlin,Primary Level,Somewhat concerned,0.26666666666666666,16993,0.26001766989878394,0.2733156634345494
1993,Berlin,Primary Level,Not concerned at all,0.13333333333333333,16993,0.1282222088606708,0.13844445780599587
1993,Berlin,Lower Secondary Level,Very concerned,0.76,16993,0.7535785447608097,0.7664214552391904
1993,Berlin,Lower Secondary Level,Somewhat concerned,0.2,16993,0.19398575613326743,0.2060142438667326
1993,Berlin,Lower Secondary Level,Not concerned at all,0.04,16993,0.03705363426756838,0.04294636573243162
1993,Berlin,Upper Secondary Level,Very concerned,0.5714285714285714,16993,0.5639878743240783,0.5788692685330645
1993,Berlin,Upper Secondary Level,Somewhat concerned,0.23809523809523808,16993,0.23169130565748797,0.2444991705329882
1993,Berlin,Upper Secondary Level,Not concerned at all,0.19047619047619047,16993,0.18457205649505673,0.1963803244573242
1993,Berlin,Post-secondary Non-tertiary Level,Very concerned,0.7142857142857143,16993,0.7074933182062239,0.7210781103652047
1993,Berlin,Post-secondary Non-tertiary Level,Somewhat concerned,0.2857142857142857,16993,0.2789218896347953,0.2925066817937761
1993,Berlin,Second Stage of Tertiary Education,Somewhat concerned,1.0,16993,1.0,1.0
1994,Schleswig-Holstein,Primary Level,Very concerned,0.5,16642,0.49240332902340167,0.5075966709765983
1994,Schleswig-Holstein,Primary Level,Somewhat concerned,0.5,16642,0.49240332902340167,0.5075966709765983
1994,Schleswig-Holstein,Lower Secondary Level,Very concerned,0.625,16642,0.6176445549552544,0.6323554450447456
1994,Schleswig-Holstein,Lower Secondary Level,Somewhat concerned,0.25,16642,0.2434210899500739,0.2565789100499261
1994,Schleswig-Holstein,Lower Secondary Level,Not concerned at all,0.125,16642,0.11997527445098466,0.13002472554901534
1994,Schleswig-Holstein,Upper Secondary Level,Very concerned,0.6,16642,0.5925568129454095,0.6074431870545904
1994,Schleswig-Holstein,Upper Secondary Level,Somewhat concerned,0.4,16642,0.3925568129454095,0.40744318705459054
1994,Schleswig-Holstein,First Stage of Tertiary Education,Somewhat concerned,1.0,16642,1.0,1.0
1994,Schleswig-Holstein,Second Stage of Tertiary Education,Somewhat concerned,1.0,16642,1.0,1.0
1994,Hamburg,Primary Level,Somewhat concerned,0.8333333333333334,16642,0.8276711090978756,0.8389955575687912
1994,Hamburg,Primary Level,Very concerned,0.16666666666666666,16642,0.1610044424312088,0.17232889090212453
1994,Hamburg,Lower Secondary Level,Somewhat concerned,0.8333333333333334,16642,0.8276711090978756,0.8389955575687912
1994,Hamburg,Lower Secondary Level,Very concerned,0.16666666666666666,16642,0.1610044424312088,0.17232889090212453
1994,Hamburg,Upper Secondary Level,Somewhat concerned,0.875,16642,0.8699752744509847,0.8800247255490153
1994,Hamburg,Upper Secondary Level,Not concerned at all,0.125,16642,0.11997527445098466,0.13002472554901534
1994,Hamburg,Post-secondary Non-tertiary Level,Somewhat concerned,1.0,16642,1.0,1.0
1994,Lower Saxony,Pre-primary Level,Very concerned,0.6666666666666666,16642,0.6595044565840057,0.6738288767493276
1994,Lower Saxony,Pre-primary Level,Somewhat concerned,0.3333333333333333,16642,0.3261711232506724,0.34049554341599425
1994,Lower Saxony,Primary Level,Very concerned,0.5333333333333333,16642,0.5257535626468052,0.5409131040198615
1994,Lower Saxony,Primary Level,Somewhat concerned,0.4,16642,0.3925568129454095,0.40744318705459054
1994,Lower Saxony,Primary Level,Not concerned at all,0.06666666666666667,16642,0.06287678132340262,0.07045655200993071
1994,Lower Saxony,Lower Secondary Level,Very concerned,0.5897435897435898,16642,0.5822702863298861,0.5972168931572934
1994,Lower Saxony,Lower Secondary Level,Somewhat concerned,0.3076923076923077,16642,0.30067999602160156,0.31470461936301386
1994,Lower Saxony,Lower Secondary Level,Not concerned at all,0.10256410256410256,16642,0.09795461419656276,0.10717359093164236
1994,Lower Saxony,Upper Secondary Level,Very concerned,0.5365853658536586,16642,0.5290090582908419,0.5441616734164753
1994,Lower Saxony,Upper Secondary Level,Somewhat concerned,0.4146341463414634,16642,0.4071490130689496,0.4221192796139772
1994,Lower Saxony,Upper Secondary Level,Not concerned at all,0.04878048780487805,16642,0.045507708222171234,0.05205326738758487
1994,Lower Saxony,Post-secondary Non-tertiary Level,Very concerned,0.75,16642,0.7434210899500739,0.7565789100499261
1994,Lower Saxony,Post-secondary Non-tertiary Level,Somewhat concerned,0.25,16642,0.2434210899500739,0.2565789100499261
1994,Lower Saxony,Second Stage of Tertiary Education,Very concerned,0.5,16642,0.49240332902340167,0.5075966709765983
1994,Lower Saxony,Second Stage of Tertiary Education,Somewhat concerned,0.5,16642,0.49240332902340167,0.5075966709765983
1994,Bremen,Primary Level,Very concerned,1.0,16642,1.0,1.0
1994,Bremen,Lower Secondary Level,Very concerned,1.0,16642,1.0,1.0
1994,Bremen,Upper Secondary Level,Very concerned,0.8,16642,0.7939226632187214,0.8060773367812787
1994,Bremen,Upper Secondary Level,Somewhat concerned,0.2,16642,0.19392266321872134,0.20607733678127868
1994,Bremen,Second Stage of Tertiary Education,Somewhat concerned,1.0,16642,1.0,1.0
1994,North Rhine-Westphalia,Pre-primary Level,Very concerned,0.75,16642,0.7434210899500739,0.7565789100499261
1994,North Rhine-Westphalia,Pre-primary Level,Somewhat concerned,0.25,16642,0.2434210899500739,0.2565789100499261
1994,North Rhine-Westphalia,Primary Level,Very concerned,0.5590551181102362,16642,0.5515116201120845,0.5665986161083879
1994,North Rhine-Westphalia,Primary Level,Somewhat concerned,0.3779527559055118,16642,0.370585873187052,0.3853196386239716
1994,North Rhine-Westphalia,Primary Level,Not concerned at all,0.06299212598425197,16642,0.059300921831671356,0.06668333013683257
1994,North Rhine-Westphalia,Lower Secondary Level,Very concerned,0.6358974358974359,16642,0.628586740014508,0.6432081317803637
1994,North Rhine-Westphalia,Lower Secondary Level,Somewhat concerned,0.27692307692307694,16642,0.2701243885150754,0.28372176533107846
1994,North Rhine-Westphalia,Lower Secondary Level,Not concerned at all,0.08717948717948718,16642,0.08289347734716306,0.0914654970118113
1994,North Rhine-Westphalia,Upper Secondary Level,Very concerned,0.4785276073619632,16642,0.47093794471577227,0.48611727000815413
1994,North Rhine-Westphalia,Upper Secondary Level,Somewhat concerned,0.38650306748466257,16642,0.3791046985781369,0.39390143639118824
1994,North Rhine-Westphalia,Upper Secondary Level,Not concerned at all,0.13496932515337423,16642,0.12977789990631147,0.140160750400437
1994,North Rhine-Westphalia,Post-secondary Non-tertiary Level,Very concerned,0.47619047619047616,16642,0.46860242310772027,0.48377852927323206
1994,North Rhine-Westphalia,Post-secondary Non-tertiary Level,Somewhat concerned,0.42857142857142855,16642,0.4210526742286559,0.4360901829142012
1994,North Rhine-Westphalia,Post-secondary Non-tertiary Level,Not concerned at all,0.09523809523809523,16642,0.09077818810056278,0.09969800237562769
1994,North Rhine-Westphalia,First Stage of Tertiary Education,Very concerned,0.8333333333333334,16642,0.8276711090978756,0.8389955575687912
1994,North Rhine-Westphalia,First Stage of Tertiary Education,Somewhat concerned,0.16666666666666666,16642,0.1610044424312088,0.17232889090212453
1994,North Rhine-Westphalia,Second Stage of Tertiary Education,Very concerned,0.5454545454545454,16642,0.5378893308075859,0.5530197601015049
1994,North Rhine-Westphalia,Second Stage of Tertiary Education,Not concerned at all,0.36363636363636365,16642,0.35632767192870496,0.37094505534402233
1994,North Rhine-Westphalia,Second Stage of Tertiary Education,Somewhat concerned,0.09090909090909091,16642,0.08654131219619156,0.09527686962199026
1994,Hesse,Pre-primary Level,Somewhat concerned,0.8,16642,0.7939226632187214,0.8060773367812787
1994,Hesse,Pre-primary Level,Very concerned,0.2,16642,0.19392266321872134,0.20607733678127868
1994,Hesse,Primary Level,Somewhat concerned,0.5283018867924528,16642,0.5207173953977127,0.535886378187193
1994,Hesse,Primary Level,Very concerned,0.32075471698113206,16642,0.31366297128160475,0.32784646268065937
1994,Hesse,Primary Level,Not concerned at all,0.1509433962264151,16642,0.14550427556506873,0.15638251688776145
1994,Hesse,Lower Secondary Level,Very concerned,0.46534653465346537,16642,0.457768130756567,0.4729249385503637
1994,Hesse,Lower Secondary Level,Somewhat concerned,0.38613861386138615,16642,0.37874153775596336,0.39353568996680893
1994,Hesse,Lower Secondary Level,Not concerned at all,0.1485148514851485,16642,0.14311195317152037,0.15391774979877665
1994,Hesse,Upper Secondary Level,Somewhat concerned,0.5172413793103449,16642,0.5096492261283635,0.5248335324923262
1994,Hesse,Upper Secondary Level,Very concerned,0.3563218390804598,16642,0.34904556716548135,0.3635981109954382
1994,Hesse,Upper Secondary Level,Not concerned at all,0.12643678160919541,16642,0.12138741157207064,0.1314861516463202
1994,Hesse,Post-secondary Non-tertiary Level,Very concerned,0.45454545454545453,16642,0.44698023989849506,0.462110669192414
1994,Hesse,Post-secondary Non-tertiary Level,Somewhat concerned,0.36363636363636365,16642,0.35632767192870496,0.37094505534402233
1994,Hesse,Post-secondary Non-tertiary Level,Not concerned at all,0.18181818181818182,16642,0.17595819175055014,0.1876781718858135
1994,Hesse,First Stage of Tertiary Education,Very concerned,0.6666666666666666,16642,0.6595044565840057,0.6738288767493276
1994,Hesse,First Stage of Tertiary Education,Somewhat concerned,0.3333333333333333,16642,0.3261711232506724,0.34049554341599425
1994,Hesse,Second Stage of Tertiary Education,Somewhat concerned,0.8333333333333334,16642,0.8276711090978756,0.8389955575687912
1994,Hesse,Second Stage of Tertiary Education,Very concerned,0.16666666666666666,16642,0.1610044424312088,0.17232889090212453
1994,"Rhineland-Palatinate, Saarland",Pre-primary Level,Somewhat concerned,1.0,16642,1.0,1.0
1994,"Rhineland-Palatinate, Saarland",Primary Level,Very concerned,0.45454545454545453,16642,0.44698023989849506,0.462110669192414
1994,"Rhineland-Palatinate, Saarland",Primary Level,Somewhat concerned,0.36363636363636365,16642,0.35632767192870496,0.37094505534402233
1994,"Rhineland-Palatinate, Saarland",Primary Level,Not concerned at all,0.18181818181818182,16642,0.17595819175055014,0.1876781718858135
1994,"Rhineland-Palatinate, Saarland",Lower Secondary Level,Very concerned,0.48484848484848486,16642,0.4772553025843445,0.4924416671126252
1994,"Rhineland-Palatinate, Saarland",Lower Secondary Level,Somewhat concerned,0.36363636363636365,16642,0.35632767192870496,0.37094505534402233
1994,"Rhineland-Palatinate, Saarland",Lower Secondary Level,Not concerned at all,0.15151515151515152,16642,0.14606757435351359,0.15696272867678945
1994,"Rhineland-Palatinate, Saarland",Upper Secondary Level,Somewhat concerned,0.4482758620689655,16642,0.44071994848856433,0.4558317756493667
1994,"Rhineland-Palatinate, Saarland",Upper Secondary Level,Very concerned,0.3793103448275862,16642,0.37193830097844893,0.38668238867672344
1994,"Rhineland-Palatinate, Saarland",Upper Secondary Level,Not concerned at all,0.1724137931034483,16642,0.16667466475058249,0.1781529214563141
1994,"Rhineland-Palatinate, Saarland",Post-secondary Non-tertiary Level,Very concerned,0.75,16642,0.7434210899500739,0.7565789100499261
1994,"Rhineland-Palatinate, Saarland",Post-secondary Non-tertiary Level,Not concerned at all,0.25,16642,0.2434210899500739,0.2565789100499261
1994,"Rhineland-Palatinate, Saarland",Second Stage of Tertiary Education,Not concerned at all,1.0,16642,1.0,1.0
1994,Baden-Wuerttemberg,Pre-primary Level,Very concerned,0.5789473684210527,16642,0.571445990469299,0.5864487463728063
1994,Baden-Wuerttemberg,Pre-primary Level,Somewhat concerned,0.3684210526315789,16642,0.361092143204224,0.37574996205893385
1994,Baden-Wuerttemberg,Pre-primary Level,Not concerned at all,0.05263157894736842,16642,0.04923895311873955,0.05602420477599729
1994,Baden-Wuerttemberg,Primary Level,Somewhat concerned,0.44242424242424244,16642,0.4348781049639196,0.4499703798845653
1994,Baden-Wuerttemberg,Primary Level,Very concerned,0.42424242424242425,16642,0.4167334573247452,0.4317513911601033
1994,Baden-Wuerttemberg,Primary Level,Not concerned at all,0.13333333333333333,16642,0.12816859019359747,0.1384980764730692
1994,Baden-Wuerttemberg,Lower Secondary Level,Somewhat concerned,0.47959183673469385,16642,0.4720014963183422,0.4871821771510455
1994,Baden-Wuerttemberg,Lower Secondary Level,Very concerned,0.39285714285714285,16642,0.3854369347709567,0.400277350943329
1994,Baden-Wuerttemberg,Lower Secondary Level,Not concerned at all,0.12755102040816327,16642,0.12248268554678766,0.13261935526953886
1994,Baden-Wuerttemberg,Upper Secondary Level,Somewhat concerned,0.4388888888888889,16642,0.4313491719786166,0.44642860579916116
1994,Baden-Wuerttemberg,Upper Secondary Level,Very concerned,0.43333333333333335,16642,0.42580449113407537,0.4408621755325913
1994,Baden-Wuerttemberg,Upper Secondary Level,Not concerned at all,0.12777777777777777,16642,0.12270559901143985,0.1328499565441157
1994,Baden-Wuerttemberg,Post-secondary Non-tertiary Level,Very concerned,0.5789473684210527,16642,0.571445990469299,0.5864487463728063
1994,Baden-Wuerttemberg,Post-secondary Non-tertiary Level,Somewhat concerned,0.42105263157894735,16642,0.41355125362719364,0.42855400953070105
1994,Baden-Wuerttemberg,First Stage of Tertiary Education,Somewhat concerned,0.75,16642,0.7434210899500739,0.7565789100499261
1994,Baden-Wuerttemberg,First Stage of Tertiary Education,Not concerned at all,0.25,16642,0.2434210899500739,0.2565789100499261
