"plj0047","year","alter_gr","bildungsniveau","n","percent","lower_confidence","upper_confidence"
"Grosse Sorgen","1998","35-65 Jahre alt","Hauptschulabschluss","1253","0.363532183540494","0.347720142057791","0.379344225023196"
"Grosse Sorgen","1998","35-65 Jahre alt","Realschulabschluss","408","0.250627768863236","0.229299289582268","0.271956248144205"
"Grosse Sorgen","1998","35-65 Jahre alt","(Fach-)Abitur","92","0.248921292583086","0.204255958216743","0.293586626949429"
"Grosse Sorgen","1998","35-65 Jahre alt","AkademikerInnen","261","0.193792537401084","0.172501538870984","0.215083535931183"
"Grosse Sorgen","1998","66 und älter","(noch) kein Abschluss","","","",""
"Grosse Sorgen","1998","66 und älter","Hauptschulabschluss","414","0.332067360467573","0.306135169458616","0.357999551476531"
"Grosse Sorgen","1998","66 und älter","Realschulabschluss","75","0.364730218087848","0.298019123717136","0.431441312458559"
"Grosse Sorgen","1998","66 und älter","(Fach-)Abitur","","","",""
"Grosse Sorgen","1998","66 und älter","AkademikerInnen","56","0.306752117880998","0.239571055979963","0.373933179782034"
"Einige Sorgen","1998","16-34 Jahre alt","(noch) kein Abschluss","226","0.502881134089214","0.455006675712478","0.55075559246595"
"Einige Sorgen","1998","16-34 Jahre alt","Hauptschulabschluss","635","0.467384307762873","0.440427765212594","0.494340850313151"
"Einige Sorgen","1998","16-34 Jahre alt","Realschulabschluss","786","0.502655812873884","0.477907879414877","0.527403746332892"
"Einige Sorgen","1998","16-34 Jahre alt","(Fach-)Abitur","393","0.540255354207118","0.50400287930421","0.576507829110026"
"Einige Sorgen","1998","16-34 Jahre alt","AkademikerInnen","264","0.621359637731014","0.575778156347812","0.666941119114216"
"Einige Sorgen","1998","35-65 Jahre alt","(noch) kein Abschluss","142","0.363733327660819","0.312822264468184","0.414644390853454"
"Einige Sorgen","1998","35-65 Jahre alt","Hauptschulabschluss","1683","0.465639821109339","0.449242594878371","0.482037047340307"
"Einige Sorgen","1998","35-65 Jahre alt","Realschulabschluss","846","0.553857878720774","0.529393607521434","0.578322149920113"
"Einige Sorgen","1998","35-65 Jahre alt","(Fach-)Abitur","202","0.576720347319501","0.525682403002513","0.627758291636489"
"Einige Sorgen","1998","35-65 Jahre alt","AkademikerInnen","779","0.587600565528156","0.561084796242985","0.614116334813328"
"Einige Sorgen","1998","66 und älter","(noch) kein Abschluss","","","",""
"Einige Sorgen","1998","66 und älter","Hauptschulabschluss","613","0.476719622192351","0.449217986641895","0.504221257742808"
"Einige Sorgen","1998","66 und älter","Realschulabschluss","97","0.475298620624757","0.406088043116947","0.544509198132568"
"Einige Sorgen","1998","66 und älter","(Fach-)Abitur","31","0.702047838428897","0.573989850301116","0.830105826556678"
"Einige Sorgen","1998","66 und älter","AkademikerInnen","98","0.545837870777178","0.473303124822279","0.618372616732076"
"Keine Sorgen","1998","16-34 Jahre alt","(noch) kein Abschluss","75","0.220550398708586","0.180850534364365","0.260250263052807"
"Keine Sorgen","1998","16-34 Jahre alt","Hauptschulabschluss","235","0.187985399528941","0.16687657132643","0.209094227731452"
"Keine Sorgen","1998","16-34 Jahre alt","Realschulabschluss","307","0.193998590320924","0.174426272938306","0.213570907703541"
"Keine Sorgen","1998","16-34 Jahre alt","(Fach-)Abitur","132","0.154065999396061","0.12780559414457","0.180326404647551"
"Keine Sorgen","1998","16-34 Jahre alt","AkademikerInnen","83","0.195849225304568","0.158555726162469","0.233142724446667"
"Keine Sorgen","1998","35-65 Jahre alt","(noch) kein Abschluss","64","0.189019401507983","0.147585154083662","0.230453648932305"
"Keine Sorgen","1998","35-65 Jahre alt","Hauptschulabschluss","619","0.170827995350167","0.158456274106541","0.183199716593793"
"Keine Sorgen","1998","35-65 Jahre alt","Realschulabschluss","332","0.19551435241599","0.175995918362345","0.215032786469635"
"Keine Sorgen","1998","35-65 Jahre alt","(Fach-)Abitur","66","0.174358360097413","0.135164862405368","0.213551857789457"
"Keine Sorgen","1998","35-65 Jahre alt","AkademikerInnen","284","0.21860689707076","0.196344556866832","0.240869237274688"
"Keine Sorgen","1998","66 und älter","(noch) kein Abschluss","","","",""
"Keine Sorgen","1998","66 und älter","Hauptschulabschluss","240","0.191213017340075","0.169559144241408","0.212866890438742"
"Keine Sorgen","1998","66 und älter","Realschulabschluss","","","",""
"Keine Sorgen","1998","66 und älter","(Fach-)Abitur","","","",""
"Keine Sorgen","1998","66 und älter","AkademikerInnen","","","",""
"Grosse Sorgen","1999","16-34 Jahre alt","(noch) kein Abschluss","134","0.297272968098405","0.252759480830149","0.341786455366661"
"Grosse Sorgen","1999","16-34 Jahre alt","Hauptschulabschluss","370","0.296753008044545","0.271618592756329","0.32188742333276"
"Grosse Sorgen","1999","16-34 Jahre alt","Realschulabschluss","459","0.311190902130487","0.287908269412317","0.334473534848656"
"Grosse Sorgen","1999","16-34 Jahre alt","(Fach-)Abitur","241","0.338038550428321","0.303485904700381","0.372591196156261"
"Grosse Sorgen","1999","16-34 Jahre alt","AkademikerInnen","116","0.318635282417981","0.273913735656915","0.363356829179047"
"Grosse Sorgen","1999","35-65 Jahre alt","(noch) kein Abschluss","108","0.336547587153673","0.284935872829856","0.38815930147749"
"Grosse Sorgen","1999","35-65 Jahre alt","Hauptschulabschluss","1054","0.314999287330224","0.29955933187833","0.330439242782118"
"Grosse Sorgen","1999","35-65 Jahre alt","Realschulabschluss","489","0.30939393777279","0.287210892732335","0.331576982813244"
"Grosse Sorgen","1999","35-65 Jahre alt","(Fach-)Abitur","132","0.323139419468183","0.275930724264791","0.370348114671576"
"Grosse Sorgen","1999","35-65 Jahre alt","AkademikerInnen","408","0.315969619639907","0.291142596315521","0.340796642964293"
"Grosse Sorgen","1999","66 und älter","(noch) kein Abschluss","","","",""
"Grosse Sorgen","1999","66 und älter","Hauptschulabschluss","321","0.232349913563669","0.209321196530436","0.255378630596902"
"Grosse Sorgen","1999","66 und älter","Realschulabschluss","51","0.286939377024914","0.223288333405002","0.350590420644826"
"Grosse Sorgen","1999","66 und älter","(Fach-)Abitur","","","",""
"Grosse Sorgen","1999","66 und älter","AkademikerInnen","59","0.263214498491779","0.202182367698795","0.324246629284764"
"Einige Sorgen","1999","16-34 Jahre alt","(noch) kein Abschluss","204","0.506951874683454","0.458260884998206","0.555642864368702"
"Einige Sorgen","1999","16-34 Jahre alt","Hauptschulabschluss","666","0.513240486166727","0.485740342787101","0.540740629546353"
"Einige Sorgen","1999","16-34 Jahre alt","Realschulabschluss","850","0.538624259865371","0.513555114034603","0.563693405696138"
"Einige Sorgen","1999","16-34 Jahre alt","(Fach-)Abitur","395","0.559184874868779","0.522919865458929","0.59544988427863"
"Einige Sorgen","1999","16-34 Jahre alt","AkademikerInnen","265","0.585128346669822","0.537839087152938","0.632417606186706"
"Einige Sorgen","1999","35-65 Jahre alt","(noch) kein Abschluss","145","0.468901891350034","0.414395362602939","0.523408420097128"
"Einige Sorgen","1999","35-65 Jahre alt","Hauptschulabschluss","1914","0.544632493652381","0.528079424146722","0.56118556315804"
"Einige Sorgen","1999","35-65 Jahre alt","Realschulabschluss","968","0.558616720562052","0.534787218259066","0.582446222865038"
"Einige Sorgen","1999","35-65 Jahre alt","(Fach-)Abitur","196","0.532309487327491","0.481943332137878","0.582675642517104"
"Einige Sorgen","1999","35-65 Jahre alt","AkademikerInnen","802","0.569965997743865","0.543527293591444","0.596404701896285"
"Einige Sorgen","1999","66 und älter","(noch) kein Abschluss","","","",""
"Einige Sorgen","1999","66 und älter","Hauptschulabschluss","674","0.52012467746771","0.492882941932843","0.547366413002576"
"Einige Sorgen","1999","66 und älter","Realschulabschluss","111","0.561418437402861","0.491592665262303","0.631244209543419"
"Einige Sorgen","1999","66 und älter","(Fach-)Abitur","","","",""
"Einige Sorgen","1999","66 und älter","AkademikerInnen","117","0.610805868716985","0.543233703509037","0.678378033924932"
"Keine Sorgen","1999","16-34 Jahre alt","(noch) kein Abschluss","67","0.195775157218141","0.15713061986501","0.234419694571272"
"Keine Sorgen","1999","16-34 Jahre alt","Hauptschulabschluss","233","0.190006505788728","0.168421991463976","0.211591020113479"
"Keine Sorgen","1999","16-34 Jahre alt","Realschulabschluss","210","0.150184838004143","0.132219123789852","0.168150552218434"
"Keine Sorgen","1999","16-34 Jahre alt","(Fach-)Abitur","84","0.102776574702899","0.0805956721140196","0.124957477291779"
"Keine Sorgen","1999","16-34 Jahre alt","AkademikerInnen","36","0.096236370912197","0.067930461527492","0.124542280296902"
"Keine Sorgen","1999","35-65 Jahre alt","(noch) kein Abschluss","69","0.194550521496294","0.151313526041598","0.237787516950989"
"Keine Sorgen","1999","35-65 Jahre alt","Hauptschulabschluss","509","0.140368219017395","0.12882209090228","0.15191434713251"
"Keine Sorgen","1999","35-65 Jahre alt","Realschulabschluss","211","0.131989341665159","0.115745751323528","0.148232932006789"
"Keine Sorgen","1999","35-65 Jahre alt","(Fach-)Abitur","49","0.144551093204325","0.109054625014992","0.180047561393659"
"Keine Sorgen","1999","35-65 Jahre alt","AkademikerInnen","137","0.114064382616228","0.0970881858153038","0.131040579417153"
"Keine Sorgen","1999","66 und älter","(noch) kein Abschluss","","","",""
"Keine Sorgen","1999","66 und älter","Hauptschulabschluss","297","0.247525408968622","0.223992660797365","0.271058157139879"
"Keine Sorgen","1999","66 und älter","Realschulabschluss","32","0.151642185572224","0.101170620041052","0.202113751103397"
"Keine Sorgen","1999","66 und älter","(Fach-)Abitur","","","",""
"Keine Sorgen","1999","66 und älter","AkademikerInnen","","","",""
"Grosse Sorgen","2000","16-34 Jahre alt","(noch) kein Abschluss","191","0.348498651296297","0.309068824368806","0.387928478223787"
"Grosse Sorgen","2000","16-34 Jahre alt","Hauptschulabschluss","565","0.305961039998938","0.285119716898466","0.32680236309941"
"Grosse Sorgen","2000","16-34 Jahre alt","Realschulabschluss","798","0.325057671783346","0.306784372864376","0.343330970702316"
"Grosse Sorgen","2000","16-34 Jahre alt","(Fach-)Abitur","481","0.393477293145164","0.367340325340559","0.41961426094977"
"Grosse Sorgen","2000","16-34 Jahre alt","AkademikerInnen","262","0.359392125783089","0.325278984732621","0.393505266833556"
"Grosse Sorgen","2000","35-65 Jahre alt","(noch) kein Abschluss","83","0.328460028503457","0.272543443139715","0.384376613867199"
"Grosse Sorgen","2000","35-65 Jahre alt","Hauptschulabschluss","1895","0.320200452383129","0.308592820904126","0.331808083862132"
"Grosse Sorgen","2000","35-65 Jahre alt","Realschulabschluss","1113","0.349198459322091","0.332994814618902","0.365402104025281"
"Grosse Sorgen","2000","35-65 Jahre alt","(Fach-)Abitur","338","0.384132445377047","0.352123568267389","0.416141322486705"
"Grosse Sorgen","2000","35-65 Jahre alt","AkademikerInnen","966","0.367264887454098","0.348858928308668","0.385670846599527"
"Grosse Sorgen","2000","66 und älter","(noch) kein Abschluss","","","",""
"Grosse Sorgen","2000","66 und älter","Hauptschulabschluss","529","0.203489405262682","0.187767662469384","0.219211148055979"
"Grosse Sorgen","2000","66 und älter","Realschulabschluss","107","0.225809540318534","0.184937142626461","0.266681938010608"
"Grosse Sorgen","2000","66 und älter","(Fach-)Abitur","41","0.296494032112525","0.223648740121493","0.369339324103558"
"Grosse Sorgen","2000","66 und älter","AkademikerInnen","138","0.327956590704673","0.282788587943993","0.373124593465354"
"Einige Sorgen","2000","16-34 Jahre alt","(noch) kein Abschluss","261","0.450557513583853","0.409385425045382","0.491729602122323"
"Einige Sorgen","2000","16-34 Jahre alt","Hauptschulabschluss","895","0.469611186198237","0.447039360304964","0.492183012091509"
"Einige Sorgen","2000","16-34 Jahre alt","Realschulabschluss","1294","0.504492490143099","0.484987043962931","0.523997936323266"
"Einige Sorgen","2000","16-34 Jahre alt","(Fach-)Abitur","698","0.48982546267358","0.463079889997783","0.516571035349377"
"Einige Sorgen","2000","16-34 Jahre alt","AkademikerInnen","434","0.551738751764763","0.516381895992593","0.587095607536933"
"Einige Sorgen","2000","35-65 Jahre alt","(noch) kein Abschluss","114","0.394515698065811","0.336325875366655","0.452705520764967"
"Einige Sorgen","2000","35-65 Jahre alt","Hauptschulabschluss","3171","0.497629535600835","0.485189909440646","0.510069161761024"
"Einige Sorgen","2000","35-65 Jahre alt","Realschulabschluss","1775","0.519019185010979","0.502036441566153","0.536001928455806"
"Einige Sorgen","2000","35-65 Jahre alt","(Fach-)Abitur","421","0.488315387479291","0.455419798665372","0.52121097629321"
"Einige Sorgen","2000","35-65 Jahre alt","AkademikerInnen","1380","0.516815874084206","0.497735713192844","0.535896034975568"
"Einige Sorgen","2000","66 und älter","(noch) kein Abschluss","36","0.476616550285884","0.365059433685406","0.588173666886361"
"Einige Sorgen","2000","66 und älter","Hauptschulabschluss","1296","0.508730694311903","0.489208088143612","0.528253300480193"
"Einige Sorgen","2000","66 und älter","Realschulabschluss","205","0.55119241933917","0.502572215599162","0.599812623079178"
"Einige Sorgen","2000","66 und älter","(Fach-)Abitur","73","0.501344885012356","0.421595369991029","0.581094400033683"
"Einige Sorgen","2000","66 und älter","AkademikerInnen","195","0.463620244020039","0.4156423227493","0.511598165290778"
"Keine Sorgen","2000","16-34 Jahre alt","(noch) kein Abschluss","109","0.200943835119851","0.167785504540708","0.234102165698993"
"Keine Sorgen","2000","16-34 Jahre alt","Hauptschulabschluss","418","0.224427773802825","0.205558737416293","0.243296810189358"
"Keine Sorgen","2000","16-34 Jahre alt","Realschulabschluss","432","0.170449838073555","0.155780077070966","0.185119599076145"
"Keine Sorgen","2000","16-34 Jahre alt","(Fach-)Abitur","163","0.116697244181256","0.0995198640762144","0.133874624286297"
"Keine Sorgen","2000","16-34 Jahre alt","AkademikerInnen","64","0.0888691224521482","0.0686385988547525","0.109099646049544"
"Keine Sorgen","2000","35-65 Jahre alt","(noch) kein Abschluss","74","0.277024273430732","0.223741819756146","0.330306727105318"
"Keine Sorgen","2000","35-65 Jahre alt","Hauptschulabschluss","1140","0.182170012016036","0.172566896247754","0.191773127784318"
"Keine Sorgen","2000","35-65 Jahre alt","Realschulabschluss","437","0.131782355666929","0.120285073149551","0.143279638184308"
"Keine Sorgen","2000","35-65 Jahre alt","(Fach-)Abitur","128","0.127552167143662","0.1055988608825","0.149505473404823"
"Keine Sorgen","2000","35-65 Jahre alt","AkademikerInnen","289","0.115919238461696","0.103696134350275","0.128142342573118"
"Keine Sorgen","2000","66 und älter","(noch) kein Abschluss","","","",""
"Keine Sorgen","2000","66 und älter","Hauptschulabschluss","694","0.287779900425416","0.270100344625507","0.305459456225324"
"Keine Sorgen","2000","66 und älter","Realschulabschluss","90","0.222998040342296","0.182307201322185","0.263688879362407"
"Keine Sorgen","2000","66 und älter","(Fach-)Abitur","37","0.202161082875119","0.138104170206826","0.266217995543412"
"Keine Sorgen","2000","66 und älter","AkademikerInnen","82","0.208423165275288","0.169344153361788","0.247502177188787"
"Grosse Sorgen","2001","16-34 Jahre alt","(noch) kein Abschluss","242","0.374246261880816","0.335524694565783","0.412967829195849"
"Grosse Sorgen","2001","16-34 Jahre alt","Hauptschulabschluss","546","0.344158507482787","0.320567686020931","0.367749328944642"
"Grosse Sorgen","2001","16-34 Jahre alt","Realschulabschluss","792","0.365126681609387","0.344892586678829","0.385360776539944"
"Grosse Sorgen","2001","16-34 Jahre alt","(Fach-)Abitur","531","0.449380217715663","0.42139867673489","0.477361758696435"
"Grosse Sorgen","2001","16-34 Jahre alt","AkademikerInnen","258","0.394615569220626","0.356388500177177","0.432842638264075"
"Grosse Sorgen","2001","35-65 Jahre alt","(noch) kein Abschluss","59","0.278173785097302","0.214955332445799","0.341392237748804"
"Grosse Sorgen","2001","35-65 Jahre alt","Hauptschulabschluss","1821","0.337283920898727","0.324712342405845","0.349855499391609"
"Grosse Sorgen","2001","35-65 Jahre alt","Realschulabschluss","1212","0.377144821176729","0.360264851058033","0.394024791295426"
"Grosse Sorgen","2001","35-65 Jahre alt","(Fach-)Abitur","352","0.39847628803858","0.366073982580746","0.430878593496415"
"Grosse Sorgen","2001","35-65 Jahre alt","AkademikerInnen","1020","0.41002513330206","0.390687341099781","0.429362925504339"
"Grosse Sorgen","2001","66 und älter","(noch) kein Abschluss","","","",""
"Grosse Sorgen","2001","66 und älter","Hauptschulabschluss","634","0.260906262925385","0.243129147160555","0.278683378690216"
"Grosse Sorgen","2001","66 und älter","Realschulabschluss","109","0.256686490895862","0.213772977304734","0.299600004486989"
"Grosse Sorgen","2001","66 und älter","(Fach-)Abitur","39","0.232356663765693","0.165216313091167","0.299497014440219"
"Grosse Sorgen","2001","66 und älter","AkademikerInnen","169","0.393980847476184","0.347305477080948","0.440656217871421"
"Einige Sorgen","2001","16-34 Jahre alt","(noch) kein Abschluss","252","0.432560166804062","0.392918159479423","0.4722021741287"
"Einige Sorgen","2001","16-34 Jahre alt","Hauptschulabschluss","703","0.458494823080989","0.433752932097287","0.483236714064691"
"Einige Sorgen","2001","16-34 Jahre alt","Realschulabschluss","1074","0.483224801587629","0.462223611794418","0.50422599138084"
"Einige Sorgen","2001","16-34 Jahre alt","(Fach-)Abitur","557","0.439538797354922","0.411619136880328","0.467458457829517"
"Einige Sorgen","2001","16-34 Jahre alt","AkademikerInnen","325","0.529963284352952","0.490928026536524","0.568998542169379"
"Einige Sorgen","2001","35-65 Jahre alt","(noch) kein Abschluss","92","0.515805003506183","0.445299606809742","0.586310400202625"
"Einige Sorgen","2001","35-65 Jahre alt","Hauptschulabschluss","2690","0.495620396561471","0.482325603496986","0.508915189625956"
"Einige Sorgen","2001","35-65 Jahre alt","Realschulabschluss","1555","0.494240851410857","0.476828186097537","0.511653516724178"
"Einige Sorgen","2001","35-65 Jahre alt","(Fach-)Abitur","428","0.491712116717492","0.458625022512445","0.52479921092254"
"Einige Sorgen","2001","35-65 Jahre alt","AkademikerInnen","1212","0.477769959920957","0.458130694510349","0.497409225331565"
"Einige Sorgen","2001","66 und älter","(noch) kein Abschluss","32","0.473252019183736","0.351874267055597","0.594629771311874"
"Einige Sorgen","2001","66 und älter","Hauptschulabschluss","1136","0.484724840654751","0.464492947223477","0.504956734086024"
"Einige Sorgen","2001","66 und älter","Realschulabschluss","217","0.554757593013563","0.505930997520495","0.603584188506631"
"Einige Sorgen","2001","66 und älter","(Fach-)Abitur","76","0.552650931776354","0.473605819824146","0.631696043728562"
"Einige Sorgen","2001","66 und älter","AkademikerInnen","172","0.394836814924789","0.34814377890558","0.441529850943998"
"Keine Sorgen","2001","16-34 Jahre alt","(noch) kein Abschluss","106","0.193193571315123","0.161603291245353","0.224783851384892"
"Keine Sorgen","2001","16-34 Jahre alt","Hauptschulabschluss","309","0.197346669436224","0.17758410626937","0.217109232603079"
"Keine Sorgen","2001","16-34 Jahre alt","Realschulabschluss","309","0.151648516802984","0.136574622849539","0.166722410756429"
"Keine Sorgen","2001","16-34 Jahre alt","(Fach-)Abitur","126","0.111080984929415","0.0934047523694014","0.128757217489428"
"Keine Sorgen","2001","16-34 Jahre alt","AkademikerInnen","45","0.0754211464264223","0.0547679720392228","0.0960743208136217"
"Keine Sorgen","2001","35-65 Jahre alt","(noch) kein Abschluss","42","0.206021211396515","0.148961462661943","0.263080960131086"
"Keine Sorgen","2001","35-65 Jahre alt","Hauptschulabschluss","922","0.167095682539802","0.157175757064551","0.177015608015052"
"Keine Sorgen","2001","35-65 Jahre alt","Realschulabschluss","400","0.128614327412413","0.11695498807681","0.140273666748016"
"Keine Sorgen","2001","35-65 Jahre alt","(Fach-)Abitur","97","0.109811595243927","0.0891190763141596","0.130504114173695"
"Keine Sorgen","2001","35-65 Jahre alt","AkademikerInnen","253","0.112204906776983","0.0997956094810822","0.124614204072883"
"Keine Sorgen","2001","66 und älter","(noch) kein Abschluss","","","",""
"Keine Sorgen","2001","66 und älter","Hauptschulabschluss","574","0.254368896419864","0.236738450442847","0.271999342396881"
"Keine Sorgen","2001","66 und älter","Realschulabschluss","72","0.188555916090576","0.15012719461242","0.226984637568731"
"Keine Sorgen","2001","66 und älter","(Fach-)Abitur","37","0.214992404457953","0.149683141150962","0.280301667764944"
"Keine Sorgen","2001","66 und älter","AkademikerInnen","80","0.211182337599027","0.172194948475618","0.250169726722436"
"Grosse Sorgen","2002","16-34 Jahre alt","(noch) kein Abschluss","236","0.349015018793665","0.312622432016917","0.385407605570413"
"Grosse Sorgen","2002","16-34 Jahre alt","Hauptschulabschluss","361","0.265896735157702","0.242250130950421","0.289543339364983"
"Grosse Sorgen","2002","16-34 Jahre alt","Realschulabschluss","567","0.28845723079568","0.268926473979727","0.307987987611634"
"Grosse Sorgen","2002","16-34 Jahre alt","(Fach-)Abitur","369","0.300240042047937","0.275323643745782","0.325156440350093"
"Grosse Sorgen","2002","16-34 Jahre alt","AkademikerInnen","178","0.256666614714697","0.22242260646828","0.290910622961113"
"Grosse Sorgen","2002","35-65 Jahre alt","(noch) kein Abschluss","41","0.313315732120778","0.244197170881983","0.382434293359573"
"Grosse Sorgen","2002","35-65 Jahre alt","Hauptschulabschluss","1371","0.278539542218052","0.266291606584878","0.290787477851226"
"Grosse Sorgen","2002","35-65 Jahre alt","Realschulabschluss","992","0.283401777681198","0.268424859733781","0.298378695628615"
"Grosse Sorgen","2002","35-65 Jahre alt","(Fach-)Abitur","329","0.333082551621671","0.304313155910967","0.361851947332375"
"Grosse Sorgen","2002","35-65 Jahre alt","AkademikerInnen","1061","0.304729812680185","0.289216820787721","0.320242804572649"
"Grosse Sorgen","2002","66 und älter","(noch) kein Abschluss","","","",""
"Grosse Sorgen","2002","66 und älter","Hauptschulabschluss","564","0.240042250937639","0.222929678052286","0.257154823822992"
"Grosse Sorgen","2002","66 und älter","Realschulabschluss","105","0.237931830558917","0.197731220848154","0.27813244026968"
"Grosse Sorgen","2002","66 und älter","(Fach-)Abitur","36","0.238640298203356","0.169734422203778","0.307546174202933"
"Grosse Sorgen","2002","66 und älter","AkademikerInnen","173","0.34298090712177","0.303163246823085","0.382798567420455"
"Einige Sorgen","2002","16-34 Jahre alt","(noch) kein Abschluss","311","0.465052971663309","0.42697165240602","0.503134290920598"
"Einige Sorgen","2002","16-34 Jahre alt","Hauptschulabschluss","674","0.507756403576675","0.480998539440185","0.534514267713164"
"Einige Sorgen","2002","16-34 Jahre alt","Realschulabschluss","1115","0.513249329635998","0.491701907140327","0.534796752131669"
"Einige Sorgen","2002","16-34 Jahre alt","(Fach-)Abitur","723","0.555093266982106","0.528078956701964","0.582107577262248"
"Einige Sorgen","2002","16-34 Jahre alt","AkademikerInnen","368","0.596087345374072","0.557618711524403","0.634555979223741"
"Einige Sorgen","2002","35-65 Jahre alt","(noch) kein Abschluss","99","0.531357841618348","0.456997861703132","0.605717821533563"
"Einige Sorgen","2002","35-65 Jahre alt","Hauptschulabschluss","2875","0.549038459378528","0.535443298961213","0.562633619795843"
"Einige Sorgen","2002","35-65 Jahre alt","Realschulabschluss","1935","0.555296268489667","0.538781173858047","0.571811363121286"
"Einige Sorgen","2002","35-65 Jahre alt","(Fach-)Abitur","566","0.540962026983821","0.510544321166331","0.571379732801311"
"Einige Sorgen","2002","35-65 Jahre alt","AkademikerInnen","1940","0.578358014984171","0.561715015747757","0.595001014220586"
"Einige Sorgen","2002","66 und älter","(noch) kein Abschluss","39","0.562227597466699","0.442538003700145","0.681917191233253"
"Einige Sorgen","2002","66 und älter","Hauptschulabschluss","1239","0.517888222090841","0.497868012049501","0.53790843213218"
"Einige Sorgen","2002","66 und älter","Realschulabschluss","238","0.550917077918823","0.503958401914988","0.597875753922658"
"Einige Sorgen","2002","66 und älter","(Fach-)Abitur","82","0.604779123974988","0.525746253161008","0.683811994788968"
"Einige Sorgen","2002","66 und älter","AkademikerInnen","271","0.440547343654244","0.398905520708792","0.482189166599696"
"Keine Sorgen","2002","16-34 Jahre alt","(noch) kein Abschluss","112","0.185932009543026","0.156228155343326","0.215635863742726"
"Keine Sorgen","2002","16-34 Jahre alt","Hauptschulabschluss","306","0.226346861265623","0.203949642795422","0.248744079735824"
"Keine Sorgen","2002","16-34 Jahre alt","Realschulabschluss","385","0.198293439568321","0.181104869673993","0.215482009462649"
"Keine Sorgen","2002","16-34 Jahre alt","(Fach-)Abitur","208","0.144666690969957","0.125544908152357","0.163788473787556"
"Keine Sorgen","2002","16-34 Jahre alt","AkademikerInnen","79","0.147246039911232","0.119465430619578","0.175026649202885"
"Keine Sorgen","2002","35-65 Jahre alt","(noch) kein Abschluss","33","0.155326426260874","0.101351486276424","0.209301366245324"
"Keine Sorgen","2002","35-65 Jahre alt","Hauptschulabschluss","900","0.17242199840342","0.162101183099867","0.182742813706973"
"Keine Sorgen","2002","35-65 Jahre alt","Realschulabschluss","551","0.161301953829135","0.149078162378684","0.173525745279587"
"Keine Sorgen","2002","35-65 Jahre alt","(Fach-)Abitur","136","0.125955421394508","0.105702205944751","0.146208636844265"
"Keine Sorgen","2002","35-65 Jahre alt","AkademikerInnen","381","0.116912172335643","0.106083053894033","0.127741290777253"
"Keine Sorgen","2002","66 und älter","(noch) kein Abschluss","","","",""
"Keine Sorgen","2002","66 und älter","Hauptschulabschluss","590","0.24206952697152","0.224907780309714","0.259231273633326"
"Keine Sorgen","2002","66 und älter","Realschulabschluss","88","0.21115109152226","0.172620734268605","0.249681448775915"
"Keine Sorgen","2002","66 und älter","(Fach-)Abitur","","","",""
"Keine Sorgen","2002","66 und älter","AkademikerInnen","102","0.216471749223985","0.181927185443374","0.251016313004597"
"Grosse Sorgen","2003","16-34 Jahre alt","(noch) kein Abschluss","181","0.270099605941873","0.236327524673049","0.303871687210697"
"Grosse Sorgen","2003","16-34 Jahre alt","Hauptschulabschluss","276","0.232079209123703","0.208685678756631","0.255472739490776"
"Grosse Sorgen","2003","16-34 Jahre alt","Realschulabschluss","414","0.233174681552958","0.2140349266096","0.252314436496316"
"Grosse Sorgen","2003","16-34 Jahre alt","(Fach-)Abitur","269","0.215484328807978","0.192799940601759","0.238168717014197"
"Grosse Sorgen","2003","16-34 Jahre alt","AkademikerInnen","120","0.243250149397101","0.207778395469845","0.278721903324357"
"Grosse Sorgen","2003","35-65 Jahre alt","(noch) kein Abschluss","34","0.214977266249387","0.151323297797873","0.278631234700901"
"Grosse Sorgen","2003","35-65 Jahre alt","Hauptschulabschluss","1116","0.247678261767132","0.235393484700897","0.259963038833367"
"Grosse Sorgen","2003","35-65 Jahre alt","Realschulabschluss","798","0.2281178001017","0.214115684985469","0.242119915217932"
"Grosse Sorgen","2003","35-65 Jahre alt","(Fach-)Abitur","256","0.300921620452953","0.27266322710263","0.329180013803275"
"Grosse Sorgen","2003","35-65 Jahre alt","AkademikerInnen","719","0.234841391789399","0.220154288169319","0.249528495409478"
"Grosse Sorgen","2003","66 und älter","(noch) kein Abschluss","","","",""
"Grosse Sorgen","2003","66 und älter","Hauptschulabschluss","479","0.192601706513783","0.176893569697591","0.208309843329975"
"Grosse Sorgen","2003","66 und älter","Realschulabschluss","83","0.199946218569053","0.162010322907488","0.237882114230619"
"Grosse Sorgen","2003","66 und älter","(Fach-)Abitur","34","0.211889762080955","0.146710702712823","0.277068821449086"
"Grosse Sorgen","2003","66 und älter","AkademikerInnen","136","0.241753266527432","0.206849232667251","0.276657300387613"
"Einige Sorgen","2003","16-34 Jahre alt","(noch) kein Abschluss","330","0.476425023666777","0.438436643605335","0.51441340372822"
"Einige Sorgen","2003","16-34 Jahre alt","Hauptschulabschluss","634","0.510379406429307","0.482678381032765","0.53808043182585"
"Einige Sorgen","2003","16-34 Jahre alt","Realschulabschluss","1033","0.531559803911731","0.50897321756011","0.554146390263352"
"Einige Sorgen","2003","16-34 Jahre alt","(Fach-)Abitur","724","0.574998801087692","0.547724918865757","0.602272683309627"
"Einige Sorgen","2003","16-34 Jahre alt","AkademikerInnen","346","0.5896067626655","0.548937971925898","0.630275553405103"
