"plj0047","year","alter_gr","bildungsniveau","n","percent","lower_confidence","upper_confidence"
"Keine Sorgen","2008","16-34 Jahre alt","(Fach-)Abitur","192","0.189293418596906","0.165145921649067","0.213440915544745"
"Keine Sorgen","2008","16-34 Jahre alt","AkademikerInnen","101","0.224957246426473","0.189442096348001","0.260472396504945"
"Keine Sorgen","2008","35-65 Jahre alt","(noch) kein Abschluss","","","",""
"Keine Sorgen","2008","35-65 Jahre alt","Hauptschulabschluss","727","0.199243739798461","0.185915246523163","0.212572233073758"
"Keine Sorgen","2008","35-65 Jahre alt","Realschulabschluss","616","0.194654820249022","0.181121455103657","0.208188185394388"
"Keine Sorgen","2008","35-65 Jahre alt","(Fach-)Abitur","180","0.180399715492918","0.156398755780807","0.204400675205029"
"Keine Sorgen","2008","35-65 Jahre alt","AkademikerInnen","498","0.19186358958966","0.177255050309975","0.206472128869345"
"Keine Sorgen","2008","66 und älter","(noch) kein Abschluss","","","",""
"Keine Sorgen","2008","66 und älter","Hauptschulabschluss","665","0.244426873158304","0.227974547091388","0.260879199225221"
"Keine Sorgen","2008","66 und älter","Realschulabschluss","114","0.204991116744597","0.171405362110755","0.23857687137844"
"Keine Sorgen","2008","66 und älter","(Fach-)Abitur","42","0.206989280901805","0.14860772250629","0.265370839297319"
"Keine Sorgen","2008","66 und älter","AkademikerInnen","187","0.213246345758935","0.186060050342259","0.24043264117561"
"Grosse Sorgen","2009","16-34 Jahre alt","(noch) kein Abschluss","72","0.232250969269333","0.186691408648487","0.277810529890179"
"Grosse Sorgen","2009","16-34 Jahre alt","Hauptschulabschluss","131","0.216286635054012","0.18408620012904","0.248487069978984"
"Grosse Sorgen","2009","16-34 Jahre alt","Realschulabschluss","212","0.199771231047214","0.176292260618589","0.223250201475838"
"Grosse Sorgen","2009","16-34 Jahre alt","(Fach-)Abitur","183","0.189067782198512","0.163982949488022","0.214152614909002"
"Grosse Sorgen","2009","16-34 Jahre alt","AkademikerInnen","82","0.153819875333374","0.123305914403388","0.184333836263359"
"Grosse Sorgen","2009","35-65 Jahre alt","(noch) kein Abschluss","","","",""
"Grosse Sorgen","2009","35-65 Jahre alt","Hauptschulabschluss","649","0.22769740447787","0.21288291907015","0.24251188988559"
"Grosse Sorgen","2009","35-65 Jahre alt","Realschulabschluss","608","0.202686688038506","0.188589915274013","0.216783460802999"
"Grosse Sorgen","2009","35-65 Jahre alt","(Fach-)Abitur","196","0.253026066898702","0.224841565981944","0.281210567815461"
"Grosse Sorgen","2009","35-65 Jahre alt","AkademikerInnen","497","0.190243031511172","0.175182414056966","0.205303648965377"
"Grosse Sorgen","2009","66 und älter","(noch) kein Abschluss","","","",""
"Grosse Sorgen","2009","66 und älter","Hauptschulabschluss","442","0.181756931368546","0.166600503505178","0.196913359231915"
"Grosse Sorgen","2009","66 und älter","Realschulabschluss","97","0.171304557269073","0.140181960407451","0.202427154130696"
"Grosse Sorgen","2009","66 und älter","(Fach-)Abitur","31","0.205700011344951","0.144758366100955","0.266641656588947"
"Grosse Sorgen","2009","66 und älter","AkademikerInnen","184","0.208260463042908","0.181477271918276","0.23504365416754"
"Einige Sorgen","2009","16-34 Jahre alt","(noch) kein Abschluss","169","0.499436148589413","0.445489949693223","0.553382347485604"
"Einige Sorgen","2009","16-34 Jahre alt","Hauptschulabschluss","300","0.496204618801934","0.457100206690097","0.53530903091377"
"Einige Sorgen","2009","16-34 Jahre alt","Realschulabschluss","602","0.519174371465861","0.489834654330132","0.548514088601591"
"Einige Sorgen","2009","16-34 Jahre alt","(Fach-)Abitur","557","0.595814449395878","0.564376365096958","0.627252533694797"
"Einige Sorgen","2009","16-34 Jahre alt","AkademikerInnen","334","0.626064473789589","0.585141343887022","0.666987603692155"
"Einige Sorgen","2009","35-65 Jahre alt","(noch) kein Abschluss","43","0.496169200184791","0.393442189085183","0.598896211284398"
"Einige Sorgen","2009","35-65 Jahre alt","Hauptschulabschluss","1705","0.550189990859049","0.532615421844692","0.567764559873406"
"Einige Sorgen","2009","35-65 Jahre alt","Realschulabschluss","1869","0.601287929162163","0.584118197290272","0.618457661034054"
"Einige Sorgen","2009","35-65 Jahre alt","(Fach-)Abitur","534","0.578768891957171","0.546758735154149","0.610779048760193"
"Einige Sorgen","2009","35-65 Jahre alt","AkademikerInnen","1606","0.615611561430877","0.596945633118679","0.634277489743075"
"Einige Sorgen","2009","66 und älter","(noch) kein Abschluss","30","0.534257686527742","0.402427464373616","0.666087908681869"
"Einige Sorgen","2009","66 und älter","Hauptschulabschluss","1375","0.55406517429173","0.534529593815651","0.573600754767809"
"Einige Sorgen","2009","66 und älter","Realschulabschluss","326","0.571103089469417","0.530221515572551","0.611984663366283"
"Einige Sorgen","2009","66 und älter","(Fach-)Abitur","105","0.648906204962927","0.576943533162772","0.720868876763082"
"Einige Sorgen","2009","66 und älter","AkademikerInnen","517","0.581204351858032","0.548663175539228","0.613745528176836"
"Keine Sorgen","2009","16-34 Jahre alt","(noch) kein Abschluss","89","0.268312882141253","0.220507742877158","0.316118021405349"
"Keine Sorgen","2009","16-34 Jahre alt","Hauptschulabschluss","197","0.287508746144055","0.252110351376359","0.32290714091175"
"Keine Sorgen","2009","16-34 Jahre alt","Realschulabschluss","300","0.281054397486925","0.254657754184494","0.307451040789355"
"Keine Sorgen","2009","16-34 Jahre alt","(Fach-)Abitur","196","0.21511776840561","0.188793848703142","0.241441688108077"
"Keine Sorgen","2009","16-34 Jahre alt","AkademikerInnen","121","0.220115650877038","0.185072632026462","0.255158669727613"
"Keine Sorgen","2009","35-65 Jahre alt","(noch) kein Abschluss","","","",""
"Keine Sorgen","2009","35-65 Jahre alt","Hauptschulabschluss","724","0.222112604663081","0.207428118547604","0.236797090778558"
"Keine Sorgen","2009","35-65 Jahre alt","Realschulabschluss","647","0.196025382799331","0.182104399818691","0.209946365779972"
"Keine Sorgen","2009","35-65 Jahre alt","(Fach-)Abitur","184","0.168205041144127","0.143955549486178","0.192454532802076"
"Keine Sorgen","2009","35-65 Jahre alt","AkademikerInnen","506","0.194145407057951","0.178967812242456","0.209323001873447"
"Keine Sorgen","2009","66 und älter","(noch) kein Abschluss","","","",""
"Keine Sorgen","2009","66 und älter","Hauptschulabschluss","670","0.264177894339724","0.246850037511581","0.281505751167867"
"Keine Sorgen","2009","66 und älter","Realschulabschluss","140","0.25759235326151","0.221469537577357","0.293715168945662"
"Keine Sorgen","2009","66 und älter","(Fach-)Abitur","33","0.145393783692122","0.0922489953432017","0.198538572041042"
"Keine Sorgen","2009","66 und älter","AkademikerInnen","182","0.21053518509906","0.183644834045438","0.237425536152682"
"Grosse Sorgen","2010","16-34 Jahre alt","(noch) kein Abschluss","148","0.215363642715782","0.180851633157647","0.249875652273917"
"Grosse Sorgen","2010","16-34 Jahre alt","Hauptschulabschluss","310","0.209110337305968","0.18738476318641","0.230835911425525"
"Grosse Sorgen","2010","16-34 Jahre alt","Realschulabschluss","425","0.18230025088927","0.165302681163483","0.199297820615056"
"Grosse Sorgen","2010","16-34 Jahre alt","(Fach-)Abitur","280","0.176327934243456","0.156051298672833","0.196604569814078"
"Grosse Sorgen","2010","16-34 Jahre alt","AkademikerInnen","152","0.162398022584351","0.138565863307097","0.186230181861604"
"Grosse Sorgen","2010","35-65 Jahre alt","(noch) kein Abschluss","46","0.238149596534359","0.173739607363664","0.302559585705053"
"Grosse Sorgen","2010","35-65 Jahre alt","Hauptschulabschluss","965","0.242266476484724","0.228647422321571","0.255885530647877"
"Grosse Sorgen","2010","35-65 Jahre alt","Realschulabschluss","954","0.217362288118973","0.204901913137924","0.229822663100022"
"Grosse Sorgen","2010","35-65 Jahre alt","(Fach-)Abitur","374","0.252717897656666","0.231013485840628","0.274422309472705"
"Grosse Sorgen","2010","35-65 Jahre alt","AkademikerInnen","649","0.180407864801701","0.167753390122207","0.193062339481195"
"Grosse Sorgen","2010","66 und älter","(noch) kein Abschluss","","","",""
"Grosse Sorgen","2010","66 und älter","Hauptschulabschluss","430","0.187196374996817","0.171296426801588","0.203096323192045"
"Grosse Sorgen","2010","66 und älter","Realschulabschluss","119","0.216813693470694","0.183421414910573","0.250205972030815"
"Grosse Sorgen","2010","66 und älter","(Fach-)Abitur","34","0.234454472239548","0.170955776006508","0.297953168472588"
"Grosse Sorgen","2010","66 und älter","AkademikerInnen","162","0.174440151542401","0.149438196803207","0.199442106281595"
"Einige Sorgen","2010","16-34 Jahre alt","(noch) kein Abschluss","272","0.541559726182918","0.499727170144721","0.583392282221116"
"Einige Sorgen","2010","16-34 Jahre alt","Hauptschulabschluss","649","0.482343792517372","0.455649118546051","0.509038466488694"
"Einige Sorgen","2010","16-34 Jahre alt","Realschulabschluss","1051","0.52278143404104","0.50079195150662","0.54477091657546"
"Einige Sorgen","2010","16-34 Jahre alt","(Fach-)Abitur","806","0.610555512237443","0.584611118537515","0.636499905937371"
"Einige Sorgen","2010","16-34 Jahre alt","AkademikerInnen","560","0.579991615527518","0.548098715236961","0.611884515818076"
"Einige Sorgen","2010","35-65 Jahre alt","(noch) kein Abschluss","76","0.505071978090285","0.429468616022804","0.580675340157766"
"Einige Sorgen","2010","35-65 Jahre alt","Hauptschulabschluss","2014","0.538781189136345","0.522935842189642","0.554626536083049"
"Einige Sorgen","2010","35-65 Jahre alt","Realschulabschluss","2406","0.571357309245068","0.556406653786199","0.586307964703937"
"Einige Sorgen","2010","35-65 Jahre alt","(Fach-)Abitur","852","0.540392390524681","0.51550175712984","0.565283023919522"
"Einige Sorgen","2010","35-65 Jahre alt","AkademikerInnen","2220","0.604323727901031","0.588231272147803","0.620416183654259"
"Einige Sorgen","2010","66 und älter","(noch) kein Abschluss","","","",""
"Einige Sorgen","2010","66 und älter","Hauptschulabschluss","1278","0.55603183936668","0.535779279746521","0.576284398986838"
"Einige Sorgen","2010","66 und älter","Realschulabschluss","355","0.574271104893929","0.534203331935397","0.614338877852462"
"Einige Sorgen","2010","66 und älter","(Fach-)Abitur","101","0.598060801355136","0.52457509277353","0.671546509936742"
"Einige Sorgen","2010","66 und älter","AkademikerInnen","536","0.614026126459253","0.581952443268277","0.64609980965023"
"Keine Sorgen","2010","16-34 Jahre alt","(noch) kein Abschluss","125","0.243076631101299","0.207064617870485","0.279088644332114"
"Keine Sorgen","2010","16-34 Jahre alt","Hauptschulabschluss","387","0.30854587017666","0.283870304502116","0.333221435851203"
"Keine Sorgen","2010","16-34 Jahre alt","Realschulabschluss","506","0.294918315069691","0.274842792688311","0.31499383745107"
"Keine Sorgen","2010","16-34 Jahre alt","(Fach-)Abitur","271","0.213116553519102","0.191328322876422","0.234904784161781"
"Keine Sorgen","2010","16-34 Jahre alt","AkademikerInnen","208","0.257610361888131","0.229351687062365","0.285869036713896"
"Keine Sorgen","2010","35-65 Jahre alt","(noch) kein Abschluss","46","0.256778425375356","0.190719444417511","0.322837406333201"
"Keine Sorgen","2010","35-65 Jahre alt","Hauptschulabschluss","823","0.21895233437893","0.205807485606964","0.232097183150896"
"Keine Sorgen","2010","35-65 Jahre alt","Realschulabschluss","849","0.211280402635959","0.198947947278819","0.223612857993099"
"Keine Sorgen","2010","35-65 Jahre alt","(Fach-)Abitur","314","0.206889711818653","0.18665840345004","0.227121020187266"
"Keine Sorgen","2010","35-65 Jahre alt","AkademikerInnen","678","0.215268407297269","0.20174244370015","0.228794370894387"
"Keine Sorgen","2010","66 und älter","(noch) kein Abschluss","","","",""
"Keine Sorgen","2010","66 und älter","Hauptschulabschluss","604","0.256771785636503","0.238964860996087","0.27457871027692"
"Keine Sorgen","2010","66 und älter","Realschulabschluss","111","0.208915201635377","0.175971932164954","0.241858471105799"
"Keine Sorgen","2010","66 und älter","(Fach-)Abitur","36","0.167484726405316","0.111517505157764","0.223451947652868"
"Keine Sorgen","2010","66 und älter","AkademikerInnen","187","0.211533721998346","0.184627183918658","0.238440260078034"
"Grosse Sorgen","2011","16-34 Jahre alt","(noch) kein Abschluss","77","0.220738691458763","0.177163504650833","0.264313878266694"
"Grosse Sorgen","2011","16-34 Jahre alt","Hauptschulabschluss","128","0.197527671028378","0.166849818514003","0.228205523542753"
"Grosse Sorgen","2011","16-34 Jahre alt","Realschulabschluss","184","0.172568822328591","0.150604643707454","0.194533000949727"
"Grosse Sorgen","2011","16-34 Jahre alt","(Fach-)Abitur","236","0.218154602817311","0.193715378962524","0.242593826672097"
"Grosse Sorgen","2011","16-34 Jahre alt","AkademikerInnen","93","0.151996528666827","0.124268384261369","0.179724673072285"
"Grosse Sorgen","2011","35-65 Jahre alt","(noch) kein Abschluss","","","",""
"Grosse Sorgen","2011","35-65 Jahre alt","Hauptschulabschluss","738","0.221906371040162","0.208161727170164","0.235651014910161"
"Grosse Sorgen","2011","35-65 Jahre alt","Realschulabschluss","733","0.195887514919702","0.182913917281546","0.208861112557857"
"Grosse Sorgen","2011","35-65 Jahre alt","(Fach-)Abitur","205","0.208695588529386","0.184636939212102","0.23275423784667"
"Grosse Sorgen","2011","35-65 Jahre alt","AkademikerInnen","479","0.162059868555669","0.14851647398074","0.175603263130598"
"Grosse Sorgen","2011","66 und älter","(noch) kein Abschluss","","","",""
"Grosse Sorgen","2011","66 und älter","Hauptschulabschluss","518","0.185024031310329","0.170851842357909","0.19919622026275"
"Grosse Sorgen","2011","66 und älter","Realschulabschluss","125","0.160241438929117","0.134005732620723","0.186477145237511"
"Grosse Sorgen","2011","66 und älter","(Fach-)Abitur","34","0.144461021898906","0.0995131223567786","0.189408921441032"
"Grosse Sorgen","2011","66 und älter","AkademikerInnen","175","0.171044252575319","0.148534860018238","0.1935536451324"
"Einige Sorgen","2011","16-34 Jahre alt","(noch) kein Abschluss","172","0.496900456793957","0.444368917290308","0.549431996297605"
"Einige Sorgen","2011","16-34 Jahre alt","Hauptschulabschluss","301","0.44737588599864","0.409062798429858","0.485688973567423"
"Einige Sorgen","2011","16-34 Jahre alt","Realschulabschluss","574","0.487392528664314","0.458338941688188","0.516446115640439"
"Einige Sorgen","2011","16-34 Jahre alt","(Fach-)Abitur","593","0.539714007466968","0.510219543929767","0.569208471004169"
"Einige Sorgen","2011","16-34 Jahre alt","AkademikerInnen","386","0.551940233322288","0.513532457512122","0.590348009132455"
"Einige Sorgen","2011","35-65 Jahre alt","(noch) kein Abschluss","59","0.39420215744794","0.310837017227281","0.477567297668599"
"Einige Sorgen","2011","35-65 Jahre alt","Hauptschulabschluss","1899","0.540431197819848","0.523946607754209","0.556915787885486"
"Einige Sorgen","2011","35-65 Jahre alt","Realschulabschluss","2075","0.587946879879222","0.571857315265828","0.604036444492616"
"Einige Sorgen","2011","35-65 Jahre alt","(Fach-)Abitur","638","0.548607871661307","0.51914664523012","0.578069098092495"
"Einige Sorgen","2011","35-65 Jahre alt","AkademikerInnen","1727","0.598684551582699","0.580669925181577","0.616699177983821"
"Einige Sorgen","2011","66 und älter","(noch) kein Abschluss","32","0.409120948248598","0.293110073639071","0.525131822858125"
"Einige Sorgen","2011","66 und älter","Hauptschulabschluss","1476","0.511056988195778","0.492813232400542","0.529300743991014"
"Einige Sorgen","2011","66 und älter","Realschulabschluss","453","0.587877614478769","0.55267420829557","0.623081020661967"
"Einige Sorgen","2011","66 und älter","(Fach-)Abitur","124","0.565276663406728","0.501896819480728","0.628656507332727"
"Einige Sorgen","2011","66 und älter","AkademikerInnen","614","0.551580823687472","0.52185112369301","0.581310523681935"
"Keine Sorgen","2011","16-34 Jahre alt","(noch) kein Abschluss","99","0.28236085174728","0.235066010532806","0.329655692961755"
"Keine Sorgen","2011","16-34 Jahre alt","Hauptschulabschluss","218","0.355096442972982","0.318222761665593","0.39197012428037"
"Keine Sorgen","2011","16-34 Jahre alt","Realschulabschluss","379","0.340038649007096","0.312503257795259","0.367574040218932"
"Keine Sorgen","2011","16-34 Jahre alt","(Fach-)Abitur","268","0.242131389715721","0.216782013063014","0.267480766368429"
"Keine Sorgen","2011","16-34 Jahre alt","AkademikerInnen","165","0.296063238010885","0.260804706304172","0.331321769717598"
"Keine Sorgen","2011","35-65 Jahre alt","(noch) kein Abschluss","45","0.36475925101491","0.282642178631487","0.446876323398333"
"Keine Sorgen","2011","35-65 Jahre alt","Hauptschulabschluss","874","0.23766243113999","0.223582951458963","0.251741910821018"
"Keine Sorgen","2011","35-65 Jahre alt","Realschulabschluss","787","0.216165605201076","0.20270997328056","0.229621237121593"
"Keine Sorgen","2011","35-65 Jahre alt","(Fach-)Abitur","253","0.242696539809307","0.217315490268982","0.268077589349632"
"Keine Sorgen","2011","35-65 Jahre alt","AkademikerInnen","638","0.239255579861632","0.223576025313582","0.254935134409682"
"Keine Sorgen","2011","66 und älter","(noch) kein Abschluss","","","",""
"Keine Sorgen","2011","66 und älter","Hauptschulabschluss","890","0.303918980493893","0.287132514665856","0.32070544632193"
"Keine Sorgen","2011","66 und älter","Realschulabschluss","173","0.251880946592115","0.220834554446903","0.282927338737327"
"Keine Sorgen","2011","66 und älter","(Fach-)Abitur","77","0.290262314694367","0.232231533107772","0.348293096280962"
"Keine Sorgen","2011","66 und älter","AkademikerInnen","286","0.277374923737209","0.250611974464246","0.304137873010171"
"Grosse Sorgen","2012","16-34 Jahre alt","(noch) kein Abschluss","72","0.187952074712154","0.145478305481129","0.23042584394318"
"Grosse Sorgen","2012","16-34 Jahre alt","Hauptschulabschluss","137","0.251374418110564","0.21739203784346","0.285356798377669"
"Grosse Sorgen","2012","16-34 Jahre alt","Realschulabschluss","197","0.181376589468145","0.158480235045165","0.204272943891124"
"Grosse Sorgen","2012","16-34 Jahre alt","(Fach-)Abitur","220","0.210570702584542","0.185803422278902","0.235337982890181"
"Grosse Sorgen","2012","16-34 Jahre alt","AkademikerInnen","108","0.165663141253686","0.13759576582698","0.193730516680391"
"Grosse Sorgen","2012","35-65 Jahre alt","(noch) kein Abschluss","37","0.186718441091531","0.120738828583256","0.252698053599805"
"Grosse Sorgen","2012","35-65 Jahre alt","Hauptschulabschluss","810","0.241298814055945","0.226950458330856","0.255647169781035"
"Grosse Sorgen","2012","35-65 Jahre alt","Realschulabschluss","690","0.200625076558045","0.187442271222041","0.213807881894048"
"Grosse Sorgen","2012","35-65 Jahre alt","(Fach-)Abitur","238","0.211332709174647","0.187839119935613","0.234826298413682"
"Grosse Sorgen","2012","35-65 Jahre alt","AkademikerInnen","525","0.183128449513308","0.168853376719607","0.197403522307009"
"Grosse Sorgen","2012","66 und älter","(noch) kein Abschluss","","","",""
"Grosse Sorgen","2012","66 und älter","Hauptschulabschluss","567","0.20544764901297","0.190709717109562","0.220185580916378"
"Grosse Sorgen","2012","66 und älter","Realschulabschluss","178","0.241336312636722","0.211759181161593","0.27091344411185"
"Grosse Sorgen","2012","66 und älter","(Fach-)Abitur","64","0.323684640367438","0.263991041803064","0.383378238931812"
"Grosse Sorgen","2012","66 und älter","AkademikerInnen","239","0.210493096111849","0.186849587040781","0.234136605182917"
"Einige Sorgen","2012","16-34 Jahre alt","(noch) kein Abschluss","161","0.530071574716532","0.475810358209264","0.584332791223799"
"Einige Sorgen","2012","16-34 Jahre alt","Hauptschulabschluss","297","0.443954575980637","0.405033456049681","0.482875695911594"
"Einige Sorgen","2012","16-34 Jahre alt","Realschulabschluss","595","0.526255640938654","0.49658656287433","0.555924719002977"
"Einige Sorgen","2012","16-34 Jahre alt","(Fach-)Abitur","578","0.534063491646068","0.503760706814573","0.564366276477563"
"Einige Sorgen","2012","16-34 Jahre alt","AkademikerInnen","395","0.546302960210051","0.508717671338199","0.583888249081903"
"Einige Sorgen","2012","35-65 Jahre alt","(noch) kein Abschluss","62","0.562576159359386","0.47858422593392","0.646568092784852"
"Einige Sorgen","2012","35-65 Jahre alt","Hauptschulabschluss","1816","0.532047776851344","0.515315107319957","0.548780446382732"
"Einige Sorgen","2012","35-65 Jahre alt","Realschulabschluss","2111","0.595412363380559","0.579255568956548","0.611569157804569"
"Einige Sorgen","2012","35-65 Jahre alt","(Fach-)Abitur","692","0.595325703009088","0.567080205830366","0.623571200187811"
"Einige Sorgen","2012","35-65 Jahre alt","AkademikerInnen","1745","0.602259451166472","0.584195394655341","0.620323507677603"
"Einige Sorgen","2012","66 und älter","(noch) kein Abschluss","36","0.479877808439382","0.369006591362567","0.590749025516197"
"Einige Sorgen","2012","66 und älter","Hauptschulabschluss","1519","0.525751505253003","0.507536976399961","0.543966034106044"
"Einige Sorgen","2012","66 und älter","Realschulabschluss","462","0.560081361384841","0.525770485238694","0.594392237530989"
"Einige Sorgen","2012","66 und älter","(Fach-)Abitur","124","0.518202371406716","0.454453262780827","0.581951480032604"
"Einige Sorgen","2012","66 und älter","AkademikerInnen","696","0.609693605711255","0.581400951459154","0.637986259963356"
"Keine Sorgen","2012","16-34 Jahre alt","(noch) kein Abschluss","92","0.281976350571314","0.233056837265705","0.330895863876923"
"Keine Sorgen","2012","16-34 Jahre alt","Hauptschulabschluss","192","0.304671005908798","0.268615494727005","0.340726517090591"
"Keine Sorgen","2012","16-34 Jahre alt","Realschulabschluss","296","0.292367769593202","0.265340498775447","0.319395040410957"
"Keine Sorgen","2012","16-34 Jahre alt","(Fach-)Abitur","243","0.255365805769391","0.228876194461453","0.281855417077328"
"Keine Sorgen","2012","16-34 Jahre alt","AkademikerInnen","171","0.288033898536263","0.253846220746505","0.322221576326022"
"Keine Sorgen","2012","35-65 Jahre alt","(noch) kein Abschluss","35","0.250705399549083","0.177320984438302","0.324089814659865"
"Keine Sorgen","2012","35-65 Jahre alt","Hauptschulabschluss","790","0.22665340909271","0.212613723716259","0.240693094469162"
"Keine Sorgen","2012","35-65 Jahre alt","Realschulabschluss","744","0.203962560061397","0.190698333061662","0.217226787061131"
"Keine Sorgen","2012","35-65 Jahre alt","(Fach-)Abitur","230","0.193341587816264","0.170615401101541","0.216067774530987"
"Keine Sorgen","2012","35-65 Jahre alt","AkademikerInnen","550","0.214612099320221","0.199459304539124","0.229764894101317"
"Keine Sorgen","2012","66 und älter","(noch) kein Abschluss","","","",""
"Keine Sorgen","2012","66 und älter","Hauptschulabschluss","801","0.268800845734028","0.252629064613008","0.284972626855047"
"Keine Sorgen","2012","66 und älter","Realschulabschluss","164","0.198582325978437","0.171007052947319","0.226157599009555"
"Keine Sorgen","2012","66 und älter","(Fach-)Abitur","48","0.158112988225847","0.111564801523448","0.204661174928245"
"Keine Sorgen","2012","66 und älter","AkademikerInnen","207","0.179813298176896","0.157540114200519","0.202086482153273"
"Grosse Sorgen","2013","16-34 Jahre alt","(noch) kein Abschluss","95","0.18550048105395","0.152985773292867","0.218015188815033"
"Grosse Sorgen","2013","16-34 Jahre alt","Hauptschulabschluss","195","0.167036455783727","0.145355097356417","0.188717814211037"
"Grosse Sorgen","2013","16-34 Jahre alt","Realschulabschluss","212","0.147264154267194","0.128430507518883","0.166097801015505"
"Grosse Sorgen","2013","16-34 Jahre alt","(Fach-)Abitur","197","0.175056780163284","0.155157813694882","0.194955746631685"
"Grosse Sorgen","2013","16-34 Jahre alt","AkademikerInnen","148","0.141617995986456","0.119766650284677","0.163469341688235"
"Grosse Sorgen","2013","35-65 Jahre alt","(noch) kein Abschluss","62","0.190228080577446","0.14826212451951","0.232194036635381"
"Grosse Sorgen","2013","35-65 Jahre alt","Hauptschulabschluss","806","0.216927321967344","0.204151617434015","0.229703026500672"
"Grosse Sorgen","2013","35-65 Jahre alt","Realschulabschluss","635","0.177554646917377","0.16474743531431","0.190361858520444"
"Grosse Sorgen","2013","35-65 Jahre alt","(Fach-)Abitur","299","0.205566621943274","0.186551312710841","0.224581931175707"
"Grosse Sorgen","2013","35-65 Jahre alt","AkademikerInnen","526","0.165268913423385","0.152638511913513","0.177899314933258"
"Grosse Sorgen","2013","66 und älter","(noch) kein Abschluss","","","",""
"Grosse Sorgen","2013","66 und älter","Hauptschulabschluss","499","0.189109371061877","0.174346775087447","0.203871967036308"
"Grosse Sorgen","2013","66 und älter","Realschulabschluss","172","0.210200385947642","0.181948339309992","0.238452432585292"
"Grosse Sorgen","2013","66 und älter","(Fach-)Abitur","45","0.160160710107049","0.114698120126243","0.205623300087856"
"Grosse Sorgen","2013","66 und älter","AkademikerInnen","226","0.195510745478294","0.172717630917762","0.218303860038826"
"Einige Sorgen","2013","16-34 Jahre alt","(noch) kein Abschluss","234","0.418909013270995","0.377638122672575","0.460179903869415"
"Einige Sorgen","2013","16-34 Jahre alt","Hauptschulabschluss","442","0.446736284049806","0.417838830983367","0.475633737116245"
"Einige Sorgen","2013","16-34 Jahre alt","Realschulabschluss","637","0.498821537022982","0.472248118052642","0.525394955993322"
"Einige Sorgen","2013","16-34 Jahre alt","(Fach-)Abitur","713","0.55213061856092","0.526091539170767","0.578169697951073"
"Einige Sorgen","2013","16-34 Jahre alt","AkademikerInnen","489","0.523666764688918","0.492365519694146","0.554968009683691"
"Einige Sorgen","2013","35-65 Jahre alt","(noch) kein Abschluss","126","0.446135843463866","0.392984574082884","0.499287112844848"
"Einige Sorgen","2013","35-65 Jahre alt","Hauptschulabschluss","1961","0.526051406112389","0.510573706682674","0.541529105542105"
"Einige Sorgen","2013","35-65 Jahre alt","Realschulabschluss","1979","0.590080794449979","0.57359765582705","0.606563933072907"
"Einige Sorgen","2013","35-65 Jahre alt","(Fach-)Abitur","844","0.523857286259588","0.500356985671125","0.54735758684805"
"Einige Sorgen","2013","35-65 Jahre alt","AkademikerInnen","1890","0.582702986943138","0.565934474512012","0.599471499374263"
"Einige Sorgen","2013","66 und älter","(noch) kein Abschluss","33","0.433324514007272","0.326070141343544","0.540578886670999"
"Einige Sorgen","2013","66 und älter","Hauptschulabschluss","1441","0.525561356477722","0.506736710894002","0.544386002061442"
"Einige Sorgen","2013","66 und älter","Realschulabschluss","477","0.598288072824801","0.564295249493779","0.632280896155824"
"Einige Sorgen","2013","66 und älter","(Fach-)Abitur","135","0.596671776784986","0.535861757500512","0.657481796069461"
"Einige Sorgen","2013","66 und älter","AkademikerInnen","690","0.590750495016835","0.562491652955948","0.619009337077722"
"Keine Sorgen","2013","16-34 Jahre alt","(noch) kein Abschluss","220","0.395590505675055","0.354687945936469","0.436493065413641"
"Keine Sorgen","2013","16-34 Jahre alt","Hauptschulabschluss","500","0.386227260166467","0.357926824699414","0.414527695633521"
"Keine Sorgen","2013","16-34 Jahre alt","Realschulabschluss","511","0.353914308709824","0.328500324308116","0.379328293111532"
"Keine Sorgen","2013","16-34 Jahre alt","(Fach-)Abitur","491","0.272812601275796","0.249489601456165","0.296135601095427"
"Keine Sorgen","2013","16-34 Jahre alt","AkademikerInnen","341","0.334715239324625","0.305140549787566","0.364289928861685"
"Keine Sorgen","2013","35-65 Jahre alt","(noch) kein Abschluss","148","0.363636075958689","0.312200369493024","0.415071782424353"
"Keine Sorgen","2013","35-65 Jahre alt","Hauptschulabschluss","1231","0.257021271920267","0.24347563531965","0.270566908520884"
"Keine Sorgen","2013","35-65 Jahre alt","Realschulabschluss","806","0.232364558632644","0.218209962221398","0.24651915504389"
"Keine Sorgen","2013","35-65 Jahre alt","(Fach-)Abitur","592","0.270576091797138","0.249671915556087","0.29148026803819"
"Keine Sorgen","2013","35-65 Jahre alt","AkademikerInnen","906","0.252028099633477","0.237263713299867","0.266792485967087"
"Keine Sorgen","2013","66 und älter","(noch) kein Abschluss","38","0.433580475230011","0.326318662818434","0.540842287641589"
"Keine Sorgen","2013","66 und älter","Hauptschulabschluss","763","0.285329272460401","0.268305679379171","0.302352865541631"
"Keine Sorgen","2013","66 und älter","Realschulabschluss","150","0.191511541227556","0.164227475354496","0.218795607100617"
"Keine Sorgen","2013","66 und älter","(Fach-)Abitur","70","0.243167513107964","0.189989666592308","0.296345359623621"
"Keine Sorgen","2013","66 und älter","AkademikerInnen","247","0.213738759504871","0.190178324239692","0.237299194770049"
