,Unnamed: 0,year,bula_h,pgisced97,plj0587,proportion,n,N,proportion_lower_confidence,proportion_upper_confidence
260,260,2021,Bavaria,Lower Secondary Level,Seldom,0.25478,57,15121,0.18429,0.35809
261,261,2021,Bavaria,Lower Secondary Level,Never,0.15672,40,15121,0.10625,0.2197
262,262,2021,Bavaria,Upper Secondary Level,Very often,0.04747,67,15121,0.03529,0.06242
263,263,2021,Bavaria,Upper Secondary Level,Often,0.16793,200,15121,0.14237,0.19932
264,264,2021,Bavaria,Upper Secondary Level,Sometimes,0.3395,423,15121,0.30152,0.3796
265,265,2021,Bavaria,Upper Secondary Level,Seldom,0.31657,334,15121,0.27131,0.37317
266,266,2021,Bavaria,Upper Secondary Level,Never,0.12854,156,15121,0.10299,0.15392
267,267,2021,Bavaria,Post-secondary Non-tertiary Level,Often,0.1693,39,15121,0.09868,0.25327
268,268,2021,Bavaria,Post-secondary Non-tertiary Level,Sometimes,0.39703,68,15121,0.26547,0.53956
269,269,2021,Bavaria,Post-secondary Non-tertiary Level,Seldom,0.33779,64,15121,0.24357,0.42723
270,270,2021,Bavaria,Post-secondary Non-tertiary Level,Never,0.09589,31,15121,0.05837,0.14133
271,271,2021,Bavaria,First Stage of Tertiary Education,Sometimes,0.44059,50,15121,0.33997,0.52535
272,272,2021,Bavaria,First Stage of Tertiary Education,Seldom,0.55941,70,15121,0.39255,0.7511
273,273,2021,Bavaria,Second Stage of Tertiary Education,Very often,0.05057,53,15121,0.02869,0.07775
274,274,2021,Bavaria,Second Stage of Tertiary Education,Often,0.14962,137,15121,0.11833,0.19051
275,275,2021,Bavaria,Second Stage of Tertiary Education,Sometimes,0.34844,276,15121,0.28,0.41673
276,276,2021,Bavaria,Second Stage of Tertiary Education,Seldom,0.33188,304,15121,0.28505,0.38661
277,277,2021,Bavaria,Second Stage of Tertiary Education,Never,0.1195,90,15121,0.08023,0.16493
278,278,2021,Berlin,Upper Secondary Level,Often,0.11915,37,15121,0.0722,0.16926
279,279,2021,Berlin,Upper Secondary Level,Sometimes,0.44309,96,15121,0.33537,0.55123
280,280,2021,Berlin,Upper Secondary Level,Seldom,0.25818,66,15121,0.19776,0.32227
281,281,2021,Berlin,Upper Secondary Level,Never,0.17958,33,15121,0.1133,0.26692
282,282,2021,Berlin,Second Stage of Tertiary Education,Often,0.15664,63,15121,0.10388,0.21529
283,283,2021,Berlin,Second Stage of Tertiary Education,Sometimes,0.4634,153,15121,0.37011,0.55625
284,284,2021,Berlin,Second Stage of Tertiary Education,Seldom,0.27057,111,15121,0.20236,0.35668
285,285,2021,Berlin,Second Stage of Tertiary Education,Never,0.10938,51,15121,0.07744,0.14275
286,286,2021,Brandenburg,Upper Secondary Level,Often,0.12608,52,15121,0.09087,0.16451
287,287,2021,Brandenburg,Upper Secondary Level,Sometimes,0.41068,122,15121,0.34376,0.49568
288,288,2021,Brandenburg,Upper Secondary Level,Seldom,0.37223,79,15121,0.26375,0.4861
289,289,2021,Brandenburg,Upper Secondary Level,Never,0.09101,34,15121,0.06156,0.1324
290,290,2021,Brandenburg,Second Stage of Tertiary Education,Sometimes,0.49665,74,15121,0.38643,0.64993
291,291,2021,Brandenburg,Second Stage of Tertiary Education,Seldom,0.50335,82,15121,0.39313,0.62458
292,292,2021,Mecklenburg-Western Pomerania,Upper Secondary Level,Sometimes,0.50632,61,15121,0.32011,0.69964
293,293,2021,Mecklenburg-Western Pomerania,Upper Secondary Level,Seldom,0.49368,60,15121,0.36353,0.67982
294,294,2021,Mecklenburg-Western Pomerania,Second Stage of Tertiary Education,Sometimes,0.6492,47,15121,0.47569,0.85056
295,295,2021,Mecklenburg-Western Pomerania,Second Stage of Tertiary Education,Seldom,0.3508,40,15121,0.22508,0.46553
296,296,2021,Saxony,Upper Secondary Level,Often,0.12681,75,15121,0.10255,0.14776
297,297,2021,Saxony,Upper Secondary Level,Sometimes,0.39159,187,15121,0.32693,0.44687
298,298,2021,Saxony,Upper Secondary Level,Seldom,0.35902,174,15121,0.28327,0.4299
299,299,2021,Saxony,Upper Secondary Level,Never,0.12259,64,15121,0.08993,0.16898
300,300,2021,Saxony,First Stage of Tertiary Education,Seldom,1.0,36,15121,0.60574,1.51055
301,301,2021,Saxony,Second Stage of Tertiary Education,Often,0.19894,59,15121,0.14153,0.25032
302,302,2021,Saxony,Second Stage of Tertiary Education,Sometimes,0.35351,123,15121,0.29559,0.42171
303,303,2021,Saxony,Second Stage of Tertiary Education,Seldom,0.34874,126,15121,0.26422,0.4517
304,304,2021,Saxony,Second Stage of Tertiary Education,Never,0.09881,38,15121,0.06483,0.13635
305,305,2021,Saxony-Anhalt,Upper Secondary Level,Often,0.1214,34,15121,0.06899,0.19322
306,306,2021,Saxony-Anhalt,Upper Secondary Level,Sometimes,0.37161,94,15121,0.27916,0.49144
307,307,2021,Saxony-Anhalt,Upper Secondary Level,Seldom,0.50699,111,15121,0.40194,0.62131
308,308,2021,Saxony-Anhalt,Second Stage of Tertiary Education,Sometimes,0.57795,66,15121,0.38774,0.78653
309,309,2021,Saxony-Anhalt,Second Stage of Tertiary Education,Seldom,0.42205,59,15121,0.3008,0.59727
310,310,2021,Thuringa,Upper Secondary Level,Often,0.24784,56,15121,0.16915,0.33115
311,311,2021,Thuringa,Upper Secondary Level,Sometimes,0.37452,103,15121,0.28773,0.45658
312,312,2021,Thuringa,Upper Secondary Level,Seldom,0.24105,77,15121,0.19762,0.29143
313,313,2021,Thuringa,Upper Secondary Level,Never,0.13658,49,15121,0.10771,0.16676
314,314,2021,Thuringa,Second Stage of Tertiary Education,Sometimes,0.57103,75,15121,0.40058,0.78465
315,315,2021,Thuringa,Second Stage of Tertiary Education,Seldom,0.42897,56,15121,0.26371,0.58471
