year,bula_h,sampreg,hgreval,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1994,North Rhine-Westphalia,West,Too Expensive,0.03436,32,779,0.02156,0.04715
1994,Hesse,West,Very Inexpensive,0.16379,33,271,0.11965,0.20794
1994,Hesse,West,Inexpensive,0.37530,101,271,0.31754,0.43305
1994,Hesse,West,Reasonable,0.33435,94,271,0.27808,0.39063
1994,Hesse,West,Slightly Expensive,0.08761,43,271,0.05388,0.12133
1994,"Rhineland-Palatinate, Saarland",West,Inexpensive,0.32675,46,100,0.23436,0.41914
1994,"Rhineland-Palatinate, Saarland",West,Reasonable,0.41237,54,100,0.31540,0.50934
1994,Baden-Wuerttemberg,West,Very Inexpensive,0.14309,50,452,0.11077,0.17541
1994,Baden-Wuerttemberg,West,Inexpensive,0.37813,159,452,0.33337,0.42288
1994,Baden-Wuerttemberg,West,Reasonable,0.36548,174,452,0.32104,0.40992
1994,Baden-Wuerttemberg,West,Slightly Expensive,0.09461,69,452,0.06760,0.12162
1994,Bavaria,West,Very Inexpensive,0.13052,63,433,0.09875,0.16228
1994,Bavaria,West,Inexpensive,0.26645,117,433,0.22475,0.30814
1994,Bavaria,West,Reasonable,0.41857,186,433,0.37205,0.46509
1994,Bavaria,West,Slightly Expensive,0.15834,67,433,0.12391,0.19276
1994,Berlin,West,Inexpensive,0.26162,41,99,0.17460,0.34864
1994,Berlin,West,Reasonable,0.44298,58,99,0.34463,0.54133
1994,Berlin,East,Reasonable,0.45823,62,105,0.36247,0.55399
1994,Berlin,East,Slightly Expensive,0.27260,43,105,0.18702,0.35818
1994,Brandenburg,East,Reasonable,0.50450,88,141,0.42168,0.58732
1994,Brandenburg,East,Slightly Expensive,0.25518,53,141,0.18297,0.32740
1994,Mecklenburg-Western Pomerania,East,Reasonable,0.48641,63,101,0.38845,0.58438
1994,Mecklenburg-Western Pomerania,East,Slightly Expensive,0.28987,38,101,0.20094,0.37879
1994,Saxony,East,Inexpensive,0.12998,49,362,0.09529,0.16467
1994,Saxony,East,Reasonable,0.54016,208,362,0.48874,0.59157
1994,Saxony,East,Slightly Expensive,0.25632,105,362,0.21128,0.30136
1994,Saxony-Anhalt,East,Reasonable,0.55551,117,177,0.48210,0.62893
1994,Saxony-Anhalt,East,Slightly Expensive,0.27116,60,177,0.20548,0.33684
1994,Thuringa,East,Reasonable,0.44363,82,127,0.35688,0.53038
1994,Thuringa,East,Slightly Expensive,0.28007,45,127,0.20167,0.35848
1995,Schleswig-Holstein,West,Reasonable,0.39339,34,34,0.22672,0.56007
1995,Lower Saxony,West,Inexpensive,0.28700,81,241,0.22976,0.34423
1995,Lower Saxony,West,Reasonable,0.45406,123,241,0.39107,0.51705
1995,Lower Saxony,West,Slightly Expensive,0.11288,37,241,0.07284,0.15292
1995,North Rhine-Westphalia,West,Very Inexpensive,0.13770,93,818,0.11407,0.16133
1995,North Rhine-Westphalia,West,Inexpensive,0.30955,240,818,0.27785,0.34125
1995,North Rhine-Westphalia,West,Reasonable,0.40688,328,818,0.37319,0.44056
1995,North Rhine-Westphalia,West,Slightly Expensive,0.12118,123,818,0.09880,0.14356
1995,North Rhine-Westphalia,West,Too Expensive,0.02470,34,818,0.01406,0.03534
1995,Hesse,West,Very Inexpensive,0.15569,34,295,0.11425,0.19713
1995,Hesse,West,Inexpensive,0.36681,95,295,0.31172,0.42190
1995,Hesse,West,Reasonable,0.40183,129,295,0.34579,0.45787
1995,Hesse,West,Slightly Expensive,0.05982,37,295,0.03271,0.08693
1995,"Rhineland-Palatinate, Saarland",West,Inexpensive,0.32588,49,112,0.23868,0.41307
1995,"Rhineland-Palatinate, Saarland",West,Reasonable,0.32113,63,112,0.23426,0.40799
1995,Baden-Wuerttemberg,West,Very Inexpensive,0.10050,47,479,0.07354,0.12745
1995,Baden-Wuerttemberg,West,Inexpensive,0.36089,159,479,0.31783,0.40394
1995,Baden-Wuerttemberg,West,Reasonable,0.38067,199,479,0.33714,0.42420
1995,Baden-Wuerttemberg,West,Slightly Expensive,0.14099,74,479,0.10979,0.17219
1995,Bavaria,West,Very Inexpensive,0.08629,48,463,0.06068,0.11189
1995,Bavaria,West,Inexpensive,0.28361,135,463,0.24251,0.32472
1995,Bavaria,West,Reasonable,0.38467,185,463,0.34030,0.42903
1995,Bavaria,West,Slightly Expensive,0.21204,95,463,0.17476,0.24931
1995,Berlin,West,Inexpensive,0.29660,50,119,0.21419,0.37902
1995,Berlin,West,Reasonable,0.46573,69,119,0.37573,0.55574
1995,Berlin,East,Reasonable,0.50141,62,101,0.40341,0.59941
1995,Berlin,East,Slightly Expensive,0.28416,39,101,0.19576,0.37256
1995,Brandenburg,East,Reasonable,0.47246,79,133,0.38729,0.55763
1995,Brandenburg,East,Slightly Expensive,0.30401,54,133,0.22554,0.38249
1995,Mecklenburg-Western Pomerania,East,Reasonable,0.51476,75,116,0.42341,0.60610
1995,Mecklenburg-Western Pomerania,East,Slightly Expensive,0.32972,41,116,0.24380,0.41565
1995,Saxony,East,Inexpensive,0.22154,87,348,0.17785,0.26524
1995,Saxony,East,Reasonable,0.51276,198,348,0.46017,0.56536
1995,Saxony,East,Slightly Expensive,0.17810,63,348,0.13784,0.21835
1995,Saxony-Anhalt,East,Reasonable,0.49909,100,154,0.41987,0.57832
1995,Saxony-Anhalt,East,Slightly Expensive,0.25205,54,154,0.18325,0.32085
1995,Thuringa,East,Reasonable,0.55386,95,126,0.46672,0.64101
1995,Thuringa,East,Slightly Expensive,0.19567,31,126,0.12613,0.26522
1996,Schleswig-Holstein,West,Reasonable,0.35334,33,33,0.18772,0.51896
1996,Lower Saxony,West,Inexpensive,0.34743,101,253,0.28864,0.40622
1996,Lower Saxony,West,Reasonable,0.43127,115,253,0.37012,0.49242
1996,Lower Saxony,West,Slightly Expensive,0.14042,37,253,0.09753,0.18332
1996,North Rhine-Westphalia,West,Very Inexpensive,0.12602,85,799,0.10299,0.14905
1996,North Rhine-Westphalia,West,Inexpensive,0.31811,241,799,0.28580,0.35042
1996,North Rhine-Westphalia,West,Reasonable,0.40015,332,799,0.36616,0.43414
1996,North Rhine-Westphalia,West,Slightly Expensive,0.12927,141,799,0.10599,0.15255
1996,Hesse,West,Very Inexpensive,0.19623,42,277,0.14938,0.24309
1996,Hesse,West,Inexpensive,0.27886,77,277,0.22595,0.33176
1996,Hesse,West,Reasonable,0.40450,114,277,0.34660,0.46240
1996,Hesse,West,Slightly Expensive,0.10993,44,277,0.07303,0.14683
1996,"Rhineland-Palatinate, Saarland",West,Inexpensive,0.30995,49,102,0.21975,0.40014
1996,"Rhineland-Palatinate, Saarland",West,Reasonable,0.34486,53,102,0.25216,0.43756
1996,Baden-Wuerttemberg,West,Very Inexpensive,0.09215,40,461,0.06572,0.11858
1996,Baden-Wuerttemberg,West,Inexpensive,0.33926,129,461,0.29599,0.38253
1996,Baden-Wuerttemberg,West,Reasonable,0.38431,199,461,0.33986,0.42877
1996,Baden-Wuerttemberg,West,Slightly Expensive,0.16454,93,461,0.13066,0.19843
1996,Bavaria,West,Very Inexpensive,0.08614,53,461,0.06050,0.11178
1996,Bavaria,West,Inexpensive,0.27330,131,461,0.23258,0.31403
1996,Bavaria,West,Reasonable,0.41666,193,461,0.37161,0.46172
1996,Bavaria,West,Slightly Expensive,0.19799,84,461,0.16158,0.23441
1996,Berlin,West,Inexpensive,0.29738,42,135,0.21999,0.37478
1996,Berlin,West,Reasonable,0.38190,60,135,0.29964,0.46417
1996,Berlin,West,Slightly Expensive,0.20770,33,135,0.13902,0.27639
1996,Berlin,East,Reasonable,0.49097,65,65,0.36849,0.61345
1996,Brandenburg,East,Reasonable,0.50257,90,136,0.41823,0.58692
1996,Brandenburg,East,Slightly Expensive,0.22808,46,136,0.15730,0.29886
1996,Mecklenburg-Western Pomerania,East,Reasonable,0.50613,67,108,0.41140,0.60087
1996,Mecklenburg-Western Pomerania,East,Slightly Expensive,0.28395,41,108,0.19851,0.36938
1996,Saxony,East,Inexpensive,0.20381,73,338,0.16080,0.24682
1996,Saxony,East,Reasonable,0.50948,187,338,0.45611,0.56286
1996,Saxony,East,Slightly Expensive,0.19571,78,338,0.15335,0.23807
1996,Saxony-Anhalt,East,Inexpensive,0.16087,38,186,0.10792,0.21381
1996,Saxony-Anhalt,East,Reasonable,0.54833,104,186,0.47661,0.62004
1996,Saxony-Anhalt,East,Slightly Expensive,0.20949,44,186,0.15085,0.26813
1996,Thuringa,East,Reasonable,0.51182,81,128,0.42488,0.59876
1996,Thuringa,East,Slightly Expensive,0.26769,47,128,0.19069,0.34470
1997,Hamburg,West,Reasonable,0.46071,32,32,0.28524,0.63618
1997,Lower Saxony,West,Inexpensive,0.24723,65,236,0.19207,0.30239
1997,Lower Saxony,West,Reasonable,0.47431,130,236,0.41047,0.53816
1997,Lower Saxony,West,Slightly Expensive,0.15877,41,236,0.11205,0.20550
1997,North Rhine-Westphalia,West,Very Inexpensive,0.11760,73,790,0.09512,0.14007
1997,North Rhine-Westphalia,West,Inexpensive,0.25645,201,790,0.22598,0.28692
1997,North Rhine-Westphalia,West,Reasonable,0.43675,343,790,0.40214,0.47136
1997,North Rhine-Westphalia,West,Slightly Expensive,0.15968,141,790,0.13412,0.18525
1997,North Rhine-Westphalia,West,Too Expensive,0.02951,32,790,0.01770,0.04132
1997,Hesse,West,Inexpensive,0.28655,63,215,0.22597,0.34713
1997,Hesse,West,Reasonable,0.41976,103,215,0.35364,0.48588
1997,Hesse,West,Slightly Expensive,0.15514,49,215,0.10663,0.20365
1997,"Rhineland-Palatinate, Saarland",West,Inexpensive,0.28788,49,150,0.21518,0.36058
1997,"Rhineland-Palatinate, Saarland",West,Reasonable,0.39144,70,150,0.31307,0.46981
1997,"Rhineland-Palatinate, Saarland",West,Slightly Expensive,0.21215,31,150,0.14650,0.27780
1997,Baden-Wuerttemberg,West,Very Inexpensive,0.08313,34,467,0.05806,0.10820
1997,Baden-Wuerttemberg,West,Inexpensive,0.26096,122,467,0.22108,0.30083
1997,Baden-Wuerttemberg,West,Reasonable,0.46018,221,467,0.41492,0.50543
1997,Baden-Wuerttemberg,West,Slightly Expensive,0.17814,90,467,0.14340,0.21289
1997,Bavaria,West,Very Inexpensive,0.12858,57,421,0.09657,0.16059
1997,Bavaria,West,Inexpensive,0.25848,114,421,0.21661,0.30036
1997,Bavaria,West,Reasonable,0.42312,193,421,0.37586,0.47037
1997,Bavaria,West,Slightly Expensive,0.15868,57,421,0.12374,0.19363
1997,Berlin,West,Inexpensive,0.25640,36,100,0.17039,0.34242
1997,Berlin,West,Reasonable,0.50498,64,100,0.40650,0.60347
1997,Berlin,East,Reasonable,0.42695,54,92,0.32532,0.52858
1997,Berlin,East,Slightly Expensive,0.28117,38,92,0.18880,0.37354
1997,Brandenburg,East,Reasonable,0.48076,91,139,0.39739,0.56412
1997,Brandenburg,East,Slightly Expensive,0.25182,48,139,0.17940,0.32424
1997,Mecklenburg-Western Pomerania,East,Reasonable,0.50859,65,102,0.41109,0.60609
1997,Mecklenburg-Western Pomerania,East,Slightly Expensive,0.25649,37,102,0.17132,0.34165
1997,Saxony,East,Inexpensive,0.24219,85,327,0.19568,0.28869
1997,Saxony,East,Reasonable,0.46070,166,327,0.40659,0.51481
1997,Saxony,East,Slightly Expensive,0.19765,76,327,0.15442,0.24087
1997,Saxony-Anhalt,East,Inexpensive,0.16924,35,170,0.11270,0.22577
1997,Saxony-Anhalt,East,Reasonable,0.49954,94,170,0.42415,0.57492
1997,Saxony-Anhalt,East,Slightly Expensive,0.23017,41,170,0.16670,0.29363
1997,Thuringa,East,Reasonable,0.53032,82,114,0.43830,0.62234
1997,Thuringa,East,Slightly Expensive,0.18718,32,114,0.11526,0.25910
1998,Schleswig-Holstein,West,Reasonable,0.36036,36,36,0.20130,0.51942
1998,Hamburg,West,Reasonable,0.47486,37,37,0.31173,0.63798
1998,Lower Saxony,West,Inexpensive,0.24138,77,272,0.19044,0.29233
1998,Lower Saxony,West,Reasonable,0.43330,132,272,0.37430,0.49230
1998,Lower Saxony,West,Slightly Expensive,0.20892,63,272,0.16052,0.25733
1998,North Rhine-Westphalia,West,Very Inexpensive,0.11289,87,916,0.09238,0.13339
1998,North Rhine-Westphalia,West,Inexpensive,0.26477,236,916,0.23618,0.29336
1998,North Rhine-Westphalia,West,Reasonable,0.42315,390,916,0.39113,0.45516
1998,North Rhine-Westphalia,West,Slightly Expensive,0.16750,162,916,0.14330,0.19170
1998,North Rhine-Westphalia,West,Too Expensive,0.03170,41,916,0.02034,0.04305
1998,Hesse,West,Inexpensive,0.28924,75,247,0.23258,0.34590
1998,Hesse,West,Reasonable,0.44375,120,247,0.38166,0.50583
1998,Hesse,West,Slightly Expensive,0.14109,52,247,0.09759,0.18460
1998,"Rhineland-Palatinate, Saarland",West,Inexpensive,0.25267,52,169,0.18696,0.31838
1998,"Rhineland-Palatinate, Saarland",West,Reasonable,0.32644,61,169,0.25553,0.39735
1998,"Rhineland-Palatinate, Saarland",West,Slightly Expensive,0.32678,56,169,0.25585,0.39770
1998,Baden-Wuerttemberg,West,Very Inexpensive,0.06250,34,487,0.04098,0.08402
1998,Baden-Wuerttemberg,West,Inexpensive,0.31390,141,487,0.27264,0.35515
1998,Baden-Wuerttemberg,West,Reasonable,0.40654,212,487,0.36287,0.45021
1998,Baden-Wuerttemberg,West,Slightly Expensive,0.18840,100,487,0.15363,0.22317
1998,Bavaria,West,Very Inexpensive,0.09110,48,465,0.06492,0.11728
1998,Bavaria,West,Inexpensive,0.25075,121,465,0.21131,0.29019
1998,Bavaria,West,Reasonable,0.47573,228,465,0.43029,0.52117
1998,Bavaria,West,Slightly Expensive,0.15065,68,465,0.11810,0.18320
1998,Berlin,West,Inexpensive,0.24879,39,152,0.17984,0.31775
1998,Berlin,West,Reasonable,0.48790,79,152,0.40817,0.56762
1998,Berlin,West,Slightly Expensive,0.19195,34,152,0.12913,0.25477
1998,Berlin,East,Inexpensive,0.29087,33,111,0.20600,0.37575
1998,Berlin,East,Reasonable,0.38924,46,111,0.29812,0.48036
1998,Berlin,East,Slightly Expensive,0.22867,32,111,0.15019,0.30716
1998,Brandenburg,East,Inexpensive,0.18069,33,172,0.12302,0.23836
1998,Brandenburg,East,Reasonable,0.44522,88,172,0.37073,0.51971
1998,Brandenburg,East,Slightly Expensive,0.26442,51,172,0.19832,0.33053
1998,Mecklenburg-Western Pomerania,East,Reasonable,0.46662,61,99,0.36785,0.56539
1998,Mecklenburg-Western Pomerania,East,Slightly Expensive,0.32809,38,99,0.23513,0.42105
1998,Saxony,East,Inexpensive,0.24652,93,347,0.20111,0.29193
1998,Saxony,East,Reasonable,0.46196,170,347,0.40943,0.51449
1998,Saxony,East,Slightly Expensive,0.20732,84,347,0.16460,0.25004
1998,Saxony-Anhalt,East,Inexpensive,0.21708,50,188,0.15799,0.27617
1998,Saxony-Anhalt,East,Reasonable,0.39708,85,188,0.32695,0.46721
1998,Saxony-Anhalt,East,Slightly Expensive,0.27423,53,188,0.21028,0.33817
1998,Thuringa,East,Inexpensive,0.24102,35,143,0.17067,0.31137
1998,Thuringa,East,Reasonable,0.47009,75,143,0.38800,0.55219
1998,Thuringa,East,Slightly Expensive,0.18983,33,143,0.12532,0.25433
1999,Schleswig-Holstein,West,Reasonable,0.40260,38,38,0.24458,0.56063
1999,Lower Saxony,West,Inexpensive,0.20080,59,257,0.15172,0.24987
1999,Lower Saxony,West,Reasonable,0.44831,129,257,0.38739,0.50923
1999,Lower Saxony,West,Slightly Expensive,0.23933,69,257,0.18706,0.29160
1999,North Rhine-Westphalia,West,Very Inexpensive,0.10125,75,872,0.08121,0.12128
1999,North Rhine-Westphalia,West,Inexpensive,0.25707,223,872,0.22805,0.28610
1999,North Rhine-Westphalia,West,Reasonable,0.45097,393,872,0.41793,0.48402
1999,North Rhine-Westphalia,West,Slightly Expensive,0.16388,150,872,0.13930,0.18847
1999,North Rhine-Westphalia,West,Too Expensive,0.02682,31,872,0.01609,0.03755
1999,Hesse,West,Inexpensive,0.23567,65,226,0.18021,0.29113
1999,Hesse,West,Reasonable,0.45593,115,226,0.39085,0.52101
1999,Hesse,West,Slightly Expensive,0.15751,46,226,0.10991,0.20511
1999,"Rhineland-Palatinate, Saarland",West,Inexpensive,0.23610,51,152,0.16837,0.30384
1999,"Rhineland-Palatinate, Saarland",West,Reasonable,0.38917,60,152,0.31141,0.46694
1999,"Rhineland-Palatinate, Saarland",West,Slightly Expensive,0.25103,41,152,0.18187,0.32019
1999,Baden-Wuerttemberg,West,Very Inexpensive,0.08200,39,484,0.05753,0.10647
1999,Baden-Wuerttemberg,West,Inexpensive,0.26647,124,484,0.22704,0.30590
1999,Baden-Wuerttemberg,West,Reasonable,0.42611,228,484,0.38200,0.47021
1999,Baden-Wuerttemberg,West,Slightly Expensive,0.20101,93,484,0.16527,0.23675
1999,Bavaria,West,Very Inexpensive,0.10204,46,444,0.07385,0.13023
1999,Bavaria,West,Inexpensive,0.22188,108,444,0.18319,0.26058
1999,Bavaria,West,Reasonable,0.47264,203,444,0.42615,0.51913
1999,Bavaria,West,Slightly Expensive,0.19103,87,444,0.15443,0.22764
1999,Berlin,West,Inexpensive,0.21936,32,142,0.15105,0.28766
1999,Berlin,West,Reasonable,0.48368,72,142,0.40119,0.56616
1999,Berlin,West,Slightly Expensive,0.21490,38,142,0.14710,0.28270
1999,Berlin,East,Inexpensive,0.25909,32,87,0.16649,0.35169
1999,Berlin,East,Reasonable,0.44673,55,87,0.34166,0.55181
1999,Brandenburg,East,Inexpensive,0.27204,46,160,0.20287,0.34121
1999,Brandenburg,East,Reasonable,0.45163,79,160,0.37428,0.52899
1999,Brandenburg,East,Slightly Expensive,0.19326,35,160,0.13189,0.25464
1999,Mecklenburg-Western Pomerania,East,Reasonable,0.43362,57,93,0.33236,0.53489
1999,Mecklenburg-Western Pomerania,East,Slightly Expensive,0.31935,36,93,0.22408,0.41462
1999,Saxony,East,Inexpensive,0.22103,86,332,0.17633,0.26573
1999,Saxony,East,Reasonable,0.44668,166,332,0.39312,0.50024
1999,Saxony,East,Slightly Expensive,0.23062,80,332,0.18524,0.27600
1999,Saxony-Anhalt,East,Inexpensive,0.25604,54,195,0.19463,0.31746
1999,Saxony-Anhalt,East,Reasonable,0.41505,90,195,0.34571,0.48439
1999,Saxony-Anhalt,East,Slightly Expensive,0.26076,51,195,0.19898,0.32254
1999,Thuringa,East,Inexpensive,0.23717,34,148,0.16841,0.30593
1999,Thuringa,East,Reasonable,0.48855,74,148,0.40775,0.56936
1999,Thuringa,East,Slightly Expensive,0.20091,40,148,0.13614,0.26568
2000,Schleswig-Holstein,West,Inexpensive,0.21525,36,150,0.14925,0.28124
2000,Schleswig-Holstein,West,Reasonable,0.42379,71,150,0.34444,0.50313
2000,Schleswig-Holstein,West,Slightly Expensive,0.28546,43,150,0.21294,0.35797
2000,Hamburg,West,Inexpensive,0.24355,35,111,0.16334,0.32376
2000,Hamburg,West,Reasonable,0.49050,76,111,0.39708,0.58392
2000,Lower Saxony,West,Very Inexpensive,0.07877,34,450,0.05385,0.10369
2000,Lower Saxony,West,Inexpensive,0.27422,125,450,0.23295,0.31548
2000,Lower Saxony,West,Reasonable,0.43711,206,450,0.39123,0.48299
2000,Lower Saxony,West,Slightly Expensive,0.18559,85,450,0.14963,0.22155
2000,North Rhine-Westphalia,West,Very Inexpensive,0.08632,124,1527,0.07223,0.10041
2000,North Rhine-Westphalia,West,Inexpensive,0.26246,397,1527,0.24038,0.28453
2000,North Rhine-Westphalia,West,Reasonable,0.45673,706,1527,0.43173,0.48172
2000,North Rhine-Westphalia,West,Slightly Expensive,0.16483,253,1527,0.14622,0.18345
2000,North Rhine-Westphalia,West,Too Expensive,0.02966,47,1527,0.02115,0.03817
2000,Hesse,West,Very Inexpensive,0.10618,41,431,0.07706,0.13529
2000,Hesse,West,Inexpensive,0.29347,122,431,0.25043,0.33651
2000,Hesse,West,Reasonable,0.39134,177,431,0.34521,0.43747
2000,Hesse,West,Slightly Expensive,0.18144,91,431,0.14501,0.21786
2000,"Rhineland-Palatinate, Saarland",West,Very Inexpensive,0.09994,31,292,0.06548,0.13440
2000,"Rhineland-Palatinate, Saarland",West,Inexpensive,0.28076,87,292,0.22913,0.33239
2000,"Rhineland-Palatinate, Saarland",West,Reasonable,0.45480,129,292,0.39759,0.51201
2000,"Rhineland-Palatinate, Saarland",West,Slightly Expensive,0.13882,45,292,0.09910,0.17855
2000,Baden-Wuerttemberg,West,Very Inexpensive,0.08699,54,720,0.06639,0.10759
2000,Baden-Wuerttemberg,West,Inexpensive,0.25619,193,720,0.22429,0.28810
2000,Baden-Wuerttemberg,West,Reasonable,0.48498,353,720,0.44845,0.52152
2000,Baden-Wuerttemberg,West,Slightly Expensive,0.14954,120,720,0.12347,0.17561
2000,Bavaria,West,Very Inexpensive,0.08692,73,776,0.06709,0.10676
2000,Bavaria,West,Inexpensive,0.24456,192,776,0.21430,0.27482
2000,Bavaria,West,Reasonable,0.47797,374,776,0.44280,0.51314
2000,Bavaria,West,Slightly Expensive,0.16724,137,776,0.14097,0.19352
2000,Berlin,West,Inexpensive,0.22032,54,217,0.16505,0.27559
2000,Berlin,West,Reasonable,0.45914,112,217,0.39268,0.52560
2000,Berlin,West,Slightly Expensive,0.22437,51,217,0.16873,0.28000
2000,Berlin,East,Inexpensive,0.24901,55,190,0.18735,0.31066
2000,Berlin,East,Reasonable,0.45678,91,190,0.38577,0.52780
2000,Berlin,East,Slightly Expensive,0.21038,44,190,0.15227,0.26849
2000,Brandenburg,East,Inexpensive,0.26725,74,266,0.21397,0.32053
2000,Brandenburg,East,Reasonable,0.40669,123,266,0.34755,0.46584
2000,Brandenburg,East,Slightly Expensive,0.20480,69,266,0.15622,0.25339
2000,Mecklenburg-Western Pomerania,East,Inexpensive,0.23935,48,184,0.17753,0.30117
2000,Mecklenburg-Western Pomerania,East,Reasonable,0.44209,84,184,0.37014,0.51405
2000,Mecklenburg-Western Pomerania,East,Slightly Expensive,0.27066,52,184,0.20629,0.33504
2000,Saxony,East,Very Inexpensive,0.06681,39,534,0.04561,0.08801
2000,Saxony,East,Inexpensive,0.25025,148,534,0.21347,0.28702
2000,Saxony,East,Reasonable,0.41394,225,534,0.37212,0.45575
2000,Saxony,East,Slightly Expensive,0.21524,122,534,0.18035,0.25013
2000,Saxony-Anhalt,East,Inexpensive,0.26307,77,247,0.20805,0.31809
2000,Saxony-Anhalt,East,Reasonable,0.39068,109,247,0.32971,0.45165
2000,Saxony-Anhalt,East,Slightly Expensive,0.22185,61,247,0.16993,0.27377
2000,Thuringa,East,Inexpensive,0.24677,56,221,0.18980,0.30374
2000,Thuringa,East,Reasonable,0.41709,101,221,0.35193,0.48224
2000,Thuringa,East,Slightly Expensive,0.25428,64,221,0.19674,0.31182
2001,Schleswig-Holstein,West,Inexpensive,0.29086,36,108,0.20481,0.37691
2001,Schleswig-Holstein,West,Reasonable,0.53946,72,108,0.44501,0.63390
2001,Hamburg,West,Inexpensive,0.32959,45,105,0.23925,0.41993
2001,Hamburg,West,Reasonable,0.41874,60,105,0.32392,0.51355
2001,Lower Saxony,West,Very Inexpensive,0.12098,40,397,0.08886,0.15310
2001,Lower Saxony,West,Inexpensive,0.20822,96,397,0.16823,0.24821
2001,Lower Saxony,West,Reasonable,0.47096,192,397,0.42180,0.52012
2001,Lower Saxony,West,Slightly Expensive,0.17423,69,397,0.13687,0.21159
2001,North Rhine-Westphalia,West,Very Inexpensive,0.08531,113,1341,0.07035,0.10027
2001,North Rhine-Westphalia,West,Inexpensive,0.26072,356,1341,0.23721,0.28423
2001,North Rhine-Westphalia,West,Reasonable,0.46578,645,1341,0.43907,0.49249
2001,North Rhine-Westphalia,West,Slightly Expensive,0.16663,227,1341,0.14668,0.18659
2001,Hesse,West,Inexpensive,0.25941,98,340,0.21275,0.30607
2001,Hesse,West,Reasonable,0.42642,163,340,0.37378,0.47907
2001,Hesse,West,Slightly Expensive,0.19832,79,340,0.15587,0.24076
2001,"Rhineland-Palatinate, Saarland",West,Inexpensive,0.27042,76,250,0.21525,0.32559
2001,"Rhineland-Palatinate, Saarland",West,Reasonable,0.49018,130,250,0.42808,0.55227
2001,"Rhineland-Palatinate, Saarland",West,Slightly Expensive,0.15403,44,250,0.10919,0.19886
2001,Baden-Wuerttemberg,West,Very Inexpensive,0.07106,45,671,0.05160,0.09051
2001,Baden-Wuerttemberg,West,Inexpensive,0.22004,151,671,0.18867,0.25141
2001,Baden-Wuerttemberg,West,Reasonable,0.52097,359,671,0.48314,0.55880
2001,Baden-Wuerttemberg,West,Slightly Expensive,0.17414,116,671,0.14542,0.20285
2001,Bavaria,West,Very Inexpensive,0.07484,60,687,0.05515,0.09453
2001,Bavaria,West,Inexpensive,0.24799,174,687,0.21567,0.28030
2001,Bavaria,West,Reasonable,0.46748,322,687,0.43014,0.50482
2001,Bavaria,West,Slightly Expensive,0.19600,131,687,0.16629,0.22570
2001,Berlin,West,Inexpensive,0.28047,61,203,0.21852,0.34242
2001,Berlin,West,Reasonable,0.42414,99,203,0.35599,0.49230
2001,Berlin,West,Slightly Expensive,0.19455,43,203,0.13996,0.24914
2001,Berlin,East,Inexpensive,0.28098,56,173,0.21380,0.34815
2001,Berlin,East,Reasonable,0.40790,76,173,0.33446,0.48135
2001,Berlin,East,Slightly Expensive,0.22559,41,173,0.16312,0.28805
2001,Brandenburg,East,Inexpensive,0.27152,70,258,0.21715,0.32590
2001,Brandenburg,East,Reasonable,0.44003,129,258,0.37934,0.50072
2001,Brandenburg,East,Slightly Expensive,0.20743,59,258,0.15786,0.25700
2001,Mecklenburg-Western Pomerania,East,Inexpensive,0.27915,45,169,0.21132,0.34699
2001,Mecklenburg-Western Pomerania,East,Reasonable,0.40849,74,169,0.33415,0.48282
2001,Mecklenburg-Western Pomerania,East,Slightly Expensive,0.28117,50,169,0.21319,0.34915
2001,Saxony,East,Very Inexpensive,0.07692,38,494,0.05340,0.10044
2001,Saxony,East,Inexpensive,0.25972,132,494,0.22101,0.29842
2001,Saxony,East,Reasonable,0.44464,224,494,0.40077,0.48850
2001,Saxony,East,Slightly Expensive,0.19059,100,494,0.15592,0.22527
2001,Saxony-Anhalt,East,Inexpensive,0.24783,69,231,0.19203,0.30362
2001,Saxony-Anhalt,East,Reasonable,0.45619,109,231,0.39182,0.52056
2001,Saxony-Anhalt,East,Slightly Expensive,0.19131,53,231,0.14047,0.24214
2001,Thuringa,East,Inexpensive,0.22588,44,195,0.16703,0.28472
2001,Thuringa,East,Reasonable,0.50989,110,195,0.43955,0.58024
2001,Thuringa,East,Slightly Expensive,0.16739,41,195,0.11486,0.21993
2002,Schleswig-Holstein,West,Reasonable,0.61858,89,89,0.51709,0.72007
2002,Hamburg,West,Inexpensive,0.32481,38,91,0.22806,0.42157
2002,Hamburg,West,Reasonable,0.35833,53,91,0.25927,0.45740
2002,Lower Saxony,West,Very Inexpensive,0.08131,32,396,0.05435,0.10826
2002,Lower Saxony,West,Inexpensive,0.26965,104,396,0.22589,0.31341
2002,Lower Saxony,West,Reasonable,0.42901,189,396,0.38020,0.47782
2002,Lower Saxony,West,Slightly Expensive,0.19751,71,396,0.15825,0.23677
2002,North Rhine-Westphalia,West,Very Inexpensive,0.08778,107,1326,0.07254,0.10301
2002,North Rhine-Westphalia,West,Inexpensive,0.25926,349,1326,0.23567,0.28286
2002,North Rhine-Westphalia,West,Reasonable,0.46352,617,1326,0.43667,0.49037
2002,North Rhine-Westphalia,West,Slightly Expensive,0.16404,221,1326,0.14410,0.18398
2002,North Rhine-Westphalia,West,Too Expensive,0.02540,32,1326,0.01693,0.03387
2002,Hesse,West,Very Inexpensive,0.07609,34,387,0.04964,0.10254
