year,bula_h,regtyp,hgreval,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2008,Mecklenburg-Western Pomerania,Rural regions,Inexpensive,0.42813,41,79,0.31832,0.53794
2008,Mecklenburg-Western Pomerania,Rural regions,Reasonable,0.32943,38,79,0.22512,0.43373
2008,Saxony,Urban regions,Inexpensive,0.22268,62,254,0.17141,0.27395
2008,Saxony,Urban regions,Reasonable,0.50026,136,254,0.43865,0.56187
2008,Saxony,Urban regions,Slightly Expensive,0.19883,56,254,0.14965,0.24801
2008,Saxony,Rural regions,Inexpensive,0.24967,46,142,0.17823,0.32111
2008,Saxony,Rural regions,Reasonable,0.49045,96,142,0.40793,0.57297
2008,Saxony-Anhalt,Rural regions,Inexpensive,0.23675,32,104,0.15466,0.31885
2008,Saxony-Anhalt,Rural regions,Reasonable,0.51003,72,104,0.41349,0.60658
2008,Thuringa,Urban regions,Reasonable,0.49999,44,44,0.35054,0.64944
2008,Thuringa,Rural regions,Reasonable,0.53691,63,63,0.41279,0.66103
2009,Schleswig-Holstein,Rural regions,Reasonable,0.36563,32,32,0.19609,0.53517
2009,Hamburg,Urban regions,Inexpensive,0.33815,42,93,0.24148,0.43482
2009,Hamburg,Urban regions,Reasonable,0.38126,51,93,0.28201,0.48051
2009,Lower Saxony,Urban regions,Inexpensive,0.22287,46,181,0.16207,0.28367
2009,Lower Saxony,Urban regions,Reasonable,0.49945,101,181,0.42641,0.57250
2009,Lower Saxony,Urban regions,Slightly Expensive,0.18322,34,181,0.12671,0.23973
2009,Lower Saxony,Rural regions,Inexpensive,0.23225,38,105,0.15110,0.31341
2009,Lower Saxony,Rural regions,Reasonable,0.42700,67,105,0.33194,0.52207
2009,North Rhine-Westphalia,Urban regions,Very Inexpensive,0.05792,56,933,0.04292,0.07292
2009,North Rhine-Westphalia,Urban regions,Inexpensive,0.26519,243,933,0.23685,0.29353
2009,North Rhine-Westphalia,Urban regions,Reasonable,0.49166,477,933,0.45956,0.52375
2009,North Rhine-Westphalia,Urban regions,Slightly Expensive,0.15507,157,933,0.13184,0.17831
2009,Hesse,Urban regions,Inexpensive,0.22229,65,232,0.16867,0.27591
2009,Hesse,Urban regions,Reasonable,0.41793,112,232,0.35433,0.48154
2009,Hesse,Urban regions,Slightly Expensive,0.24213,55,232,0.18689,0.29737
2009,"Rhineland-Palatinate, Saarland",Urban regions,Inexpensive,0.23990,45,150,0.17134,0.30847
2009,"Rhineland-Palatinate, Saarland",Urban regions,Reasonable,0.46710,74,150,0.38699,0.54721
2009,"Rhineland-Palatinate, Saarland",Urban regions,Slightly Expensive,0.16202,31,150,0.10286,0.22119
2009,Baden-Wuerttemberg,Urban regions,Inexpensive,0.23380,104,414,0.19298,0.27462
2009,Baden-Wuerttemberg,Urban regions,Reasonable,0.52887,234,414,0.48073,0.57701
2009,Baden-Wuerttemberg,Urban regions,Slightly Expensive,0.16769,76,414,0.13166,0.20372
2009,Bavaria,Urban regions,Inexpensive,0.21210,65,305,0.16615,0.25806
2009,Bavaria,Urban regions,Reasonable,0.49358,170,305,0.43738,0.54978
2009,Bavaria,Urban regions,Slightly Expensive,0.21530,70,305,0.16910,0.26151
2009,Bavaria,Rural regions,Inexpensive,0.24312,60,220,0.18631,0.29994
2009,Bavaria,Rural regions,Reasonable,0.46036,120,220,0.39435,0.52637
2009,Bavaria,Rural regions,Slightly Expensive,0.18663,40,220,0.13503,0.23823
2009,Berlin,Urban regions,Inexpensive,0.25826,95,298,0.20848,0.30804
2009,Berlin,Urban regions,Reasonable,0.37447,134,298,0.31943,0.42952
2009,Berlin,Urban regions,Slightly Expensive,0.22506,69,298,0.17757,0.27256
2009,Brandenburg,Rural regions,Inexpensive,0.18967,41,185,0.13302,0.24631
2009,Brandenburg,Rural regions,Reasonable,0.45163,92,185,0.37972,0.52354
2009,Brandenburg,Rural regions,Slightly Expensive,0.25689,52,185,0.19376,0.32003
2009,Mecklenburg-Western Pomerania,Rural regions,Inexpensive,0.32138,37,76,0.21569,0.42708
2009,Mecklenburg-Western Pomerania,Rural regions,Reasonable,0.45286,39,76,0.34020,0.56551
2009,Saxony,Urban regions,Inexpensive,0.21754,60,231,0.16422,0.27086
2009,Saxony,Urban regions,Reasonable,0.48635,118,231,0.42175,0.55094
2009,Saxony,Urban regions,Slightly Expensive,0.22712,53,231,0.17297,0.28127
2009,Saxony,Rural regions,Inexpensive,0.30064,51,124,0.21960,0.38167
2009,Saxony,Rural regions,Reasonable,0.39052,73,124,0.30430,0.47674
2009,Saxony-Anhalt,Urban regions,Reasonable,0.49905,33,33,0.32581,0.67229
2009,Saxony-Anhalt,Rural regions,Reasonable,0.52552,67,67,0.40505,0.64600
2009,Thuringa,Urban regions,Reasonable,0.55314,38,38,0.39294,0.71334
2009,Thuringa,Rural regions,Reasonable,0.55289,48,48,0.41074,0.69503
2010,Schleswig-Holstein,Urban regions,Reasonable,0.62881,38,38,0.47314,0.78448
2010,Schleswig-Holstein,Rural regions,Inexpensive,0.26671,39,105,0.18172,0.35171
2010,Schleswig-Holstein,Rural regions,Reasonable,0.34628,66,105,0.25484,0.43772
2010,Hamburg,Urban regions,Inexpensive,0.25452,52,165,0.18785,0.32119
2010,Hamburg,Urban regions,Reasonable,0.42389,73,165,0.34825,0.49952
2010,Hamburg,Urban regions,Slightly Expensive,0.26669,40,165,0.19900,0.33437
2010,Lower Saxony,Urban regions,Inexpensive,0.11382,60,260,0.07514,0.15250
2010,Lower Saxony,Urban regions,Reasonable,0.51183,139,260,0.45095,0.57270
2010,Lower Saxony,Urban regions,Slightly Expensive,0.21143,61,260,0.16170,0.26116
2010,Lower Saxony,Rural regions,Inexpensive,0.31128,80,224,0.25051,0.37205
2010,Lower Saxony,Rural regions,Reasonable,0.37736,100,224,0.31374,0.44098
2010,Lower Saxony,Rural regions,Slightly Expensive,0.19348,44,224,0.14163,0.24533
2010,North Rhine-Westphalia,Urban regions,Very Inexpensive,0.07607,109,1485,0.06258,0.08956
2010,North Rhine-Westphalia,Urban regions,Inexpensive,0.21844,321,1485,0.19742,0.23947
2010,North Rhine-Westphalia,Urban regions,Reasonable,0.51194,749,1485,0.48650,0.53737
2010,North Rhine-Westphalia,Urban regions,Slightly Expensive,0.17899,270,1485,0.15948,0.19849
2010,North Rhine-Westphalia,Urban regions,Too Expensive,0.01456,36,1485,0.00847,0.02066
2010,Hesse,Urban regions,Inexpensive,0.22791,114,363,0.18470,0.27113
2010,Hesse,Urban regions,Reasonable,0.38093,159,363,0.33090,0.43095
2010,Hesse,Urban regions,Slightly Expensive,0.30594,90,363,0.25847,0.35341
2010,Hesse,Rural regions,Reasonable,0.56623,38,38,0.40654,0.72592
2010,"Rhineland-Palatinate, Saarland",Urban regions,Inexpensive,0.31433,79,206,0.25078,0.37789
2010,"Rhineland-Palatinate, Saarland",Urban regions,Reasonable,0.42255,91,206,0.35493,0.49017
2010,"Rhineland-Palatinate, Saarland",Urban regions,Slightly Expensive,0.11072,36,206,0.06777,0.15367
2010,Baden-Wuerttemberg,Urban regions,Very Inexpensive,0.06589,57,657,0.04691,0.08488
2010,Baden-Wuerttemberg,Urban regions,Inexpensive,0.26775,185,657,0.23387,0.30163
2010,Baden-Wuerttemberg,Urban regions,Reasonable,0.48918,306,657,0.45092,0.52743
2010,Baden-Wuerttemberg,Urban regions,Slightly Expensive,0.15793,109,657,0.13002,0.18584
2010,Baden-Wuerttemberg,Rural regions,Reasonable,0.54898,34,34,0.37921,0.71876
2010,Bavaria,Urban regions,Very Inexpensive,0.09036,48,475,0.06455,0.11617
2010,Bavaria,Urban regions,Inexpensive,0.22380,118,475,0.18628,0.26133
2010,Bavaria,Urban regions,Reasonable,0.48978,211,475,0.44478,0.53479
2010,Bavaria,Urban regions,Slightly Expensive,0.18907,98,475,0.15382,0.22432
2010,Bavaria,Rural regions,Very Inexpensive,0.09823,35,395,0.06885,0.12762
2010,Bavaria,Rural regions,Inexpensive,0.25766,116,395,0.21447,0.30084
2010,Bavaria,Rural regions,Reasonable,0.42872,178,395,0.37985,0.47759
2010,Bavaria,Rural regions,Slightly Expensive,0.19275,66,395,0.15380,0.23170
2010,Berlin,Urban regions,Very Inexpensive,0.10188,40,463,0.07430,0.12947
2010,Berlin,Urban regions,Inexpensive,0.24684,125,463,0.20752,0.28616
2010,Berlin,Urban regions,Reasonable,0.37845,189,463,0.33422,0.42268
2010,Berlin,Urban regions,Slightly Expensive,0.25355,109,463,0.21388,0.29322
2010,Brandenburg,Rural regions,Inexpensive,0.15030,57,237,0.10471,0.19590
2010,Brandenburg,Rural regions,Reasonable,0.45551,123,237,0.39197,0.51905
2010,Brandenburg,Rural regions,Slightly Expensive,0.26068,57,237,0.20467,0.31669
2010,Mecklenburg-Western Pomerania,Rural regions,Inexpensive,0.40670,54,149,0.32756,0.48584
2010,Mecklenburg-Western Pomerania,Rural regions,Reasonable,0.39556,64,149,0.31678,0.47434
2010,Mecklenburg-Western Pomerania,Rural regions,Slightly Expensive,0.14574,31,149,0.08889,0.20258
2010,Saxony,Urban regions,Inexpensive,0.28242,93,317,0.23278,0.33205
2010,Saxony,Urban regions,Reasonable,0.49068,152,317,0.43556,0.54580
2010,Saxony,Urban regions,Slightly Expensive,0.18733,72,317,0.14431,0.23035
2010,Saxony,Rural regions,Inexpensive,0.27167,58,198,0.20955,0.33378
2010,Saxony,Rural regions,Reasonable,0.44442,105,198,0.37503,0.51381
2010,Saxony,Rural regions,Slightly Expensive,0.17571,35,198,0.12257,0.22886
2010,Saxony-Anhalt,Urban regions,Reasonable,0.49607,40,40,0.33915,0.65299
2010,Saxony-Anhalt,Rural regions,Inexpensive,0.19766,39,164,0.13652,0.25879
2010,Saxony-Anhalt,Rural regions,Reasonable,0.54224,90,164,0.46575,0.61872
2010,Saxony-Anhalt,Rural regions,Slightly Expensive,0.14114,35,164,0.08769,0.19459
2010,Thuringa,Urban regions,Reasonable,0.58578,63,63,0.46316,0.70839
2010,Thuringa,Rural regions,Reasonable,0.43326,55,55,0.30109,0.56542
2011,Schleswig-Holstein,Urban regions,Reasonable,0.56589,52,52,0.42985,0.70192
2011,Schleswig-Holstein,Rural regions,Inexpensive,0.33587,73,172,0.26508,0.40666
2011,Schleswig-Holstein,Rural regions,Reasonable,0.42175,99,172,0.34773,0.49577
2011,Hamburg,Urban regions,Inexpensive,0.24047,49,181,0.17804,0.30290
2011,Hamburg,Urban regions,Reasonable,0.47611,96,181,0.40314,0.54907
2011,Hamburg,Urban regions,Slightly Expensive,0.23049,36,181,0.16897,0.29202
2011,Lower Saxony,Urban regions,Inexpensive,0.19554,74,300,0.15059,0.24050
2011,Lower Saxony,Urban regions,Reasonable,0.52483,174,300,0.46823,0.58144
2011,Lower Saxony,Urban regions,Slightly Expensive,0.18129,52,300,0.13762,0.22496
2011,Lower Saxony,Rural regions,Very Inexpensive,0.13691,38,282,0.09671,0.17710
2011,Lower Saxony,Rural regions,Inexpensive,0.27017,82,282,0.21825,0.32209
2011,Lower Saxony,Rural regions,Reasonable,0.40791,123,282,0.35045,0.46537
2011,Lower Saxony,Rural regions,Slightly Expensive,0.17716,39,282,0.13252,0.22181
2011,Bremen,Urban regions,Reasonable,0.62616,41,41,0.47622,0.77610
2011,North Rhine-Westphalia,Urban regions,Very Inexpensive,0.06408,108,1709,0.05247,0.07570
2011,North Rhine-Westphalia,Urban regions,Inexpensive,0.22952,404,1709,0.20958,0.24946
2011,North Rhine-Westphalia,Urban regions,Reasonable,0.51494,843,1709,0.49123,0.53864
2011,North Rhine-Westphalia,Urban regions,Slightly Expensive,0.16769,304,1709,0.14997,0.18540
2011,North Rhine-Westphalia,Urban regions,Too Expensive,0.02377,50,1709,0.01655,0.03100
2011,Hesse,Urban regions,Inexpensive,0.23594,111,413,0.19494,0.27694
2011,Hesse,Urban regions,Reasonable,0.45806,207,413,0.40995,0.50617
2011,Hesse,Urban regions,Slightly Expensive,0.21543,95,413,0.17573,0.25513
2011,Hesse,Rural regions,Inexpensive,0.35820,31,67,0.24252,0.47387
2011,Hesse,Rural regions,Reasonable,0.41497,36,67,0.29610,0.53385
2011,"Rhineland-Palatinate, Saarland",Urban regions,Very Inexpensive,0.13413,32,289,0.09477,0.17349
2011,"Rhineland-Palatinate, Saarland",Urban regions,Inexpensive,0.27219,80,289,0.22079,0.32360
2011,"Rhineland-Palatinate, Saarland",Urban regions,Reasonable,0.45282,130,289,0.39533,0.51031
2011,"Rhineland-Palatinate, Saarland",Urban regions,Slightly Expensive,0.11277,47,289,0.07624,0.14930
2011,Baden-Wuerttemberg,Urban regions,Very Inexpensive,0.06701,73,769,0.04933,0.08470
2011,Baden-Wuerttemberg,Urban regions,Inexpensive,0.22631,196,769,0.19672,0.25591
2011,Baden-Wuerttemberg,Urban regions,Reasonable,0.53148,374,769,0.49618,0.56677
2011,Baden-Wuerttemberg,Urban regions,Slightly Expensive,0.15759,126,769,0.13182,0.18336
2011,Baden-Wuerttemberg,Rural regions,Reasonable,0.45078,37,37,0.28824,0.61332
2011,Bavaria,Urban regions,Very Inexpensive,0.08355,71,581,0.06103,0.10606
2011,Bavaria,Urban regions,Inexpensive,0.27305,152,581,0.23679,0.30931
2011,Bavaria,Urban regions,Reasonable,0.45407,251,581,0.41355,0.49459
2011,Bavaria,Urban regions,Slightly Expensive,0.17666,107,581,0.14562,0.20770
2011,Bavaria,Rural regions,Very Inexpensive,0.09334,49,518,0.06826,0.11841
2011,Bavaria,Rural regions,Inexpensive,0.23773,136,518,0.20104,0.27443
2011,Bavaria,Rural regions,Reasonable,0.40786,233,518,0.36549,0.45022
2011,Bavaria,Rural regions,Slightly Expensive,0.21796,100,518,0.18237,0.25355
2011,Berlin,Urban regions,Very Inexpensive,0.09980,44,514,0.07386,0.12573
2011,Berlin,Urban regions,Inexpensive,0.27280,156,514,0.23425,0.31134
2011,Berlin,Urban regions,Reasonable,0.37407,211,514,0.33220,0.41595
2011,Berlin,Urban regions,Slightly Expensive,0.21464,103,514,0.17911,0.25017
2011,Brandenburg,Rural regions,Inexpensive,0.14480,56,274,0.10305,0.18654
2011,Brandenburg,Rural regions,Reasonable,0.43663,149,274,0.37779,0.49546
2011,Brandenburg,Rural regions,Slightly Expensive,0.27679,69,274,0.22372,0.32987
2011,Mecklenburg-Western Pomerania,Rural regions,Inexpensive,0.32460,55,185,0.25695,0.39226
2011,Mecklenburg-Western Pomerania,Rural regions,Reasonable,0.39387,84,185,0.32327,0.46447
2011,Mecklenburg-Western Pomerania,Rural regions,Slightly Expensive,0.18994,46,185,0.13326,0.24662
2011,Saxony,Urban regions,Very Inexpensive,0.08609,34,385,0.05804,0.11415
2011,Saxony,Urban regions,Inexpensive,0.22765,101,385,0.18571,0.26959
2011,Saxony,Urban regions,Reasonable,0.47424,170,385,0.42430,0.52419
2011,Saxony,Urban regions,Slightly Expensive,0.19139,80,385,0.15204,0.23074
2011,Saxony,Rural regions,Inexpensive,0.28701,53,228,0.22816,0.34586
2011,Saxony,Rural regions,Reasonable,0.50423,128,228,0.43918,0.56927
2011,Saxony,Rural regions,Slightly Expensive,0.15514,47,228,0.10805,0.20224
2011,Saxony-Anhalt,Urban regions,Reasonable,0.51585,46,78,0.40422,0.62747
2011,Saxony-Anhalt,Urban regions,Slightly Expensive,0.24135,32,78,0.14577,0.33692
2011,Saxony-Anhalt,Rural regions,Inexpensive,0.24065,46,206,0.18213,0.29916
2011,Saxony-Anhalt,Rural regions,Reasonable,0.43885,100,206,0.37092,0.50679
2011,Saxony-Anhalt,Rural regions,Slightly Expensive,0.20225,60,206,0.14727,0.25724
2011,Thuringa,Urban regions,Inexpensive,0.29724,33,134,0.21956,0.37491
2011,Thuringa,Urban regions,Reasonable,0.43953,70,134,0.35518,0.52389
2011,Thuringa,Urban regions,Slightly Expensive,0.16269,31,134,0.09996,0.22542
2011,Thuringa,Rural regions,Inexpensive,0.28326,49,126,0.20427,0.36226
2011,Thuringa,Rural regions,Reasonable,0.44247,77,126,0.35539,0.52954
2012,Schleswig-Holstein,Urban regions,Reasonable,0.46270,48,48,0.32015,0.60525
2012,Schleswig-Holstein,Rural regions,Inexpensive,0.29723,64,166,0.22749,0.36697
2012,Schleswig-Holstein,Rural regions,Reasonable,0.53341,102,166,0.45729,0.60954
2012,Hamburg,Urban regions,Inexpensive,0.24603,61,175,0.18204,0.31003
2012,Hamburg,Urban regions,Reasonable,0.42680,79,175,0.35330,0.50029
2012,Hamburg,Urban regions,Slightly Expensive,0.23836,35,175,0.17505,0.30167
2012,Lower Saxony,Urban regions,Inexpensive,0.15867,65,272,0.11517,0.20217
2012,Lower Saxony,Urban regions,Reasonable,0.58300,159,272,0.52429,0.64170
2012,Lower Saxony,Urban regions,Slightly Expensive,0.13492,48,272,0.09425,0.17560
2012,Lower Saxony,Rural regions,Very Inexpensive,0.11026,32,297,0.07458,0.14594
2012,Lower Saxony,Rural regions,Inexpensive,0.30561,90,297,0.25313,0.35809
2012,Lower Saxony,Rural regions,Reasonable,0.38150,132,297,0.32616,0.43683
2012,Lower Saxony,Rural regions,Slightly Expensive,0.19448,43,297,0.14939,0.23957
2012,Bremen,Urban regions,Reasonable,0.53968,36,36,0.37455,0.70480
2012,North Rhine-Westphalia,Urban regions,Very Inexpensive,0.05440,111,1652,0.04346,0.06534
2012,North Rhine-Westphalia,Urban regions,Inexpensive,0.22973,402,1652,0.20944,0.25003
2012,North Rhine-Westphalia,Urban regions,Reasonable,0.53400,827,1652,0.50993,0.55806
2012,North Rhine-Westphalia,Urban regions,Slightly Expensive,0.15837,262,1652,0.14076,0.17598
2012,North Rhine-Westphalia,Urban regions,Too Expensive,0.02350,50,1652,0.01620,0.03081
2012,Hesse,Urban regions,Inexpensive,0.22803,113,393,0.18649,0.26956
2012,Hesse,Urban regions,Reasonable,0.43147,202,393,0.38244,0.48050
2012,Hesse,Urban regions,Slightly Expensive,0.24677,78,393,0.20409,0.28945
2012,Hesse,Rural regions,Inexpensive,0.41397,32,64,0.29235,0.53560
2012,Hesse,Rural regions,Reasonable,0.32921,32,64,0.21316,0.44525
2012,"Rhineland-Palatinate, Saarland",Urban regions,Inexpensive,0.33423,118,270,0.27786,0.39060
2012,"Rhineland-Palatinate, Saarland",Urban regions,Reasonable,0.42721,114,270,0.36809,0.48632
2012,"Rhineland-Palatinate, Saarland",Urban regions,Slightly Expensive,0.12382,38,270,0.08446,0.16319
2012,"Rhineland-Palatinate, Saarland",Rural regions,Reasonable,0.41360,36,36,0.25044,0.57676
2012,Baden-Wuerttemberg,Urban regions,Very Inexpensive,0.07631,72,722,0.05693,0.09569
2012,Baden-Wuerttemberg,Urban regions,Inexpensive,0.25001,193,722,0.21840,0.28162
2012,Baden-Wuerttemberg,Urban regions,Reasonable,0.49302,340,722,0.45652,0.52951
2012,Baden-Wuerttemberg,Urban regions,Slightly Expensive,0.16536,117,722,0.13824,0.19248
2012,Bavaria,Urban regions,Very Inexpensive,0.08550,62,538,0.06185,0.10915
2012,Bavaria,Urban regions,Inexpensive,0.24602,141,538,0.20959,0.28245
2012,Bavaria,Urban regions,Reasonable,0.42934,237,538,0.38748,0.47121
2012,Bavaria,Urban regions,Slightly Expensive,0.19462,98,538,0.16113,0.22811
2012,Bavaria,Rural regions,Very Inexpensive,0.11009,51,542,0.08371,0.13646
2012,Bavaria,Rural regions,Inexpensive,0.24636,154,542,0.21005,0.28267
2012,Bavaria,Rural regions,Reasonable,0.46057,256,542,0.41857,0.50257
2012,Bavaria,Rural regions,Slightly Expensive,0.15832,81,542,0.12756,0.18908
2012,Berlin,Urban regions,Very Inexpensive,0.09575,47,534,0.07077,0.12073
2012,Berlin,Urban regions,Inexpensive,0.27943,161,534,0.24134,0.31753
2012,Berlin,Urban regions,Reasonable,0.40896,231,534,0.36722,0.45069
2012,Berlin,Urban regions,Slightly Expensive,0.17453,95,534,0.14231,0.20676
2012,Brandenburg,Rural regions,Inexpensive,0.17765,68,270,0.13198,0.22333
2012,Brandenburg,Rural regions,Reasonable,0.44808,131,270,0.38866,0.50751
2012,Brandenburg,Rural regions,Slightly Expensive,0.25598,71,270,0.20383,0.30814
2012,Mecklenburg-Western Pomerania,Rural regions,Inexpensive,0.29166,53,196,0.22786,0.35546
2012,Mecklenburg-Western Pomerania,Rural regions,Reasonable,0.46867,105,196,0.39862,0.53871
2012,Mecklenburg-Western Pomerania,Rural regions,Slightly Expensive,0.14218,38,196,0.09316,0.19120
2012,Saxony,Urban regions,Inexpensive,0.30496,111,355,0.25700,0.35292
2012,Saxony,Urban regions,Reasonable,0.45473,174,355,0.40286,0.50660
2012,Saxony,Urban regions,Slightly Expensive,0.15743,70,355,0.11949,0.19537
2012,Saxony,Rural regions,Inexpensive,0.28785,71,255,0.23217,0.34353
2012,Saxony,Rural regions,Reasonable,0.45477,141,255,0.39353,0.51600
2012,Saxony,Rural regions,Slightly Expensive,0.18261,43,255,0.13509,0.23012
2012,Saxony-Anhalt,Urban regions,Reasonable,0.37601,44,75,0.26564,0.48637
2012,Saxony-Anhalt,Urban regions,Slightly Expensive,0.32626,31,75,0.21943,0.43308
2012,Saxony-Anhalt,Rural regions,Inexpensive,0.16436,53,207,0.11375,0.21496
2012,Saxony-Anhalt,Rural regions,Reasonable,0.51740,102,207,0.44917,0.58564
2012,Saxony-Anhalt,Rural regions,Slightly Expensive,0.17985,52,207,0.12740,0.23229
2012,Thuringa,Urban regions,Inexpensive,0.24840,37,97,0.16196,0.33483
2012,Thuringa,Urban regions,Reasonable,0.37181,60,97,0.27513,0.46849
2012,Thuringa,Rural regions,Inexpensive,0.24682,47,130,0.17242,0.32122
2012,Thuringa,Rural regions,Reasonable,0.48320,83,130,0.39696,0.56943
2013,Schleswig-Holstein,Urban regions,Reasonable,0.44605,60,60,0.31921,0.57289
2013,Schleswig-Holstein,Rural regions,Inexpensive,0.32236,72,215,0.25974,0.38498
2013,Schleswig-Holstein,Rural regions,Reasonable,0.42118,100,215,0.35503,0.48734
2013,Schleswig-Holstein,Rural regions,Slightly Expensive,0.19890,43,215,0.14542,0.25239
2013,Hamburg,Urban regions,Inexpensive,0.31780,68,228,0.25722,0.37837
2013,Hamburg,Urban regions,Reasonable,0.43116,120,228,0.36674,0.49559
2013,Hamburg,Urban regions,Slightly Expensive,0.19941,40,228,0.14743,0.25138
2013,Lower Saxony,Urban regions,Inexpensive,0.20209,94,348,0.15984,0.24434
2013,Lower Saxony,Urban regions,Reasonable,0.49664,185,348,0.44403,0.54925
2013,Lower Saxony,Urban regions,Slightly Expensive,0.18100,69,348,0.14049,0.22151
2013,Lower Saxony,Rural regions,Very Inexpensive,0.12634,39,351,0.09154,0.16115
2013,Lower Saxony,Rural regions,Inexpensive,0.28914,103,351,0.24165,0.33664
2013,Lower Saxony,Rural regions,Reasonable,0.48164,162,351,0.42929,0.53398
2013,Lower Saxony,Rural regions,Slightly Expensive,0.09439,47,351,0.06376,0.12502
2013,Bremen,Urban regions,Reasonable,0.55463,52,52,0.41823,0.69104
2013,North Rhine-Westphalia,Urban regions,Very Inexpensive,0.06090,118,2034,0.05050,0.07129
2013,North Rhine-Westphalia,Urban regions,Inexpensive,0.23147,473,2034,0.21314,0.24981
2013,North Rhine-Westphalia,Urban regions,Reasonable,0.52897,1021,2034,0.50727,0.55067
2013,North Rhine-Westphalia,Urban regions,Slightly Expensive,0.15725,356,2034,0.14142,0.17307
2013,North Rhine-Westphalia,Urban regions,Too Expensive,0.02142,66,2034,0.01512,0.02771
2013,Hesse,Urban regions,Very Inexpensive,0.05459,31,557,0.03571,0.07347
2013,Hesse,Urban regions,Inexpensive,0.32397,177,557,0.28507,0.36287
2013,Hesse,Urban regions,Reasonable,0.37213,236,557,0.33195,0.41231
2013,Hesse,Urban regions,Slightly Expensive,0.20972,113,557,0.17588,0.24356
2013,Hesse,Rural regions,Inexpensive,0.43963,37,79,0.32948,0.54978
2013,Hesse,Rural regions,Reasonable,0.42274,42,79,0.31311,0.53237
2013,"Rhineland-Palatinate, Saarland",Urban regions,Very Inexpensive,0.11794,40,368,0.08494,0.15094
2013,"Rhineland-Palatinate, Saarland",Urban regions,Inexpensive,0.35752,118,368,0.30849,0.40656
2013,"Rhineland-Palatinate, Saarland",Urban regions,Reasonable,0.36817,136,368,0.31882,0.41751
2013,"Rhineland-Palatinate, Saarland",Urban regions,Slightly Expensive,0.15158,74,368,0.11489,0.18827
2013,"Rhineland-Palatinate, Saarland",Rural regions,Reasonable,0.46995,42,42,0.31718,0.62273
2013,Baden-Wuerttemberg,Urban regions,Very Inexpensive,0.08258,77,907,0.06466,0.10050
2013,Baden-Wuerttemberg,Urban regions,Inexpensive,0.27003,241,907,0.24112,0.29894
2013,Baden-Wuerttemberg,Urban regions,Reasonable,0.46685,395,907,0.43436,0.49934
2013,Baden-Wuerttemberg,Urban regions,Slightly Expensive,0.14920,155,907,0.12600,0.17240
2013,Baden-Wuerttemberg,Urban regions,Too Expensive,0.03134,39,907,0.01999,0.04268
2013,Baden-Wuerttemberg,Rural regions,Reasonable,0.44518,37,37,0.28283,0.60752
2013,Bavaria,Urban regions,Very Inexpensive,0.10035,84,713,0.07828,0.12242
2013,Bavaria,Urban regions,Inexpensive,0.22685,178,713,0.19609,0.25761
2013,Bavaria,Urban regions,Reasonable,0.44615,316,713,0.40963,0.48266
2013,Bavaria,Urban regions,Slightly Expensive,0.19859,135,713,0.16928,0.22789
2013,Bavaria,Rural regions,Very Inexpensive,0.07130,55,665,0.05173,0.09087
2013,Bavaria,Rural regions,Inexpensive,0.28489,190,665,0.25056,0.31923
2013,Bavaria,Rural regions,Reasonable,0.47466,314,665,0.43667,0.51264
2013,Bavaria,Rural regions,Slightly Expensive,0.14798,106,665,0.12097,0.17499
2013,Berlin,Urban regions,Very Inexpensive,0.09948,50,603,0.07557,0.12339
2013,Berlin,Urban regions,Inexpensive,0.27165,174,603,0.23612,0.30718
2013,Berlin,Urban regions,Reasonable,0.40342,268,603,0.36423,0.44261
2013,Berlin,Urban regions,Slightly Expensive,0.17821,111,603,0.14764,0.20878
2013,Brandenburg,Rural regions,Inexpensive,0.16966,61,280,0.12562,0.21370
2013,Brandenburg,Rural regions,Reasonable,0.48290,151,280,0.42426,0.54153
2013,Brandenburg,Rural regions,Slightly Expensive,0.18732,68,280,0.14154,0.23310
2013,Mecklenburg-Western Pomerania,Rural regions,Inexpensive,0.28005,51,189,0.21586,0.34423
2013,Mecklenburg-Western Pomerania,Rural regions,Reasonable,0.49529,102,189,0.42382,0.56676
2013,Mecklenburg-Western Pomerania,Rural regions,Slightly Expensive,0.15805,36,189,0.10591,0.21020
2013,Saxony,Urban regions,Inexpensive,0.27681,112,365,0.23085,0.32278
2013,Saxony,Urban regions,Reasonable,0.50756,181,365,0.45620,0.55892
2013,Saxony,Urban regions,Slightly Expensive,0.14763,72,365,0.11119,0.18407
2013,Saxony,Rural regions,Inexpensive,0.33030,67,246,0.27140,0.38919
2013,Saxony,Rural regions,Reasonable,0.44335,142,246,0.38115,0.50556
2013,Saxony,Rural regions,Slightly Expensive,0.14859,37,246,0.10405,0.19313
2013,Saxony-Anhalt,Urban regions,Reasonable,0.55470,60,60,0.42788,0.68152
2013,Saxony-Anhalt,Rural regions,Inexpensive,0.28560,61,221,0.22591,0.34529
2013,Saxony-Anhalt,Rural regions,Reasonable,0.48009,118,221,0.41407,0.54611
2013,Saxony-Anhalt,Rural regions,Slightly Expensive,0.14001,42,221,0.09415,0.18586
2013,Thuringa,Urban regions,Reasonable,0.46771,68,68,0.34823,0.58718
2013,Thuringa,Rural regions,Reasonable,0.50721,85,118,0.41662,0.59781
2013,Thuringa,Rural regions,Slightly Expensive,0.22631,33,118,0.15049,0.30213
2014,Schleswig-Holstein,Urban regions,Reasonable,0.46085,51,51,0.32268,0.59901
