year,bula_h,hhtyp,hlc0080_h,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1994,Berlin,Single-person household,No,0.88038,76,76,0.80694,0.95383
1994,Berlin,Couple without children,No,0.93805,63,63,0.87804,0.99806
1994,Berlin,Couple with children,No,0.84440,99,99,0.77263,0.91617
1994,Brandenburg,Single-person household,No,0.66258,34,34,0.50126,0.82391
1994,Brandenburg,Couple without children,No,0.89874,76,76,0.83046,0.96701
1994,Brandenburg,Couple with children,No,0.82488,106,106,0.75218,0.89758
1994,Mecklenburg-Western Pomerania,Couple without children,No,0.84163,42,42,0.72987,0.95338
1994,Mecklenburg-Western Pomerania,Couple with children,No,0.74953,74,74,0.65014,0.84893
1994,Saxony,Single-person household,Yes,0.36865,32,88,0.26728,0.47003
1994,Saxony,Single-person household,No,0.63135,56,88,0.52997,0.73272
1994,Saxony,Couple without children,No,0.91003,143,143,0.86296,0.95709
1994,Saxony,Couple with children,Yes,0.19395,44,250,0.14484,0.24307
1994,Saxony,Couple with children,No,0.80605,206,250,0.75693,0.85516
1994,Saxony-Anhalt,Single-person household,No,0.67957,36,36,0.52497,0.83417
1994,Saxony-Anhalt,Couple without children,No,0.89345,86,86,0.82786,0.95904
1994,Saxony-Anhalt,Couple with children,No,0.85824,131,131,0.79828,0.91820
1994,Thuringa,Single-person household,No,0.61869,38,38,0.46218,0.77519
1994,Thuringa,Couple without children,No,0.90706,65,65,0.83592,0.97819
1994,Thuringa,Couple with children,No,0.79900,132,132,0.73038,0.86763
1995,Schleswig-Holstein,Single-person household,No,0.96683,33,33,0.90478,1.02888
1995,Schleswig-Holstein,Couple without children,No,0.96282,44,44,0.90626,1.01937
1995,Schleswig-Holstein,Couple with children,No,0.82828,49,49,0.72159,0.93497
1995,Hamburg,Single-person household,No,0.85410,35,35,0.73544,0.97276
1995,Lower Saxony,Single-person household,No,0.87346,99,99,0.80764,0.93928
1995,Lower Saxony,Couple without children,No,0.97164,150,150,0.94498,0.99829
1995,Lower Saxony,Couple with children,No,0.91923,181,181,0.87942,0.95903
1995,North Rhine-Westphalia,Single-person household,No,0.96390,274,274,0.94177,0.98603
1995,North Rhine-Westphalia,Couple without children,No,0.98036,338,338,0.96555,0.99518
1995,North Rhine-Westphalia,Single parent,No,0.83048,58,58,0.73307,0.92789
1995,North Rhine-Westphalia,Couple with children,Yes,0.05719,43,551,0.03779,0.07660
1995,North Rhine-Westphalia,Couple with children,No,0.94281,508,551,0.92340,0.96221
1995,Hesse,Single-person household,No,0.92065,90,90,0.86450,0.97681
1995,Hesse,Couple without children,No,0.98222,154,154,0.96127,1.00316
1995,Hesse,Couple with children,No,0.97000,182,182,0.94515,0.99485
1995,"Rhineland-Palatinate, Saarland",Single-person household,No,0.91031,54,54,0.83338,0.98724
1995,"Rhineland-Palatinate, Saarland",Couple without children,No,0.98648,96,96,0.96325,1.00970
1995,"Rhineland-Palatinate, Saarland",Couple with children,No,0.95705,141,141,0.92346,0.99063
1995,Baden-Wuerttemberg,Single-person household,No,0.94441,160,160,0.90880,0.98003
1995,Baden-Wuerttemberg,Couple without children,No,0.99711,211,211,0.98985,1.00437
1995,Baden-Wuerttemberg,Single parent,No,0.90587,39,39,0.81302,0.99871
1995,Baden-Wuerttemberg,Couple with children,No,0.96646,363,363,0.94791,0.98501
1995,Bavaria,Single-person household,No,0.97723,193,193,0.95613,0.99833
1995,Bavaria,Couple without children,No,0.99256,226,226,0.98133,1.00379
1995,Bavaria,Single parent,No,0.95026,43,43,0.88450,1.01601
1995,Bavaria,Couple with children,No,0.97476,344,344,0.95816,0.99136
1995,Berlin,Single-person household,No,0.86120,80,80,0.78496,0.93744
1995,Berlin,Couple without children,No,0.97491,72,72,0.93853,1.01129
1995,Berlin,Couple with children,No,0.90698,101,101,0.85004,0.96391
1995,Brandenburg,Single-person household,No,0.82061,39,39,0.69862,0.94260
1995,Brandenburg,Couple without children,No,0.96649,75,75,0.92548,1.00749
1995,Brandenburg,Couple with children,No,0.84985,103,103,0.78052,0.91917
1995,Mecklenburg-Western Pomerania,Couple without children,No,0.92656,49,49,0.85276,1.00036
1995,Mecklenburg-Western Pomerania,Couple with children,No,0.83337,80,80,0.75119,0.91554
1995,Saxony,Single-person household,No,0.78809,71,71,0.69235,0.88382
1995,Saxony,Couple without children,No,0.94424,154,154,0.90788,0.98060
1995,Saxony,Couple with children,Yes,0.19669,40,232,0.14543,0.24795
1995,Saxony,Couple with children,No,0.80331,192,232,0.75205,0.85457
1995,Saxony-Anhalt,Single-person household,No,0.75173,45,45,0.62408,0.87938
1995,Saxony-Anhalt,Couple without children,No,0.92887,89,89,0.87516,0.98257
1995,Saxony-Anhalt,Couple with children,No,0.91755,137,137,0.87132,0.96377
1995,Thuringa,Single-person household,No,0.74199,45,45,0.61270,0.87127
1995,Thuringa,Couple without children,No,0.95996,70,70,0.91369,1.00622
1995,Thuringa,Couple with children,No,0.84045,131,131,0.77750,0.90340
1996,Schleswig-Holstein,Single-person household,No,0.99527,37,37,0.97285,1.01769
1996,Schleswig-Holstein,Couple without children,No,0.96945,42,42,0.91678,1.02213
1996,Schleswig-Holstein,Couple with children,No,0.86725,49,49,0.77126,0.96324
1996,Hamburg,Single-person household,No,0.82705,36,36,0.70175,0.95235
1996,Lower Saxony,Single-person household,No,0.89684,104,104,0.83810,0.95558
1996,Lower Saxony,Couple without children,No,0.97271,153,153,0.94680,0.99861
1996,Lower Saxony,Couple with children,No,0.93810,181,181,0.90289,0.97330
1996,North Rhine-Westphalia,Single-person household,No,0.96124,274,274,0.93834,0.98414
1996,North Rhine-Westphalia,Couple without children,No,0.99178,331,331,0.98203,1.00152
1996,North Rhine-Westphalia,Single parent,No,0.85554,63,63,0.76803,0.94305
1996,North Rhine-Westphalia,Couple with children,Yes,0.05977,38,540,0.03975,0.07978
1996,North Rhine-Westphalia,Couple with children,No,0.94023,502,540,0.92022,0.96025
1996,Hesse,Single-person household,No,0.92713,91,91,0.87343,0.98083
1996,Hesse,Couple without children,No,0.97511,143,143,0.94949,1.00074
1996,Hesse,Couple with children,No,0.97887,176,176,0.95757,1.00018
1996,"Rhineland-Palatinate, Saarland",Single-person household,No,0.88398,55,55,0.79857,0.96940
1996,"Rhineland-Palatinate, Saarland",Couple without children,No,0.99556,100,100,0.98246,1.00866
1996,"Rhineland-Palatinate, Saarland",Couple with children,No,0.94045,130,130,0.89961,0.98129
1996,Baden-Wuerttemberg,Single-person household,No,0.94986,162,162,0.91615,0.98357
1996,Baden-Wuerttemberg,Couple without children,No,0.99653,209,209,0.98853,1.00452
1996,Baden-Wuerttemberg,Single parent,No,0.82273,36,36,0.69620,0.94925
1996,Baden-Wuerttemberg,Couple with children,No,0.95823,348,348,0.93718,0.97928
1996,Bavaria,Single-person household,No,0.96739,191,191,0.94213,0.99264
1996,Bavaria,Couple without children,No,0.98516,228,228,0.96943,1.00089
1996,Bavaria,Single parent,No,0.94444,44,44,0.87597,1.01291
1996,Bavaria,Couple with children,No,0.96783,339,339,0.94902,0.98664
1996,Berlin,Single-person household,No,0.91703,82,82,0.85696,0.97710
1996,Berlin,Couple without children,No,0.98048,76,76,0.94916,1.01179
1996,Berlin,Couple with children,No,0.86260,97,97,0.79374,0.93147
1996,Brandenburg,Single-person household,No,0.84370,51,51,0.74304,0.94436
1996,Brandenburg,Couple without children,No,0.97231,83,83,0.93680,1.00783
1996,Brandenburg,Couple with children,No,0.84381,98,98,0.77156,0.91606
1996,Mecklenburg-Western Pomerania,Couple without children,No,0.96730,57,57,0.92071,1.01388
1996,Mecklenburg-Western Pomerania,Couple with children,No,0.87227,75,75,0.79622,0.94832
1996,Saxony,Single-person household,No,0.87379,81,81,0.80101,0.94656
1996,Saxony,Couple without children,No,0.98970,165,165,0.97425,1.00515
1996,Saxony,Couple with children,No,0.86005,202,202,0.81208,0.90801
1996,Saxony-Anhalt,Single-person household,No,0.89457,49,49,0.80769,0.98145
1996,Saxony-Anhalt,Couple without children,No,0.95310,97,97,0.91081,0.99539
1996,Saxony-Anhalt,Couple with children,No,0.94400,132,132,0.90463,0.98337
1996,Thuringa,Single-person household,No,0.74380,44,44,0.61332,0.87427
1996,Thuringa,Couple without children,No,0.92080,80,80,0.86124,0.98035
1996,Thuringa,Couple with children,No,0.87359,126,126,0.81534,0.93185
1997,Schleswig-Holstein,Couple without children,No,0.99754,45,45,0.98292,1.01217
1997,Schleswig-Holstein,Couple with children,No,0.89176,48,48,0.80294,0.98058
1997,Hamburg,Single-person household,No,0.87556,34,34,0.76293,0.98818
1997,Lower Saxony,Single-person household,No,0.88013,103,103,0.81709,0.94316
1997,Lower Saxony,Couple without children,No,0.97523,162,162,0.95123,0.99924
1997,Lower Saxony,Couple with children,No,0.92950,176,176,0.89157,0.96743
1997,North Rhine-Westphalia,Single-person household,No,0.95450,262,262,0.92922,0.97979
1997,North Rhine-Westphalia,Couple without children,No,0.98850,346,346,0.97725,0.99975
1997,North Rhine-Westphalia,Single parent,No,0.86959,71,71,0.79071,0.94848
1997,North Rhine-Westphalia,Couple with children,Yes,0.04856,36,514,0.02996,0.06716
1997,North Rhine-Westphalia,Couple with children,No,0.95144,478,514,0.93284,0.97004
1997,Hesse,Single-person household,No,0.95039,89,89,0.90502,0.99576
1997,Hesse,Couple without children,No,0.99444,136,136,0.98190,1.00698
1997,Hesse,Couple with children,No,0.97504,171,171,0.95159,0.99849
1997,"Rhineland-Palatinate, Saarland",Single-person household,No,0.89310,58,58,0.81288,0.97331
1997,"Rhineland-Palatinate, Saarland",Couple without children,No,0.99256,103,103,0.97588,1.00924
1997,"Rhineland-Palatinate, Saarland",Couple with children,No,0.92870,129,129,0.88413,0.97328
1997,Baden-Wuerttemberg,Single-person household,No,0.95714,157,157,0.92536,0.98892
1997,Baden-Wuerttemberg,Couple without children,No,0.99847,206,206,0.99313,1.00382
1997,Baden-Wuerttemberg,Single parent,No,0.84294,40,40,0.72874,0.95714
1997,Baden-Wuerttemberg,Couple with children,No,0.98405,353,353,0.97096,0.99714
1997,Bavaria,Single-person household,No,0.96407,182,182,0.93696,0.99119
1997,Bavaria,Couple without children,No,0.98482,226,226,0.96885,1.00080
1997,Bavaria,Single parent,No,0.92590,45,45,0.84851,1.00330
1997,Bavaria,Couple with children,No,0.97564,327,327,0.95891,0.99238
1997,Berlin,Single-person household,No,0.92159,85,85,0.86411,0.97908
1997,Berlin,Couple without children,No,0.99070,78,78,0.96926,1.01214
1997,Berlin,Couple with children,No,0.90834,89,89,0.84805,0.96863
1997,Brandenburg,Single-person household,No,0.85763,56,56,0.76528,0.94998
1997,Brandenburg,Couple without children,No,0.97819,87,87,0.94731,1.00906
1997,Brandenburg,Couple with children,No,0.87881,103,103,0.81547,0.94214
1997,Mecklenburg-Western Pomerania,Single-person household,No,0.82001,31,31,0.68253,0.95749
1997,Mecklenburg-Western Pomerania,Couple without children,No,0.94781,56,56,0.88902,1.00659
1997,Mecklenburg-Western Pomerania,Couple with children,No,0.86815,67,67,0.78652,0.94977
1997,Saxony,Single-person household,No,0.91180,82,82,0.85005,0.97356
1997,Saxony,Couple without children,No,0.98493,169,169,0.96650,1.00335
1997,Saxony,Couple with children,No,0.87911,197,197,0.83347,0.92475
1997,Saxony-Anhalt,Single-person household,No,0.92035,53,53,0.84677,0.99394
1997,Saxony-Anhalt,Couple without children,No,0.98154,103,103,0.95542,1.00766
1997,Saxony-Anhalt,Couple with children,No,0.93966,120,120,0.89687,0.98244
1997,Thuringa,Single-person household,No,0.79331,43,43,0.67085,0.91578
1997,Thuringa,Couple without children,No,0.94486,82,82,0.89516,0.99457
1997,Thuringa,Couple with children,No,0.88824,130,130,0.83387,0.94261
1998,Schleswig-Holstein,Single-person household,No,0.94204,40,40,0.86870,1.01538
1998,Schleswig-Holstein,Couple without children,No,0.96167,60,60,0.91268,1.01066
1998,Schleswig-Holstein,Couple with children,No,0.90890,57,57,0.83354,0.98427
1998,Hamburg,Single-person household,No,0.89426,45,45,0.80339,0.98512
1998,Lower Saxony,Single-person household,No,0.88205,119,119,0.82385,0.94025
1998,Lower Saxony,Couple without children,No,0.97427,193,193,0.95187,0.99666
1998,Lower Saxony,Couple with children,No,0.92551,211,211,0.89000,0.96102
1998,North Rhine-Westphalia,Single-person household,No,0.93626,319,319,0.90941,0.96311
1998,North Rhine-Westphalia,Couple without children,No,0.98348,436,436,0.97150,0.99546
1998,North Rhine-Westphalia,Single parent,No,0.87550,76,76,0.80077,0.95022
1998,North Rhine-Westphalia,Couple with children,Yes,0.04703,31,565,0.02956,0.06450
1998,North Rhine-Westphalia,Couple with children,No,0.95297,534,565,0.93550,0.97044
1998,North Rhine-Westphalia,Other Combinations,No,0.92046,31,31,0.82363,1.01729
1998,Hesse,Single-person household,No,0.95936,101,101,0.92065,0.99806
1998,Hesse,Couple without children,No,0.99512,154,154,0.98407,1.00616
1998,Hesse,Couple with children,No,0.96826,190,190,0.94326,0.99325
1998,"Rhineland-Palatinate, Saarland",Single-person household,No,0.91987,79,79,0.85962,0.98012
1998,"Rhineland-Palatinate, Saarland",Couple without children,No,0.99232,120,120,0.97664,1.00801
1998,"Rhineland-Palatinate, Saarland",Couple with children,No,0.92205,154,154,0.87956,0.96453
1998,Baden-Wuerttemberg,Single-person household,No,0.96658,198,198,0.94148,0.99168
1998,Baden-Wuerttemberg,Couple without children,No,0.99349,226,226,0.98298,1.00400
1998,Baden-Wuerttemberg,Single parent,No,0.80339,48,48,0.68977,0.91702
1998,Baden-Wuerttemberg,Couple with children,No,0.95836,362,362,0.93775,0.97897
1998,Bavaria,Single-person household,No,0.96735,220,220,0.94382,0.99089
1998,Bavaria,Couple without children,No,0.98435,280,280,0.96979,0.99891
1998,Bavaria,Single parent,No,0.94828,53,53,0.88809,1.00847
1998,Bavaria,Couple with children,No,0.97516,367,367,0.95922,0.99111
1998,Berlin,Single-person household,No,0.95526,109,109,0.91627,0.99425
1998,Berlin,Couple without children,No,0.98520,79,79,0.95841,1.01200
1998,Berlin,Couple with children,No,0.92571,85,85,0.86963,0.98179
1998,Brandenburg,Single-person household,No,0.86505,64,64,0.78069,0.94942
1998,Brandenburg,Couple without children,No,0.99163,93,93,0.97301,1.01025
1998,Brandenburg,Couple with children,No,0.93301,103,103,0.88449,0.98153
1998,Mecklenburg-Western Pomerania,Single-person household,No,0.84001,38,38,0.72189,0.95814
1998,Mecklenburg-Western Pomerania,Couple without children,No,0.97537,54,54,0.93364,1.01710
1998,Mecklenburg-Western Pomerania,Couple with children,No,0.89954,78,78,0.83240,0.96669
1998,Saxony,Single-person household,No,0.87488,92,92,0.80691,0.94286
1998,Saxony,Couple without children,No,0.97624,183,183,0.95411,0.99837
1998,Saxony,Couple with children,No,0.88632,215,215,0.84379,0.92885
1998,Saxony-Anhalt,Single-person household,No,0.87415,64,64,0.79224,0.95605
1998,Saxony-Anhalt,Couple without children,No,0.97035,119,119,0.93974,1.00095
1998,Saxony-Anhalt,Couple with children,No,0.96950,121,121,0.93873,1.00027
1998,Thuringa,Single-person household,No,0.85120,50,50,0.75155,0.95085
1998,Thuringa,Couple without children,No,0.96330,102,102,0.92663,0.99997
1998,Thuringa,Couple with children,No,0.86336,135,135,0.80521,0.92152
1999,Schleswig-Holstein,Single-person household,No,0.92306,41,41,0.84046,1.00565
1999,Schleswig-Holstein,Couple without children,No,0.99606,55,55,0.97934,1.01277
1999,Schleswig-Holstein,Couple with children,No,0.94448,60,60,0.88604,1.00291
1999,Hamburg,Single-person household,No,0.89727,36,36,0.79668,0.99785
1999,Lower Saxony,Single-person household,No,0.90054,114,114,0.84536,0.95572
1999,Lower Saxony,Couple without children,No,0.98224,192,192,0.96351,1.00097
1999,Lower Saxony,Couple with children,No,0.94696,211,211,0.91665,0.97727
1999,North Rhine-Westphalia,Single-person household,No,0.95260,307,307,0.92879,0.97641
1999,North Rhine-Westphalia,Couple without children,No,0.99514,423,423,0.98850,1.00177
1999,North Rhine-Westphalia,Single parent,No,0.86657,64,64,0.78260,0.95054
1999,North Rhine-Westphalia,Couple with children,Yes,0.05676,37,559,0.03756,0.07596
1999,North Rhine-Westphalia,Couple with children,No,0.94324,522,559,0.92404,0.96244
1999,Hesse,Single-person household,No,0.95506,84,84,0.91049,0.99963
1999,Hesse,Couple without children,No,0.98501,162,162,0.96624,1.00378
1999,Hesse,Couple with children,No,0.96408,172,172,0.93619,0.99197
1999,"Rhineland-Palatinate, Saarland",Single-person household,No,0.94012,73,73,0.88531,0.99492
1999,"Rhineland-Palatinate, Saarland",Couple with children,No,0.93989,147,147,0.90134,0.97845
1999,Baden-Wuerttemberg,Single-person household,No,0.95006,193,193,0.91924,0.98087
1999,Baden-Wuerttemberg,Couple without children,No,0.98506,212,212,0.96870,1.00143
1999,Baden-Wuerttemberg,Single parent,No,0.64219,40,40,0.49174,0.79264
1999,Baden-Wuerttemberg,Couple with children,No,0.98326,354,354,0.96988,0.99664
1999,Bavaria,Single-person household,No,0.95575,197,197,0.92696,0.98454
1999,Bavaria,Couple without children,No,0.99300,285,285,0.98331,1.00270
1999,Bavaria,Single parent,No,0.90668,48,48,0.82351,0.98984
1999,Bavaria,Couple with children,No,0.97079,348,348,0.95307,0.98851
1999,Berlin,Single-person household,No,0.92824,103,103,0.87815,0.97833
1999,Berlin,Couple without children,No,0.98855,80,80,0.96509,1.01201
1999,Berlin,Couple with children,No,0.90523,83,83,0.84183,0.96862
1999,Brandenburg,Single-person household,No,0.88217,56,56,0.79696,0.96737
1999,Brandenburg,Couple without children,No,0.99183,97,97,0.97382,1.00984
1999,Brandenburg,Couple with children,No,0.89694,99,99,0.83675,0.95714
1999,Mecklenburg-Western Pomerania,Single-person household,No,0.73300,36,36,0.58643,0.87956
1999,Mecklenburg-Western Pomerania,Couple without children,No,0.98818,55,55,0.95936,1.01701
1999,Mecklenburg-Western Pomerania,Couple with children,No,0.87647,68,68,0.79768,0.95526
1999,Saxony,Single-person household,No,0.87629,101,101,0.81176,0.94083
1999,Saxony,Couple without children,No,0.99152,192,192,0.97851,1.00452
1999,Saxony,Couple with children,No,0.90454,205,205,0.86421,0.94486
1999,Saxony-Anhalt,Single-person household,No,0.87515,67,67,0.79541,0.95490
1999,Saxony-Anhalt,Couple without children,No,0.98771,119,119,0.96784,1.00759
1999,Saxony-Anhalt,Couple with children,No,0.94850,116,116,0.90810,0.98890
1999,Thuringa,Single-person household,No,0.88770,62,62,0.80847,0.96694
1999,Thuringa,Couple without children,No,0.95896,96,96,0.91906,0.99885
1999,Thuringa,Couple with children,No,0.86484,134,134,0.80673,0.92295
2000,Schleswig-Holstein,Single-person household,No,0.95074,104,104,0.90895,0.99254
2000,Schleswig-Holstein,Couple without children,No,0.98270,139,139,0.96095,1.00446
2000,Schleswig-Holstein,Couple with children,No,0.95308,115,115,0.91426,0.99190
2000,Hamburg,Single-person household,No,0.92341,80,80,0.86476,0.98205
2000,Hamburg,Couple without children,No,0.98505,49,49,0.95072,1.01938
2000,Hamburg,Couple with children,No,0.97618,43,43,0.93005,1.02230
2000,Lower Saxony,Single-person household,No,0.94455,241,241,0.91560,0.97350
2000,Lower Saxony,Couple without children,No,0.98229,340,340,0.96825,0.99633
2000,Lower Saxony,Single parent,No,0.73552,42,42,0.60051,0.87052
2000,Lower Saxony,Couple with children,No,0.92925,363,363,0.90283,0.95566
2000,Bremen,Single-person household,No,0.91021,47,47,0.82759,0.99283
2000,North Rhine-Westphalia,Single-person household,Yes,0.04747,32,691,0.03160,0.06333
2000,North Rhine-Westphalia,Single-person household,No,0.95253,659,691,0.93667,0.96840
2000,North Rhine-Westphalia,Couple without children,No,0.98525,870,870,0.97723,0.99326
2000,North Rhine-Westphalia,Single parent,No,0.82765,119,119,0.75951,0.89580
2000,North Rhine-Westphalia,Couple with children,Yes,0.03854,46,992,0.02656,0.05053
2000,North Rhine-Westphalia,Couple with children,No,0.96146,946,992,0.94947,0.97344
2000,North Rhine-Westphalia,Other Combinations,No,0.98264,35,35,0.93873,1.02654
2000,Hesse,Single-person household,No,0.96828,203,203,0.94411,0.99245
2000,Hesse,Couple without children,No,0.98286,286,286,0.96779,0.99793
2000,Hesse,Single parent,No,0.79777,38,38,0.66835,0.92720
2000,Hesse,Couple with children,No,0.96771,315,315,0.94816,0.98727
2000,"Rhineland-Palatinate, Saarland",Single-person household,No,0.95177,172,172,0.91966,0.98388
2000,"Rhineland-Palatinate, Saarland",Couple without children,No,0.99474,223,223,0.98522,1.00425
2000,"Rhineland-Palatinate, Saarland",Single parent,No,0.83702,41,41,0.72255,0.95148
2000,"Rhineland-Palatinate, Saarland",Couple with children,No,0.95823,285,285,0.93496,0.98150
2000,Baden-Wuerttemberg,Single-person household,No,0.94227,321,321,0.91671,0.96782
2000,Baden-Wuerttemberg,Couple without children,No,0.99811,423,423,0.99397,1.00225
2000,Baden-Wuerttemberg,Single parent,No,0.78746,73,73,0.69296,0.88196
2000,Baden-Wuerttemberg,Couple with children,No,0.97286,609,609,0.95995,0.98578
2000,Bavaria,Single-person household,No,0.98435,443,443,0.97278,0.99592
2000,Bavaria,Couple without children,No,0.98469,528,528,0.97421,0.99517
2000,Bavaria,Single parent,No,0.92419,93,93,0.87010,0.97828
2000,Bavaria,Couple with children,No,0.98361,643,643,0.97378,0.99343
2000,Berlin,Single-person household,No,0.94625,185,185,0.91367,0.97884
2000,Berlin,Couple without children,No,0.99101,119,119,0.97398,1.00804
2000,Berlin,Single parent,No,0.85401,42,42,0.74592,0.96209
2000,Berlin,Couple with children,No,0.89804,122,122,0.84413,0.95196
2000,Brandenburg,Single-person household,No,0.86410,115,115,0.80119,0.92700
2000,Brandenburg,Couple without children,No,0.98984,163,163,0.97440,1.00528
2000,Brandenburg,Couple with children,No,0.90874,167,167,0.86493,0.95255
2000,Mecklenburg-Western Pomerania,Single-person household,No,0.84272,77,77,0.76086,0.92457
2000,Mecklenburg-Western Pomerania,Couple without children,No,0.98534,91,91,0.96051,1.01017
2000,Mecklenburg-Western Pomerania,Couple with children,No,0.88630,92,92,0.82108,0.95153
2000,Saxony,Single-person household,No,0.91784,199,199,0.87959,0.95609
2000,Saxony,Couple without children,No,0.97975,292,292,0.96356,0.99593
2000,Saxony,Single parent,No,0.66075,34,34,0.49922,0.82229
2000,Saxony,Couple with children,Yes,0.10394,33,336,0.07126,0.13663
2000,Saxony,Couple with children,No,0.89606,303,336,0.86337,0.92874
2000,Saxony-Anhalt,Single-person household,No,0.81899,90,90,0.73900,0.89898
2000,Saxony-Anhalt,Couple without children,No,0.98019,196,196,0.96064,0.99975
2000,Saxony-Anhalt,Couple with children,No,0.96479,173,173,0.93724,0.99233
2000,Thuringa,Single-person household,No,0.89519,114,114,0.83871,0.95167
2000,Thuringa,Couple without children,No,0.98057,155,155,0.95876,1.00237
2000,Thuringa,Couple with children,No,0.91452,181,181,0.87368,0.95537
2001,Schleswig-Holstein,Single-person household,No,0.91825,88,88,0.86068,0.97583
2001,Schleswig-Holstein,Couple without children,No,0.99473,127,127,0.98209,1.00737
2001,Schleswig-Holstein,Couple with children,No,0.95499,106,106,0.91534,0.99465
2001,Hamburg,Single-person household,No,0.91635,79,79,0.85491,0.97779
2001,Hamburg,Couple without children,No,0.98435,42,42,0.94637,1.02234
2001,Hamburg,Couple with children,No,0.91400,35,35,0.81976,1.00824
2001,Lower Saxony,Single-person household,No,0.93253,190,190,0.89677,0.96829
2001,Lower Saxony,Couple without children,No,0.98354,304,304,0.96922,0.99787
2001,Lower Saxony,Single parent,No,0.80962,40,40,0.68641,0.93284
2001,Lower Saxony,Couple with children,No,0.95143,345,345,0.92871,0.97415
2001,Bremen,Single-person household,No,0.91468,39,39,0.82585,1.00350
2001,North Rhine-Westphalia,Single-person household,Yes,0.05364,33,601,0.03561,0.07167
2001,North Rhine-Westphalia,Single-person household,No,0.94636,568,601,0.92833,0.96439
2001,North Rhine-Westphalia,Couple without children,No,0.97683,776,776,0.96623,0.98742
2001,North Rhine-Westphalia,Single parent,No,0.77732,102,102,0.69618,0.85846
2001,North Rhine-Westphalia,Couple with children,Yes,0.05201,50,892,0.03743,0.06659
2001,North Rhine-Westphalia,Couple with children,No,0.94799,842,892,0.93341,0.96257
2001,North Rhine-Westphalia,Other Combinations,No,0.93518,31,31,0.84707,1.02328
2001,Hesse,Single-person household,No,0.95784,172,172,0.92772,0.98796
2001,Hesse,Couple without children,No,0.97748,244,244,0.95883,0.99614
2001,Hesse,Couple with children,No,0.95161,274,274,0.92615,0.97706
2001,"Rhineland-Palatinate, Saarland",Single-person household,No,0.97593,158,158,0.95195,0.99990
2001,"Rhineland-Palatinate, Saarland",Couple without children,No,0.99473,201,201,0.98469,1.00476
2001,"Rhineland-Palatinate, Saarland",Single parent,No,0.74305,36,36,0.59828,0.88781
2001,"Rhineland-Palatinate, Saarland",Couple with children,No,0.94737,264,264,0.92039,0.97436
2001,Baden-Wuerttemberg,Single-person household,No,0.94788,307,307,0.92298,0.97279
2001,Baden-Wuerttemberg,Couple without children,No,0.99275,361,361,0.98399,1.00151
2001,Baden-Wuerttemberg,Single parent,No,0.79125,63,63,0.69008,0.89241
2001,Baden-Wuerttemberg,Couple with children,No,0.96712,530,530,0.95193,0.98232
2001,Bavaria,Single-person household,No,0.97798,406,406,0.96369,0.99227
2001,Bavaria,Couple without children,No,0.98514,460,460,0.97407,0.99621
2001,Bavaria,Single parent,No,0.91990,95,95,0.86503,0.97478
2001,Bavaria,Couple with children,No,0.98509,575,575,0.97518,0.99501
2001,Berlin,Single-person household,No,0.91974,160,160,0.87750,0.96197
2001,Berlin,Couple without children,No,0.98997,112,112,0.97143,1.00851
2001,Berlin,Single parent,No,0.87472,38,38,0.76805,0.98138
2001,Berlin,Couple with children,No,0.88900,121,121,0.83279,0.94520
2001,Brandenburg,Single-person household,No,0.88680,101,101,0.82470,0.94890
2001,Brandenburg,Couple without children,No,0.98390,168,168,0.96481,1.00299
2001,Brandenburg,Couple with children,No,0.89540,151,151,0.84643,0.94438
2001,Mecklenburg-Western Pomerania,Single-person household,No,0.79830,71,71,0.70430,0.89230
2001,Mecklenburg-Western Pomerania,Couple without children,No,0.98883,81,81,0.96581,1.01186
2001,Mecklenburg-Western Pomerania,Couple with children,No,0.90491,79,79,0.83982,0.97001
2001,Saxony,Single-person household,No,0.88773,175,175,0.84083,0.93464
2001,Saxony,Couple without children,No,0.98048,284,284,0.96437,0.99660
2001,Saxony,Couple with children,Yes,0.12124,36,299,0.08418,0.15830
2001,Saxony,Couple with children,No,0.87876,263,299,0.84170,0.91582
2001,Saxony-Anhalt,Single-person household,No,0.82230,85,85,0.74055,0.90405
2001,Saxony-Anhalt,Couple without children,No,0.98831,181,181,0.97260,1.00401
2001,Saxony-Anhalt,Couple with children,No,0.92317,159,159,0.88165,0.96470
2001,Thuringa,Single-person household,No,0.89462,109,109,0.83672,0.95253
2001,Thuringa,Couple without children,No,0.97185,145,145,0.94484,0.99887
2001,Thuringa,Couple with children,No,0.88959,158,158,0.84057,0.93861
2002,Schleswig-Holstein,Single-person household,No,0.93874,95,95,0.89026,0.98722
2002,Schleswig-Holstein,Couple without children,No,0.99419,135,135,0.98133,1.00706
2002,Schleswig-Holstein,Couple with children,No,0.91530,119,119,0.86506,0.96554
2002,Hamburg,Single-person household,No,0.94147,75,75,0.88799,0.99496
2002,Hamburg,Couple with children,No,0.95531,51,51,0.89804,1.01258
2002,Lower Saxony,Single-person household,No,0.94791,202,202,0.91718,0.97863
2002,Lower Saxony,Couple without children,No,0.98238,325,325,0.96805,0.99671
2002,Lower Saxony,Single parent,No,0.78520,49,49,0.66902,0.90138
2002,Lower Saxony,Couple with children,No,0.91405,364,364,0.88521,0.94288
2002,Bremen,Single-person household,No,0.89425,34,34,0.78933,0.99917
