year,bula_h,hhtyp,hlc0080_h,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2020,Saxony-Anhalt,Couple with children,No,0.99006,166,166,0.97492,1.00520
2020,Thuringa,Single-person household,No,0.94701,178,178,0.91401,0.98001
2020,Thuringa,Couple without children,No,0.99433,188,188,0.98357,1.00509
2020,Thuringa,Single parent,No,0.94080,50,50,0.87472,1.00688
2020,Thuringa,Couple with children,No,0.94404,169,169,0.90928,0.97879
2021,Schleswig-Holstein,Single-person household,No,0.99354,119,119,0.97908,1.00800
2021,Schleswig-Holstein,Couple without children,No,0.99689,129,129,0.98724,1.00654
2021,Schleswig-Holstein,Single parent,No,0.98396,38,38,0.94349,1.02444
2021,Schleswig-Holstein,Couple with children,No,0.98273,191,191,0.96420,1.00125
2021,Hamburg,Single-person household,No,0.98276,96,96,0.95658,1.00893
2021,Hamburg,Couple without children,No,0.99819,90,90,0.98936,1.00702
2021,Hamburg,Couple with children,No,0.99618,73,73,0.98192,1.01043
2021,Lower Saxony,Single-person household,No,0.97122,302,302,0.95233,0.99011
2021,Lower Saxony,Couple without children,No,0.99987,331,331,0.99867,1.00108
2021,Lower Saxony,Single parent,No,0.91634,94,94,0.86007,0.97262
2021,Lower Saxony,Couple with children,No,0.97380,386,386,0.95784,0.98975
2021,Lower Saxony,Other Combinations,No,0.84440,31,31,0.71468,0.97411
2021,North Rhine-Westphalia,Single-person household,No,0.97977,703,703,0.96936,0.99018
2021,North Rhine-Westphalia,Couple without children,No,0.99725,690,690,0.99334,1.00116
2021,North Rhine-Westphalia,Single parent,No,0.96512,187,187,0.93875,0.99149
2021,North Rhine-Westphalia,Couple with children,Yes,0.04421,64,922,0.03094,0.05749
2021,North Rhine-Westphalia,Couple with children,No,0.95579,858,922,0.94251,0.96906
2021,North Rhine-Westphalia,Other Combinations,No,0.97968,96,96,0.95131,1.00805
2021,Hesse,Single-person household,No,0.97185,241,241,0.95092,0.99277
2021,Hesse,Couple without children,No,0.99999,217,217,0.99949,1.00048
2021,Hesse,Single parent,No,0.96241,69,69,0.91721,1.00762
2021,Hesse,Couple with children,No,0.96384,254,254,0.94083,0.98684
2021,"Rhineland-Palatinate, Saarland",Single-person household,No,0.96558,158,158,0.93706,0.99410
2021,"Rhineland-Palatinate, Saarland",Couple without children,No,0.99965,170,170,0.99683,1.00247
2021,"Rhineland-Palatinate, Saarland",Single parent,No,0.99982,48,48,0.99601,1.00363
2021,"Rhineland-Palatinate, Saarland",Couple with children,No,0.98443,201,201,0.96727,1.00159
2021,Baden-Wuerttemberg,Single-person household,No,0.96353,321,321,0.94299,0.98407
2021,Baden-Wuerttemberg,Couple without children,No,0.99995,365,365,0.99919,1.00071
2021,Baden-Wuerttemberg,Single parent,No,0.96666,97,97,0.93075,1.00257
2021,Baden-Wuerttemberg,Couple with children,No,0.98217,465,465,0.97012,0.99421
2021,Bavaria,Single-person household,No,0.99266,544,544,0.98547,0.99984
2021,Bavaria,Couple without children,No,0.99868,509,509,0.99551,1.00184
2021,Bavaria,Single parent,No,0.97653,130,130,0.95040,1.00265
2021,Bavaria,Couple with children,Yes,0.01753,34,593,0.00696,0.02810
2021,Bavaria,Couple with children,No,0.98247,559,593,0.97190,0.99304
2021,Bavaria,Other Combinations,No,0.99337,50,50,0.97064,1.01609
2021,Berlin,Single-person household,No,0.98494,255,255,0.96996,0.99992
2021,Berlin,Couple without children,No,0.98374,158,158,0.96396,1.00352
2021,Berlin,Single parent,No,0.99783,46,46,0.98423,1.01143
2021,Berlin,Couple with children,No,0.97383,161,161,0.94909,0.99856
2021,Brandenburg,Single-person household,No,0.99680,122,122,0.98674,1.00686
2021,Brandenburg,Couple without children,No,0.99628,164,164,0.98694,1.00563
2021,Brandenburg,Single parent,No,0.96553,43,43,0.91036,1.02070
2021,Brandenburg,Couple with children,No,0.99307,125,125,0.97847,1.00767
2021,Mecklenburg-Western Pomerania,Single-person household,No,0.91103,82,82,0.84903,0.97303
2021,Mecklenburg-Western Pomerania,Couple without children,No,0.97894,85,85,0.94823,1.00965
2021,Mecklenburg-Western Pomerania,Couple with children,No,0.98496,60,60,0.95390,1.01602
2021,Saxony,Single-person household,No,0.95512,202,202,0.92650,0.98374
2021,Saxony,Couple without children,No,0.98789,262,262,0.97462,1.00116
2021,Saxony,Single parent,No,0.90329,69,69,0.83305,0.97354
2021,Saxony,Couple with children,No,0.98686,186,186,0.97046,1.00327
2021,Saxony-Anhalt,Single-person household,No,0.98650,119,119,0.96567,1.00732
2021,Saxony-Anhalt,Single parent,No,0.83942,35,35,0.71601,0.96283
2021,Saxony-Anhalt,Couple with children,No,0.99324,91,91,0.97632,1.01017
2021,Thuringa,Single-person household,No,0.96989,122,122,0.93944,1.00034
2021,Thuringa,Single parent,No,0.92882,37,37,0.84483,1.01282
2021,Thuringa,Couple with children,No,0.95101,100,100,0.90849,0.99353
2022,Schleswig-Holstein,Single-person household,No,0.97596,168,168,0.95272,0.99919
2022,Schleswig-Holstein,Single parent,No,0.95306,47,47,0.89194,1.01418
2022,Schleswig-Holstein,Couple with children,No,0.94224,209,209,0.91053,0.97394
2022,Hamburg,Single-person household,No,0.97119,142,142,0.94358,0.99880
2022,Hamburg,Single parent,No,0.88925,36,36,0.78527,0.99322
2022,Hamburg,Couple with children,No,0.99619,103,103,0.98423,1.00815
2022,Lower Saxony,Single-person household,No,0.96546,452,452,0.94860,0.98231
2022,Lower Saxony,Couple without children,No,0.99743,494,494,0.99296,1.00190
2022,Lower Saxony,Single parent,No,0.92401,98,98,0.87127,0.97674
2022,Lower Saxony,Couple with children,Yes,0.02339,35,549,0.01074,0.03605
2022,Lower Saxony,Couple with children,No,0.97661,514,549,0.96395,0.98926
2022,Lower Saxony,Other Combinations,No,0.94075,96,96,0.89328,0.98823
2022,Bremen,Single-person household,No,0.96245,52,52,0.91028,1.01463
2022,Bremen,Couple with children,No,0.97005,35,35,0.91275,1.02734
2022,North Rhine-Westphalia,No answer / don't know,No,0.99726,84,84,0.98601,1.00851
2022,North Rhine-Westphalia,Single-person household,No,0.97901,1137,1137,0.97068,0.98735
2022,North Rhine-Westphalia,Couple without children,No,0.99858,1198,1198,0.99645,1.00071
2022,North Rhine-Westphalia,Single parent,No,0.94550,218,218,0.91530,0.97571
2022,North Rhine-Westphalia,Couple with children,Yes,0.03263,82,1323,0.02305,0.04221
2022,North Rhine-Westphalia,Couple with children,No,0.96737,1241,1323,0.95779,0.97695
2022,North Rhine-Westphalia,Other Combinations,No,0.99929,248,248,0.99596,1.00262
2022,Hesse,Single-person household,No,0.99630,392,392,0.99028,1.00232
2022,Hesse,Couple without children,No,0.98755,384,384,0.97644,0.99865
2022,Hesse,Single parent,No,0.96840,81,81,0.93006,1.00673
2022,Hesse,Couple with children,No,0.97863,348,348,0.96341,0.99384
2022,"Rhineland-Palatinate, Saarland",Single-person household,No,0.98877,269,269,0.97615,1.00138
2022,"Rhineland-Palatinate, Saarland",Couple without children,No,0.99998,273,273,0.99940,1.00055
2022,"Rhineland-Palatinate, Saarland",Single parent,No,0.96229,56,56,0.91194,1.01263
2022,"Rhineland-Palatinate, Saarland",Couple with children,No,0.98844,257,257,0.97534,1.00153
2022,"Rhineland-Palatinate, Saarland",Other Combinations,No,0.99947,59,59,0.99358,1.00537
2022,Baden-Wuerttemberg,Single-person household,No,0.96966,612,612,0.95606,0.98326
2022,Baden-Wuerttemberg,Couple without children,No,0.99998,629,629,0.99966,1.00030
2022,Baden-Wuerttemberg,Single parent,No,0.99053,107,107,0.97209,1.00897
2022,Baden-Wuerttemberg,Couple with children,No,0.98277,737,737,0.97337,0.99217
2022,Baden-Wuerttemberg,Other Combinations,No,0.97604,167,167,0.95278,0.99931
2022,Bavaria,No answer / don't know,No,0.98406,74,74,0.95533,1.01279
2022,Bavaria,Single-person household,No,0.98727,903,903,0.97995,0.99458
2022,Bavaria,Couple without children,No,0.99967,904,904,0.99848,1.00086
2022,Bavaria,Single parent,No,0.96688,167,167,0.93965,0.99410
2022,Bavaria,Couple with children,No,0.98958,868,868,0.98282,0.99634
2022,Bavaria,Other Combinations,No,0.99436,196,196,0.98384,1.00487
2022,Berlin,Single-person household,No,0.97105,467,467,0.95583,0.98627
2022,Berlin,Couple without children,No,0.99196,346,346,0.98253,1.00138
2022,Berlin,Single parent,No,0.89259,68,68,0.81845,0.96674
2022,Berlin,Couple with children,No,0.93551,213,213,0.90245,0.96858
2022,Berlin,Other Combinations,No,0.85577,61,61,0.76687,0.94467
2022,Brandenburg,Single-person household,No,0.98394,187,187,0.96587,1.00200
2022,Brandenburg,Couple without children,No,0.99939,235,235,0.99624,1.00255
2022,Brandenburg,Single parent,No,0.90268,44,44,0.81409,0.99127
2022,Brandenburg,Couple with children,No,0.99225,204,204,0.98019,1.00431
2022,Mecklenburg-Western Pomerania,Single-person household,No,0.91836,146,146,0.87380,0.96293
2022,Mecklenburg-Western Pomerania,Single parent,No,0.98515,36,36,0.94508,1.02522
2022,Mecklenburg-Western Pomerania,Couple with children,No,0.99099,94,94,0.97179,1.01019
2022,Saxony,Single-person household,No,0.95444,363,363,0.93296,0.97592
2022,Saxony,Couple without children,No,0.99978,394,394,0.99830,1.00125
2022,Saxony,Single parent,No,0.90625,97,97,0.84794,0.96456
2022,Saxony,Couple with children,No,0.97519,331,331,0.95840,0.99197
2022,Saxony,Other Combinations,No,0.99262,67,67,0.97198,1.01327
2022,Saxony-Anhalt,Single-person household,No,0.97973,193,193,0.95979,0.99966
2022,Saxony-Anhalt,Single parent,No,0.90701,45,45,0.82120,0.99282
2022,Saxony-Anhalt,Couple with children,No,0.98978,180,180,0.97504,1.00451
2022,Thuringa,Single-person household,No,0.95076,176,176,0.91870,0.98282
2022,Thuringa,Single parent,No,0.95079,35,35,0.87808,1.02350
2022,Thuringa,Couple with children,No,0.97658,162,162,0.95322,0.99994
2022,Thuringa,Other Combinations,No,0.92682,33,33,0.83659,1.01706
