year,quintil_oecd_hh,sampreg,hlc0080_h,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2017,1st Quintile,West,No,0.93417,3369,3690,0.92617,0.94218
2017,1st Quintile,East,Yes,0.11228,118,1134,0.09390,0.13067
2017,1st Quintile,East,No,0.88772,1016,1134,0.86933,0.90610
2017,2nd Quintile,West,Yes,0.02117,92,2387,0.01540,0.02695
2017,2nd Quintile,West,No,0.97883,2295,2387,0.97305,0.98460
2017,2nd Quintile,East,Yes,0.02364,34,924,0.01384,0.03344
2017,2nd Quintile,East,No,0.97636,890,924,0.96656,0.98616
2017,3rd Quintile,West,No,0.98938,2337,2337,0.98523,0.99354
2017,3rd Quintile,East,No,0.99743,717,717,0.99372,1.00114
2017,4th Quintile,West,No,0.99928,2479,2479,0.99822,1.00034
2017,4th Quintile,East,No,0.99879,523,523,0.99581,1.00177
2017,5th Quintile,West,No,0.99844,2688,2688,0.99695,0.99993
2018,1st Quintile,West,Yes,0.08073,473,4078,0.07237,0.08910
2018,1st Quintile,West,No,0.91927,3605,4078,0.91090,0.92763
2018,1st Quintile,East,Yes,0.10409,131,1244,0.08711,0.12107
2018,1st Quintile,East,No,0.89591,1113,1244,0.87893,0.91289
2018,2nd Quintile,West,Yes,0.02105,164,2470,0.01538,0.02671
2018,2nd Quintile,West,No,0.97895,2306,2470,0.97329,0.98462
2018,2nd Quintile,East,Yes,0.02377,49,956,0.01411,0.03344
2018,2nd Quintile,East,No,0.97623,907,956,0.96656,0.98589
2018,3rd Quintile,West,Yes,0.00412,37,2297,0.00150,0.00674
2018,3rd Quintile,West,No,0.99588,2260,2297,0.99326,0.99850
2018,3rd Quintile,East,No,0.99688,674,674,0.99267,1.00109
2018,4th Quintile,West,No,0.99627,2372,2372,0.99382,0.99873
2018,4th Quintile,East,No,0.99965,493,493,0.99800,1.00130
2018,5th Quintile,West,No,0.99976,2630,2630,0.99917,1.00035
2018,5th Quintile,East,No,0.99967,360,360,0.99778,1.00155
2019,1st Quintile,West,Yes,0.08251,349,3900,0.07388,0.09115
2019,1st Quintile,West,No,0.91749,3551,3900,0.90885,0.92612
2019,1st Quintile,East,Yes,0.10737,111,1100,0.08907,0.12568
2019,1st Quintile,East,No,0.89263,989,1100,0.87432,0.91093
2019,2nd Quintile,West,Yes,0.02637,100,2279,0.01979,0.03295
2019,2nd Quintile,West,No,0.97363,2179,2279,0.96705,0.98021
2019,2nd Quintile,East,No,0.99025,827,827,0.98356,0.99695
2019,3rd Quintile,West,No,0.98947,2167,2167,0.98517,0.99377
2019,3rd Quintile,East,No,0.99808,684,684,0.99480,1.00136
2019,4th Quintile,West,No,0.99423,2346,2346,0.99117,0.99730
2019,4th Quintile,East,No,0.99450,535,535,0.98823,1.00077
2019,5th Quintile,West,No,0.99991,3623,3623,0.99961,1.00022
2020,1st Quintile,West,Yes,0.07807,394,4880,0.07054,0.08560
2020,1st Quintile,West,No,0.92193,4486,4880,0.91440,0.92946
2020,1st Quintile,East,Yes,0.07768,81,1148,0.06219,0.09317
2020,1st Quintile,East,No,0.92232,1067,1148,0.90683,0.93781
2020,2nd Quintile,West,Yes,0.02201,69,2588,0.01636,0.02766
2020,2nd Quintile,West,No,0.97799,2519,2588,0.97234,0.98364
2020,2nd Quintile,East,No,0.97343,848,848,0.96260,0.98426
2020,3rd Quintile,West,No,0.99646,2195,2195,0.99398,0.99895
2020,3rd Quintile,East,No,0.99866,653,653,0.99585,1.00147
2020,4th Quintile,West,No,0.99818,2312,2312,0.99644,0.99992
2020,5th Quintile,West,No,0.99847,3122,3122,0.99710,0.99984
2021,1st Quintile,West,Yes,0.06673,254,2538,0.05702,0.07645
2021,1st Quintile,West,No,0.93327,2284,2538,0.92355,0.94298
2021,1st Quintile,East,Yes,0.07681,54,680,0.05678,0.09684
2021,1st Quintile,East,No,0.92319,626,680,0.90316,0.94322
2021,2nd Quintile,West,Yes,0.02027,83,1768,0.01370,0.02685
2021,2nd Quintile,West,No,0.97973,1685,1768,0.97315,0.98630
2021,2nd Quintile,East,No,0.99114,574,574,0.98346,0.99881
2021,3rd Quintile,West,No,0.98937,1560,1560,0.98428,0.99446
2021,3rd Quintile,East,No,0.99920,480,480,0.99666,1.00173
2021,4th Quintile,West,No,0.99975,1683,1683,0.99899,1.00051
2021,4th Quintile,East,No,0.98508,390,390,0.97303,0.99713
2021,5th Quintile,West,No,0.99931,2289,2289,0.99824,1.00039
2021,5th Quintile,East,No,0.99419,416,416,0.98687,1.00150
2022,1st Quintile,West,Yes,0.04972,211,3958,0.04295,0.05650
2022,1st Quintile,West,No,0.95028,3747,3958,0.94350,0.95705
2022,1st Quintile,East,Yes,0.07458,68,1226,0.05986,0.08929
2022,1st Quintile,East,No,0.92542,1158,1226,0.91071,0.94014
2022,2nd Quintile,West,Yes,0.02719,126,3118,0.02148,0.03290
2022,2nd Quintile,West,No,0.97281,2992,3118,0.96710,0.97852
2022,2nd Quintile,East,No,0.98246,987,987,0.97427,0.99065
2022,3rd Quintile,West,Yes,0.01254,32,2629,0.00828,0.01679
2022,3rd Quintile,West,No,0.98746,2597,2629,0.98321,0.99172
2022,3rd Quintile,East,No,0.98547,813,813,0.97725,0.99370
2022,4th Quintile,West,No,0.99685,2755,2755,0.99476,0.99894
2022,4th Quintile,East,No,0.99439,643,643,0.98862,1.00017
2022,5th Quintile,West,No,0.99917,3210,3210,0.99818,1.00017
2022,5th Quintile,East,No,0.99818,573,573,0.99469,1.00167
