"e11102","year","bula_h","n","percent","lower_confidence_percent","upper_confidence_percent"
"erwerbstätig","2017","Rheinland-Pfalz,Saarland","1017","","",""
"erwerbstätig","2017","Baden-Wuerttemberg","2221","","",""
"erwerbstätig","2017","Bayern","3053","0.675065227775122","0.661694029316093","0.688436426234151"
"erwerbstätig","2017","Saarland","","","",""
"erwerbstätig","2017","Berlin","672","0.626108150166601","0.597554738119663","0.65466156221354"
"erwerbstätig","2017","Brandenburg","618","0.562293437224673","0.534035186358499","0.590551688090848"
"erwerbstätig","2017","Mecklenburg-Vorpommern","359","0.639988951037044","0.602507018962682","0.677470883111407"
"erwerbstätig","2017","Sachsen","1103","","",""
"erwerbstätig","2017","Sachsen-Anhalt","578","0.568225738527435","0.538179738204574","0.598271738850296"
"erwerbstätig","2017","Thueringen","653","0.650226263066979","0.621940843588048","0.67851168254591"
"nicht erwerbstätig","2018","Schleswig-Holstein","465","0.387125194999212","0.358547473712691","0.415702916285733"
"nicht erwerbstätig","2018","Hamburg","213","","",""
"nicht erwerbstätig","2018","Niedersachsen","1316","","",""
"nicht erwerbstätig","2018","Bremen","170","","",""
"nicht erwerbstätig","2018","Nordrhein-Westfalen","2666","","",""
"nicht erwerbstätig","2018","Hessen","900","0.350537498379125","0.330307767189934","0.370767229568315"
"nicht erwerbstätig","2018","Rheinland-Pfalz,Saarland","739","0.378503377140138","0.355831215897581","0.401175538382694"
"nicht erwerbstätig","2018","Baden-Wuerttemberg","1126","","",""
"nicht erwerbstätig","2018","Bayern","1516","","",""
"nicht erwerbstätig","2018","Saarland","","","",""
"nicht erwerbstätig","2018","Berlin","443","0.322997874710211","0.295935791164204","0.350059958256218"
"nicht erwerbstätig","2018","Brandenburg","516","0.384077873082949","0.355991581604306","0.412164164561592"
"nicht erwerbstätig","2018","Mecklenburg-Vorpommern","292","","",""
"nicht erwerbstätig","2018","Sachsen","704","0.343012327875498","0.320896921069247","0.36512773468175"
"nicht erwerbstätig","2018","Sachsen-Anhalt","441","0.448766309588908","0.418332773942032","0.479199845235785"
"nicht erwerbstätig","2018","Thueringen","429","0.355491251972032","0.326743614838037","0.384238889106027"
"erwerbstätig","2018","Schleswig-Holstein","651","0.612874805000788","0.584297083714267","0.641452526287309"
"erwerbstätig","2018","Hamburg","332","0.613832592382593","0.572957135466132","0.654708049299054"
"erwerbstätig","2018","Niedersachsen","1794","","",""
"erwerbstätig","2018","Bremen","137","","",""
"erwerbstätig","2018","Nordrhein-Westfalen","3694","0.633774575314237","0.621934316782365","0.645614833846109"
"erwerbstätig","2018","Hessen","1237","","",""
"erwerbstätig","2018","Rheinland-Pfalz,Saarland","1019","","",""
"erwerbstätig","2018","Baden-Wuerttemberg","2099","","",""
"erwerbstätig","2018","Bayern","2885","","",""
"erwerbstätig","2018","Saarland","","","",""
"erwerbstätig","2018","Berlin","704","0.677002125289789","0.649940041743782","0.704064208835796"
"erwerbstätig","2018","Brandenburg","636","0.615922126917051","0.587835835438408","0.644008418395694"
"erwerbstätig","2018","Mecklenburg-Vorpommern","369","0.625513179424814","0.588616790578702","0.662409568270926"
"erwerbstätig","2018","Sachsen","1066","","",""
"erwerbstätig","2018","Sachsen-Anhalt","585","0.551233690411092","0.520800154764215","0.581667226057969"
"erwerbstätig","2018","Thueringen","636","0.644508748027968","0.615761110893973","0.673256385161963"
"nicht erwerbstätig","2019","Schleswig-Holstein","483","0.373605747752305","0.345957024170166","0.401254471334444"
"nicht erwerbstätig","2019","Hamburg","225","","",""
"nicht erwerbstätig","2019","Niedersachsen","1223","","",""
"nicht erwerbstätig","2019","Bremen","148","","",""
"nicht erwerbstätig","2019","Nordrhein-Westfalen","2549","","",""
"nicht erwerbstätig","2019","Hessen","751","0.349752991340867","0.329068724947679","0.370437257734056"
"nicht erwerbstätig","2019","Rheinland-Pfalz,Saarland","663","0.362761476291889","0.339845525608519","0.385677426975259"
"nicht erwerbstätig","2019","Baden-Wuerttemberg","1069","","",""
"nicht erwerbstätig","2019","Bayern","1410","","",""
"nicht erwerbstätig","2019","Saarland","","","",""
"nicht erwerbstätig","2019","Berlin","404","0.351617272154938","0.324104634382742","0.379129909927134"
"nicht erwerbstätig","2019","Brandenburg","518","0.416509728445821","0.38898188931132","0.444037567580321"
"nicht erwerbstätig","2019","Mecklenburg-Vorpommern","268","","",""
"nicht erwerbstätig","2019","Sachsen","647","0.349786806358481","0.32755066546287","0.372022947254091"
"nicht erwerbstätig","2019","Sachsen-Anhalt","436","0.460426531799891","0.429747999570058","0.491105064029725"
"nicht erwerbstätig","2019","Thueringen","393","0.413330667875484","0.383066194407578","0.44359514134339"
"erwerbstätig","2019","Schleswig-Holstein","693","0.626394252247695","0.598745528665556","0.654042975829834"
"erwerbstätig","2019","Hamburg","369","0.581238022569684","0.541563153905685","0.620912891233683"
"erwerbstätig","2019","Niedersachsen","1771","","",""
"erwerbstätig","2019","Bremen","147","","",""
"erwerbstätig","2019","Nordrhein-Westfalen","3844","0.63126093057246","0.619434334282844","0.643087526862077"
"erwerbstätig","2019","Hessen","1291","","",""
"erwerbstätig","2019","Rheinland-Pfalz,Saarland","1028","","",""
"erwerbstätig","2019","Baden-Wuerttemberg","2172","","",""
"erwerbstätig","2019","Bayern","2986","","",""
"erwerbstätig","2019","Saarland","","","",""
"erwerbstätig","2019","Berlin","753","0.648382727845062","0.620870090072866","0.675895365617258"
"erwerbstätig","2019","Brandenburg","714","0.583490271554179","0.555962432419679","0.61101811068868"
"erwerbstätig","2019","Mecklenburg-Vorpommern","391","0.601687325128521","0.564310459569348","0.639064190687694"
"erwerbstätig","2019","Sachsen","1120","","",""
"erwerbstätig","2019","Sachsen-Anhalt","578","0.539573468200109","0.508894935970275","0.570252000429943"
"erwerbstätig","2019","Thueringen","624","0.586669332124516","0.55640485865661","0.616933805592422"
"nicht erwerbstätig","2020","Schleswig-Holstein","419","0.350502732178142","0.322242521217003","0.378762943139281"
"nicht erwerbstätig","2020","Hamburg","242","","",""
"nicht erwerbstätig","2020","Niedersachsen","1133","","",""
"nicht erwerbstätig","2020","Bremen","170","","",""
"nicht erwerbstätig","2020","Nordrhein-Westfalen","2726","","",""
"nicht erwerbstätig","2020","Hessen","735","0.363003521475383","0.342591856774647","0.383415186176119"
"nicht erwerbstätig","2020","Rheinland-Pfalz,Saarland","648","0.392744246596535","0.368882028876937","0.416606464316133"
"nicht erwerbstätig","2020","Baden-Wuerttemberg","1058","","",""
"nicht erwerbstätig","2020","Bayern","1337","","",""
"nicht erwerbstätig","2020","Saarland","","","",""
"nicht erwerbstätig","2020","Berlin","492","0.354755438050231","0.329702669243561","0.379808206856901"
"nicht erwerbstätig","2020","Brandenburg","500","0.395831209450906","0.367964231178418","0.423698187723394"
"nicht erwerbstätig","2020","Mecklenburg-Vorpommern","241","","",""
"nicht erwerbstätig","2020","Sachsen","659","0.339153722325578","0.316701844211417","0.36160560043974"
"nicht erwerbstätig","2020","Sachsen-Anhalt","427","0.44283373923004","0.41204720176133","0.47362027669875"
"nicht erwerbstätig","2020","Thueringen","361","0.37432353938217","0.344223161751895","0.404423917012446"
"erwerbstätig","2020","Schleswig-Holstein","676","0.649497267821858","0.621237056860719","0.677757478782997"
"erwerbstätig","2020","Hamburg","375","0.568356639079462","0.529274483393148","0.607438794765776"
"erwerbstätig","2020","Niedersachsen","1822","","",""
"erwerbstätig","2020","Bremen","146","","",""
"erwerbstätig","2020","Nordrhein-Westfalen","3962","0.628242787200895","0.616660524365725","0.639825050036065"
"erwerbstätig","2020","Hessen","1397","","",""
"erwerbstätig","2020","Rheinland-Pfalz,Saarland","961","0.607255753403465","0.583393535683867","0.631117971123063"
"erwerbstätig","2020","Baden-Wuerttemberg","2230","","",""
"erwerbstätig","2020","Bayern","3141","0.683221618702054","0.669595737003505","0.696847500400604"
"erwerbstätig","2020","Saarland","","","",""
"erwerbstätig","2020","Berlin","909","0.645244561949769","0.620191793143099","0.670297330756439"
"erwerbstätig","2020","Brandenburg","683","0.604168790549094","0.576301812276606","0.632035768821582"
"erwerbstätig","2020","Mecklenburg-Vorpommern","309","0.537382565883442","0.495712946808794","0.579052184958091"
"erwerbstätig","2020","Sachsen","1049","","",""
"erwerbstätig","2020","Sachsen-Anhalt","573","0.55716626076996","0.52637972330125","0.58795279823867"
"erwerbstätig","2020","Thueringen","632","0.62567646061783","0.595576082987554","0.655776838248105"
