"e11102","year","age_gr","sex","n","percent","lower_confidence_percent","upper_confidence_percent"
"nicht erwerbstätig","2004","17-29","männlich","638","0.321563975260886","0.300622566580417","0.342505383941354"
"nicht erwerbstätig","2004","17-29","weiblich","766","0.343805416031035","0.323229373572101","0.364381458489968"
"nicht erwerbstätig","2004","30-45","männlich","186","0.0644119672669771","0.055806405720933","0.0730175288130213"
"nicht erwerbstätig","2004","30-45","weiblich","750","0.226678336090909","0.212611312594341","0.240745359587478"
"nicht erwerbstätig","2004","46-65","männlich","857","0.27271917028163","0.258223340029743","0.287215000533516"
"nicht erwerbstätig","2004","46-65","weiblich","1414","0.398569747685469","0.382876415810307","0.414263079560632"
"nicht erwerbstätig","2004","66","männlich","","","",""
"nicht erwerbstätig","2004","66","weiblich","","","",""
"erwerbstätig","2004","17-29","männlich","1273","0.678436024739114","0.657494616058646","0.699377433419583"
"erwerbstätig","2004","17-29","weiblich","1281","0.656194583968965","0.635618541510032","0.676770626427899"
"erwerbstätig","2004","30-45","männlich","2940","0.935588032733023","0.926982471186979","0.944193594279067"
"erwerbstätig","2004","30-45","weiblich","2653","0.773321663909091","0.759254640412522","0.787388687405659"
"erwerbstätig","2004","46-65","männlich","2769","0.72728082971837","0.712784999466484","0.741776659970257"
"erwerbstätig","2004","46-65","weiblich","2325","0.601430252314531","0.585736920439368","0.617123584189693"
"erwerbstätig","2004","66","männlich","","","",""
"erwerbstätig","2004","66","weiblich","","","",""
"nicht erwerbstätig","2005","17-29","männlich","627","0.303106474267803","0.282049141150571","0.324163807385036"
"nicht erwerbstätig","2005","17-29","weiblich","751","0.353168847732098","0.332211466808155","0.374126228656042"
"nicht erwerbstätig","2005","30-45","männlich","179","0.0663298928575928","0.0572772383026064","0.0753825474125793"
"nicht erwerbstätig","2005","30-45","weiblich","675","0.218699392207078","0.204343630467397","0.23305515394676"
"nicht erwerbstätig","2005","46-65","männlich","782","0.252071336071862","0.237542542526834","0.266600129616891"
"nicht erwerbstätig","2005","46-65","weiblich","1301","0.378052207332131","0.362179304214431","0.393925110449831"
"nicht erwerbstätig","2005","66","männlich","","","",""
"nicht erwerbstätig","2005","66","weiblich","","","",""
"erwerbstätig","2005","17-29","männlich","1203","0.696893525732197","0.675836192614964","0.717950858849429"
"erwerbstätig","2005","17-29","weiblich","1247","0.646831152267902","0.625873771343958","0.667788533191845"
"erwerbstätig","2005","30-45","männlich","2724","0.933670107142407","0.924617452587421","0.942722761697394"
"erwerbstätig","2005","30-45","weiblich","2510","0.781300607792922","0.76694484605324","0.795656369532603"
"erwerbstätig","2005","46-65","männlich","2649","0.747928663928138","0.733399870383109","0.762457457473166"
"erwerbstätig","2005","46-65","weiblich","2284","0.621947792667869","0.606074889550169","0.637820695785569"
"erwerbstätig","2005","66","männlich","","","",""
"erwerbstätig","2005","66","weiblich","","","",""
"nicht erwerbstätig","2006","17-29","männlich","705","0.324447192490013","0.303506109471905","0.345388275508121"
"nicht erwerbstätig","2006","17-29","weiblich","823","0.364214995577986","0.343444932659127","0.384985058496845"
"nicht erwerbstätig","2006","30-45","männlich","188","0.0676925600599483","0.0586653270940003","0.0767197930258964"
"nicht erwerbstätig","2006","30-45","weiblich","767","0.244817643966786","0.230158465454995","0.259476822478577"
"nicht erwerbstätig","2006","46-65","männlich","831","0.24416736031467","0.2302383440733","0.25809637655604"
"nicht erwerbstätig","2006","46-65","weiblich","1366","0.370834077213642","0.355718965857451","0.385949188569833"
"nicht erwerbstätig","2006","66","männlich","","","",""
"nicht erwerbstätig","2006","66","weiblich","","","",""
"erwerbstätig","2006","17-29","männlich","1215","0.675552807509987","0.654611724491879","0.696493890528095"
"erwerbstätig","2006","17-29","weiblich","1239","0.635785004422014","0.615014941503155","0.656555067340873"
"erwerbstätig","2006","30-45","männlich","2787","0.932307439940052","0.923280206974104","0.941334672906"
"erwerbstätig","2006","30-45","weiblich","2538","0.755182356033214","0.740523177521423","0.769841534545005"
"erwerbstätig","2006","46-65","männlich","2823","0.75583263968533","0.74190362344396","0.7697616559267"
"erwerbstätig","2006","46-65","weiblich","2557","0.629165922786358","0.614050811430167","0.644281034142549"
"erwerbstätig","2006","66","männlich","","","",""
"erwerbstätig","2006","66","weiblich","","","",""
"nicht erwerbstätig","2007","17-29","männlich","677","0.329470781157204","0.307805407459689","0.351136154854719"
"nicht erwerbstätig","2007","17-29","weiblich","806","0.386932534921544","0.365209089208051","0.408655980635036"
"nicht erwerbstätig","2007","30-45","männlich","148","0.0651307513485295","0.0558369744602023","0.0744245282368566"
"nicht erwerbstätig","2007","30-45","weiblich","622","0.21829149967185","0.203512129636908","0.233070869706792"
"nicht erwerbstätig","2007","46-65","männlich","744","0.237012442648764","0.222712160099513","0.251312725198015"
"nicht erwerbstätig","2007","46-65","weiblich","1206","0.354967547373894","0.339471721084496","0.370463373663292"
"nicht erwerbstätig","2007","66","männlich","","","",""
"nicht erwerbstätig","2007","66","weiblich","","","",""
"erwerbstätig","2007","17-29","männlich","1131","0.670529218842796","0.648863845145281","0.692194592540311"
"erwerbstätig","2007","17-29","weiblich","1125","0.613067465078456","0.591344019364964","0.634790910791949"
"erwerbstätig","2007","30-45","männlich","2560","0.934869248651471","0.925575471763143","0.944163025539798"
"erwerbstätig","2007","30-45","weiblich","2379","0.78170850032815","0.766929130293208","0.796487870363093"
"erwerbstätig","2007","46-65","männlich","2653","0.762987557351236","0.748687274801985","0.777287839900487"
"erwerbstätig","2007","46-65","weiblich","2457","0.645032452626106","0.629536626336708","0.660528278915504"
"erwerbstätig","2007","66","männlich","","","",""
"erwerbstätig","2007","66","weiblich","","","",""
"nicht erwerbstätig","2008","17-29","männlich","572","0.313365388881961","0.290935988247628","0.335794789516294"
"nicht erwerbstätig","2008","17-29","weiblich","725","0.383830732285197","0.361168428151125","0.406493036419269"
"nicht erwerbstätig","2008","30-45","männlich","120","0.0551924941186722","0.046174134226781","0.0642108540105634"
"nicht erwerbstätig","2008","30-45","weiblich","510","0.194203318975373","0.179298549756712","0.209108088194034"
"nicht erwerbstätig","2008","46-65","männlich","640","0.21349966587836","0.199288533312577","0.227710798444142"
"nicht erwerbstätig","2008","46-65","weiblich","1101","0.339279734700494","0.323594109176763","0.354965360224225"
"nicht erwerbstätig","2008","66","männlich","","","",""
"nicht erwerbstätig","2008","66","weiblich","","","",""
"erwerbstätig","2008","17-29","männlich","1071","0.686634611118039","0.664205210483706","0.709064011752372"
"erwerbstätig","2008","17-29","weiblich","1044","0.616169267714803","0.593506963580731","0.638831571848875"
"erwerbstätig","2008","30-45","männlich","2343","0.944807505881328","0.935789145989437","0.953825865773219"
"erwerbstätig","2008","30-45","weiblich","2196","0.805796681024627","0.790891911805966","0.820701450243288"
"erwerbstätig","2008","46-65","männlich","2554","0.78650033412164","0.772289201555858","0.800711466687423"
"erwerbstätig","2008","46-65","weiblich","2399","0.660720265299506","0.645034639775775","0.676405890823237"
"erwerbstätig","2008","66","männlich","","","",""
"erwerbstätig","2008","66","weiblich","","","",""
"nicht erwerbstätig","2009","17-29","männlich","545","0.333654443292141","0.310012420954235","0.357296465630046"
"nicht erwerbstätig","2009","17-29","weiblich","585","0.327162028710795","0.303902265209476","0.350421792212114"
"nicht erwerbstätig","2009","30-45","männlich","96","0.0464594244733225","0.0376742519225996","0.0552445970240455"
"nicht erwerbstätig","2009","30-45","weiblich","420","0.169344495578538","0.154553560513546","0.184135430643529"
"nicht erwerbstätig","2009","46-65","männlich","557","0.202416309566595","0.188074124691568","0.216758494441621"
"nicht erwerbstätig","2009","46-65","weiblich","985","0.313543264559619","0.29773844953407","0.329348079585168"
"nicht erwerbstätig","2009","66","männlich","","","",""
"nicht erwerbstätig","2009","66","weiblich","","","",""
"erwerbstätig","2009","17-29","männlich","983","0.666345556707859","0.642703534369954","0.689987579045765"
"erwerbstätig","2009","17-29","weiblich","978","0.672837971289205","0.649578207787886","0.696097734790524"
"erwerbstätig","2009","30-45","männlich","2109","0.953540575526678","0.944755402975955","0.962325748077401"
"erwerbstätig","2009","30-45","weiblich","2050","0.830655504421462","0.815864569356471","0.845446439486454"
"erwerbstätig","2009","46-65","männlich","2458","0.797583690433405","0.783241505558379","0.811925875308432"
"erwerbstätig","2009","46-65","weiblich","2325","0.686456735440381","0.670651920414832","0.70226155046593"
"erwerbstätig","2009","66","männlich","","","",""
"erwerbstätig","2009","66","weiblich","","","",""
"nicht erwerbstätig","2010","17-29","männlich","699","0.342088381638792","0.320666353671483","0.363510409606102"
"nicht erwerbstätig","2010","17-29","weiblich","1116","0.330046784986028","0.311222258310439","0.348871311661617"
"nicht erwerbstätig","2010","30-45","männlich","230","0.0565472945592337","0.0493332932311453","0.0637612958873221"
"nicht erwerbstätig","2010","30-45","weiblich","1443","0.171644267598771","0.161327875026214","0.181960660171328"
"nicht erwerbstätig","2010","46-65","männlich","555","0.183604313003402","0.170484071768559","0.196724554238245"
"nicht erwerbstätig","2010","46-65","weiblich","985","0.294026793809291","0.279158450401375","0.308895137217208"
"nicht erwerbstätig","2010","66","männlich","","","",""
"nicht erwerbstätig","2010","66","weiblich","","","",""
"erwerbstätig","2010","17-29","männlich","1185","0.657911618361208","0.636489590393898","0.679333646328518"
"erwerbstätig","2010","17-29","weiblich","1281","0.669953215013972","0.651128688338383","0.688777741689561"
"erwerbstätig","2010","30-45","männlich","3708","0.943452705440766","0.936238704112678","0.950666706768855"
"erwerbstätig","2010","30-45","weiblich","3689","0.828355732401229","0.818039339828672","0.838672124973786"
"erwerbstätig","2010","46-65","männlich","2790","0.816395686996598","0.803275445761755","0.829515928231441"
"erwerbstätig","2010","46-65","weiblich","2622","0.705973206190708","0.691104862782792","0.720841549598625"
"erwerbstätig","2010","66","männlich","","","",""
"erwerbstätig","2010","66","weiblich","","","",""
"nicht erwerbstätig","2011","17-29","männlich","841","0.317446045382791","0.297793088199627","0.337099002565955"
"nicht erwerbstätig","2011","17-29","weiblich","1199","0.353147876855817","0.334575377955406","0.371720375756229"
"nicht erwerbstätig","2011","30-45","männlich","240","0.0592019212624374","0.0520371827092725","0.0663666598156024"
"nicht erwerbstätig","2011","30-45","weiblich","1557","0.167963766318445","0.15831209101518","0.17761544162171"
"nicht erwerbstätig","2011","46-65","männlich","708","0.17473888428435","0.163430661978785","0.186047106589915"
"nicht erwerbstätig","2011","46-65","weiblich","1307","0.280913108346434","0.26818918438221","0.293637032310659"
"nicht erwerbstätig","2011","66","männlich","","","",""
"nicht erwerbstätig","2011","66","weiblich","","","",""
"erwerbstätig","2011","17-29","männlich","1314","0.682553954617209","0.662900997434045","0.702206911800373"
"erwerbstätig","2011","17-29","weiblich","1345","0.646852123144183","0.628279624243771","0.665424622044594"
"erwerbstätig","2011","30-45","männlich","3928","0.940798078737562","0.933633340184397","0.947962817290728"
"erwerbstätig","2011","30-45","weiblich","4206","0.832036233681555","0.82238455837829","0.84168790898482"
"erwerbstätig","2011","46-65","männlich","3624","0.82526111571565","0.813952893410085","0.836569338021215"
"erwerbstätig","2011","46-65","weiblich","3486","0.719086891653565","0.706362967689341","0.73181081561779"
"erwerbstätig","2011","66","männlich","","","",""
"erwerbstätig","2011","66","weiblich","","","",""
"nicht erwerbstätig","2012","17-29","männlich","807","0.295767313446712","0.276326213202352","0.315208413691073"
"nicht erwerbstätig","2012","17-29","weiblich","1111","0.341620073049109","0.3226265593889","0.360613586709318"
"nicht erwerbstätig","2012","30-45","männlich","250","0.074469311952613","0.0661044917694869","0.082834132135739"
"nicht erwerbstätig","2012","30-45","weiblich","1271","0.170979391505354","0.160833860044156","0.181124922966551"
"nicht erwerbstätig","2012","46-65","männlich","758","0.179826964963446","0.168457435109767","0.191196494817125"
"nicht erwerbstätig","2012","46-65","weiblich","1300","0.268704494042352","0.256407620129988","0.281001367954716"
"nicht erwerbstätig","2012","66","männlich","","","",""
"nicht erwerbstätig","2012","66","weiblich","","","",""
"erwerbstätig","2012","17-29","männlich","1310","0.704232686553288","0.684791586308927","0.723673786797648"
"erwerbstätig","2012","17-29","weiblich","1284","0.658379926950891","0.639386413290682","0.6773734406111"
"erwerbstätig","2012","30-45","männlich","3534","0.925530688047387","0.917165867864261","0.933895508230513"
"erwerbstätig","2012","30-45","weiblich","4019","0.829020608494646","0.818875077033449","0.839166139955844"
"erwerbstätig","2012","46-65","männlich","3625","0.820173035036554","0.808803505182875","0.831542564890233"
"erwerbstätig","2012","46-65","weiblich","3692","0.731295505957648","0.718998632045284","0.743592379870013"
"erwerbstätig","2012","66","männlich","","","",""
"erwerbstätig","2012","66","weiblich","","","",""
"nicht erwerbstätig","2013","17-29","männlich","1440","0.422202365234753","0.40329361647671","0.441111113992795"
"nicht erwerbstätig","2013","17-29","weiblich","1719","0.42165355592033","0.403857616255921","0.43944949558474"
"nicht erwerbstätig","2013","30-45","männlich","1248","0.217999416212643","0.205759205569095","0.230239626856191"
"nicht erwerbstätig","2013","30-45","weiblich","2274","0.269015824447356","0.257787755001177","0.280243893893535"
"nicht erwerbstätig","2013","46-65","männlich","1268","0.212107103995168","0.200548308113078","0.223665899877258"
"nicht erwerbstätig","2013","46-65","weiblich","1742","0.292000286640785","0.279855112527645","0.304145460753926"
"nicht erwerbstätig","2013","66","männlich","","","",""
"nicht erwerbstätig","2013","66","weiblich","","","",""
"erwerbstätig","2013","17-29","männlich","1181","0.577797634765247","0.558888886007205","0.59670638352329"
"erwerbstätig","2013","17-29","weiblich","1239","0.57834644407967","0.56055050441526","0.596142383744079"
"erwerbstätig","2013","30-45","männlich","3123","0.782000583787357","0.769760373143809","0.794240794430905"
"erwerbstätig","2013","30-45","weiblich","3718","0.730984175552644","0.719756106106465","0.742212244998823"
"erwerbstätig","2013","46-65","männlich","3537","0.787892896004832","0.776334100122742","0.799451691886922"
"erwerbstätig","2013","46-65","weiblich","3642","0.707999713359215","0.695854539246074","0.720144887472355"
"erwerbstätig","2013","66","männlich","","","",""
"erwerbstätig","2013","66","weiblich","","","",""
"nicht erwerbstätig","2014","17-29","männlich","931","0.316584134216758","0.297745832549649","0.335422435883867"
"nicht erwerbstätig","2014","17-29","weiblich","1156","0.32541191892978","0.307147930810994","0.343675907048565"
"nicht erwerbstätig","2014","30-45","männlich","293","0.0874231853374294","0.0781965178616836","0.0966498528131752"
"nicht erwerbstätig","2014","30-45","weiblich","1095","0.180603779841986","0.169854584990439","0.191352974693534"
"nicht erwerbstätig","2014","46-65","männlich","720","0.174994248726894","0.163710730589321","0.186277766864467"
"nicht erwerbstätig","2014","46-65","weiblich","1218","0.256518844323605","0.244359199724492","0.268678488922717"
"nicht erwerbstätig","2014","66","männlich","","","",""
"nicht erwerbstätig","2014","66","weiblich","","","",""
"erwerbstätig","2014","17-29","männlich","1411","0.683415865783242","0.664577564116133","0.702254167450351"
"erwerbstätig","2014","17-29","weiblich","1372","0.67458808107022","0.656324092951435","0.692852069189006"
"erwerbstätig","2014","30-45","männlich","3307","0.912576814662571","0.903350147186825","0.921803482138317"
"erwerbstätig","2014","30-45","weiblich","3825","0.819396220158013","0.808647025306466","0.830145415009561"
"erwerbstätig","2014","46-65","männlich","3636","0.825005751273106","0.813722233135533","0.836289269410679"
"erwerbstätig","2014","46-65","weiblich","3737","0.743481155676395","0.731321511077283","0.755640800275508"
"erwerbstätig","2014","66","männlich","","","",""
"erwerbstätig","2014","66","weiblich","","","",""
"nicht erwerbstätig","2015","17-29","männlich","1061","0.338183867419859","0.319209118071893","0.357158616767824"
"nicht erwerbstätig","2015","17-29","weiblich","1325","0.361827436615188","0.343458982399156","0.380195890831219"
"nicht erwerbstätig","2015","30-45","männlich","661","0.131322428304073","0.120161535674098","0.142483320934049"
"nicht erwerbstätig","2015","30-45","weiblich","1335","0.187796598739666","0.176712236941653","0.198880960537678"
"nicht erwerbstätig","2015","46-65","männlich","746","0.165667474463284","0.154537088595683","0.176797860330884"
"nicht erwerbstätig","2015","46-65","weiblich","1202","0.243366384264143","0.23128962712798","0.255443141400307"
"nicht erwerbstätig","2015","66","männlich","","","",""
"nicht erwerbstätig","2015","66","weiblich","","","",""
"erwerbstätig","2015","17-29","männlich","1327","0.661816132580141","0.642841383232176","0.680790881928107"
"erwerbstätig","2015","17-29","weiblich","1304","0.638172563384812","0.619804109168781","0.656541017600844"
"erwerbstätig","2015","30-45","männlich","2857","0.868677571695927","0.857516679065951","0.879838464325902"
"erwerbstätig","2015","30-45","weiblich","3434","0.812203401260334","0.801119039462322","0.823287763058347"
"erwerbstätig","2015","46-65","männlich","3540","0.834332525536716","0.823202139669116","0.845462911404317"
"erwerbstätig","2015","46-65","weiblich","3648","0.756633615735857","0.744556858599693","0.76871037287202"
"erwerbstätig","2015","66","männlich","","","",""
"erwerbstätig","2015","66","weiblich","","","",""
"nicht erwerbstätig","2016","17-29","männlich","1400","0.320663503178916","0.3030291927289","0.338297813628931"
"nicht erwerbstätig","2016","17-29","weiblich","1406","0.359816697367989","0.341736765442285","0.377896629293693"
"nicht erwerbstätig","2016","30-45","männlich","1115","0.108878527572158","0.0990699087706063","0.11868714637371"
"nicht erwerbstätig","2016","30-45","weiblich","1523","0.174427601874884","0.163640527092565","0.185214676657202"
"nicht erwerbstätig","2016","46-65","männlich","867","0.159611863365209","0.148606056467651","0.170617670262767"
"nicht erwerbstätig","2016","46-65","weiblich","1136","0.212964911796804","0.20135762672946","0.224572196864148"
"nicht erwerbstätig","2016","66","männlich","","","",""
"nicht erwerbstätig","2016","66","weiblich","","","",""
"erwerbstätig","2016","17-29","männlich","1291","0.679336496821084","0.661702186371069","0.6969708072711"
"erwerbstätig","2016","17-29","weiblich","1301","0.640183302632011","0.622103370706307","0.658263234557715"
"erwerbstätig","2016","30-45","männlich","2759","0.891121472427842","0.88131285362629","0.900930091229394"
"erwerbstätig","2016","30-45","weiblich","3231","0.825572398125116","0.814785323342798","0.836359472907435"
"erwerbstätig","2016","46-65","männlich","3387","0.840388136634791","0.829382329737233","0.851393943532349"
"erwerbstätig","2016","46-65","weiblich","3643","0.787035088203196","0.775427803135852","0.79864237327054"
"erwerbstätig","2016","66","männlich","","","",""
"erwerbstätig","2016","66","weiblich","","","",""
"nicht erwerbstätig","2017","17-29","männlich","1698","0.32277832696224","0.306728997283012","0.338827656641467"
"nicht erwerbstätig","2017","17-29","weiblich","1724","0.352780617560262","0.336164957474972","0.369396277645552"
"nicht erwerbstätig","2017","30-45","männlich","1171","0.0949116310894006","0.0859314418439905","0.103891820334811"
"nicht erwerbstätig","2017","30-45","weiblich","1635","0.168084409616683","0.157762738461574","0.178406080771791"
"nicht erwerbstätig","2017","46-65","männlich","984","0.151731956345945","0.141794748417189","0.1616691642747"
"nicht erwerbstätig","2017","46-65","weiblich","1330","0.214998905964861","0.204212995136053","0.225784816793669"
"nicht erwerbstätig","2017","66","männlich","","","",""
"nicht erwerbstätig","2017","66","weiblich","","","",""
"erwerbstätig","2017","17-29","männlich","1562","0.67722167303776","0.661172343358533","0.693271002716988"
"erwerbstätig","2017","17-29","weiblich","1453","0.647219382439738","0.630603722354448","0.663835042525028"
"erwerbstätig","2017","30-45","männlich","2921","0.905088368910599","0.896108179665189","0.914068558156009"
"erwerbstätig","2017","30-45","weiblich","3407","0.831915590383317","0.821593919228209","0.842237261538426"
"erwerbstätig","2017","46-65","männlich","4023","0.848268043654055","0.838330835725299","0.858205251582811"
"erwerbstätig","2017","46-65","weiblich","4243","0.785001094035139","0.774215183206331","0.795787004863947"
"erwerbstätig","2017","66","männlich","","","",""
"erwerbstätig","2017","66","weiblich","","","",""
"nicht erwerbstätig","2018","17-29","männlich","1423","0.295899255314262","0.27981587712284","0.311982633505685"
"nicht erwerbstätig","2018","17-29","weiblich","1483","0.328503209997884","0.311592024840515","0.345414395155252"
"nicht erwerbstätig","2018","30-45","männlich","977","0.0748515631580624","0.0664670341035457","0.0832360922125791"
"nicht erwerbstätig","2018","30-45","weiblich","1459","0.161859387972929","0.151285470197544","0.172433305748313"
"nicht erwerbstätig","2018","46-65","männlich","963","0.145124132507153","0.135209237205992","0.155039027808313"
"nicht erwerbstätig","2018","46-65","weiblich","1228","0.194687994790064","0.184136812380727","0.205239177199401"
"nicht erwerbstätig","2018","66","männlich","","","",""
"nicht erwerbstätig","2018","66","weiblich","","","",""
"erwerbstätig","2018","17-29","männlich","1671","0.704100744685738","0.688017366494315","0.72018412287716"
"erwerbstätig","2018","17-29","weiblich","1480","0.671496790002116","0.654585604844748","0.688407975159484"
"erwerbstätig","2018","30-45","männlich","2807","0.925148436841938","0.916763907787421","0.933532965896454"
"erwerbstätig","2018","30-45","weiblich","3202","0.838140612027071","0.827566694251687","0.848714529802456"
"erwerbstätig","2018","46-65","männlich","3885","0.854875867492847","0.844960972191687","0.864790762794008"
"erwerbstätig","2018","46-65","weiblich","4182","0.805312005209936","0.794760822800599","0.815863187619272"
"erwerbstätig","2018","66","männlich","","","",""
"erwerbstätig","2018","66","weiblich","","","",""
"nicht erwerbstätig","2019","17-29","männlich","1119","0.305388614736295","0.288038540679316","0.322738688793275"
"nicht erwerbstätig","2019","17-29","weiblich","1295","0.318683800413589","0.300932692188848","0.336434908638329"
"nicht erwerbstätig","2019","30-45","männlich","791","0.0748599208703677","0.0663468876408207","0.0833729540999147"
"nicht erwerbstätig","2019","30-45","weiblich","1301","0.165542374563489","0.154436068892506","0.176648680234472"
"nicht erwerbstätig","2019","46-65","männlich","1011","0.169206417953505","0.159297602760242","0.179115233146768"
"nicht erwerbstätig","2019","46-65","weiblich","1240","0.207931150440597","0.197273493453671","0.218588807427524"
"nicht erwerbstätig","2019","66","männlich","","","",""
"nicht erwerbstätig","2019","66","weiblich","","","",""
"erwerbstätig","2019","17-29","männlich","1588","0.694611385263705","0.677261311206725","0.711961459320684"
"erwerbstätig","2019","17-29","weiblich","1352","0.681316199586411","0.663565091361671","0.699067307811152"
"erwerbstätig","2019","30-45","männlich","2880","0.925140079129632","0.916627045900085","0.933653112359179"
"erwerbstätig","2019","30-45","weiblich","3001","0.834457625436511","0.823351319765528","0.845563931107494"
"erwerbstätig","2019","46-65","männlich","4489","0.830793582046495","0.820884766853232","0.840702397239758"
"erwerbstätig","2019","46-65","weiblich","4330","0.792068849559403","0.781411192572476","0.802726506546329"
"erwerbstätig","2019","66","männlich","","","",""
"erwerbstätig","2019","66","weiblich","","","",""
"nicht erwerbstätig","2020","17-29","männlich","1202","0.306412833716203","0.290145195447604","0.322680471984802"
"nicht erwerbstätig","2020","17-29","weiblich","1317","0.325311535209759","0.308231036623526","0.342392033795992"
"nicht erwerbstätig","2020","30-45","männlich","892","0.0827847487214319","0.074432204022938","0.0911372934199258"
"nicht erwerbstätig","2020","30-45","weiblich","1313","0.171251775122558","0.160030738252234","0.182472811992882"
"nicht erwerbstätig","2020","46-65","männlich","965","0.154527907746978","0.144671379049383","0.164384436444574"
"nicht erwerbstätig","2020","46-65","weiblich","1218","0.217838416028131","0.206796172689034","0.228880659367228"
"nicht erwerbstätig","2020","66","männlich","","","",""
"nicht erwerbstätig","2020","66","weiblich","","","",""
"erwerbstätig","2020","17-29","männlich","1883","0.693587166283797","0.677319528015198","0.709854804552396"
"erwerbstätig","2020","17-29","weiblich","1573","0.674688464790241","0.657607966204008","0.691768963376474"
"erwerbstätig","2020","30-45","männlich","3289","0.917215251278568","0.908862706580074","0.925567795977062"
"erwerbstätig","2020","30-45","weiblich","3017","0.828748224877442","0.817527188007118","0.839969261747766"
"erwerbstätig","2020","46-65","männlich","4201","0.845472092253022","0.835615563555426","0.855328620950617"
"erwerbstätig","2020","46-65","weiblich","4150","0.782161583971869","0.771119340632772","0.793203827310967"
"erwerbstätig","2020","66","männlich","","","",""
"erwerbstätig","2020","66","weiblich","","","",""
