"e11102","year","age_gr","bula_h","n","percent","lower_confidence_percent","upper_confidence_percent"
"nicht erwerbstätig","2004","17-29","Bayern","164","0.249322824568808","0.21333055571555","0.285315093422067"
"nicht erwerbstätig","2004","17-29","Saarland","","","",""
"nicht erwerbstätig","2004","17-29","Berlin","68","0.371120670450959","0.300740545138909","0.441500795763009"
"nicht erwerbstätig","2004","17-29","Brandenburg","64","0.370498974782133","0.297253367922242","0.443744581642024"
"nicht erwerbstätig","2004","17-29","Mecklenburg-Vorpommern","32","0.275115611485157","0.185315209799698","0.364916013170616"
"nicht erwerbstätig","2004","17-29","Sachsen","128","0.392470256618229","0.338716897752784","0.446223615483673"
"nicht erwerbstätig","2004","17-29","Sachsen-Anhalt","80","0.37976675796641","0.310019423965141","0.449514091967679"
"nicht erwerbstätig","2004","17-29","Thüringen","72","0.355380336443282","0.290490987071093","0.420269685815471"
"nicht erwerbstätig","2004","30-45","Schleswig-Holstein","30","0.159811949178897","0.104566359523592","0.215057538834202"
"nicht erwerbstätig","2004","30-45","Hamburg","8","","",""
"nicht erwerbstätig","2004","30-45","Niedersachsen","83","0.113592801673663","0.0881815110867524","0.139004092260574"
"nicht erwerbstätig","2004","30-45","Bremen","6","","",""
"nicht erwerbstätig","2004","30-45","Nordrhein-Westfalen","202","0.130191448025611","0.112582949680391","0.147799946370831"
"nicht erwerbstätig","2004","30-45","Hessen","59","0.144461633663366","0.11254249682091","0.176380770505823"
"nicht erwerbstätig","2004","30-45","Rheinland-Pfalz,Saarland","66","0.157711101689442","0.122895916138101","0.192526287240783"
"nicht erwerbstätig","2004","30-45","Baden-Württemberg","128","0.141945615205972","0.118965636163888","0.164925594248057"
"nicht erwerbstätig","2004","30-45","Bayern","126","0.13448059004296","0.112876621049175","0.156084559036746"
"nicht erwerbstätig","2004","30-45","Saarland","","","",""
"nicht erwerbstätig","2004","30-45","Berlin","38","0.201526898920069","0.149112152612869","0.253941645227268"
"nicht erwerbstätig","2004","30-45","Brandenburg","28","","",""
"nicht erwerbstätig","2004","30-45","Mecklenburg-Vorpommern","20","","",""
"nicht erwerbstätig","2004","30-45","Sachsen","68","0.182189835621251","0.146366255528602","0.218013415713899"
"nicht erwerbstätig","2004","30-45","Sachsen-Anhalt","30","0.157149114365132","0.10838812072267","0.205910108007594"
"nicht erwerbstätig","2004","30-45","Thüringen","44","0.193121118381024","0.145503772380681","0.240738464381367"
"nicht erwerbstätig","2004","46-65","Schleswig-Holstein","66","0.323715213961756","0.266732310634057","0.380698117289454"
"nicht erwerbstätig","2004","46-65","Hamburg","41","0.36213030684304","0.276846496421827","0.447414117264254"
"nicht erwerbstätig","2004","46-65","Niedersachsen","179","0.344120625811511","0.305947568268618","0.382293683354405"
"nicht erwerbstätig","2004","46-65","Bremen","13","","",""
"nicht erwerbstätig","2004","46-65","Nordrhein-Westfalen","510","0.342362458403926","0.318906229730982","0.365818687076869"
"nicht erwerbstätig","2004","46-65","Hessen","134","0.298369204880394","0.258737347156206","0.338001062604583"
"nicht erwerbstätig","2004","46-65","Rheinland-Pfalz,Saarland","127","0.319523302012102","0.274222198305395","0.36482440571881"
"nicht erwerbstätig","2004","46-65","Baden-Württemberg","262","0.31430462834425","0.282816572246421","0.34579268444208"
"nicht erwerbstätig","2004","46-65","Bayern","283","0.316768603930958","0.288162664824457","0.34537454303746"
"nicht erwerbstätig","2004","46-65","Saarland","","","",""
"nicht erwerbstätig","2004","46-65","Berlin","80","0.323071353405976","0.268295424971633","0.37784728184032"
"nicht erwerbstätig","2004","46-65","Brandenburg","113","0.346498522324482","0.295918081167283","0.397078963481681"
"nicht erwerbstätig","2004","46-65","Mecklenburg-Vorpommern","62","0.371323496205437","0.301321185437673","0.4413258069732"
"nicht erwerbstätig","2004","46-65","Sachsen","163","0.35664969545704","0.315753070613471","0.397546320300609"
"nicht erwerbstätig","2004","46-65","Sachsen-Anhalt","124","0.43427418435974","0.382272144143885","0.486276224575595"
"nicht erwerbstätig","2004","46-65","Thüringen","114","0.424790537631984","0.369764572071845","0.479816503192122"
"nicht erwerbstätig","2004","66","Schleswig-Holstein","","","",""
"nicht erwerbstätig","2004","66","Hamburg","","","",""
"nicht erwerbstätig","2004","66","Niedersachsen","","","",""
"nicht erwerbstätig","2004","66","Bremen","","","",""
"nicht erwerbstätig","2004","66","Nordrhein-Westfalen","","","",""
"nicht erwerbstätig","2004","66","Hessen","","","",""
"nicht erwerbstätig","2004","66","Rheinland-Pfalz,Saarland","","","",""
"nicht erwerbstätig","2004","66","Baden-Württemberg","","","",""
"nicht erwerbstätig","2004","66","Bayern","","","",""
"nicht erwerbstätig","2004","66","Saarland","","","",""
"nicht erwerbstätig","2004","66","Berlin","","","",""
"nicht erwerbstätig","2004","66","Brandenburg","","","",""
"nicht erwerbstätig","2004","66","Mecklenburg-Vorpommern","","","",""
"nicht erwerbstätig","2004","66","Sachsen","","","",""
"nicht erwerbstätig","2004","66","Sachsen-Anhalt","","","",""
"nicht erwerbstätig","2004","66","Thüringen","","","",""
"erwerbstätig","2004","17-29","Schleswig-Holstein","75","0.726254893912732","0.644405892883316","0.808103894942148"
"erwerbstätig","2004","17-29","Hamburg","37","0.681213718004315","0.560236897018523","0.802190538990107"
"erwerbstätig","2004","17-29","Niedersachsen","225","0.681204896721222","0.631077661607899","0.731332131834545"
"erwerbstätig","2004","17-29","Bremen","15","","",""
"erwerbstätig","2004","17-29","Nordrhein-Westfalen","474","0.64170514283043","0.60759250917552","0.675817776485339"
"erwerbstätig","2004","17-29","Hessen","168","0.68500724583467","0.626361375705937","0.743653115963403"
"erwerbstätig","2004","17-29","Rheinland-Pfalz,Saarland","127","0.614118457467006","0.5493488444506","0.678888070483411"
"erwerbstätig","2004","17-29","Baden-Württemberg","331","0.674738641914169","0.633798614858614","0.715678668969723"
"erwerbstätig","2004","17-29","Bayern","391","0.750677175431192","0.714684906577933","0.786669444284451"
"erwerbstätig","2004","17-29","Saarland","","","",""
"erwerbstätig","2004","17-29","Berlin","113","0.628879329549041","0.558499204236991","0.699259454861091"
"erwerbstätig","2004","17-29","Brandenburg","103","0.629501025217867","0.556255418357976","0.702746632077758"
"erwerbstätig","2004","17-29","Mecklenburg-Vorpommern","63","0.724884388514843","0.635083986829384","0.814684790200302"
"erwerbstätig","2004","17-29","Sachsen","189","0.607529743381771","0.553776384516327","0.661283102247216"
"erwerbstätig","2004","17-29","Sachsen-Anhalt","106","0.62023324203359","0.550485908032321","0.689980576034859"
"erwerbstätig","2004","17-29","Thüringen","137","0.644619663556718","0.579730314184529","0.709509012928907"
"erwerbstätig","2004","30-45","Schleswig-Holstein","139","0.840188050821103","0.784942461165798","0.895433640476408"
"erwerbstätig","2004","30-45","Hamburg","66","0.911782110106209","0.847163725438643","0.976400494773775"
"erwerbstätig","2004","30-45","Niedersachsen","516","0.886407198326337","0.860995907739426","0.911818488913248"
"erwerbstätig","2004","30-45","Bremen","44","0.854026700670645","0.75615986975886","0.95189353158243"
"erwerbstätig","2004","30-45","Nordrhein-Westfalen","1201","0.869808551974389","0.852200053629169","0.887417050319609"
"erwerbstätig","2004","30-45","Hessen","407","0.855538366336634","0.823619229494177","0.88745750317909"
"erwerbstätig","2004","30-45","Rheinland-Pfalz,Saarland","355","0.842288898310558","0.807473712759217","0.877104083861899"
"erwerbstätig","2004","30-45","Baden-Württemberg","758","0.858054384794028","0.835074405751943","0.881034363836112"
"erwerbstätig","2004","30-45","Bayern","832","0.86551940995704","0.843915440963254","0.887123378950825"
"erwerbstätig","2004","30-45","Saarland","","","",""
"erwerbstätig","2004","30-45","Berlin","187","0.798473101079931","0.746058354772732","0.850887847387131"
"erwerbstätig","2004","30-45","Brandenburg","180","0.835407917574382","0.785014920656653","0.885800914492111"
"erwerbstätig","2004","30-45","Mecklenburg-Vorpommern","126","0.832401472230933","0.771815346381723","0.892987598080143"
"erwerbstätig","2004","30-45","Sachsen","378","0.817810164378749","0.781986584286101","0.853633744471398"
"erwerbstätig","2004","30-45","Sachsen-Anhalt","184","0.842850885634868","0.794089891992406","0.89161187927733"
"erwerbstätig","2004","30-45","Thüringen","220","0.806878881618976","0.759261535618632","0.854496227619319"
"erwerbstätig","2004","46-65","Schleswig-Holstein","193","0.676284786038244","0.619301882710546","0.733267689365943"
"erwerbstätig","2004","46-65","Hamburg","81","0.63786969315696","0.552585882735746","0.723153503578173"
"erwerbstätig","2004","46-65","Niedersachsen","416","0.655879374188489","0.617706316645595","0.694052431731382"
"erwerbstätig","2004","46-65","Bremen","45","0.745509668005887","0.633412051528373","0.8576072844834"
"erwerbstätig","2004","46-65","Nordrhein-Westfalen","1062","0.657637541596075","0.634181312923131","0.681093770269018"
"erwerbstätig","2004","46-65","Hessen","378","0.701630795119606","0.661998937395417","0.741262652843794"
"erwerbstätig","2004","46-65","Rheinland-Pfalz,Saarland","280","0.680476697987898","0.63517559428119","0.725777801694605"
"erwerbstätig","2004","46-65","Baden-Württemberg","573","0.68569537165575","0.65420731555792","0.717183427753579"
"erwerbstätig","2004","46-65","Bayern","733","0.683231396069041","0.65462545696254","0.711837335175543"
"erwerbstätig","2004","46-65","Saarland","","","",""
"erwerbstätig","2004","46-65","Berlin","200","0.676928646594024","0.62215271815968","0.731704575028367"
"erwerbstätig","2004","46-65","Brandenburg","227","0.653501477675518","0.602921036518319","0.704081918832717"
"erwerbstätig","2004","46-65","Mecklenburg-Vorpommern","121","0.628676503794563","0.558674193026799","0.698678814562327"
"erwerbstätig","2004","46-65","Sachsen","364","0.64335030454296","0.602453679699391","0.684246929386529"
"erwerbstätig","2004","46-65","Sachsen-Anhalt","225","0.56572581564026","0.513723775424405","0.617727855856115"
"erwerbstätig","2004","46-65","Thüringen","196","0.575209462368016","0.520183496807878","0.630235427928155"
"erwerbstätig","2004","66","Schleswig-Holstein","","","",""
"erwerbstätig","2004","66","Hamburg","","","",""
"erwerbstätig","2004","66","Niedersachsen","","","",""
"erwerbstätig","2004","66","Bremen","","","",""
"erwerbstätig","2004","66","Nordrhein-Westfalen","","","",""
"erwerbstätig","2004","66","Hessen","","","",""
"erwerbstätig","2004","66","Rheinland-Pfalz,Saarland","","","",""
"erwerbstätig","2004","66","Baden-Württemberg","","","",""
"erwerbstätig","2004","66","Bayern","","","",""
"erwerbstätig","2004","66","Saarland","","","",""
"erwerbstätig","2004","66","Berlin","","","",""
"erwerbstätig","2004","66","Brandenburg","","","",""
"erwerbstätig","2004","66","Mecklenburg-Vorpommern","","","",""
"erwerbstätig","2004","66","Sachsen","","","",""
"erwerbstätig","2004","66","Sachsen-Anhalt","","","",""
"erwerbstätig","2004","66","Thüringen","","","",""
"nicht erwerbstätig","2005","17-29","Schleswig-Holstein","42","0.259374848400834","0.179615379250332","0.339134317551336"
"nicht erwerbstätig","2005","17-29","Hamburg","23","","",""
"nicht erwerbstätig","2005","17-29","Niedersachsen","106","0.310442669104727","0.260141010556085","0.36074432765337"
"nicht erwerbstätig","2005","17-29","Bremen","15","","",""
"nicht erwerbstätig","2005","17-29","Nordrhein-Westfalen","286","0.356051712929731","0.321292785823746","0.390810640035715"
"nicht erwerbstätig","2005","17-29","Hessen","78","0.335427259788756","0.274276650497942","0.396577869079571"
"nicht erwerbstätig","2005","17-29","Rheinland-Pfalz,Saarland","65","0.28075994753253","0.219690930189658","0.341828964875402"
"nicht erwerbstätig","2005","17-29","Baden-Württemberg","180","0.333653794848726","0.292488538757108","0.374819050940345"
"nicht erwerbstätig","2005","17-29","Bayern","151","0.225377463565618","0.189805285003923","0.260949642127313"
"nicht erwerbstätig","2005","17-29","Saarland","","","",""
"nicht erwerbstätig","2005","17-29","Berlin","66","0.360645298181601","0.286701517365783","0.43458907899742"
"nicht erwerbstätig","2005","17-29","Brandenburg","66","0.367450547218118","0.294548429944932","0.440352664491305"
"nicht erwerbstätig","2005","17-29","Mecklenburg-Vorpommern","36","0.352534650702717","0.256462954376675","0.44860634702876"
"nicht erwerbstätig","2005","17-29","Sachsen","117","0.407076839193092","0.352030963862249","0.462122714523935"
"nicht erwerbstätig","2005","17-29","Sachsen-Anhalt","78","0.412612934329043","0.340892582386362","0.484333286271723"
"nicht erwerbstätig","2005","17-29","Thüringen","69","0.348375181156402","0.279344054981691","0.417406307331113"
"nicht erwerbstätig","2005","30-45","Schleswig-Holstein","24","","",""
"nicht erwerbstätig","2005","30-45","Hamburg","8","","",""
"nicht erwerbstätig","2005","30-45","Niedersachsen","77","0.119456430849483","0.0921270589480382","0.146785802750927"
"nicht erwerbstätig","2005","30-45","Bremen","6","","",""
"nicht erwerbstätig","2005","30-45","Nordrhein-Westfalen","178","0.128111312744565","0.110115792190695","0.146106833298435"
"nicht erwerbstätig","2005","30-45","Hessen","51","0.121681981285527","0.0911007573220653","0.152263205248989"
"nicht erwerbstätig","2005","30-45","Rheinland-Pfalz,Saarland","47","0.144144612189264","0.108829898123077","0.17945932625545"
"nicht erwerbstätig","2005","30-45","Baden-Württemberg","118","0.138288467875157","0.11455961447243","0.162017321277885"
"nicht erwerbstätig","2005","30-45","Bayern","119","0.137163589034593","0.114762576750161","0.159564601319025"
"nicht erwerbstätig","2005","30-45","Saarland","","","",""
"nicht erwerbstätig","2005","30-45","Berlin","37","0.193284520623554","0.14086674630763","0.245702294939478"
"nicht erwerbstätig","2005","30-45","Brandenburg","37","0.198054242070419","0.144407329593925","0.251701154546912"
"nicht erwerbstätig","2005","30-45","Mecklenburg-Vorpommern","24","","",""
"nicht erwerbstätig","2005","30-45","Sachsen","57","0.162077579546537","0.126621768897694","0.19753339019538"
"nicht erwerbstätig","2005","30-45","Sachsen-Anhalt","27","","",""
"nicht erwerbstätig","2005","30-45","Thüringen","44","0.218618089432584","0.16665204289392","0.270584135971248"
"nicht erwerbstätig","2005","46-65","Schleswig-Holstein","61","0.287077046125033","0.230544171303723","0.343609920946343"
"nicht erwerbstätig","2005","46-65","Hamburg","36","0.363552303563809","0.274067062682248","0.45303754444537"
"nicht erwerbstätig","2005","46-65","Niedersachsen","165","0.329720896497268","0.290609558309333","0.368832234685203"
"nicht erwerbstätig","2005","46-65","Bremen","14","","",""
"nicht erwerbstätig","2005","46-65","Nordrhein-Westfalen","470","0.334171601484465","0.310220754065586","0.358122448903343"
"nicht erwerbstätig","2005","46-65","Hessen","117","0.26397373176475","0.224375879791476","0.303571583738023"
"nicht erwerbstätig","2005","46-65","Rheinland-Pfalz,Saarland","121","0.325930314346767","0.278926707446227","0.372933921247307"
"nicht erwerbstätig","2005","46-65","Baden-Württemberg","244","0.298729681027253","0.267209587452963","0.330249774601544"
"nicht erwerbstätig","2005","46-65","Bayern","244","0.279165361964377","0.250949906484093","0.30738081744466"
"nicht erwerbstätig","2005","46-65","Saarland","","","",""
"nicht erwerbstätig","2005","46-65","Berlin","73","0.291688632789257","0.236438506477846","0.346938759100668"
"nicht erwerbstätig","2005","46-65","Brandenburg","107","0.327933798199734","0.276657192094753","0.379210404304715"
"nicht erwerbstätig","2005","46-65","Mecklenburg-Vorpommern","58","0.352517889339455","0.282333171652944","0.422702607025966"
"nicht erwerbstätig","2005","46-65","Sachsen","163","0.358183067007146","0.3170519077152","0.399314226299093"
"nicht erwerbstätig","2005","46-65","Sachsen-Anhalt","111","0.398127052743193","0.34594117446338","0.450312931023007"
"nicht erwerbstätig","2005","46-65","Thüringen","99","0.357997587029609","0.303657431542765","0.412337742516453"
"nicht erwerbstätig","2005","66","Schleswig-Holstein","","","",""
"nicht erwerbstätig","2005","66","Hamburg","","","",""
"nicht erwerbstätig","2005","66","Niedersachsen","","","",""
"nicht erwerbstätig","2005","66","Bremen","","","",""
"nicht erwerbstätig","2005","66","Nordrhein-Westfalen","","","",""
"nicht erwerbstätig","2005","66","Hessen","","","",""
"nicht erwerbstätig","2005","66","Rheinland-Pfalz,Saarland","","","",""
"nicht erwerbstätig","2005","66","Baden-Württemberg","","","",""
"nicht erwerbstätig","2005","66","Bayern","","","",""
"nicht erwerbstätig","2005","66","Saarland","","","",""
"nicht erwerbstätig","2005","66","Berlin","","","",""
"nicht erwerbstätig","2005","66","Brandenburg","","","",""
"nicht erwerbstätig","2005","66","Mecklenburg-Vorpommern","","","",""
"nicht erwerbstätig","2005","66","Sachsen","","","",""
"nicht erwerbstätig","2005","66","Sachsen-Anhalt","","","",""
"nicht erwerbstätig","2005","66","Thüringen","","","",""
"erwerbstätig","2005","17-29","Schleswig-Holstein","74","0.740625151599166","0.660865682448664","0.820384620749668"
"erwerbstätig","2005","17-29","Hamburg","41","0.629585053071083","0.511272844931043","0.747897261211122"
"erwerbstätig","2005","17-29","Niedersachsen","219","0.689557330895273","0.63925567234663","0.739858989443915"
"erwerbstätig","2005","17-29","Bremen","13","","",""
"erwerbstätig","2005","17-29","Nordrhein-Westfalen","443","0.643948287070269","0.609189359964285","0.678707214176254"
"erwerbstätig","2005","17-29","Hessen","151","0.664572740211244","0.603422130920429","0.725723349502058"
"erwerbstätig","2005","17-29","Rheinland-Pfalz,Saarland","143","0.71924005246747","0.658171035124598","0.780309069810342"
"erwerbstätig","2005","17-29","Baden-Württemberg","324","0.666346205151274","0.625180949059655","0.707511461242892"
"erwerbstätig","2005","17-29","Bayern","379","0.774622536434382","0.739050357872687","0.810194714996077"
"erwerbstätig","2005","17-29","Saarland","","","",""
"erwerbstätig","2005","17-29","Berlin","96","0.639354701818399","0.56541092100258","0.713298482634217"
"erwerbstätig","2005","17-29","Brandenburg","102","0.632549452781881","0.559647335508695","0.705451570055068"
"erwerbstätig","2005","17-29","Mecklenburg-Vorpommern","59","0.647465349297283","0.55139365297124","0.743537045623325"
"erwerbstätig","2005","17-29","Sachsen","189","0.592923160806908","0.537877285476065","0.647969036137751"
"erwerbstätig","2005","17-29","Sachsen-Anhalt","103","0.587387065670957","0.515666713728277","0.659107417613638"
"erwerbstätig","2005","17-29","Thüringen","114","0.651624818843598","0.582593692668887","0.720655945018309"
"erwerbstätig","2005","30-45","Schleswig-Holstein","134","0.860101298385884","0.806013264985986","0.914189331785783"
"erwerbstätig","2005","30-45","Hamburg","61","0.918563684214134","0.854029883999973","0.983097484428295"
"erwerbstätig","2005","30-45","Niedersachsen","464","0.880543569150517","0.853214197249073","0.907872941051962"
"erwerbstätig","2005","30-45","Bremen","29","","",""
"erwerbstätig","2005","30-45","Nordrhein-Westfalen","1147","0.871888687255435","0.853893166701565","0.889884207809305"
"erwerbstätig","2005","30-45","Hessen","388","0.878318018714473","0.847736794751011","0.908899242677935"
"erwerbstätig","2005","30-45","Rheinland-Pfalz,Saarland","333","0.855855387810736","0.82054067374455","0.891170101876923"
"erwerbstätig","2005","30-45","Baden-Württemberg","695","0.861711532124843","0.837982678722116","0.88544038552757"
"erwerbstätig","2005","30-45","Bayern","787","0.862836410965407","0.840435398680975","0.885237423249839"
"erwerbstätig","2005","30-45","Saarland","","","",""
"erwerbstätig","2005","30-45","Berlin","181","0.806715479376446","0.754297705060522","0.859133253692369"
"erwerbstätig","2005","30-45","Brandenburg","175","0.801945757929581","0.748298845453088","0.855592670406075"
"erwerbstätig","2005","30-45","Mecklenburg-Vorpommern","108","0.823846863532248","0.758859403714819","0.888834323349678"
"erwerbstätig","2005","30-45","Sachsen","358","0.837922420453463","0.80246660980462","0.873378231102306"
"erwerbstätig","2005","30-45","Sachsen-Anhalt","175","0.856150519493459","0.807755394321477","0.904545644665441"
"erwerbstätig","2005","30-45","Thüringen","199","0.781381910567416","0.729415864028752","0.83334795710608"
"erwerbstätig","2005","46-65","Schleswig-Holstein","185","0.712922953874967","0.656390079053657","0.769455828696277"
"erwerbstätig","2005","46-65","Hamburg","75","0.636447696436191","0.54696245555463","0.725932937317752"
"erwerbstätig","2005","46-65","Niedersachsen","390","0.670279103502732","0.631167765314797","0.709390441690667"
"erwerbstätig","2005","46-65","Bremen","42","0.703415914652069","0.58378756978174","0.823044259522399"
"erwerbstätig","2005","46-65","Nordrhein-Westfalen","1020","0.665828398515535","0.641877551096657","0.689779245934414"
"erwerbstätig","2005","46-65","Hessen","359","0.73602626823525","0.696428416261977","0.775624120208524"
"erwerbstätig","2005","46-65","Rheinland-Pfalz,Saarland","261","0.674069685653233","0.627066078752693","0.721073292553773"
"erwerbstätig","2005","46-65","Baden-Württemberg","566","0.701270318972747","0.669750225398456","0.732790412547037"
"erwerbstätig","2005","46-65","Bayern","727","0.720834638035623","0.69261918255534","0.749050093515907"
"erwerbstätig","2005","46-65","Saarland","","","",""
"erwerbstätig","2005","46-65","Berlin","187","0.708311367210743","0.653061240899332","0.763561493522154"
"erwerbstätig","2005","46-65","Brandenburg","215","0.672066201800266","0.620789595695284","0.723342807905247"
"erwerbstätig","2005","46-65","Mecklenburg-Vorpommern","120","0.647482110660545","0.577297392974034","0.717666828347056"
"erwerbstätig","2005","46-65","Sachsen","359","0.641816932992854","0.600685773700907","0.6829480922848"
"erwerbstätig","2005","46-65","Sachsen-Anhalt","227","0.601872947256807","0.549687068976993","0.65405882553662"
"erwerbstätig","2005","46-65","Thüringen","200","0.642002412970391","0.587662257483547","0.696342568457235"
"erwerbstätig","2005","66","Schleswig-Holstein","","","",""
"erwerbstätig","2005","66","Hamburg","","","",""
"erwerbstätig","2005","66","Niedersachsen","","","",""
"erwerbstätig","2005","66","Bremen","","","",""
"erwerbstätig","2005","66","Nordrhein-Westfalen","","","",""
"erwerbstätig","2005","66","Hessen","","","",""
"erwerbstätig","2005","66","Rheinland-Pfalz,Saarland","","","",""
"erwerbstätig","2005","66","Baden-Württemberg","","","",""
"erwerbstätig","2005","66","Bayern","","","",""
"erwerbstätig","2005","66","Saarland","","","",""
"erwerbstätig","2005","66","Berlin","","","",""
"erwerbstätig","2005","66","Brandenburg","","","",""
"erwerbstätig","2005","66","Mecklenburg-Vorpommern","","","",""
"erwerbstätig","2005","66","Sachsen","","","",""
"erwerbstätig","2005","66","Sachsen-Anhalt","","","",""
"erwerbstätig","2005","66","Thüringen","","","",""
"nicht erwerbstätig","2006","17-29","Schleswig-Holstein","45","0.310536170041312","0.226693133239298","0.394379206843326"
"nicht erwerbstätig","2006","17-29","Hamburg","26","","",""
"nicht erwerbstätig","2006","17-29","Niedersachsen","126","0.348435119413547","0.298374264284743","0.398495974542351"
"nicht erwerbstätig","2006","17-29","Bremen","9","","",""
"nicht erwerbstätig","2006","17-29","Nordrhein-Westfalen","310","0.402511918141752","0.367297221613809","0.437726614669695"
"nicht erwerbstätig","2006","17-29","Hessen","94","0.373210575801359","0.31163454099671","0.434786610606008"
"nicht erwerbstätig","2006","17-29","Rheinland-Pfalz,Saarland","79","0.277884543575101","0.21961110057631","0.336157986573891"
"nicht erwerbstätig","2006","17-29","Baden-Württemberg","207","0.32496511449147","0.285498403275163","0.364431825707777"
"nicht erwerbstätig","2006","17-29","Bayern","177","0.259517491560493","0.223079753066384","0.295955230054601"
"nicht erwerbstätig","2006","17-29","Saarland","","","",""
"nicht erwerbstätig","2006","17-29","Berlin","68","0.395930610429463","0.319915053258925","0.471946167600002"
"nicht erwerbstätig","2006","17-29","Brandenburg","64","0.333962463724929","0.26306645089123","0.404858476558628"
"nicht erwerbstätig","2006","17-29","Mecklenburg-Vorpommern","38","0.333153797067028","0.241682838525564","0.424624755608492"
"nicht erwerbstätig","2006","17-29","Sachsen","140","0.43599877410525","0.381666765610674","0.490330782599826"
"nicht erwerbstätig","2006","17-29","Sachsen-Anhalt","73","0.301834592535908","0.237403654446325","0.366265530625492"
"nicht erwerbstätig","2006","17-29","Thüringen","72","0.390507614928412","0.31863551180884","0.462379718047984"
"nicht erwerbstätig","2006","30-45","Schleswig-Holstein","31","0.177226997368039","0.119484121977777","0.234969872758302"
"nicht erwerbstätig","2006","30-45","Hamburg","10","","",""
"nicht erwerbstätig","2006","30-45","Niedersachsen","98","0.158073199975516","0.128409432074503","0.187736967876529"
"nicht erwerbstätig","2006","30-45","Bremen","7","","",""
"nicht erwerbstätig","2006","30-45","Nordrhein-Westfalen","216","0.164066382380802","0.144274703067454","0.183858061694151"
"nicht erwerbstätig","2006","30-45","Hessen","52","0.10784217408003","0.0797099017590867","0.135974446400973"
"nicht erwerbstätig","2006","30-45","Rheinland-Pfalz,Saarland","50","0.145633574588038","0.110026994962577","0.181240154213499"
"nicht erwerbstätig","2006","30-45","Baden-Württemberg","143","0.163324954393196","0.138575686257015","0.188074222529377"
"nicht erwerbstätig","2006","30-45","Bayern","128","0.13488649765918","0.113198351814951","0.156574643503409"
"nicht erwerbstätig","2006","30-45","Saarland","","","",""
"nicht erwerbstätig","2006","30-45","Berlin","28","","",""
"nicht erwerbstätig","2006","30-45","Brandenburg","34","0.174987589104171","0.125560045583283","0.224415132625059"
"nicht erwerbstätig","2006","30-45","Mecklenburg-Vorpommern","34","0.219687561879039","0.153207417169034","0.286167706589044"
"nicht erwerbstätig","2006","30-45","Sachsen","54","0.153074233499365","0.117789095929637","0.188359371069092"
"nicht erwerbstätig","2006","30-45","Sachsen-Anhalt","31","0.168222187093537","0.117749995065779","0.218694379121295"
"nicht erwerbstätig","2006","30-45","Thüringen","39","0.183726089470626","0.136287531164037","0.231164647777214"
"nicht erwerbstätig","2006","46-65","Schleswig-Holstein","66","0.311679774015104","0.254033422398794","0.369326125631413"
"nicht erwerbstätig","2006","46-65","Hamburg","35","0.352308546904277","0.263840843685169","0.440776250123385"
"nicht erwerbstätig","2006","46-65","Niedersachsen","170","0.30510942724478","0.269154050844433","0.341064803645128"
"nicht erwerbstätig","2006","46-65","Bremen","14","","",""
"nicht erwerbstätig","2006","46-65","Nordrhein-Westfalen","475","0.315958889867919","0.293006581207121","0.338911198528717"
"nicht erwerbstätig","2006","46-65","Hessen","133","0.270882780274879","0.232721880503482","0.309043680046277"
"nicht erwerbstätig","2006","46-65","Rheinland-Pfalz,Saarland","117","0.261389559917263","0.219859199222038","0.302919920612489"
"nicht erwerbstätig","2006","46-65","Baden-Württemberg","245","0.277823994230038","0.247939280774414","0.307708707685661"
"nicht erwerbstätig","2006","46-65","Bayern","299","0.298662129448811","0.271404531176085","0.325919727721537"
"nicht erwerbstätig","2006","46-65","Saarland","","","",""
"nicht erwerbstätig","2006","46-65","Berlin","84","0.305115854060929","0.253775667775045","0.356456040346813"
"nicht erwerbstätig","2006","46-65","Brandenburg","110","0.299922379507124","0.250853829868147","0.348990929146102"
"nicht erwerbstätig","2006","46-65","Mecklenburg-Vorpommern","65","0.362001052798046","0.295230272635882","0.42877183296021"
"nicht erwerbstätig","2006","46-65","Sachsen","169","0.349127206704429","0.309820761117216","0.388433652291642"
"nicht erwerbstätig","2006","46-65","Sachsen-Anhalt","110","0.402150167315272","0.349004924263623","0.455295410366921"
"nicht erwerbstätig","2006","46-65","Thüringen","105","0.37063912425591","0.317968031202892","0.423310217308929"
"nicht erwerbstätig","2006","66","Schleswig-Holstein","","","",""
"nicht erwerbstätig","2006","66","Hamburg","","","",""
"nicht erwerbstätig","2006","66","Niedersachsen","","","",""
"nicht erwerbstätig","2006","66","Bremen","","","",""
"nicht erwerbstätig","2006","66","Nordrhein-Westfalen","","","",""
"nicht erwerbstätig","2006","66","Hessen","","","",""
"nicht erwerbstätig","2006","66","Rheinland-Pfalz,Saarland","","","",""
"nicht erwerbstätig","2006","66","Baden-Württemberg","","","",""
"nicht erwerbstätig","2006","66","Bayern","","","",""
"nicht erwerbstätig","2006","66","Saarland","","","",""
"nicht erwerbstätig","2006","66","Berlin","","","",""
"nicht erwerbstätig","2006","66","Brandenburg","","","",""
"nicht erwerbstätig","2006","66","Mecklenburg-Vorpommern","","","",""
"nicht erwerbstätig","2006","66","Sachsen","","","",""
"nicht erwerbstätig","2006","66","Sachsen-Anhalt","","","",""
"nicht erwerbstätig","2006","66","Thüringen","","","",""
