"e11102","year","regtyp","sampreg","n","percent","lower_confidence","upper_confidence"
"nicht erwerbstätig","2015","Laendlicher Raum","Ostdeutschland","1458","0.415118365753487","0.398891158658282","0.431345572848692"
"erwerbstätig","2015","Staedtischer Raum","Westdeutschland","9620","0.60939337022971","0.601799860531355","0.616986879928064"
"erwerbstätig","2015","Staedtischer Raum","Ostdeutschland","1157","0.608868695228526","0.587231103476712","0.63050628698034"
"erwerbstätig","2015","Laendlicher Raum","Westdeutschland","3764","0.630854609280466","0.618631813362628","0.643077405198304"
"erwerbstätig","2015","Laendlicher Raum","Ostdeutschland","2084","0.584881634246513","0.568654427151308","0.601108841341718"
"nicht erwerbstätig","2016","Staedtischer Raum","Westdeutschland","6827","0.375354756630416","0.36789307390349","0.382816439357342"
"nicht erwerbstätig","2016","Staedtischer Raum","Ostdeutschland","880","0.351308894921652","0.330376742257498","0.372241047585806"
"nicht erwerbstätig","2016","Laendlicher Raum","Westdeutschland","2366","0.359072314730094","0.346915484182921","0.371229145277268"
"nicht erwerbstätig","2016","Laendlicher Raum","Ostdeutschland","1610","0.386911764221627","0.371091810440333","0.402731718002922"
"erwerbstätig","2016","Staedtischer Raum","Westdeutschland","9350","0.624645243369584","0.617183560642658","0.63210692609651"
"erwerbstätig","2016","Staedtischer Raum","Ostdeutschland","1118","0.648691105078348","0.627758952414194","0.669623257742502"
"erwerbstätig","2016","Laendlicher Raum","Westdeutschland","3616","0.640927685269906","0.628770854722732","0.653084515817079"
"erwerbstätig","2016","Laendlicher Raum","Ostdeutschland","2031","0.613088235778373","0.597268281997078","0.628908189559667"
"nicht erwerbstätig","2017","Staedtischer Raum","Westdeutschland","7549","0.366871163643779","0.359839461757625","0.373902865529933"
"nicht erwerbstätig","2017","Staedtischer Raum","Ostdeutschland","958","0.378855981002188","0.358807263745932","0.398904698258443"
"nicht erwerbstätig","2017","Laendlicher Raum","Westdeutschland","2737","0.353998314110654","0.342658044733778","0.365338583487531"
"nicht erwerbstätig","2017","Laendlicher Raum","Ostdeutschland","1691","0.380663879865093","0.365654280372889","0.395673479357296"
"erwerbstätig","2017","Staedtischer Raum","Westdeutschland","10497","0.633128836356221","0.626097134470067","0.640160538242375"
"erwerbstätig","2017","Staedtischer Raum","Ostdeutschland","1291","0.621144018997812","0.601095301741557","0.641192736254068"
"erwerbstätig","2017","Laendlicher Raum","Westdeutschland","4094","0.646001685889345","0.634661416512469","0.657341955266222"
"erwerbstätig","2017","Laendlicher Raum","Ostdeutschland","2329","0.619336120134907","0.604326520642704","0.634345719627111"
"nicht erwerbstätig","2018","Staedtischer Raum","Westdeutschland","7013","0.357405555237178","0.350273575976804","0.364537534497552"
"nicht erwerbstätig","2018","Staedtischer Raum","Ostdeutschland","946","0.349463485761004","0.329629575442195","0.369297396079814"
"nicht erwerbstätig","2018","Laendlicher Raum","Westdeutschland","2374","0.337831131656585","0.326160293659801","0.349501969653369"
"nicht erwerbstätig","2018","Laendlicher Raum","Ostdeutschland","1603","0.378418657187223","0.363209077000646","0.3936282373738"
"erwerbstätig","2018","Staedtischer Raum","Westdeutschland","10332","0.642594444762822","0.635462465502448","0.649726424023195"
"erwerbstätig","2018","Staedtischer Raum","Ostdeutschland","1274","0.650536514238996","0.630702603920186","0.670370424557805"
"erwerbstätig","2018","Laendlicher Raum","Westdeutschland","3935","0.662168868343415","0.650498030346631","0.673839706340199"
"erwerbstätig","2018","Laendlicher Raum","Ostdeutschland","2303","0.621581342812777","0.6063717626262","0.636790922999354"
"nicht erwerbstätig","2019","Staedtischer Raum","Westdeutschland","6441","0.355866475127337","0.34866687369318","0.363066076561493"
"nicht erwerbstätig","2019","Staedtischer Raum","Ostdeutschland","842","0.356016141294683","0.335818804604674","0.376213477984693"
"nicht erwerbstätig","2019","Laendlicher Raum","Westdeutschland","2188","0.341622682794593","0.329703796887761","0.353541568701424"
"nicht erwerbstätig","2019","Laendlicher Raum","Ostdeutschland","1540","0.415861750015581","0.400359429680504","0.431364070350658"
"erwerbstätig","2019","Staedtischer Raum","Westdeutschland","10547","0.644133524872663","0.636933923438507","0.65133312630682"
"erwerbstätig","2019","Staedtischer Raum","Ostdeutschland","1317","0.643983858705317","0.623786522015307","0.664181195395326"
"erwerbstätig","2019","Laendlicher Raum","Westdeutschland","3894","0.658377317205407","0.646458431298576","0.670296203112239"
"erwerbstätig","2019","Laendlicher Raum","Ostdeutschland","2343","0.584138249984419","0.568635929649341","0.599640570319496"
"nicht erwerbstätig","2020","Staedtischer Raum","Westdeutschland","6738","0.362358870490146","0.355341213134855","0.369376527845437"
"nicht erwerbstätig","2020","Staedtischer Raum","Ostdeutschland","895","0.345489873580414","0.325797415563042","0.365182331597787"
"nicht erwerbstätig","2020","Laendlicher Raum","Westdeutschland","2031","0.346709749241202","0.334702443496356","0.358717054986048"
"nicht erwerbstätig","2020","Laendlicher Raum","Ostdeutschland","1484","0.412931830509195","0.397099234525612","0.428764426492778"
"erwerbstätig","2020","Staedtischer Raum","Westdeutschland","11285","0.637641129509855","0.630623472154564","0.644658786865145"
"erwerbstätig","2020","Staedtischer Raum","Ostdeutschland","1345","0.654510126419586","0.634817668402213","0.674202584436958"
"erwerbstätig","2020","Laendlicher Raum","Westdeutschland","4004","0.653290250758798","0.641282945013953","0.665297556503644"
"erwerbstätig","2020","Laendlicher Raum","Ostdeutschland","2231","0.587068169490805","0.571235573507222","0.602900765474388"
