"e11102","year","age_gr","sampreg","n","percent","lower_confidence_percent","upper_confidence_percent"
"erwerbstätig","2003","30-45","Ostdeutschland","1279","0.850780926039552","0.832677212542134","0.86888463953697"
"erwerbstätig","2003","46-65","Westdeutschland","3985","0.672507278056813","0.660318770031429","0.684695786082196"
"erwerbstätig","2003","46-65","Ostdeutschland","1224","0.609261432295932","0.587188453892136","0.631334410699727"
"erwerbstätig","2003","66","Westdeutschland","","","",""
"erwerbstätig","2003","66","Ostdeutschland","","","",""
"nicht erwerbstätig","2004","17-29","Westdeutschland","992","0.324382789721753","0.30729721007766","0.341468369365845"
"nicht erwerbstätig","2004","17-29","Ostdeutschland","412","0.363482266363402","0.334715382643692","0.392249150083112"
"nicht erwerbstätig","2004","30-45","Westdeutschland","735","0.138892239670184","0.129451598337374","0.148332881002995"
"nicht erwerbstätig","2004","30-45","Ostdeutschland","201","0.170925009383269","0.151020364297606","0.190829654468933"
"nicht erwerbstätig","2004","46-65","Westdeutschland","1661","0.324937380577316","0.31260559730127","0.337269163853361"
"nicht erwerbstätig","2004","46-65","Ostdeutschland","610","0.382429969157675","0.360127407969464","0.404732530345885"
"nicht erwerbstätig","2004","66","Westdeutschland","","","",""
"nicht erwerbstätig","2004","66","Ostdeutschland","","","",""
"erwerbstätig","2004","17-29","Westdeutschland","1892","0.675617210278247","0.658531630634155","0.69270278992234"
"erwerbstätig","2004","17-29","Ostdeutschland","662","0.636517733636598","0.607750849916888","0.665284617356308"
"erwerbstätig","2004","30-45","Westdeutschland","4420","0.861107760329816","0.851667118997005","0.870548401662626"
"erwerbstätig","2004","30-45","Ostdeutschland","1173","0.829074990616731","0.809170345531067","0.848979635702394"
"erwerbstätig","2004","46-65","Westdeutschland","3880","0.675062619422684","0.662730836146639","0.687394402698729"
"erwerbstätig","2004","46-65","Ostdeutschland","1214","0.617570030842325","0.595267469654115","0.639872592030536"
"erwerbstätig","2004","66","Westdeutschland","","","",""
"erwerbstätig","2004","66","Ostdeutschland","","","",""
"nicht erwerbstätig","2005","17-29","Westdeutschland","980","0.31434028948763","0.297181178918425","0.331499400056835"
"nicht erwerbstätig","2005","17-29","Ostdeutschland","398","0.380140650081494","0.3502923246012","0.409988975561787"
"nicht erwerbstätig","2005","30-45","Westdeutschland","654","0.135184817213237","0.125504936880964","0.144864697545511"
"nicht erwerbstätig","2005","30-45","Ostdeutschland","200","0.171796083572072","0.151251919431783","0.19234024771236"
"nicht erwerbstätig","2005","46-65","Westdeutschland","1511","0.306742663756124","0.294266372427735","0.319218955084513"
"nicht erwerbstätig","2005","46-65","Ostdeutschland","572","0.355387150255437","0.33307675314993","0.377697547360945"
"nicht erwerbstätig","2005","66","Westdeutschland","","","",""
"nicht erwerbstätig","2005","66","Ostdeutschland","","","",""
"erwerbstätig","2005","17-29","Westdeutschland","1832","0.68565971051237","0.668500599943165","0.702818821081575"
"erwerbstätig","2005","17-29","Ostdeutschland","618","0.619859349918506","0.590011024438213","0.6497076753988"
"erwerbstätig","2005","30-45","Westdeutschland","4139","0.864815182786763","0.855135302454489","0.874495063119036"
"erwerbstätig","2005","30-45","Ostdeutschland","1095","0.828203916427928","0.80765975228764","0.848748080568216"
"erwerbstätig","2005","46-65","Westdeutschland","3737","0.693257336243876","0.680781044915488","0.705733627572265"
"erwerbstätig","2005","46-65","Ostdeutschland","1196","0.644612849744563","0.622302452639055","0.66692324685007"
"erwerbstätig","2005","66","Westdeutschland","","","",""
"erwerbstätig","2005","66","Ostdeutschland","","","",""
"nicht erwerbstätig","2006","17-29","Westdeutschland","1107","0.33677209184731","0.319653738032459","0.353890445662162"
"nicht erwerbstätig","2006","17-29","Ostdeutschland","421","0.370293693583332","0.341141585545325","0.399445801621339"
"nicht erwerbstätig","2006","30-45","Westdeutschland","755","0.153084669534581","0.143066103646081","0.163103235423082"
"nicht erwerbstätig","2006","30-45","Ostdeutschland","200","0.169011188125917","0.148778867366699","0.189243508885136"
"nicht erwerbstätig","2006","46-65","Westdeutschland","1599","0.296464596899661","0.284616857134512","0.30831233666481"
"nicht erwerbstätig","2006","46-65","Ostdeutschland","598","0.355498087686007","0.333797365859985","0.377198809512029"
"nicht erwerbstätig","2006","66","Westdeutschland","","","",""
"nicht erwerbstätig","2006","66","Ostdeutschland","","","",""
"erwerbstätig","2006","17-29","Westdeutschland","1821","0.66322790815269","0.646109554337838","0.680346261967541"
"erwerbstätig","2006","17-29","Ostdeutschland","633","0.629706306416668","0.600554198378661","0.658858414454675"
"erwerbstätig","2006","30-45","Westdeutschland","4207","0.846915330465419","0.836896764576918","0.856933896353919"
"erwerbstätig","2006","30-45","Ostdeutschland","1118","0.830988811874083","0.810756491114864","0.851221132633301"
"erwerbstätig","2006","46-65","Westdeutschland","4109","0.703535403100339","0.69168766333519","0.715383142865488"
"erwerbstätig","2006","46-65","Ostdeutschland","1271","0.644501912313993","0.622801190487971","0.666202634140015"
"erwerbstätig","2006","66","Westdeutschland","","","",""
"erwerbstätig","2006","66","Ostdeutschland","","","",""
"nicht erwerbstätig","2007","17-29","Westdeutschland","1084","0.353361739511467","0.335525113694773","0.37119836532816"
"nicht erwerbstätig","2007","17-29","Ostdeutschland","399","0.375856553279254","0.345532425076656","0.406180681481852"
"nicht erwerbstätig","2007","30-45","Westdeutschland","609","0.137147231534992","0.127082932366737","0.147211530703248"
"nicht erwerbstätig","2007","30-45","Ostdeutschland","161","0.156438978188604","0.136062881327189","0.176815075050019"
"nicht erwerbstätig","2007","46-65","Westdeutschland","1414","0.287016889607628","0.274827763839012","0.299206015376243"
"nicht erwerbstätig","2007","46-65","Ostdeutschland","536","0.334000244625525","0.312021919083972","0.355978570167078"
"nicht erwerbstätig","2007","66","Westdeutschland","","","",""
"nicht erwerbstätig","2007","66","Ostdeutschland","","","",""
"erwerbstätig","2007","17-29","Westdeutschland","1675","0.646638260488533","0.62880163467184","0.664474886305227"
"erwerbstätig","2007","17-29","Ostdeutschland","581","0.624143446720746","0.593819318518148","0.654467574923344"
"erwerbstätig","2007","30-45","Westdeutschland","3879","0.862852768465008","0.852788469296752","0.872917067633263"
"erwerbstätig","2007","30-45","Ostdeutschland","1060","0.843561021811396","0.823184924949981","0.863937118672811"
"erwerbstätig","2007","46-65","Westdeutschland","3877","0.712983110392372","0.700793984623757","0.725172236160988"
"erwerbstätig","2007","46-65","Ostdeutschland","1233","0.665999755374475","0.644021429832922","0.687978080916028"
"erwerbstätig","2007","66","Westdeutschland","","","",""
"erwerbstätig","2007","66","Ostdeutschland","","","",""
"nicht erwerbstätig","2008","17-29","Westdeutschland","976","0.342818303238453","0.324399237753748","0.361237368723158"
"nicht erwerbstätig","2008","17-29","Ostdeutschland","321","0.370587927684983","0.338328275296851","0.402847580073116"
"nicht erwerbstätig","2008","30-45","Westdeutschland","505","0.12248520245957","0.112351921342033","0.132618483577107"
"nicht erwerbstätig","2008","30-45","Ostdeutschland","125","0.128452620176828","0.109097577578166","0.14780766277549"
"nicht erwerbstätig","2008","46-65","Westdeutschland","1259","0.27132753495569","0.259017602389764","0.283637467521615"
"nicht erwerbstätig","2008","46-65","Ostdeutschland","482","0.301168298218148","0.279243983794767","0.323092612641529"
"nicht erwerbstätig","2008","66","Westdeutschland","","","",""
"nicht erwerbstätig","2008","66","Ostdeutschland","","","",""
"erwerbstätig","2008","17-29","Westdeutschland","1575","0.657181696761547","0.638762631276843","0.675600762246252"
"erwerbstätig","2008","17-29","Ostdeutschland","540","0.629412072315017","0.597152419926884","0.661671724703149"
"erwerbstätig","2008","30-45","Westdeutschland","3516","0.87751479754043","0.867381516422893","0.887648078657967"
"erwerbstätig","2008","30-45","Ostdeutschland","1023","0.871547379823172","0.85219233722451","0.890902422421834"
"erwerbstätig","2008","46-65","Westdeutschland","3753","0.72867246504431","0.716362532478384","0.740982397610236"
"erwerbstätig","2008","46-65","Ostdeutschland","1200","0.698831701781852","0.676907387358471","0.720756016205233"
"erwerbstätig","2008","66","Westdeutschland","","","",""
"erwerbstätig","2008","66","Ostdeutschland","","","",""
"nicht erwerbstätig","2009","17-29","Westdeutschland","869","0.330518008243225","0.311450547942303","0.349585468544146"
"nicht erwerbstätig","2009","17-29","Ostdeutschland","261","0.330133915773881","0.29654548848356","0.363722343064202"
"nicht erwerbstätig","2009","30-45","Westdeutschland","408","0.105439430738281","0.0954209725047759","0.115457888971786"
"nicht erwerbstätig","2009","30-45","Ostdeutschland","108","0.110631824040928","0.0917929858408325","0.129470662241024"
"nicht erwerbstätig","2009","46-65","Westdeutschland","1108","0.253612068714865","0.241159032898236","0.266065104531494"
"nicht erwerbstätig","2009","46-65","Ostdeutschland","434","0.279315026790463","0.257574186526622","0.301055867054305"
"nicht erwerbstätig","2009","66","Westdeutschland","","","",""
"nicht erwerbstätig","2009","66","Ostdeutschland","","","",""
"erwerbstätig","2009","17-29","Westdeutschland","1469","0.669481991756776","0.650414531455854","0.688549452057697"
"erwerbstätig","2009","17-29","Ostdeutschland","492","0.669866084226119","0.636277656935798","0.70345451151644"
"erwerbstätig","2009","30-45","Westdeutschland","3202","0.894560569261719","0.884542111028214","0.904579027495224"
"erwerbstätig","2009","30-45","Ostdeutschland","957","0.889368175959072","0.870529337758976","0.908207014159167"
"erwerbstätig","2009","46-65","Westdeutschland","3581","0.746387931285135","0.733934895468506","0.758840967101764"
"erwerbstätig","2009","46-65","Ostdeutschland","1202","0.720684973209537","0.698944132945695","0.742425813473378"
"erwerbstätig","2009","66","Westdeutschland","","","",""
"erwerbstätig","2009","66","Ostdeutschland","","","",""
"nicht erwerbstätig","2010","17-29","Westdeutschland","1420","0.334649320537925","0.318559605671068","0.350739035404782"
"nicht erwerbstätig","2010","17-29","Ostdeutschland","395","0.343116179650573","0.313347080642929","0.372885278658217"
"nicht erwerbstätig","2010","30-45","Westdeutschland","1377","0.11389487703516","0.106594819030808","0.121194935039512"
"nicht erwerbstätig","2010","30-45","Ostdeutschland","296","0.112848096153486","0.0982107623406576","0.127485429966314"
"nicht erwerbstätig","2010","46-65","Westdeutschland","1155","0.241911402218632","0.230345065925545","0.253477738511719"
"nicht erwerbstätig","2010","46-65","Ostdeutschland","385","0.225777979262683","0.205821089586029","0.245734868939336"
"nicht erwerbstätig","2010","66","Westdeutschland","","","",""
"nicht erwerbstätig","2010","66","Ostdeutschland","","","",""
"erwerbstätig","2010","17-29","Westdeutschland","1884","0.665350679462075","0.649260964595218","0.681440394328932"
"erwerbstätig","2010","17-29","Ostdeutschland","582","0.656883820349427","0.627114721341783","0.686652919357071"
"erwerbstätig","2010","30-45","Westdeutschland","5898","0.88610512296484","0.878805064960488","0.893405180969192"
"erwerbstätig","2010","30-45","Ostdeutschland","1499","0.887151903846514","0.872514570033686","0.901789237659342"
"erwerbstätig","2010","46-65","Westdeutschland","4111","0.758088597781368","0.746522261488281","0.769654934074455"
"erwerbstätig","2010","46-65","Ostdeutschland","1301","0.774222020737317","0.754265131060664","0.79417891041397"
"erwerbstätig","2010","66","Westdeutschland","","","",""
"erwerbstätig","2010","66","Ostdeutschland","","","",""
"nicht erwerbstätig","2011","17-29","Westdeutschland","1625","0.334672705805609","0.319451640039966","0.349893771571253"
"nicht erwerbstätig","2011","17-29","Ostdeutschland","415","0.335800680697174","0.306631558831682","0.364969802562666"
"nicht erwerbstätig","2011","30-45","Westdeutschland","1463","0.114602707941103","0.107589085355048","0.121616330527159"
"nicht erwerbstätig","2011","30-45","Ostdeutschland","334","0.109041036799926","0.0954046835990507","0.1226773900008"
"nicht erwerbstätig","2011","46-65","Westdeutschland","1518","0.22645415348078","0.216668354531728","0.236239952429833"
"nicht erwerbstätig","2011","46-65","Ostdeutschland","497","0.234340175276952","0.216214814735478","0.252465535818426"
"nicht erwerbstätig","2011","66","Westdeutschland","","","",""
"nicht erwerbstätig","2011","66","Ostdeutschland","","","",""
"erwerbstätig","2011","17-29","Westdeutschland","2067","0.665327294194391","0.650106228428747","0.680548359960034"
"erwerbstätig","2011","17-29","Ostdeutschland","592","0.664199319302826","0.635030197437334","0.693368441168318"
"erwerbstätig","2011","30-45","Westdeutschland","6461","0.885397292058897","0.878383669472841","0.892410914644952"
"erwerbstätig","2011","30-45","Ostdeutschland","1673","0.890958963200074","0.8773226099992","0.904595316400949"
"erwerbstätig","2011","46-65","Westdeutschland","5509","0.77354584651922","0.763760047570167","0.783331645468272"
"erwerbstätig","2011","46-65","Ostdeutschland","1601","0.765659824723048","0.747534464181574","0.783785185264522"
"erwerbstätig","2011","66","Westdeutschland","","","",""
"erwerbstätig","2011","66","Ostdeutschland","","","",""
"nicht erwerbstätig","2012","17-29","Westdeutschland","1546","0.311771443747001","0.296654655444498","0.326888232049503"
"nicht erwerbstätig","2012","17-29","Ostdeutschland","372","0.352530242121242","0.321403638508472","0.383656845734011"
"nicht erwerbstätig","2012","30-45","Westdeutschland","1229","0.124818325400454","0.11718506960649","0.132451581194418"
"nicht erwerbstätig","2012","30-45","Ostdeutschland","292","0.10974104420462","0.0955818711887029","0.123900217220537"
"nicht erwerbstätig","2012","46-65","Westdeutschland","1509","0.219285927195687","0.20972202710786","0.228849827283514"
"nicht erwerbstätig","2012","46-65","Ostdeutschland","549","0.247036113119016","0.228952314303805","0.265119911934227"
"nicht erwerbstätig","2012","66","Westdeutschland","","","",""
"nicht erwerbstätig","2012","66","Ostdeutschland","","","",""
"erwerbstätig","2012","17-29","Westdeutschland","2061","0.688228556252999","0.673111767950497","0.703345344555502"
"erwerbstätig","2012","17-29","Ostdeutschland","533","0.647469757878758","0.616343154265989","0.678596361491528"
"erwerbstätig","2012","30-45","Westdeutschland","5973","0.875181674599546","0.867548418805582","0.88281493039351"
"erwerbstätig","2012","30-45","Ostdeutschland","1580","0.89025895579538","0.876099782779463","0.904418128811297"
"erwerbstätig","2012","46-65","Westdeutschland","5681","0.780714072804313","0.771150172716486","0.79027797289214"
"erwerbstätig","2012","46-65","Ostdeutschland","1636","0.752963886880984","0.734880088065773","0.771047685696195"
"erwerbstätig","2012","66","Westdeutschland","","","",""
"erwerbstätig","2012","66","Ostdeutschland","","","",""
"nicht erwerbstätig","2013","17-29","Westdeutschland","2753","0.434598341526354","0.42040852236022","0.448788160692489"
"nicht erwerbstätig","2013","17-29","Ostdeutschland","406","0.351187880166199","0.319845030780144","0.382530729552253"
"nicht erwerbstätig","2013","30-45","Westdeutschland","3091","0.257397403617127","0.248091552801531","0.266703254432722"
"nicht erwerbstätig","2013","30-45","Ostdeutschland","431","0.172177698743157","0.155130043569392","0.189225353916922"
"nicht erwerbstätig","2013","46-65","Westdeutschland","2406","0.252193604385619","0.242673808407536","0.261713400363702"
"nicht erwerbstätig","2013","46-65","Ostdeutschland","604","0.253120542592572","0.234931083587119","0.271310001598024"
"nicht erwerbstätig","2013","66","Westdeutschland","","","",""
"nicht erwerbstätig","2013","66","Ostdeutschland","","","",""
"erwerbstätig","2013","17-29","Westdeutschland","1935","0.565401658473646","0.551211839307511","0.57959147763978"
"erwerbstätig","2013","17-29","Ostdeutschland","485","0.648812119833801","0.617469270447747","0.680154969219856"
"erwerbstätig","2013","30-45","Westdeutschland","5388","0.742602596382874","0.733296745567278","0.751908447198469"
"erwerbstätig","2013","30-45","Ostdeutschland","1453","0.827822301256843","0.810774646083078","0.844869956430608"
"erwerbstätig","2013","46-65","Westdeutschland","5588","0.747806395614381","0.738286599636298","0.757326191592464"
"erwerbstätig","2013","46-65","Ostdeutschland","1591","0.746879457407428","0.728689998401976","0.765068916412881"
"erwerbstätig","2013","66","Westdeutschland","","","",""
"erwerbstätig","2013","66","Ostdeutschland","","","",""
"nicht erwerbstätig","2014","17-29","Westdeutschland","1743","0.32394722212345","0.309578712758022","0.338315731488879"
"nicht erwerbstätig","2014","17-29","Ostdeutschland","344","0.303095862883566","0.271148055874107","0.335043669893025"
"nicht erwerbstätig","2014","30-45","Westdeutschland","1159","0.135210073095626","0.127138237896562","0.14328190829469"
"nicht erwerbstätig","2014","30-45","Ostdeutschland","229","0.12786548923731","0.111634079957431","0.144096898517189"
"nicht erwerbstätig","2014","46-65","Westdeutschland","1447","0.208767282882573","0.199435022548519","0.218099543216626"
"nicht erwerbstätig","2014","46-65","Ostdeutschland","491","0.245691089669585","0.226940933063334","0.264441246275836"
"nicht erwerbstätig","2014","66","Westdeutschland","","","",""
"nicht erwerbstätig","2014","66","Ostdeutschland","","","",""
"erwerbstätig","2014","17-29","Westdeutschland","2332","0.67605277787655","0.661684268511121","0.690421287241978"
"erwerbstätig","2014","17-29","Ostdeutschland","451","0.696904137116434","0.664956330106975","0.728851944125893"
"erwerbstätig","2014","30-45","Westdeutschland","5735","0.864789926904374","0.85671809170531","0.872861762103438"
"erwerbstätig","2014","30-45","Ostdeutschland","1397","0.87213451076269","0.855903101482811","0.888365920042569"
"erwerbstätig","2014","46-65","Westdeutschland","5839","0.791232717117427","0.781900456783374","0.800564977451481"
"erwerbstätig","2014","46-65","Ostdeutschland","1534","0.754308910330415","0.735558753724164","0.773059066936666"
"erwerbstätig","2014","66","Westdeutschland","","","",""
"erwerbstätig","2014","66","Ostdeutschland","","","",""
"nicht erwerbstätig","2015","17-29","Westdeutschland","2020","0.354987635422474","0.340550451184063","0.369424819660884"
"nicht erwerbstätig","2015","17-29","Ostdeutschland","366","0.318553018601291","0.286206627838754","0.350899409363828"
"nicht erwerbstätig","2015","30-45","Westdeutschland","1715","0.160515263245327","0.151759450922786","0.169271075567867"
"nicht erwerbstätig","2015","30-45","Ostdeutschland","281","0.154548148605272","0.136465158515548","0.172631138694997"
"nicht erwerbstätig","2015","46-65","Westdeutschland","1485","0.198435512722095","0.189218245374696","0.207652780069493"
"nicht erwerbstätig","2015","46-65","Ostdeutschland","463","0.231177956985193","0.212437245069515","0.249918668900871"
"nicht erwerbstätig","2015","66","Westdeutschland","","","",""
"nicht erwerbstätig","2015","66","Ostdeutschland","","","",""
"erwerbstätig","2015","17-29","Westdeutschland","2200","0.645012364577526","0.630575180339116","0.659449548815937"
"erwerbstätig","2015","17-29","Ostdeutschland","431","0.681446981398709","0.649100590636172","0.713793372161246"
"erwerbstätig","2015","30-45","Westdeutschland","5037","0.839484736754673","0.830728924432132","0.848240549077214"
"erwerbstätig","2015","30-45","Ostdeutschland","1254","0.845451851394728","0.827368861305003","0.863534841484452"
"erwerbstätig","2015","46-65","Westdeutschland","5707","0.801564487277905","0.792347219930507","0.810781754625304"
"erwerbstätig","2015","46-65","Ostdeutschland","1481","0.768822043014807","0.750081331099129","0.787562754930485"
"erwerbstätig","2015","66","Westdeutschland","","","",""
"erwerbstätig","2015","66","Ostdeutschland","","","",""
"nicht erwerbstätig","2016","17-29","Westdeutschland","2347","0.349306315192943","0.33537997947752","0.363232650908367"
"nicht erwerbstätig","2016","17-29","Ostdeutschland","459","0.285925690514712","0.256339273123114","0.315512107906311"
"nicht erwerbstätig","2016","30-45","Westdeutschland","2170","0.140015159320284","0.131885674553068","0.148144644087499"
"nicht erwerbstätig","2016","30-45","Ostdeutschland","468","0.146887041227111","0.129696776699665","0.164077305754556"
"nicht erwerbstätig","2016","46-65","Westdeutschland","1527","0.182007294573514","0.1730252601462","0.190989329000827"
"nicht erwerbstätig","2016","46-65","Ostdeutschland","476","0.205301407445421","0.187345922216101","0.223256892674741"
"nicht erwerbstätig","2016","66","Westdeutschland","","","",""
"nicht erwerbstätig","2016","66","Ostdeutschland","","","",""
"erwerbstätig","2016","17-29","Westdeutschland","2155","0.650693684807057","0.636767349091633","0.66462002052248"
"erwerbstätig","2016","17-29","Ostdeutschland","437","0.714074309485288","0.684487892093689","0.743660726876886"
"erwerbstätig","2016","30-45","Westdeutschland","4829","0.859984840679716","0.851855355912501","0.868114325446932"
"erwerbstätig","2016","30-45","Ostdeutschland","1161","0.853112958772889","0.835922694245444","0.870303223300335"
"erwerbstätig","2016","46-65","Westdeutschland","5562","0.817992705426486","0.809010670999173","0.8269747398538"
"erwerbstätig","2016","46-65","Ostdeutschland","1468","0.794698592554579","0.776743107325259","0.812654077783899"
"erwerbstätig","2016","66","Westdeutschland","","","",""
"erwerbstätig","2016","66","Ostdeutschland","","","",""
"nicht erwerbstätig","2017","17-29","Westdeutschland","2879","0.337162585252326","0.32453621756197","0.349788952942682"
"nicht erwerbstätig","2017","17-29","Ostdeutschland","543","0.336690724515709","0.308133642266349","0.36524780676507"
"nicht erwerbstätig","2017","30-45","Westdeutschland","2344","0.129985106981856","0.122316363993684","0.137653849970028"
"nicht erwerbstätig","2017","30-45","Ostdeutschland","462","0.136013408998079","0.119938593290819","0.152088224705339"
"nicht erwerbstätig","2017","46-65","Westdeutschland","1792","0.177965461445343","0.169751275021593","0.186179647869094"
"nicht erwerbstätig","2017","46-65","Ostdeutschland","522","0.208284740148822","0.191509313367151","0.225060166930494"
"nicht erwerbstätig","2017","66","Westdeutschland","","","",""
"nicht erwerbstätig","2017","66","Ostdeutschland","","","",""
"erwerbstätig","2017","17-29","Westdeutschland","2506","0.662837414747674","0.650211047057318","0.67546378243803"
"erwerbstätig","2017","17-29","Ostdeutschland","509","0.663309275484291","0.634752193234931","0.691866357733652"
"erwerbstätig","2017","30-45","Westdeutschland","5043","0.870014893018144","0.862346150029972","0.877683636006316"
"erwerbstätig","2017","30-45","Ostdeutschland","1285","0.863986591001921","0.847911775294661","0.880061406709181"
"erwerbstätig","2017","46-65","Westdeutschland","6537","0.822034538554657","0.813820352130906","0.830248724978407"
"erwerbstätig","2017","46-65","Ostdeutschland","1729","0.791715259851178","0.774939833069506","0.808490686632849"
"erwerbstätig","2017","66","Westdeutschland","","","",""
"erwerbstätig","2017","66","Ostdeutschland","","","",""
"nicht erwerbstätig","2018","17-29","Westdeutschland","2418","0.3054474110309","0.292726271336425","0.318168550725375"
"nicht erwerbstätig","2018","17-29","Ostdeutschland","488","0.343341420165628","0.314216272823115","0.37246656750814"
"nicht erwerbstätig","2018","30-45","Westdeutschland","1996","0.116277011696888","0.108642265162753","0.123911758231023"
"nicht erwerbstätig","2018","30-45","Ostdeutschland","440","0.126837195461097","0.110890487186564","0.14278390373563"
"nicht erwerbstätig","2018","46-65","Westdeutschland","1709","0.167127564334817","0.158985542387279","0.175269586282355"
"nicht erwerbstätig","2018","46-65","Ostdeutschland","482","0.183160425317339","0.166967995512354","0.199352855122323"
"nicht erwerbstätig","2018","66","Westdeutschland","","","",""
"nicht erwerbstätig","2018","66","Ostdeutschland","","","",""
"erwerbstätig","2018","17-29","Westdeutschland","2618","0.6945525889691","0.681831449274625","0.707273728663575"
"erwerbstätig","2018","17-29","Ostdeutschland","533","0.656658579834372","0.62753343249186","0.685783727176885"
"erwerbstätig","2018","30-45","Westdeutschland","4776","0.883722988303112","0.876088241768977","0.891357734837247"
"erwerbstätig","2018","30-45","Ostdeutschland","1233","0.873162804538903","0.85721609626437","0.889109512813437"
"erwerbstätig","2018","46-65","Westdeutschland","6357","0.832872435665183","0.824730413717645","0.841014457612721"
"erwerbstätig","2018","46-65","Ostdeutschland","1710","0.816839574682661","0.800647144877677","0.833032004487646"
"erwerbstätig","2018","66","Westdeutschland","","","",""
"erwerbstätig","2018","66","Ostdeutschland","","","",""
"nicht erwerbstätig","2019","17-29","Westdeutschland","2015","0.306101379769749","0.292593790414865","0.319608969124632"
"nicht erwerbstätig","2019","17-29","Ostdeutschland","397","0.346256501616876","0.314696019492237","0.377816983741515"
"nicht erwerbstätig","2019","30-45","Westdeutschland","1709","0.114018727009906","0.106213009470715","0.121824444549096"
"nicht erwerbstätig","2019","30-45","Ostdeutschland","380","0.145195420122894","0.1278187360578","0.162572104187989"
"nicht erwerbstätig","2019","46-65","Westdeutschland","1769","0.181465414575908","0.173363667128147","0.18956716202367"
"nicht erwerbstätig","2019","46-65","Ostdeutschland","479","0.222891794053896","0.206068557026518","0.239715031081274"
"nicht erwerbstätig","2019","66","Westdeutschland","","","",""
"nicht erwerbstätig","2019","66","Ostdeutschland","","","",""
"erwerbstätig","2019","17-29","Westdeutschland","2457","0.693898620230251","0.680391030875368","0.707406209585135"
"erwerbstätig","2019","17-29","Ostdeutschland","476","0.653743498383124","0.622183016258485","0.685303980507763"
"erwerbstätig","2019","30-45","Westdeutschland","4660","0.885981272990094","0.878175555450904","0.893786990529285"
"erwerbstätig","2019","30-45","Ostdeutschland","1199","0.854804579877106","0.837427895812011","0.8721812639422"
"erwerbstätig","2019","46-65","Westdeutschland","6924","0.818534585424092","0.81043283797633","0.826636332871853"
"erwerbstätig","2019","46-65","Ostdeutschland","1872","0.777108205946104","0.760284968918726","0.793931442973482"
"erwerbstätig","2019","66","Westdeutschland","","","",""
"erwerbstätig","2019","66","Ostdeutschland","","","",""
"nicht erwerbstätig","2020","17-29","Westdeutschland","2086","0.30650946611749","0.293824997385794","0.319193934849186"
"nicht erwerbstätig","2020","17-29","Ostdeutschland","434","0.368549317697065","0.337084752111738","0.400013883282391"
"nicht erwerbstätig","2020","30-45","Westdeutschland","1834","0.126895191336154","0.119050490768003","0.134739891904305"
"nicht erwerbstätig","2020","30-45","Ostdeutschland","372","0.124688638310977","0.108485827656104","0.14089144896585"
"nicht erwerbstätig","2020","46-65","Westdeutschland","1714","0.179484762175373","0.171249145054864","0.187720379295881"
"nicht erwerbstätig","2020","46-65","Ostdeutschland","470","0.217754414667415","0.200488647764874","0.235020181569956"
"nicht erwerbstätig","2020","66","Westdeutschland","","","",""
"nicht erwerbstätig","2020","66","Ostdeutschland","","","",""
"erwerbstätig","2020","17-29","Westdeutschland","2989","0.69349053388251","0.680806065150814","0.706175002614206"
"erwerbstätig","2020","17-29","Ostdeutschland","469","0.631450682302935","0.599986116717609","0.662915247888262"
"erwerbstätig","2020","30-45","Westdeutschland","5082","0.873104808663846","0.865260108095695","0.880949509231997"
"erwerbstätig","2020","30-45","Ostdeutschland","1225","0.875311361689023","0.85910855103415","0.891514172343896"
"erwerbstätig","2020","46-65","Westdeutschland","6627","0.820515237824627","0.812279620704119","0.828750854945136"
"erwerbstätig","2020","46-65","Ostdeutschland","1725","0.782245585332585","0.764979818430044","0.799511352235126"
"erwerbstätig","2020","66","Westdeutschland","","","",""
"erwerbstätig","2020","66","Ostdeutschland","","","",""
