year,quintil_oecd,plb0417_v2,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2013,1st Quintile,"No, definitely not",0.31174,1240,2815,0.29462,0.32885
2013,1st Quintile,Probably not,0.02791,185,2815,0.02182,0.03399
2013,1st Quintile,Probably,0.03770,339,2815,0.03066,0.04474
2013,1st Quintile,"Yes, definitely",0.12811,1051,2815,0.11577,0.14046
2013,2nd Quintile,"No, definitely not",0.33823,1491,2166,0.31830,0.35816
2013,2nd Quintile,Probably not,0.01399,84,2166,0.00904,0.01894
2013,2nd Quintile,Probably,0.01617,143,2166,0.01086,0.02149
2013,2nd Quintile,"Yes, definitely",0.05877,448,2166,0.04886,0.06867
2013,3rd Quintile,"No, definitely not",0.28138,1291,1804,0.26062,0.30214
2013,3rd Quintile,Probably not,0.00958,68,1804,0.00508,0.01407
2013,3rd Quintile,Probably,0.01357,89,1804,0.00823,0.01891
2013,3rd Quintile,"Yes, definitely",0.04948,356,1804,0.03947,0.05949
2013,4th Quintile,"No, definitely not",0.22281,1060,1436,0.20128,0.24434
2013,4th Quintile,Probably not,0.00706,50,1436,0.00273,0.01139
2013,4th Quintile,Probably,0.01010,70,1436,0.00492,0.01527
2013,4th Quintile,"Yes, definitely",0.03828,256,1436,0.02835,0.04821
2013,5th Quintile,"No, definitely not",0.18141,1110,1463,0.16166,0.20116
2013,5th Quintile,Probably not,0.00713,54,1463,0.00282,0.01144
2013,5th Quintile,Probably,0.00556,55,1463,0.00175,0.00937
2013,5th Quintile,"Yes, definitely",0.03431,244,1463,0.02498,0.04365
2014,1st Quintile,"No, definitely not",0.26042,1279,3130,0.24504,0.27580
2014,1st Quintile,Probably not,0.02603,206,3130,0.02045,0.03161
2014,1st Quintile,Probably,0.04085,395,3130,0.03391,0.04778
2014,1st Quintile,"Yes, definitely",0.14267,1250,3130,0.13042,0.15493
2014,2nd Quintile,"No, definitely not",0.30485,1490,2280,0.28595,0.32375
2014,2nd Quintile,Probably not,0.01584,96,2280,0.01071,0.02096
2014,2nd Quintile,Probably,0.01755,163,2280,0.01216,0.02294
2014,2nd Quintile,"Yes, definitely",0.07137,531,2280,0.06080,0.08194
2014,3rd Quintile,"No, definitely not",0.25963,1243,1788,0.23930,0.27995
2014,3rd Quintile,Probably not,0.00796,55,1788,0.00384,0.01208
2014,3rd Quintile,Probably,0.01371,91,1788,0.00832,0.01910
2014,3rd Quintile,"Yes, definitely",0.05197,399,1788,0.04168,0.06227
2014,4th Quintile,"No, definitely not",0.21106,1070,1510,0.19047,0.23164
2014,4th Quintile,Probably not,0.00726,46,1510,0.00298,0.01155
2014,4th Quintile,Probably,0.01170,92,1510,0.00627,0.01712
2014,4th Quintile,"Yes, definitely",0.03989,302,1510,0.03001,0.04976
2014,5th Quintile,"No, definitely not",0.15619,991,1332,0.13669,0.17569
2014,5th Quintile,Probably not,0.00604,46,1332,0.00188,0.01020
2014,5th Quintile,Probably,0.00743,58,1332,0.00281,0.01204
2014,5th Quintile,"Yes, definitely",0.03293,237,1332,0.02335,0.04252
2015,1st Quintile,"No, definitely not",0.25877,1130,2739,0.24237,0.27518
2015,1st Quintile,Probably not,0.02768,217,2739,0.02154,0.03383
2015,1st Quintile,Probably,0.03788,352,2739,0.03073,0.04503
2015,1st Quintile,"Yes, definitely",0.14510,1040,2739,0.13191,0.15829
2015,2nd Quintile,"No, definitely not",0.32955,1543,2255,0.31015,0.34896
2015,2nd Quintile,Probably not,0.01600,95,2255,0.01082,0.02117
2015,2nd Quintile,Probably,0.01861,132,2255,0.01303,0.02419
2015,2nd Quintile,"Yes, definitely",0.05790,485,2255,0.04826,0.06755
2015,3rd Quintile,"No, definitely not",0.25545,1210,1713,0.23479,0.27611
2015,3rd Quintile,Probably not,0.00638,60,1713,0.00261,0.01015
2015,3rd Quintile,Probably,0.01183,81,1713,0.00671,0.01695
2015,3rd Quintile,"Yes, definitely",0.04951,362,1713,0.03923,0.05979
2015,4th Quintile,"No, definitely not",0.21527,1019,1374,0.19353,0.23701
2015,4th Quintile,Probably not,0.00518,41,1374,0.00138,0.00897
2015,4th Quintile,Probably,0.00516,48,1374,0.00137,0.00895
2015,4th Quintile,"Yes, definitely",0.04231,266,1374,0.03166,0.05296
2015,5th Quintile,"No, definitely not",0.17540,1010,1357,0.15516,0.19564
2015,5th Quintile,Probably not,0.00839,51,1357,0.00354,0.01325
2015,5th Quintile,Probably,0.01126,67,1357,0.00564,0.01687
2015,5th Quintile,"Yes, definitely",0.03299,229,1357,0.02348,0.04249
2016,1st Quintile,"No, definitely not",0.24708,1094,2687,0.23077,0.26340
2016,1st Quintile,Probably not,0.02907,169,2687,0.02271,0.03542
2016,1st Quintile,Probably,0.05001,394,2687,0.04177,0.05826
2016,1st Quintile,"Yes, definitely",0.14251,1030,2687,0.12929,0.15573
2016,2nd Quintile,"No, definitely not",0.29513,1419,2106,0.27564,0.31461
2016,2nd Quintile,Probably not,0.01411,98,2106,0.00907,0.01915
2016,2nd Quintile,Probably,0.01865,127,2106,0.01287,0.02443
2016,2nd Quintile,"Yes, definitely",0.06534,462,2106,0.05478,0.07590
2016,3rd Quintile,"No, definitely not",0.25452,1185,1608,0.23322,0.27582
2016,3rd Quintile,Probably not,0.00509,52,1608,0.00161,0.00857
2016,3rd Quintile,Probably,0.00698,58,1608,0.00291,0.01106
2016,3rd Quintile,"Yes, definitely",0.04994,313,1608,0.03929,0.06059
2016,4th Quintile,"No, definitely not",0.20010,920,1252,0.17793,0.22227
2016,4th Quintile,Probably not,0.00539,34,1252,0.00133,0.00944
2016,4th Quintile,Probably,0.00726,55,1252,0.00256,0.01197
2016,4th Quintile,"Yes, definitely",0.03864,243,1252,0.02796,0.04932
2016,5th Quintile,"No, definitely not",0.18233,1020,1334,0.16160,0.20306
2016,5th Quintile,Probably not,0.00664,45,1334,0.00228,0.01101
2016,5th Quintile,Probably,0.01019,58,1334,0.00480,0.01558
2016,5th Quintile,"Yes, definitely",0.03154,211,1334,0.02216,0.04092
2017,1st Quintile,"No, definitely not",0.25336,1104,3632,0.23922,0.26751
2017,1st Quintile,Probably not,0.02395,196,3632,0.01898,0.02892
2017,1st Quintile,Probably,0.04555,523,3632,0.03877,0.05233
2017,1st Quintile,"Yes, definitely",0.13810,1809,3632,0.12688,0.14932
2017,2nd Quintile,"No, definitely not",0.31216,1335,2010,0.29189,0.33242
2017,2nd Quintile,Probably not,0.01397,72,2010,0.00883,0.01910
2017,2nd Quintile,Probably,0.01071,118,2010,0.00621,0.01521
2017,2nd Quintile,"Yes, definitely",0.06209,485,2010,0.05153,0.07264
2017,3rd Quintile,"No, definitely not",0.28590,1128,1538,0.26331,0.30849
2017,3rd Quintile,Probably not,0.01201,49,1538,0.00656,0.01746
2017,3rd Quintile,Probably,0.00858,72,1538,0.00397,0.01320
2017,3rd Quintile,"Yes, definitely",0.04222,289,1538,0.03217,0.05228
2017,4th Quintile,"No, definitely not",0.21215,893,1230,0.18929,0.23500
2017,4th Quintile,Probably not,0.00526,31,1230,0.00122,0.00931
2017,4th Quintile,Probably,0.00619,59,1230,0.00181,0.01058
2017,4th Quintile,"Yes, definitely",0.04398,247,1230,0.03252,0.05544
2017,5th Quintile,"No, definitely not",0.18012,940,1202,0.15839,0.20186
2017,5th Quintile,Probably not,0.01152,45,1202,0.00548,0.01755
2017,5th Quintile,Probably,0.00783,34,1202,0.00284,0.01281
2017,5th Quintile,"Yes, definitely",0.02996,183,1202,0.02032,0.03960
2018,1st Quintile,"No, definitely not",0.24360,1148,4156,0.23054,0.25665
2018,1st Quintile,Probably not,0.02446,212,4156,0.01976,0.02915
2018,1st Quintile,Probably,0.03829,624,4156,0.03246,0.04413
2018,1st Quintile,"Yes, definitely",0.14264,2172,4156,0.13201,0.15327
2018,2nd Quintile,"No, definitely not",0.29902,1436,2207,0.27992,0.31813
2018,2nd Quintile,Probably not,0.01111,78,2207,0.00673,0.01548
2018,2nd Quintile,Probably,0.01572,135,2207,0.01053,0.02091
2018,2nd Quintile,"Yes, definitely",0.05412,558,2207,0.04467,0.06356
2018,3rd Quintile,"No, definitely not",0.26100,1147,1604,0.23950,0.28250
2018,3rd Quintile,Probably not,0.00636,53,1604,0.00247,0.01026
2018,3rd Quintile,Probably,0.01111,74,1604,0.00598,0.01625
2018,3rd Quintile,"Yes, definitely",0.04252,330,1604,0.03264,0.05239
2018,4th Quintile,"No, definitely not",0.19687,929,1270,0.17499,0.21875
2018,4th Quintile,Probably not,0.00766,36,1270,0.00286,0.01245
2018,4th Quintile,Probably,0.00688,55,1270,0.00233,0.01143
2018,4th Quintile,"Yes, definitely",0.04198,250,1270,0.03095,0.05302
2018,5th Quintile,"No, definitely not",0.16592,979,1271,0.14546,0.18638
2018,5th Quintile,Probably not,0.00648,39,1271,0.00206,0.01089
2018,5th Quintile,Probably,0.00673,42,1271,0.00224,0.01123
2018,5th Quintile,"Yes, definitely",0.02957,211,1271,0.02026,0.03889
2019,1st Quintile,"No, definitely not",0.25636,1263,4120,0.24303,0.26970
2019,1st Quintile,Probably not,0.02424,198,4120,0.01955,0.02894
2019,1st Quintile,Probably,0.04453,614,4120,0.03823,0.05082
2019,1st Quintile,"Yes, definitely",0.12984,2045,4120,0.11957,0.14010
2019,2nd Quintile,"No, definitely not",0.29552,1399,2028,0.27566,0.31539
2019,2nd Quintile,Probably not,0.01212,81,2028,0.00735,0.01688
2019,2nd Quintile,Probably,0.01310,117,2028,0.00815,0.01805
2019,2nd Quintile,"Yes, definitely",0.05706,431,2028,0.04696,0.06716
2019,3rd Quintile,"No, definitely not",0.24284,1111,1435,0.22065,0.26503
2019,3rd Quintile,Probably,0.01073,63,1435,0.00540,0.01606
2019,3rd Quintile,"Yes, definitely",0.03745,261,1435,0.02762,0.04728
2019,4th Quintile,"No, definitely not",0.19277,884,1180,0.17025,0.21529
2019,4th Quintile,Probably not,0.00889,36,1180,0.00353,0.01424
2019,4th Quintile,Probably,0.00932,46,1180,0.00383,0.01480
2019,4th Quintile,"Yes, definitely",0.04280,214,1180,0.03125,0.05436
2019,5th Quintile,"No, definitely not",0.17368,932,1175,0.15201,0.19536
2019,5th Quintile,Probably not,0.00846,36,1175,0.00322,0.01370
2019,5th Quintile,Probably,0.00578,38,1175,0.00145,0.01012
2019,5th Quintile,"Yes, definitely",0.02440,169,1175,0.01558,0.03323
2020,1st Quintile,"No, definitely not",0.26691,1264,3816,0.25287,0.28094
2020,1st Quintile,Probably not,0.02129,204,3816,0.01671,0.02587
2020,1st Quintile,Probably,0.05447,587,3816,0.04727,0.06167
2020,1st Quintile,"Yes, definitely",0.11939,1761,3816,0.10910,0.12968
2020,2nd Quintile,"No, definitely not",0.28895,1340,1940,0.26877,0.30913
2020,2nd Quintile,Probably not,0.01459,76,1940,0.00925,0.01992
2020,2nd Quintile,Probably,0.01226,101,1940,0.00736,0.01716
2020,2nd Quintile,"Yes, definitely",0.06258,423,1940,0.05180,0.07336
2020,3rd Quintile,"No, definitely not",0.23570,1064,1425,0.21366,0.25775
2020,3rd Quintile,Probably not,0.01172,54,1425,0.00613,0.01732
2020,3rd Quintile,Probably,0.00767,56,1425,0.00314,0.01220
2020,3rd Quintile,"Yes, definitely",0.04241,251,1425,0.03195,0.05288
2020,4th Quintile,"No, definitely not",0.18510,840,1133,0.16247,0.20772
2020,4th Quintile,Probably not,0.00704,35,1133,0.00217,0.01191
2020,4th Quintile,Probably,0.00863,49,1133,0.00324,0.01402
2020,4th Quintile,"Yes, definitely",0.03105,209,1133,0.02094,0.04115
2020,5th Quintile,"No, definitely not",0.16507,1027,1339,0.14518,0.18496
2020,5th Quintile,Probably not,0.00820,52,1339,0.00337,0.01303
2020,5th Quintile,Probably,0.00577,46,1339,0.00171,0.00983
2020,5th Quintile,"Yes, definitely",0.03266,214,1339,0.02314,0.04218
2021,1st Quintile,"No, definitely not",0.23732,858,2480,0.22057,0.25406
2021,1st Quintile,Probably not,0.02587,139,2480,0.01962,0.03212
2021,1st Quintile,Probably,0.05325,443,2480,0.04441,0.06209
2021,1st Quintile,"Yes, definitely",0.10682,1040,2480,0.09466,0.11898
2021,2nd Quintile,"No, definitely not",0.26535,911,1444,0.24257,0.28813
2021,2nd Quintile,Probably not,0.01465,61,1444,0.00845,0.02085
2021,2nd Quintile,Probably,0.01843,125,1444,0.01149,0.02537
2021,2nd Quintile,"Yes, definitely",0.06351,347,1444,0.05093,0.07610
2021,3rd Quintile,"No, definitely not",0.21774,654,942,0.19137,0.24411
2021,3rd Quintile,Probably not,0.01269,40,942,0.00554,0.01984
2021,3rd Quintile,Probably,0.01106,47,942,0.00438,0.01774
2021,3rd Quintile,"Yes, definitely",0.05008,201,942,0.03614,0.06402
2021,4th Quintile,"No, definitely not",0.19388,658,897,0.16799,0.21976
2021,4th Quintile,Probably not,0.00678,31,897,0.00140,0.01215
2021,4th Quintile,Probably,0.01082,47,897,0.00405,0.01760
2021,4th Quintile,"Yes, definitely",0.03597,161,897,0.02378,0.04817
2021,5th Quintile,"No, definitely not",0.17348,796,1033,0.15038,0.19658
2021,5th Quintile,Probably not,0.00572,32,1033,0.00112,0.01033
2021,5th Quintile,Probably,0.01023,52,1033,0.00409,0.01637
2021,5th Quintile,"Yes, definitely",0.02594,153,1033,0.01624,0.03564
