year,age_gr,bula_h,plb0417_v2,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2000,17-29 y.,Berlin,"Yes, definitely",0.38468,56,56,0.25610,0.51326
2000,17-29 y.,Brandenburg,"Yes, definitely",0.29243,64,64,0.18010,0.40476
2000,17-29 y.,Mecklenburg-Western Pomerania,"Yes, definitely",0.25031,36,36,0.10679,0.39382
2000,17-29 y.,Saxony,"Yes, definitely",0.32504,114,114,0.23868,0.41140
2000,17-29 y.,Saxony-Anhalt,"Yes, definitely",0.24980,64,64,0.14290,0.35669
2000,17-29 y.,Thuringa,"Yes, definitely",0.27027,64,64,0.16061,0.37993
2000,30-45 y.,Lower Saxony,Probably,0.03736,33,81,-0.00419,0.07892
2000,30-45 y.,Lower Saxony,"Yes, definitely",0.06171,48,81,0.00898,0.11444
2000,30-45 y.,North Rhine-Westphalia,"No, definitely not",0.04183,80,337,0.02042,0.06324
2000,30-45 y.,North Rhine-Westphalia,Probably not,0.02369,44,337,0.00743,0.03995
2000,30-45 y.,North Rhine-Westphalia,Probably,0.05321,94,337,0.02921,0.07721
2000,30-45 y.,North Rhine-Westphalia,"Yes, definitely",0.05692,119,337,0.03215,0.08170
2000,30-45 y.,Hesse,Probably,0.05694,39,97,0.01058,0.10329
2000,30-45 y.,Hesse,"Yes, definitely",0.09764,58,97,0.03826,0.15701
2000,30-45 y.,"Rhineland-Palatinate, Saarland","No, definitely not",0.05028,34,106,0.00848,0.09208
2000,30-45 y.,"Rhineland-Palatinate, Saarland",Probably,0.05973,36,106,0.01440,0.10506
2000,30-45 y.,"Rhineland-Palatinate, Saarland","Yes, definitely",0.05734,36,106,0.01287,0.10182
2000,30-45 y.,Baden-Wuerttemberg,"No, definitely not",0.04201,55,192,0.01356,0.07046
2000,30-45 y.,Baden-Wuerttemberg,Probably,0.04805,53,192,0.01772,0.07838
2000,30-45 y.,Baden-Wuerttemberg,"Yes, definitely",0.06752,84,192,0.03194,0.10311
2000,30-45 y.,Bavaria,"No, definitely not",0.04152,50,177,0.01205,0.07100
2000,30-45 y.,Bavaria,Probably,0.04859,63,177,0.01683,0.08036
2000,30-45 y.,Bavaria,"Yes, definitely",0.04740,64,177,0.01601,0.07879
2000,30-45 y.,Berlin,"Yes, definitely",0.12821,36,36,0.01745,0.23898
2000,30-45 y.,Brandenburg,"Yes, definitely",0.11028,37,37,0.00796,0.21260
2000,30-45 y.,Saxony,"Yes, definitely",0.12901,81,81,0.05555,0.20246
2000,30-45 y.,Saxony-Anhalt,"Yes, definitely",0.15144,40,40,0.03893,0.26395
2000,30-45 y.,Thuringa,"Yes, definitely",0.15341,46,46,0.04811,0.25870
2000,46-65 y.,Schleswig-Holstein,"No, definitely not",0.26872,70,70,0.16412,0.37332
2000,46-65 y.,Hamburg,"No, definitely not",0.33409,40,40,0.18606,0.48213
2000,46-65 y.,Lower Saxony,"No, definitely not",0.37430,235,235,0.31229,0.43630
2000,46-65 y.,North Rhine-Westphalia,"No, definitely not",0.35735,657,730,0.32256,0.39214
2000,46-65 y.,North Rhine-Westphalia,Probably,0.01798,33,730,0.00834,0.02763
2000,46-65 y.,North Rhine-Westphalia,"Yes, definitely",0.02300,40,730,0.01212,0.03389
2000,46-65 y.,Hesse,"No, definitely not",0.31715,178,178,0.24859,0.38571
2000,46-65 y.,"Rhineland-Palatinate, Saarland","No, definitely not",0.38936,165,165,0.31473,0.46398
2000,46-65 y.,Baden-Wuerttemberg,"No, definitely not",0.33046,306,306,0.27767,0.38325
2000,46-65 y.,Bavaria,"No, definitely not",0.32777,356,356,0.27894,0.37660
2000,46-65 y.,Berlin,"No, definitely not",0.31480,90,90,0.21831,0.41130
2000,46-65 y.,Brandenburg,"No, definitely not",0.36378,125,125,0.27911,0.44846
2000,46-65 y.,Mecklenburg-Western Pomerania,"No, definitely not",0.33952,58,58,0.21658,0.46245
2000,46-65 y.,Saxony,"No, definitely not",0.34780,191,239,0.28729,0.40831
2000,46-65 y.,Saxony,"Yes, definitely",0.07489,48,239,0.04145,0.10833
2000,46-65 y.,Saxony-Anhalt,"No, definitely not",0.40487,150,150,0.32606,0.48369
2000,46-65 y.,Thuringa,"No, definitely not",0.37530,125,125,0.29007,0.46052
2000,66 and older,Schleswig-Holstein,"No, definitely not",0.94561,117,117,0.90434,0.98688
2000,66 and older,Hamburg,"No, definitely not",0.93361,41,41,0.85646,1.01076
2000,66 and older,Lower Saxony,"No, definitely not",0.94736,300,300,0.92205,0.97267
2000,66 and older,North Rhine-Westphalia,"No, definitely not",0.94409,725,725,0.92736,0.96083
2000,66 and older,Hesse,"No, definitely not",0.94071,225,225,0.90979,0.97164
2000,66 and older,"Rhineland-Palatinate, Saarland","No, definitely not",0.99440,258,258,0.98527,1.00352
2000,66 and older,Baden-Wuerttemberg,"No, definitely not",0.95404,371,371,0.93270,0.97537
2000,66 and older,Bavaria,"No, definitely not",0.92687,468,468,0.90326,0.95048
2000,66 and older,Berlin,"No, definitely not",0.96581,100,100,0.93001,1.00160
2000,66 and older,Brandenburg,"No, definitely not",0.98484,157,157,0.96567,1.00401
2000,66 and older,Mecklenburg-Western Pomerania,"No, definitely not",0.95635,77,77,0.91041,1.00228
2000,66 and older,Saxony,"No, definitely not",0.97905,259,259,0.96158,0.99653
2000,66 and older,Saxony-Anhalt,"No, definitely not",0.95793,154,154,0.92612,0.98974
2000,66 and older,Thuringa,"No, definitely not",0.97292,155,155,0.94728,0.99856
2001,17-29 y.,Lower Saxony,"Yes, definitely",0.27500,101,101,0.18749,0.36252
2001,17-29 y.,North Rhine-Westphalia,"No, definitely not",0.04976,46,311,0.02556,0.07397
2001,17-29 y.,North Rhine-Westphalia,Probably,0.03695,34,311,0.01595,0.05795
2001,17-29 y.,North Rhine-Westphalia,"Yes, definitely",0.26492,231,311,0.21579,0.31404
2001,17-29 y.,Hesse,"Yes, definitely",0.27889,75,75,0.17671,0.38106
2001,17-29 y.,"Rhineland-Palatinate, Saarland","Yes, definitely",0.31577,74,74,0.20914,0.42240
2001,17-29 y.,Baden-Wuerttemberg,"Yes, definitely",0.23456,138,138,0.16360,0.30551
2001,17-29 y.,Bavaria,"Yes, definitely",0.23721,131,131,0.16409,0.31033
2001,17-29 y.,Berlin,"Yes, definitely",0.29840,51,51,0.17157,0.42523
2001,17-29 y.,Brandenburg,"Yes, definitely",0.26382,49,49,0.13914,0.38849
2001,17-29 y.,Saxony,"Yes, definitely",0.30178,97,97,0.20995,0.39360
2001,17-29 y.,Saxony-Anhalt,"Yes, definitely",0.31583,70,70,0.20615,0.42551
2001,17-29 y.,Thuringa,"Yes, definitely",0.33256,72,72,0.22297,0.44215
2001,30-45 y.,Lower Saxony,Probably,0.03698,35,87,-0.00291,0.07686
2001,30-45 y.,Lower Saxony,"Yes, definitely",0.07999,52,87,0.02265,0.13732
2001,30-45 y.,North Rhine-Westphalia,"No, definitely not",0.03837,74,296,0.01645,0.06029
2001,30-45 y.,North Rhine-Westphalia,Probably not,0.02019,34,296,0.00414,0.03625
2001,30-45 y.,North Rhine-Westphalia,Probably,0.04746,76,296,0.02320,0.07172
2001,30-45 y.,North Rhine-Westphalia,"Yes, definitely",0.06279,112,296,0.03511,0.09047
2001,30-45 y.,Hesse,Probably,0.06346,37,80,0.00970,0.11722
2001,30-45 y.,Hesse,"Yes, definitely",0.09070,43,80,0.02737,0.15403
2001,30-45 y.,"Rhineland-Palatinate, Saarland","Yes, definitely",0.09367,43,43,0.00555,0.18179
2001,30-45 y.,Baden-Wuerttemberg,"No, definitely not",0.03909,53,142,0.00710,0.07107
2001,30-45 y.,Baden-Wuerttemberg,Probably,0.05169,44,142,0.01515,0.08824
2001,30-45 y.,Baden-Wuerttemberg,"Yes, definitely",0.04013,45,142,0.00773,0.07252
2001,30-45 y.,Bavaria,"No, definitely not",0.03673,44,155,0.00702,0.06644
2001,30-45 y.,Bavaria,Probably,0.03199,37,155,0.00420,0.05978
2001,30-45 y.,Bavaria,"Yes, definitely",0.06926,74,155,0.02916,0.10936
2001,30-45 y.,Brandenburg,"Yes, definitely",0.15408,38,38,0.03775,0.27042
2001,30-45 y.,Saxony,"Yes, definitely",0.12215,66,66,0.04255,0.20176
2001,30-45 y.,Saxony-Anhalt,"Yes, definitely",0.17377,44,44,0.06052,0.28703
2001,30-45 y.,Thuringa,"Yes, definitely",0.12513,33,33,0.01049,0.23976
2001,46-65 y.,Schleswig-Holstein,"No, definitely not",0.25597,68,68,0.15147,0.36047
2001,46-65 y.,Hamburg,"No, definitely not",0.31105,35,35,0.15545,0.46666
2001,46-65 y.,Lower Saxony,"No, definitely not",0.37395,211,211,0.30851,0.43940
2001,46-65 y.,North Rhine-Westphalia,"No, definitely not",0.35209,561,596,0.31371,0.39047
2001,46-65 y.,North Rhine-Westphalia,"Yes, definitely",0.02641,35,596,0.01352,0.03929
2001,46-65 y.,Hesse,"No, definitely not",0.30433,150,150,0.23045,0.37821
2001,46-65 y.,"Rhineland-Palatinate, Saarland","No, definitely not",0.39014,156,156,0.31335,0.46694
2001,46-65 y.,Baden-Wuerttemberg,"No, definitely not",0.30289,248,248,0.24559,0.36020
2001,46-65 y.,Bavaria,"No, definitely not",0.32863,312,312,0.27642,0.38083
2001,46-65 y.,Berlin,"No, definitely not",0.31196,89,89,0.21516,0.40876
2001,46-65 y.,Brandenburg,"No, definitely not",0.33749,116,116,0.25107,0.42391
2001,46-65 y.,Mecklenburg-Western Pomerania,"No, definitely not",0.34611,53,53,0.21681,0.47542
2001,46-65 y.,Saxony,"No, definitely not",0.35842,181,220,0.29490,0.42193
2001,46-65 y.,Saxony,"Yes, definitely",0.06735,39,220,0.03416,0.10055
2001,46-65 y.,Saxony-Anhalt,"No, definitely not",0.38012,131,131,0.29668,0.46356
2001,46-65 y.,Thuringa,"No, definitely not",0.34552,108,108,0.25542,0.43563
2001,66 and older,Schleswig-Holstein,"No, definitely not",0.91755,108,108,0.86543,0.96967
2001,66 and older,Hamburg,"No, definitely not",0.94882,41,41,0.88053,1.01711
2001,66 and older,Lower Saxony,"No, definitely not",0.95797,295,295,0.93504,0.98091
2001,66 and older,North Rhine-Westphalia,"No, definitely not",0.95279,684,684,0.93689,0.96870
2001,66 and older,Hesse,"No, definitely not",0.97058,224,224,0.94840,0.99276
2001,66 and older,"Rhineland-Palatinate, Saarland","No, definitely not",0.97250,232,232,0.95141,0.99359
2001,66 and older,Baden-Wuerttemberg,"No, definitely not",0.95074,347,347,0.92793,0.97354
2001,66 and older,Bavaria,"No, definitely not",0.92288,437,437,0.89784,0.94792
2001,66 and older,Berlin,"No, definitely not",0.98054,88,88,0.95151,1.00957
2001,66 and older,Brandenburg,"No, definitely not",0.98179,159,159,0.96094,1.00264
2001,66 and older,Mecklenburg-Western Pomerania,"No, definitely not",0.95915,73,73,0.91343,1.00487
2001,66 and older,Saxony,"No, definitely not",0.96150,253,253,0.93774,0.98526
2001,66 and older,Saxony-Anhalt,"No, definitely not",0.95890,147,147,0.92669,0.99110
2001,66 and older,Thuringa,"No, definitely not",0.98715,140,140,0.96842,1.00587
2002,17-29 y.,Schleswig-Holstein,"Yes, definitely",0.26312,35,35,0.11511,0.41114
2002,17-29 y.,Lower Saxony,"Yes, definitely",0.31053,109,109,0.22326,0.39780
2002,17-29 y.,North Rhine-Westphalia,"No, definitely not",0.05667,47,351,0.03245,0.08090
2002,17-29 y.,North Rhine-Westphalia,Probably,0.04672,36,351,0.02461,0.06883
2002,17-29 y.,North Rhine-Westphalia,"Yes, definitely",0.30959,268,351,0.26115,0.35803
2002,17-29 y.,Hesse,"Yes, definitely",0.27953,89,89,0.18577,0.37329
2002,17-29 y.,"Rhineland-Palatinate, Saarland","Yes, definitely",0.30612,69,69,0.19658,0.41566
2002,17-29 y.,Baden-Wuerttemberg,"Yes, definitely",0.28678,165,165,0.21756,0.35600
2002,17-29 y.,Bavaria,"Yes, definitely",0.22078,147,147,0.15350,0.28806
2002,17-29 y.,Berlin,"Yes, definitely",0.31053,56,56,0.18825,0.43282
2002,17-29 y.,Brandenburg,"Yes, definitely",0.33467,67,67,0.22082,0.44851
2002,17-29 y.,Mecklenburg-Western Pomerania,"Yes, definitely",0.27753,32,32,0.11990,0.43516
2002,17-29 y.,Saxony,"Yes, definitely",0.34681,114,114,0.25905,0.43456
2002,17-29 y.,Saxony-Anhalt,"Yes, definitely",0.35008,69,69,0.23671,0.46346
2002,17-29 y.,Thuringa,"Yes, definitely",0.34350,71,71,0.23225,0.45475
2002,30-45 y.,Lower Saxony,"No, definitely not",0.03660,31,127,0.00381,0.06939
2002,30-45 y.,Lower Saxony,Probably,0.04052,34,127,0.00609,0.07495
2002,30-45 y.,Lower Saxony,"Yes, definitely",0.09645,62,127,0.04490,0.14800
2002,30-45 y.,North Rhine-Westphalia,"No, definitely not",0.03076,53,285,0.01068,0.05084
2002,30-45 y.,North Rhine-Westphalia,Probably not,0.02501,40,285,0.00685,0.04317
2002,30-45 y.,North Rhine-Westphalia,Probably,0.05091,80,285,0.02534,0.07647
2002,30-45 y.,North Rhine-Westphalia,"Yes, definitely",0.07463,112,285,0.04406,0.10519
2002,30-45 y.,Hesse,"Yes, definitely",0.08109,39,39,-0.00570,0.16789
2002,30-45 y.,"Rhineland-Palatinate, Saarland",Probably,0.06207,31,66,0.00341,0.12072
2002,30-45 y.,"Rhineland-Palatinate, Saarland","Yes, definitely",0.08838,35,66,0.01937,0.15738
2002,30-45 y.,Baden-Wuerttemberg,"No, definitely not",0.04150,59,171,0.01152,0.07149
2002,30-45 y.,Baden-Wuerttemberg,Probably,0.04669,51,171,0.01497,0.07840
2002,30-45 y.,Baden-Wuerttemberg,"Yes, definitely",0.07321,61,171,0.03406,0.11237
2002,30-45 y.,Bavaria,"No, definitely not",0.02915,33,197,0.00560,0.05270
2002,30-45 y.,Bavaria,Probably not,0.03627,37,197,0.01010,0.06245
2002,30-45 y.,Bavaria,Probably,0.03585,46,197,0.00982,0.06188
2002,30-45 y.,Bavaria,"Yes, definitely",0.08307,81,197,0.04443,0.12171
2002,30-45 y.,Berlin,"Yes, definitely",0.15925,32,32,0.03044,0.28806
2002,30-45 y.,Brandenburg,"Yes, definitely",0.23335,47,47,0.11112,0.35558
2002,30-45 y.,Saxony,"Yes, definitely",0.13151,55,55,0.04137,0.22165
2002,30-45 y.,Saxony-Anhalt,"Yes, definitely",0.16116,42,42,0.04862,0.27371
2002,30-45 y.,Thuringa,"Yes, definitely",0.19216,43,43,0.07300,0.31132
2002,46-65 y.,Schleswig-Holstein,"No, definitely not",0.26938,61,61,0.15713,0.38164
2002,46-65 y.,Hamburg,"No, definitely not",0.29048,38,38,0.14420,0.43677
2002,46-65 y.,Lower Saxony,"No, definitely not",0.37111,216,216,0.30653,0.43568
2002,46-65 y.,North Rhine-Westphalia,"No, definitely not",0.32660,540,585,0.28857,0.36464
2002,46-65 y.,North Rhine-Westphalia,"Yes, definitely",0.03658,45,585,0.02136,0.05181
2002,46-65 y.,Hesse,"No, definitely not",0.27637,153,153,0.20528,0.34747
2002,46-65 y.,"Rhineland-Palatinate, Saarland","No, definitely not",0.35620,144,144,0.27771,0.43469
2002,46-65 y.,Baden-Wuerttemberg,"No, definitely not",0.27786,246,246,0.22177,0.33396
2002,46-65 y.,Bavaria,"No, definitely not",0.31865,297,297,0.26557,0.37174
2002,46-65 y.,Berlin,"No, definitely not",0.30159,80,80,0.20038,0.40279
2002,46-65 y.,Brandenburg,"No, definitely not",0.34308,108,108,0.25313,0.43303
2002,46-65 y.,Mecklenburg-Western Pomerania,"No, definitely not",0.38203,56,56,0.25361,0.51044
2002,46-65 y.,Saxony,"No, definitely not",0.29487,146,185,0.22899,0.36076
2002,46-65 y.,Saxony,"Yes, definitely",0.07909,39,185,0.04009,0.11808
2002,46-65 y.,Saxony-Anhalt,"No, definitely not",0.37838,124,124,0.29267,0.46409
2002,46-65 y.,Thuringa,"No, definitely not",0.33551,110,110,0.24687,0.42415
2002,66 and older,Schleswig-Holstein,"No, definitely not",0.96433,121,121,0.93114,0.99751
2002,66 and older,Hamburg,"No, definitely not",0.87975,39,39,0.77633,0.98316
2002,66 and older,Lower Saxony,"No, definitely not",0.95523,307,307,0.93206,0.97840
2002,66 and older,Bremen,"No, definitely not",0.98776,33,33,0.94966,1.02586
2002,66 and older,North Rhine-Westphalia,"No, definitely not",0.95980,715,715,0.94539,0.97421
2002,66 and older,Hesse,"No, definitely not",0.94087,230,230,0.91032,0.97142
2002,66 and older,"Rhineland-Palatinate, Saarland","No, definitely not",0.95929,241,241,0.93428,0.98429
2002,66 and older,Baden-Wuerttemberg,"No, definitely not",0.94027,358,358,0.91568,0.96485
2002,66 and older,Bavaria,"No, definitely not",0.91204,449,449,0.88581,0.93827
2002,66 and older,Berlin,"No, definitely not",0.97102,101,101,0.93814,1.00390
2002,66 and older,Brandenburg,"No, definitely not",0.93581,164,164,0.89819,0.97344
2002,66 and older,Mecklenburg-Western Pomerania,"No, definitely not",0.94309,75,75,0.89030,0.99587
2002,66 and older,Saxony,"No, definitely not",0.97598,267,267,0.95758,0.99438
2002,66 and older,Saxony-Anhalt,"No, definitely not",0.92104,150,150,0.87774,0.96434
2002,66 and older,Thuringa,"No, definitely not",0.99671,142,142,0.98726,1.00616
2003,17-29 y.,Lower Saxony,"Yes, definitely",0.24479,88,88,0.15444,0.33514
2003,17-29 y.,North Rhine-Westphalia,"No, definitely not",0.07623,59,325,0.04733,0.10512
2003,17-29 y.,North Rhine-Westphalia,Probably,0.04138,35,325,0.01969,0.06306
2003,17-29 y.,North Rhine-Westphalia,"Yes, definitely",0.28061,231,325,0.23169,0.32953
2003,17-29 y.,Hesse,"Yes, definitely",0.25625,72,72,0.15470,0.35780
2003,17-29 y.,"Rhineland-Palatinate, Saarland","Yes, definitely",0.38407,87,87,0.28127,0.48686
2003,17-29 y.,Baden-Wuerttemberg,"Yes, definitely",0.25695,156,156,0.18816,0.32574
2003,17-29 y.,Bavaria,"Yes, definitely",0.23784,155,155,0.17060,0.30509
2003,17-29 y.,Berlin,"Yes, definitely",0.39191,62,62,0.26940,0.51442
2003,17-29 y.,Brandenburg,"Yes, definitely",0.31468,57,57,0.19305,0.43631
2003,17-29 y.,Mecklenburg-Western Pomerania,"Yes, definitely",0.36782,36,36,0.20806,0.52758
2003,17-29 y.,Saxony,"Yes, definitely",0.38041,111,111,0.28968,0.47114
2003,17-29 y.,Saxony-Anhalt,"Yes, definitely",0.39447,70,70,0.27915,0.50979
2003,17-29 y.,Thuringa,"Yes, definitely",0.29273,61,61,0.17760,0.40787
2003,30-45 y.,Lower Saxony,"Yes, definitely",0.12493,62,62,0.04196,0.20791
2003,30-45 y.,North Rhine-Westphalia,"No, definitely not",0.04209,67,252,0.01725,0.06694
2003,30-45 y.,North Rhine-Westphalia,Probably,0.04604,70,252,0.02011,0.07197
2003,30-45 y.,North Rhine-Westphalia,"Yes, definitely",0.08015,115,252,0.04656,0.11374
2003,30-45 y.,Hesse,"Yes, definitely",0.11088,38,38,0.00971,0.21206
2003,30-45 y.,"Rhineland-Palatinate, Saarland","Yes, definitely",0.07306,35,35,-0.01441,0.16054
2003,30-45 y.,Baden-Wuerttemberg,"No, definitely not",0.03970,50,159,0.00925,0.07014
2003,30-45 y.,Baden-Wuerttemberg,Probably,0.03858,37,159,0.00855,0.06861
2003,30-45 y.,Baden-Wuerttemberg,"Yes, definitely",0.07305,72,159,0.03248,0.11363
2003,30-45 y.,Bavaria,"No, definitely not",0.02692,36,148,0.00076,0.05308
2003,30-45 y.,Bavaria,Probably,0.04529,45,148,0.01167,0.07890
2003,30-45 y.,Bavaria,"Yes, definitely",0.07752,67,148,0.03429,0.12075
2003,30-45 y.,Berlin,"Yes, definitely",0.21635,41,41,0.08874,0.34395
2003,30-45 y.,Mecklenburg-Western Pomerania,"Yes, definitely",0.21313,33,33,0.07124,0.35502
2003,30-45 y.,Saxony,"Yes, definitely",0.16351,75,75,0.07925,0.24778
2003,30-45 y.,Saxony-Anhalt,"Yes, definitely",0.18447,41,41,0.06427,0.30467
2003,30-45 y.,Thuringa,"Yes, definitely",0.14779,35,35,0.02850,0.26708
2003,46-65 y.,Schleswig-Holstein,"No, definitely not",0.25705,57,57,0.14259,0.37151
2003,46-65 y.,Hamburg,"No, definitely not",0.24575,33,33,0.09658,0.39492
2003,46-65 y.,Lower Saxony,"No, definitely not",0.33216,183,183,0.26374,0.40059
2003,46-65 y.,North Rhine-Westphalia,"No, definitely not",0.31970,513,562,0.28111,0.35829
2003,46-65 y.,North Rhine-Westphalia,"Yes, definitely",0.03716,49,562,0.02151,0.05282
2003,46-65 y.,Hesse,"No, definitely not",0.25098,127,127,0.17528,0.32669
2003,46-65 y.,"Rhineland-Palatinate, Saarland","No, definitely not",0.32635,138,138,0.24783,0.40486
2003,46-65 y.,Baden-Wuerttemberg,"No, definitely not",0.30708,261,261,0.25101,0.36315
2003,46-65 y.,Bavaria,"No, definitely not",0.29442,258,258,0.23870,0.35015
2003,46-65 y.,Berlin,"No, definitely not",0.25840,67,67,0.15279,0.36402
2003,46-65 y.,Brandenburg,"No, definitely not",0.29829,103,103,0.20950,0.38708
2003,46-65 y.,Mecklenburg-Western Pomerania,"No, definitely not",0.30745,49,49,0.17691,0.43799
2003,46-65 y.,Saxony,"No, definitely not",0.28271,139,185,0.21764,0.34777
2003,46-65 y.,Saxony,"Yes, definitely",0.08594,46,185,0.04544,0.12643
2003,46-65 y.,Saxony-Anhalt,"No, definitely not",0.38084,116,116,0.29209,0.46960
2003,46-65 y.,Thuringa,"No, definitely not",0.36226,109,109,0.27161,0.45292
2003,66 and older,Schleswig-Holstein,"No, definitely not",0.94552,116,116,0.90404,0.98700
2003,66 and older,Hamburg,"No, definitely not",0.93170,40,40,0.85252,1.01087
2003,66 and older,Lower Saxony,"No, definitely not",0.88518,307,307,0.84946,0.92090
2003,66 and older,North Rhine-Westphalia,"No, definitely not",0.92260,719,719,0.90306,0.94215
2003,66 and older,Hesse,"No, definitely not",0.88554,205,205,0.84185,0.92923
2003,66 and older,"Rhineland-Palatinate, Saarland","No, definitely not",0.91970,243,243,0.88546,0.95394
2003,66 and older,Baden-Wuerttemberg,"No, definitely not",0.91471,351,351,0.88544,0.94397
2003,66 and older,Bavaria,"No, definitely not",0.89024,459,459,0.86161,0.91887
2003,66 and older,Berlin,"No, definitely not",0.97131,112,112,0.94026,1.00237
2003,66 and older,Brandenburg,"No, definitely not",0.91584,168,168,0.87373,0.95795
2003,66 and older,Mecklenburg-Western Pomerania,"No, definitely not",0.93380,75,75,0.87715,0.99045
2003,66 and older,Saxony,"No, definitely not",0.96420,268,268,0.94192,0.98649
2003,66 and older,Saxony-Anhalt,"No, definitely not",0.95965,153,153,0.92837,0.99094
2003,66 and older,Thuringa,"No, definitely not",0.95376,145,145,0.91946,0.98806
2004,17-29 y.,Schleswig-Holstein,"Yes, definitely",0.40623,45,45,0.26111,0.55135
2004,17-29 y.,Lower Saxony,"Yes, definitely",0.20325,83,83,0.11614,0.29035
2004,17-29 y.,North Rhine-Westphalia,"No, definitely not",0.05709,37,343,0.03250,0.08168
2004,17-29 y.,North Rhine-Westphalia,Probably,0.03858,38,343,0.01817,0.05900
2004,17-29 y.,North Rhine-Westphalia,"Yes, definitely",0.32277,268,343,0.27322,0.37232
2004,17-29 y.,Hesse,"Yes, definitely",0.32099,76,76,0.21533,0.42665
2004,17-29 y.,"Rhineland-Palatinate, Saarland","Yes, definitely",0.36641,82,82,0.26148,0.47134
2004,17-29 y.,Baden-Wuerttemberg,Probably,0.06592,33,181,0.02967,0.10218
2004,17-29 y.,Baden-Wuerttemberg,"Yes, definitely",0.25530,148,181,0.19160,0.31900
2004,17-29 y.,Bavaria,"Yes, definitely",0.26686,165,165,0.19916,0.33455
2004,17-29 y.,Berlin,"Yes, definitely",0.30104,59,59,0.18298,0.41909
2004,17-29 y.,Brandenburg,"Yes, definitely",0.36585,65,65,0.24785,0.48386
2004,17-29 y.,Saxony,"Yes, definitely",0.35809,116,116,0.27046,0.44571
2004,17-29 y.,Saxony-Anhalt,"Yes, definitely",0.46686,86,86,0.36080,0.57292
2004,17-29 y.,Thuringa,"Yes, definitely",0.36016,72,72,0.24850,0.47183
2004,30-45 y.,Lower Saxony,"Yes, definitely",0.09728,53,53,0.01673,0.17782
2004,30-45 y.,North Rhine-Westphalia,"No, definitely not",0.04013,61,217,0.01395,0.06630
2004,30-45 y.,North Rhine-Westphalia,Probably,0.03867,50,217,0.01295,0.06438
2004,30-45 y.,North Rhine-Westphalia,"Yes, definitely",0.07622,106,217,0.04084,0.11161
2004,30-45 y.,Hesse,"Yes, definitely",0.07643,34,34,-0.01422,0.16708
2004,30-45 y.,"Rhineland-Palatinate, Saarland","Yes, definitely",0.09235,35,35,-0.00497,0.18967
2004,30-45 y.,Baden-Wuerttemberg,"No, definitely not",0.03233,37,148,0.00374,0.06093
2004,30-45 y.,Baden-Wuerttemberg,Probably,0.04376,38,148,0.01069,0.07683
2004,30-45 y.,Baden-Wuerttemberg,"Yes, definitely",0.08219,73,148,0.03779,0.12659
2004,30-45 y.,Bavaria,Probably,0.05020,47,122,0.01129,0.08910
2004,30-45 y.,Bavaria,"Yes, definitely",0.09480,75,122,0.04260,0.14700
2004,30-45 y.,Berlin,"Yes, definitely",0.24469,45,45,0.11766,0.37172
2004,30-45 y.,Brandenburg,"Yes, definitely",0.19525,32,32,0.05571,0.33480
2004,30-45 y.,Mecklenburg-Western Pomerania,"Yes, definitely",0.22845,35,35,0.08733,0.36958
2004,30-45 y.,Saxony,"Yes, definitely",0.11570,48,48,0.02425,0.20715
2004,30-45 y.,Thuringa,"Yes, definitely",0.16761,38,38,0.04725,0.28796
2004,46-65 y.,Schleswig-Holstein,"No, definitely not",0.24603,55,55,0.13115,0.36090
2004,46-65 y.,Hamburg,"No, definitely not",0.35628,37,37,0.19984,0.51273
2004,46-65 y.,Lower Saxony,"No, definitely not",0.31425,168,168,0.24385,0.38466
2004,46-65 y.,North Rhine-Westphalia,"No, definitely not",0.29303,459,551,0.25499,0.33107
2004,46-65 y.,North Rhine-Westphalia,Probably not,0.02862,36,551,0.01468,0.04255
2004,46-65 y.,North Rhine-Westphalia,"Yes, definitely",0.04281,56,551,0.02589,0.05973
2004,46-65 y.,Hesse,"No, definitely not",0.23472,122,122,0.15921,0.31024
2004,46-65 y.,"Rhineland-Palatinate, Saarland","No, definitely not",0.32932,120,120,0.24488,0.41376
2004,46-65 y.,Baden-Wuerttemberg,"No, definitely not",0.28728,241,241,0.23003,0.34453
2004,46-65 y.,Bavaria,"No, definitely not",0.28524,259,259,0.23014,0.34033
2004,46-65 y.,Berlin,"No, definitely not",0.22219,55,55,0.11131,0.33307
2004,46-65 y.,Brandenburg,"No, definitely not",0.25342,84,84,0.15985,0.34700
2004,46-65 y.,Mecklenburg-Western Pomerania,"No, definitely not",0.28189,49,49,0.15461,0.40917
2004,46-65 y.,Saxony,"No, definitely not",0.25901,127,162,0.19134,0.32668
2004,46-65 y.,Saxony,"Yes, definitely",0.07795,35,162,0.03654,0.11936
2004,46-65 y.,Saxony-Anhalt,"No, definitely not",0.31788,92,92,0.22220,0.41355
2004,46-65 y.,Thuringa,"No, definitely not",0.32753,91,91,0.23057,0.42450
2004,66 and older,Schleswig-Holstein,"No, definitely not",0.94128,118,118,0.89868,0.98388
2004,66 and older,Hamburg,"No, definitely not",0.84018,36,36,0.71878,0.96158
2004,66 and older,Lower Saxony,"No, definitely not",0.91578,328,328,0.88568,0.94588
2004,66 and older,North Rhine-Westphalia,"No, definitely not",0.91798,742,742,0.89823,0.93774
2004,66 and older,Hesse,"No, definitely not",0.92423,205,205,0.88791,0.96054
