year,age_gr,bula_h,plb0417_v2,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2019,17-29 y.,Schleswig-Holstein,"Yes, definitely",0.15983,79,79,0.07850,0.24115
2019,17-29 y.,Lower Saxony,Probably,0.05545,34,218,0.02500,0.08590
2019,17-29 y.,Lower Saxony,"Yes, definitely",0.26512,184,218,0.20639,0.32385
2019,17-29 y.,North Rhine-Westphalia,"No, definitely not",0.02261,34,483,0.00934,0.03588
2019,17-29 y.,North Rhine-Westphalia,Probably,0.03806,58,483,0.02097,0.05514
2019,17-29 y.,North Rhine-Westphalia,"Yes, definitely",0.23339,391,483,0.19563,0.27116
2019,17-29 y.,Hesse,"Yes, definitely",0.22030,119,119,0.14552,0.29508
2019,17-29 y.,"Rhineland-Palatinate, Saarland","Yes, definitely",0.23041,85,85,0.14036,0.32046
2019,17-29 y.,Baden-Wuerttemberg,"Yes, definitely",0.24974,183,183,0.18685,0.31263
2019,17-29 y.,Bavaria,"Yes, definitely",0.18381,178,178,0.12674,0.24087
2019,17-29 y.,Berlin,"Yes, definitely",0.31123,41,41,0.16775,0.45472
2019,17-29 y.,Brandenburg,"Yes, definitely",0.23773,41,41,0.10581,0.36966
2019,17-29 y.,Saxony,"Yes, definitely",0.21945,64,64,0.11725,0.32165
2019,17-29 y.,Saxony-Anhalt,"Yes, definitely",0.18256,56,56,0.08046,0.28465
2019,17-29 y.,Thuringa,"Yes, definitely",0.29463,40,40,0.15155,0.43771
2019,30-45 y.,Schleswig-Holstein,"Yes, definitely",0.08961,72,72,0.02317,0.15605
2019,30-45 y.,Hamburg,"Yes, definitely",0.10442,32,32,-0.00323,0.21207
2019,30-45 y.,Lower Saxony,Probably,0.04216,51,208,0.01478,0.06953
2019,30-45 y.,Lower Saxony,"Yes, definitely",0.11357,157,208,0.07034,0.15679
2019,30-45 y.,Bremen,"Yes, definitely",0.14995,31,31,0.02219,0.27771
2019,30-45 y.,North Rhine-Westphalia,"No, definitely not",0.01762,52,493,0.00599,0.02925
2019,30-45 y.,North Rhine-Westphalia,Probably,0.03118,107,493,0.01582,0.04654
2019,30-45 y.,North Rhine-Westphalia,"Yes, definitely",0.08160,334,493,0.05741,0.10579
2019,30-45 y.,Hesse,Probably,0.03118,33,132,0.00142,0.06095
2019,30-45 y.,Hesse,"Yes, definitely",0.08857,99,132,0.03992,0.13723
2019,30-45 y.,"Rhineland-Palatinate, Saarland",Probably,0.03890,31,88,-0.00173,0.07953
2019,30-45 y.,"Rhineland-Palatinate, Saarland","Yes, definitely",0.08500,57,88,0.02640,0.14360
2019,30-45 y.,Baden-Wuerttemberg,"Yes, definitely",0.08607,180,180,0.04498,0.12716
2019,30-45 y.,Bavaria,Probably,0.01908,55,204,0.00026,0.03790
2019,30-45 y.,Bavaria,"Yes, definitely",0.08087,149,204,0.04337,0.11838
2019,30-45 y.,Berlin,"Yes, definitely",0.11162,65,65,0.03447,0.18877
2019,30-45 y.,Brandenburg,"Yes, definitely",0.10517,55,55,0.02335,0.18699
2019,30-45 y.,Saxony,"Yes, definitely",0.10140,70,70,0.03017,0.17262
2019,30-45 y.,Saxony-Anhalt,"Yes, definitely",0.07312,49,49,-0.00053,0.14677
2019,30-45 y.,Thuringa,"Yes, definitely",0.21690,42,42,0.09075,0.34306
2019,46-65 y.,Schleswig-Holstein,"No, definitely not",0.10719,49,49,0.01967,0.19471
2019,46-65 y.,Lower Saxony,"No, definitely not",0.13812,122,220,0.09242,0.18381
2019,46-65 y.,Lower Saxony,Probably,0.01557,51,220,-0.00083,0.03196
2019,46-65 y.,Lower Saxony,"Yes, definitely",0.01782,47,220,0.00030,0.03535
2019,46-65 y.,North Rhine-Westphalia,"No, definitely not",0.16433,303,562,0.13367,0.19500
2019,46-65 y.,North Rhine-Westphalia,Probably not,0.02856,62,562,0.01477,0.04234
2019,46-65 y.,North Rhine-Westphalia,Probably,0.01187,57,562,0.00291,0.02083
2019,46-65 y.,North Rhine-Westphalia,"Yes, definitely",0.02292,140,562,0.01053,0.03530
2019,46-65 y.,Hesse,"No, definitely not",0.13702,68,113,0.07334,0.20071
2019,46-65 y.,Hesse,"Yes, definitely",0.03007,45,113,-0.00156,0.06170
2019,46-65 y.,"Rhineland-Palatinate, Saarland","No, definitely not",0.13478,75,113,0.07154,0.19803
2019,46-65 y.,"Rhineland-Palatinate, Saarland","Yes, definitely",0.03565,38,113,0.00131,0.06998
2019,46-65 y.,Baden-Wuerttemberg,"No, definitely not",0.10113,95,138,0.05064,0.15161
2019,46-65 y.,Baden-Wuerttemberg,"Yes, definitely",0.01484,43,138,-0.00541,0.03510
2019,46-65 y.,Bavaria,"No, definitely not",0.11809,159,248,0.07785,0.15834
2019,46-65 y.,Bavaria,Probably,0.01070,36,248,-0.00213,0.02354
2019,46-65 y.,Bavaria,"Yes, definitely",0.01903,53,248,0.00199,0.03606
2019,46-65 y.,Berlin,"No, definitely not",0.17039,46,46,0.06054,0.28024
2019,46-65 y.,Brandenburg,"No, definitely not",0.18895,90,90,0.10762,0.27028
2019,46-65 y.,Mecklenburg-Western Pomerania,"No, definitely not",0.23552,45,45,0.11014,0.36090
2019,46-65 y.,Saxony,"No, definitely not",0.08850,59,59,0.01540,0.16160
2019,46-65 y.,Saxony-Anhalt,"No, definitely not",0.17396,54,54,0.07190,0.27602
2019,46-65 y.,Thuringa,"No, definitely not",0.15572,51,51,0.05521,0.25622
2019,66 and older,Schleswig-Holstein,"No, definitely not",0.86480,166,166,0.81262,0.91697
2019,66 and older,Hamburg,"No, definitely not",0.93806,99,99,0.89033,0.98578
2019,66 and older,Lower Saxony,"No, definitely not",0.87918,406,406,0.84744,0.91092
2019,66 and older,Bremen,"No, definitely not",0.81933,41,41,0.70010,0.93857
2019,66 and older,North Rhine-Westphalia,"No, definitely not",0.88507,834,834,0.86341,0.90673
2019,66 and older,Hesse,"No, definitely not",0.85220,230,230,0.80623,0.89817
2019,66 and older,"Rhineland-Palatinate, Saarland","No, definitely not",0.93679,268,268,0.90761,0.96598
2019,66 and older,Baden-Wuerttemberg,"No, definitely not",0.85832,440,440,0.82569,0.89094
2019,66 and older,Bavaria,"No, definitely not",0.88291,686,686,0.85883,0.90699
2019,66 and older,Berlin,"No, definitely not",0.86705,163,163,0.81477,0.91933
2019,66 and older,Brandenburg,"No, definitely not",0.94515,246,246,0.91664,0.97366
2019,66 and older,Mecklenburg-Western Pomerania,"No, definitely not",0.97820,147,147,0.95452,1.00189
2019,66 and older,Saxony,"No, definitely not",0.88592,331,331,0.85162,0.92022
2019,66 and older,Saxony-Anhalt,"No, definitely not",0.93860,174,174,0.90283,0.97438
2019,66 and older,Thuringa,"No, definitely not",0.94335,189,189,0.91030,0.97640
2020,17-29 y.,Schleswig-Holstein,"Yes, definitely",0.22771,57,57,0.11788,0.33755
2020,17-29 y.,Hamburg,"Yes, definitely",0.21993,38,38,0.08647,0.35339
2020,17-29 y.,Lower Saxony,"Yes, definitely",0.21241,179,179,0.15232,0.27250
2020,17-29 y.,North Rhine-Westphalia,"No, definitely not",0.02645,33,575,0.01332,0.03958
2020,17-29 y.,North Rhine-Westphalia,Probably,0.03271,87,575,0.01815,0.04726
2020,17-29 y.,North Rhine-Westphalia,"Yes, definitely",0.23898,455,575,0.20409,0.27387
2020,17-29 y.,Hesse,"Yes, definitely",0.24858,116,116,0.16959,0.32757
2020,17-29 y.,"Rhineland-Palatinate, Saarland","Yes, definitely",0.19174,93,93,0.11130,0.27218
2020,17-29 y.,Baden-Wuerttemberg,"Yes, definitely",0.25528,179,179,0.19122,0.31933
2020,17-29 y.,Bavaria,"Yes, definitely",0.19943,170,170,0.13919,0.25967
2020,17-29 y.,Berlin,"Yes, definitely",0.31842,80,80,0.21569,0.42115
2020,17-29 y.,Brandenburg,"Yes, definitely",0.22803,42,42,0.09960,0.35646
2020,17-29 y.,Saxony,"Yes, definitely",0.14937,77,77,0.06923,0.22951
2020,17-29 y.,Saxony-Anhalt,"Yes, definitely",0.23233,60,60,0.12457,0.34010
2020,17-29 y.,Thuringa,"Yes, definitely",0.23758,40,40,0.10401,0.37116
2020,30-45 y.,Schleswig-Holstein,"Yes, definitely",0.07592,54,54,0.00461,0.14723
2020,30-45 y.,Hamburg,"Yes, definitely",0.06617,35,35,-0.01739,0.14972
2020,30-45 y.,Lower Saxony,Probably,0.04703,66,222,0.01912,0.07494
2020,30-45 y.,Lower Saxony,"Yes, definitely",0.11280,156,222,0.07109,0.15451
2020,30-45 y.,Bremen,"Yes, definitely",0.21718,36,36,0.08057,0.35378
2020,30-45 y.,North Rhine-Westphalia,"No, definitely not",0.01511,41,592,0.00528,0.02495
2020,30-45 y.,North Rhine-Westphalia,Probably not,0.01219,34,592,0.00334,0.02104
2020,30-45 y.,North Rhine-Westphalia,Probably,0.03447,116,592,0.01976,0.04918
2020,30-45 y.,North Rhine-Westphalia,"Yes, definitely",0.09633,401,592,0.07254,0.12012
2020,30-45 y.,Hesse,Probably,0.01814,36,139,-0.00413,0.04041
2020,30-45 y.,Hesse,"Yes, definitely",0.09625,103,139,0.04704,0.14546
2020,30-45 y.,"Rhineland-Palatinate, Saarland","Yes, definitely",0.05715,74,74,0.00390,0.11040
2020,30-45 y.,Baden-Wuerttemberg,Probably,0.02365,40,192,0.00210,0.04520
2020,30-45 y.,Baden-Wuerttemberg,"Yes, definitely",0.07399,152,192,0.03687,0.11111
2020,30-45 y.,Bavaria,Probably,0.01272,36,184,-0.00352,0.02895
2020,30-45 y.,Bavaria,"Yes, definitely",0.07818,148,184,0.03928,0.11708
2020,30-45 y.,Berlin,"Yes, definitely",0.12899,97,97,0.06194,0.19604
2020,30-45 y.,Brandenburg,"Yes, definitely",0.08047,36,36,-0.00965,0.17059
2020,30-45 y.,Saxony,"Yes, definitely",0.07036,75,75,0.01209,0.12863
2020,30-45 y.,Saxony-Anhalt,"Yes, definitely",0.08636,54,54,0.01074,0.16199
2020,30-45 y.,Thuringa,"Yes, definitely",0.15176,38,38,0.03615,0.26737
2020,46-65 y.,Schleswig-Holstein,"No, definitely not",0.11070,39,39,0.01094,0.21046
2020,46-65 y.,Lower Saxony,"No, definitely not",0.11652,121,212,0.07323,0.15982
2020,46-65 y.,Lower Saxony,Probably,0.01260,31,212,-0.00245,0.02765
2020,46-65 y.,Lower Saxony,"Yes, definitely",0.02759,60,212,0.00549,0.04969
2020,46-65 y.,North Rhine-Westphalia,"No, definitely not",0.14918,286,575,0.12003,0.17832
2020,46-65 y.,North Rhine-Westphalia,Probably not,0.01964,62,575,0.00829,0.03099
2020,46-65 y.,North Rhine-Westphalia,Probably,0.02225,79,575,0.01019,0.03432
2020,46-65 y.,North Rhine-Westphalia,"Yes, definitely",0.02609,148,575,0.01305,0.03914
2020,46-65 y.,Hesse,"No, definitely not",0.14096,69,145,0.08412,0.19780
2020,46-65 y.,Hesse,Probably,0.02816,34,145,0.00114,0.05518
2020,46-65 y.,Hesse,"Yes, definitely",0.02155,42,145,-0.00217,0.04527
2020,46-65 y.,"Rhineland-Palatinate, Saarland","No, definitely not",0.14934,66,101,0.07948,0.21919
2020,46-65 y.,"Rhineland-Palatinate, Saarland","Yes, definitely",0.01381,35,101,-0.00906,0.03668
2020,46-65 y.,Baden-Wuerttemberg,"No, definitely not",0.10929,104,146,0.05850,0.16007
2020,46-65 y.,Baden-Wuerttemberg,"Yes, definitely",0.00729,42,146,-0.00656,0.02115
2020,46-65 y.,Bavaria,"No, definitely not",0.10121,134,234,0.06248,0.13994
2020,46-65 y.,Bavaria,Probably not,0.02004,35,234,0.00205,0.03803
2020,46-65 y.,Bavaria,"Yes, definitely",0.03081,65,234,0.00862,0.05299
2020,46-65 y.,Berlin,"No, definitely not",0.15446,41,41,0.04246,0.26645
2020,46-65 y.,Brandenburg,"No, definitely not",0.16029,78,78,0.07835,0.24224
2020,46-65 y.,Mecklenburg-Western Pomerania,"No, definitely not",0.24752,38,38,0.10846,0.38658
2020,46-65 y.,Saxony,"No, definitely not",0.08913,59,92,0.03059,0.14767
2020,46-65 y.,Saxony,"Yes, definitely",0.04848,33,92,0.00435,0.09260
2020,46-65 y.,Saxony-Anhalt,"No, definitely not",0.13455,44,44,0.03255,0.23654
2020,46-65 y.,Thuringa,"No, definitely not",0.12355,47,47,0.02846,0.21865
2020,66 and older,Schleswig-Holstein,"No, definitely not",0.89304,156,156,0.84439,0.94170
2020,66 and older,Hamburg,"No, definitely not",0.87355,90,90,0.80450,0.94260
2020,66 and older,Lower Saxony,"No, definitely not",0.82142,369,369,0.78229,0.86055
2020,66 and older,Bremen,"No, definitely not",0.88594,39,39,0.78487,0.98701
2020,66 and older,North Rhine-Westphalia,"No, definitely not",0.89312,817,817,0.87192,0.91432
2020,66 and older,Hesse,"No, definitely not",0.85969,218,218,0.81348,0.90590
2020,66 and older,"Rhineland-Palatinate, Saarland","No, definitely not",0.90078,258,258,0.86423,0.93733
2020,66 and older,Baden-Wuerttemberg,"No, definitely not",0.87438,425,425,0.84283,0.90593
2020,66 and older,Bavaria,"No, definitely not",0.87115,652,652,0.84542,0.89689
2020,66 and older,Berlin,"No, definitely not",0.82352,150,150,0.76231,0.88474
2020,66 and older,Brandenburg,"No, definitely not",0.93142,238,238,0.89924,0.96359
2020,66 and older,Mecklenburg-Western Pomerania,"No, definitely not",0.93565,129,129,0.89314,0.97816
2020,66 and older,Saxony,"No, definitely not",0.85243,320,320,0.81351,0.89135
2020,66 and older,Saxony-Anhalt,"No, definitely not",0.85841,161,161,0.80439,0.91243
2020,66 and older,Thuringa,"No, definitely not",0.95557,179,179,0.92529,0.98584
2021,17-29 y.,Schleswig-Holstein,"Yes, definitely",0.19119,51,51,0.08219,0.30019
2021,17-29 y.,Lower Saxony,"Yes, definitely",0.18991,90,90,0.10842,0.27140
2021,17-29 y.,North Rhine-Westphalia,Probably,0.05796,59,299,0.03143,0.08449
2021,17-29 y.,North Rhine-Westphalia,"Yes, definitely",0.24240,240,299,0.19374,0.29106
2021,17-29 y.,Hesse,"Yes, definitely",0.26454,65,65,0.15648,0.37261
2021,17-29 y.,"Rhineland-Palatinate, Saarland","Yes, definitely",0.19760,56,56,0.09237,0.30284
2021,17-29 y.,Baden-Wuerttemberg,"Yes, definitely",0.22660,112,112,0.14872,0.30448
2021,17-29 y.,Bavaria,Probably,0.05119,31,141,0.01468,0.08770
2021,17-29 y.,Bavaria,"Yes, definitely",0.16291,110,141,0.10174,0.22409
2021,17-29 y.,Berlin,"Yes, definitely",0.38202,56,56,0.25361,0.51043
2021,17-29 y.,Saxony,"Yes, definitely",0.21628,41,41,0.08869,0.34387
2021,30-45 y.,Schleswig-Holstein,"Yes, definitely",0.06178,45,45,-0.00936,0.13292
2021,30-45 y.,Lower Saxony,Probably,0.03926,44,125,0.00507,0.07344
2021,30-45 y.,Lower Saxony,"Yes, definitely",0.10680,81,125,0.05243,0.16116
2021,30-45 y.,North Rhine-Westphalia,Probably,0.04628,95,294,0.02222,0.07033
2021,30-45 y.,North Rhine-Westphalia,"Yes, definitely",0.10320,199,294,0.06837,0.13804
2021,30-45 y.,Hesse,Probably,0.03673,32,106,0.00075,0.07271
2021,30-45 y.,Hesse,"Yes, definitely",0.10890,74,106,0.04931,0.16848
2021,30-45 y.,"Rhineland-Palatinate, Saarland","Yes, definitely",0.12187,47,47,0.02733,0.21641
2021,30-45 y.,Baden-Wuerttemberg,"Yes, definitely",0.06598,74,74,0.00903,0.12293
2021,30-45 y.,Bavaria,"Yes, definitely",0.05511,72,72,0.00203,0.10819
2021,30-45 y.,Berlin,"Yes, definitely",0.16459,76,76,0.08067,0.24851
2021,30-45 y.,Saxony,"Yes, definitely",0.05758,43,43,-0.01287,0.12803
2021,46-65 y.,Lower Saxony,"No, definitely not",0.13231,83,122,0.07194,0.19268
2021,46-65 y.,Lower Saxony,"Yes, definitely",0.01375,39,122,-0.00700,0.03449
2021,46-65 y.,North Rhine-Westphalia,"No, definitely not",0.13029,189,344,0.09466,0.16591
2021,46-65 y.,North Rhine-Westphalia,Probably,0.01906,71,344,0.00459,0.03352
2021,46-65 y.,North Rhine-Westphalia,"Yes, definitely",0.03498,84,344,0.01554,0.05442
2021,46-65 y.,Hesse,"No, definitely not",0.11346,45,45,0.01975,0.20718
2021,46-65 y.,"Rhineland-Palatinate, Saarland","No, definitely not",0.09479,35,35,-0.00367,0.19326
2021,46-65 y.,Baden-Wuerttemberg,"No, definitely not",0.08747,64,64,0.01771,0.15724
2021,46-65 y.,Bavaria,"No, definitely not",0.10164,90,160,0.05467,0.14861
2021,46-65 y.,Bavaria,Probably not,0.02501,32,160,0.00074,0.04928
2021,46-65 y.,Bavaria,"Yes, definitely",0.02024,38,160,-0.00165,0.04212
2021,46-65 y.,Brandenburg,"No, definitely not",0.11116,38,38,0.00987,0.21244
2021,46-65 y.,Mecklenburg-Western Pomerania,"No, definitely not",0.27985,33,33,0.12431,0.43540
2021,46-65 y.,Saxony,"No, definitely not",0.11421,44,44,0.01914,0.20928
2021,46-65 y.,Saxony-Anhalt,"No, definitely not",0.20572,45,45,0.08628,0.32516
2021,46-65 y.,Thuringa,"No, definitely not",0.24788,38,38,0.10875,0.38701
2021,66 and older,Schleswig-Holstein,"No, definitely not",0.92146,130,130,0.87503,0.96788
2021,66 and older,Hamburg,"No, definitely not",0.94995,84,84,0.90303,0.99686
2021,66 and older,Lower Saxony,"No, definitely not",0.77525,271,271,0.72546,0.82504
2021,66 and older,North Rhine-Westphalia,"No, definitely not",0.87196,582,582,0.84479,0.89913
2021,66 and older,Hesse,"No, definitely not",0.82084,140,140,0.75709,0.88460
2021,66 and older,"Rhineland-Palatinate, Saarland","No, definitely not",0.82543,166,166,0.76751,0.88335
2021,66 and older,Baden-Wuerttemberg,"No, definitely not",0.84920,308,308,0.80917,0.88923
2021,66 and older,Bavaria,"No, definitely not",0.83642,474,474,0.80308,0.86975
2021,66 and older,Berlin,"No, definitely not",0.89792,113,113,0.84185,0.95399
2021,66 and older,Brandenburg,"No, definitely not",0.87490,152,152,0.82213,0.92766
2021,66 and older,Mecklenburg-Western Pomerania,"No, definitely not",0.91507,91,91,0.85747,0.97266
2021,66 and older,Saxony,"No, definitely not",0.87424,237,237,0.83194,0.91655
2021,66 and older,Saxony-Anhalt,"No, definitely not",0.81305,97,97,0.73506,0.89104
2021,66 and older,Thuringa,"No, definitely not",0.95849,128,128,0.92379,0.99318
