syear,quintil_oecd,sampreg,mean,mean_lower_confidence,mean_upper_confidence,lower_quartile,boxplot_median,upper_quartile,lower_whisker,upper_whisker,median,median_lower_confidence,median_upper_confidence,n
2015,3. Quintil,West,7.216976439610402,7.18414651686592,7.249806362354884,6.0,8.0,9.0,1.5,10.0,8.0,8.0,8.0,4146.0
2015,3. Quintil,East,7.136638937561501,7.083648039721891,7.189629835401111,6.0,8.0,9.0,1.5,10.0,8.0,8.0,9.0,1359.0
2015,4. Quintil,West,7.254698919496647,7.22723131782945,7.282166521163845,6.0,8.0,9.0,1.5,10.0,8.0,8.0,8.0,5565.0
2015,4. Quintil,East,7.20725457590164,7.16100695461895,7.25350219718433,6.0,8.0,9.0,1.5,10.0,8.0,8.0,8.0,1706.0
2015,5. Quintil,West,7.273163435398333,7.250957489264157,7.295369381532509,6.0,8.0,9.0,1.5,10.0,8.0,8.0,8.0,7570.0
2015,5. Quintil,East,7.129005925350874,7.0738749472782,7.184136903423549,6.0,8.0,9.0,1.5,10.0,8.0,8.0,9.0,1306.0
2016,2. Quintil,West,6.9476987916918045,6.899746110390257,6.995651472993352,5.0,7.0,9.0,0.0,10.0,7.0,6.0,7.0,2173.0
2016,2. Quintil,East,7.1118911053586835,7.040796850090528,7.182985360626839,6.0,8.0,9.0,1.5,10.0,8.0,8.0,9.0,791.0
2016,3. Quintil,West,7.078201083243354,7.044249996964116,7.112152169522592,6.0,8.0,9.0,1.5,10.0,8.0,8.0,9.0,3909.0
2016,3. Quintil,East,7.045489592985769,6.988849047629313,7.102130138342225,6.0,8.0,8.0,3.0,10.0,8.0,8.0,9.0,1202.0
2016,4. Quintil,West,7.287083617462564,7.25954132021546,7.3146259147096675,6.0,8.0,9.0,1.5,10.0,8.0,8.0,8.0,5234.0
2016,4. Quintil,East,7.288083617148181,7.241391874502801,7.334775359793561,6.0,8.0,9.0,1.5,10.0,8.0,8.0,8.0,1658.0
2016,5. Quintil,West,7.299920901426703,7.277858442243829,7.321983360609577,6.0,8.0,9.0,1.5,10.0,8.0,8.0,8.0,7745.0
2016,5. Quintil,East,7.181860709423609,7.131802716189035,7.2319187026581835,6.0,8.0,8.0,3.0,10.0,8.0,8.0,9.0,1357.0
2017,2. Quintil,West,6.992838260672392,6.942316760112926,7.043359761231858,5.0,8.0,9.0,0.0,10.0,8.0,8.0,9.0,2068.0
2017,2. Quintil,East,7.284678996102025,7.21325402821395,7.3561039639901,6.0,8.0,9.0,1.5,10.0,8.0,8.0,8.0,756.0
2017,3. Quintil,West,7.12336552182135,7.089357361792621,7.157373681850079,6.0,8.0,9.0,1.5,10.0,8.0,8.0,9.0,3730.0
2017,3. Quintil,East,7.100483338121481,7.0472423263995445,7.153724349843417,6.0,7.0,8.0,3.0,10.0,7.0,6.0,7.0,1306.0
2017,4. Quintil,West,7.257568264037755,7.231714134545413,7.283422393530097,6.0,8.0,9.0,1.5,10.0,8.0,8.0,8.0,5739.0
2017,4. Quintil,East,7.25629790945817,7.20996288348322,7.30263293543312,6.0,8.0,9.0,1.5,10.0,8.0,8.0,8.0,1822.0
2017,5. Quintil,West,7.282329336574536,7.262756401092137,7.301902272056935,6.0,8.0,9.0,1.5,10.0,8.0,8.0,8.0,9241.0
2017,5. Quintil,East,7.032672790250887,6.9850769761161775,7.080268604385596,6.0,7.0,8.0,3.0,10.0,7.0,6.0,7.0,1682.0
2018,2. Quintil,West,6.992098086719047,6.940148788757239,7.044047384680856,5.0,7.0,9.0,0.0,10.0,7.0,6.0,7.0,1861.0
2018,2. Quintil,East,7.1046330531348545,7.03106509688647,7.178201009383239,6.0,7.0,9.0,1.5,10.0,7.0,6.0,7.0,736.0
2018,3. Quintil,West,6.999765315156939,6.9609273186049885,7.038603311708889,6.0,8.0,9.0,1.5,10.0,8.0,8.0,9.0,3274.0
2018,3. Quintil,East,6.94431655311489,6.884890273164592,7.003742833065187,6.0,7.0,8.0,3.0,10.0,7.0,6.0,7.0,1129.0
2018,4. Quintil,West,7.136097969099199,7.10813722904083,7.164058709157567,6.0,8.0,9.0,1.5,10.0,8.0,8.0,8.0,5528.0
2018,4. Quintil,East,7.0931994941763,7.047477865480956,7.138921122871644,6.0,7.0,9.0,1.5,10.0,7.0,6.0,7.0,1805.0
2018,5. Quintil,West,7.290815926374055,7.271135943440122,7.310495909307988,6.0,8.0,9.0,1.5,10.0,8.0,8.0,8.0,9363.0
2018,5. Quintil,East,7.1432271916956225,7.099721632288028,7.186732751103217,6.0,8.0,8.0,3.0,10.0,8.0,8.0,9.0,1788.0
2019,2. Quintil,West,7.152683153949343,7.094848892213004,7.210517415685682,6.0,8.0,9.0,1.5,10.0,8.0,8.0,9.0,1482.0
2019,2. Quintil,East,7.221206294590222,7.147165428268553,7.295247160911891,6.0,8.0,8.0,3.0,10.0,8.0,8.0,9.0,598.0
2019,3. Quintil,West,7.111623298896898,7.072946170129807,7.150300427663989,6.0,8.0,9.0,1.5,10.0,8.0,8.0,9.0,2896.0
2019,3. Quintil,East,7.046907898076986,6.97830767691724,7.115508119236733,5.03267473919848,7.0,9.0,0.0,10.0,7.0,6.0,7.0,914.0
2019,4. Quintil,West,7.32600683547801,7.2977246094045505,7.354289061551469,6.0,8.0,9.0,1.5,10.0,8.0,8.0,8.0,4854.0
2019,4. Quintil,East,7.194259259479951,7.146668798596278,7.241849720363624,6.0,8.0,9.0,1.5,10.0,8.0,8.0,9.0,1693.0
2019,5. Quintil,West,7.35499986981474,7.3365921788714985,7.373407560757981,6.0,8.0,9.0,1.5,10.0,8.0,8.0,8.0,10813.0
2019,5. Quintil,East,7.184522124768993,7.145693639442719,7.223350610095267,6.0,8.0,8.970172716155421,1.5447409257668685,10.0,8.0,8.0,9.0,2313.0
2020,2. Quintil,West,6.911924381699918,6.854278199277069,6.969570564122766,5.0,7.0,9.0,0.0,10.0,7.0,6.0,7.0,1505.0
2020,2. Quintil,East,7.088896585796334,7.005775208681291,7.172017962911378,6.0,7.0,8.0,3.0,10.0,7.0,6.0,7.0,513.0
2020,3. Quintil,West,7.083442498304721,7.041840385922674,7.125044610686768,6.0,8.0,9.0,1.5,10.0,8.0,8.0,9.0,2812.0
2020,3. Quintil,East,7.114470221658316,7.048768567532253,7.18017187578438,6.0,7.0,8.0,3.0,10.0,7.0,6.0,7.0,871.0
2020,4. Quintil,West,7.229005813858017,7.199961338807714,7.25805028890832,6.0,8.0,9.0,1.5,10.0,8.0,8.0,8.0,4949.0
2020,4. Quintil,East,7.300174089411768,7.250966237009257,7.349381941814279,6.0,8.0,9.0,1.5,10.0,8.0,8.0,8.0,1510.0
2020,5. Quintil,West,7.213197790401182,7.194607704471173,7.2317878763311905,6.0,8.0,9.0,1.5,10.0,8.0,8.0,8.0,10981.0
2020,5. Quintil,East,7.159700568873715,7.12113136520116,7.19826977254627,6.0,8.0,9.0,1.5,10.0,8.0,8.0,9.0,2409.0
2021,2. Quintil,West,7.038159531957805,6.96616992867607,7.11014913523954,5.0,7.0,9.0,0.0,10.0,7.0,6.0,7.0,879.0
2021,2. Quintil,East,6.867386612165792,6.748746253138908,6.9860269711926755,6.0,7.0,8.0,3.0,10.0,7.0,6.0,7.0,295.0
2021,3. Quintil,West,7.123787928686398,7.072564678087432,7.175011179285364,6.0,7.0,9.0,1.5,10.0,7.0,6.0,7.0,1578.0
2021,3. Quintil,East,7.207318377824261,7.123358998836809,7.291277756811712,6.0,8.0,8.0,3.0,10.0,8.0,8.0,9.0,505.0
2021,4. Quintil,West,7.132477702809116,7.0943621686329035,7.170593236985329,6.0,8.0,9.0,1.5,10.0,8.0,8.0,9.0,2861.0
2021,4. Quintil,East,7.168849251091051,7.109499268711943,7.228199233470159,6.0,8.0,9.0,1.5,10.0,8.0,8.0,9.0,1006.0
2021,5. Quintil,West,7.177867819412933,7.156644165637036,7.1990914731888305,6.0,7.0,9.0,1.5,10.0,7.0,6.0,7.0,8236.0
2021,5. Quintil,East,7.238085343852283,7.196544553567416,7.279626134137151,6.0,7.0,8.0,3.0,10.0,7.0,6.0,7.0,1808.0
