"year","bildungsniveau","regtyp","mean","median","n","percentile_10","percentile_25","percentile_75","percentile_90","percentile_99","lower_confidence_mean","upper_confidence_mean","minimum","maximum","lower_confidence_median","upper_confidence_median"
"2005","Realschule","Städtischer Raum","1395.57","1325.5","2164","400","780","1832","2450","4100","1355.17","1435.97","0","8100","1230","1300"
"2006","(Fach-)Abitur","Ländlicher Raum","1230.41","1196","358","298","587","1600","2250","4100","1140.64","1320.18","50","5800","1040","1200"
"2006","(Fach-)Abitur","Städtischer Raum","1346.42","1249.5","1140","330","587","1800","2416","4400","1281.98","1410.86","0","11000","1200","1300"
"2006","(noch) kein Abschluss","Ländlicher Raum","","","","","","","","","","","","","",""
"2006","(noch) kein Abschluss","Städtischer Raum","867.65","860","88","100","240","1350","1858","2500","695.33","1039.97","0","5000","300","900"
"2006","AkademikerIn","Ländlicher Raum","2115.71","1791","914","506","1100","2700","3700","10000","2019.87","2211.55","0","14000","1785","1996"
"2006","AkademikerIn","Städtischer Raum","2322.54","1995","2328","676","1362","3000","4000","7800","2203.24","2441.84","0","84300","2100","2253"
"2006","Hauptschule","Ländlicher Raum","1201.91","1096","1125","290","512","1678","2074","4000","1132.93","1270.89","0","30000","1033","1200"
"2006","Hauptschule","Städtischer Raum","1281.74","1295.5","2245","320","613","1750","2200","3531","1246.15","1317.33","0","8500","1250","1342"
"2006","Realschule","Ländlicher Raum","1205.96","1148.5","1672","398","730","1530","2000","3500","1170.09","1241.83","0","6000","1077","1143"
"2006","Realschule","Städtischer Raum","1362.34","1299","2235","399","720","1800","2401","4000","1322.57","1402.11","0","10000","1200","1300"
"2007","(Fach-)Abitur","Ländlicher Raum","1227.02","1111.5","369","300","503","1700","2050","4000","1132.58","1321.46","0","7000","1000","1200"
"2007","(Fach-)Abitur","Städtischer Raum","1334.51","1198.5","1105","350","565","1800","2500","4000","1268.95","1400.07","0","12400","1150","1300"
"2007","(noch) kein Abschluss","Ländlicher Raum","","","","","","","","","","","","","",""
"2007","(noch) kein Abschluss","Städtischer Raum","828.85","566","79","160","210","1200","1970","3092","662.61","995.09","7","3092","364","800"
"2007","AkademikerIn","Ländlicher Raum","1929.64","1699.5","893","495","1078","2600","3500","5860","1840.6","2018.68","0","10500","1700","1900"
"2007","AkademikerIn","Städtischer Raum","2313.44","1995","2220","700","1400","2980","4000","8000","2234.7","2392.18","0","25000","2090","2200"
"2007","Hauptschule","Ländlicher Raum","1213.4","1196.5","1076","297","530","1650","2100","4645","1162.86","1263.94","0","10000","1100","1200"
"2007","Hauptschule","Städtischer Raum","1335.53","1299.5","2059","335","644","1800","2200","4000","1293.71","1377.35","0","15000","1260","1350"
"2007","Realschule","Ländlicher Raum","1227.81","1197","1593","400","730","1600","2092","3700","1189.55","1266.07","0","7000","1100","1170"
"2007","Realschule","Städtischer Raum","1400.59","1294.5","2119","400","800","1800","2400","4099","1356.61","1444.57","0","16000","1200","1300"
"2008","(Fach-)Abitur","Ländlicher Raum","1221.9","1193","346","368","616","1700","2000","3700","1129.5","1314.3","0","5208","1050","1250"
"2008","(Fach-)Abitur","Städtischer Raum","1348.56","1197","1057","324","560","1850","2600","5000","1276.67","1420.45","0","11900","1159","1300"
"2008","(noch) kein Abschluss","Ländlicher Raum","","","","","","","","","","","","","",""
"2008","(noch) kein Abschluss","Städtischer Raum","825.75","487.5","82","100","200","1250","2100","3000","643.37","1008.13","0","4500","328","700"
"2008","AkademikerIn","Ländlicher Raum","1969.16","1644.5","832","400","1000","2700","3600","6500","1871.19","2067.13","0","12000","1700","1970"
"2008","AkademikerIn","Städtischer Raum","2391.57","2028.5","2101","710","1466","3000","4000","9000","2312.28","2470.86","0","22000","2083","2214"
"2008","Hauptschule","Ländlicher Raum","1220.73","1199","990","300","530","1673","2100","4698","1169.21","1272.25","0","6500","1100","1210"
"2008","Hauptschule","Städtischer Raum","1318.59","1295","1906","350","641","1800","2200","3900","1277.84","1359.34","0","10000","1250","1350"
"2008","Realschule","Ländlicher Raum","1236.15","1174","1518","380","720","1600","2094","3500","1196.98","1275.32","0","8000","1100","1200"
"2008","Realschule","Städtischer Raum","1403.57","1343","2040","400","750","1873","2500","4000","1361.6","1445.54","0","9200","1250","1322"
"2009","(Fach-)Abitur","Ländlicher Raum","1209.28","1160","324","321","557","1800","2000","3500","1114.09","1304.47","40","5100","1064","1331"
"2009","(Fach-)Abitur","Städtischer Raum","1372","1225","972","370","600","1880","2599","4650","1301.22","1442.78","0","13000","1200","1369"
"2009","(noch) kein Abschluss","Ländlicher Raum","","","","","","","","","","","","","",""
"2009","(noch) kein Abschluss","Städtischer Raum","728.32","422.5","76","125","187","1100","2000","2400","556.88","899.76","32","3500","300","800"
"2009","AkademikerIn","Ländlicher Raum","2037.32","1799.5","826","500","1100","2785","3600","7395","1941.55","2133.09","0","10500","1800","2000"
"2009","AkademikerIn","Städtischer Raum","2341.22","2000.5","1981","715","1400","3000","4000","9000","2259.02","2423.42","0","20000","2100","2250"
"2009","Hauptschule","Ländlicher Raum","1255.51","1198","890","300","600","1670","2200","4000","1196.48","1314.54","0","9000","1100","1256"
"2009","Hauptschule","Städtischer Raum","1342.1","1325","1698","351","670","1800","2200","4000","1299.61","1384.59","0","8000","1300","1400"
"2009","Realschule","Ländlicher Raum","1278.3","1199.5","1470","352","708","1700","2100","3900","1229.98","1326.62","0","15000","1100","1200"
"2009","Realschule","Städtischer Raum","1425.15","1368","1882","400","770","1872","2500","4479","1379.94","1470.36","0","10500","1280","1356"
"2010","(Fach-)Abitur","Ländlicher Raum","1258.17","1214","505","336","550","1700","2114","4000","1162.85","1353.49","0","15000","1100","1300"
"2010","(Fach-)Abitur","Städtischer Raum","1498.78","1321","1427","360","640","1947","2700","4600","1427.67","1569.89","0","24385","1200","1369"
"2010","(noch) kein Abschluss","Ländlicher Raum","1078.41","953.5","56","102","319","1600","2658","2663","880.21","1276.61","20","2663","319","1007"
"2010","(noch) kein Abschluss","Städtischer Raum","953.78","462.5","105","99","201","1500","2450","3400","786.27","1121.29","0","3400","325","700"
"2010","AkademikerIn","Ländlicher Raum","2117.9","1795","1004","400","1150","2800","3779","9000","2021.37","2214.43","0","15000","1850","2000"
"2010","AkademikerIn","Städtischer Raum","2387","2076.5","2733","700","1400","3000","4000","9245","2312.13","2461.87","0","30000","2150","2300"
"2010","Hauptschule","Ländlicher Raum","1204.88","1195","1223","322","590","1700","2130","3000","1159.34","1250.42","0","8000","1150","1300"
"2010","Hauptschule","Städtischer Raum","1343.77","1296.5","2165","326","636","1850","2200","4500","1305.34","1382.2","0","10000","1287","1380"
"2010","Realschule","Ländlicher Raum","1297.59","1197","2072","350","720","1770","2200","4017","1256.23","1338.95","0","15000","1090","1150"
"2010","Realschule","Städtischer Raum","1475.92","1397.5","2531","400","800","1976","2539","4400","1435.1","1516.74","0","11000","1290","1380"
"2011","(Fach-)Abitur","Ländlicher Raum","1268.49","1198.5","664","368","600","1712","2200","3500","1185.93","1351.05","0","13800","1100","1300"
"2011","(Fach-)Abitur","Städtischer Raum","1555.02","1396","1653","372","744","2000","2975","6000","1493.13","1616.91","0","25000","1300","1400"
"2011","(noch) kein Abschluss","Ländlicher Raum","1046.34","773","74","167","330","1401","2342","3750","816.57","1276.11","60","5500","330","918"
"2011","(noch) kein Abschluss","Städtischer Raum","922.27","740","153","110","280","1349","2000","3000","807.12","1037.42","0","3500","400","800"
"2011","AkademikerIn","Ländlicher Raum","2186.31","1899.5","1233","493","1268","2800","3910","7800","2102.73","2269.89","0","17000","1900","2000"
"2011","AkademikerIn","Städtischer Raum","2460.2","2149.5","3218","850","1500","3200","4163","8000","2390.11","2530.29","0","35000","2200","2307"
"2011","Hauptschule","Ländlicher Raum","1237.74","1199.5","1503","345","560","1750","2200","3000","1196.37","1279.11","0","7000","1150","1282"
"2011","Hauptschule","Städtischer Raum","1396.06","1393","2496","381","746","1900","2300","4000","1360.16","1431.96","0","13000","1300","1400"
"2011","Realschule","Ländlicher Raum","1325.94","1258.5","2501","400","800","1700","2200","3600","1291.26","1360.62","0","12000","1100","1200"
"2011","Realschule","Städtischer Raum","1494.57","1397.5","3028","400","848","1966","2600","4202","1458.28","1530.86","0","12000","1300","1351"
"2012","(Fach-)Abitur","Ländlicher Raum","1370.75","1299.5","702","360","690","1800","2450","4200","1290.48","1451.02","0","15000","1200","1312"
"2012","(Fach-)Abitur","Städtischer Raum","1519.38","1394","1701","340","682","2000","2865","5200","1463.2","1575.56","0","11500","1300","1400"
"2012","(noch) kein Abschluss","Ländlicher Raum","909.47","434.5","86","150","280","1130","2100","3300","735.38","1083.56","0","3500","300","900"
"2012","(noch) kein Abschluss","Städtischer Raum","964.75","675","162","160","270","1415","2350","2900","851.87","1077.63","12","3000","400","800"
"2012","AkademikerIn","Ländlicher Raum","2234.17","1995","1209","660","1224","2950","3840","7150","2147.27","2321.07","0","21000","2000","2100"
"2012","AkademikerIn","Städtischer Raum","2507.09","2199","3147","790","1500","3200","4300","8000","2432.15","2582.03","0","36000","2200","2400"
"2012","Hauptschule","Ländlicher Raum","1272","1198","1522","340","600","1800","2200","3300","1228.24","1315.76","0","12000","1150","1298"
"2012","Hauptschule","Städtischer Raum","1407.56","1390","2430","364","700","1900","2400","3900","1369.91","1445.21","0","14000","1300","1400"
"2012","Realschule","Ländlicher Raum","1348.6","1277.5","2454","400","789","1760","2300","3800","1314.78","1382.42","0","11000","1150","1200"
"2012","Realschule","Städtischer Raum","1520.89","1448","2964","400","870","2000","2600","4500","1484.2","1557.58","0","11000","1300","1400"
"2013","(Fach-)Abitur","Ländlicher Raum","1358.42","1290","797","375","700","1800","2296","4200","1283.4","1433.44","0","16000","1109","1300"
"2013","(Fach-)Abitur","Städtischer Raum","1497.55","1345","2271","350","685","2000","2800","5400","1450.35","1544.75","0","14000","1200","1334"
"2013","(noch) kein Abschluss","Ländlicher Raum","825.53","435","125","100","277","1195","2100","3200","701.5","949.56","0","3200","450","800"
"2013","(noch) kein Abschluss","Städtischer Raum","970.5","565","270","135","300","1450","2140","4000","883.47","1057.53","0","4000","450","600"
"2013","AkademikerIn","Ländlicher Raum","2257.04","1995.5","1321","650","1250","3000","3999","7200","2163.8","2350.28","0","30000","1900","2070"
"2013","AkademikerIn","Städtischer Raum","2522.26","2199.5","3668","700","1500","3300","4400","8500","2457.32","2587.2","0","37000","2100","2200"
"2013","Hauptschule","Ländlicher Raum","1333.66","1299","1660","351","639","1800","2300","3700","1293.48","1373.84","0","8107","1200","1300"
"2013","Hauptschule","Städtischer Raum","1417.79","1399","3003","380","651","1900","2400","4070","1381.52","1454.06","0","17000","1200","1300"
"2013","Realschule","Ländlicher Raum","1381.74","1296","2422","415","850","1800","2400","3988","1347.35","1416.13","0","15000","1200","1215"
"2013","Realschule","Städtischer Raum","1515.25","1479","3109","400","822","2000","2521","4500","1480.34","1550.16","0","12000","1300","1399"
"2014","(Fach-)Abitur","Ländlicher Raum","1462.37","1475","736","380","750","2000","2400","4400","1373.97","1550.77","0","20570","1150","1300"
"2014","(Fach-)Abitur","Städtischer Raum","1485.04","1399.5","2038","390","678","2000","2700","4800","1434.93","1535.15","0","19801","1247","1399"
"2014","(noch) kein Abschluss","Ländlicher Raum","904.29","387.5","85","45","315","1400","2200","3642","736.82","1071.76","0","3642","385","1000"
"2014","(noch) kein Abschluss","Städtischer Raum","1098.52","752","192","160","340","1500","2700","5000","964.59","1232.45","0","7000","445","850"
"2014","AkademikerIn","Ländlicher Raum","2260.24","1997.5","1191","523","1200","3000","4000","7800","2169.17","2351.31","0","25000","2000","2120"
"2014","AkademikerIn","Städtischer Raum","2541.51","2205","3247","740","1500","3268","4500","8600","2470.69","2612.33","0","25000","2200","2300"
"2014","Hauptschule","Ländlicher Raum","1314.37","1299.5","1489","356","573","1850","2400","3531","1269.91","1358.83","0","10000","1200","1300"
"2014","Hauptschule","Städtischer Raum","1448.41","1422.5","2491","400","703","2000","2500","4200","1408.61","1488.21","0","20000","1300","1400"
"2014","Realschule","Ländlicher Raum","1426.33","1341","2168","440","850","1850","2400","4000","1389.38","1463.28","0","9000","1200","1300"
"2014","Realschule","Städtischer Raum","1577.74","1498.5","2704","450","844","2001","2800","5000","1537.17","1618.31","0","12000","1300","1400"
"2015","(Fach-)Abitur","Ländlicher Raum","1488.9","1355","762","400","750","1950","2500","4700","1413.06","1564.74","0","11000","1200","1350"
"2015","(Fach-)Abitur","Städtischer Raum","1548.18","1441","2107","400","710","2034","2800","5000","1501.33","1595.03","0","10000","1250","1400"
"2015","(noch) kein Abschluss","Ländlicher Raum","1085.6","680","86","214","350","1667","3000","3931","923.42","1247.78","0","3931","600","1000"
"2015","(noch) kein Abschluss","Städtischer Raum","976.37","644.5","217","130","318","1400","2200","3600","872.62","1080.12","0","4000","500","851"
"2015","AkademikerIn","Ländlicher Raum","2304.28","1990","1211","500","1177","3000","4100","7500","2212.04","2396.52","0","22500","1924","2101"
"2015","AkademikerIn","Städtischer Raum","2585.4","2295","3337","800","1500","3300","4400","8500","2514.56","2656.24","0","30000","2200","2300"
"2015","Hauptschule","Ländlicher Raum","1343.86","1296.5","1429","356","650","1854","2350","3900","1299.89","1387.83","0","8000","1200","1300"
"2015","Hauptschule","Städtischer Raum","1442.53","1399","2300","370","675","2000","2500","4000","1403.62","1481.44","0","10000","1300","1400"
"2015","Realschule","Ländlicher Raum","1480.83","1397","2075","450","900","1900","2500","4400","1440.15","1521.51","0","15000","1250","1348"
"2015","Realschule","Städtischer Raum","1592.02","1495","2537","450","900","2100","2700","4500","1552.58","1631.46","0","10000","1350","1450"
"2016","(Fach-)Abitur","Ländlicher Raum","1529.34","1395","729","448","826","1950","2520","4850","1422.26","1636.42","0","32000","1229","1400"
"2016","(Fach-)Abitur","Städtischer Raum","1588.95","1499","1986","403","750","2100","2800","5500","1539.92","1637.98","0","10000","1300","1400"
"2016","(noch) kein Abschluss","Ländlicher Raum","1039.76","560.5","128","120","268","1280","3000","4274","911.95","1167.57","0","4274","300","733"
"2016","(noch) kein Abschluss","Städtischer Raum","914.91","446.5","309","98","200","1500","2100","3000","835.72","994.1","0","4000","400","450"
"2016","AkademikerIn","Ländlicher Raum","2428.87","2112.5","1155","600","1300","3200","4200","7900","2328.88","2528.86","0","30800","1990","2200"
"2016","AkademikerIn","Städtischer Raum","2577.72","2205.5","3079","750","1500","3300","4450","9804","2505.21","2650.23","0","32000","2200","2300"
"2016","Hauptschule","Ländlicher Raum","1347.07","1295","1347","391","600","1900","2400","4000","1300.07","1394.07","0","7000","1200","1300"
"2016","Hauptschule","Städtischer Raum","1482.74","1478.5","2132","395","700","2000","2510","4100","1442.21","1523.27","0","10000","1300","1400"
"2016","Realschule","Ländlicher Raum","1493.98","1397.5","1918","464","920","1936","2460","4000","1451.12","1536.84","0","15000","1300","1365"
"2016","Realschule","Städtischer Raum","1634.93","1499.5","2352","450","952","2100","2724","5000","1592.59","1677.27","0","12887","1400","1500"
"2017","(Fach-)Abitur","Ländlicher Raum","1498.09","1416","859","410","810","1990","2551","4200","1431.8","1564.38","0","11000","1200","1400"
"2017","(Fach-)Abitur","Städtischer Raum","1584.98","1497","2247","425","750","2100","2800","5500","1537.08","1632.88","0","12733","1300","1400"
"2017","(noch) kein Abschluss","Ländlicher Raum","1009.02","814","177","67","300","1500","2430","3000","913.55","1104.49","0","3000","400","820"
"2017","(noch) kein Abschluss","Städtischer Raum","933.77","581","377","60","180","1300","2200","4599","859.72","1007.82","0","4599","435","590"
"2017","AkademikerIn","Ländlicher Raum","2517","2199","1314","580","1400","3200","4500","7600","2417.82","2616.18","0","36600","2054","2200"
"2017","AkademikerIn","Städtischer Raum","2627.24","2329.5","3535","749","1543","3400","4500","8100","2554.76","2699.72","0","61460","2218","2345"
"2017","Hauptschule","Ländlicher Raum","1363.03","1283","1493","380","629","1900","2500","4000","1316.95","1409.11","0","9000","1200","1300"
"2017","Hauptschule","Städtischer Raum","1511.65","1498.5","2259","400","717","2100","2600","4200","1471.84","1551.46","0","9583","1300","1400"
"2017","Realschule","Ländlicher Raum","1524.17","1479","2243","450","963","2000","2500","4500","1483.91","1564.43","0","20000","1322","1400"
"2017","Realschule","Städtischer Raum","1662.42","1597","2728","450","980","2184","2800","5000","1625.64","1699.2","0","9000","1450","1520"
"2018","(Fach-)Abitur","Ländlicher Raum","1583.47","1490","885","329","850","2000","2800","4700","1505.75","1661.19","0","17552","1200","1400"
"2018","(Fach-)Abitur","Städtischer Raum","1674.37","1579.5","2196","420","800","2200","3000","6000","1624.1","1724.64","0","14000","1280","1400"
"2018","(noch) kein Abschluss","Ländlicher Raum","1122.97","1090","173","100","300","1670","2200","3000","1023.49","1222.45","0","3000","465","1060"
"2018","(noch) kein Abschluss","Städtischer Raum","841.49","447","431","90","220","1250","2000","4000","776.81","906.17","0","4600","450","675"
"2018","AkademikerIn","Ländlicher Raum","2591.16","2363","1249","856","1550","3300","4500","8500","2503.59","2678.73","0","15020","2100","2300"
"2018","AkademikerIn","Städtischer Raum","2681.82","2394.5","3518","743","1500","3400","4581","9000","2595.19","2768.45","0","99999","2203","2378"
"2018","Hauptschule","Ländlicher Raum","1401.66","1395","1375","376","635","2000","2500","3700","1354.72","1448.6","0","7442","1215","1343"
"2018","Hauptschule","Städtischer Raum","1505.09","1458","2201","380","680","2100","2650","4080","1463.43","1546.75","0","15000","1300","1400"
"2018","Realschule","Ländlicher Raum","1621.71","1559.5","2128","470","1000","2052","2680","4583","1579.58","1663.84","0","15000","1400","1500"
"2018","Realschule","Städtischer Raum","1733.54","1617","2612","520","1050","2200","2900","5000","1693.03","1774.05","0","16000","1500","1590"
"2019","(Fach-)Abitur","Ländlicher Raum","1674.65","1485","888","430","850","2100","2900","6800","1561.12","1788.18","0","23000","1400","1600"
"2019","(Fach-)Abitur","Städtischer Raum","1766.71","1595","2283","449","850","2300","3000","7000","1677.18","1856.24","0","45000","1500","1600"
"2019","(noch) kein Abschluss","Ländlicher Raum","906.29","625","194","120","273","1300","1900","3300","788.51","1024.07","0","7000","705","1107"
"2019","(noch) kein Abschluss","Städtischer Raum","1014.73","743.5","474","110","315","1350","1800","3199","918.33","1111.13","0","17000","620","860"
"2019","AkademikerIn","Ländlicher Raum","2657.89","2387","1411","880","1636","3400","4500","8000","2540.18","2775.6","0","30000","2300","2500"
"2019","AkademikerIn","Städtischer Raum","2787.95","2498.5","3924","930","1700","3500","4612","9000","2665.56","2910.34","0","124219","2500","2600"
"2019","Hauptschule","Ländlicher Raum","1486.91","1494","1267","400","750","2040","2600","3874","1422.7","1551.12","0","18000","1300","1450"
"2019","Hauptschule","Städtischer Raum","1600.75","1497.5","2022","433","800","2200","2800","4800","1545.3","1656.2","0","15000","1400","1500"
"2019","Realschule","Ländlicher Raum","1638.08","1596.5","2151","458","1000","2100","2700","4200","1581.12","1695.04","0","20000","1500","1600"
"2019","Realschule","Städtischer Raum","2024.08","1697.5","2638","560","1093","2280","2800","5000","750.66","3297.5","0","1700000","1600","1700"
"2020","(Fach-)Abitur","Ländlicher Raum","1774.74","1666.5","944","452","950","2300","3000","5442","1676.76","1872.72","0","21000","1500","1632"
"2020","(Fach-)Abitur","Städtischer Raum","1806.93","1699.5","2610","434","830","2300","3054","7000","1741.52","1872.34","0","21675","1500","1600"
"2020","(noch) kein Abschluss","Ländlicher Raum","893.8","590.5","230","0","200","1325","1900","3900","780.57","1007.03","0","8000","1000","1300"
"2020","(noch) kein Abschluss","Städtischer Raum","984.61","770.5","592","90","312","1396","2000","6500","921","1048.22","0","9000","1000","1200"
"2020","AkademikerIn","Ländlicher Raum","2658.03","2392.5","1440","860","1671","3300","4484","8500","2547.5","2768.56","0","26967","2300","2500"
"2020","AkademikerIn","Städtischer Raum","2894.11","2582","4246","930","1706","3672","4873","10000","2796.09","2992.13","0","97318","2450","2500"
"2020","Hauptschule","Ländlicher Raum","1515.87","1497.5","1246","391","750","2100","2700","4044","1444.76","1586.98","0","30000","1400","1500"
"2020","Hauptschule","Städtischer Raum","1630.46","1593.5","2031","442","850","2200","2885","4700","1582.76","1678.16","0","17146","1400","1500"
"2020","Realschule","Ländlicher Raum","1689.06","1654.5","1974","526","1100","2180","2789","4500","1633.61","1744.51","0","20000","1550","1649"
"2020","Realschule","Städtischer Raum","1818.48","1746.5","2440","635","1100","2300","3000","5000","1762.99","1873.97","0","20000","1640","1754"
