"year","age_gr","bildungsniveau","mean","median","n","lower_confidence","upper_confidence"
"2013","17-34","Hauptschule","3.95","1.5","1028","3.71","4.19"
"2013","17-34","Realschule","4.33","2.5","1466","4.11","4.55"
"2013","35-65","(Fach-)Abitur","11.2","8.5","1988","10.8","11.6"
"2013","35-65","(noch) kein Abschluss","10.64","4.5","202","9.29","11.99"
"2013","35-65","AkademikerIn","13.3","10.5","3909","13","13.6"
"2013","35-65","Hauptschule","14.55","11.5","3472","14.19","14.91"
"2013","35-65","Realschule","14.05","11.5","3992","13.72","14.38"
"2013","66 +","(Fach-)Abitur","","","","",""
"2013","66 +","(noch) kein Abschluss","","","","",""
"2013","66 +","AkademikerIn","17.62","9.5","115","14.7","20.54"
"2013","66 +","Hauptschule","19","13.5","118","16.29","21.71"
"2013","66 +","Realschule","18.25","13.5","34","13","23.5"
"2014","17-34","(Fach-)Abitur","3.3","1.5","933","3.09","3.51"
"2014","17-34","(noch) kein Abschluss","2.25","1.5","120","1.82","2.68"
"2014","17-34","AkademikerIn","3.22","1.5","755","3","3.44"
"2014","17-34","Hauptschule","4.04","2.5","841","3.79","4.29"
"2014","17-34","Realschule","4.01","2.5","1195","3.78","4.24"
"2014","35-65","(Fach-)Abitur","11.23","8.5","1806","10.8","11.66"
"2014","35-65","(noch) kein Abschluss","10.24","4.5","148","8.68","11.8"
"2014","35-65","AkademikerIn","13.18","10.5","3520","12.86","13.5"
"2014","35-65","Hauptschule","15.03","12.5","2948","14.63","15.43"
"2014","35-65","Realschule","14.53","12.5","3597","14.18","14.88"
"2014","66 +","(Fach-)Abitur","","","","",""
"2014","66 +","(noch) kein Abschluss","","","","",""
"2014","66 +","AkademikerIn","19.47","13.5","112","16.45","22.49"
"2014","66 +","Hauptschule","18.71","14.5","148","16.3","21.12"
"2014","66 +","Realschule","16.47","11.5","40","11.46","21.48"
"2015","17-34","(Fach-)Abitur","3.14","1.5","996","2.96","3.32"
"2015","17-34","(noch) kein Abschluss","1.6","0.5","119","1.24","1.96"
"2015","17-34","AkademikerIn","3.28","1.5","900","3.09","3.47"
"2015","17-34","Hauptschule","3.73","1.5","783","3.48","3.98"
"2015","17-34","Realschule","4.16","2.5","1061","3.92","4.4"
"2015","35-65","(Fach-)Abitur","11.31","8.5","1839","10.88","11.74"
"2015","35-65","(noch) kein Abschluss","10.07","5.5","174","8.64","11.5"
"2015","35-65","AkademikerIn","13.07","10.5","3493","12.74","13.4"
"2015","35-65","Hauptschule","14.4","11.5","2779","13.98","14.82"
"2015","35-65","Realschule","14.43","12.5","3463","14.07","14.79"
"2015","66 +","(Fach-)Abitur","","","","",""
"2015","66 +","(noch) kein Abschluss","","","","",""
"2015","66 +","AkademikerIn","22.58","21.5","113","19.6","25.56"
"2015","66 +","Hauptschule","17.4","12.5","138","15.07","19.73"
"2015","66 +","Realschule","14.55","9","51","10.29","18.81"
"2016","17-34","(Fach-)Abitur","3.11","1.5","904","2.92","3.3"
"2016","17-34","(noch) kein Abschluss","1.28","0.5","160","1.03","1.53"
"2016","17-34","AkademikerIn","3.2","1.5","789","3","3.4"
"2016","17-34","Hauptschule","3.71","2.5","697","3.46","3.96"
"2016","17-34","Realschule","4.18","2.5","913","3.92","4.44"
"2016","35-65","(Fach-)Abitur","11.35","8.5","1773","10.91","11.79"
"2016","35-65","(noch) kein Abschluss","9.64","6.5","194","8.38","10.9"
"2016","35-65","AkademikerIn","12.89","10.5","3289","12.55","13.23"
"2016","35-65","Hauptschule","14.32","10.5","2611","13.89","14.75"
"2016","35-65","Realschule","14.73","12.5","3227","14.35","15.11"
"2016","66 +","(Fach-)Abitur","","","","",""
"2016","66 +","(noch) kein Abschluss","","","","",""
"2016","66 +","AkademikerIn","17.34","10.5","125","14.67","20.01"
"2016","66 +","Hauptschule","17.41","12.5","124","15.03","19.79"
"2016","66 +","Realschule","17.81","11.5","56","13.91","21.71"
"2017","17-34","(Fach-)Abitur","3.06","1.5","1088","2.9","3.22"
"2017","17-34","(noch) kein Abschluss","1.51","0.5","226","1.32","1.7"
"2017","17-34","AkademikerIn","3.04","1.5","933","2.86","3.22"
"2017","17-34","Hauptschule","3.79","1.5","774","3.55","4.03"
"2017","17-34","Realschule","4.28","2.5","1039","4.04","4.52"
"2017","35-65","(Fach-)Abitur","11.58","8.5","1947","11.14","12.02"
"2017","35-65","(noch) kein Abschluss","9.68","6.5","237","8.53","10.83"
"2017","35-65","AkademikerIn","13.17","10.5","3731","12.84","13.5"
"2017","35-65","Hauptschule","14.37","10.5","2770","13.94","14.8"
"2017","35-65","Realschule","14.6","11.5","3802","14.24","14.96"
"2017","66 +","(Fach-)Abitur","18.04","10.5","33","13.09","22.99"
"2017","66 +","(noch) kein Abschluss","","","","",""
"2017","66 +","AkademikerIn","18.46","11.5","142","15.92","21"
"2017","66 +","Hauptschule","17.66","13.5","151","15.36","19.96"
"2017","66 +","Realschule","13.86","10.5","69","10.38","17.34"
"2018","17-34","(Fach-)Abitur","3.04","1.5","1111","2.88","3.2"
"2018","17-34","(noch) kein Abschluss","1.6","0.5","263","1.43","1.77"
"2018","17-34","AkademikerIn","3.22","1.5","960","3.04","3.4"
"2018","17-34","Hauptschule","3.62","1.5","772","3.38","3.86"
"2018","17-34","Realschule","4.12","2.5","952","3.88","4.36"
"2018","35-65","(Fach-)Abitur","11.87","8.5","1909","11.42","12.32"
"2018","35-65","(noch) kein Abschluss","8.45","5.5","253","7.52","9.38"
"2018","35-65","AkademikerIn","12.93","10.5","3619","12.6","13.26"
"2018","35-65","Hauptschule","13.98","9.5","2580","13.54","14.42"
"2018","35-65","Realschule","14.61","11.5","3643","14.24","14.98"
"2018","66 +","(Fach-)Abitur","15.19","4.5","33","9.94","20.44"
"2018","66 +","(noch) kein Abschluss","","","","",""
"2018","66 +","AkademikerIn","17.01","11","149","14.74","19.28"
"2018","66 +","Hauptschule","17.39","9.5","163","15.12","19.66"
"2018","66 +","Realschule","17.39","13.5","76","14.1","20.68"
"2019","17-34","(Fach-)Abitur","2.88","1.5","1089","2.72","3.04"
"2019","17-34","(noch) kein Abschluss","1.49","0.5","302","1.33","1.65"
"2019","17-34","AkademikerIn","3.22","1.5","948","3.03","3.41"
"2019","17-34","Hauptschule","3.74","1.5","662","3.48","4"
"2019","17-34","Realschule","4.42","2.5","882","4.17","4.67"
"2019","35-65","(Fach-)Abitur","12.27","9.5","2102","11.83","12.71"
"2019","35-65","(noch) kein Abschluss","6.86","2.5","295","6.03","7.69"
"2019","35-65","AkademikerIn","12.89","10.5","4214","12.58","13.2"
"2019","35-65","Hauptschule","14.19","10.5","2428","13.73","14.65"
"2019","35-65","Realschule","15","11.5","3780","14.63","15.37"
"2019","66 +","(Fach-)Abitur","15.04","6.5","54","10","20.08"
"2019","66 +","(noch) kein Abschluss","","","","",""
"2019","66 +","AkademikerIn","19.88","15.5","252","18","21.76"
"2019","66 +","Hauptschule","19.35","16.5","190","16.95","21.75"
"2019","66 +","Realschule","19.2","14.5","129","16.41","21.99"
"2020","17-34","(Fach-)Abitur","3.02","1.5","1318","2.89","3.15"
"2020","17-34","(noch) kein Abschluss","1.64","0.5","387","1.5","1.78"
"2020","17-34","AkademikerIn","3.02","1.5","1331","2.88","3.16"
"2020","17-34","Hauptschule","3.83","1.5","770","3.62","4.04"
"2020","17-34","Realschule","4.63","2.5","839","4.38","4.88"
"2020","35-65","(Fach-)Abitur","12.91","10.5","2166","12.47","13.35"
"2020","35-65","(noch) kein Abschluss","6.62","3.5","366","6.01","7.23"
"2020","35-65","AkademikerIn","12.81","9.5","4073","12.49","13.13"
"2020","35-65","Hauptschule","13.98","9.5","2296","13.51","14.45"
"2020","35-65","Realschule","15.36","12.5","3387","14.96","15.76"
"2020","66 +","(Fach-)Abitur","14.95","6.5","48","10.57","19.33"
"2020","66 +","(noch) kein Abschluss","","","","",""
"2020","66 +","AkademikerIn","20.2","15.5","225","18.21","22.19"
"2020","66 +","Hauptschule","16.5","10.5","161","14.15","18.85"
"2020","66 +","Realschule","14.7","10.5","108","11.96","17.44"
