,Unnamed: 0,year,bula_h,quintil_oecd_hh,hlc0180,proportion,n,N,proportion_lower_confidence,proportion_upper_confidence
311,311,2020,Hesse,4th Quintile,No,1.0,192,15743,0.87434,1.16998
312,312,2020,Hesse,5th Quintile,No,1.0,292,15743,0.90265,1.14465
313,313,2020,"Rhineland-Palatinate, Saarland",1st Quintile,No,1.0,196,15743,0.83467,1.16767
314,314,2020,"Rhineland-Palatinate, Saarland",2nd Quintile,No,1.0,187,15743,0.85879,1.15953
315,315,2020,"Rhineland-Palatinate, Saarland",3rd Quintile,No,1.0,148,15743,0.85033,1.15291
316,316,2020,"Rhineland-Palatinate, Saarland",4th Quintile,No,1.0,140,15743,0.81824,1.18077
317,317,2020,"Rhineland-Palatinate, Saarland",5th Quintile,No,1.0,174,15743,0.83416,1.16668
318,318,2020,Baden-Wuerttemberg,1st Quintile,No,1.0,287,15743,0.85907,1.14066
319,319,2020,Baden-Wuerttemberg,2nd Quintile,No,1.0,276,15743,0.86202,1.16129
320,320,2020,Baden-Wuerttemberg,3rd Quintile,No,1.0,289,15743,0.87787,1.13032
321,321,2020,Baden-Wuerttemberg,4th Quintile,No,1.0,339,15743,0.88583,1.11886
322,322,2020,Baden-Wuerttemberg,5th Quintile,No,1.0,493,15743,0.88485,1.105
323,323,2020,Bavaria,1st Quintile,No,1.0,434,15743,0.88036,1.12982
324,324,2020,Bavaria,2nd Quintile,No,1.0,510,15743,0.90349,1.11432
325,325,2020,Bavaria,3rd Quintile,No,1.0,469,15743,0.90521,1.12777
326,326,2020,Bavaria,4th Quintile,No,1.0,487,15743,0.88792,1.11312
327,327,2020,Bavaria,5th Quintile,Yes,0.03609,34,15743,0.02648,0.04844
328,328,2020,Bavaria,5th Quintile,No,0.96391,633,15743,0.87344,1.07266
329,329,2020,Berlin,1st Quintile,No,1.0,199,15743,0.83604,1.19838
330,330,2020,Berlin,2nd Quintile,No,1.0,167,15743,0.83612,1.2021
331,331,2020,Berlin,3rd Quintile,No,1.0,141,15743,0.83756,1.21786
332,332,2020,Berlin,4th Quintile,No,1.0,134,15743,0.80488,1.21463
333,333,2020,Berlin,5th Quintile,No,1.0,178,15743,0.83754,1.21356
334,334,2020,Brandenburg,1st Quintile,No,1.0,150,15743,0.82112,1.17461
335,335,2020,Brandenburg,2nd Quintile,No,1.0,169,15743,0.85509,1.1674
336,336,2020,Brandenburg,3rd Quintile,No,1.0,125,15743,0.81684,1.19613
337,337,2020,Brandenburg,4th Quintile,No,1.0,104,15743,0.78552,1.26455
338,338,2020,Brandenburg,5th Quintile,No,1.0,115,15743,0.72246,1.24407
339,339,2020,Mecklenburg-Western Pomerania,1st Quintile,No,1.0,94,15743,0.80176,1.21756
340,340,2020,Mecklenburg-Western Pomerania,2nd Quintile,No,1.0,89,15743,0.74879,1.24545
341,341,2020,Mecklenburg-Western Pomerania,3rd Quintile,No,1.0,53,15743,0.79664,1.21469
342,342,2020,Mecklenburg-Western Pomerania,4th Quintile,No,1.0,39,15743,0.65432,1.40358
343,343,2020,Mecklenburg-Western Pomerania,5th Quintile,No,1.0,53,15743,0.60775,1.47259
344,344,2020,Saxony,1st Quintile,No,1.0,197,15743,0.84771,1.19158
345,345,2020,Saxony,2nd Quintile,No,1.0,259,15743,0.87851,1.11976
346,346,2020,Saxony,3rd Quintile,No,1.0,203,15743,0.84991,1.14343
347,347,2020,Saxony,4th Quintile,No,1.0,144,15743,0.82565,1.20229
348,348,2020,Saxony,5th Quintile,No,1.0,161,15743,0.78243,1.29453
349,349,2020,Saxony-Anhalt,1st Quintile,No,1.0,155,15743,0.78454,1.21311
350,350,2020,Saxony-Anhalt,2nd Quintile,No,1.0,119,15743,0.80916,1.19821
351,351,2020,Saxony-Anhalt,3rd Quintile,No,1.0,114,15743,0.80844,1.24687
352,352,2020,Saxony-Anhalt,4th Quintile,No,1.0,74,15743,0.75505,1.28212
353,353,2020,Saxony-Anhalt,5th Quintile,No,1.0,93,15743,0.71849,1.35203
354,354,2020,Thuringa,1st Quintile,No,1.0,147,15743,0.81438,1.21719
355,355,2020,Thuringa,2nd Quintile,No,1.0,130,15743,0.82298,1.19857
356,356,2020,Thuringa,3rd Quintile,No,1.0,113,15743,0.80352,1.25826
357,357,2020,Thuringa,4th Quintile,No,1.0,81,15743,0.75137,1.33979
358,358,2020,Thuringa,5th Quintile,No,1.0,78,15743,0.69622,1.3398
359,359,2021,Schleswig-Holstein,1st Quintile,No,1.0,80,10602,0.74507,1.30132
360,360,2021,Schleswig-Holstein,2nd Quintile,No,1.0,78,10602,0.73502,1.27127
361,361,2021,Schleswig-Holstein,3rd Quintile,No,1.0,69,10602,0.77093,1.28396
362,362,2021,Schleswig-Holstein,4th Quintile,No,1.0,87,10602,0.78141,1.27759
363,363,2021,Schleswig-Holstein,5th Quintile,No,1.0,100,10602,0.77063,1.18633
364,364,2021,Hamburg,1st Quintile,No,1.0,48,10602,0.72213,1.29693
365,365,2021,Hamburg,2nd Quintile,No,1.0,42,10602,0.7483,1.24935
366,366,2021,Hamburg,3rd Quintile,No,1.0,49,10602,0.73589,1.32766
367,367,2021,Hamburg,4th Quintile,No,1.0,46,10602,0.67584,1.44643
368,368,2021,Hamburg,5th Quintile,No,1.0,71,10602,0.69676,1.3599
369,369,2021,Lower Saxony,1st Quintile,No,1.0,198,10602,0.85501,1.16107
370,370,2021,Lower Saxony,2nd Quintile,No,1.0,203,10602,0.82967,1.18143
371,371,2021,Lower Saxony,3rd Quintile,No,1.0,181,10602,0.85075,1.17225
372,372,2021,Lower Saxony,4th Quintile,No,1.0,206,10602,0.85022,1.17212
373,373,2021,Lower Saxony,5th Quintile,No,1.0,242,10602,0.86452,1.16479
374,374,2021,North Rhine-Westphalia,1st Quintile,No,1.0,444,10602,0.88929,1.13104
375,375,2021,North Rhine-Westphalia,2nd Quintile,No,1.0,426,10602,0.89383,1.10996
376,376,2021,North Rhine-Westphalia,3rd Quintile,No,1.0,394,10602,0.89086,1.11181
377,377,2021,North Rhine-Westphalia,4th Quintile,No,1.0,406,10602,0.89483,1.12458
378,378,2021,North Rhine-Westphalia,5th Quintile,No,1.0,531,10602,0.89401,1.08708
379,379,2021,Hesse,1st Quintile,No,1.0,109,10602,0.79371,1.23441
380,380,2021,Hesse,2nd Quintile,No,1.0,107,10602,0.7633,1.24058
381,381,2021,Hesse,3rd Quintile,No,1.0,117,10602,0.80849,1.21127
382,382,2021,Hesse,4th Quintile,No,1.0,133,10602,0.83222,1.19398
383,383,2021,Hesse,5th Quintile,No,1.0,208,10602,0.84048,1.16857
384,384,2021,"Rhineland-Palatinate, Saarland",1st Quintile,No,1.0,103,10602,0.79435,1.23933
385,385,2021,"Rhineland-Palatinate, Saarland",2nd Quintile,No,1.0,116,10602,0.83905,1.17414
386,386,2021,"Rhineland-Palatinate, Saarland",3rd Quintile,No,1.0,95,10602,0.78363,1.22465
387,387,2021,"Rhineland-Palatinate, Saarland",4th Quintile,No,1.0,87,10602,0.79404,1.18312
388,388,2021,"Rhineland-Palatinate, Saarland",5th Quintile,No,1.0,116,10602,0.81067,1.25526
389,389,2021,Baden-Wuerttemberg,1st Quintile,No,1.0,165,10602,0.8247,1.19124
390,390,2021,Baden-Wuerttemberg,2nd Quintile,No,1.0,196,10602,0.81775,1.185
391,391,2021,Baden-Wuerttemberg,3rd Quintile,No,1.0,204,10602,0.80559,1.15361
392,392,2021,Baden-Wuerttemberg,4th Quintile,No,1.0,249,10602,0.85305,1.14692
393,393,2021,Baden-Wuerttemberg,5th Quintile,No,1.0,360,10602,0.8824,1.11884
394,394,2021,Bavaria,1st Quintile,No,1.0,237,10602,0.86256,1.13746
395,395,2021,Bavaria,2nd Quintile,No,1.0,325,10602,0.8773,1.12103
396,396,2021,Bavaria,3rd Quintile,No,1.0,330,10602,0.86987,1.12587
397,397,2021,Bavaria,4th Quintile,No,1.0,348,10602,0.89669,1.15669
398,398,2021,Bavaria,5th Quintile,No,1.0,439,10602,0.85874,1.15756
399,399,2021,Berlin,1st Quintile,No,1.0,115,10602,0.80802,1.18837
400,400,2021,Berlin,2nd Quintile,No,1.0,90,10602,0.72793,1.27756
401,401,2021,Berlin,3rd Quintile,No,1.0,91,10602,0.75101,1.30552
402,402,2021,Berlin,4th Quintile,No,1.0,97,10602,0.77637,1.2887
403,403,2021,Berlin,5th Quintile,No,1.0,136,10602,0.76402,1.36657
404,404,2021,Brandenburg,1st Quintile,No,1.0,88,10602,0.77341,1.23926
405,405,2021,Brandenburg,2nd Quintile,No,1.0,99,10602,0.76616,1.26009
406,406,2021,Brandenburg,3rd Quintile,No,1.0,90,10602,0.78848,1.26099
407,407,2021,Brandenburg,4th Quintile,No,1.0,65,10602,0.76739,1.3485
408,408,2021,Brandenburg,5th Quintile,No,1.0,94,10602,0.71031,1.30235
409,409,2021,Mecklenburg-Western Pomerania,1st Quintile,No,1.0,67,10602,0.79791,1.28743
410,410,2021,Mecklenburg-Western Pomerania,2nd Quintile,No,1.0,64,10602,0.65434,1.38617
411,411,2021,Mecklenburg-Western Pomerania,3rd Quintile,No,1.0,44,10602,0.71973,1.24608
412,412,2021,Mecklenburg-Western Pomerania,4th Quintile,No,1.0,38,10602,0.67305,1.37804
413,413,2021,Mecklenburg-Western Pomerania,5th Quintile,No,1.0,40,10602,0.68013,1.44261
414,414,2021,Saxony,1st Quintile,No,1.0,144,10602,0.82934,1.17708
415,415,2021,Saxony,2nd Quintile,No,1.0,199,10602,0.85742,1.17878
416,416,2021,Saxony,3rd Quintile,No,1.0,153,10602,0.84289,1.19362
417,417,2021,Saxony,4th Quintile,No,1.0,108,10602,0.80366,1.24339
418,418,2021,Saxony,5th Quintile,No,1.0,106,10602,0.77532,1.29243
419,419,2021,Saxony-Anhalt,1st Quintile,No,1.0,97,10602,0.78758,1.2752
420,420,2021,Saxony-Anhalt,2nd Quintile,No,1.0,93,10602,0.74917,1.24738
421,421,2021,Saxony-Anhalt,3rd Quintile,No,1.0,61,10602,0.75565,1.25304
422,422,2021,Saxony-Anhalt,4th Quintile,No,1.0,55,10602,0.68014,1.37343
423,423,2021,Saxony-Anhalt,5th Quintile,No,1.0,52,10602,0.64578,1.53517
424,424,2021,Thuringa,1st Quintile,No,1.0,95,10602,0.82521,1.19164
425,425,2021,Thuringa,2nd Quintile,No,1.0,94,10602,0.75619,1.30123
426,426,2021,Thuringa,3rd Quintile,No,1.0,61,10602,0.7344,1.31349
427,427,2021,Thuringa,4th Quintile,No,1.0,64,10602,0.69536,1.3293
428,428,2021,Thuringa,5th Quintile,No,1.0,57,10602,0.6533,1.51913
