year,bula_h,regtyp,hgeqpinsul,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2021,Saxony-Anhalt,Rural regions,No,0.30011,75,261,0.24440,0.35582
2021,Thuringa,Urban regions,Yes,0.84958,97,97,0.77807,0.92110
2021,Thuringa,Rural regions,Yes,0.63387,152,230,0.57148,0.69627
2021,Thuringa,Rural regions,No,0.36613,78,230,0.30373,0.42852
2022,Schleswig-Holstein,Urban regions,Yes,0.63333,158,245,0.57286,0.69380
2022,Schleswig-Holstein,Urban regions,No,0.36667,87,245,0.30620,0.42714
2022,Schleswig-Holstein,Rural regions,Yes,0.74700,275,387,0.70363,0.79037
2022,Schleswig-Holstein,Rural regions,No,0.25300,112,387,0.20963,0.29637
2022,Hamburg,Urban regions,Yes,0.63074,273,422,0.58464,0.67684
2022,Hamburg,Urban regions,No,0.36926,149,422,0.32316,0.41536
2022,Lower Saxony,Urban regions,Yes,0.62573,446,722,0.59040,0.66105
2022,Lower Saxony,Urban regions,No,0.37427,276,722,0.33895,0.40960
2022,Lower Saxony,Rural regions,Yes,0.71126,642,884,0.68137,0.74115
2022,Lower Saxony,Rural regions,No,0.28874,242,884,0.25885,0.31863
2022,Bremen,Urban regions,Yes,0.65302,84,134,0.57213,0.73392
2022,Bremen,Urban regions,No,0.34698,50,134,0.26608,0.42787
2022,North Rhine-Westphalia,Urban regions,Yes,0.65530,2498,3727,0.64004,0.67056
2022,North Rhine-Westphalia,Urban regions,No,0.34470,1229,3727,0.32944,0.35996
2022,North Rhine-Westphalia,Rural regions,Yes,0.82054,66,66,0.72726,0.91383
2022,Hesse,Urban regions,Yes,0.62968,628,982,0.59946,0.65990
2022,Hesse,Urban regions,No,0.37032,354,982,0.34010,0.40054
2022,Hesse,Rural regions,Yes,0.63760,145,234,0.57588,0.69933
2022,Hesse,Rural regions,No,0.36240,89,234,0.30067,0.42412
2022,"Rhineland-Palatinate, Saarland",Urban regions,Yes,0.64748,435,678,0.61149,0.68347
2022,"Rhineland-Palatinate, Saarland",Urban regions,No,0.35252,243,678,0.31653,0.38851
2022,"Rhineland-Palatinate, Saarland",Rural regions,Yes,0.62914,131,187,0.55972,0.69856
2022,"Rhineland-Palatinate, Saarland",Rural regions,No,0.37086,56,187,0.30144,0.44028
2022,Baden-Wuerttemberg,Urban regions,Yes,0.60567,1246,1943,0.58394,0.62741
2022,Baden-Wuerttemberg,Urban regions,No,0.39433,697,1943,0.37259,0.41606
2022,Baden-Wuerttemberg,Rural regions,Yes,0.71831,229,297,0.66707,0.76956
2022,Baden-Wuerttemberg,Rural regions,No,0.28169,68,297,0.23044,0.33293
2022,Bavaria,Urban regions,Yes,0.59751,1020,1652,0.57385,0.62117
2022,Bavaria,Urban regions,No,0.40249,632,1652,0.37883,0.42615
2022,Bavaria,Rural regions,Yes,0.54535,830,1345,0.51873,0.57197
2022,Bavaria,Rural regions,No,0.45465,515,1345,0.42803,0.48127
2022,Berlin,Urban regions,Yes,0.60894,645,1095,0.58002,0.63785
2022,Berlin,Urban regions,No,0.39106,450,1095,0.36215,0.41998
2022,Brandenburg,Urban regions,Yes,0.75339,43,43,0.62303,0.88375
2022,Brandenburg,Rural regions,Yes,0.74271,500,663,0.70941,0.77601
2022,Brandenburg,Rural regions,No,0.25729,163,663,0.22399,0.29059
2022,Mecklenburg-Western Pomerania,Urban regions,Yes,0.70957,62,62,0.59565,0.82349
2022,Mecklenburg-Western Pomerania,Rural regions,Yes,0.78988,268,329,0.74579,0.83397
2022,Mecklenburg-Western Pomerania,Rural regions,No,0.21012,61,329,0.16603,0.25421
2022,Saxony,Urban regions,Yes,0.65276,423,614,0.61507,0.69045
2022,Saxony,Urban regions,No,0.34724,191,614,0.30955,0.38493
2022,Saxony,Rural regions,Yes,0.64313,437,647,0.60619,0.68008
2022,Saxony,Rural regions,No,0.35687,210,647,0.31992,0.39381
2022,Saxony-Anhalt,Urban regions,Yes,0.78135,115,150,0.71498,0.84772
2022,Saxony-Anhalt,Urban regions,No,0.21865,35,150,0.15228,0.28502
2022,Saxony-Anhalt,Rural regions,Yes,0.76843,388,523,0.73224,0.80462
2022,Saxony-Anhalt,Rural regions,No,0.23157,135,523,0.19538,0.26776
2022,Thuringa,Urban regions,Yes,0.73671,141,194,0.67457,0.79885
2022,Thuringa,Urban regions,No,0.26329,53,194,0.20115,0.32543
2022,Thuringa,Rural regions,Yes,0.69039,259,372,0.64335,0.73744
2022,Thuringa,Rural regions,No,0.30961,113,372,0.26256,0.35665
