year,age_gr,bula_h,pli0095_h,proportion,n,N,proportion_lower_confidence,proportion_upper_confidence
2001,30-45 y.,North Rhine-Westphalia,Seldom,0.47141,743,20614,0.47094,0.47187
2001,30-45 y.,North Rhine-Westphalia,Never,0.05464,93,20614,0.05443,0.05486
2001,30-45 y.,Hesse,At least once per week,0.13410,69,20614,0.13357,0.13464
2001,30-45 y.,Hesse,At least once per month,0.37301,201,20614,0.37224,0.37377
2001,30-45 y.,Hesse,Seldom,0.42229,200,20614,0.42152,0.42307
2001,30-45 y.,Hesse,Never,0.07060,34,20614,0.07019,0.07100
2001,30-45 y.,"Rhineland-Palatinate, Saarland",At least once per week,0.09338,51,20614,0.09291,0.09386
2001,30-45 y.,"Rhineland-Palatinate, Saarland",At least once per month,0.31689,178,20614,0.31613,0.31764
2001,30-45 y.,"Rhineland-Palatinate, Saarland",Seldom,0.46461,226,20614,0.46380,0.46542
2001,30-45 y.,"Rhineland-Palatinate, Saarland",Never,0.12512,53,20614,0.12458,0.12566
2001,30-45 y.,Baden-Wuerttemberg,At least once per week,0.13472,137,20614,0.13432,0.13513
2001,30-45 y.,Baden-Wuerttemberg,At least once per month,0.34518,316,20614,0.34462,0.34574
2001,30-45 y.,Baden-Wuerttemberg,Seldom,0.44433,402,20614,0.44374,0.44492
2001,30-45 y.,Baden-Wuerttemberg,Never,0.07577,73,20614,0.07545,0.07608
2001,30-45 y.,Bavaria,At least once per week,0.12909,121,20614,0.12871,0.12948
2001,30-45 y.,Bavaria,At least once per month,0.24160,274,20614,0.24111,0.24209
2001,30-45 y.,Bavaria,Seldom,0.47401,516,20614,0.47344,0.47458
2001,30-45 y.,Bavaria,Never,0.15530,145,20614,0.15488,0.15571
2001,30-45 y.,Berlin,At least once per month,0.37543,83,20614,0.37438,0.37648
2001,30-45 y.,Berlin,Seldom,0.62457,148,20614,0.62352,0.62562
2001,30-45 y.,Brandenburg,At least once per month,0.43088,98,20614,0.42948,0.43228
2001,30-45 y.,Brandenburg,Seldom,0.56912,132,20614,0.56772,0.57052
2001,30-45 y.,Mecklenburg-Western Pomerania,At least once per month,0.57773,72,20614,0.57608,0.57937
2001,30-45 y.,Mecklenburg-Western Pomerania,Seldom,0.42227,70,20614,0.42063,0.42392
2001,30-45 y.,Saxony,At least once per week,0.11007,51,20614,0.10946,0.11067
2001,30-45 y.,Saxony,At least once per month,0.38577,193,20614,0.38483,0.38670
2001,30-45 y.,Saxony,Seldom,0.50417,246,20614,0.50321,0.50513
2001,30-45 y.,Saxony-Anhalt,At least once per week,0.13196,31,20614,0.13105,0.13287
2001,30-45 y.,Saxony-Anhalt,At least once per month,0.34484,96,20614,0.34356,0.34611
2001,30-45 y.,Saxony-Anhalt,Seldom,0.52321,133,20614,0.52186,0.52455
2001,30-45 y.,Thuringa,At least once per week,0.16737,38,20614,0.16636,0.16839
2001,30-45 y.,Thuringa,At least once per month,0.35842,105,20614,0.35712,0.35973
2001,30-45 y.,Thuringa,Seldom,0.47420,138,20614,0.47285,0.47556
2001,46-65 y.,Schleswig-Holstein,At least once per week,0.11445,31,20614,0.11378,0.11512
2001,46-65 y.,Schleswig-Holstein,At least once per month,0.35641,79,20614,0.35540,0.35741
2001,46-65 y.,Schleswig-Holstein,Seldom,0.52914,108,20614,0.52810,0.53019
2001,46-65 y.,Hamburg,Seldom,1.00000,55,20614,1.00000,1.00000
2001,46-65 y.,Lower Saxony,At least once per week,0.07675,41,20614,0.07638,0.07712
2001,46-65 y.,Lower Saxony,At least once per month,0.27806,153,20614,0.27744,0.27868
2001,46-65 y.,Lower Saxony,Seldom,0.53674,303,20614,0.53604,0.53743
2001,46-65 y.,Lower Saxony,Never,0.10845,62,20614,0.10802,0.10888
2001,46-65 y.,North Rhine-Westphalia,At least once per week,0.10854,171,20614,0.10827,0.10882
2001,46-65 y.,North Rhine-Westphalia,At least once per month,0.29081,447,20614,0.29040,0.29121
2001,46-65 y.,North Rhine-Westphalia,Seldom,0.49008,737,20614,0.48963,0.49052
2001,46-65 y.,North Rhine-Westphalia,Never,0.11058,162,20614,0.11030,0.11086
2001,46-65 y.,Hesse,At least once per week,0.11789,57,20614,0.11740,0.11838
2001,46-65 y.,Hesse,At least once per month,0.27728,136,20614,0.27660,0.27796
2001,46-65 y.,Hesse,Seldom,0.47450,229,20614,0.47374,0.47525
2001,46-65 y.,Hesse,Never,0.13033,58,20614,0.12982,0.13084
2001,46-65 y.,"Rhineland-Palatinate, Saarland",At least once per week,0.10249,41,20614,0.10196,0.10303
2001,46-65 y.,"Rhineland-Palatinate, Saarland",At least once per month,0.27437,109,20614,0.27358,0.27516
2001,46-65 y.,"Rhineland-Palatinate, Saarland",Seldom,0.47424,184,20614,0.47336,0.47513
2001,46-65 y.,"Rhineland-Palatinate, Saarland",Never,0.14889,60,20614,0.14826,0.14952
2001,46-65 y.,Baden-Wuerttemberg,At least once per week,0.13238,124,20614,0.13196,0.13280
2001,46-65 y.,Baden-Wuerttemberg,At least once per month,0.28436,220,20614,0.28380,0.28491
2001,46-65 y.,Baden-Wuerttemberg,Seldom,0.47623,337,20614,0.47562,0.47685
2001,46-65 y.,Baden-Wuerttemberg,Never,0.10703,76,20614,0.10664,0.10741
2001,46-65 y.,Bavaria,At least once per week,0.09519,91,20614,0.09486,0.09551
2001,46-65 y.,Bavaria,At least once per month,0.24177,217,20614,0.24129,0.24225
2001,46-65 y.,Bavaria,Seldom,0.48627,457,20614,0.48571,0.48683
2001,46-65 y.,Bavaria,Never,0.17677,167,20614,0.17635,0.17720
2001,46-65 y.,Berlin,At least once per month,0.27372,81,20614,0.27281,0.27463
2001,46-65 y.,Berlin,Seldom,0.58295,145,20614,0.58195,0.58395
2001,46-65 y.,Berlin,Never,0.14333,33,20614,0.14262,0.14404
2001,46-65 y.,Brandenburg,At least once per week,0.14397,46,20614,0.14315,0.14479
2001,46-65 y.,Brandenburg,At least once per month,0.32394,99,20614,0.32285,0.32503
2001,46-65 y.,Brandenburg,Seldom,0.53209,165,20614,0.53093,0.53325
2001,46-65 y.,Mecklenburg-Western Pomerania,At least once per month,0.41988,52,20614,0.41824,0.42153
2001,46-65 y.,Mecklenburg-Western Pomerania,Seldom,0.58012,78,20614,0.57847,0.58176
2001,46-65 y.,Saxony,At least once per week,0.12861,54,20614,0.12802,0.12920
2001,46-65 y.,Saxony,At least once per month,0.33379,183,20614,0.33295,0.33462
2001,46-65 y.,Saxony,Seldom,0.44959,251,20614,0.44871,0.45047
2001,46-65 y.,Saxony,Never,0.08801,48,20614,0.08751,0.08851
2001,46-65 y.,Saxony-Anhalt,At least once per week,0.12969,43,20614,0.12894,0.13043
2001,46-65 y.,Saxony-Anhalt,At least once per month,0.37500,123,20614,0.37392,0.37607
2001,46-65 y.,Saxony-Anhalt,Seldom,0.49532,182,20614,0.49421,0.49643
2001,46-65 y.,Thuringa,At least once per month,0.34067,96,20614,0.33940,0.34193
2001,46-65 y.,Thuringa,Seldom,0.65933,181,20614,0.65807,0.66060
2001,66 and older,Schleswig-Holstein,Seldom,0.54141,39,20614,0.53970,0.54311
2001,66 and older,Schleswig-Holstein,Never,0.45859,31,20614,0.45689,0.46030
2001,66 and older,Lower Saxony,At least once per week,0.10810,31,20614,0.10757,0.10862
2001,66 and older,Lower Saxony,At least once per month,0.15988,48,20614,0.15925,0.16050
2001,66 and older,Lower Saxony,Seldom,0.38647,122,20614,0.38564,0.38730
2001,66 and older,Lower Saxony,Never,0.34556,99,20614,0.34475,0.34637
2001,66 and older,North Rhine-Westphalia,At least once per week,0.10021,65,20614,0.09986,0.10056
2001,66 and older,North Rhine-Westphalia,At least once per month,0.16276,126,20614,0.16233,0.16319
2001,66 and older,North Rhine-Westphalia,Seldom,0.38238,278,20614,0.38181,0.38294
2001,66 and older,North Rhine-Westphalia,Never,0.35466,232,20614,0.35410,0.35521
2001,66 and older,Hesse,At least once per week,0.14936,35,20614,0.14868,0.15005
2001,66 and older,Hesse,At least once per month,0.19313,44,20614,0.19237,0.19388
2001,66 and older,Hesse,Seldom,0.33319,75,20614,0.33229,0.33409
2001,66 and older,Hesse,Never,0.32432,76,20614,0.32342,0.32521
2001,66 and older,"Rhineland-Palatinate, Saarland",At least once per month,0.16826,34,20614,0.16746,0.16906
2001,66 and older,"Rhineland-Palatinate, Saarland",Seldom,0.33574,78,20614,0.33473,0.33675
2001,66 and older,"Rhineland-Palatinate, Saarland",Never,0.49600,105,20614,0.49493,0.49707
2001,66 and older,Baden-Wuerttemberg,At least once per week,0.17579,71,20614,0.17519,0.17638
2001,66 and older,Baden-Wuerttemberg,At least once per month,0.17165,68,20614,0.17106,0.17224
2001,66 and older,Baden-Wuerttemberg,Seldom,0.26996,100,20614,0.26927,0.27065
2001,66 and older,Baden-Wuerttemberg,Never,0.38260,121,20614,0.38184,0.38336
2001,66 and older,Bavaria,At least once per week,0.09980,48,20614,0.09938,0.10022
2001,66 and older,Bavaria,At least once per month,0.17557,77,20614,0.17503,0.17610
2001,66 and older,Bavaria,Seldom,0.30164,157,20614,0.30100,0.30229
2001,66 and older,Bavaria,Never,0.42299,184,20614,0.42229,0.42369
2001,66 and older,Berlin,Seldom,1.00000,37,20614,1.00000,1.00000
2001,66 and older,Brandenburg,Seldom,0.49305,57,20614,0.49135,0.49475
2001,66 and older,Brandenburg,Never,0.50695,51,20614,0.50525,0.50865
2001,66 and older,Saxony,At least once per week,0.16574,43,20614,0.16495,0.16654
2001,66 and older,Saxony,At least once per month,0.21250,61,20614,0.21163,0.21337
2001,66 and older,Saxony,Seldom,0.33835,92,20614,0.33735,0.33936
2001,66 and older,Saxony,Never,0.28340,65,20614,0.28244,0.28436
2001,66 and older,Saxony-Anhalt,At least once per month,0.21232,31,20614,0.21110,0.21355
2001,66 and older,Saxony-Anhalt,Seldom,0.42775,57,20614,0.42627,0.42924
2001,66 and older,Saxony-Anhalt,Never,0.35992,39,20614,0.35849,0.36136
2001,66 and older,Thuringa,Seldom,0.62091,65,20614,0.61921,0.62262
2001,66 and older,Thuringa,Never,0.37909,39,20614,0.37738,0.38079
2005,17-29 y.,Schleswig-Holstein,At least once per month,0.51481,47,19247,0.51310,0.51652
2005,17-29 y.,Schleswig-Holstein,Seldom,0.48519,44,19247,0.48348,0.48690
2005,17-29 y.,Lower Saxony,At least once per week,0.16487,51,19247,0.16417,0.16556
2005,17-29 y.,Lower Saxony,At least once per month,0.41219,122,19247,0.41126,0.41311
2005,17-29 y.,Lower Saxony,Seldom,0.42295,133,19247,0.42202,0.42387
2005,17-29 y.,North Rhine-Westphalia,At least once per week,0.15432,123,19247,0.15386,0.15479
2005,17-29 y.,North Rhine-Westphalia,At least once per month,0.37489,285,19247,0.37427,0.37551
2005,17-29 y.,North Rhine-Westphalia,Seldom,0.40822,276,19247,0.40759,0.40885
2005,17-29 y.,North Rhine-Westphalia,Never,0.06256,39,19247,0.06225,0.06287
2005,17-29 y.,Hesse,At least once per week,0.13193,36,19247,0.13120,0.13266
2005,17-29 y.,Hesse,At least once per month,0.48328,102,19247,0.48220,0.48435
2005,17-29 y.,Hesse,Seldom,0.38480,85,19247,0.38375,0.38584
2005,17-29 y.,"Rhineland-Palatinate, Saarland",At least once per month,0.58534,82,19247,0.58410,0.58658
2005,17-29 y.,"Rhineland-Palatinate, Saarland",Seldom,0.41466,79,19247,0.41342,0.41590
2005,17-29 y.,Baden-Wuerttemberg,At least once per week,0.11362,69,19247,0.11314,0.11410
2005,17-29 y.,Baden-Wuerttemberg,At least once per month,0.45347,200,19247,0.45272,0.45423
2005,17-29 y.,Baden-Wuerttemberg,Seldom,0.37001,197,19247,0.36928,0.37074
2005,17-29 y.,Baden-Wuerttemberg,Never,0.06290,34,19247,0.06253,0.06327
2005,17-29 y.,Bavaria,At least once per week,0.17007,79,19247,0.16951,0.17063
2005,17-29 y.,Bavaria,At least once per month,0.39090,199,19247,0.39017,0.39163
2005,17-29 y.,Bavaria,Seldom,0.43903,219,19247,0.43829,0.43977
2005,17-29 y.,Berlin,At least once per month,0.57163,66,19247,0.57026,0.57300
2005,17-29 y.,Berlin,Seldom,0.42837,67,19247,0.42700,0.42974
2005,17-29 y.,Brandenburg,At least once per month,0.47963,61,19247,0.47795,0.48132
2005,17-29 y.,Brandenburg,Seldom,0.52037,69,19247,0.51868,0.52205
2005,17-29 y.,Mecklenburg-Western Pomerania,At least once per month,0.60337,41,19247,0.60131,0.60542
2005,17-29 y.,Mecklenburg-Western Pomerania,Seldom,0.39663,39,19247,0.39458,0.39869
2005,17-29 y.,Saxony,At least once per week,0.20672,47,19247,0.20581,0.20763
2005,17-29 y.,Saxony,At least once per month,0.46877,132,19247,0.46765,0.46990
2005,17-29 y.,Saxony,Seldom,0.32451,118,19247,0.32345,0.32556
2005,17-29 y.,Saxony-Anhalt,At least once per month,0.52147,84,19247,0.51969,0.52324
2005,17-29 y.,Saxony-Anhalt,Seldom,0.47853,68,19247,0.47676,0.48031
2005,17-29 y.,Thuringa,At least once per week,0.23643,36,19247,0.23507,0.23779
2005,17-29 y.,Thuringa,At least once per month,0.31018,65,19247,0.30871,0.31166
2005,17-29 y.,Thuringa,Seldom,0.45339,79,19247,0.45180,0.45498
2005,30-45 y.,Schleswig-Holstein,At least once per month,0.47997,63,19247,0.47872,0.48123
2005,30-45 y.,Schleswig-Holstein,Seldom,0.52003,75,19247,0.51877,0.52128
2005,30-45 y.,Lower Saxony,At least once per week,0.07485,48,19247,0.07448,0.07522
2005,30-45 y.,Lower Saxony,At least once per month,0.40122,210,19247,0.40053,0.40191
2005,30-45 y.,Lower Saxony,Seldom,0.45761,243,19247,0.45691,0.45831
2005,30-45 y.,Lower Saxony,Never,0.06631,37,19247,0.06596,0.06666
2005,30-45 y.,North Rhine-Westphalia,At least once per week,0.11466,161,19247,0.11436,0.11496
2005,30-45 y.,North Rhine-Westphalia,At least once per month,0.37372,487,19247,0.37326,0.37417
2005,30-45 y.,North Rhine-Westphalia,Seldom,0.45650,601,19247,0.45604,0.45697
2005,30-45 y.,North Rhine-Westphalia,Never,0.05512,70,19247,0.05491,0.05534
2005,30-45 y.,Hesse,At least once per week,0.13275,54,19247,0.13222,0.13327
2005,30-45 y.,Hesse,At least once per month,0.34284,154,19247,0.34211,0.34357
2005,30-45 y.,Hesse,Seldom,0.52442,207,19247,0.52365,0.52518
2005,30-45 y.,"Rhineland-Palatinate, Saarland",At least once per week,0.10572,31,19247,0.10515,0.10628
2005,30-45 y.,"Rhineland-Palatinate, Saarland",At least once per month,0.36204,141,19247,0.36116,0.36292
2005,30-45 y.,"Rhineland-Palatinate, Saarland",Seldom,0.53225,185,19247,0.53133,0.53316
2005,30-45 y.,Baden-Wuerttemberg,At least once per week,0.11661,96,19247,0.11624,0.11699
2005,30-45 y.,Baden-Wuerttemberg,At least once per month,0.35212,288,19247,0.35156,0.35268
2005,30-45 y.,Baden-Wuerttemberg,Seldom,0.46896,379,19247,0.46837,0.46954
2005,30-45 y.,Baden-Wuerttemberg,Never,0.06231,48,19247,0.06202,0.06259
2005,30-45 y.,Bavaria,At least once per week,0.10295,76,19247,0.10260,0.10330
2005,30-45 y.,Bavaria,At least once per month,0.35578,321,19247,0.35523,0.35633
2005,30-45 y.,Bavaria,Seldom,0.47419,443,19247,0.47362,0.47476
2005,30-45 y.,Bavaria,Never,0.06708,64,19247,0.06679,0.06736
2005,30-45 y.,Berlin,At least once per week,0.17375,31,19247,0.17298,0.17453
2005,30-45 y.,Berlin,At least once per month,0.35237,69,19247,0.35139,0.35334
2005,30-45 y.,Berlin,Seldom,0.47388,109,19247,0.47286,0.47490
2005,30-45 y.,Brandenburg,At least once per month,0.47803,84,19247,0.47662,0.47943
2005,30-45 y.,Brandenburg,Seldom,0.52197,100,19247,0.52057,0.52338
2005,30-45 y.,Mecklenburg-Western Pomerania,At least once per month,0.45964,48,19247,0.45781,0.46147
2005,30-45 y.,Mecklenburg-Western Pomerania,Seldom,0.54036,57,19247,0.53853,0.54219
2005,30-45 y.,Saxony,At least once per week,0.10476,37,19247,0.10415,0.10537
2005,30-45 y.,Saxony,At least once per month,0.36494,147,19247,0.36398,0.36590
2005,30-45 y.,Saxony,Seldom,0.53029,213,19247,0.52930,0.53129
2005,30-45 y.,Saxony-Anhalt,At least once per month,0.45343,78,19247,0.45189,0.45496
2005,30-45 y.,Saxony-Anhalt,Seldom,0.54657,105,19247,0.54504,0.54811
2005,30-45 y.,Thuringa,At least once per month,0.44829,95,19247,0.44681,0.44976
2005,30-45 y.,Thuringa,Seldom,0.55171,113,19247,0.55024,0.55319
2005,46-65 y.,Schleswig-Holstein,At least once per month,0.41609,87,19247,0.41504,0.41713
2005,46-65 y.,Schleswig-Holstein,Seldom,0.58391,127,19247,0.58287,0.58496
2005,46-65 y.,Hamburg,At least once per month,0.50325,38,19247,0.50161,0.50489
2005,46-65 y.,Hamburg,Seldom,0.49675,51,19247,0.49511,0.49839
2005,46-65 y.,Lower Saxony,At least once per week,0.09521,48,19247,0.09478,0.09563
2005,46-65 y.,Lower Saxony,At least once per month,0.26206,140,19247,0.26143,0.26270
2005,46-65 y.,Lower Saxony,Seldom,0.51468,313,19247,0.51395,0.51540
2005,46-65 y.,Lower Saxony,Never,0.12805,51,19247,0.12757,0.12854
2005,46-65 y.,Bremen,Seldom,1.00000,32,19247,1.00000,1.00000
2005,46-65 y.,North Rhine-Westphalia,At least once per week,0.09977,148,19247,0.09950,0.10005
2005,46-65 y.,North Rhine-Westphalia,At least once per month,0.27689,413,19247,0.27648,0.27730
2005,46-65 y.,North Rhine-Westphalia,Seldom,0.52258,784,19247,0.52213,0.52304
2005,46-65 y.,North Rhine-Westphalia,Never,0.10075,140,19247,0.10048,0.10103
2005,46-65 y.,Hesse,At least once per week,0.08981,43,19247,0.08937,0.09025
2005,46-65 y.,Hesse,At least once per month,0.28810,134,19247,0.28740,0.28880
2005,46-65 y.,Hesse,Seldom,0.52200,261,19247,0.52123,0.52277
2005,46-65 y.,Hesse,Never,0.10009,37,19247,0.09962,0.10055
2005,46-65 y.,"Rhineland-Palatinate, Saarland",At least once per week,0.11800,46,19247,0.11743,0.11858
2005,46-65 y.,"Rhineland-Palatinate, Saarland",At least once per month,0.33516,109,19247,0.33432,0.33600
2005,46-65 y.,"Rhineland-Palatinate, Saarland",Seldom,0.45954,188,19247,0.45865,0.46042
2005,46-65 y.,"Rhineland-Palatinate, Saarland",Never,0.08730,38,19247,0.08680,0.08781
2005,46-65 y.,Baden-Wuerttemberg,At least once per week,0.13757,109,19247,0.13715,0.13799
2005,46-65 y.,Baden-Wuerttemberg,At least once per month,0.25336,232,19247,0.25283,0.25388
2005,46-65 y.,Baden-Wuerttemberg,Seldom,0.50978,373,19247,0.50918,0.51039
2005,46-65 y.,Baden-Wuerttemberg,Never,0.09929,87,19247,0.09893,0.09965
2005,46-65 y.,Bavaria,At least once per week,0.11923,106,19247,0.11887,0.11959
2005,46-65 y.,Bavaria,At least once per month,0.27573,242,19247,0.27524,0.27622
2005,46-65 y.,Bavaria,Seldom,0.48485,494,19247,0.48430,0.48540
2005,46-65 y.,Bavaria,Never,0.12019,121,19247,0.11983,0.12055
2005,46-65 y.,Berlin,At least once per week,0.14807,31,19247,0.14730,0.14884
2005,46-65 y.,Berlin,At least once per month,0.28182,60,19247,0.28084,0.28279
2005,46-65 y.,Berlin,Seldom,0.57012,139,19247,0.56904,0.57119
2005,46-65 y.,Brandenburg,At least once per month,0.40706,107,19247,0.40583,0.40830
2005,46-65 y.,Brandenburg,Seldom,0.59294,171,19247,0.59170,0.59417
2005,46-65 y.,Mecklenburg-Western Pomerania,At least once per month,0.35820,56,19247,0.35667,0.35972
2005,46-65 y.,Mecklenburg-Western Pomerania,Seldom,0.64180,97,19247,0.64028,0.64333
2005,46-65 y.,Saxony,At least once per week,0.17787,71,19247,0.17717,0.17857
2005,46-65 y.,Saxony,At least once per month,0.28309,155,19247,0.28226,0.28391
2005,46-65 y.,Saxony,Seldom,0.53904,269,19247,0.53813,0.53996
2005,46-65 y.,Saxony-Anhalt,At least once per week,0.13055,34,19247,0.12976,0.13135
2005,46-65 y.,Saxony-Anhalt,At least once per month,0.32628,98,19247,0.32518,0.32739
2005,46-65 y.,Saxony-Anhalt,Seldom,0.54316,183,19247,0.54199,0.54433
2005,46-65 y.,Thuringa,At least once per month,0.26016,78,19247,0.25889,0.26142
2005,46-65 y.,Thuringa,Seldom,0.73984,169,19247,0.73858,0.74111
2005,66 and older,Schleswig-Holstein,Seldom,1.00000,48,19247,1.00000,1.00000
2005,66 and older,Lower Saxony,At least once per month,0.24275,85,19247,0.24207,0.24344
2005,66 and older,Lower Saxony,Seldom,0.42493,140,19247,0.42414,0.42572
2005,66 and older,Lower Saxony,Never,0.33232,107,19247,0.33157,0.33307
2005,66 and older,North Rhine-Westphalia,At least once per week,0.09665,77,19247,0.09632,0.09697
2005,66 and older,North Rhine-Westphalia,At least once per month,0.18843,168,19247,0.18800,0.18886
2005,66 and older,North Rhine-Westphalia,Seldom,0.38607,322,19247,0.38554,0.38661
2005,66 and older,North Rhine-Westphalia,Never,0.32885,239,19247,0.32833,0.32936
2005,66 and older,Hesse,At least once per week,0.16297,34,19247,0.16223,0.16371
2005,66 and older,Hesse,At least once per month,0.14632,43,19247,0.14562,0.14703
2005,66 and older,Hesse,Seldom,0.34441,81,19247,0.34346,0.34537
2005,66 and older,Hesse,Never,0.34629,63,19247,0.34534,0.34725
2005,66 and older,"Rhineland-Palatinate, Saarland",At least once per month,0.17603,48,19247,0.17525,0.17681
2005,66 and older,"Rhineland-Palatinate, Saarland",Seldom,0.32959,87,19247,0.32863,0.33056
2005,66 and older,"Rhineland-Palatinate, Saarland",Never,0.49438,108,19247,0.49335,0.49540
2005,66 and older,Baden-Wuerttemberg,At least once per week,0.18518,86,19247,0.18460,0.18577
2005,66 and older,Baden-Wuerttemberg,At least once per month,0.18451,78,19247,0.18393,0.18510
2005,66 and older,Baden-Wuerttemberg,Seldom,0.32088,121,19247,0.32018,0.32159
2005,66 and older,Baden-Wuerttemberg,Never,0.30942,103,19247,0.30872,0.31012
2005,66 and older,Bavaria,At least once per week,0.12743,59,19247,0.12699,0.12788
2005,66 and older,Bavaria,At least once per month,0.21182,99,19247,0.21127,0.21237
2005,66 and older,Bavaria,Seldom,0.35396,187,19247,0.35331,0.35460
2005,66 and older,Bavaria,Never,0.30679,142,19247,0.30617,0.30741
2005,66 and older,Berlin,Seldom,1.00000,43,19247,1.00000,1.00000
2005,66 and older,Brandenburg,At least once per month,0.27090,45,19247,0.26959,0.27221
2005,66 and older,Brandenburg,Seldom,0.41892,67,19247,0.41747,0.42037
2005,66 and older,Brandenburg,Never,0.31018,43,19247,0.30881,0.31154
2005,66 and older,Mecklenburg-Western Pomerania,Seldom,1.00000,44,19247,1.00000,1.00000
2005,66 and older,Saxony,At least once per month,0.21285,61,19247,0.21196,0.21375
2005,66 and older,Saxony,Seldom,0.48796,124,19247,0.48686,0.48905
2005,66 and older,Saxony,Never,0.29919,66,19247,0.29819,0.30019
2005,66 and older,Saxony-Anhalt,Seldom,0.57274,78,19247,0.57120,0.57428
2005,66 and older,Saxony-Anhalt,Never,0.42726,46,19247,0.42572,0.42880
2005,66 and older,Thuringa,At least once per month,0.26164,37,19247,0.26025,0.26303
2005,66 and older,Thuringa,Seldom,0.46620,80,19247,0.46462,0.46778
2005,66 and older,Thuringa,Never,0.27216,37,19247,0.27075,0.27357
2007,17-29 y.,Schleswig-Holstein,At least once per month,0.57323,41,19124,0.57157,0.57489
2007,17-29 y.,Schleswig-Holstein,Seldom,0.42677,45,19124,0.42511,0.42843
2007,17-29 y.,Hamburg,Seldom,1.00000,34,19124,1.00000,1.00000
2007,17-29 y.,Lower Saxony,At least once per week,0.19022,56,19124,0.18944,0.19100
2007,17-29 y.,Lower Saxony,At least once per month,0.38379,113,19124,0.38282,0.38476
2007,17-29 y.,Lower Saxony,Seldom,0.42599,111,19124,0.42501,0.42698
2007,17-29 y.,North Rhine-Westphalia,At least once per week,0.17230,116,19124,0.17180,0.17279
2007,17-29 y.,North Rhine-Westphalia,At least once per month,0.35655,230,19124,0.35592,0.35718
2007,17-29 y.,North Rhine-Westphalia,Seldom,0.39837,243,19124,0.39772,0.39901
2007,17-29 y.,North Rhine-Westphalia,Never,0.07279,41,19124,0.07245,0.07313
2007,17-29 y.,Hesse,At least once per week,0.18770,43,19124,0.18683,0.18858
2007,17-29 y.,Hesse,At least once per month,0.50952,94,19124,0.50840,0.51064
2007,17-29 y.,Hesse,Seldom,0.30277,62,19124,0.30175,0.30380
2007,17-29 y.,"Rhineland-Palatinate, Saarland",At least once per month,0.53570,77,19124,0.53443,0.53696
2007,17-29 y.,"Rhineland-Palatinate, Saarland",Seldom,0.46430,69,19124,0.46304,0.46557
2007,17-29 y.,Baden-Wuerttemberg,At least once per week,0.19567,83,19124,0.19505,0.19628
2007,17-29 y.,Baden-Wuerttemberg,At least once per month,0.43941,188,19124,0.43864,0.44018
2007,17-29 y.,Baden-Wuerttemberg,Seldom,0.29866,156,19124,0.29795,0.29937
2007,17-29 y.,Baden-Wuerttemberg,Never,0.06626,31,19124,0.06588,0.06665
2007,17-29 y.,Bavaria,At least once per week,0.16958,73,19124,0.16901,0.17016
2007,17-29 y.,Bavaria,At least once per month,0.38861,193,19124,0.38786,0.38936
2007,17-29 y.,Bavaria,Seldom,0.35909,169,19124,0.35835,0.35982
2007,17-29 y.,Bavaria,Never,0.08272,34,19124,0.08230,0.08314
2007,17-29 y.,Berlin,At least once per month,0.56299,68,19124,0.56155,0.56442
2007,17-29 y.,Berlin,Seldom,0.43701,50,19124,0.43558,0.43845
2007,17-29 y.,Brandenburg,At least once per month,0.60292,68,19124,0.60116,0.60468
2007,17-29 y.,Brandenburg,Seldom,0.39708,45,19124,0.39532,0.39884
2007,17-29 y.,Mecklenburg-Western Pomerania,At least once per month,1.00000,35,19124,1.00000,1.00000
2007,17-29 y.,Saxony,At least once per week,0.17898,48,19124,0.17811,0.17985
2007,17-29 y.,Saxony,At least once per month,0.46231,116,19124,0.46118,0.46344
2007,17-29 y.,Saxony,Seldom,0.35871,90,19124,0.35762,0.35979
2007,17-29 y.,Saxony-Anhalt,At least once per month,0.45498,66,19124,0.45311,0.45684
2007,17-29 y.,Saxony-Anhalt,Seldom,0.54502,59,19124,0.54316,0.54689
2007,17-29 y.,Thuringa,At least once per month,0.55502,68,19124,0.55313,0.55691
2007,17-29 y.,Thuringa,Seldom,0.44498,58,19124,0.44309,0.44687
2007,30-45 y.,Schleswig-Holstein,At least once per month,0.44143,54,19124,0.44014,0.44273
2007,30-45 y.,Schleswig-Holstein,Seldom,0.55857,73,19124,0.55727,0.55986
2007,30-45 y.,Hamburg,Seldom,1.00000,32,19124,1.00000,1.00000
2007,30-45 y.,Lower Saxony,At least once per week,0.13227,66,19124,0.13178,0.13277
2007,30-45 y.,Lower Saxony,At least once per month,0.36881,194,19124,0.36810,0.36951
2007,30-45 y.,Lower Saxony,Seldom,0.49892,240,19124,0.49819,0.49965
2007,30-45 y.,North Rhine-Westphalia,At least once per week,0.10278,157,19124,0.10249,0.10306
2007,30-45 y.,North Rhine-Westphalia,At least once per month,0.39565,462,19124,0.39519,0.39610
2007,30-45 y.,North Rhine-Westphalia,Seldom,0.44838,548,19124,0.44792,0.44885
2007,30-45 y.,North Rhine-Westphalia,Never,0.05319,64,19124,0.05298,0.05340
2007,30-45 y.,Hesse,At least once per week,0.13144,61,19124,0.13091,0.13197
2007,30-45 y.,Hesse,At least once per month,0.40465,162,19124,0.40389,0.40541
2007,30-45 y.,Hesse,Seldom,0.46391,182,19124,0.46313,0.46469
2007,30-45 y.,"Rhineland-Palatinate, Saarland",At least once per week,0.12437,33,19124,0.12373,0.12502
