year,bula_h,quintil_oecd_hh,pet_dog,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2016,North Rhine-Westphalia,5th Quintile,Yes,0.15298,86,582,0.12371,0.18225
2016,North Rhine-Westphalia,5th Quintile,No,0.84702,496,582,0.81775,0.87629
2016,Hesse,1st Quintile,No,0.86207,166,166,0.80945,0.91468
2016,Hesse,2nd Quintile,No,0.90495,167,167,0.86033,0.94956
2016,Hesse,3rd Quintile,Yes,0.22334,31,166,0.15979,0.28689
2016,Hesse,3rd Quintile,No,0.77666,135,166,0.71311,0.84021
2016,Hesse,4th Quintile,No,0.84231,146,146,0.78298,0.90163
2016,Hesse,5th Quintile,Yes,0.13823,39,253,0.09561,0.18084
2016,Hesse,5th Quintile,No,0.86177,214,253,0.81916,0.90439
2016,"Rhineland-Palatinate, Saarland",1st Quintile,Yes,0.11201,33,194,0.06752,0.15651
2016,"Rhineland-Palatinate, Saarland",1st Quintile,No,0.88799,161,194,0.84349,0.93248
2016,"Rhineland-Palatinate, Saarland",2nd Quintile,No,0.88829,165,165,0.84008,0.93650
2016,"Rhineland-Palatinate, Saarland",3rd Quintile,No,0.84702,130,130,0.78490,0.90914
2016,"Rhineland-Palatinate, Saarland",4th Quintile,No,0.82880,124,124,0.76223,0.89537
2016,"Rhineland-Palatinate, Saarland",5th Quintile,No,0.89007,134,134,0.83690,0.94323
2016,Baden-Wuerttemberg,1st Quintile,No,0.93912,201,201,0.90598,0.97226
2016,Baden-Wuerttemberg,2nd Quintile,Yes,0.12153,40,300,0.08450,0.15857
2016,Baden-Wuerttemberg,2nd Quintile,No,0.87847,260,300,0.84143,0.91550
2016,Baden-Wuerttemberg,3rd Quintile,Yes,0.09153,40,331,0.06042,0.12265
2016,Baden-Wuerttemberg,3rd Quintile,No,0.90847,291,331,0.87735,0.93958
2016,Baden-Wuerttemberg,4th Quintile,Yes,0.09634,32,356,0.06564,0.12703
2016,Baden-Wuerttemberg,4th Quintile,No,0.90366,324,356,0.87297,0.93436
2016,Baden-Wuerttemberg,5th Quintile,Yes,0.11515,48,414,0.08436,0.14593
2016,Baden-Wuerttemberg,5th Quintile,No,0.88485,366,414,0.85407,0.91564
2016,Bavaria,1st Quintile,Yes,0.07303,36,368,0.04641,0.09966
2016,Bavaria,1st Quintile,No,0.92697,332,368,0.90034,0.95359
2016,Bavaria,2nd Quintile,Yes,0.12862,60,496,0.09913,0.15811
2016,Bavaria,2nd Quintile,No,0.87138,436,496,0.84189,0.90087
2016,Bavaria,3rd Quintile,Yes,0.11571,56,447,0.08602,0.14539
2016,Bavaria,3rd Quintile,No,0.88429,391,447,0.85461,0.91398
2016,Bavaria,4th Quintile,Yes,0.09501,54,467,0.06838,0.12163
2016,Bavaria,4th Quintile,No,0.90499,413,467,0.87837,0.93162
2016,Bavaria,5th Quintile,Yes,0.08618,55,522,0.06209,0.11028
2016,Bavaria,5th Quintile,No,0.91382,467,522,0.88972,0.93791
2016,Berlin,1st Quintile,No,0.93199,135,135,0.88936,0.97462
2016,Berlin,2nd Quintile,No,0.99265,111,111,0.97669,1.00861
2016,Berlin,3rd Quintile,No,0.91623,107,107,0.86349,0.96897
2016,Berlin,4th Quintile,No,0.94960,116,116,0.90962,0.98958
2016,Berlin,5th Quintile,No,0.93374,100,100,0.88474,0.98274
2016,Brandenburg,1st Quintile,Yes,0.22088,34,135,0.15064,0.29112
2016,Brandenburg,1st Quintile,No,0.77912,101,135,0.70888,0.84936
2016,Brandenburg,2nd Quintile,No,0.85182,120,120,0.78798,0.91565
2016,Brandenburg,3rd Quintile,No,0.85066,105,105,0.78216,0.91917
2016,Brandenburg,4th Quintile,No,0.90066,66,66,0.82794,0.97338
2016,Brandenburg,5th Quintile,No,0.89923,58,58,0.82108,0.97738
2016,Mecklenburg-Western Pomerania,1st Quintile,No,0.79166,79,79,0.70154,0.88179
2016,Mecklenburg-Western Pomerania,2nd Quintile,No,0.89821,69,69,0.82635,0.97008
2016,Mecklenburg-Western Pomerania,3rd Quintile,No,0.88155,61,61,0.79978,0.96331
2016,Mecklenburg-Western Pomerania,4th Quintile,No,0.83828,34,34,0.71266,0.96391
2016,Saxony,1st Quintile,No,0.94059,193,193,0.90715,0.97403
2016,Saxony,2nd Quintile,No,0.89814,205,205,0.85664,0.93965
2016,Saxony,3rd Quintile,No,0.88717,186,186,0.84158,0.93276
2016,Saxony,4th Quintile,No,0.93068,116,116,0.88426,0.97711
2016,Saxony,5th Quintile,No,0.92826,76,76,0.86985,0.98666
2016,Saxony-Anhalt,1st Quintile,Yes,0.14596,33,161,0.09125,0.20066
2016,Saxony-Anhalt,1st Quintile,No,0.85404,128,161,0.79934,0.90875
2016,Saxony-Anhalt,2nd Quintile,Yes,0.29344,35,134,0.21605,0.37082
2016,Saxony-Anhalt,2nd Quintile,No,0.70656,99,134,0.62918,0.78395
2016,Saxony-Anhalt,3rd Quintile,No,0.85562,84,84,0.78000,0.93123
2016,Saxony-Anhalt,4th Quintile,No,0.70536,58,58,0.58701,0.82371
2016,Saxony-Anhalt,5th Quintile,No,0.77312,40,40,0.64168,0.90457
2016,Thuringa,1st Quintile,No,0.81443,118,118,0.74399,0.88487
2016,Thuringa,2nd Quintile,No,0.88787,123,123,0.83187,0.94386
2016,Thuringa,3rd Quintile,No,0.87380,97,97,0.80737,0.94023
2016,Thuringa,4th Quintile,No,0.83780,78,78,0.75546,0.92014
2016,Thuringa,5th Quintile,No,0.90768,47,47,0.82403,0.99134
2021,Schleswig-Holstein,1st Quintile,No,0.75012,62,62,0.64147,0.85877
2021,Schleswig-Holstein,2nd Quintile,No,0.87846,66,66,0.79903,0.95790
2021,Schleswig-Holstein,3rd Quintile,No,0.90677,61,61,0.83319,0.98034
2021,Schleswig-Holstein,4th Quintile,No,0.93587,76,76,0.88043,0.99132
2021,Schleswig-Holstein,5th Quintile,No,0.84726,83,83,0.76940,0.92513
2021,Hamburg,1st Quintile,No,0.88896,46,46,0.79716,0.98075
2021,Hamburg,2nd Quintile,No,0.98793,48,48,0.95670,1.01915
2021,Hamburg,4th Quintile,No,0.87149,40,40,0.76646,0.97653
2021,Hamburg,5th Quintile,No,0.98849,71,71,0.96350,1.01348
2021,Lower Saxony,1st Quintile,Yes,0.12881,34,194,0.08154,0.17607
2021,Lower Saxony,1st Quintile,No,0.87119,160,194,0.82393,0.91846
2021,Lower Saxony,2nd Quintile,Yes,0.10033,35,215,0.06007,0.14058
2021,Lower Saxony,2nd Quintile,No,0.89967,180,215,0.85942,0.93993
2021,Lower Saxony,3rd Quintile,Yes,0.16207,38,197,0.11048,0.21367
2021,Lower Saxony,3rd Quintile,No,0.83793,159,197,0.78633,0.88952
2021,Lower Saxony,4th Quintile,Yes,0.12566,42,203,0.07995,0.17138
2021,Lower Saxony,4th Quintile,No,0.87434,161,203,0.82862,0.92005
2021,Lower Saxony,5th Quintile,Yes,0.24420,53,253,0.19116,0.29725
2021,Lower Saxony,5th Quintile,No,0.75580,200,253,0.70275,0.80884
2021,North Rhine-Westphalia,1st Quintile,Yes,0.11173,51,454,0.08272,0.14074
2021,North Rhine-Westphalia,1st Quintile,No,0.88827,403,454,0.85926,0.91728
2021,North Rhine-Westphalia,2nd Quintile,Yes,0.14595,73,450,0.11329,0.17861
2021,North Rhine-Westphalia,2nd Quintile,No,0.85405,377,450,0.82139,0.88671
2021,North Rhine-Westphalia,3rd Quintile,Yes,0.13776,69,393,0.10364,0.17188
2021,North Rhine-Westphalia,3rd Quintile,No,0.86224,324,393,0.82812,0.89636
2021,North Rhine-Westphalia,4th Quintile,Yes,0.13297,62,415,0.10027,0.16568
2021,North Rhine-Westphalia,4th Quintile,No,0.86703,353,415,0.83432,0.89973
2021,North Rhine-Westphalia,5th Quintile,Yes,0.14330,113,570,0.11451,0.17208
2021,North Rhine-Westphalia,5th Quintile,No,0.85670,457,570,0.82792,0.88549
2021,Hesse,1st Quintile,No,0.79133,93,93,0.70829,0.87436
2021,Hesse,2nd Quintile,No,0.86558,85,85,0.79263,0.93852
2021,Hesse,3rd Quintile,No,0.91113,112,112,0.85819,0.96407
2021,Hesse,4th Quintile,No,0.79514,112,112,0.72006,0.87023
2021,Hesse,5th Quintile,Yes,0.13434,37,216,0.08876,0.17993
2021,Hesse,5th Quintile,No,0.86566,179,216,0.82007,0.91124
2021,"Rhineland-Palatinate, Saarland",1st Quintile,No,0.80093,85,85,0.71554,0.88632
2021,"Rhineland-Palatinate, Saarland",2nd Quintile,No,0.91724,94,94,0.86125,0.97324
2021,"Rhineland-Palatinate, Saarland",3rd Quintile,No,0.86233,81,81,0.78683,0.93784
2021,"Rhineland-Palatinate, Saarland",4th Quintile,No,0.85666,73,73,0.77572,0.93761
2021,"Rhineland-Palatinate, Saarland",5th Quintile,No,0.86900,99,99,0.80220,0.93580
2021,Baden-Wuerttemberg,1st Quintile,No,0.95859,158,158,0.92742,0.98975
2021,Baden-Wuerttemberg,2nd Quintile,No,0.94670,175,175,0.91332,0.98008
2021,Baden-Wuerttemberg,3rd Quintile,No,0.86273,196,196,0.81443,0.91103
2021,Baden-Wuerttemberg,4th Quintile,No,0.90054,229,229,0.86170,0.93939
2021,Baden-Wuerttemberg,5th Quintile,Yes,0.09634,44,380,0.06663,0.12604
2021,Baden-Wuerttemberg,5th Quintile,No,0.90366,336,380,0.87396,0.93337
2021,Bavaria,1st Quintile,No,0.93943,220,220,0.90784,0.97103
2021,Bavaria,2nd Quintile,Yes,0.09159,41,348,0.06124,0.12194
2021,Bavaria,2nd Quintile,No,0.90841,307,348,0.87806,0.93876
2021,Bavaria,3rd Quintile,Yes,0.11880,49,312,0.08284,0.15476
2021,Bavaria,3rd Quintile,No,0.88120,263,312,0.84524,0.91716
2021,Bavaria,4th Quintile,Yes,0.13908,52,376,0.10405,0.17410
2021,Bavaria,4th Quintile,No,0.86092,324,376,0.82590,0.89595
2021,Bavaria,5th Quintile,Yes,0.11757,60,467,0.08832,0.14681
2021,Bavaria,5th Quintile,No,0.88243,407,467,0.85319,0.91168
2021,Berlin,1st Quintile,No,0.98141,114,114,0.95650,1.00631
2021,Berlin,2nd Quintile,No,0.92434,75,75,0.86409,0.98460
2021,Berlin,3rd Quintile,No,0.96335,89,89,0.92409,1.00261
2021,Berlin,4th Quintile,No,0.85171,97,97,0.78062,0.92281
2021,Berlin,5th Quintile,No,0.95947,136,136,0.92620,0.99273
2021,Brandenburg,1st Quintile,No,0.83038,71,71,0.74246,0.91830
2021,Brandenburg,2nd Quintile,No,0.84847,76,76,0.76731,0.92962
2021,Brandenburg,3rd Quintile,No,0.89822,68,68,0.82582,0.97062
2021,Brandenburg,4th Quintile,No,0.91001,69,69,0.84200,0.97803
2021,Brandenburg,5th Quintile,No,0.84796,73,73,0.76502,0.93090
2021,Mecklenburg-Western Pomerania,1st Quintile,No,0.82570,57,57,0.72634,0.92506
2021,Mecklenburg-Western Pomerania,2nd Quintile,No,0.93431,56,56,0.86883,0.99978
2021,Mecklenburg-Western Pomerania,3rd Quintile,No,0.77666,33,33,0.63235,0.92096
2021,Mecklenburg-Western Pomerania,4th Quintile,No,0.77923,31,31,0.63081,0.92765
2021,Mecklenburg-Western Pomerania,5th Quintile,No,0.86778,37,37,0.75713,0.97843
2021,Saxony,1st Quintile,No,0.91076,136,136,0.86267,0.95885
2021,Saxony,2nd Quintile,No,0.93361,158,158,0.89466,0.97255
2021,Saxony,3rd Quintile,No,0.94751,153,153,0.91206,0.98296
2021,Saxony,4th Quintile,No,0.87397,99,99,0.80827,0.93968
2021,Saxony,5th Quintile,No,0.87793,106,106,0.81531,0.94055
2021,Saxony-Anhalt,1st Quintile,No,0.77793,76,76,0.68387,0.87200
2021,Saxony-Anhalt,2nd Quintile,No,0.82493,68,68,0.73393,0.91593
2021,Saxony-Anhalt,3rd Quintile,No,0.83387,60,60,0.73890,0.92885
2021,Saxony-Anhalt,4th Quintile,No,0.79512,50,50,0.68210,0.90813
2021,Saxony-Anhalt,5th Quintile,No,0.74424,40,40,0.60732,0.88117
2021,Thuringa,1st Quintile,No,0.89362,83,83,0.82689,0.96036
2021,Thuringa,2nd Quintile,No,0.90370,83,83,0.83984,0.96755
2021,Thuringa,3rd Quintile,No,0.87848,57,57,0.79291,0.96406
2021,Thuringa,4th Quintile,No,0.95820,59,59,0.90669,1.00970
2021,Thuringa,5th Quintile,No,0.71522,53,53,0.59255,0.83789
