,Unnamed: 0,year,bula_h,pgisced97,plh0185,proportion,n,N,proportion_lower_confidence,proportion_upper_confidence
1137,1137,2015,North Rhine-Westphalia,Lower Secondary Level,Often,0.08578,49,21407,0.06408,0.12227
1138,1138,2015,North Rhine-Westphalia,Upper Secondary Level,Very seldom,0.40179,940,21407,0.37818,0.42443
1139,1139,2015,North Rhine-Westphalia,Upper Secondary Level,Seldom,0.33509,753,21407,0.31047,0.35961
1140,1140,2015,North Rhine-Westphalia,Upper Secondary Level,Sometimes,0.1866,372,21407,0.16521,0.20458
1141,1141,2015,North Rhine-Westphalia,Upper Secondary Level,Often,0.06185,142,21407,0.05119,0.07155
1142,1142,2015,North Rhine-Westphalia,Upper Secondary Level,Very often,0.01467,41,21407,0.0103,0.01945
1143,1143,2015,North Rhine-Westphalia,Post-secondary Non-tertiary Level,Very seldom,0.44614,239,21407,0.38021,0.52703
1144,1144,2015,North Rhine-Westphalia,Post-secondary Non-tertiary Level,Seldom,0.40046,198,21407,0.33213,0.47561
1145,1145,2015,North Rhine-Westphalia,Post-secondary Non-tertiary Level,Sometimes,0.1534,83,21407,0.11707,0.19672
1146,1146,2015,North Rhine-Westphalia,First Stage of Tertiary Education,Very seldom,0.37715,103,21407,0.30914,0.45743
1147,1147,2015,North Rhine-Westphalia,First Stage of Tertiary Education,Seldom,0.37261,91,21407,0.28622,0.45935
1148,1148,2015,North Rhine-Westphalia,First Stage of Tertiary Education,Sometimes,0.25024,51,21407,0.18011,0.31425
1149,1149,2015,North Rhine-Westphalia,Second Stage of Tertiary Education,Very seldom,0.40574,470,21407,0.36257,0.44586
1150,1150,2015,North Rhine-Westphalia,Second Stage of Tertiary Education,Seldom,0.38954,379,21407,0.34618,0.43865
1151,1151,2015,North Rhine-Westphalia,Second Stage of Tertiary Education,Sometimes,0.14237,146,21407,0.11498,0.16686
1152,1152,2015,North Rhine-Westphalia,Second Stage of Tertiary Education,Often,0.06235,62,21407,0.0444,0.08735
1153,1153,2015,Hesse,Lower Secondary Level,Very seldom,0.35752,60,21407,0.27425,0.47018
1154,1154,2015,Hesse,Lower Secondary Level,Seldom,0.40485,62,21407,0.29423,0.51099
1155,1155,2015,Hesse,Lower Secondary Level,Sometimes,0.23763,39,21407,0.18608,0.30376
1156,1156,2015,Hesse,Upper Secondary Level,Very seldom,0.44436,291,21407,0.39848,0.49638
1157,1157,2015,Hesse,Upper Secondary Level,Seldom,0.33515,246,21407,0.29313,0.37982
1158,1158,2015,Hesse,Upper Secondary Level,Sometimes,0.18056,124,21407,0.14668,0.2187
1159,1159,2015,Hesse,Upper Secondary Level,Often,0.03993,40,21407,0.02759,0.0512
1160,1160,2015,Hesse,Post-secondary Non-tertiary Level,Very seldom,0.5726,67,21407,0.42391,0.72847
1161,1161,2015,Hesse,Post-secondary Non-tertiary Level,Seldom,0.4274,50,21407,0.27378,0.59607
1162,1162,2015,Hesse,First Stage of Tertiary Education,Very seldom,1.0,33,21407,0.66302,1.41906
1163,1163,2015,Hesse,Second Stage of Tertiary Education,Very seldom,0.49059,209,21407,0.42599,0.55984
1164,1164,2015,Hesse,Second Stage of Tertiary Education,Seldom,0.36338,173,21407,0.29769,0.42608
1165,1165,2015,Hesse,Second Stage of Tertiary Education,Sometimes,0.14603,71,21407,0.10613,0.20348
1166,1166,2015,"Rhineland-Palatinate, Saarland",Lower Secondary Level,Very seldom,0.45701,102,21407,0.36224,0.56197
1167,1167,2015,"Rhineland-Palatinate, Saarland",Lower Secondary Level,Seldom,0.37291,78,21407,0.28985,0.47666
1168,1168,2015,"Rhineland-Palatinate, Saarland",Lower Secondary Level,Sometimes,0.17008,44,21407,0.11853,0.22774
1169,1169,2015,"Rhineland-Palatinate, Saarland",Upper Secondary Level,Very seldom,0.43545,304,21407,0.39157,0.48047
1170,1170,2015,"Rhineland-Palatinate, Saarland",Upper Secondary Level,Seldom,0.32857,219,21407,0.27629,0.38049
1171,1171,2015,"Rhineland-Palatinate, Saarland",Upper Secondary Level,Sometimes,0.17928,118,21407,0.14627,0.215
1172,1172,2015,"Rhineland-Palatinate, Saarland",Upper Secondary Level,Often,0.0567,43,21407,0.04412,0.0749
1173,1173,2015,"Rhineland-Palatinate, Saarland",Post-secondary Non-tertiary Level,Very seldom,1.0,52,21407,0.58454,1.54378
1174,1174,2015,"Rhineland-Palatinate, Saarland",First Stage of Tertiary Education,Very seldom,0.57394,39,21407,0.42248,0.71752
1175,1175,2015,"Rhineland-Palatinate, Saarland",First Stage of Tertiary Education,Seldom,0.42606,33,21407,0.29723,0.58865
1176,1176,2015,"Rhineland-Palatinate, Saarland",Second Stage of Tertiary Education,Very seldom,0.45027,129,21407,0.36956,0.57227
1177,1177,2015,"Rhineland-Palatinate, Saarland",Second Stage of Tertiary Education,Seldom,0.38663,95,21407,0.3183,0.46618
1178,1178,2015,"Rhineland-Palatinate, Saarland",Second Stage of Tertiary Education,Sometimes,0.16309,35,21407,0.10687,0.21912
1179,1179,2015,Baden-Wuerttemberg,Lower Secondary Level,Very seldom,0.40773,131,21407,0.33614,0.48012
1180,1180,2015,Baden-Wuerttemberg,Lower Secondary Level,Seldom,0.33709,116,21407,0.27596,0.39836
1181,1181,2015,Baden-Wuerttemberg,Lower Secondary Level,Sometimes,0.25518,75,21407,0.20499,0.30944
1182,1182,2015,Baden-Wuerttemberg,Upper Secondary Level,Very seldom,0.42135,544,21407,0.38628,0.45677
1183,1183,2015,Baden-Wuerttemberg,Upper Secondary Level,Seldom,0.36028,478,21407,0.33061,0.39001
1184,1184,2015,Baden-Wuerttemberg,Upper Secondary Level,Sometimes,0.1627,193,21407,0.13855,0.19126
1185,1185,2015,Baden-Wuerttemberg,Upper Secondary Level,Often,0.05568,61,21407,0.04492,0.06844
1186,1186,2015,Baden-Wuerttemberg,Post-secondary Non-tertiary Level,Very seldom,0.43194,106,21407,0.34325,0.52489
1187,1187,2015,Baden-Wuerttemberg,Post-secondary Non-tertiary Level,Seldom,0.44018,76,21407,0.32572,0.57945
1188,1188,2015,Baden-Wuerttemberg,Post-secondary Non-tertiary Level,Sometimes,0.12788,33,21407,0.08544,0.18117
1189,1189,2015,Baden-Wuerttemberg,First Stage of Tertiary Education,Very seldom,0.49335,99,21407,0.38266,0.58033
1190,1190,2015,Baden-Wuerttemberg,First Stage of Tertiary Education,Seldom,0.50665,66,21407,0.40357,0.62493
1191,1191,2015,Baden-Wuerttemberg,Second Stage of Tertiary Education,Very seldom,0.50813,359,21407,0.43562,0.58385
1192,1192,2015,Baden-Wuerttemberg,Second Stage of Tertiary Education,Seldom,0.34331,259,21407,0.2922,0.39484
1193,1193,2015,Baden-Wuerttemberg,Second Stage of Tertiary Education,Sometimes,0.14856,112,21407,0.12338,0.18992
1194,1194,2015,Bavaria,Lower Secondary Level,Very seldom,0.42311,159,21407,0.36021,0.48861
1195,1195,2015,Bavaria,Lower Secondary Level,Seldom,0.29787,119,21407,0.23634,0.36715
1196,1196,2015,Bavaria,Lower Secondary Level,Sometimes,0.27902,91,21407,0.21959,0.3333
1197,1197,2015,Bavaria,Upper Secondary Level,Very seldom,0.37705,793,21407,0.34423,0.41153
1198,1198,2015,Bavaria,Upper Secondary Level,Seldom,0.33073,684,21407,0.30512,0.35664
1199,1199,2015,Bavaria,Upper Secondary Level,Sometimes,0.19531,351,21407,0.17723,0.21937
1200,1200,2015,Bavaria,Upper Secondary Level,Often,0.07967,146,21407,0.06594,0.0964
1201,1201,2015,Bavaria,Upper Secondary Level,Very often,0.01724,33,21407,0.01171,0.02175
1202,1202,2015,Bavaria,Post-secondary Non-tertiary Level,Very seldom,0.50221,121,21407,0.40176,0.64475
1203,1203,2015,Bavaria,Post-secondary Non-tertiary Level,Seldom,0.35303,99,21407,0.26137,0.44604
1204,1204,2015,Bavaria,Post-secondary Non-tertiary Level,Sometimes,0.14477,40,21407,0.10167,0.19851
1205,1205,2015,Bavaria,First Stage of Tertiary Education,Very seldom,0.34685,98,21407,0.26835,0.43976
1206,1206,2015,Bavaria,First Stage of Tertiary Education,Seldom,0.46976,103,21407,0.37894,0.5711
1207,1207,2015,Bavaria,First Stage of Tertiary Education,Sometimes,0.18339,45,21407,0.12301,0.25151
1208,1208,2015,Bavaria,Second Stage of Tertiary Education,Very seldom,0.50071,410,21407,0.44232,0.56353
1209,1209,2015,Bavaria,Second Stage of Tertiary Education,Seldom,0.30067,298,21407,0.25987,0.34071
1210,1210,2015,Bavaria,Second Stage of Tertiary Education,Sometimes,0.15221,127,21407,0.12474,0.19072
1211,1211,2015,Bavaria,Second Stage of Tertiary Education,Often,0.0464,46,21407,0.03161,0.06268
1212,1212,2015,Berlin,Upper Secondary Level,Very seldom,0.41252,138,21407,0.35656,0.4788
1213,1213,2015,Berlin,Upper Secondary Level,Seldom,0.4186,126,21407,0.34504,0.48442
1214,1214,2015,Berlin,Upper Secondary Level,Sometimes,0.16889,52,21407,0.13126,0.20319
1215,1215,2015,Berlin,Second Stage of Tertiary Education,Very seldom,0.51368,147,21407,0.41236,0.61857
1216,1216,2015,Berlin,Second Stage of Tertiary Education,Seldom,0.334,134,21407,0.26729,0.39298
1217,1217,2015,Berlin,Second Stage of Tertiary Education,Sometimes,0.15232,52,21407,0.10939,0.19829
1218,1218,2015,Brandenburg,Upper Secondary Level,Very seldom,0.40251,184,21407,0.33963,0.45457
1219,1219,2015,Brandenburg,Upper Secondary Level,Seldom,0.34993,166,21407,0.29682,0.4012
1220,1220,2015,Brandenburg,Upper Secondary Level,Sometimes,0.1901,85,21407,0.13691,0.24476
1221,1221,2015,Brandenburg,Upper Secondary Level,Often,0.05746,35,21407,0.04509,0.07183
1222,1222,2015,Brandenburg,Second Stage of Tertiary Education,Very seldom,0.41789,94,21407,0.33931,0.50823
1223,1223,2015,Brandenburg,Second Stage of Tertiary Education,Seldom,0.4331,101,21407,0.36307,0.52014
1224,1224,2015,Brandenburg,Second Stage of Tertiary Education,Sometimes,0.14901,39,21407,0.11101,0.19321
1225,1225,2015,Mecklenburg-Western Pomerania,Upper Secondary Level,Very seldom,0.43397,122,21407,0.36057,0.50739
1226,1226,2015,Mecklenburg-Western Pomerania,Upper Secondary Level,Seldom,0.39813,101,21407,0.32166,0.47783
1227,1227,2015,Mecklenburg-Western Pomerania,Upper Secondary Level,Sometimes,0.1679,39,21407,0.10068,0.23269
1228,1228,2015,Mecklenburg-Western Pomerania,Second Stage of Tertiary Education,Very seldom,0.44244,48,21407,0.32285,0.58614
1229,1229,2015,Mecklenburg-Western Pomerania,Second Stage of Tertiary Education,Seldom,0.55756,56,21407,0.42227,0.7269
1230,1230,2015,Saxony,Lower Secondary Level,Very seldom,1.0,34,21407,0.65098,1.35852
1231,1231,2015,Saxony,Upper Secondary Level,Very seldom,0.33744,265,21407,0.30116,0.37749
1232,1232,2015,Saxony,Upper Secondary Level,Seldom,0.37221,302,21407,0.32413,0.41936
1233,1233,2015,Saxony,Upper Secondary Level,Sometimes,0.19966,139,21407,0.16967,0.22834
1234,1234,2015,Saxony,Upper Secondary Level,Often,0.09069,50,21407,0.06221,0.12027
1235,1235,2015,Saxony,Post-secondary Non-tertiary Level,Very seldom,1.0,31,21407,0.67149,1.46689
1236,1236,2015,Saxony,First Stage of Tertiary Education,Very seldom,0.48485,43,21407,0.32876,0.65172
1237,1237,2015,Saxony,First Stage of Tertiary Education,Seldom,0.51515,48,21407,0.34496,0.70877
1238,1238,2015,Saxony,Second Stage of Tertiary Education,Very seldom,0.42835,168,21407,0.36272,0.50728
1239,1239,2015,Saxony,Second Stage of Tertiary Education,Seldom,0.40901,159,21407,0.33651,0.49301
1240,1240,2015,Saxony,Second Stage of Tertiary Education,Sometimes,0.16264,62,21407,0.13385,0.19659
1241,1241,2015,Saxony-Anhalt,Upper Secondary Level,Very seldom,0.4088,185,21407,0.34567,0.47756
1242,1242,2015,Saxony-Anhalt,Upper Secondary Level,Seldom,0.38833,175,21407,0.34794,0.43628
1243,1243,2015,Saxony-Anhalt,Upper Secondary Level,Sometimes,0.20287,76,21407,0.15524,0.26018
1244,1244,2015,Saxony-Anhalt,First Stage of Tertiary Education,Seldom,1.0,32,21407,0.50976,1.58136
1245,1245,2015,Saxony-Anhalt,Second Stage of Tertiary Education,Very seldom,0.3869,76,21407,0.31697,0.48271
1246,1246,2015,Saxony-Anhalt,Second Stage of Tertiary Education,Seldom,0.42478,86,21407,0.30855,0.5595
1247,1247,2015,Saxony-Anhalt,Second Stage of Tertiary Education,Sometimes,0.18832,36,21407,0.14644,0.24742
1248,1248,2015,Thuringa,Upper Secondary Level,Very seldom,0.46813,226,21407,0.40588,0.52534
1249,1249,2015,Thuringa,Upper Secondary Level,Seldom,0.3391,167,21407,0.28541,0.38953
1250,1250,2015,Thuringa,Upper Secondary Level,Sometimes,0.19276,93,21407,0.15514,0.23789
1251,1251,2015,Thuringa,Second Stage of Tertiary Education,Very seldom,0.37293,77,21407,0.27892,0.48418
1252,1252,2015,Thuringa,Second Stage of Tertiary Education,Seldom,0.40006,82,21407,0.30819,0.50042
1253,1253,2015,Thuringa,Second Stage of Tertiary Education,Sometimes,0.22701,40,21407,0.15994,0.31819
1254,1254,2016,Schleswig-Holstein,Lower Secondary Level,Very seldom,0.565,34,20709,0.39054,0.75021
1255,1255,2016,Schleswig-Holstein,Lower Secondary Level,Seldom,0.435,36,20709,0.32997,0.5645
1256,1256,2016,Schleswig-Holstein,Upper Secondary Level,Very seldom,0.39205,134,20709,0.33138,0.46836
1257,1257,2016,Schleswig-Holstein,Upper Secondary Level,Seldom,0.40524,144,20709,0.34076,0.47837
1258,1258,2016,Schleswig-Holstein,Upper Secondary Level,Sometimes,0.20271,72,20709,0.15671,0.24775
1259,1259,2016,Schleswig-Holstein,Second Stage of Tertiary Education,Very seldom,0.36504,52,20709,0.24701,0.47484
1260,1260,2016,Schleswig-Holstein,Second Stage of Tertiary Education,Seldom,0.42523,58,20709,0.28383,0.59432
1261,1261,2016,Schleswig-Holstein,Second Stage of Tertiary Education,Sometimes,0.20973,35,20709,0.14644,0.30584
1262,1262,2016,Hamburg,Upper Secondary Level,Very seldom,0.57205,63,20709,0.41901,0.71113
1263,1263,2016,Hamburg,Upper Secondary Level,Seldom,0.42795,51,20709,0.33193,0.53987
1264,1264,2016,Hamburg,Second Stage of Tertiary Education,Very seldom,0.56586,65,20709,0.42488,0.72394
1265,1265,2016,Hamburg,Second Stage of Tertiary Education,Seldom,0.43414,59,20709,0.32843,0.58214
1266,1266,2016,Lower Saxony,Lower Secondary Level,Very seldom,0.36434,105,20709,0.29278,0.44295
1267,1267,2016,Lower Saxony,Lower Secondary Level,Seldom,0.37144,99,20709,0.29125,0.44672
1268,1268,2016,Lower Saxony,Lower Secondary Level,Sometimes,0.26422,60,20709,0.17895,0.34068
1269,1269,2016,Lower Saxony,Upper Secondary Level,Very seldom,0.38193,412,20709,0.33726,0.42257
1270,1270,2016,Lower Saxony,Upper Secondary Level,Seldom,0.37856,391,20709,0.33048,0.42242
1271,1271,2016,Lower Saxony,Upper Secondary Level,Sometimes,0.17479,202,20709,0.14843,0.20314
1272,1272,2016,Lower Saxony,Upper Secondary Level,Often,0.06473,70,20709,0.05101,0.08134
1273,1273,2016,Lower Saxony,Post-secondary Non-tertiary Level,Very seldom,0.43945,78,20709,0.34382,0.57005
1274,1274,2016,Lower Saxony,Post-secondary Non-tertiary Level,Seldom,0.40066,70,20709,0.30537,0.5182
1275,1275,2016,Lower Saxony,Post-secondary Non-tertiary Level,Sometimes,0.15988,39,20709,0.11691,0.2099
1276,1276,2016,Lower Saxony,First Stage of Tertiary Education,Very seldom,0.50937,38,20709,0.33322,0.7535
1277,1277,2016,Lower Saxony,First Stage of Tertiary Education,Seldom,0.49063,41,20709,0.34106,0.62855
1278,1278,2016,Lower Saxony,Second Stage of Tertiary Education,Very seldom,0.48315,221,20709,0.40596,0.57685
1279,1279,2016,Lower Saxony,Second Stage of Tertiary Education,Seldom,0.38213,175,20709,0.31347,0.44752
1280,1280,2016,Lower Saxony,Second Stage of Tertiary Education,Sometimes,0.13472,74,20709,0.09296,0.17707
1281,1281,2016,North Rhine-Westphalia,Pre-primary Level,Very seldom,0.5515,31,20709,0.36969,0.75855
1282,1282,2016,North Rhine-Westphalia,Pre-primary Level,Seldom,0.4485,36,20709,0.28953,0.63308
1283,1283,2016,North Rhine-Westphalia,Primary Level,Very seldom,0.64971,61,20709,0.44574,0.88567
1284,1284,2016,North Rhine-Westphalia,Primary Level,Seldom,0.35029,38,20709,0.2528,0.46537
1285,1285,2016,North Rhine-Westphalia,Lower Secondary Level,Very seldom,0.39922,247,20709,0.33657,0.4587
1286,1286,2016,North Rhine-Westphalia,Lower Secondary Level,Seldom,0.31753,197,20709,0.26799,0.37617
1287,1287,2016,North Rhine-Westphalia,Lower Secondary Level,Sometimes,0.18961,119,20709,0.14558,0.23963
1288,1288,2016,North Rhine-Westphalia,Lower Secondary Level,Often,0.09363,47,20709,0.0635,0.12757
1289,1289,2016,North Rhine-Westphalia,Upper Secondary Level,Very seldom,0.37949,845,20709,0.34767,0.40236
1290,1290,2016,North Rhine-Westphalia,Upper Secondary Level,Seldom,0.34289,732,20709,0.31192,0.37158
1291,1291,2016,North Rhine-Westphalia,Upper Secondary Level,Sometimes,0.18583,385,20709,0.16789,0.20696
1292,1292,2016,North Rhine-Westphalia,Upper Secondary Level,Often,0.07368,147,20709,0.06081,0.08656
1293,1293,2016,North Rhine-Westphalia,Upper Secondary Level,Very often,0.01811,35,20709,0.01203,0.02423
1294,1294,2016,North Rhine-Westphalia,Post-secondary Non-tertiary Level,Very seldom,0.40347,222,20709,0.3265,0.48478
1295,1295,2016,North Rhine-Westphalia,Post-secondary Non-tertiary Level,Seldom,0.43311,220,20709,0.34829,0.50403
1296,1296,2016,North Rhine-Westphalia,Post-secondary Non-tertiary Level,Sometimes,0.10754,78,20709,0.07677,0.14137
1297,1297,2016,North Rhine-Westphalia,Post-secondary Non-tertiary Level,Often,0.05588,33,20709,0.03454,0.08295
1298,1298,2016,North Rhine-Westphalia,First Stage of Tertiary Education,Very seldom,0.34502,94,20709,0.28035,0.42931
1299,1299,2016,North Rhine-Westphalia,First Stage of Tertiary Education,Seldom,0.40098,92,20709,0.30459,0.50539
1300,1300,2016,North Rhine-Westphalia,First Stage of Tertiary Education,Sometimes,0.254,41,20709,0.17749,0.35605
1301,1301,2016,North Rhine-Westphalia,Second Stage of Tertiary Education,Very seldom,0.41574,451,20709,0.36918,0.46329
1302,1302,2016,North Rhine-Westphalia,Second Stage of Tertiary Education,Seldom,0.32258,357,20709,0.28527,0.36947
1303,1303,2016,North Rhine-Westphalia,Second Stage of Tertiary Education,Sometimes,0.20618,196,20709,0.17995,0.23816
1304,1304,2016,North Rhine-Westphalia,Second Stage of Tertiary Education,Often,0.05549,61,20709,0.04237,0.07033
1305,1305,2016,Hesse,Lower Secondary Level,Very seldom,0.36949,63,20709,0.2853,0.4525
1306,1306,2016,Hesse,Lower Secondary Level,Seldom,0.44843,54,20709,0.3178,0.59442
1307,1307,2016,Hesse,Lower Secondary Level,Sometimes,0.18208,35,20709,0.11947,0.27019
1308,1308,2016,Hesse,Upper Secondary Level,Very seldom,0.37927,247,20709,0.33111,0.43598
1309,1309,2016,Hesse,Upper Secondary Level,Seldom,0.38096,245,20709,0.32734,0.4321
1310,1310,2016,Hesse,Upper Secondary Level,Sometimes,0.17393,114,20709,0.13812,0.21308
1311,1311,2016,Hesse,Upper Secondary Level,Often,0.06584,40,20709,0.04091,0.08579
1312,1312,2016,Hesse,Post-secondary Non-tertiary Level,Very seldom,0.55273,57,20709,0.42108,0.70825
1313,1313,2016,Hesse,Post-secondary Non-tertiary Level,Seldom,0.44727,44,20709,0.29647,0.67641
1314,1314,2016,Hesse,First Stage of Tertiary Education,Seldom,1.0,34,20709,0.61595,1.45022
1315,1315,2016,Hesse,Second Stage of Tertiary Education,Very seldom,0.44729,184,20709,0.37907,0.51831
1316,1316,2016,Hesse,Second Stage of Tertiary Education,Seldom,0.38099,174,20709,0.31366,0.44787
1317,1317,2016,Hesse,Second Stage of Tertiary Education,Sometimes,0.17172,87,20709,0.13852,0.20246
1318,1318,2016,"Rhineland-Palatinate, Saarland",Lower Secondary Level,Very seldom,0.55571,113,20709,0.44787,0.67117
1319,1319,2016,"Rhineland-Palatinate, Saarland",Lower Secondary Level,Seldom,0.26464,70,20709,0.19653,0.32827
1320,1320,2016,"Rhineland-Palatinate, Saarland",Lower Secondary Level,Sometimes,0.17965,43,20709,0.12676,0.24129
1321,1321,2016,"Rhineland-Palatinate, Saarland",Upper Secondary Level,Very seldom,0.41227,294,20709,0.36719,0.45273
1322,1322,2016,"Rhineland-Palatinate, Saarland",Upper Secondary Level,Seldom,0.35538,223,20709,0.30413,0.41116
1323,1323,2016,"Rhineland-Palatinate, Saarland",Upper Secondary Level,Sometimes,0.18076,113,20709,0.14391,0.21946
1324,1324,2016,"Rhineland-Palatinate, Saarland",Upper Secondary Level,Often,0.05159,37,20709,0.03243,0.07451
1325,1325,2016,"Rhineland-Palatinate, Saarland",Post-secondary Non-tertiary Level,Very seldom,0.4863,37,20709,0.28679,0.78651
1326,1326,2016,"Rhineland-Palatinate, Saarland",Post-secondary Non-tertiary Level,Seldom,0.5137,48,20709,0.33434,0.73708
1327,1327,2016,"Rhineland-Palatinate, Saarland",First Stage of Tertiary Education,Very seldom,0.5754,36,20709,0.44054,0.72985
1328,1328,2016,"Rhineland-Palatinate, Saarland",First Stage of Tertiary Education,Seldom,0.4246,35,20709,0.28943,0.55593
1329,1329,2016,"Rhineland-Palatinate, Saarland",Second Stage of Tertiary Education,Very seldom,0.45038,127,20709,0.36475,0.54176
1330,1330,2016,"Rhineland-Palatinate, Saarland",Second Stage of Tertiary Education,Seldom,0.43037,95,20709,0.35119,0.50004
1331,1331,2016,"Rhineland-Palatinate, Saarland",Second Stage of Tertiary Education,Sometimes,0.11925,37,20709,0.08239,0.16278
1332,1332,2016,Baden-Wuerttemberg,Lower Secondary Level,Very seldom,0.38879,117,20709,0.32098,0.46918
1333,1333,2016,Baden-Wuerttemberg,Lower Secondary Level,Seldom,0.36873,112,20709,0.29724,0.42971
1334,1334,2016,Baden-Wuerttemberg,Lower Secondary Level,Sometimes,0.24248,66,20709,0.19283,0.30203
1335,1335,2016,Baden-Wuerttemberg,Upper Secondary Level,Very seldom,0.35954,448,20709,0.32358,0.3968
1336,1336,2016,Baden-Wuerttemberg,Upper Secondary Level,Seldom,0.36622,439,20709,0.32954,0.39708
1337,1337,2016,Baden-Wuerttemberg,Upper Secondary Level,Sometimes,0.2,196,20709,0.17361,0.23212
1338,1338,2016,Baden-Wuerttemberg,Upper Secondary Level,Often,0.07424,86,20709,0.06016,0.08839
1339,1339,2016,Baden-Wuerttemberg,Post-secondary Non-tertiary Level,Very seldom,0.39703,98,20709,0.28988,0.52059
1340,1340,2016,Baden-Wuerttemberg,Post-secondary Non-tertiary Level,Seldom,0.36414,90,20709,0.28464,0.45001
1341,1341,2016,Baden-Wuerttemberg,Post-secondary Non-tertiary Level,Sometimes,0.23884,45,20709,0.16022,0.34676
1342,1342,2016,Baden-Wuerttemberg,First Stage of Tertiary Education,Very seldom,0.39413,69,20709,0.30278,0.47626
1343,1343,2016,Baden-Wuerttemberg,First Stage of Tertiary Education,Seldom,0.33546,63,20709,0.24492,0.43192
1344,1344,2016,Baden-Wuerttemberg,First Stage of Tertiary Education,Sometimes,0.27041,31,20709,0.19709,0.35858
1345,1345,2016,Baden-Wuerttemberg,Second Stage of Tertiary Education,Very seldom,0.43994,330,20709,0.37769,0.49913
1346,1346,2016,Baden-Wuerttemberg,Second Stage of Tertiary Education,Seldom,0.3544,274,20709,0.30522,0.41165
1347,1347,2016,Baden-Wuerttemberg,Second Stage of Tertiary Education,Sometimes,0.16447,110,20709,0.1324,0.194
1348,1348,2016,Baden-Wuerttemberg,Second Stage of Tertiary Education,Often,0.04119,33,20709,0.02384,0.05961
1349,1349,2016,Bavaria,Lower Secondary Level,Very seldom,0.38288,152,20709,0.3228,0.44763
1350,1350,2016,Bavaria,Lower Secondary Level,Seldom,0.38282,121,20709,0.30616,0.45424
1351,1351,2016,Bavaria,Lower Secondary Level,Sometimes,0.23429,75,20709,0.17141,0.29961
1352,1352,2016,Bavaria,Upper Secondary Level,Very seldom,0.37141,709,20709,0.34304,0.40698
1353,1353,2016,Bavaria,Upper Secondary Level,Seldom,0.33307,620,20709,0.30256,0.36373
1354,1354,2016,Bavaria,Upper Secondary Level,Sometimes,0.20619,371,20709,0.18412,0.22625
1355,1355,2016,Bavaria,Upper Secondary Level,Often,0.08934,138,20709,0.06902,0.10349
1356,1356,2016,Bavaria,Post-secondary Non-tertiary Level,Very seldom,0.51534,135,20709,0.39819,0.64802
1357,1357,2016,Bavaria,Post-secondary Non-tertiary Level,Seldom,0.34545,92,20709,0.24722,0.45514
1358,1358,2016,Bavaria,Post-secondary Non-tertiary Level,Sometimes,0.13921,43,20709,0.09738,0.19357
1359,1359,2016,Bavaria,First Stage of Tertiary Education,Very seldom,0.45578,101,20709,0.36219,0.56148
1360,1360,2016,Bavaria,First Stage of Tertiary Education,Seldom,0.37597,82,20709,0.27888,0.49282
1361,1361,2016,Bavaria,First Stage of Tertiary Education,Sometimes,0.16825,42,20709,0.11526,0.22401
1362,1362,2016,Bavaria,Second Stage of Tertiary Education,Very seldom,0.43389,389,20709,0.38113,0.49993
1363,1363,2016,Bavaria,Second Stage of Tertiary Education,Seldom,0.33485,315,20709,0.29275,0.38048
1364,1364,2016,Bavaria,Second Stage of Tertiary Education,Sometimes,0.17245,157,20709,0.1346,0.20848
1365,1365,2016,Bavaria,Second Stage of Tertiary Education,Often,0.05881,41,20709,0.04096,0.08033
1366,1366,2016,Berlin,Upper Secondary Level,Very seldom,0.40755,131,20709,0.34848,0.47048
1367,1367,2016,Berlin,Upper Secondary Level,Seldom,0.38095,101,20709,0.31467,0.4591
1368,1368,2016,Berlin,Upper Secondary Level,Sometimes,0.2115,58,20709,0.16054,0.27802
1369,1369,2016,Berlin,Second Stage of Tertiary Education,Very seldom,0.38865,133,20709,0.31719,0.44953
1370,1370,2016,Berlin,Second Stage of Tertiary Education,Seldom,0.44968,146,20709,0.37325,0.52486
1371,1371,2016,Berlin,Second Stage of Tertiary Education,Sometimes,0.16167,61,20709,0.11877,0.20877
1372,1372,2016,Brandenburg,Lower Secondary Level,Very seldom,1.0,32,20709,0.58317,1.46128
1373,1373,2016,Brandenburg,Upper Secondary Level,Very seldom,0.31863,154,20709,0.273,0.36651
1374,1374,2016,Brandenburg,Upper Secondary Level,Seldom,0.37736,177,20709,0.32593,0.44718
1375,1375,2016,Brandenburg,Upper Secondary Level,Sometimes,0.20761,82,20709,0.15283,0.27928
1376,1376,2016,Brandenburg,Upper Secondary Level,Often,0.09639,36,20709,0.06102,0.13867
1377,1377,2016,Brandenburg,Second Stage of Tertiary Education,Very seldom,0.32939,82,20709,0.2664,0.4073
1378,1378,2016,Brandenburg,Second Stage of Tertiary Education,Seldom,0.43025,104,20709,0.32403,0.5342
1379,1379,2016,Brandenburg,Second Stage of Tertiary Education,Sometimes,0.24036,41,20709,0.15802,0.32917
1380,1380,2016,Mecklenburg-Western Pomerania,Upper Secondary Level,Very seldom,0.44422,105,20709,0.34851,0.54349
1381,1381,2016,Mecklenburg-Western Pomerania,Upper Secondary Level,Seldom,0.33597,87,20709,0.24952,0.42476
1382,1382,2016,Mecklenburg-Western Pomerania,Upper Secondary Level,Sometimes,0.2198,54,20709,0.16321,0.28045
1383,1383,2016,Mecklenburg-Western Pomerania,Second Stage of Tertiary Education,Very seldom,0.37128,45,20709,0.26565,0.50971
