,Unnamed: 0,year,bula_h,pgisced97,plh0185,proportion,n,N,proportion_lower_confidence,proportion_upper_confidence
498,498,2010,Saxony,Upper Secondary Level,Very seldom,0.32777,221,13814,0.28683,0.36747
499,499,2010,Saxony,Upper Secondary Level,Seldom,0.37849,274,13814,0.33263,0.43844
500,500,2010,Saxony,Upper Secondary Level,Sometimes,0.21047,122,13814,0.17699,0.24975
501,501,2010,Saxony,Upper Secondary Level,Often,0.08327,39,13814,0.06392,0.11123
502,502,2010,Saxony,First Stage of Tertiary Education,Very seldom,0.50252,33,13814,0.33531,0.74856
503,503,2010,Saxony,First Stage of Tertiary Education,Seldom,0.49748,50,13814,0.37989,0.63194
504,504,2010,Saxony,Second Stage of Tertiary Education,Very seldom,0.38918,122,13814,0.30851,0.47472
505,505,2010,Saxony,Second Stage of Tertiary Education,Seldom,0.44315,128,13814,0.38099,0.50971
506,506,2010,Saxony,Second Stage of Tertiary Education,Sometimes,0.16768,57,13814,0.1378,0.20264
507,507,2010,Saxony-Anhalt,Upper Secondary Level,Very seldom,0.4457,156,13814,0.37809,0.51616
508,508,2010,Saxony-Anhalt,Upper Secondary Level,Seldom,0.34238,125,13814,0.28315,0.40931
509,509,2010,Saxony-Anhalt,Upper Secondary Level,Sometimes,0.21192,61,13814,0.15993,0.26567
510,510,2010,Saxony-Anhalt,Second Stage of Tertiary Education,Very seldom,0.4308,77,13814,0.37026,0.50511
511,511,2010,Saxony-Anhalt,Second Stage of Tertiary Education,Seldom,0.3652,62,13814,0.28723,0.4471
512,512,2010,Saxony-Anhalt,Second Stage of Tertiary Education,Sometimes,0.20401,33,13814,0.14669,0.26204
513,513,2010,Thuringa,Upper Secondary Level,Very seldom,0.41618,166,13814,0.3648,0.47239
514,514,2010,Thuringa,Upper Secondary Level,Seldom,0.43396,173,13814,0.37112,0.50242
515,515,2010,Thuringa,Upper Secondary Level,Sometimes,0.14987,80,13814,0.11558,0.18653
516,516,2010,Thuringa,Second Stage of Tertiary Education,Very seldom,0.52108,56,13814,0.33672,0.77892
517,517,2010,Thuringa,Second Stage of Tertiary Education,Seldom,0.47892,66,13814,0.3494,0.61336
518,518,2011,Schleswig-Holstein,Upper Secondary Level,Very seldom,0.47589,165,17607,0.41758,0.52869
519,519,2011,Schleswig-Holstein,Upper Secondary Level,Seldom,0.41369,134,17607,0.35464,0.46924
520,520,2011,Schleswig-Holstein,Upper Secondary Level,Sometimes,0.11042,43,17607,0.08817,0.13488
521,521,2011,Schleswig-Holstein,Second Stage of Tertiary Education,Very seldom,0.38286,41,17607,0.27503,0.53067
522,522,2011,Schleswig-Holstein,Second Stage of Tertiary Education,Seldom,0.61714,36,17607,0.37392,0.8596
523,523,2011,Hamburg,Upper Secondary Level,Very seldom,0.67545,67,17607,0.56198,0.7908
524,524,2011,Hamburg,Upper Secondary Level,Seldom,0.32455,31,17607,0.22777,0.41779
525,525,2011,Hamburg,Second Stage of Tertiary Education,Very seldom,0.53257,42,17607,0.39388,0.75692
526,526,2011,Hamburg,Second Stage of Tertiary Education,Seldom,0.46743,32,17607,0.33694,0.63779
527,527,2011,Lower Saxony,Lower Secondary Level,Very seldom,0.34067,76,17607,0.27916,0.3919
528,528,2011,Lower Saxony,Lower Secondary Level,Seldom,0.38475,76,17607,0.30456,0.45943
529,529,2011,Lower Saxony,Lower Secondary Level,Sometimes,0.27458,46,17607,0.21631,0.34945
530,530,2011,Lower Saxony,Upper Secondary Level,Very seldom,0.3919,388,17607,0.35924,0.42492
531,531,2011,Lower Saxony,Upper Secondary Level,Seldom,0.32421,337,17607,0.29324,0.35702
532,532,2011,Lower Saxony,Upper Secondary Level,Sometimes,0.22905,221,17607,0.19606,0.26615
533,533,2011,Lower Saxony,Upper Secondary Level,Often,0.05483,66,17607,0.04427,0.06614
534,534,2011,Lower Saxony,Post-secondary Non-tertiary Level,Very seldom,0.54737,37,17607,0.34796,0.76395
535,535,2011,Lower Saxony,Post-secondary Non-tertiary Level,Seldom,0.45263,48,17607,0.33558,0.58526
536,536,2011,Lower Saxony,First Stage of Tertiary Education,Very seldom,0.50257,43,17607,0.37243,0.64269
537,537,2011,Lower Saxony,First Stage of Tertiary Education,Seldom,0.49743,38,17607,0.35633,0.65187
538,538,2011,Lower Saxony,Second Stage of Tertiary Education,Very seldom,0.43015,141,17607,0.37275,0.49656
539,539,2011,Lower Saxony,Second Stage of Tertiary Education,Seldom,0.33951,121,17607,0.27656,0.40751
540,540,2011,Lower Saxony,Second Stage of Tertiary Education,Sometimes,0.23033,68,17607,0.17786,0.28431
541,541,2011,North Rhine-Westphalia,Pre-primary Level,Very seldom,1.0,41,17607,0.68423,1.39745
542,542,2011,North Rhine-Westphalia,Primary Level,Very seldom,1.0,33,17607,0.66306,1.32981
543,543,2011,North Rhine-Westphalia,Lower Secondary Level,Very seldom,0.43512,202,17607,0.38625,0.49651
544,544,2011,North Rhine-Westphalia,Lower Secondary Level,Seldom,0.28505,132,17607,0.24456,0.32848
545,545,2011,North Rhine-Westphalia,Lower Secondary Level,Sometimes,0.18411,96,17607,0.15881,0.21064
546,546,2011,North Rhine-Westphalia,Lower Secondary Level,Often,0.09572,41,17607,0.07331,0.12407
547,547,2011,North Rhine-Westphalia,Upper Secondary Level,Very seldom,0.39618,832,17607,0.37671,0.41981
548,548,2011,North Rhine-Westphalia,Upper Secondary Level,Seldom,0.33998,664,17607,0.3206,0.36417
549,549,2011,North Rhine-Westphalia,Upper Secondary Level,Sometimes,0.17696,332,17607,0.16142,0.19338
550,550,2011,North Rhine-Westphalia,Upper Secondary Level,Often,0.0691,125,17607,0.05868,0.07913
551,551,2011,North Rhine-Westphalia,Upper Secondary Level,Very often,0.01777,32,17607,0.01202,0.02406
552,552,2011,North Rhine-Westphalia,Post-secondary Non-tertiary Level,Very seldom,0.42846,124,17607,0.34862,0.50416
553,553,2011,North Rhine-Westphalia,Post-secondary Non-tertiary Level,Seldom,0.36717,106,17607,0.29747,0.44904
554,554,2011,North Rhine-Westphalia,Post-secondary Non-tertiary Level,Sometimes,0.20437,62,17607,0.15263,0.25464
555,555,2011,North Rhine-Westphalia,First Stage of Tertiary Education,Very seldom,0.42641,104,17607,0.35178,0.51721
556,556,2011,North Rhine-Westphalia,First Stage of Tertiary Education,Seldom,0.31951,80,17607,0.25392,0.40676
557,557,2011,North Rhine-Westphalia,First Stage of Tertiary Education,Sometimes,0.25408,49,17607,0.19325,0.34305
558,558,2011,North Rhine-Westphalia,Second Stage of Tertiary Education,Very seldom,0.43956,376,17607,0.39981,0.48975
559,559,2011,North Rhine-Westphalia,Second Stage of Tertiary Education,Seldom,0.29933,262,17607,0.26772,0.33877
560,560,2011,North Rhine-Westphalia,Second Stage of Tertiary Education,Sometimes,0.1843,143,17607,0.15549,0.21502
561,561,2011,North Rhine-Westphalia,Second Stage of Tertiary Education,Often,0.0768,46,17607,0.05984,0.10273
562,562,2011,Hesse,Lower Secondary Level,Very seldom,0.41302,58,17607,0.33934,0.50654
563,563,2011,Hesse,Lower Secondary Level,Seldom,0.3319,39,17607,0.23163,0.45273
564,564,2011,Hesse,Lower Secondary Level,Sometimes,0.25508,31,17607,0.18519,0.33387
565,565,2011,Hesse,Upper Secondary Level,Very seldom,0.38022,232,17607,0.33895,0.42242
566,566,2011,Hesse,Upper Secondary Level,Seldom,0.32476,200,17607,0.28833,0.36395
567,567,2011,Hesse,Upper Secondary Level,Sometimes,0.22031,128,17607,0.19344,0.24833
568,568,2011,Hesse,Upper Secondary Level,Often,0.0747,42,17607,0.0542,0.09574
569,569,2011,Hesse,Post-secondary Non-tertiary Level,Very seldom,0.3185,31,17607,0.2269,0.43501
570,570,2011,Hesse,Post-secondary Non-tertiary Level,Seldom,0.6815,44,17607,0.49534,0.86738
571,571,2011,Hesse,First Stage of Tertiary Education,Very seldom,1.0,40,17607,0.79311,1.22693
572,572,2011,Hesse,Second Stage of Tertiary Education,Very seldom,0.37908,148,17607,0.32343,0.43816
573,573,2011,Hesse,Second Stage of Tertiary Education,Seldom,0.41803,142,17607,0.34642,0.50254
574,574,2011,Hesse,Second Stage of Tertiary Education,Sometimes,0.20289,64,17607,0.15633,0.24752
575,575,2011,"Rhineland-Palatinate, Saarland",Lower Secondary Level,Very seldom,0.44011,77,17607,0.35686,0.52663
576,576,2011,"Rhineland-Palatinate, Saarland",Lower Secondary Level,Seldom,0.28114,50,17607,0.21421,0.35534
577,577,2011,"Rhineland-Palatinate, Saarland",Lower Secondary Level,Sometimes,0.27875,50,17607,0.23015,0.33043
578,578,2011,"Rhineland-Palatinate, Saarland",Upper Secondary Level,Very seldom,0.42979,270,17607,0.38712,0.48277
579,579,2011,"Rhineland-Palatinate, Saarland",Upper Secondary Level,Seldom,0.30167,176,17607,0.26567,0.34319
580,580,2011,"Rhineland-Palatinate, Saarland",Upper Secondary Level,Sometimes,0.18423,104,17607,0.15554,0.21587
581,581,2011,"Rhineland-Palatinate, Saarland",Upper Secondary Level,Often,0.08431,41,17607,0.06236,0.10498
582,582,2011,"Rhineland-Palatinate, Saarland",First Stage of Tertiary Education,Very seldom,1.0,40,17607,0.71926,1.32654
583,583,2011,"Rhineland-Palatinate, Saarland",Second Stage of Tertiary Education,Very seldom,0.52294,76,17607,0.40669,0.66924
584,584,2011,"Rhineland-Palatinate, Saarland",Second Stage of Tertiary Education,Seldom,0.47706,71,17607,0.34798,0.64398
585,585,2011,Baden-Wuerttemberg,Lower Secondary Level,Very seldom,0.39661,107,17607,0.33132,0.47131
586,586,2011,Baden-Wuerttemberg,Lower Secondary Level,Seldom,0.34257,115,17607,0.29214,0.39274
587,587,2011,Baden-Wuerttemberg,Lower Secondary Level,Sometimes,0.26082,85,17607,0.22041,0.30866
588,588,2011,Baden-Wuerttemberg,Upper Secondary Level,Very seldom,0.34071,394,17607,0.30539,0.37104
589,589,2011,Baden-Wuerttemberg,Upper Secondary Level,Seldom,0.38512,464,17607,0.35246,0.42299
590,590,2011,Baden-Wuerttemberg,Upper Secondary Level,Sometimes,0.19979,228,17607,0.17681,0.22601
591,591,2011,Baden-Wuerttemberg,Upper Secondary Level,Often,0.07439,72,17607,0.05649,0.0897
592,592,2011,Baden-Wuerttemberg,Post-secondary Non-tertiary Level,Very seldom,0.20758,42,17607,0.15753,0.25475
593,593,2011,Baden-Wuerttemberg,Post-secondary Non-tertiary Level,Seldom,0.43506,60,17607,0.33145,0.55319
594,594,2011,Baden-Wuerttemberg,Post-secondary Non-tertiary Level,Sometimes,0.35735,46,17607,0.2751,0.46291
595,595,2011,Baden-Wuerttemberg,First Stage of Tertiary Education,Very seldom,0.44099,77,17607,0.3561,0.53151
596,596,2011,Baden-Wuerttemberg,First Stage of Tertiary Education,Seldom,0.3733,59,17607,0.30115,0.47672
597,597,2011,Baden-Wuerttemberg,First Stage of Tertiary Education,Sometimes,0.18571,32,17607,0.12186,0.26412
598,598,2011,Baden-Wuerttemberg,Second Stage of Tertiary Education,Very seldom,0.4703,222,17607,0.40897,0.5302
599,599,2011,Baden-Wuerttemberg,Second Stage of Tertiary Education,Seldom,0.34531,196,17607,0.29236,0.39053
600,600,2011,Baden-Wuerttemberg,Second Stage of Tertiary Education,Sometimes,0.18439,79,17607,0.14757,0.22326
601,601,2011,Bavaria,Lower Secondary Level,Very seldom,0.29268,111,17607,0.24729,0.34006
602,602,2011,Bavaria,Lower Secondary Level,Seldom,0.42121,116,17607,0.35765,0.47926
603,603,2011,Bavaria,Lower Secondary Level,Sometimes,0.28611,76,17607,0.22576,0.35022
604,604,2011,Bavaria,Upper Secondary Level,Very seldom,0.32336,566,17607,0.30363,0.35197
605,605,2011,Bavaria,Upper Secondary Level,Seldom,0.37085,589,17607,0.33961,0.40355
606,606,2011,Bavaria,Upper Secondary Level,Sometimes,0.22879,377,17607,0.20783,0.25446
607,607,2011,Bavaria,Upper Secondary Level,Often,0.077,122,17607,0.06453,0.08778
608,608,2011,Bavaria,Post-secondary Non-tertiary Level,Very seldom,0.35362,60,17607,0.27951,0.41665
609,609,2011,Bavaria,Post-secondary Non-tertiary Level,Seldom,0.36357,51,17607,0.27745,0.45599
610,610,2011,Bavaria,Post-secondary Non-tertiary Level,Sometimes,0.28281,36,17607,0.18475,0.42365
611,611,2011,Bavaria,First Stage of Tertiary Education,Very seldom,0.43313,93,17607,0.34959,0.52339
612,612,2011,Bavaria,First Stage of Tertiary Education,Seldom,0.31547,75,17607,0.25622,0.38163
613,613,2011,Bavaria,First Stage of Tertiary Education,Sometimes,0.2514,37,17607,0.17229,0.32806
614,614,2011,Bavaria,Second Stage of Tertiary Education,Very seldom,0.44857,281,17607,0.39789,0.49601
615,615,2011,Bavaria,Second Stage of Tertiary Education,Seldom,0.36086,210,17607,0.31174,0.40853
616,616,2011,Bavaria,Second Stage of Tertiary Education,Sometimes,0.19057,115,17607,0.14673,0.23009
617,617,2011,Berlin,Upper Secondary Level,Very seldom,0.40415,108,17607,0.35542,0.44969
618,618,2011,Berlin,Upper Secondary Level,Seldom,0.3858,109,17607,0.33562,0.4323
619,619,2011,Berlin,Upper Secondary Level,Sometimes,0.21005,65,17607,0.17893,0.25387
620,620,2011,Berlin,Second Stage of Tertiary Education,Very seldom,0.39938,118,17607,0.34611,0.46244
621,621,2011,Berlin,Second Stage of Tertiary Education,Seldom,0.37694,89,17607,0.30652,0.4638
622,622,2011,Berlin,Second Stage of Tertiary Education,Sometimes,0.22368,63,17607,0.16857,0.28311
623,623,2011,Brandenburg,Upper Secondary Level,Very seldom,0.34433,163,17607,0.3133,0.3801
624,624,2011,Brandenburg,Upper Secondary Level,Seldom,0.38538,147,17607,0.31516,0.45707
625,625,2011,Brandenburg,Upper Secondary Level,Sometimes,0.17422,86,17607,0.14012,0.21327
626,626,2011,Brandenburg,Upper Secondary Level,Often,0.09607,31,17607,0.05693,0.13568
627,627,2011,Brandenburg,Second Stage of Tertiary Education,Very seldom,0.36132,95,17607,0.31004,0.41467
628,628,2011,Brandenburg,Second Stage of Tertiary Education,Seldom,0.45848,93,17607,0.369,0.56034
629,629,2011,Brandenburg,Second Stage of Tertiary Education,Sometimes,0.1802,43,17607,0.14216,0.22172
630,630,2011,Mecklenburg-Western Pomerania,Upper Secondary Level,Very seldom,0.42412,102,17607,0.36692,0.48779
631,631,2011,Mecklenburg-Western Pomerania,Upper Secondary Level,Seldom,0.37267,94,17607,0.30143,0.4284
632,632,2011,Mecklenburg-Western Pomerania,Upper Secondary Level,Sometimes,0.20321,41,17607,0.15096,0.25784
633,633,2011,Mecklenburg-Western Pomerania,Second Stage of Tertiary Education,Very seldom,0.38478,55,17607,0.30576,0.4671
634,634,2011,Mecklenburg-Western Pomerania,Second Stage of Tertiary Education,Seldom,0.37253,55,17607,0.26253,0.48656
635,635,2011,Mecklenburg-Western Pomerania,Second Stage of Tertiary Education,Sometimes,0.24269,31,17607,0.15478,0.3357
636,636,2011,Saxony,Upper Secondary Level,Very seldom,0.33153,254,17607,0.29655,0.36573
637,637,2011,Saxony,Upper Secondary Level,Seldom,0.35113,285,17607,0.3133,0.39656
638,638,2011,Saxony,Upper Secondary Level,Sometimes,0.24351,180,17607,0.20506,0.28056
639,639,2011,Saxony,Upper Secondary Level,Often,0.07383,44,17607,0.05956,0.09043
640,640,2011,Saxony,First Stage of Tertiary Education,Very seldom,0.43564,35,17607,0.31159,0.60459
641,641,2011,Saxony,First Stage of Tertiary Education,Seldom,0.56436,53,17607,0.41965,0.70332
642,642,2011,Saxony,Second Stage of Tertiary Education,Very seldom,0.37563,136,17607,0.33342,0.42141
643,643,2011,Saxony,Second Stage of Tertiary Education,Seldom,0.40726,124,17607,0.33331,0.47502
644,644,2011,Saxony,Second Stage of Tertiary Education,Sometimes,0.21711,70,17607,0.17779,0.26298
645,645,2011,Saxony-Anhalt,Upper Secondary Level,Very seldom,0.42995,176,17607,0.3756,0.4986
646,646,2011,Saxony-Anhalt,Upper Secondary Level,Seldom,0.36724,159,17607,0.32091,0.42323
647,647,2011,Saxony-Anhalt,Upper Secondary Level,Sometimes,0.20281,89,17607,0.16576,0.24504
648,648,2011,Saxony-Anhalt,Second Stage of Tertiary Education,Very seldom,0.45986,85,17607,0.38285,0.54023
649,649,2011,Saxony-Anhalt,Second Stage of Tertiary Education,Seldom,0.37985,83,17607,0.3105,0.44937
650,650,2011,Saxony-Anhalt,Second Stage of Tertiary Education,Sometimes,0.16029,37,17607,0.12294,0.21655
651,651,2011,Thuringa,Upper Secondary Level,Very seldom,0.47651,240,17607,0.4367,0.5358
652,652,2011,Thuringa,Upper Secondary Level,Seldom,0.34161,165,17607,0.29611,0.39418
653,653,2011,Thuringa,Upper Secondary Level,Sometimes,0.18188,103,17607,0.1453,0.22332
654,654,2011,Thuringa,Second Stage of Tertiary Education,Very seldom,0.47218,81,17607,0.39318,0.56047
655,655,2011,Thuringa,Second Stage of Tertiary Education,Seldom,0.38784,63,17607,0.2809,0.50061
656,656,2011,Thuringa,Second Stage of Tertiary Education,Sometimes,0.13998,31,17607,0.10138,0.17884
657,657,2012,Schleswig-Holstein,Lower Secondary Level,Very seldom,1.0,34,17515,0.78193,1.26855
658,658,2012,Schleswig-Holstein,Upper Secondary Level,Very seldom,0.47524,168,17515,0.42453,0.54166
659,659,2012,Schleswig-Holstein,Upper Secondary Level,Seldom,0.38913,132,17515,0.33285,0.45489
660,660,2012,Schleswig-Holstein,Upper Secondary Level,Sometimes,0.13563,41,17515,0.1078,0.16885
661,661,2012,Schleswig-Holstein,Second Stage of Tertiary Education,Very seldom,1.0,56,17515,0.77426,1.30138
662,662,2012,Hamburg,Upper Secondary Level,Very seldom,0.55014,64,17515,0.4453,0.66237
663,663,2012,Hamburg,Upper Secondary Level,Seldom,0.44986,51,17515,0.35616,0.5357
664,664,2012,Hamburg,Second Stage of Tertiary Education,Very seldom,0.4339,43,17515,0.30393,0.56672
665,665,2012,Hamburg,Second Stage of Tertiary Education,Seldom,0.5661,44,17515,0.37802,0.82393
666,666,2012,Lower Saxony,Lower Secondary Level,Very seldom,0.3611,83,17515,0.31422,0.41599
667,667,2012,Lower Saxony,Lower Secondary Level,Seldom,0.43523,83,17515,0.35959,0.51407
668,668,2012,Lower Saxony,Lower Secondary Level,Sometimes,0.20367,42,17515,0.15471,0.25766
669,669,2012,Lower Saxony,Upper Secondary Level,Very seldom,0.40272,422,17515,0.372,0.43159
670,670,2012,Lower Saxony,Upper Secondary Level,Seldom,0.36262,343,17515,0.33135,0.39005
671,671,2012,Lower Saxony,Upper Secondary Level,Sometimes,0.17303,171,17515,0.14718,0.19716
672,672,2012,Lower Saxony,Upper Secondary Level,Often,0.06163,59,17515,0.0473,0.07617
673,673,2012,Lower Saxony,Post-secondary Non-tertiary Level,Very seldom,0.42393,38,17515,0.32059,0.55803
674,674,2012,Lower Saxony,Post-secondary Non-tertiary Level,Seldom,0.57607,38,17515,0.41295,0.75018
675,675,2012,Lower Saxony,First Stage of Tertiary Education,Very seldom,0.50394,45,17515,0.37222,0.65461
676,676,2012,Lower Saxony,First Stage of Tertiary Education,Seldom,0.49606,40,17515,0.35477,0.64794
677,677,2012,Lower Saxony,Second Stage of Tertiary Education,Very seldom,0.51504,168,17515,0.43774,0.6091
678,678,2012,Lower Saxony,Second Stage of Tertiary Education,Seldom,0.2864,117,17515,0.23066,0.34695
679,679,2012,Lower Saxony,Second Stage of Tertiary Education,Sometimes,0.19857,49,17515,0.15801,0.26209
680,680,2012,North Rhine-Westphalia,Pre-primary Level,Very seldom,1.0,38,17515,0.71849,1.33728
681,681,2012,North Rhine-Westphalia,Lower Secondary Level,Very seldom,0.40229,209,17515,0.36284,0.44776
682,682,2012,North Rhine-Westphalia,Lower Secondary Level,Seldom,0.31729,140,17515,0.27412,0.37386
683,683,2012,North Rhine-Westphalia,Lower Secondary Level,Sometimes,0.1889,78,17515,0.15605,0.22465
684,684,2012,North Rhine-Westphalia,Lower Secondary Level,Often,0.09152,39,17515,0.07139,0.12149
685,685,2012,North Rhine-Westphalia,Upper Secondary Level,Very seldom,0.42678,823,17515,0.40398,0.44975
686,686,2012,North Rhine-Westphalia,Upper Secondary Level,Seldom,0.36271,651,17515,0.3362,0.38702
687,687,2012,North Rhine-Westphalia,Upper Secondary Level,Sometimes,0.15251,281,17515,0.13648,0.16692
688,688,2012,North Rhine-Westphalia,Upper Secondary Level,Often,0.058,106,17515,0.04944,0.06838
689,689,2012,North Rhine-Westphalia,Post-secondary Non-tertiary Level,Very seldom,0.41956,126,17515,0.34152,0.48791
690,690,2012,North Rhine-Westphalia,Post-secondary Non-tertiary Level,Seldom,0.40349,120,17515,0.34062,0.47445
691,691,2012,North Rhine-Westphalia,Post-secondary Non-tertiary Level,Sometimes,0.17694,55,17515,0.14032,0.22413
692,692,2012,North Rhine-Westphalia,First Stage of Tertiary Education,Very seldom,0.36996,97,17515,0.29392,0.44448
693,693,2012,North Rhine-Westphalia,First Stage of Tertiary Education,Seldom,0.45258,98,17515,0.37249,0.54372
694,694,2012,North Rhine-Westphalia,First Stage of Tertiary Education,Sometimes,0.17746,42,17515,0.13836,0.21753
695,695,2012,North Rhine-Westphalia,Second Stage of Tertiary Education,Very seldom,0.4751,414,17515,0.421,0.5199
696,696,2012,North Rhine-Westphalia,Second Stage of Tertiary Education,Seldom,0.31324,284,17515,0.28009,0.34915
697,697,2012,North Rhine-Westphalia,Second Stage of Tertiary Education,Sometimes,0.15257,126,17515,0.13287,0.17869
698,698,2012,North Rhine-Westphalia,Second Stage of Tertiary Education,Often,0.05909,42,17515,0.0425,0.07745
699,699,2012,Hesse,Lower Secondary Level,Very seldom,0.41228,61,17515,0.35543,0.48632
700,700,2012,Hesse,Lower Secondary Level,Seldom,0.28533,33,17515,0.20254,0.38208
701,701,2012,Hesse,Lower Secondary Level,Sometimes,0.30239,32,17515,0.22409,0.41416
702,702,2012,Hesse,Upper Secondary Level,Very seldom,0.4244,254,17515,0.37943,0.47118
703,703,2012,Hesse,Upper Secondary Level,Seldom,0.32951,208,17515,0.29328,0.36761
704,704,2012,Hesse,Upper Secondary Level,Sometimes,0.1875,111,17515,0.15792,0.22137
705,705,2012,Hesse,Upper Secondary Level,Often,0.0586,34,17515,0.04517,0.07477
706,706,2012,Hesse,Post-secondary Non-tertiary Level,Very seldom,0.54131,41,17515,0.4194,0.66312
707,707,2012,Hesse,Post-secondary Non-tertiary Level,Seldom,0.45869,38,17515,0.32583,0.59706
708,708,2012,Hesse,First Stage of Tertiary Education,Very seldom,1.0,39,17515,0.79951,1.23543
709,709,2012,Hesse,Second Stage of Tertiary Education,Very seldom,0.49788,168,17515,0.42783,0.57903
710,710,2012,Hesse,Second Stage of Tertiary Education,Seldom,0.3261,119,17515,0.27619,0.38307
711,711,2012,Hesse,Second Stage of Tertiary Education,Sometimes,0.17602,68,17515,0.14299,0.21672
712,712,2012,"Rhineland-Palatinate, Saarland",Lower Secondary Level,Very seldom,0.434,73,17515,0.3449,0.54182
713,713,2012,"Rhineland-Palatinate, Saarland",Lower Secondary Level,Seldom,0.33241,49,17515,0.24544,0.44209
714,714,2012,"Rhineland-Palatinate, Saarland",Lower Secondary Level,Sometimes,0.23359,35,17515,0.18255,0.30209
715,715,2012,"Rhineland-Palatinate, Saarland",Upper Secondary Level,Very seldom,0.45698,281,17515,0.41067,0.50484
716,716,2012,"Rhineland-Palatinate, Saarland",Upper Secondary Level,Seldom,0.27413,172,17515,0.23779,0.30947
717,717,2012,"Rhineland-Palatinate, Saarland",Upper Secondary Level,Sometimes,0.20209,102,17515,0.17811,0.2339
718,718,2012,"Rhineland-Palatinate, Saarland",Upper Secondary Level,Often,0.0668,39,17515,0.04926,0.09209
719,719,2012,"Rhineland-Palatinate, Saarland",First Stage of Tertiary Education,Very seldom,0.35974,33,17515,0.27503,0.4528
720,720,2012,"Rhineland-Palatinate, Saarland",First Stage of Tertiary Education,Seldom,0.64026,33,17515,0.45397,0.84915
721,721,2012,"Rhineland-Palatinate, Saarland",Second Stage of Tertiary Education,Very seldom,0.47882,91,17515,0.38939,0.60795
722,722,2012,"Rhineland-Palatinate, Saarland",Second Stage of Tertiary Education,Seldom,0.52118,73,17515,0.39531,0.65874
723,723,2012,Baden-Wuerttemberg,Lower Secondary Level,Very seldom,0.37524,107,17515,0.31268,0.43801
724,724,2012,Baden-Wuerttemberg,Lower Secondary Level,Seldom,0.37231,98,17515,0.31278,0.42438
725,725,2012,Baden-Wuerttemberg,Lower Secondary Level,Sometimes,0.25244,77,17515,0.20253,0.2966
726,726,2012,Baden-Wuerttemberg,Upper Secondary Level,Very seldom,0.36543,405,17515,0.3286,0.40159
727,727,2012,Baden-Wuerttemberg,Upper Secondary Level,Seldom,0.36999,424,17515,0.33182,0.40749
728,728,2012,Baden-Wuerttemberg,Upper Secondary Level,Sometimes,0.21297,233,17515,0.18717,0.2414
729,729,2012,Baden-Wuerttemberg,Upper Secondary Level,Often,0.05161,56,17515,0.04023,0.06483
730,730,2012,Baden-Wuerttemberg,Post-secondary Non-tertiary Level,Very seldom,0.28606,47,17515,0.23187,0.3559
731,731,2012,Baden-Wuerttemberg,Post-secondary Non-tertiary Level,Seldom,0.34096,56,17515,0.26819,0.42893
732,732,2012,Baden-Wuerttemberg,Post-secondary Non-tertiary Level,Sometimes,0.37298,33,17515,0.27822,0.48445
733,733,2012,Baden-Wuerttemberg,First Stage of Tertiary Education,Very seldom,0.4209,67,17515,0.33856,0.502
734,734,2012,Baden-Wuerttemberg,First Stage of Tertiary Education,Seldom,0.3327,66,17515,0.26589,0.42154
735,735,2012,Baden-Wuerttemberg,First Stage of Tertiary Education,Sometimes,0.2464,36,17515,0.15614,0.34186
736,736,2012,Baden-Wuerttemberg,Second Stage of Tertiary Education,Very seldom,0.46782,224,17515,0.40709,0.52921
737,737,2012,Baden-Wuerttemberg,Second Stage of Tertiary Education,Seldom,0.36663,185,17515,0.31731,0.41624
738,738,2012,Baden-Wuerttemberg,Second Stage of Tertiary Education,Sometimes,0.16555,81,17515,0.13503,0.19844
739,739,2012,Bavaria,Lower Secondary Level,Very seldom,0.37728,131,17515,0.32894,0.4366
740,740,2012,Bavaria,Lower Secondary Level,Seldom,0.37654,108,17515,0.31601,0.44164
741,741,2012,Bavaria,Lower Secondary Level,Sometimes,0.24619,68,17515,0.19934,0.30374
742,742,2012,Bavaria,Upper Secondary Level,Very seldom,0.38563,651,17515,0.36003,0.41267
743,743,2012,Bavaria,Upper Secondary Level,Seldom,0.36951,588,17515,0.33978,0.39736
744,744,2012,Bavaria,Upper Secondary Level,Sometimes,0.16601,299,17515,0.15038,0.18369
745,745,2012,Bavaria,Upper Secondary Level,Often,0.07885,118,17515,0.06634,0.09063
746,746,2012,Bavaria,Post-secondary Non-tertiary Level,Very seldom,0.59201,73,17515,0.48011,0.7267
747,747,2012,Bavaria,Post-secondary Non-tertiary Level,Seldom,0.40799,57,17515,0.33427,0.51063
748,748,2012,Bavaria,First Stage of Tertiary Education,Very seldom,0.48448,101,17515,0.39022,0.58736
749,749,2012,Bavaria,First Stage of Tertiary Education,Seldom,0.39104,82,17515,0.3136,0.48121
750,750,2012,Bavaria,First Stage of Tertiary Education,Sometimes,0.12448,33,17515,0.09103,0.1612
751,751,2012,Bavaria,Second Stage of Tertiary Education,Very seldom,0.48364,302,17515,0.43154,0.54813
752,752,2012,Bavaria,Second Stage of Tertiary Education,Seldom,0.31218,204,17515,0.27568,0.3585
753,753,2012,Bavaria,Second Stage of Tertiary Education,Sometimes,0.16001,111,17515,0.12666,0.19326
754,754,2012,Bavaria,Second Stage of Tertiary Education,Often,0.04417,36,17515,0.03301,0.05783
755,755,2012,Berlin,Upper Secondary Level,Very seldom,0.44023,140,17515,0.38268,0.51182
