year,bula_h,regtyp,hgseval,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1993,Saxony,Urban regions,A Bit Too Small,0.20563,68,248,0.15523,0.25603
1993,Saxony,Urban regions,Just Right,0.66537,180,248,0.60652,0.72421
1993,Saxony,Rural regions,A Bit Too Small,0.19092,53,242,0.14130,0.24054
1993,Saxony,Rural regions,Just Right,0.72626,189,242,0.66996,0.78255
1993,Saxony-Anhalt,Urban regions,Just Right,0.70473,52,52,0.57954,0.82993
1993,Saxony-Anhalt,Rural regions,A Bit Too Small,0.15329,51,234,0.10703,0.19954
1993,Saxony-Anhalt,Rural regions,Just Right,0.68276,183,234,0.62300,0.74252
1993,Thuringa,Urban regions,Just Right,0.74296,58,58,0.62951,0.85641
1993,Thuringa,Rural regions,A Bit Too Small,0.15835,41,216,0.10955,0.20714
1993,Thuringa,Rural regions,Just Right,0.78971,175,216,0.73524,0.84418
1994,Schleswig-Holstein,Urban regions,Just Right,0.64944,48,48,0.51303,0.78586
1994,Schleswig-Holstein,Rural regions,Just Right,0.64374,46,46,0.50382,0.78367
1994,Hamburg,Urban regions,Just Right,0.70490,60,60,0.58852,0.82128
1994,Lower Saxony,Urban regions,A Bit Too Small,0.13499,35,228,0.09054,0.17944
1994,Lower Saxony,Urban regions,Just Right,0.75729,193,228,0.70152,0.81306
1994,Lower Saxony,Rural regions,Just Right,0.74318,172,204,0.68308,0.80328
1994,Lower Saxony,Rural regions,A Bit Too Large,0.15058,32,204,0.10138,0.19978
1994,Bremen,Urban regions,Just Right,0.79411,37,37,0.66202,0.92619
1994,North Rhine-Westphalia,Urban regions,Much Too Small,0.01993,46,1169,0.01191,0.02794
1994,North Rhine-Westphalia,Urban regions,A Bit Too Small,0.16833,226,1169,0.14687,0.18979
1994,North Rhine-Westphalia,Urban regions,Just Right,0.73076,831,1169,0.70532,0.75620
1994,North Rhine-Westphalia,Urban regions,A Bit Too Large,0.07346,66,1169,0.05850,0.08842
1994,Hesse,Urban regions,A Bit Too Small,0.14367,74,330,0.10577,0.18157
1994,Hesse,Urban regions,Just Right,0.71351,256,330,0.66465,0.76237
1994,Hesse,Rural regions,Just Right,0.73623,45,45,0.60602,0.86644
1994,"Rhineland-Palatinate, Saarland",Urban regions,A Bit Too Small,0.13029,32,229,0.08659,0.17398
1994,"Rhineland-Palatinate, Saarland",Urban regions,Just Right,0.74588,197,229,0.68937,0.80239
1994,"Rhineland-Palatinate, Saarland",Rural regions,Just Right,0.79868,42,42,0.67594,0.92142
1994,Baden-Wuerttemberg,Urban regions,A Bit Too Small,0.13357,113,657,0.10753,0.15960
1994,Baden-Wuerttemberg,Urban regions,Just Right,0.76118,511,657,0.72855,0.79381
1994,Baden-Wuerttemberg,Urban regions,A Bit Too Large,0.07822,33,657,0.05768,0.09877
1994,Baden-Wuerttemberg,Rural regions,Just Right,0.75845,77,77,0.66221,0.85468
1994,Bavaria,Urban regions,A Bit Too Small,0.13603,69,409,0.10276,0.16929
1994,Bavaria,Urban regions,Just Right,0.71394,298,409,0.67008,0.75779
1994,Bavaria,Urban regions,A Bit Too Large,0.12225,42,409,0.09046,0.15403
1994,Bavaria,Rural regions,A Bit Too Small,0.10854,48,369,0.07676,0.14032
1994,Bavaria,Rural regions,Just Right,0.74900,286,369,0.70470,0.79330
1994,Bavaria,Rural regions,A Bit Too Large,0.10824,35,369,0.07650,0.13999
1994,Berlin,Urban regions,A Bit Too Small,0.23175,69,257,0.18006,0.28344
1994,Berlin,Urban regions,Just Right,0.65232,188,257,0.59398,0.71066
1994,Brandenburg,Rural regions,A Bit Too Small,0.15199,50,235,0.10599,0.19799
1994,Brandenburg,Rural regions,Just Right,0.72233,185,235,0.66495,0.77972
1994,Mecklenburg-Western Pomerania,Rural regions,Just Right,0.75558,120,120,0.67837,0.83279
1994,Saxony,Urban regions,A Bit Too Small,0.17197,58,248,0.12491,0.21903
1994,Saxony,Urban regions,Just Right,0.68651,190,248,0.62865,0.74436
1994,Saxony,Rural regions,A Bit Too Small,0.16771,44,222,0.11845,0.21697
1994,Saxony,Rural regions,Just Right,0.68910,178,222,0.62808,0.75013
1994,Saxony-Anhalt,Urban regions,Just Right,0.59484,45,45,0.44978,0.73990
1994,Saxony-Anhalt,Rural regions,A Bit Too Small,0.18665,55,233,0.13651,0.23679
1994,Saxony-Anhalt,Rural regions,Just Right,0.70338,178,233,0.64461,0.76216
1994,Thuringa,Urban regions,Just Right,0.79211,70,70,0.69636,0.88786
1994,Thuringa,Rural regions,A Bit Too Small,0.18663,43,209,0.13368,0.23958
1994,Thuringa,Rural regions,Just Right,0.70910,166,209,0.64738,0.77083
1995,Schleswig-Holstein,Urban regions,Just Right,0.69680,51,51,0.56940,0.82421
1995,Schleswig-Holstein,Rural regions,Just Right,0.61102,46,46,0.46858,0.75346
1995,Hamburg,Urban regions,Just Right,0.70786,58,58,0.58981,0.82592
1995,Lower Saxony,Urban regions,A Bit Too Small,0.14134,45,237,0.09690,0.18579
1995,Lower Saxony,Urban regions,Just Right,0.72525,192,237,0.66830,0.78221
1995,Lower Saxony,Rural regions,A Bit Too Small,0.10318,31,246,0.06509,0.14127
1995,Lower Saxony,Rural regions,Just Right,0.71704,179,246,0.66063,0.77344
1995,Lower Saxony,Rural regions,A Bit Too Large,0.15525,36,246,0.10990,0.20059
1995,Bremen,Urban regions,Just Right,0.73374,36,36,0.58730,0.88017
1995,North Rhine-Westphalia,Urban regions,Much Too Small,0.02361,57,1246,0.01518,0.03204
1995,North Rhine-Westphalia,Urban regions,A Bit Too Small,0.15120,224,1246,0.13130,0.17110
1995,North Rhine-Westphalia,Urban regions,Just Right,0.73247,883,1246,0.70788,0.75706
1995,North Rhine-Westphalia,Urban regions,A Bit Too Large,0.08737,82,1246,0.07168,0.10305
1995,Hesse,Urban regions,A Bit Too Small,0.16411,80,349,0.12520,0.20302
1995,Hesse,Urban regions,Just Right,0.70816,269,349,0.66039,0.75592
1995,Hesse,Rural regions,Just Right,0.72853,51,51,0.60526,0.85180
1995,"Rhineland-Palatinate, Saarland",Urban regions,A Bit Too Small,0.14162,46,254,0.09865,0.18458
1995,"Rhineland-Palatinate, Saarland",Urban regions,Just Right,0.72264,208,254,0.66748,0.77781
1995,"Rhineland-Palatinate, Saarland",Rural regions,Just Right,0.74875,45,45,0.62058,0.87691
1995,Baden-Wuerttemberg,Urban regions,A Bit Too Small,0.13472,130,696,0.10933,0.16010
1995,Baden-Wuerttemberg,Urban regions,Just Right,0.77135,534,696,0.74013,0.80257
1995,Baden-Wuerttemberg,Urban regions,A Bit Too Large,0.07256,32,696,0.05327,0.09185
1995,Baden-Wuerttemberg,Rural regions,Just Right,0.73926,79,79,0.64183,0.83670
1995,Bavaria,Urban regions,A Bit Too Small,0.15421,77,427,0.11992,0.18851
1995,Bavaria,Urban regions,Just Right,0.69370,314,427,0.64992,0.73747
1995,Bavaria,Urban regions,A Bit Too Large,0.10519,36,427,0.07605,0.13432
1995,Bavaria,Rural regions,A Bit Too Small,0.11547,53,399,0.08407,0.14687
1995,Bavaria,Rural regions,Just Right,0.73802,307,399,0.69482,0.78122
1995,Bavaria,Rural regions,A Bit Too Large,0.11236,39,399,0.08133,0.14338
1995,Berlin,Urban regions,A Bit Too Small,0.25482,75,273,0.20304,0.30661
1995,Berlin,Urban regions,Just Right,0.61192,198,273,0.55401,0.66983
1995,Brandenburg,Rural regions,A Bit Too Small,0.16537,56,236,0.11787,0.21287
1995,Brandenburg,Rural regions,Just Right,0.69701,180,236,0.63825,0.75577
1995,Mecklenburg-Western Pomerania,Rural regions,Just Right,0.73506,128,128,0.65831,0.81181
1995,Saxony,Urban regions,A Bit Too Small,0.13801,46,254,0.09551,0.18052
1995,Saxony,Urban regions,Just Right,0.75113,208,254,0.69785,0.80440
1995,Saxony,Rural regions,A Bit Too Small,0.17552,44,210,0.12395,0.22710
1995,Saxony,Rural regions,Just Right,0.68173,166,210,0.61858,0.74488
1995,Saxony-Anhalt,Urban regions,Just Right,0.65691,42,42,0.51159,0.80223
1995,Saxony-Anhalt,Rural regions,A Bit Too Small,0.18029,54,241,0.13165,0.22892
1995,Saxony-Anhalt,Rural regions,Just Right,0.69043,187,241,0.63194,0.74892
1995,Thuringa,Urban regions,Just Right,0.80304,72,72,0.71053,0.89555
1995,Thuringa,Rural regions,A Bit Too Small,0.19859,45,207,0.14411,0.25307
1995,Thuringa,Rural regions,Just Right,0.71177,162,207,0.64992,0.77363
1996,Schleswig-Holstein,Urban regions,Just Right,0.66807,46,46,0.53048,0.80566
1996,Schleswig-Holstein,Rural regions,Just Right,0.59569,47,47,0.45387,0.73752
1996,Hamburg,Urban regions,Just Right,0.68572,58,58,0.56520,0.80623
1996,Lower Saxony,Urban regions,A Bit Too Small,0.15749,51,245,0.11178,0.20319
1996,Lower Saxony,Urban regions,Just Right,0.71917,194,245,0.66278,0.77556
1996,Lower Saxony,Rural regions,Just Right,0.70063,180,220,0.63997,0.76128
1996,Lower Saxony,Rural regions,A Bit Too Large,0.19480,40,220,0.14234,0.24725
1996,Bremen,Urban regions,Just Right,0.75794,39,39,0.62175,0.89413
1996,North Rhine-Westphalia,Urban regions,Much Too Small,0.02029,51,1233,0.01242,0.02817
1996,North Rhine-Westphalia,Urban regions,A Bit Too Small,0.14905,213,1233,0.12916,0.16893
1996,North Rhine-Westphalia,Urban regions,Just Right,0.72298,879,1233,0.69799,0.74797
1996,North Rhine-Westphalia,Urban regions,A Bit Too Large,0.09765,90,1233,0.08108,0.11423
1996,Hesse,Urban regions,A Bit Too Small,0.17324,74,341,0.13301,0.21347
1996,Hesse,Urban regions,Just Right,0.71795,267,341,0.67012,0.76578
1996,Hesse,Rural regions,Just Right,0.82196,57,57,0.72176,0.92215
1996,"Rhineland-Palatinate, Saarland",Urban regions,A Bit Too Small,0.14754,42,246,0.10313,0.19195
1996,"Rhineland-Palatinate, Saarland",Urban regions,Just Right,0.71564,204,246,0.65915,0.77213
1996,"Rhineland-Palatinate, Saarland",Rural regions,Just Right,0.64389,37,37,0.48746,0.80031
1996,Baden-Wuerttemberg,Urban regions,A Bit Too Small,0.12898,124,690,0.10395,0.15401
1996,Baden-Wuerttemberg,Urban regions,Just Right,0.75204,522,690,0.71979,0.78428
1996,Baden-Wuerttemberg,Urban regions,A Bit Too Large,0.08766,44,690,0.06654,0.10877
1996,Baden-Wuerttemberg,Rural regions,Just Right,0.72197,78,78,0.62190,0.82205
1996,Bavaria,Urban regions,A Bit Too Small,0.18226,89,426,0.14556,0.21897
1996,Bavaria,Urban regions,Just Right,0.67629,304,426,0.63180,0.72077
1996,Bavaria,Urban regions,A Bit Too Large,0.11344,33,426,0.08329,0.14360
1996,Bavaria,Rural regions,A Bit Too Small,0.09707,49,403,0.06813,0.12601
1996,Bavaria,Rural regions,Just Right,0.75118,315,403,0.70891,0.79344
1996,Bavaria,Rural regions,A Bit Too Large,0.11242,39,403,0.08154,0.14330
1996,Berlin,Urban regions,A Bit Too Small,0.23359,77,271,0.18312,0.28406
1996,Berlin,Urban regions,Just Right,0.65549,194,271,0.59881,0.71218
1996,Brandenburg,Rural regions,A Bit Too Small,0.17640,55,246,0.12867,0.22413
1996,Brandenburg,Rural regions,Just Right,0.70549,191,246,0.64841,0.76257
1996,Mecklenburg-Western Pomerania,Rural regions,A Bit Too Small,0.16376,31,154,0.10512,0.22240
1996,Mecklenburg-Western Pomerania,Rural regions,Just Right,0.73752,123,154,0.66780,0.80723
1996,Saxony,Urban regions,A Bit Too Small,0.15471,47,254,0.11015,0.19927
1996,Saxony,Urban regions,Just Right,0.70305,207,254,0.64675,0.75935
1996,Saxony,Rural regions,A Bit Too Small,0.16131,42,228,0.11346,0.20916
1996,Saxony,Rural regions,Just Right,0.70864,186,228,0.64953,0.76775
1996,Saxony-Anhalt,Urban regions,Just Right,0.62098,44,44,0.47597,0.76599
1996,Saxony-Anhalt,Rural regions,A Bit Too Small,0.17108,48,224,0.12165,0.22051
1996,Saxony-Anhalt,Rural regions,Just Right,0.70184,176,224,0.64180,0.76188
1996,Thuringa,Urban regions,Just Right,0.78199,69,69,0.68385,0.88012
1996,Thuringa,Rural regions,A Bit Too Small,0.15065,37,207,0.10180,0.19950
1996,Thuringa,Rural regions,Just Right,0.75554,170,207,0.69685,0.81423
1997,Schleswig-Holstein,Urban regions,Just Right,0.66107,46,46,0.52277,0.79938
1997,Schleswig-Holstein,Rural regions,Just Right,0.59463,47,47,0.45275,0.73651
1997,Hamburg,Urban regions,Just Right,0.73024,56,56,0.61294,0.84754
1997,Lower Saxony,Urban regions,A Bit Too Small,0.14867,40,236,0.10318,0.19416
1997,Lower Saxony,Urban regions,Just Right,0.72418,196,236,0.66704,0.78132
1997,Lower Saxony,Rural regions,A Bit Too Small,0.10435,32,248,0.06622,0.14248
1997,Lower Saxony,Rural regions,Just Right,0.72669,185,248,0.67112,0.78227
1997,Lower Saxony,Rural regions,A Bit Too Large,0.14827,31,248,0.10395,0.19259
1997,Bremen,Urban regions,Just Right,0.77793,41,41,0.64912,0.90673
1997,North Rhine-Westphalia,Urban regions,Much Too Small,0.01898,39,1217,0.01131,0.02665
1997,North Rhine-Westphalia,Urban regions,A Bit Too Small,0.15755,216,1217,0.13708,0.17803
1997,North Rhine-Westphalia,Urban regions,Just Right,0.70716,866,1217,0.68158,0.73274
1997,North Rhine-Westphalia,Urban regions,A Bit Too Large,0.10372,96,1217,0.08659,0.12086
1997,Hesse,Urban regions,A Bit Too Small,0.16302,71,330,0.12311,0.20294
1997,Hesse,Urban regions,Just Right,0.72616,259,330,0.67798,0.77435
1997,Hesse,Rural regions,Just Right,0.70420,47,47,0.57230,0.83609
1997,"Rhineland-Palatinate, Saarland",Urban regions,A Bit Too Small,0.13840,45,273,0.09736,0.17944
1997,"Rhineland-Palatinate, Saarland",Urban regions,Just Right,0.77113,228,273,0.72120,0.82105
1997,"Rhineland-Palatinate, Saarland",Rural regions,Just Right,0.68436,40,40,0.53849,0.83023
1997,Baden-Wuerttemberg,Urban regions,A Bit Too Small,0.14140,127,714,0.11583,0.16698
1997,Baden-Wuerttemberg,Urban regions,Just Right,0.74009,537,714,0.70790,0.77228
1997,Baden-Wuerttemberg,Urban regions,A Bit Too Large,0.10275,50,714,0.08047,0.12504
1997,Baden-Wuerttemberg,Rural regions,Just Right,0.71776,72,72,0.61307,0.82246
1997,Bavaria,Urban regions,A Bit Too Small,0.16437,85,415,0.12867,0.20007
1997,Bavaria,Urban regions,Just Right,0.68805,298,415,0.64342,0.73268
1997,Bavaria,Urban regions,A Bit Too Large,0.10494,32,415,0.07541,0.13446
1997,Bavaria,Rural regions,A Bit Too Small,0.13254,58,404,0.09944,0.16565
1997,Bavaria,Rural regions,Just Right,0.71650,306,404,0.67250,0.76051
1997,Bavaria,Rural regions,A Bit Too Large,0.13832,40,404,0.10461,0.17203
1997,Berlin,Urban regions,A Bit Too Small,0.24094,71,272,0.19002,0.29185
1997,Berlin,Urban regions,Just Right,0.65703,201,272,0.60051,0.71355
1997,Brandenburg,Rural regions,A Bit Too Small,0.18122,61,253,0.13366,0.22878
1997,Brandenburg,Rural regions,Just Right,0.67739,192,253,0.61967,0.73510
1997,Mecklenburg-Western Pomerania,Rural regions,Just Right,0.72605,123,123,0.64691,0.80519
1997,Saxony,Urban regions,A Bit Too Small,0.16422,49,248,0.11801,0.21042
1997,Saxony,Urban regions,Just Right,0.70781,199,248,0.65110,0.76453
1997,Saxony,Rural regions,A Bit Too Small,0.16380,40,230,0.11586,0.21173
1997,Saxony,Rural regions,Just Right,0.71862,190,230,0.66037,0.77686
1997,Saxony-Anhalt,Urban regions,Just Right,0.69494,50,50,0.56602,0.82386
1997,Saxony-Anhalt,Rural regions,A Bit Too Small,0.12729,35,226,0.08374,0.17084
1997,Saxony-Anhalt,Rural regions,Just Right,0.75885,191,226,0.70296,0.81475
1997,Thuringa,Urban regions,Just Right,0.70748,68,68,0.59854,0.81641
1997,Thuringa,Rural regions,A Bit Too Small,0.15067,33,206,0.10170,0.19964
1997,Thuringa,Rural regions,Just Right,0.78674,173,206,0.73066,0.84281
1998,Schleswig-Holstein,Urban regions,Just Right,0.69113,70,70,0.58211,0.80015
1998,Schleswig-Holstein,Rural regions,Just Right,0.64694,60,60,0.52499,0.76890
1998,Hamburg,Urban regions,Just Right,0.60167,60,60,0.47675,0.72659
1998,Lower Saxony,Urban regions,A Bit Too Small,0.17029,53,268,0.12521,0.21538
1998,Lower Saxony,Urban regions,Just Right,0.71189,215,268,0.65757,0.76621
1998,Lower Saxony,Rural regions,Just Right,0.68802,212,261,0.63171,0.74434
1998,Lower Saxony,Rural regions,A Bit Too Large,0.20068,49,261,0.15199,0.24936
1998,Bremen,Urban regions,Just Right,0.65846,39,39,0.50768,0.80924
1998,North Rhine-Westphalia,Urban regions,Much Too Small,0.02794,55,1395,0.01929,0.03660
1998,North Rhine-Westphalia,Urban regions,A Bit Too Small,0.14644,233,1395,0.12788,0.16500
1998,North Rhine-Westphalia,Urban regions,Just Right,0.71734,1002,1395,0.69370,0.74098
1998,North Rhine-Westphalia,Urban regions,A Bit Too Large,0.09438,105,1395,0.07903,0.10973
1998,Hesse,Urban regions,A Bit Too Small,0.14692,65,383,0.11142,0.18243
1998,Hesse,Urban regions,Just Right,0.72381,284,383,0.67897,0.76864
1998,Hesse,Urban regions,A Bit Too Large,0.08819,34,383,0.05976,0.11663
1998,Hesse,Rural regions,Just Right,0.83644,59,59,0.74125,0.93163
1998,"Rhineland-Palatinate, Saarland",Urban regions,A Bit Too Small,0.14481,50,305,0.10525,0.18437
1998,"Rhineland-Palatinate, Saarland",Urban regions,Just Right,0.70616,222,305,0.65495,0.75736
1998,"Rhineland-Palatinate, Saarland",Urban regions,A Bit Too Large,0.10246,33,305,0.06837,0.13655
1998,"Rhineland-Palatinate, Saarland",Rural regions,Just Right,0.73679,61,61,0.62535,0.84822
1998,Baden-Wuerttemberg,Urban regions,A Bit Too Small,0.11266,118,781,0.09047,0.13485
1998,Baden-Wuerttemberg,Urban regions,Just Right,0.74880,594,781,0.71836,0.77924
1998,Baden-Wuerttemberg,Urban regions,A Bit Too Large,0.11303,69,781,0.09081,0.13525
1998,Baden-Wuerttemberg,Rural regions,Just Right,0.73471,78,78,0.63610,0.83332
1998,Bavaria,Urban regions,A Bit Too Small,0.16680,100,466,0.13292,0.20069
1998,Bavaria,Urban regions,Just Right,0.69031,327,466,0.64828,0.73233
1998,Bavaria,Urban regions,A Bit Too Large,0.09680,39,466,0.06992,0.12368
1998,Bavaria,Rural regions,A Bit Too Small,0.09404,51,463,0.06743,0.12066
1998,Bavaria,Rural regions,Just Right,0.75234,368,463,0.71298,0.79170
1998,Bavaria,Rural regions,A Bit Too Large,0.11109,44,463,0.08244,0.13975
1998,Berlin,Urban regions,A Bit Too Small,0.24782,76,281,0.19724,0.29839
1998,Berlin,Urban regions,Just Right,0.64667,205,281,0.59068,0.70266
1998,Brandenburg,Rural regions,A Bit Too Small,0.15090,49,272,0.10828,0.19351
1998,Brandenburg,Rural regions,Just Right,0.73356,223,272,0.68093,0.78620
1998,Mecklenburg-Western Pomerania,Rural regions,Just Right,0.72198,133,133,0.64554,0.79841
1998,Saxony,Urban regions,A Bit Too Small,0.15400,45,285,0.11202,0.19597
1998,Saxony,Urban regions,Just Right,0.70389,208,285,0.65079,0.75699
1998,Saxony,Urban regions,A Bit Too Large,0.11695,32,285,0.07957,0.15432
1998,Saxony,Rural regions,A Bit Too Small,0.13327,40,282,0.09353,0.17301
1998,Saxony,Rural regions,Just Right,0.71124,209,282,0.65825,0.76423
1998,Saxony,Rural regions,A Bit Too Large,0.12775,33,282,0.08872,0.16678
1998,Saxony-Anhalt,Urban regions,Just Right,0.60450,46,46,0.46163,0.74736
1998,Saxony-Anhalt,Rural regions,A Bit Too Small,0.14037,42,248,0.09705,0.18370
1998,Saxony-Anhalt,Rural regions,Just Right,0.71369,206,248,0.65732,0.77007
1998,Thuringa,Urban regions,Just Right,0.64912,69,69,0.53568,0.76255
1998,Thuringa,Rural regions,Just Right,0.81183,193,193,0.75655,0.86712
1999,Schleswig-Holstein,Urban regions,Just Right,0.70018,63,63,0.58613,0.81423
1999,Schleswig-Holstein,Rural regions,Just Right,0.74795,68,68,0.64398,0.85191
1999,Hamburg,Urban regions,Just Right,0.70023,62,62,0.58525,0.81520
1999,Lower Saxony,Urban regions,A Bit Too Small,0.12372,44,268,0.08422,0.16321
1999,Lower Saxony,Urban regions,Just Right,0.74027,224,268,0.68768,0.79287
1999,Lower Saxony,Rural regions,A Bit Too Small,0.10690,35,289,0.07122,0.14259
1999,Lower Saxony,Rural regions,Just Right,0.68923,212,289,0.63578,0.74268
1999,Lower Saxony,Rural regions,A Bit Too Large,0.18111,42,289,0.13663,0.22559
1999,Bremen,Urban regions,Just Right,0.69066,37,37,0.53967,0.84165
1999,North Rhine-Westphalia,Urban regions,Much Too Small,0.02075,38,1368,0.01320,0.02831
1999,North Rhine-Westphalia,Urban regions,A Bit Too Small,0.14293,226,1368,0.12437,0.16148
1999,North Rhine-Westphalia,Urban regions,Just Right,0.73389,1002,1368,0.71046,0.75732
1999,North Rhine-Westphalia,Urban regions,A Bit Too Large,0.09548,102,1368,0.07991,0.11106
1999,Hesse,Urban regions,A Bit Too Small,0.18842,75,379,0.14900,0.22784
1999,Hesse,Urban regions,Just Right,0.69213,271,379,0.64560,0.73867
1999,Hesse,Urban regions,A Bit Too Large,0.08864,33,379,0.05998,0.11729
1999,Hesse,Rural regions,Just Right,0.72974,46,46,0.59998,0.85949
1999,"Rhineland-Palatinate, Saarland",Urban regions,A Bit Too Small,0.10054,36,305,0.06673,0.13434
1999,"Rhineland-Palatinate, Saarland",Urban regions,Just Right,0.73401,234,305,0.68434,0.78368
1999,"Rhineland-Palatinate, Saarland",Urban regions,A Bit Too Large,0.12872,35,305,0.09107,0.16636
1999,"Rhineland-Palatinate, Saarland",Rural regions,Just Right,0.75400,61,61,0.64503,0.86298
1999,Baden-Wuerttemberg,Urban regions,A Bit Too Small,0.11199,107,747,0.08936,0.13463
1999,Baden-Wuerttemberg,Urban regions,Just Right,0.74887,575,747,0.71775,0.77999
1999,Baden-Wuerttemberg,Urban regions,A Bit Too Large,0.10788,65,747,0.08562,0.13015
1999,Baden-Wuerttemberg,Rural regions,Just Right,0.66967,66,66,0.55533,0.78401
1999,Bavaria,Urban regions,A Bit Too Small,0.19847,102,469,0.16234,0.23461
1999,Bavaria,Urban regions,Just Right,0.69888,331,469,0.65731,0.74044
1999,Bavaria,Urban regions,A Bit Too Large,0.08899,36,469,0.06320,0.11479
1999,Bavaria,Rural regions,A Bit Too Small,0.12752,58,455,0.09684,0.15821
1999,Bavaria,Rural regions,Just Right,0.76576,357,455,0.72680,0.80472
1999,Bavaria,Rural regions,A Bit Too Large,0.09348,40,455,0.06670,0.12026
1999,Berlin,Urban regions,A Bit Too Small,0.23293,69,273,0.18269,0.28316
1999,Berlin,Urban regions,Just Right,0.67338,204,273,0.61764,0.72911
1999,Brandenburg,Rural regions,A Bit Too Small,0.13136,41,262,0.09038,0.17234
1999,Brandenburg,Rural regions,Just Right,0.77703,221,262,0.72653,0.82753
1999,Mecklenburg-Western Pomerania,Rural regions,Just Right,0.77385,131,131,0.70194,0.84577
1999,Saxony,Urban regions,A Bit Too Small,0.14533,47,258,0.10224,0.18842
1999,Saxony,Urban regions,Just Right,0.74437,211,258,0.69103,0.79770
1999,Saxony,Rural regions,A Bit Too Small,0.15789,47,264,0.11382,0.20196
1999,Saxony,Rural regions,Just Right,0.74752,217,264,0.69501,0.80002
1999,Saxony-Anhalt,Urban regions,Just Right,0.69965,53,53,0.57505,0.82424
1999,Saxony-Anhalt,Rural regions,A Bit Too Small,0.09687,33,249,0.06006,0.13368
1999,Saxony-Anhalt,Rural regions,Just Right,0.78000,216,249,0.72844,0.83156
1999,Thuringa,Urban regions,Just Right,0.74058,79,79,0.64331,0.83785
1999,Thuringa,Rural regions,A Bit Too Small,0.13205,32,228,0.08801,0.17609
1999,Thuringa,Rural regions,Just Right,0.80280,196,228,0.75104,0.85456
2000,Schleswig-Holstein,Urban regions,Just Right,0.81831,136,136,0.75327,0.88336
2000,Schleswig-Holstein,Rural regions,Just Right,0.70878,173,173,0.64088,0.77668
2000,Hamburg,Urban regions,A Bit Too Small,0.23071,47,169,0.16701,0.29442
2000,Hamburg,Urban regions,Just Right,0.64627,122,169,0.57397,0.71857
2000,Lower Saxony,Urban regions,A Bit Too Small,0.12103,62,520,0.09297,0.14909
2000,Lower Saxony,Urban regions,Just Right,0.73679,400,520,0.69890,0.77467
2000,Lower Saxony,Urban regions,A Bit Too Large,0.10707,58,520,0.08047,0.13367
2000,Lower Saxony,Rural regions,A Bit Too Small,0.13051,66,526,0.10170,0.15933
2000,Lower Saxony,Rural regions,Just Right,0.68806,377,526,0.64843,0.72769
2000,Lower Saxony,Rural regions,A Bit Too Large,0.15043,83,526,0.11985,0.18101
2000,Bremen,Urban regions,Just Right,0.74829,86,86,0.65602,0.84055
2000,North Rhine-Westphalia,Urban regions,Much Too Small,0.01841,57,2649,0.01329,0.02353
2000,North Rhine-Westphalia,Urban regions,A Bit Too Small,0.14166,388,2649,0.12838,0.15494
2000,North Rhine-Westphalia,Urban regions,Just Right,0.73243,1960,2649,0.71556,0.74929
2000,North Rhine-Westphalia,Urban regions,A Bit Too Large,0.09781,244,2649,0.08649,0.10912
2000,North Rhine-Westphalia,Rural regions,Just Right,0.83195,63,63,0.73887,0.92502
2000,Hesse,Urban regions,A Bit Too Small,0.15715,124,701,0.13019,0.18412
2000,Hesse,Urban regions,Just Right,0.73718,526,701,0.70458,0.76979
2000,Hesse,Urban regions,A Bit Too Large,0.06747,51,701,0.04889,0.08605
2000,Hesse,Rural regions,Just Right,0.77220,124,124,0.69808,0.84632
2000,"Rhineland-Palatinate, Saarland",Urban regions,A Bit Too Small,0.14723,89,579,0.11835,0.17612
2000,"Rhineland-Palatinate, Saarland",Urban regions,Just Right,0.71125,426,579,0.67430,0.74819
2000,"Rhineland-Palatinate, Saarland",Urban regions,A Bit Too Large,0.11988,64,579,0.09340,0.14637
2000,"Rhineland-Palatinate, Saarland",Rural regions,Just Right,0.69250,130,130,0.61286,0.77213
2000,Baden-Wuerttemberg,Urban regions,Much Too Small,0.01904,31,1360,0.01178,0.02631
2000,Baden-Wuerttemberg,Urban regions,A Bit Too Small,0.13178,201,1360,0.11379,0.14976
2000,Baden-Wuerttemberg,Urban regions,Just Right,0.76465,1034,1360,0.74210,0.78720
2000,Baden-Wuerttemberg,Urban regions,A Bit Too Large,0.07454,94,1360,0.06058,0.08851
2000,Baden-Wuerttemberg,Rural regions,Just Right,0.78931,120,120,0.71604,0.86258
2000,Bavaria,Urban regions,A Bit Too Small,0.13688,123,856,0.11384,0.15992
2000,Bavaria,Urban regions,Just Right,0.74338,661,856,0.71410,0.77265
2000,Bavaria,Urban regions,A Bit Too Large,0.08878,72,856,0.06972,0.10785
2000,Bavaria,Rural regions,A Bit Too Small,0.09110,89,892,0.07220,0.10999
2000,Bavaria,Rural regions,Just Right,0.77731,719,892,0.74999,0.80462
2000,Bavaria,Rural regions,A Bit Too Large,0.10019,84,892,0.08047,0.11990
2000,Berlin,Urban regions,A Bit Too Small,0.24250,117,488,0.20443,0.28057
2000,Berlin,Urban regions,Just Right,0.65362,338,488,0.61136,0.69588
2000,Berlin,Urban regions,A Bit Too Large,0.06556,33,488,0.04357,0.08754
2000,Brandenburg,Rural regions,A Bit Too Small,0.13230,66,485,0.10212,0.16249
2000,Brandenburg,Rural regions,Just Right,0.75756,385,485,0.71938,0.79574
2000,Brandenburg,Rural regions,A Bit Too Large,0.07697,34,485,0.05322,0.10072
