,Unnamed: 0,year,bula_h,sampreg,hgseval,proportion,n,N,proportion_lower_confidence,proportion_upper_confidence
921,921,2009,Bavaria,West,A Bit Too Large,0.13884,199,9742,0.12416,0.15536
922,922,2009,Berlin,West,A Bit Too Small,0.27066,50,9742,0.21857,0.31899
923,923,2009,Berlin,West,Just Right,0.72934,157,9742,0.63737,0.8113
924,924,2009,Berlin,East,A Bit Too Small,0.20315,37,9742,0.16193,0.24699
925,925,2009,Berlin,East,Just Right,0.79685,139,9742,0.71747,0.91551
926,926,2009,Brandenburg,East,A Bit Too Small,0.14263,64,9742,0.11271,0.18215
927,927,2009,Brandenburg,East,Just Right,0.75991,341,9742,0.70091,0.82634
928,928,2009,Brandenburg,East,A Bit Too Large,0.09746,36,9742,0.06168,0.13938
929,929,2009,Mecklenburg-Western Pomerania,East,Just Right,1.0,201,9742,0.86869,1.12803
930,930,2009,Saxony,East,A Bit Too Small,0.13349,92,9742,0.10727,0.17097
931,931,2009,Saxony,East,Just Right,0.77699,566,9742,0.72224,0.83888
932,932,2009,Saxony,East,A Bit Too Large,0.08952,83,9742,0.07694,0.10698
933,933,2009,Saxony-Anhalt,East,A Bit Too Small,0.12727,42,9742,0.09033,0.1687
934,934,2009,Saxony-Anhalt,East,Just Right,0.71892,317,9742,0.66141,0.77771
935,935,2009,Saxony-Anhalt,East,A Bit Too Large,0.15381,54,9742,0.1207,0.20228
936,936,2009,Thuringa,East,A Bit Too Small,0.15322,58,9742,0.10688,0.20293
937,937,2009,Thuringa,East,Just Right,0.73526,330,9742,0.65655,0.81958
938,938,2009,Thuringa,East,A Bit Too Large,0.11152,55,9742,0.08731,0.14509
939,939,2010,Schleswig-Holstein,West,A Bit Too Small,0.1368,78,13362,0.10145,0.18187
940,940,2010,Schleswig-Holstein,West,Just Right,0.73466,305,13362,0.64958,0.85086
941,941,2010,Schleswig-Holstein,West,A Bit Too Large,0.12854,42,13362,0.1003,0.16326
942,942,2010,Hamburg,West,A Bit Too Small,0.21935,61,13362,0.15701,0.27682
943,943,2010,Hamburg,West,Just Right,0.78065,157,13362,0.65967,0.90609
944,944,2010,Lower Saxony,West,A Bit Too Small,0.11069,184,13362,0.08918,0.13381
945,945,2010,Lower Saxony,West,Just Right,0.67801,848,13362,0.62126,0.7293
946,946,2010,Lower Saxony,West,A Bit Too Large,0.16582,157,13362,0.1426,0.19299
947,947,2010,Lower Saxony,West,Much Too Large,0.04547,39,13362,0.03569,0.05666
948,948,2010,Bremen,West,Just Right,1.0,65,13362,0.76659,1.25349
949,949,2010,North Rhine-Westphalia,West,Much Too Small,0.00961,86,13362,0.00671,0.01337
950,950,2010,North Rhine-Westphalia,West,A Bit Too Small,0.11898,480,13362,0.10387,0.13386
951,951,2010,North Rhine-Westphalia,West,Just Right,0.72758,1936,13362,0.68897,0.7607
952,952,2010,North Rhine-Westphalia,West,A Bit Too Large,0.12397,275,13362,0.10999,0.13966
953,953,2010,North Rhine-Westphalia,West,Much Too Large,0.01986,34,13362,0.01508,0.02555
954,954,2010,Hesse,West,Much Too Small,0.02586,45,13362,0.01456,0.04249
955,955,2010,Hesse,West,A Bit Too Small,0.15513,193,13362,0.12486,0.19312
956,956,2010,Hesse,West,Just Right,0.69332,613,13362,0.63974,0.75315
957,957,2010,Hesse,West,A Bit Too Large,0.12569,96,13362,0.10368,0.14793
958,958,2010,"Rhineland-Palatinate, Saarland",West,A Bit Too Small,0.10672,103,13362,0.08305,0.14447
959,959,2010,"Rhineland-Palatinate, Saarland",West,Just Right,0.71055,526,13362,0.64636,0.7684
960,960,2010,"Rhineland-Palatinate, Saarland",West,A Bit Too Large,0.18273,113,13362,0.15713,0.20907
961,961,2010,Baden-Wuerttemberg,West,Much Too Small,0.0116,55,13362,0.00844,0.01604
962,962,2010,Baden-Wuerttemberg,West,A Bit Too Small,0.13272,304,13362,0.1119,0.15087
963,963,2010,Baden-Wuerttemberg,West,Just Right,0.70106,1062,13362,0.6548,0.75131
964,964,2010,Baden-Wuerttemberg,West,A Bit Too Large,0.15462,173,13362,0.13379,0.17704
965,965,2010,Bavaria,West,Much Too Small,0.01197,53,13362,0.00853,0.01665
966,966,2010,Bavaria,West,A Bit Too Small,0.15894,371,13362,0.13848,0.18681
967,967,2010,Bavaria,West,Just Right,0.68332,1334,13362,0.64206,0.72446
968,968,2010,Bavaria,West,A Bit Too Large,0.14577,245,13362,0.12912,0.16311
969,969,2010,Berlin,West,A Bit Too Small,0.23747,90,13362,0.17548,0.29535
970,970,2010,Berlin,West,Just Right,0.76253,219,13362,0.67287,0.85955
971,971,2010,Berlin,East,A Bit Too Small,0.19478,57,13362,0.13159,0.26494
972,972,2010,Berlin,East,Just Right,0.80522,160,13362,0.69703,0.92438
973,973,2010,Brandenburg,East,A Bit Too Small,0.14141,93,13362,0.10357,0.18853
974,974,2010,Brandenburg,East,Just Right,0.73205,392,13362,0.65868,0.80523
975,975,2010,Brandenburg,East,A Bit Too Large,0.12654,52,13362,0.08907,0.16773
976,976,2010,Mecklenburg-Western Pomerania,East,A Bit Too Small,0.13259,54,13362,0.08404,0.18605
977,977,2010,Mecklenburg-Western Pomerania,East,Just Right,0.73871,247,13362,0.63873,0.82993
978,978,2010,Mecklenburg-Western Pomerania,East,A Bit Too Large,0.1287,39,13362,0.09434,0.16944
979,979,2010,Saxony,East,A Bit Too Small,0.14834,171,13362,0.12125,0.18446
980,980,2010,Saxony,East,Just Right,0.74902,647,13362,0.67846,0.81693
981,981,2010,Saxony,East,A Bit Too Large,0.10264,80,13362,0.08176,0.12362
982,982,2010,Saxony-Anhalt,East,A Bit Too Small,0.13447,83,13362,0.09975,0.18771
983,983,2010,Saxony-Anhalt,East,Just Right,0.70514,365,13362,0.62635,0.77495
984,984,2010,Saxony-Anhalt,East,A Bit Too Large,0.16039,62,13362,0.12192,0.20298
985,985,2010,Thuringa,East,A Bit Too Small,0.12203,85,13362,0.08382,0.16545
986,986,2010,Thuringa,East,Just Right,0.79323,386,13362,0.69433,0.88595
987,987,2010,Thuringa,East,A Bit Too Large,0.08474,47,13362,0.06689,0.11077
988,988,2011,Schleswig-Holstein,West,A Bit Too Small,0.09982,94,16285,0.07583,0.13025
989,989,2011,Schleswig-Holstein,West,Just Right,0.75739,433,16285,0.67649,0.84673
990,990,2011,Schleswig-Holstein,West,A Bit Too Large,0.14279,57,16285,0.11744,0.17504
991,991,2011,Hamburg,West,A Bit Too Small,0.22122,71,16285,0.16019,0.27539
992,992,2011,Hamburg,West,Just Right,0.77878,170,16285,0.68541,0.8963
993,993,2011,Lower Saxony,West,Much Too Small,0.01825,31,16285,0.01074,0.02986
994,994,2011,Lower Saxony,West,A Bit Too Small,0.10226,190,16285,0.085,0.12259
995,995,2011,Lower Saxony,West,Just Right,0.68026,1044,16285,0.64073,0.71677
996,996,2011,Lower Saxony,West,A Bit Too Large,0.16379,212,16285,0.14209,0.18619
997,997,2011,Lower Saxony,West,Much Too Large,0.03544,37,16285,0.02921,0.04344
998,998,2011,Bremen,West,Just Right,1.0,83,16285,0.85189,1.18058
999,999,2011,North Rhine-Westphalia,West,Much Too Small,0.01056,79,16285,0.00826,0.01339
1000,1000,2011,North Rhine-Westphalia,West,A Bit Too Small,0.12606,528,16285,0.11325,0.14045
1001,1001,2011,North Rhine-Westphalia,West,Just Right,0.71086,2274,16285,0.68179,0.73649
1002,1002,2011,North Rhine-Westphalia,West,A Bit Too Large,0.13539,374,16285,0.12333,0.1471
1003,1003,2011,North Rhine-Westphalia,West,Much Too Large,0.01713,39,16285,0.01288,0.02186
1004,1004,2011,Hesse,West,Much Too Small,0.02443,52,16285,0.01574,0.03737
1005,1005,2011,Hesse,West,A Bit Too Small,0.15354,212,16285,0.12947,0.17762
1006,1006,2011,Hesse,West,Just Right,0.681,731,16285,0.62686,0.73129
1007,1007,2011,Hesse,West,A Bit Too Large,0.14104,141,16285,0.11801,0.16244
1008,1008,2011,"Rhineland-Palatinate, Saarland",West,A Bit Too Small,0.10239,114,16285,0.07992,0.12733
1009,1009,2011,"Rhineland-Palatinate, Saarland",West,Just Right,0.72762,650,16285,0.68199,0.77855
1010,1010,2011,"Rhineland-Palatinate, Saarland",West,A Bit Too Large,0.16999,134,16285,0.14714,0.19239
1011,1011,2011,Baden-Wuerttemberg,West,Much Too Small,0.01295,61,16285,0.00963,0.01688
1012,1012,2011,Baden-Wuerttemberg,West,A Bit Too Small,0.11314,320,16285,0.09838,0.12851
1013,1013,2011,Baden-Wuerttemberg,West,Just Right,0.70021,1360,16285,0.65531,0.73891
1014,1014,2011,Baden-Wuerttemberg,West,A Bit Too Large,0.14201,223,16285,0.12452,0.16045
1015,1015,2011,Baden-Wuerttemberg,West,Much Too Large,0.03169,37,16285,0.02529,0.03972
1016,1016,2011,Bavaria,West,Much Too Small,0.01293,58,16285,0.00907,0.01783
1017,1017,2011,Bavaria,West,A Bit Too Small,0.16049,456,16285,0.14579,0.18014
1018,1018,2011,Bavaria,West,Just Right,0.66492,1704,16285,0.63195,0.69829
1019,1019,2011,Bavaria,West,A Bit Too Large,0.14187,315,16285,0.1279,0.15761
1020,1020,2011,Bavaria,West,Much Too Large,0.01979,41,16285,0.01477,0.02492
1021,1021,2011,Berlin,West,A Bit Too Small,0.21155,79,16285,0.15855,0.27099
1022,1022,2011,Berlin,West,Just Right,0.70257,250,16285,0.6182,0.78322
1023,1023,2011,Berlin,West,A Bit Too Large,0.08587,31,16285,0.0596,0.11326
1024,1024,2011,Berlin,East,A Bit Too Small,0.22021,65,16285,0.16995,0.28116
1025,1025,2011,Berlin,East,Just Right,0.77979,202,16285,0.68673,0.86878
1026,1026,2011,Brandenburg,East,A Bit Too Small,0.11956,100,16285,0.08876,0.15184
1027,1027,2011,Brandenburg,East,Just Right,0.75799,490,16285,0.69526,0.81991
1028,1028,2011,Brandenburg,East,A Bit Too Large,0.12245,60,16285,0.09302,0.16538
1029,1029,2011,Mecklenburg-Western Pomerania,East,A Bit Too Small,0.13158,67,16285,0.09471,0.16581
1030,1030,2011,Mecklenburg-Western Pomerania,East,Just Right,0.74735,283,16285,0.64936,0.83865
1031,1031,2011,Mecklenburg-Western Pomerania,East,A Bit Too Large,0.12107,41,16285,0.09311,0.15826
1032,1032,2011,Saxony,East,A Bit Too Small,0.13412,178,16285,0.1092,0.16035
1033,1033,2011,Saxony,East,Just Right,0.75403,755,16285,0.70529,0.80465
1034,1034,2011,Saxony,East,A Bit Too Large,0.11184,95,16285,0.09055,0.13591
1035,1035,2011,Saxony-Anhalt,East,A Bit Too Small,0.11823,100,16285,0.09152,0.14877
1036,1036,2011,Saxony-Anhalt,East,Just Right,0.76425,469,16285,0.69449,0.84061
1037,1037,2011,Saxony-Anhalt,East,A Bit Too Large,0.11751,61,16285,0.09202,0.14407
1038,1038,2011,Thuringa,East,A Bit Too Small,0.13164,100,16285,0.10614,0.16242
1039,1039,2011,Thuringa,East,Just Right,0.76773,465,16285,0.70364,0.84073
1040,1040,2011,Thuringa,East,A Bit Too Large,0.10063,69,16285,0.08336,0.11695
1041,1041,2012,Schleswig-Holstein,West,A Bit Too Small,0.08127,71,15994,0.06187,0.1017
1042,1042,2012,Schleswig-Holstein,West,Just Right,0.79243,452,15994,0.72613,0.87377
1043,1043,2012,Schleswig-Holstein,West,A Bit Too Large,0.12631,57,15994,0.10361,0.15976
1044,1044,2012,Hamburg,West,A Bit Too Small,0.19241,61,15994,0.14343,0.26666
1045,1045,2012,Hamburg,West,Just Right,0.80759,184,15994,0.71025,0.92372
1046,1046,2012,Lower Saxony,West,A Bit Too Small,0.09823,189,15994,0.07847,0.11994
1047,1047,2012,Lower Saxony,West,Just Right,0.69297,1021,15994,0.6467,0.73553
1048,1048,2012,Lower Saxony,West,A Bit Too Large,0.17377,214,15994,0.15561,0.19625
1049,1049,2012,Lower Saxony,West,Much Too Large,0.03503,36,15994,0.02889,0.04285
1050,1050,2012,Bremen,West,A Bit Too Small,0.19269,32,15994,0.12261,0.26218
1051,1051,2012,Bremen,West,Just Right,0.80731,83,15994,0.67243,0.94408
1052,1052,2012,North Rhine-Westphalia,West,Much Too Small,0.01262,71,15994,0.00836,0.01774
1053,1053,2012,North Rhine-Westphalia,West,A Bit Too Small,0.11449,490,15994,0.10265,0.12822
1054,1054,2012,North Rhine-Westphalia,West,Just Right,0.71779,2234,15994,0.69099,0.75144
1055,1055,2012,North Rhine-Westphalia,West,A Bit Too Large,0.12889,344,15994,0.11674,0.14038
1056,1056,2012,North Rhine-Westphalia,West,Much Too Large,0.02621,66,15994,0.02182,0.03116
1057,1057,2012,Hesse,West,Much Too Small,0.01977,31,15994,0.01267,0.0277
1058,1058,2012,Hesse,West,A Bit Too Small,0.14131,206,15994,0.11375,0.16874
1059,1059,2012,Hesse,West,Just Right,0.68904,725,15994,0.63405,0.74103
1060,1060,2012,Hesse,West,A Bit Too Large,0.14989,151,15994,0.12806,0.1716
1061,1061,2012,"Rhineland-Palatinate, Saarland",West,A Bit Too Small,0.09696,109,15994,0.07543,0.12254
1062,1062,2012,"Rhineland-Palatinate, Saarland",West,Just Right,0.73211,653,15994,0.68158,0.78732
1063,1063,2012,"Rhineland-Palatinate, Saarland",West,A Bit Too Large,0.17093,131,15994,0.15002,0.19493
1064,1064,2012,Baden-Wuerttemberg,West,Much Too Small,0.01801,45,15994,0.01155,0.02566
1065,1065,2012,Baden-Wuerttemberg,West,A Bit Too Small,0.11491,276,15994,0.09985,0.13155
1066,1066,2012,Baden-Wuerttemberg,West,Just Right,0.69594,1310,15994,0.65829,0.73375
1067,1067,2012,Baden-Wuerttemberg,West,A Bit Too Large,0.14305,230,15994,0.12494,0.15946
1068,1068,2012,Baden-Wuerttemberg,West,Much Too Large,0.0281,43,15994,0.02261,0.03431
1069,1069,2012,Bavaria,West,Much Too Small,0.02244,59,15994,0.0155,0.03
1070,1070,2012,Bavaria,West,A Bit Too Small,0.13537,412,15994,0.11958,0.15406
1071,1071,2012,Bavaria,West,Just Right,0.68077,1710,15994,0.64547,0.71392
1072,1072,2012,Bavaria,West,A Bit Too Large,0.146,314,15994,0.13203,0.161
1073,1073,2012,Bavaria,West,Much Too Large,0.01542,37,15994,0.01174,0.0192
1074,1074,2012,Berlin,West,A Bit Too Small,0.1945,73,15994,0.14843,0.23802
1075,1075,2012,Berlin,West,Just Right,0.7168,269,15994,0.64189,0.791
1076,1076,2012,Berlin,West,A Bit Too Large,0.0887,37,15994,0.06627,0.10953
1077,1077,2012,Berlin,East,A Bit Too Small,0.20162,65,15994,0.14423,0.26213
1078,1078,2012,Berlin,East,Just Right,0.79838,209,15994,0.70409,0.89701
1079,1079,2012,Brandenburg,East,A Bit Too Small,0.13842,93,15994,0.1075,0.18313
1080,1080,2012,Brandenburg,East,Just Right,0.74742,482,15994,0.68486,0.81446
1081,1081,2012,Brandenburg,East,A Bit Too Large,0.11416,69,15994,0.08727,0.1382
1082,1082,2012,Mecklenburg-Western Pomerania,East,A Bit Too Small,0.14816,54,15994,0.09259,0.2086
1083,1083,2012,Mecklenburg-Western Pomerania,East,Just Right,0.70816,275,15994,0.62894,0.78752
1084,1084,2012,Mecklenburg-Western Pomerania,East,A Bit Too Large,0.14368,52,15994,0.11321,0.18589
1085,1085,2012,Saxony,East,A Bit Too Small,0.12094,164,15994,0.10486,0.13828
1086,1086,2012,Saxony,East,Just Right,0.76122,783,15994,0.71287,0.81432
1087,1087,2012,Saxony,East,A Bit Too Large,0.11785,99,15994,0.09782,0.13591
1088,1088,2012,Saxony-Anhalt,East,A Bit Too Small,0.09837,74,15994,0.06926,0.13303
1089,1089,2012,Saxony-Anhalt,East,Just Right,0.76742,458,15994,0.69504,0.83613
1090,1090,2012,Saxony-Anhalt,East,A Bit Too Large,0.13421,68,15994,0.10762,0.16399
1091,1091,2012,Thuringa,East,A Bit Too Small,0.12297,85,15994,0.09604,0.1622
1092,1092,2012,Thuringa,East,Just Right,0.77797,471,15994,0.70672,0.8429
1093,1093,2012,Thuringa,East,A Bit Too Large,0.09907,67,15994,0.07878,0.12801
1094,1094,2013,Schleswig-Holstein,West,A Bit Too Small,0.12498,96,17532,0.09718,0.15895
1095,1095,2013,Schleswig-Holstein,West,Just Right,0.72653,463,17532,0.65131,0.80366
1096,1096,2013,Schleswig-Holstein,West,A Bit Too Large,0.14849,64,17532,0.11773,0.1744
1097,1097,2013,Hamburg,West,A Bit Too Small,0.19804,75,17532,0.14086,0.25353
1098,1098,2013,Hamburg,West,Just Right,0.80196,226,17532,0.67784,0.91453
1099,1099,2013,Lower Saxony,West,Much Too Small,0.02307,44,17532,0.01514,0.03517
1100,1100,2013,Lower Saxony,West,A Bit Too Small,0.09306,209,17532,0.0767,0.11095
1101,1101,2013,Lower Saxony,West,Just Right,0.69069,1134,17532,0.64471,0.72877
1102,1102,2013,Lower Saxony,West,A Bit Too Large,0.15074,200,17532,0.13263,0.16814
1103,1103,2013,Lower Saxony,West,Much Too Large,0.04244,41,17532,0.03402,0.0534
1104,1104,2013,Bremen,West,Just Right,1.0,97,17532,0.79088,1.27487
1105,1105,2013,North Rhine-Westphalia,West,Much Too Small,0.01491,99,17532,0.01098,0.01924
1106,1106,2013,North Rhine-Westphalia,West,A Bit Too Small,0.10846,560,17532,0.09783,0.12063
1107,1107,2013,North Rhine-Westphalia,West,Just Right,0.71918,2579,17532,0.68731,0.7465
1108,1108,2013,North Rhine-Westphalia,West,A Bit Too Large,0.13456,369,17532,0.12416,0.14869
1109,1109,2013,North Rhine-Westphalia,West,Much Too Large,0.02289,57,17532,0.01837,0.02751
1110,1110,2013,Hesse,West,Much Too Small,0.01654,48,17532,0.01223,0.02069
1111,1111,2013,Hesse,West,A Bit Too Small,0.13429,256,17532,0.11603,0.15151
1112,1112,2013,Hesse,West,Just Right,0.6879,812,17532,0.64276,0.74518
1113,1113,2013,Hesse,West,A Bit Too Large,0.16126,168,17532,0.13789,0.18051
1114,1114,2013,"Rhineland-Palatinate, Saarland",West,Much Too Small,0.01455,32,17532,0.01001,0.02138
1115,1115,2013,"Rhineland-Palatinate, Saarland",West,A Bit Too Small,0.08819,116,17532,0.06864,0.10823
1116,1116,2013,"Rhineland-Palatinate, Saarland",West,Just Right,0.74292,746,17532,0.68989,0.78859
1117,1117,2013,"Rhineland-Palatinate, Saarland",West,A Bit Too Large,0.15434,123,17532,0.13513,0.17406
1118,1118,2013,Baden-Wuerttemberg,West,Much Too Small,0.01832,60,17532,0.0107,0.02679
1119,1119,2013,Baden-Wuerttemberg,West,A Bit Too Small,0.11821,364,17532,0.09855,0.13817
1120,1120,2013,Baden-Wuerttemberg,West,Just Right,0.70043,1444,17532,0.66574,0.74127
1121,1121,2013,Baden-Wuerttemberg,West,A Bit Too Large,0.1383,231,17532,0.12238,0.15402
1122,1122,2013,Baden-Wuerttemberg,West,Much Too Large,0.02475,33,17532,0.01871,0.03148
1123,1123,2013,Bavaria,West,Much Too Small,0.01834,80,17532,0.01368,0.02386
1124,1124,2013,Bavaria,West,A Bit Too Small,0.13768,484,17532,0.12328,0.15393
1125,1125,2013,Bavaria,West,Just Right,0.6775,1910,17532,0.64472,0.71034
1126,1126,2013,Bavaria,West,A Bit Too Large,0.14912,335,17532,0.13513,0.16429
1127,1127,2013,Bavaria,West,Much Too Large,0.01736,35,17532,0.01261,0.02402
1128,1128,2013,Berlin,West,A Bit Too Small,0.23772,118,17532,0.19892,0.2948
1129,1129,2013,Berlin,West,Just Right,0.76228,295,17532,0.68193,0.84276
1130,1130,2013,Berlin,East,A Bit Too Small,0.19991,65,17532,0.14849,0.26918
1131,1131,2013,Berlin,East,Just Right,0.80009,209,17532,0.70705,0.90817
1132,1132,2013,Brandenburg,East,A Bit Too Small,0.13885,102,17532,0.11318,0.16922
1133,1133,2013,Brandenburg,East,Just Right,0.73486,492,17532,0.66093,0.81257
1134,1134,2013,Brandenburg,East,A Bit Too Large,0.12628,62,17532,0.09333,0.16158
1135,1135,2013,Mecklenburg-Western Pomerania,East,A Bit Too Small,0.1584,59,17532,0.11341,0.21669
1136,1136,2013,Mecklenburg-Western Pomerania,East,Just Right,0.72998,267,17532,0.64647,0.81888
1137,1137,2013,Mecklenburg-Western Pomerania,East,A Bit Too Large,0.11162,41,17532,0.08194,0.14216
1138,1138,2013,Saxony,East,A Bit Too Small,0.12909,175,17532,0.104,0.15206
1139,1139,2013,Saxony,East,Just Right,0.77186,759,17532,0.71335,0.82362
1140,1140,2013,Saxony,East,A Bit Too Large,0.09905,88,17532,0.08313,0.11929
1141,1141,2013,Saxony-Anhalt,East,A Bit Too Small,0.09873,72,17532,0.07199,0.13329
1142,1142,2013,Saxony-Anhalt,East,Just Right,0.77297,483,17532,0.70349,0.84438
1143,1143,2013,Saxony-Anhalt,East,A Bit Too Large,0.1283,64,17532,0.1014,0.15739
1144,1144,2013,Thuringa,East,A Bit Too Small,0.09926,72,17532,0.07461,0.12548
1145,1145,2013,Thuringa,East,Just Right,0.80078,448,17532,0.7225,0.88157
1146,1146,2013,Thuringa,East,A Bit Too Large,0.09996,71,17532,0.07553,0.12585
1147,1147,2014,Schleswig-Holstein,West,A Bit Too Small,0.1381,89,15487,0.10811,0.17101
1148,1148,2014,Schleswig-Holstein,West,Just Right,0.72266,392,15487,0.63384,0.80012
1149,1149,2014,Schleswig-Holstein,West,A Bit Too Large,0.13924,60,15487,0.11221,0.17048
1150,1150,2014,Hamburg,West,A Bit Too Small,0.15269,44,15487,0.10009,0.20986
1151,1151,2014,Hamburg,West,Just Right,0.84731,193,15487,0.74457,0.95563
1152,1152,2014,Lower Saxony,West,Much Too Small,0.01888,36,15487,0.01175,0.02778
1153,1153,2014,Lower Saxony,West,A Bit Too Small,0.0943,175,15487,0.07543,0.11078
1154,1154,2014,Lower Saxony,West,Just Right,0.67841,994,15487,0.63184,0.71979
1155,1155,2014,Lower Saxony,West,A Bit Too Large,0.16955,221,15487,0.15012,0.18737
1156,1156,2014,Lower Saxony,West,Much Too Large,0.03885,40,15487,0.02954,0.05169
1157,1157,2014,Bremen,West,Just Right,1.0,86,15487,0.75788,1.26736
1158,1158,2014,North Rhine-Westphalia,West,Much Too Small,0.0111,76,15487,0.00815,0.01472
1159,1159,2014,North Rhine-Westphalia,West,A Bit Too Small,0.11852,502,15487,0.10605,0.1305
1160,1160,2014,North Rhine-Westphalia,West,Just Right,0.6946,2227,15487,0.66464,0.72921
1161,1161,2014,North Rhine-Westphalia,West,A Bit Too Large,0.14722,361,15487,0.13253,0.16356
1162,1162,2014,North Rhine-Westphalia,West,Much Too Large,0.02856,59,15487,0.02244,0.03475
1163,1163,2014,Hesse,West,Much Too Small,0.015,34,15487,0.01032,0.02019
1164,1164,2014,Hesse,West,A Bit Too Small,0.1388,206,15487,0.11338,0.16539
1165,1165,2014,Hesse,West,Just Right,0.69052,709,15487,0.63537,0.73488
1166,1166,2014,Hesse,West,A Bit Too Large,0.15568,142,15487,0.13246,0.18282
1167,1167,2014,"Rhineland-Palatinate, Saarland",West,A Bit Too Small,0.09725,107,15487,0.07716,0.11905
1168,1168,2014,"Rhineland-Palatinate, Saarland",West,Just Right,0.71779,657,15487,0.66815,0.77667
1169,1169,2014,"Rhineland-Palatinate, Saarland",West,A Bit Too Large,0.18495,121,15487,0.163,0.21329
1170,1170,2014,Baden-Wuerttemberg,West,Much Too Small,0.0225,56,15487,0.0134,0.03208
1171,1171,2014,Baden-Wuerttemberg,West,A Bit Too Small,0.11281,295,15487,0.09811,0.133
1172,1172,2014,Baden-Wuerttemberg,West,Just Right,0.68915,1224,15487,0.65104,0.73317
1173,1173,2014,Baden-Wuerttemberg,West,A Bit Too Large,0.14925,217,15487,0.13298,0.16707
1174,1174,2014,Baden-Wuerttemberg,West,Much Too Large,0.02628,32,15487,0.02024,0.03186
1175,1175,2014,Bavaria,West,Much Too Small,0.02346,79,15487,0.01694,0.03242
1176,1176,2014,Bavaria,West,A Bit Too Small,0.12589,405,15487,0.11091,0.14443
1177,1177,2014,Bavaria,West,Just Right,0.67976,1703,15487,0.64336,0.71068
1178,1178,2014,Bavaria,West,A Bit Too Large,0.15251,323,15487,0.14037,0.16748
1179,1179,2014,Bavaria,West,Much Too Large,0.01837,38,15487,0.01267,0.02579
1180,1180,2014,Berlin,West,A Bit Too Small,0.27517,89,15487,0.22193,0.32508
1181,1181,2014,Berlin,West,Just Right,0.72483,246,15487,0.64649,0.8026
1182,1182,2014,Berlin,East,A Bit Too Small,0.21121,63,15487,0.15733,0.27004
1183,1183,2014,Berlin,East,Just Right,0.78879,185,15487,0.68066,0.89164
1184,1184,2014,Brandenburg,East,A Bit Too Small,0.12979,80,15487,0.09819,0.17178
1185,1185,2014,Brandenburg,East,Just Right,0.75811,463,15487,0.69436,0.82803
1186,1186,2014,Brandenburg,East,A Bit Too Large,0.1121,53,15487,0.07897,0.14513
1187,1187,2014,Mecklenburg-Western Pomerania,East,A Bit Too Small,0.14854,54,15487,0.10357,0.21023
1188,1188,2014,Mecklenburg-Western Pomerania,East,Just Right,0.7415,243,15487,0.66895,0.8274
1189,1189,2014,Mecklenburg-Western Pomerania,East,A Bit Too Large,0.10996,41,15487,0.08313,0.13912
1190,1190,2014,Saxony,East,A Bit Too Small,0.15195,156,15487,0.12057,0.17711
1191,1191,2014,Saxony,East,Just Right,0.70633,657,15487,0.65173,0.7646
1192,1192,2014,Saxony,East,A Bit Too Large,0.14173,105,15487,0.11824,0.16595
1193,1193,2014,Saxony-Anhalt,East,A Bit Too Small,0.11247,71,15487,0.08528,0.14831
1194,1194,2014,Saxony-Anhalt,East,Just Right,0.77623,438,15487,0.71302,0.86524
1195,1195,2014,Saxony-Anhalt,East,A Bit Too Large,0.1113,58,15487,0.08088,0.13842
1196,1196,2014,Thuringa,East,A Bit Too Small,0.10531,78,15487,0.08615,0.13047
1197,1197,2014,Thuringa,East,Just Right,0.79256,429,15487,0.70499,0.87816
1198,1198,2014,Thuringa,East,A Bit Too Large,0.10212,75,15487,0.0778,0.12958
1199,1199,2015,Schleswig-Holstein,West,A Bit Too Small,0.11192,75,15412,0.08486,0.14562
1200,1200,2015,Schleswig-Holstein,West,Just Right,0.69889,382,15412,0.62833,0.78121
1201,1201,2015,Schleswig-Holstein,West,A Bit Too Large,0.18919,65,15412,0.15104,0.23134
1202,1202,2015,Hamburg,West,A Bit Too Small,0.16536,54,15412,0.10769,0.22686
1203,1203,2015,Hamburg,West,Just Right,0.83464,199,15412,0.71852,0.94316
1204,1204,2015,Lower Saxony,West,A Bit Too Small,0.09302,181,15412,0.07697,0.11068
1205,1205,2015,Lower Saxony,West,Just Right,0.69621,1050,15412,0.64918,0.74782
1206,1206,2015,Lower Saxony,West,A Bit Too Large,0.1598,188,15412,0.13888,0.18105
1207,1207,2015,Lower Saxony,West,Much Too Large,0.05098,48,15412,0.0389,0.06441
1208,1208,2015,Bremen,West,Just Right,1.0,81,15412,0.79765,1.20794
1209,1209,2015,North Rhine-Westphalia,West,Much Too Small,0.0108,80,15412,0.00745,0.01555
1210,1210,2015,North Rhine-Westphalia,West,A Bit Too Small,0.11084,489,15412,0.09888,0.12263
1211,1211,2015,North Rhine-Westphalia,West,Just Right,0.7022,2216,15412,0.66906,0.73017
1212,1212,2015,North Rhine-Westphalia,West,A Bit Too Large,0.14975,367,15412,0.13345,0.16516
1213,1213,2015,North Rhine-Westphalia,West,Much Too Large,0.02641,53,15412,0.0196,0.03274
1214,1214,2015,Hesse,West,Much Too Small,0.01964,42,15412,0.01415,0.02707
1215,1215,2015,Hesse,West,A Bit Too Small,0.13756,200,15412,0.11291,0.16252
1216,1216,2015,Hesse,West,Just Right,0.69327,735,15412,0.63692,0.74599
1217,1217,2015,Hesse,West,A Bit Too Large,0.14952,136,15412,0.1262,0.17305
