year,rentown,sampreg,hgseval,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2012,Tenant,West,Just Right,0.71319,4306,6371,0.70209,0.72430
2012,Tenant,West,A Bit Too Large,0.08327,430,6371,0.07648,0.09005
2012,Tenant,West,Much Too Large,0.00986,50,6371,0.00744,0.01229
2012,Tenant,East,Much Too Small,0.01967,72,2319,0.01401,0.02532
2012,Tenant,East,A Bit Too Small,0.16128,438,2319,0.14631,0.17625
2012,Tenant,East,Just Right,0.73419,1652,2319,0.71621,0.75217
2012,Tenant,East,A Bit Too Large,0.08212,157,2319,0.07094,0.09329
2013,Owner,West,Much Too Small,0.00416,51,6368,0.00258,0.00574
2013,Owner,West,A Bit Too Small,0.06485,581,6368,0.05880,0.07090
2013,Owner,West,Just Right,0.68444,4473,6368,0.67302,0.69585
2013,Owner,West,A Bit Too Large,0.20429,1075,6368,0.19438,0.21419
2013,Owner,West,Much Too Large,0.04227,188,6368,0.03733,0.04721
2013,Owner,East,A Bit Too Small,0.07033,110,1305,0.05645,0.08421
2013,Owner,East,Just Right,0.73846,986,1305,0.71461,0.76231
2013,Owner,East,A Bit Too Large,0.16707,209,1305,0.14682,0.18732
2013,Tenant,West,Much Too Small,0.02792,364,7837,0.02427,0.03157
2013,Tenant,West,A Bit Too Small,0.17081,1725,7837,0.16248,0.17914
2013,Tenant,West,Just Right,0.71238,5233,7837,0.70236,0.72241
2013,Tenant,West,A Bit Too Large,0.08137,477,7837,0.07532,0.08743
2013,Tenant,West,Much Too Large,0.00751,38,7837,0.00560,0.00942
2013,Tenant,East,Much Too Small,0.01675,62,2306,0.01151,0.02199
2013,Tenant,East,A Bit Too Small,0.15931,435,2306,0.14437,0.17426
2013,Tenant,East,Just Right,0.74747,1672,2306,0.72973,0.76520
2013,Tenant,East,A Bit Too Large,0.06929,137,2306,0.05892,0.07966
2014,Owner,West,Much Too Small,0.00271,37,5809,0.00137,0.00405
2014,Owner,West,A Bit Too Small,0.06797,539,5809,0.06149,0.07444
2014,Owner,West,Just Right,0.67135,3993,5809,0.65927,0.68343
2014,Owner,West,A Bit Too Large,0.21369,1062,5809,0.20314,0.22423
2014,Owner,West,Much Too Large,0.04429,178,5809,0.03900,0.04958
2014,Owner,East,A Bit Too Small,0.07279,102,1203,0.05810,0.08747
2014,Owner,East,Just Right,0.71935,889,1203,0.69395,0.74475
2014,Owner,East,A Bit Too Large,0.18920,212,1203,0.16705,0.21134
2014,Tenant,West,Much Too Small,0.02954,301,6622,0.02546,0.03362
2014,Tenant,West,A Bit Too Small,0.17065,1399,6622,0.16159,0.17971
2014,Tenant,West,Just Right,0.70016,4438,6622,0.68912,0.71120
2014,Tenant,West,A Bit Too Large,0.09110,440,6622,0.08417,0.09803
2014,Tenant,West,Much Too Large,0.00855,44,6622,0.00633,0.01077
2014,Tenant,East,Much Too Small,0.02734,74,2134,0.02042,0.03426
2014,Tenant,East,A Bit Too Small,0.16969,400,2134,0.15376,0.18562
2014,Tenant,East,Just Right,0.73441,1526,2134,0.71567,0.75315
2014,Tenant,East,A Bit Too Large,0.06632,134,2134,0.05576,0.07688
2015,Owner,West,A Bit Too Small,0.06306,487,5512,0.05664,0.06948
2015,Owner,West,Just Right,0.68129,3871,5512,0.66899,0.69359
2015,Owner,West,A Bit Too Large,0.20625,972,5512,0.19557,0.21694
2015,Owner,West,Much Too Large,0.04678,182,5512,0.04120,0.05235
2015,Owner,East,A Bit Too Small,0.06434,92,1168,0.05026,0.07842
2015,Owner,East,Just Right,0.73907,871,1168,0.71387,0.76426
2015,Owner,East,A Bit Too Large,0.17777,205,1168,0.15583,0.19970
2015,Tenant,West,Much Too Small,0.03012,332,6935,0.02610,0.03415
2015,Tenant,West,A Bit Too Small,0.15920,1414,6935,0.15059,0.16782
2015,Tenant,West,Just Right,0.70624,4669,6935,0.69552,0.71697
2015,Tenant,West,A Bit Too Large,0.09608,476,6935,0.08915,0.10302
2015,Tenant,West,Much Too Large,0.00834,44,6935,0.00620,0.01048
2015,Tenant,East,Much Too Small,0.02827,81,2077,0.02114,0.03540
2015,Tenant,East,A Bit Too Small,0.15415,370,2077,0.13862,0.16969
2015,Tenant,East,Just Right,0.75078,1514,2077,0.73217,0.76939
2015,Tenant,East,A Bit Too Large,0.06495,112,2077,0.05435,0.07555
2016,Not included in this version of the questionnaire,West,Much Too Small,0.14833,276,1679,0.13132,0.16533
2016,Not included in this version of the questionnaire,West,A Bit Too Small,0.19913,399,1679,0.18002,0.21823
2016,Not included in this version of the questionnaire,West,Just Right,0.62785,1004,1679,0.60472,0.65098
2016,Not included in this version of the questionnaire,East,Much Too Small,0.16295,69,383,0.12591,0.19999
2016,Not included in this version of the questionnaire,East,A Bit Too Small,0.21172,109,383,0.17075,0.25269
2016,Not included in this version of the questionnaire,East,Just Right,0.59915,205,383,0.55001,0.64830
2016,Owner,West,A Bit Too Small,0.06607,443,5114,0.05926,0.07288
2016,Owner,West,Just Right,0.67879,3595,5114,0.66599,0.69159
2016,Owner,West,A Bit Too Large,0.20964,913,5114,0.19848,0.22080
2016,Owner,West,Much Too Large,0.04299,163,5114,0.03743,0.04855
2016,Owner,East,A Bit Too Small,0.06201,86,1126,0.04792,0.07610
2016,Owner,East,Just Right,0.73410,848,1126,0.70828,0.75992
2016,Owner,East,A Bit Too Large,0.18228,192,1126,0.15971,0.20484
2016,Tenant,West,Much Too Small,0.02535,249,6075,0.02140,0.02931
2016,Tenant,West,A Bit Too Small,0.15823,1160,6075,0.14905,0.16741
2016,Tenant,West,Just Right,0.71502,4211,6075,0.70366,0.72637
2016,Tenant,West,A Bit Too Large,0.09174,417,6075,0.08448,0.09900
2016,Tenant,West,Much Too Large,0.00967,38,6075,0.00721,0.01213
2016,Tenant,East,Much Too Small,0.02148,67,1910,0.01498,0.02798
2016,Tenant,East,A Bit Too Small,0.18261,358,1910,0.16528,0.19994
2016,Tenant,East,Just Right,0.72313,1356,1910,0.70306,0.74320
2016,Tenant,East,A Bit Too Large,0.07107,129,1910,0.05955,0.08260
2017,Not included in this version of the questionnaire,West,Much Too Small,0.17490,132,702,0.14678,0.20302
2017,Not included in this version of the questionnaire,West,A Bit Too Small,0.23042,177,702,0.19925,0.26160
2017,Not included in this version of the questionnaire,West,Just Right,0.57451,393,702,0.53791,0.61111
2017,Not included in this version of the questionnaire,East,Just Right,0.61787,48,48,0.47895,0.75679
2017,Owner,West,A Bit Too Small,0.06560,466,5719,0.05918,0.07202
2017,Owner,West,Just Right,0.67787,4014,5719,0.66576,0.68998
2017,Owner,West,A Bit Too Large,0.20422,1047,5719,0.19377,0.21467
2017,Owner,West,Much Too Large,0.04942,192,5719,0.04381,0.05504
2017,Owner,East,A Bit Too Small,0.05499,94,1274,0.04247,0.06752
2017,Owner,East,Just Right,0.73575,961,1274,0.71152,0.75997
2017,Owner,East,A Bit Too Large,0.18443,219,1274,0.16312,0.20573
2017,Tenant,West,Much Too Small,0.03216,486,7997,0.02829,0.03602
2017,Tenant,West,A Bit Too Small,0.14504,1528,7997,0.13732,0.15276
2017,Tenant,West,Just Right,0.72631,5437,7997,0.71654,0.73609
2017,Tenant,West,A Bit Too Large,0.08795,499,7997,0.08174,0.09415
2017,Tenant,West,Much Too Large,0.00855,47,7997,0.00653,0.01056
2017,Tenant,East,Much Too Small,0.02616,114,2394,0.01976,0.03255
2017,Tenant,East,A Bit Too Small,0.16769,459,2394,0.15272,0.18266
2017,Tenant,East,Just Right,0.74478,1688,2394,0.72731,0.76225
2017,Tenant,East,A Bit Too Large,0.05771,133,2394,0.04836,0.06705
2018,Owner,West,A Bit Too Small,0.06230,438,5471,0.05590,0.06871
2018,Owner,West,Just Right,0.68441,3855,5471,0.67209,0.69672
2018,Owner,West,A Bit Too Large,0.21207,1022,5471,0.20123,0.22290
2018,Owner,West,Much Too Large,0.03889,156,5471,0.03376,0.04401
2018,Owner,East,A Bit Too Small,0.05367,87,1226,0.04105,0.06629
2018,Owner,East,Just Right,0.75827,944,1226,0.73430,0.78225
2018,Owner,East,A Bit Too Large,0.17338,195,1226,0.15218,0.19458
2018,Tenant,West,Much Too Small,0.03162,584,8582,0.02792,0.03533
2018,Tenant,West,A Bit Too Small,0.15405,1713,8582,0.14641,0.16169
2018,Tenant,West,Just Right,0.71262,5658,8582,0.70305,0.72220
2018,Tenant,West,A Bit Too Large,0.09262,570,8582,0.08648,0.09875
2018,Tenant,West,Much Too Large,0.00909,57,8582,0.00708,0.01110
2018,Tenant,East,Much Too Small,0.02297,105,2513,0.01711,0.02882
2018,Tenant,East,A Bit Too Small,0.15417,457,2513,0.14005,0.16829
2018,Tenant,East,Just Right,0.75476,1817,2513,0.73794,0.77159
2018,Tenant,East,A Bit Too Large,0.06615,134,2513,0.05643,0.07587
2019,Owner,West,A Bit Too Small,0.05594,416,6292,0.05026,0.06162
2019,Owner,West,Just Right,0.68677,4415,6292,0.67531,0.69823
2019,Owner,West,A Bit Too Large,0.20947,1228,6292,0.19942,0.21953
2019,Owner,West,Much Too Large,0.04502,233,6292,0.03989,0.05014
2019,Owner,East,A Bit Too Small,0.06692,101,1544,0.05445,0.07939
2019,Owner,East,Just Right,0.72705,1118,1544,0.70482,0.74928
2019,Owner,East,A Bit Too Large,0.19698,294,1544,0.17713,0.21682
2019,Owner,East,Much Too Large,0.00757,31,1544,0.00325,0.01190
2019,Tenant,West,Much Too Small,0.02746,524,8134,0.02391,0.03101
2019,Tenant,West,A Bit Too Small,0.15530,1545,8134,0.14743,0.16317
2019,Tenant,West,Just Right,0.71598,5463,8134,0.70618,0.72578
2019,Tenant,West,A Bit Too Large,0.09072,533,8134,0.08448,0.09696
2019,Tenant,West,Much Too Large,0.01054,69,8134,0.00832,0.01276
2019,Tenant,East,Much Too Small,0.02003,86,2347,0.01436,0.02569
2019,Tenant,East,A Bit Too Small,0.14912,428,2347,0.13471,0.16354
2019,Tenant,East,Just Right,0.76062,1690,2347,0.74336,0.77789
2019,Tenant,East,A Bit Too Large,0.06762,143,2347,0.05746,0.07778
2020,Owner,West,A Bit Too Small,0.05942,379,5591,0.05322,0.06562
2020,Owner,West,Just Right,0.67506,3898,5591,0.66278,0.68733
2020,Owner,West,A Bit Too Large,0.21241,1101,5591,0.20169,0.22313
2020,Owner,West,Much Too Large,0.05119,213,5591,0.04542,0.05697
2020,Owner,East,A Bit Too Small,0.05475,79,1353,0.04262,0.06687
2020,Owner,East,Just Right,0.73867,979,1353,0.71525,0.76209
2020,Owner,East,A Bit Too Large,0.18427,256,1353,0.16361,0.20494
2020,Owner,East,Much Too Large,0.02047,39,1353,0.01292,0.02802
2020,Tenant,West,Much Too Small,0.02490,671,9823,0.02182,0.02798
2020,Tenant,West,A Bit Too Small,0.16914,1991,9823,0.16173,0.17656
2020,Tenant,West,Just Right,0.70856,6496,9823,0.69957,0.71755
2020,Tenant,West,A Bit Too Large,0.08796,597,9823,0.08236,0.09356
2020,Tenant,West,Much Too Large,0.00944,68,9823,0.00753,0.01135
2020,Tenant,East,Much Too Small,0.01579,99,2462,0.01086,0.02071
2020,Tenant,East,A Bit Too Small,0.15709,436,2462,0.14272,0.17147
2020,Tenant,East,Just Right,0.75956,1798,2462,0.74268,0.77645
2020,Tenant,East,A Bit Too Large,0.06235,129,2462,0.05280,0.07190
2021,Owner,West,A Bit Too Small,0.04857,244,4131,0.04201,0.05512
2021,Owner,West,Just Right,0.68084,2849,4131,0.66662,0.69505
2021,Owner,West,A Bit Too Large,0.21454,861,4131,0.20202,0.22706
2021,Owner,West,Much Too Large,0.05191,177,4131,0.04514,0.05867
2021,Owner,East,A Bit Too Small,0.04744,54,950,0.03392,0.06097
2021,Owner,East,Just Right,0.69106,654,950,0.66166,0.72046
2021,Owner,East,A Bit Too Large,0.22625,210,950,0.19963,0.25287
2021,Owner,East,Much Too Large,0.03375,32,950,0.02226,0.04524
2021,Tenant,West,Much Too Small,0.02129,335,5823,0.01758,0.02500
2021,Tenant,West,A Bit Too Small,0.16251,1173,5823,0.15303,0.17198
2021,Tenant,West,Just Right,0.70313,3821,5823,0.69139,0.71487
2021,Tenant,West,A Bit Too Large,0.10294,441,5823,0.09513,0.11074
2021,Tenant,West,Much Too Large,0.01014,53,5823,0.00757,0.01271
2021,Tenant,East,Much Too Small,0.02487,77,1627,0.01730,0.03244
2021,Tenant,East,A Bit Too Small,0.13131,268,1627,0.11490,0.14773
2021,Tenant,East,Just Right,0.77028,1176,1627,0.74983,0.79072
2021,Tenant,East,A Bit Too Large,0.07016,106,1627,0.05774,0.08257
2022,Owner,West,A Bit Too Small,0.07229,512,6286,0.06589,0.07869
2022,Owner,West,Just Right,0.64430,4212,6286,0.63246,0.65613
2022,Owner,West,A Bit Too Large,0.23169,1334,6286,0.22125,0.24212
2022,Owner,West,Much Too Large,0.04656,228,6286,0.04135,0.05177
2022,Owner,East,A Bit Too Small,0.06224,126,1539,0.05017,0.07432
2022,Owner,East,Just Right,0.67815,1082,1539,0.65480,0.70150
2022,Owner,East,A Bit Too Large,0.21147,288,1539,0.19106,0.23188
2022,Owner,East,Much Too Large,0.04476,43,1539,0.03443,0.05510
2022,Tenant,West,Much Too Small,0.03309,509,9721,0.02953,0.03664
2022,Tenant,West,A Bit Too Small,0.18233,2168,9721,0.17465,0.19000
2022,Tenant,West,Just Right,0.66723,6192,9721,0.65786,0.67660
2022,Tenant,West,A Bit Too Large,0.10116,760,9721,0.09516,0.10715
2022,Tenant,West,Much Too Large,0.01620,92,9721,0.01369,0.01871
2022,Tenant,East,Much Too Small,0.02355,113,2820,0.01795,0.02914
2022,Tenant,East,A Bit Too Small,0.16484,600,2820,0.15114,0.17854
2022,Tenant,East,Just Right,0.73667,1942,2820,0.72041,0.75293
2022,Tenant,East,A Bit Too Large,0.06918,165,2820,0.05981,0.07855
