year,quintil_oecd_hh,regtyp,hgseval,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1996,4th Quintile,Urban regions,A Bit Too Small,0.16507,152,886,0.14061,0.18953
1996,4th Quintile,Urban regions,Just Right,0.73010,667,886,0.70085,0.75934
1996,4th Quintile,Urban regions,A Bit Too Large,0.09385,67,886,0.07464,0.11307
1996,4th Quintile,Rural regions,A Bit Too Small,0.09888,46,381,0.06887,0.12890
1996,4th Quintile,Rural regions,Just Right,0.70025,286,381,0.65419,0.74632
1996,4th Quintile,Rural regions,A Bit Too Large,0.16955,49,381,0.13182,0.20728
1996,5th Quintile,Urban regions,A Bit Too Small,0.12300,122,818,0.10048,0.14552
1996,5th Quintile,Urban regions,Just Right,0.71091,598,818,0.67983,0.74200
1996,5th Quintile,Urban regions,A Bit Too Large,0.13609,98,818,0.11258,0.15961
1996,5th Quintile,Rural regions,A Bit Too Small,0.12404,34,258,0.08374,0.16434
1996,5th Quintile,Rural regions,Just Right,0.61854,184,258,0.55916,0.67793
1996,5th Quintile,Rural regions,A Bit Too Large,0.22137,40,258,0.17061,0.27212
1997,1st Quintile,Urban regions,Much Too Small,0.02329,39,859,0.01319,0.03338
1997,1st Quintile,Urban regions,A Bit Too Small,0.20771,202,859,0.18057,0.23486
1997,1st Quintile,Urban regions,Just Right,0.67568,571,859,0.64435,0.70700
1997,1st Quintile,Urban regions,A Bit Too Large,0.08724,47,859,0.06836,0.10612
1997,1st Quintile,Rural regions,A Bit Too Small,0.16116,83,423,0.12608,0.19624
1997,1st Quintile,Rural regions,Just Right,0.72412,340,423,0.68148,0.76677
1997,2nd Quintile,Urban regions,A Bit Too Small,0.16003,153,834,0.13514,0.18493
1997,2nd Quintile,Urban regions,Just Right,0.73071,626,834,0.70058,0.76083
1997,2nd Quintile,Urban regions,A Bit Too Large,0.07379,55,834,0.05604,0.09154
1997,2nd Quintile,Rural regions,A Bit Too Small,0.15058,91,526,0.11999,0.18117
1997,2nd Quintile,Rural regions,Just Right,0.72776,396,526,0.68969,0.76584
1997,2nd Quintile,Rural regions,A Bit Too Large,0.09325,39,526,0.06838,0.11813
1997,3rd Quintile,Urban regions,A Bit Too Small,0.13126,136,843,0.10845,0.15406
1997,3rd Quintile,Urban regions,Just Right,0.75688,645,843,0.72790,0.78585
1997,3rd Quintile,Urban regions,A Bit Too Large,0.08572,62,843,0.06681,0.10463
1997,3rd Quintile,Rural regions,A Bit Too Small,0.15700,80,505,0.12524,0.18876
1997,3rd Quintile,Rural regions,Just Right,0.69501,378,505,0.65481,0.73520
1997,3rd Quintile,Rural regions,A Bit Too Large,0.13772,47,505,0.10763,0.16780
1997,4th Quintile,Urban regions,A Bit Too Small,0.16938,155,873,0.14449,0.19428
1997,4th Quintile,Urban regions,Just Right,0.72155,644,873,0.69180,0.75130
1997,4th Quintile,Urban regions,A Bit Too Large,0.08752,74,873,0.06877,0.10628
1997,4th Quintile,Rural regions,A Bit Too Small,0.15180,62,379,0.11562,0.18797
1997,4th Quintile,Rural regions,Just Right,0.69687,276,379,0.65053,0.74320
1997,4th Quintile,Rural regions,A Bit Too Large,0.13002,41,379,0.09611,0.16392
1997,5th Quintile,Urban regions,A Bit Too Small,0.14473,127,801,0.12035,0.16912
1997,5th Quintile,Urban regions,Just Right,0.69156,588,801,0.65955,0.72356
1997,5th Quintile,Urban regions,A Bit Too Large,0.13941,86,801,0.11540,0.16341
1997,5th Quintile,Rural regions,Just Right,0.68725,198,242,0.62871,0.74578
1997,5th Quintile,Rural regions,A Bit Too Large,0.20595,44,242,0.15489,0.25701
1998,1st Quintile,Urban regions,Much Too Small,0.04907,65,955,0.03536,0.06277
1998,1st Quintile,Urban regions,A Bit Too Small,0.22357,218,955,0.19713,0.25001
1998,1st Quintile,Urban regions,Just Right,0.66508,633,955,0.63513,0.69503
1998,1st Quintile,Urban regions,A Bit Too Large,0.05328,39,955,0.03902,0.06753
1998,1st Quintile,Rural regions,A Bit Too Small,0.13184,69,480,0.10155,0.16214
1998,1st Quintile,Rural regions,Just Right,0.76961,380,480,0.73189,0.80732
1998,1st Quintile,Rural regions,A Bit Too Large,0.06749,31,480,0.04503,0.08996
1998,2nd Quintile,Urban regions,Much Too Small,0.03859,36,944,0.02630,0.05089
1998,2nd Quintile,Urban regions,A Bit Too Small,0.15928,182,944,0.13593,0.18264
1998,2nd Quintile,Urban regions,Just Right,0.69930,643,944,0.67003,0.72856
1998,2nd Quintile,Urban regions,A Bit Too Large,0.09258,83,944,0.07408,0.11108
1998,2nd Quintile,Rural regions,A Bit Too Small,0.14766,91,574,0.11861,0.17671
1998,2nd Quintile,Rural regions,Just Right,0.74037,440,574,0.70447,0.77627
1998,2nd Quintile,Rural regions,A Bit Too Large,0.09436,43,574,0.07043,0.11830
1998,3rd Quintile,Urban regions,A Bit Too Small,0.14396,152,917,0.12122,0.16669
1998,3rd Quintile,Urban regions,Just Right,0.73144,684,917,0.70273,0.76014
1998,3rd Quintile,Urban regions,A Bit Too Large,0.09594,81,917,0.07687,0.11502
1998,3rd Quintile,Rural regions,A Bit Too Small,0.12405,79,551,0.09650,0.15160
1998,3rd Quintile,Rural regions,Just Right,0.71555,411,551,0.67784,0.75325
1998,3rd Quintile,Rural regions,A Bit Too Large,0.13677,61,551,0.10806,0.16549
1998,4th Quintile,Urban regions,A Bit Too Small,0.13852,146,959,0.11664,0.16039
1998,4th Quintile,Urban regions,Just Right,0.73936,722,959,0.71156,0.76716
1998,4th Quintile,Urban regions,A Bit Too Large,0.10490,91,959,0.08550,0.12431
1998,4th Quintile,Rural regions,A Bit Too Small,0.10821,60,482,0.08044,0.13597
1998,4th Quintile,Rural regions,Just Right,0.70521,357,482,0.66446,0.74596
1998,4th Quintile,Rural regions,A Bit Too Large,0.15327,65,482,0.12108,0.18547
1998,5th Quintile,Urban regions,A Bit Too Small,0.13248,135,941,0.11080,0.15415
1998,5th Quintile,Urban regions,Just Right,0.68767,681,941,0.65804,0.71729
1998,5th Quintile,Urban regions,A Bit Too Large,0.14900,125,941,0.12623,0.17176
1998,5th Quintile,Rural regions,Just Right,0.71700,240,293,0.66533,0.76867
1998,5th Quintile,Rural regions,A Bit Too Large,0.21323,53,293,0.16625,0.26021
1999,1st Quintile,Urban regions,Much Too Small,0.04037,50,958,0.02790,0.05284
1999,1st Quintile,Urban regions,A Bit Too Small,0.17477,170,958,0.15071,0.19883
1999,1st Quintile,Urban regions,Just Right,0.73179,691,958,0.70373,0.75986
1999,1st Quintile,Urban regions,A Bit Too Large,0.05128,47,958,0.03730,0.06525
1999,1st Quintile,Rural regions,A Bit Too Small,0.14023,86,500,0.10976,0.17069
1999,1st Quintile,Rural regions,Just Right,0.77192,414,500,0.73510,0.80873
1999,2nd Quintile,Urban regions,A Bit Too Small,0.18983,191,886,0.16399,0.21567
1999,2nd Quintile,Urban regions,Just Right,0.69307,631,886,0.66268,0.72345
1999,2nd Quintile,Urban regions,A Bit Too Large,0.08361,64,886,0.06538,0.10185
1999,2nd Quintile,Rural regions,A Bit Too Small,0.14666,90,587,0.11802,0.17531
1999,2nd Quintile,Rural regions,Just Right,0.76392,454,587,0.72953,0.79830
1999,2nd Quintile,Rural regions,A Bit Too Large,0.07769,43,587,0.05601,0.09936
1999,3rd Quintile,Urban regions,A Bit Too Small,0.14122,154,901,0.11847,0.16397
1999,3rd Quintile,Urban regions,Just Right,0.76748,685,901,0.73988,0.79508
1999,3rd Quintile,Urban regions,A Bit Too Large,0.07109,62,901,0.05430,0.08788
1999,3rd Quintile,Rural regions,A Bit Too Small,0.11965,71,551,0.09252,0.14677
1999,3rd Quintile,Rural regions,Just Right,0.75118,427,551,0.71505,0.78732
1999,3rd Quintile,Rural regions,A Bit Too Large,0.12002,53,551,0.09286,0.14718
1999,4th Quintile,Urban regions,A Bit Too Small,0.16064,158,945,0.13722,0.18407
1999,4th Quintile,Urban regions,Just Right,0.73320,713,945,0.70498,0.76141
1999,4th Quintile,Urban regions,A Bit Too Large,0.09369,74,945,0.07510,0.11228
1999,4th Quintile,Rural regions,A Bit Too Small,0.11454,56,413,0.08379,0.14529
1999,4th Quintile,Rural regions,Just Right,0.70722,301,413,0.66328,0.75116
1999,4th Quintile,Rural regions,A Bit Too Large,0.16314,56,413,0.12747,0.19882
1999,5th Quintile,Urban regions,A Bit Too Small,0.12233,114,905,0.10097,0.14369
1999,5th Quintile,Urban regions,Just Right,0.69017,659,905,0.66002,0.72031
1999,5th Quintile,Urban regions,A Bit Too Large,0.16302,132,905,0.13894,0.18710
1999,5th Quintile,Rural regions,Just Right,0.73302,221,271,0.68026,0.78579
1999,5th Quintile,Rural regions,A Bit Too Large,0.16103,50,271,0.11719,0.20487
2000,1st Quintile,Urban regions,Much Too Small,0.03579,70,1589,0.02665,0.04492
2000,1st Quintile,Urban regions,A Bit Too Small,0.19459,316,1589,0.17512,0.21406
2000,1st Quintile,Urban regions,Just Right,0.70613,1125,1589,0.68373,0.72854
2000,1st Quintile,Urban regions,A Bit Too Large,0.05600,78,1589,0.04469,0.06731
2000,1st Quintile,Rural regions,A Bit Too Small,0.12367,129,913,0.10231,0.14504
2000,1st Quintile,Rural regions,Just Right,0.78885,726,913,0.76237,0.81534
2000,1st Quintile,Rural regions,A Bit Too Large,0.06186,58,913,0.04623,0.07750
2000,2nd Quintile,Urban regions,Much Too Small,0.02162,40,1657,0.01462,0.02863
2000,2nd Quintile,Urban regions,A Bit Too Small,0.17073,303,1657,0.15261,0.18886
2000,2nd Quintile,Urban regions,Just Right,0.72863,1206,1657,0.70722,0.75005
2000,2nd Quintile,Urban regions,A Bit Too Large,0.07483,108,1657,0.06215,0.08750
2000,2nd Quintile,Rural regions,A Bit Too Small,0.12144,131,1017,0.10136,0.14153
2000,2nd Quintile,Rural regions,Just Right,0.78625,814,1017,0.76104,0.81146
2000,2nd Quintile,Rural regions,A Bit Too Large,0.07599,72,1017,0.05969,0.09228
2000,3rd Quintile,Urban regions,A Bit Too Small,0.14615,256,1601,0.12884,0.16346
2000,3rd Quintile,Urban regions,Just Right,0.76105,1227,1601,0.74015,0.78194
2000,3rd Quintile,Urban regions,A Bit Too Large,0.07090,118,1601,0.05832,0.08347
2000,3rd Quintile,Rural regions,A Bit Too Small,0.09701,105,977,0.07844,0.11558
2000,3rd Quintile,Rural regions,Just Right,0.72952,744,977,0.70165,0.75739
2000,3rd Quintile,Rural regions,A Bit Too Large,0.14251,128,977,0.12058,0.16444
2000,4th Quintile,Urban regions,A Bit Too Small,0.12524,220,1758,0.10976,0.14071
2000,4th Quintile,Urban regions,Just Right,0.75631,1375,1758,0.73623,0.77638
2000,4th Quintile,Urban regions,A Bit Too Large,0.09290,163,1758,0.07932,0.10647
2000,4th Quintile,Rural regions,A Bit Too Small,0.10642,87,773,0.08467,0.12818
2000,4th Quintile,Rural regions,Just Right,0.72694,582,773,0.69551,0.75837
2000,4th Quintile,Rural regions,A Bit Too Large,0.13783,104,773,0.11351,0.16215
2000,5th Quintile,Urban regions,A Bit Too Small,0.11976,209,1792,0.10472,0.13480
2000,5th Quintile,Urban regions,Just Right,0.71559,1337,1792,0.69469,0.73648
2000,5th Quintile,Urban regions,A Bit Too Large,0.13456,246,1792,0.11875,0.15036
2000,5th Quintile,Rural regions,A Bit Too Small,0.08865,49,561,0.06511,0.11219
2000,5th Quintile,Rural regions,Just Right,0.72485,422,561,0.68786,0.76184
2000,5th Quintile,Rural regions,A Bit Too Large,0.16327,90,561,0.13266,0.19389
2001,1st Quintile,Urban regions,Much Too Small,0.03796,64,1421,0.02802,0.04790
2001,1st Quintile,Urban regions,A Bit Too Small,0.18690,279,1421,0.16663,0.20718
2001,1st Quintile,Urban regions,Just Right,0.71120,999,1421,0.68763,0.73478
2001,1st Quintile,Urban regions,A Bit Too Large,0.06070,79,1421,0.04828,0.07312
2001,1st Quintile,Rural regions,A Bit Too Small,0.11357,103,774,0.09121,0.13594
2001,1st Quintile,Rural regions,Just Right,0.80016,628,774,0.77197,0.82835
2001,1st Quintile,Rural regions,A Bit Too Large,0.06230,43,774,0.04526,0.07933
2001,2nd Quintile,Urban regions,Much Too Small,0.02905,41,1489,0.02052,0.03759
2001,2nd Quintile,Urban regions,A Bit Too Small,0.15374,246,1489,0.13541,0.17206
2001,2nd Quintile,Urban regions,Just Right,0.73951,1111,1489,0.71721,0.76181
2001,2nd Quintile,Urban regions,A Bit Too Large,0.07648,91,1489,0.06298,0.08999
2001,2nd Quintile,Rural regions,A Bit Too Small,0.10444,109,945,0.08493,0.12395
2001,2nd Quintile,Rural regions,Just Right,0.79204,765,945,0.76615,0.81793
2001,2nd Quintile,Rural regions,A Bit Too Large,0.08667,71,945,0.06872,0.10461
2001,3rd Quintile,Urban regions,A Bit Too Small,0.14131,239,1508,0.12372,0.15890
2001,3rd Quintile,Urban regions,Just Right,0.75301,1147,1508,0.73124,0.77479
2001,3rd Quintile,Urban regions,A Bit Too Large,0.08014,122,1508,0.06644,0.09385
2001,3rd Quintile,Rural regions,A Bit Too Small,0.10436,97,852,0.08382,0.12490
2001,3rd Quintile,Rural regions,Just Right,0.74726,659,852,0.71807,0.77646
2001,3rd Quintile,Rural regions,A Bit Too Large,0.11980,96,852,0.09798,0.14161
2001,4th Quintile,Urban regions,A Bit Too Small,0.12561,201,1569,0.10921,0.14201
2001,4th Quintile,Urban regions,Just Right,0.75430,1218,1569,0.73299,0.77560
2001,4th Quintile,Urban regions,A Bit Too Large,0.09812,150,1569,0.08339,0.11284
2001,4th Quintile,Rural regions,A Bit Too Small,0.12151,87,740,0.09796,0.14507
2001,4th Quintile,Rural regions,Just Right,0.72337,552,740,0.69112,0.75562
2001,4th Quintile,Rural regions,A Bit Too Large,0.14469,101,740,0.11933,0.17006
2001,5th Quintile,Urban regions,A Bit Too Small,0.13315,209,1644,0.11672,0.14958
2001,5th Quintile,Urban regions,Just Right,0.70258,1218,1644,0.68048,0.72469
2001,5th Quintile,Urban regions,A Bit Too Large,0.13855,217,1644,0.12185,0.15526
2001,5th Quintile,Rural regions,A Bit Too Small,0.06652,36,487,0.04436,0.08867
2001,5th Quintile,Rural regions,Just Right,0.71733,360,487,0.67730,0.75737
2001,5th Quintile,Rural regions,A Bit Too Large,0.19330,91,487,0.15819,0.22841
2002,1st Quintile,Urban regions,Much Too Small,0.03942,65,1302,0.02884,0.04999
2002,1st Quintile,Urban regions,A Bit Too Small,0.19822,264,1302,0.17656,0.21988
2002,1st Quintile,Urban regions,Just Right,0.67564,886,1302,0.65021,0.70108
2002,1st Quintile,Urban regions,A Bit Too Large,0.07688,87,1302,0.06240,0.09136
2002,1st Quintile,Rural regions,A Bit Too Small,0.12918,107,752,0.10519,0.15316
2002,1st Quintile,Rural regions,Just Right,0.76989,597,752,0.73979,0.80000
2002,1st Quintile,Rural regions,A Bit Too Large,0.06694,48,752,0.04906,0.08481
2002,2nd Quintile,Urban regions,Much Too Small,0.02768,43,1358,0.01896,0.03641
2002,2nd Quintile,Urban regions,A Bit Too Small,0.15344,216,1358,0.13426,0.17262
2002,2nd Quintile,Urban regions,Just Right,0.71787,992,1358,0.69393,0.74182
2002,2nd Quintile,Urban regions,A Bit Too Large,0.08964,107,1358,0.07444,0.10484
2002,2nd Quintile,Rural regions,A Bit Too Small,0.09316,96,835,0.07343,0.11289
2002,2nd Quintile,Rural regions,Just Right,0.76568,657,835,0.73693,0.79443
2002,2nd Quintile,Rural regions,A Bit Too Large,0.10886,82,835,0.08772,0.13000
2002,3rd Quintile,Urban regions,A Bit Too Small,0.15958,241,1442,0.14067,0.17849
2002,3rd Quintile,Urban regions,Just Right,0.73198,1084,1442,0.70911,0.75485
2002,3rd Quintile,Urban regions,A Bit Too Large,0.08781,117,1442,0.07320,0.10242
2002,3rd Quintile,Rural regions,A Bit Too Small,0.08938,76,784,0.06939,0.10936
2002,3rd Quintile,Rural regions,Just Right,0.75338,596,784,0.72319,0.78357
2002,3rd Quintile,Rural regions,A Bit Too Large,0.14326,112,784,0.11872,0.16780
2002,4th Quintile,Urban regions,A Bit Too Small,0.14115,233,1515,0.12361,0.15869
2002,4th Quintile,Urban regions,Just Right,0.72275,1130,1515,0.70020,0.74530
2002,4th Quintile,Urban regions,A Bit Too Large,0.10377,152,1515,0.08840,0.11913
2002,4th Quintile,Rural regions,A Bit Too Small,0.11000,92,771,0.08790,0.13210
2002,4th Quintile,Rural regions,Just Right,0.69496,567,771,0.66244,0.72748
2002,4th Quintile,Rural regions,A Bit Too Large,0.16068,112,771,0.13475,0.18662
2002,5th Quintile,Urban regions,A Bit Too Small,0.12176,323,2478,0.10888,0.13464
2002,5th Quintile,Urban regions,Just Right,0.68567,1769,2478,0.66739,0.70395
2002,5th Quintile,Urban regions,A Bit Too Large,0.15022,329,2478,0.13615,0.16429
2002,5th Quintile,Urban regions,Much Too Large,0.02496,57,2478,0.01881,0.03110
2002,5th Quintile,Rural regions,A Bit Too Small,0.06595,63,698,0.04752,0.08438
2002,5th Quintile,Rural regions,Just Right,0.68665,506,698,0.65221,0.72109
2002,5th Quintile,Rural regions,A Bit Too Large,0.20604,129,698,0.17602,0.23607
2003,1st Quintile,Urban regions,Much Too Small,0.03789,54,1313,0.02755,0.04822
2003,1st Quintile,Urban regions,A Bit Too Small,0.18604,253,1313,0.16499,0.20710
2003,1st Quintile,Urban regions,Just Right,0.70443,926,1313,0.67973,0.72912
2003,1st Quintile,Urban regions,A Bit Too Large,0.06247,80,1313,0.04938,0.07557
2003,1st Quintile,Rural regions,A Bit Too Small,0.14046,105,695,0.11461,0.16631
2003,1st Quintile,Rural regions,Just Right,0.74859,543,695,0.71631,0.78087
2003,1st Quintile,Rural regions,A Bit Too Large,0.07607,47,695,0.05635,0.09580
2003,2nd Quintile,Urban regions,Much Too Small,0.03216,46,1323,0.02265,0.04167
2003,2nd Quintile,Urban regions,A Bit Too Small,0.16034,206,1323,0.14056,0.18012
2003,2nd Quintile,Urban regions,Just Right,0.70571,963,1323,0.68114,0.73027
2003,2nd Quintile,Urban regions,A Bit Too Large,0.09323,108,1323,0.07755,0.10890
2003,2nd Quintile,Rural regions,A Bit Too Small,0.10076,96,853,0.08054,0.12097
2003,2nd Quintile,Rural regions,Just Right,0.78877,675,853,0.76136,0.81618
2003,2nd Quintile,Rural regions,A Bit Too Large,0.09459,82,853,0.07494,0.11425
2003,3rd Quintile,Urban regions,A Bit Too Small,0.17577,267,1402,0.15584,0.19571
2003,3rd Quintile,Urban regions,Just Right,0.68870,1015,1402,0.66445,0.71294
2003,3rd Quintile,Urban regions,A Bit Too Large,0.10353,120,1402,0.08758,0.11949
2003,3rd Quintile,Rural regions,A Bit Too Small,0.11432,99,773,0.09187,0.13676
2003,3rd Quintile,Rural regions,Just Right,0.74426,582,773,0.71348,0.77504
2003,3rd Quintile,Rural regions,A Bit Too Large,0.12154,92,773,0.09849,0.14459
2003,4th Quintile,Urban regions,A Bit Too Small,0.12886,214,1500,0.11190,0.14582
2003,4th Quintile,Urban regions,Just Right,0.73038,1109,1500,0.70791,0.75284
2003,4th Quintile,Urban regions,A Bit Too Large,0.11780,177,1500,0.10148,0.13412
2003,4th Quintile,Rural regions,A Bit Too Small,0.12327,88,720,0.09924,0.14730
2003,4th Quintile,Rural regions,Just Right,0.70291,525,720,0.66951,0.73632
2003,4th Quintile,Rural regions,A Bit Too Large,0.15448,107,720,0.12806,0.18089
2003,5th Quintile,Urban regions,A Bit Too Small,0.12621,278,2301,0.11264,0.13978
2003,5th Quintile,Urban regions,Just Right,0.68614,1658,2301,0.66717,0.70510
2003,5th Quintile,Urban regions,A Bit Too Large,0.15436,319,2301,0.13960,0.16913
2003,5th Quintile,Urban regions,Much Too Large,0.02208,46,2301,0.01608,0.02809
2003,5th Quintile,Rural regions,A Bit Too Small,0.08779,48,693,0.06670,0.10887
2003,5th Quintile,Rural regions,Just Right,0.69900,510,693,0.66482,0.73317
2003,5th Quintile,Rural regions,A Bit Too Large,0.19194,135,693,0.16260,0.22129
2004,1st Quintile,Urban regions,Much Too Small,0.03443,47,1235,0.02425,0.04460
2004,1st Quintile,Urban regions,A Bit Too Small,0.16858,215,1235,0.14770,0.18947
2004,1st Quintile,Urban regions,Just Right,0.72110,896,1235,0.69608,0.74612
2004,1st Quintile,Urban regions,A Bit Too Large,0.06952,77,1235,0.05533,0.08371
2004,1st Quintile,Rural regions,A Bit Too Small,0.12039,81,681,0.09593,0.14485
2004,1st Quintile,Rural regions,Just Right,0.76859,550,681,0.73689,0.80029
2004,1st Quintile,Rural regions,A Bit Too Large,0.07424,50,681,0.05453,0.09394
2004,2nd Quintile,Urban regions,Much Too Small,0.02936,33,1329,0.02028,0.03844
2004,2nd Quintile,Urban regions,A Bit Too Small,0.14402,206,1329,0.12513,0.16290
2004,2nd Quintile,Urban regions,Just Right,0.74060,987,1329,0.71702,0.76417
2004,2nd Quintile,Urban regions,A Bit Too Large,0.07961,103,1329,0.06505,0.09417
2004,2nd Quintile,Rural regions,A Bit Too Small,0.11254,92,806,0.09071,0.13437
2004,2nd Quintile,Rural regions,Just Right,0.79195,653,806,0.76391,0.82000
2004,2nd Quintile,Rural regions,A Bit Too Large,0.07877,61,806,0.06016,0.09738
2004,3rd Quintile,Urban regions,A Bit Too Small,0.15023,214,1352,0.13117,0.16928
2004,3rd Quintile,Urban regions,Just Right,0.71035,999,1352,0.68617,0.73454
2004,3rd Quintile,Urban regions,A Bit Too Large,0.10965,139,1352,0.09299,0.12632
2004,3rd Quintile,Rural regions,A Bit Too Small,0.09972,87,771,0.07855,0.12088
2004,3rd Quintile,Rural regions,Just Right,0.74755,592,771,0.71686,0.77823
2004,3rd Quintile,Rural regions,A Bit Too Large,0.12813,92,771,0.10452,0.15174
2004,4th Quintile,Urban regions,A Bit Too Small,0.12441,218,1494,0.10766,0.14115
2004,4th Quintile,Urban regions,Just Right,0.73826,1108,1494,0.71596,0.76056
2004,4th Quintile,Urban regions,A Bit Too Large,0.11326,168,1494,0.09718,0.12933
2004,4th Quintile,Rural regions,A Bit Too Small,0.10315,82,721,0.08093,0.12537
2004,4th Quintile,Rural regions,Just Right,0.71773,522,721,0.68485,0.75061
2004,4th Quintile,Rural regions,A Bit Too Large,0.16789,117,721,0.14058,0.19519
2004,5th Quintile,Urban regions,A Bit Too Small,0.13668,275,2239,0.12245,0.15092
2004,5th Quintile,Urban regions,Just Right,0.69146,1602,2239,0.67233,0.71060
2004,5th Quintile,Urban regions,A Bit Too Large,0.14840,320,2239,0.13367,0.16313
2004,5th Quintile,Urban regions,Much Too Large,0.01787,42,2239,0.01238,0.02336
2004,5th Quintile,Rural regions,A Bit Too Small,0.06262,46,676,0.04434,0.08090
2004,5th Quintile,Rural regions,Just Right,0.68111,495,676,0.64595,0.71627
2004,5th Quintile,Rural regions,A Bit Too Large,0.22345,135,676,0.19203,0.25488
2005,1st Quintile,Urban regions,Much Too Small,0.03044,32,1267,0.02098,0.03990
2005,1st Quintile,Urban regions,A Bit Too Small,0.19334,249,1267,0.17159,0.21509
2005,1st Quintile,Urban regions,Just Right,0.72351,927,1267,0.69887,0.74815
2005,1st Quintile,Urban regions,A Bit Too Large,0.04520,59,1267,0.03376,0.05665
2005,1st Quintile,Rural regions,A Bit Too Small,0.14198,102,678,0.11569,0.16827
2005,1st Quintile,Rural regions,Just Right,0.75641,517,678,0.72408,0.78875
2005,1st Quintile,Rural regions,A Bit Too Large,0.08140,59,678,0.06080,0.10199
2005,2nd Quintile,Urban regions,A Bit Too Small,0.13733,186,1231,0.11809,0.15656
2005,2nd Quintile,Urban regions,Just Right,0.74053,946,1231,0.71603,0.76503
2005,2nd Quintile,Urban regions,A Bit Too Large,0.09232,99,1231,0.07614,0.10849
2005,2nd Quintile,Rural regions,A Bit Too Small,0.09948,84,784,0.07851,0.12044
2005,2nd Quintile,Rural regions,Just Right,0.78789,629,784,0.75926,0.81652
2005,2nd Quintile,Rural regions,A Bit Too Large,0.09227,71,784,0.07199,0.11254
2005,3rd Quintile,Urban regions,A Bit Too Small,0.17291,235,1293,0.15229,0.19353
2005,3rd Quintile,Urban regions,Just Right,0.72147,961,1293,0.69703,0.74592
2005,3rd Quintile,Urban regions,A Bit Too Large,0.08104,97,1293,0.06616,0.09592
2005,3rd Quintile,Rural regions,A Bit Too Small,0.09522,80,741,0.07407,0.11637
2005,3rd Quintile,Rural regions,Just Right,0.71806,564,741,0.68564,0.75048
2005,3rd Quintile,Rural regions,A Bit Too Large,0.14023,97,741,0.11522,0.16525
2005,4th Quintile,Urban regions,A Bit Too Small,0.13275,204,1455,0.11531,0.15019
2005,4th Quintile,Urban regions,Just Right,0.72033,1080,1455,0.69726,0.74340
2005,4th Quintile,Urban regions,A Bit Too Large,0.13018,171,1455,0.11288,0.14748
2005,4th Quintile,Rural regions,A Bit Too Small,0.10309,69,707,0.08066,0.12552
2005,4th Quintile,Rural regions,Just Right,0.71617,530,707,0.68291,0.74943
2005,4th Quintile,Rural regions,A Bit Too Large,0.14930,108,707,0.12301,0.17559
2005,5th Quintile,Urban regions,A Bit Too Small,0.12515,248,2173,0.11123,0.13907
2005,5th Quintile,Urban regions,Just Right,0.70430,1568,2173,0.68511,0.72349
2005,5th Quintile,Urban regions,A Bit Too Large,0.14800,316,2173,0.13307,0.16294
2005,5th Quintile,Urban regions,Much Too Large,0.01905,41,2173,0.01330,0.02480
2005,5th Quintile,Rural regions,A Bit Too Small,0.08294,54,633,0.06144,0.10445
2005,5th Quintile,Rural regions,Just Right,0.68262,469,633,0.64633,0.71891
2005,5th Quintile,Rural regions,A Bit Too Large,0.19738,110,633,0.16634,0.22841
2006,1st Quintile,Urban regions,Much Too Small,0.04510,52,1320,0.03390,0.05630
2006,1st Quintile,Urban regions,A Bit Too Small,0.15642,221,1320,0.13682,0.17602
2006,1st Quintile,Urban regions,Just Right,0.73109,969,1320,0.70716,0.75502
2006,1st Quintile,Urban regions,A Bit Too Large,0.06081,78,1320,0.04791,0.07371
2006,1st Quintile,Rural regions,A Bit Too Small,0.11231,95,742,0.08957,0.13504
2006,1st Quintile,Rural regions,Just Right,0.77754,583,742,0.74759,0.80749
2006,1st Quintile,Rural regions,A Bit Too Large,0.08411,64,742,0.06412,0.10409
2006,2nd Quintile,Urban regions,A Bit Too Small,0.16519,220,1292,0.14493,0.18544
2006,2nd Quintile,Urban regions,Just Right,0.71524,958,1292,0.69062,0.73985
2006,2nd Quintile,Urban regions,A Bit Too Large,0.09484,114,1292,0.07886,0.11083
2006,2nd Quintile,Rural regions,A Bit Too Small,0.11110,103,873,0.09024,0.13195
2006,2nd Quintile,Rural regions,Just Right,0.76803,682,873,0.74002,0.79605
2006,2nd Quintile,Rural regions,A Bit Too Large,0.09627,88,873,0.07669,0.11584
2006,3rd Quintile,Urban regions,A Bit Too Small,0.15662,229,1453,0.13792,0.17531
2006,3rd Quintile,Urban regions,Just Right,0.70182,1074,1453,0.67829,0.72535
2006,3rd Quintile,Urban regions,A Bit Too Large,0.10993,150,1453,0.09384,0.12602
2006,3rd Quintile,Rural regions,A Bit Too Small,0.10830,95,859,0.08750,0.12909
2006,3rd Quintile,Rural regions,Just Right,0.70060,632,859,0.66995,0.73124
2006,3rd Quintile,Rural regions,A Bit Too Large,0.15130,132,859,0.12732,0.17528
2006,4th Quintile,Urban regions,A Bit Too Small,0.13764,225,1649,0.12101,0.15427
2006,4th Quintile,Urban regions,Just Right,0.72028,1238,1649,0.69861,0.74195
2006,4th Quintile,Urban regions,A Bit Too Large,0.11777,186,1649,0.10220,0.13333
2006,4th Quintile,Rural regions,A Bit Too Small,0.08557,72,777,0.06589,0.10525
2006,4th Quintile,Rural regions,Just Right,0.72885,587,777,0.69757,0.76013
2006,4th Quintile,Rural regions,A Bit Too Large,0.15172,118,777,0.12648,0.17696
