,Unnamed: 0,year,hhtyp,quintil_oecd_hh,hgseval,proportion,n,N,proportion_lower_confidence,proportion_upper_confidence
886,886,2006,Couple without children,1st Quintile,Just Right,0.84076,345,11614,0.781,0.90839
887,887,2006,Couple without children,1st Quintile,A Bit Too Large,0.05288,33,11614,0.04507,0.06205
888,888,2006,Couple without children,2nd Quintile,A Bit Too Small,0.09369,58,11614,0.07987,0.10907
889,889,2006,Couple without children,2nd Quintile,Just Right,0.77496,513,11614,0.73301,0.8153
890,890,2006,Couple without children,2nd Quintile,A Bit Too Large,0.13135,81,11614,0.1095,0.15547
891,891,2006,Couple without children,3rd Quintile,A Bit Too Small,0.11852,82,11614,0.09604,0.13636
892,892,2006,Couple without children,3rd Quintile,Just Right,0.74826,569,11614,0.71008,0.79457
893,893,2006,Couple without children,3rd Quintile,A Bit Too Large,0.13322,105,11614,0.11413,0.1501
894,894,2006,Couple without children,4th Quintile,A Bit Too Small,0.10325,88,11614,0.08733,0.12142
895,895,2006,Couple without children,4th Quintile,Just Right,0.72755,579,11614,0.68527,0.76009
896,896,2006,Couple without children,4th Quintile,A Bit Too Large,0.1692,134,11614,0.14905,0.18839
897,897,2006,Couple without children,5th Quintile,A Bit Too Small,0.09843,116,11614,0.0845,0.11487
898,898,2006,Couple without children,5th Quintile,Just Right,0.68366,1025,11614,0.6451,0.72067
899,899,2006,Couple without children,5th Quintile,A Bit Too Large,0.1895,286,11614,0.16963,0.21095
900,900,2006,Couple without children,5th Quintile,Much Too Large,0.02841,39,11614,0.02025,0.03762
901,901,2006,Single parent,1st Quintile,A Bit Too Small,0.16983,58,11614,0.14758,0.19736
902,902,2006,Single parent,1st Quintile,Just Right,0.83017,248,11614,0.77043,0.89579
903,903,2006,Single parent,2nd Quintile,A Bit Too Small,0.26048,32,11614,0.19411,0.32085
904,904,2006,Single parent,2nd Quintile,Just Right,0.73952,111,11614,0.64528,0.82623
905,905,2006,Single parent,3rd Quintile,Just Right,1.0,80,11614,0.85604,1.1439
906,906,2006,Single parent,4th Quintile,Just Right,1.0,71,11614,0.85782,1.15259
907,907,2006,Single parent,5th Quintile,Just Right,1.0,37,11614,0.74807,1.29531
908,908,2006,Couple with children,1st Quintile,Much Too Small,0.08723,31,11614,0.066,0.10866
909,909,2006,Couple with children,1st Quintile,A Bit Too Small,0.25393,103,11614,0.2128,0.28925
910,910,2006,Couple with children,1st Quintile,Just Right,0.65883,288,11614,0.58726,0.72525
911,911,2006,Couple with children,2nd Quintile,A Bit Too Small,0.27624,181,11614,0.25042,0.31207
912,912,2006,Couple with children,2nd Quintile,Just Right,0.72376,482,11614,0.67654,0.7859
913,913,2006,Couple with children,3rd Quintile,A Bit Too Small,0.21777,162,11614,0.19152,0.24719
914,914,2006,Couple with children,3rd Quintile,Just Right,0.7182,635,11614,0.6739,0.76376
915,915,2006,Couple with children,3rd Quintile,A Bit Too Large,0.06403,52,11614,0.0512,0.07751
916,916,2006,Couple with children,4th Quintile,A Bit Too Small,0.14719,127,11614,0.12515,0.16593
917,917,2006,Couple with children,4th Quintile,Just Right,0.78648,722,11614,0.74066,0.83154
918,918,2006,Couple with children,4th Quintile,A Bit Too Large,0.06633,65,11614,0.05196,0.08103
919,919,2006,Couple with children,5th Quintile,A Bit Too Small,0.15675,120,11614,0.13524,0.18186
920,920,2006,Couple with children,5th Quintile,Just Right,0.75461,658,11614,0.70341,0.82153
921,921,2006,Couple with children,5th Quintile,A Bit Too Large,0.08864,76,11614,0.0725,0.10528
922,922,2007,Single-person household,1st Quintile,A Bit Too Small,0.15035,118,10810,0.13355,0.16827
923,923,2007,Single-person household,1st Quintile,Just Right,0.78385,646,10810,0.7521,0.81834
924,924,2007,Single-person household,1st Quintile,A Bit Too Large,0.06579,57,10810,0.05681,0.07659
925,925,2007,Single-person household,2nd Quintile,A Bit Too Small,0.09374,60,10810,0.07786,0.10768
926,926,2007,Single-person household,2nd Quintile,Just Right,0.7997,456,10810,0.75927,0.83933
927,927,2007,Single-person household,2nd Quintile,A Bit Too Large,0.10656,59,10810,0.09471,0.11795
928,928,2007,Single-person household,3rd Quintile,A Bit Too Small,0.09422,48,10810,0.07896,0.10926
929,929,2007,Single-person household,3rd Quintile,Just Right,0.73332,401,10810,0.69588,0.77122
930,930,2007,Single-person household,3rd Quintile,A Bit Too Large,0.17247,93,10810,0.15746,0.19067
931,931,2007,Single-person household,4th Quintile,A Bit Too Small,0.12905,69,10810,0.11058,0.14687
932,932,2007,Single-person household,4th Quintile,Just Right,0.69463,365,10810,0.65898,0.7375
933,933,2007,Single-person household,4th Quintile,A Bit Too Large,0.17632,101,10810,0.1557,0.19781
934,934,2007,Single-person household,5th Quintile,A Bit Too Small,0.10835,57,10810,0.0864,0.12655
935,935,2007,Single-person household,5th Quintile,Just Right,0.65931,332,10810,0.61701,0.70485
936,936,2007,Single-person household,5th Quintile,A Bit Too Large,0.23234,133,10810,0.20705,0.26063
937,937,2007,Couple without children,1st Quintile,Just Right,0.9108,314,10810,0.83582,0.97255
938,938,2007,Couple without children,1st Quintile,A Bit Too Large,0.0892,34,10810,0.07023,0.10479
939,939,2007,Couple without children,2nd Quintile,A Bit Too Small,0.0828,51,10810,0.0639,0.10238
940,940,2007,Couple without children,2nd Quintile,Just Right,0.79566,501,10810,0.74509,0.84671
941,941,2007,Couple without children,2nd Quintile,A Bit Too Large,0.12154,77,10810,0.10441,0.13941
942,942,2007,Couple without children,3rd Quintile,A Bit Too Small,0.12987,81,10810,0.11161,0.15235
943,943,2007,Couple without children,3rd Quintile,Just Right,0.71887,514,10810,0.67025,0.76995
944,944,2007,Couple without children,3rd Quintile,A Bit Too Large,0.15126,105,10810,0.1317,0.16896
945,945,2007,Couple without children,4th Quintile,A Bit Too Small,0.11057,94,10810,0.09367,0.13234
946,946,2007,Couple without children,4th Quintile,Just Right,0.72875,579,10810,0.68452,0.76557
947,947,2007,Couple without children,4th Quintile,A Bit Too Large,0.16068,126,10810,0.13783,0.18005
948,948,2007,Couple without children,5th Quintile,A Bit Too Small,0.08409,106,10810,0.06682,0.10182
949,949,2007,Couple without children,5th Quintile,Just Right,0.69818,920,10810,0.65735,0.745
950,950,2007,Couple without children,5th Quintile,A Bit Too Large,0.19137,254,10810,0.16666,0.21668
951,951,2007,Couple without children,5th Quintile,Much Too Large,0.02636,37,10810,0.01976,0.03551
952,952,2007,Single parent,1st Quintile,A Bit Too Small,0.25379,70,10810,0.21003,0.29953
953,953,2007,Single parent,1st Quintile,Just Right,0.74621,202,10810,0.66987,0.82408
954,954,2007,Single parent,2nd Quintile,Just Right,1.0,106,10810,0.86863,1.14585
955,955,2007,Single parent,3rd Quintile,Just Right,1.0,86,10810,0.86101,1.16546
956,956,2007,Single parent,4th Quintile,Just Right,1.0,57,10810,0.82319,1.18817
957,957,2007,Single parent,5th Quintile,Just Right,1.0,45,10810,0.80361,1.2127
958,958,2007,Couple with children,1st Quintile,A Bit Too Small,0.27723,92,10810,0.22176,0.33066
959,959,2007,Couple with children,1st Quintile,Just Right,0.72277,265,10810,0.65541,0.79515
960,960,2007,Couple with children,2nd Quintile,A Bit Too Small,0.26544,167,10810,0.23568,0.29329
961,961,2007,Couple with children,2nd Quintile,Just Right,0.73456,497,10810,0.67326,0.78835
962,962,2007,Couple with children,3rd Quintile,A Bit Too Small,0.21297,157,10810,0.18802,0.23765
963,963,2007,Couple with children,3rd Quintile,Just Right,0.72407,563,10810,0.67092,0.76867
964,964,2007,Couple with children,3rd Quintile,A Bit Too Large,0.06296,42,10810,0.04507,0.07982
965,965,2007,Couple with children,4th Quintile,A Bit Too Small,0.15363,118,10810,0.13213,0.17823
966,966,2007,Couple with children,4th Quintile,Just Right,0.76328,639,10810,0.70941,0.82828
967,967,2007,Couple with children,4th Quintile,A Bit Too Large,0.08309,71,10810,0.06261,0.10239
968,968,2007,Couple with children,5th Quintile,A Bit Too Small,0.13298,113,10810,0.1104,0.15721
969,969,2007,Couple with children,5th Quintile,Just Right,0.77826,648,10810,0.7196,0.84149
970,970,2007,Couple with children,5th Quintile,A Bit Too Large,0.08875,84,10810,0.07426,0.10753
971,971,2008,Single-person household,1st Quintile,A Bit Too Small,0.12169,94,10207,0.1071,0.13676
972,972,2008,Single-person household,1st Quintile,Just Right,0.79147,610,10207,0.75278,0.83332
973,973,2008,Single-person household,1st Quintile,A Bit Too Large,0.08684,69,10207,0.07508,0.10032
974,974,2008,Single-person household,2nd Quintile,A Bit Too Small,0.09866,47,10207,0.08457,0.11389
975,975,2008,Single-person household,2nd Quintile,Just Right,0.77406,431,10207,0.73945,0.81202
976,976,2008,Single-person household,2nd Quintile,A Bit Too Large,0.12728,68,10207,0.11367,0.14409
977,977,2008,Single-person household,3rd Quintile,A Bit Too Small,0.10173,52,10207,0.08511,0.12137
978,978,2008,Single-person household,3rd Quintile,Just Right,0.7628,403,10207,0.72711,0.80547
979,979,2008,Single-person household,3rd Quintile,A Bit Too Large,0.13547,75,10207,0.11939,0.15071
980,980,2008,Single-person household,4th Quintile,A Bit Too Small,0.11219,64,10207,0.09319,0.12755
981,981,2008,Single-person household,4th Quintile,Just Right,0.65635,319,10207,0.61498,0.70207
982,982,2008,Single-person household,4th Quintile,A Bit Too Large,0.23145,118,10207,0.20954,0.2589
983,983,2008,Single-person household,5th Quintile,A Bit Too Small,0.13421,57,10207,0.11566,0.15638
984,984,2008,Single-person household,5th Quintile,Just Right,0.63639,329,10207,0.59967,0.67247
985,985,2008,Single-person household,5th Quintile,A Bit Too Large,0.2294,115,10207,0.19876,0.2572
986,986,2008,Couple without children,1st Quintile,A Bit Too Small,0.09707,39,10207,0.07811,0.12286
987,987,2008,Couple without children,1st Quintile,Just Right,0.83356,317,10207,0.7785,0.89645
988,988,2008,Couple without children,1st Quintile,A Bit Too Large,0.06937,36,10207,0.05503,0.0856
989,989,2008,Couple without children,2nd Quintile,A Bit Too Small,0.08371,42,10207,0.06503,0.10369
990,990,2008,Couple without children,2nd Quintile,Just Right,0.81155,491,10207,0.75916,0.86701
991,991,2008,Couple without children,2nd Quintile,A Bit Too Large,0.10475,62,10207,0.09057,0.12368
992,992,2008,Couple without children,3rd Quintile,A Bit Too Small,0.08237,64,10207,0.0656,0.09938
993,993,2008,Couple without children,3rd Quintile,Just Right,0.74044,504,10207,0.6958,0.78591
994,994,2008,Couple without children,3rd Quintile,A Bit Too Large,0.1772,124,10207,0.15554,0.1985
995,995,2008,Couple without children,4th Quintile,A Bit Too Small,0.09938,71,10207,0.08197,0.11912
996,996,2008,Couple without children,4th Quintile,Just Right,0.73947,533,10207,0.69018,0.793
997,997,2008,Couple without children,4th Quintile,A Bit Too Large,0.16114,106,10207,0.14277,0.18685
998,998,2008,Couple without children,5th Quintile,A Bit Too Small,0.08881,98,10207,0.07274,0.10901
999,999,2008,Couple without children,5th Quintile,Just Right,0.68343,885,10207,0.64417,0.72905
1000,1000,2008,Couple without children,5th Quintile,A Bit Too Large,0.19421,259,10207,0.17244,0.22185
1001,1001,2008,Couple without children,5th Quintile,Much Too Large,0.03354,38,10207,0.02455,0.0439
1002,1002,2008,Single parent,1st Quintile,A Bit Too Small,0.28067,65,10207,0.23733,0.33266
1003,1003,2008,Single parent,1st Quintile,Just Right,0.71933,189,10207,0.65619,0.81398
1004,1004,2008,Single parent,2nd Quintile,A Bit Too Small,0.25494,32,10207,0.2073,0.30777
1005,1005,2008,Single parent,2nd Quintile,Just Right,0.74506,112,10207,0.64201,0.8634
1006,1006,2008,Single parent,3rd Quintile,Just Right,1.0,86,10207,0.85799,1.14063
1007,1007,2008,Single parent,4th Quintile,Just Right,1.0,55,10207,0.81922,1.1732
1008,1008,2008,Couple with children,1st Quintile,A Bit Too Small,0.26193,82,10207,0.22337,0.30233
1009,1009,2008,Couple with children,1st Quintile,Just Right,0.73807,268,10207,0.6729,0.82591
1010,1010,2008,Couple with children,2nd Quintile,A Bit Too Small,0.26408,148,10207,0.22929,0.29433
1011,1011,2008,Couple with children,2nd Quintile,Just Right,0.73592,427,10207,0.68392,0.80343
1012,1012,2008,Couple with children,3rd Quintile,A Bit Too Small,0.18785,141,10207,0.16071,0.21605
1013,1013,2008,Couple with children,3rd Quintile,Just Right,0.7509,555,10207,0.69742,0.81219
1014,1014,2008,Couple with children,3rd Quintile,A Bit Too Large,0.06124,41,10207,0.046,0.07536
1015,1015,2008,Couple with children,4th Quintile,A Bit Too Small,0.19836,119,10207,0.16799,0.22461
1016,1016,2008,Couple with children,4th Quintile,Just Right,0.7305,554,10207,0.67775,0.78136
1017,1017,2008,Couple with children,4th Quintile,A Bit Too Large,0.07115,55,10207,0.05208,0.09327
1018,1018,2008,Couple with children,5th Quintile,A Bit Too Small,0.12627,87,10207,0.1032,0.15737
1019,1019,2008,Couple with children,5th Quintile,Just Right,0.77542,589,10207,0.71187,0.85081
1020,1020,2008,Couple with children,5th Quintile,A Bit Too Large,0.09831,82,10207,0.076,0.12079
1021,1021,2009,Single-person household,1st Quintile,A Bit Too Small,0.12438,89,9498,0.10604,0.14655
1022,1022,2009,Single-person household,1st Quintile,Just Right,0.79512,599,9498,0.75918,0.83785
1023,1023,2009,Single-person household,1st Quintile,A Bit Too Large,0.0805,59,9498,0.06738,0.09539
1024,1024,2009,Single-person household,2nd Quintile,A Bit Too Small,0.09129,46,9498,0.0779,0.10602
1025,1025,2009,Single-person household,2nd Quintile,Just Right,0.7799,428,9498,0.73695,0.82403
1026,1026,2009,Single-person household,2nd Quintile,A Bit Too Large,0.12881,77,9498,0.11122,0.14517
1027,1027,2009,Single-person household,3rd Quintile,A Bit Too Small,0.09488,47,9498,0.07867,0.11409
1028,1028,2009,Single-person household,3rd Quintile,Just Right,0.71579,367,9498,0.66714,0.75612
1029,1029,2009,Single-person household,3rd Quintile,A Bit Too Large,0.18933,96,9498,0.16534,0.21203
1030,1030,2009,Single-person household,4th Quintile,A Bit Too Small,0.14643,60,9498,0.12217,0.16894
1031,1031,2009,Single-person household,4th Quintile,Just Right,0.69281,326,9498,0.64581,0.74775
1032,1032,2009,Single-person household,4th Quintile,A Bit Too Large,0.16076,73,9498,0.14092,0.18725
1033,1033,2009,Single-person household,5th Quintile,A Bit Too Small,0.12505,56,9498,0.10191,0.15086
1034,1034,2009,Single-person household,5th Quintile,Just Right,0.66154,290,9498,0.59885,0.71989
1035,1035,2009,Single-person household,5th Quintile,A Bit Too Large,0.21341,109,9498,0.18328,0.24584
1036,1036,2009,Couple without children,1st Quintile,Just Right,0.93168,311,9498,0.84698,1.01681
1037,1037,2009,Couple without children,1st Quintile,A Bit Too Large,0.06832,33,9498,0.05536,0.08713
1038,1038,2009,Couple without children,2nd Quintile,A Bit Too Small,0.13704,58,9498,0.11052,0.17051
1039,1039,2009,Couple without children,2nd Quintile,Just Right,0.73613,467,9498,0.69015,0.78924
1040,1040,2009,Couple without children,2nd Quintile,A Bit Too Large,0.12683,75,9498,0.10382,0.15417
1041,1041,2009,Couple without children,3rd Quintile,A Bit Too Small,0.11831,65,9498,0.08713,0.14756
1042,1042,2009,Couple without children,3rd Quintile,Just Right,0.71031,429,9498,0.65082,0.77016
1043,1043,2009,Couple without children,3rd Quintile,A Bit Too Large,0.17138,106,9498,0.15617,0.19031
1044,1044,2009,Couple without children,4th Quintile,A Bit Too Small,0.1033,77,9498,0.08572,0.12614
1045,1045,2009,Couple without children,4th Quintile,Just Right,0.73396,531,9498,0.68341,0.80314
1046,1046,2009,Couple without children,4th Quintile,A Bit Too Large,0.16274,112,9498,0.13936,0.18724
1047,1047,2009,Couple without children,5th Quintile,A Bit Too Small,0.0944,89,9498,0.07499,0.11245
1048,1048,2009,Couple without children,5th Quintile,Just Right,0.63595,799,9498,0.58852,0.68574
1049,1049,2009,Couple without children,5th Quintile,A Bit Too Large,0.24073,266,9498,0.21628,0.27643
1050,1050,2009,Couple without children,5th Quintile,Much Too Large,0.02893,35,9498,0.02004,0.04152
1051,1051,2009,Single parent,1st Quintile,A Bit Too Small,0.257,60,9498,0.20205,0.30913
1052,1052,2009,Single parent,1st Quintile,Just Right,0.743,157,9498,0.66922,0.86132
1053,1053,2009,Single parent,2nd Quintile,Just Right,1.0,105,9498,0.86626,1.16298
1054,1054,2009,Single parent,3rd Quintile,Just Right,1.0,72,9498,0.82281,1.19449
1055,1055,2009,Single parent,4th Quintile,Just Right,1.0,48,9498,0.7601,1.21877
1056,1056,2009,Couple with children,1st Quintile,A Bit Too Small,0.30699,88,9498,0.25917,0.35764
1057,1057,2009,Couple with children,1st Quintile,Just Right,0.69301,230,9498,0.61348,0.77358
1058,1058,2009,Couple with children,2nd Quintile,A Bit Too Small,0.24583,131,9498,0.20646,0.28543
1059,1059,2009,Couple with children,2nd Quintile,Just Right,0.75417,379,9498,0.68204,0.82654
1060,1060,2009,Couple with children,3rd Quintile,A Bit Too Small,0.20631,136,9498,0.1708,0.2401
1061,1061,2009,Couple with children,3rd Quintile,Just Right,0.72903,487,9498,0.6584,0.79194
1062,1062,2009,Couple with children,3rd Quintile,A Bit Too Large,0.06466,39,9498,0.04143,0.08901
1063,1063,2009,Couple with children,4th Quintile,A Bit Too Small,0.20861,110,9498,0.18011,0.24539
1064,1064,2009,Couple with children,4th Quintile,Just Right,0.69288,524,9498,0.64277,0.7541
1065,1065,2009,Couple with children,4th Quintile,A Bit Too Large,0.09851,62,9498,0.07415,0.12913
1066,1066,2009,Couple with children,5th Quintile,A Bit Too Small,0.1382,87,9498,0.10859,0.1726
1067,1067,2009,Couple with children,5th Quintile,Just Right,0.72064,519,9498,0.65345,0.77844
1068,1068,2009,Couple with children,5th Quintile,A Bit Too Large,0.14116,89,9498,0.10496,0.18548
1069,1069,2010,Single-person household,1st Quintile,A Bit Too Small,0.12208,94,13092,0.10182,0.13679
1070,1070,2010,Single-person household,1st Quintile,Just Right,0.77536,536,13092,0.73377,0.81565
1071,1071,2010,Single-person household,1st Quintile,A Bit Too Large,0.10256,71,13092,0.08875,0.11452
1072,1072,2010,Single-person household,2nd Quintile,A Bit Too Small,0.08925,46,13092,0.07274,0.10739
1073,1073,2010,Single-person household,2nd Quintile,Just Right,0.76766,409,13092,0.72416,0.81078
1074,1074,2010,Single-person household,2nd Quintile,A Bit Too Large,0.14309,82,13092,0.12197,0.16246
1075,1075,2010,Single-person household,3rd Quintile,A Bit Too Small,0.10998,49,13092,0.09319,0.12661
1076,1076,2010,Single-person household,3rd Quintile,Just Right,0.74889,358,13092,0.6949,0.80219
1077,1077,2010,Single-person household,3rd Quintile,A Bit Too Large,0.14113,61,13092,0.12007,0.16329
1078,1078,2010,Single-person household,4th Quintile,A Bit Too Small,0.13522,52,13092,0.111,0.15785
1079,1079,2010,Single-person household,4th Quintile,Just Right,0.63743,290,13092,0.59259,0.68434
1080,1080,2010,Single-person household,4th Quintile,A Bit Too Large,0.22735,104,13092,0.20205,0.25131
1081,1081,2010,Single-person household,5th Quintile,A Bit Too Small,0.11968,39,13092,0.0956,0.14026
1082,1082,2010,Single-person household,5th Quintile,Just Right,0.67649,285,13092,0.62293,0.72865
1083,1083,2010,Single-person household,5th Quintile,A Bit Too Large,0.20383,102,13092,0.17384,0.23098
1084,1084,2010,Couple without children,1st Quintile,Just Right,1.0,284,13092,0.90605,1.09135
1085,1085,2010,Couple without children,2nd Quintile,A Bit Too Small,0.07831,41,13092,0.06178,0.10277
1086,1086,2010,Couple without children,2nd Quintile,Just Right,0.79198,438,13092,0.73576,0.84483
1087,1087,2010,Couple without children,2nd Quintile,A Bit Too Large,0.1297,73,13092,0.10907,0.14997
1088,1088,2010,Couple without children,3rd Quintile,A Bit Too Small,0.12886,62,13092,0.10261,0.15793
1089,1089,2010,Couple without children,3rd Quintile,Just Right,0.71118,446,13092,0.65927,0.75705
1090,1090,2010,Couple without children,3rd Quintile,A Bit Too Large,0.15996,96,13092,0.1358,0.18316
1091,1091,2010,Couple without children,4th Quintile,A Bit Too Small,0.10291,69,13092,0.07558,0.12625
1092,1092,2010,Couple without children,4th Quintile,Just Right,0.69022,475,13092,0.64219,0.75476
1093,1093,2010,Couple without children,4th Quintile,A Bit Too Large,0.20687,134,13092,0.17735,0.2442
1094,1094,2010,Couple without children,5th Quintile,A Bit Too Small,0.0974,91,13092,0.07724,0.12054
1095,1095,2010,Couple without children,5th Quintile,Just Right,0.69573,785,13092,0.65615,0.74357
1096,1096,2010,Couple without children,5th Quintile,A Bit Too Large,0.20686,235,13092,0.17714,0.23332
1097,1097,2010,Single parent,1st Quintile,Much Too Small,0.06466,75,13092,0.05693,0.07401
1098,1098,2010,Single parent,1st Quintile,A Bit Too Small,0.28821,245,13092,0.24578,0.34021
1099,1099,2010,Single parent,1st Quintile,Just Right,0.58722,521,13092,0.53924,0.64423
1100,1100,2010,Single parent,1st Quintile,A Bit Too Large,0.0599,45,13092,0.04115,0.08719
1101,1101,2010,Single parent,2nd Quintile,A Bit Too Small,0.21442,92,13092,0.16335,0.2884
1102,1102,2010,Single parent,2nd Quintile,Just Right,0.70082,275,13092,0.58627,0.81572
1103,1103,2010,Single parent,2nd Quintile,A Bit Too Large,0.08477,38,13092,0.05762,0.11297
1104,1104,2010,Single parent,3rd Quintile,A Bit Too Small,0.16528,57,13092,0.13433,0.20166
1105,1105,2010,Single parent,3rd Quintile,Just Right,0.83472,172,13092,0.69321,0.9938
1106,1106,2010,Single parent,4th Quintile,Just Right,1.0,117,13092,0.79879,1.27219
1107,1107,2010,Single parent,5th Quintile,Just Right,1.0,63,13092,0.74437,1.33509
1108,1108,2010,Couple with children,1st Quintile,Much Too Small,0.08724,137,13092,0.07625,0.09978
1109,1109,2010,Couple with children,1st Quintile,A Bit Too Small,0.26541,364,13092,0.23125,0.30651
1110,1110,2010,Couple with children,1st Quintile,Just Right,0.64734,627,13092,0.58939,0.71208
1111,1111,2010,Couple with children,2nd Quintile,Much Too Small,0.0303,71,13092,0.02407,0.03751
1112,1112,2010,Couple with children,2nd Quintile,A Bit Too Small,0.24841,383,13092,0.21091,0.28891
1113,1113,2010,Couple with children,2nd Quintile,Just Right,0.68013,804,13092,0.61406,0.74193
1114,1114,2010,Couple with children,2nd Quintile,A Bit Too Large,0.04115,47,13092,0.02587,0.06723
1115,1115,2010,Couple with children,3rd Quintile,A Bit Too Small,0.22098,284,13092,0.18537,0.25561
1116,1116,2010,Couple with children,3rd Quintile,Just Right,0.71168,786,13092,0.65444,0.78023
1117,1117,2010,Couple with children,3rd Quintile,A Bit Too Large,0.06734,59,13092,0.04486,0.08984
1118,1118,2010,Couple with children,4th Quintile,A Bit Too Small,0.17435,222,13092,0.14173,0.20424
1119,1119,2010,Couple with children,4th Quintile,Just Right,0.73934,760,13092,0.66544,0.80802
1120,1120,2010,Couple with children,4th Quintile,A Bit Too Large,0.08632,72,13092,0.05971,0.10647
1121,1121,2010,Couple with children,5th Quintile,A Bit Too Small,0.14943,151,13092,0.1211,0.18244
1122,1122,2010,Couple with children,5th Quintile,Just Right,0.73691,720,13092,0.66641,0.81243
1123,1123,2010,Couple with children,5th Quintile,A Bit Too Large,0.11366,98,13092,0.08928,0.14194
1124,1124,2011,Single-person household,1st Quintile,A Bit Too Small,0.13788,130,15961,0.12111,0.15748
1125,1125,2011,Single-person household,1st Quintile,Just Right,0.78142,792,15961,0.75058,0.81899
1126,1126,2011,Single-person household,1st Quintile,A Bit Too Large,0.0807,82,15961,0.07043,0.09116
1127,1127,2011,Single-person household,2nd Quintile,A Bit Too Small,0.07335,53,15961,0.06105,0.08483
1128,1128,2011,Single-person household,2nd Quintile,Just Right,0.79923,553,15961,0.75482,0.8429
1129,1129,2011,Single-person household,2nd Quintile,A Bit Too Large,0.12742,101,15961,0.11448,0.14371
1130,1130,2011,Single-person household,3rd Quintile,A Bit Too Small,0.10818,56,15961,0.08684,0.12404
1131,1131,2011,Single-person household,3rd Quintile,Just Right,0.7276,464,15961,0.68336,0.76863
1132,1132,2011,Single-person household,3rd Quintile,A Bit Too Large,0.16422,110,15961,0.15027,0.18209
1133,1133,2011,Single-person household,4th Quintile,A Bit Too Small,0.12978,61,15961,0.11149,0.151
1134,1134,2011,Single-person household,4th Quintile,Just Right,0.67383,356,15961,0.62876,0.71593
1135,1135,2011,Single-person household,4th Quintile,A Bit Too Large,0.1964,104,15961,0.17238,0.21627
1136,1136,2011,Single-person household,5th Quintile,A Bit Too Small,0.112,54,15961,0.09573,0.131
1137,1137,2011,Single-person household,5th Quintile,Just Right,0.61269,340,15961,0.56981,0.65459
1138,1138,2011,Single-person household,5th Quintile,A Bit Too Large,0.21946,136,15961,0.19186,0.2461
1139,1139,2011,Single-person household,5th Quintile,Much Too Large,0.05585,37,15961,0.04165,0.07275
1140,1140,2011,Couple without children,1st Quintile,A Bit Too Small,0.12475,48,15961,0.09261,0.15993
1141,1141,2011,Couple without children,1st Quintile,Just Right,0.79175,368,15961,0.72911,0.86319
1142,1142,2011,Couple without children,1st Quintile,A Bit Too Large,0.0835,39,15961,0.066,0.10452
1143,1143,2011,Couple without children,2nd Quintile,A Bit Too Small,0.08463,56,15961,0.06379,0.10721
1144,1144,2011,Couple without children,2nd Quintile,Just Right,0.76263,572,15961,0.71696,0.80954
1145,1145,2011,Couple without children,2nd Quintile,A Bit Too Large,0.15274,105,15961,0.12999,0.18363
1146,1146,2011,Couple without children,3rd Quintile,A Bit Too Small,0.10111,74,15961,0.08491,0.11937
1147,1147,2011,Couple without children,3rd Quintile,Just Right,0.74908,567,15961,0.71006,0.79935
1148,1148,2011,Couple without children,3rd Quintile,A Bit Too Large,0.14981,113,15961,0.12579,0.17111
1149,1149,2011,Couple without children,4th Quintile,A Bit Too Small,0.09023,79,15961,0.0722,0.10907
1150,1150,2011,Couple without children,4th Quintile,Just Right,0.69821,673,15961,0.65552,0.74768
1151,1151,2011,Couple without children,4th Quintile,A Bit Too Large,0.21156,182,15961,0.18679,0.24011
1152,1152,2011,Couple without children,5th Quintile,A Bit Too Small,0.11257,125,15961,0.09514,0.13189
1153,1153,2011,Couple without children,5th Quintile,Just Right,0.65986,927,15961,0.62153,0.70206
1154,1154,2011,Couple without children,5th Quintile,A Bit Too Large,0.20473,313,15961,0.1842,0.22893
1155,1155,2011,Couple without children,5th Quintile,Much Too Large,0.02284,32,15961,0.01722,0.0302
1156,1156,2011,Single parent,1st Quintile,Much Too Small,0.05342,66,15961,0.04633,0.06072
1157,1157,2011,Single parent,1st Quintile,A Bit Too Small,0.22247,256,15961,0.20289,0.24918
1158,1158,2011,Single parent,1st Quintile,Just Right,0.67323,680,15961,0.62353,0.72818
1159,1159,2011,Single parent,1st Quintile,A Bit Too Large,0.05088,38,15961,0.03344,0.08018
1160,1160,2011,Single parent,2nd Quintile,A Bit Too Small,0.24366,132,15961,0.21452,0.27301
1161,1161,2011,Single parent,2nd Quintile,Just Right,0.65817,345,15961,0.59084,0.72084
1162,1162,2011,Single parent,2nd Quintile,A Bit Too Large,0.09817,47,15961,0.07234,0.12963
1163,1163,2011,Single parent,3rd Quintile,A Bit Too Small,0.21312,75,15961,0.15879,0.28574
1164,1164,2011,Single parent,3rd Quintile,Just Right,0.78688,262,15961,0.68078,0.8808
1165,1165,2011,Single parent,4th Quintile,Just Right,0.83434,138,15961,0.66851,1.0145
1166,1166,2011,Single parent,4th Quintile,A Bit Too Large,0.16566,31,15961,0.11359,0.23681
1167,1167,2011,Single parent,5th Quintile,Just Right,1.0,86,15961,0.79619,1.23843
1168,1168,2011,Couple with children,1st Quintile,Much Too Small,0.06844,93,15961,0.05642,0.08135
1169,1169,2011,Couple with children,1st Quintile,A Bit Too Small,0.28234,340,15961,0.24849,0.3167
1170,1170,2011,Couple with children,1st Quintile,Just Right,0.60938,627,15961,0.56008,0.67053
1171,1171,2011,Couple with children,1st Quintile,A Bit Too Large,0.03984,34,15961,0.02604,0.05645
