,Unnamed: 0,year,hhtyp,quintil_oecd_hh,hgseval,proportion,n,N,proportion_lower_confidence,proportion_upper_confidence
299,299,1993,Couple with children,1st Quintile,Just Right,0.65441,242,5537,0.58377,0.72916
300,300,1993,Couple with children,2nd Quintile,Much Too Small,0.06986,55,5537,0.05933,0.08212
301,301,1993,Couple with children,2nd Quintile,A Bit Too Small,0.24837,191,5537,0.22035,0.27628
302,302,1993,Couple with children,2nd Quintile,Just Right,0.68176,469,5537,0.63292,0.72271
303,303,1993,Couple with children,3rd Quintile,Much Too Small,0.04247,42,5537,0.03412,0.05159
304,304,1993,Couple with children,3rd Quintile,A Bit Too Small,0.22977,173,5537,0.20489,0.26279
305,305,1993,Couple with children,3rd Quintile,Just Right,0.67829,465,5537,0.62535,0.72836
306,306,1993,Couple with children,3rd Quintile,A Bit Too Large,0.04946,32,5537,0.03715,0.06141
307,307,1993,Couple with children,4th Quintile,A Bit Too Small,0.22475,115,5537,0.19841,0.25092
308,308,1993,Couple with children,4th Quintile,Just Right,0.77525,369,5537,0.72465,0.82477
309,309,1993,Couple with children,5th Quintile,A Bit Too Small,0.21248,72,5537,0.18535,0.24507
310,310,1993,Couple with children,5th Quintile,Just Right,0.78752,247,5537,0.74511,0.84008
311,311,1994,Single-person household,1st Quintile,A Bit Too Small,0.09927,42,5539,0.0835,0.11975
312,312,1994,Single-person household,1st Quintile,Just Right,0.79162,312,5539,0.74466,0.83502
313,313,1994,Single-person household,1st Quintile,A Bit Too Large,0.10911,51,5539,0.09346,0.12417
314,314,1994,Single-person household,2nd Quintile,Just Right,1.0,180,5539,0.93258,1.07959
315,315,1994,Single-person household,3rd Quintile,A Bit Too Small,0.14455,36,5539,0.11879,0.17088
316,316,1994,Single-person household,3rd Quintile,Just Right,0.85545,198,5539,0.77757,0.93436
317,317,1994,Single-person household,4th Quintile,Just Right,1.0,148,5539,0.9287,1.06888
318,318,1994,Single-person household,5th Quintile,Just Right,0.81415,143,5539,0.76243,0.88105
319,319,1994,Single-person household,5th Quintile,A Bit Too Large,0.18585,33,5539,0.15592,0.21225
320,320,1994,Couple without children,1st Quintile,Just Right,1.0,197,5539,0.9076,1.08363
321,321,1994,Couple without children,2nd Quintile,A Bit Too Small,0.10211,32,5539,0.07255,0.13415
322,322,1994,Couple without children,2nd Quintile,Just Right,0.89789,256,5539,0.84285,0.95545
323,323,1994,Couple without children,3rd Quintile,A Bit Too Small,0.13298,39,5539,0.10911,0.15883
324,324,1994,Couple without children,3rd Quintile,Just Right,0.86702,219,5539,0.79503,0.94396
325,325,1994,Couple without children,4th Quintile,A Bit Too Small,0.15451,65,5539,0.12929,0.177
326,326,1994,Couple without children,4th Quintile,Just Right,0.75254,292,5539,0.69693,0.80814
327,327,1994,Couple without children,4th Quintile,A Bit Too Large,0.09295,32,5539,0.07493,0.11204
328,328,1994,Couple without children,5th Quintile,A Bit Too Small,0.14932,71,5539,0.12232,0.17892
329,329,1994,Couple without children,5th Quintile,Just Right,0.67404,319,5539,0.62412,0.70763
330,330,1994,Couple without children,5th Quintile,A Bit Too Large,0.17664,65,5539,0.14931,0.19934
331,331,1994,Single parent,1st Quintile,A Bit Too Small,0.25062,33,5539,0.19377,0.29745
332,332,1994,Single parent,1st Quintile,Just Right,0.74938,90,5539,0.63467,0.86842
333,333,1994,Single parent,2nd Quintile,Just Right,1.0,53,5539,0.81467,1.23072
334,334,1994,Single parent,3rd Quintile,Just Right,1.0,35,5539,0.80197,1.25993
335,335,1994,Single parent,4th Quintile,Just Right,1.0,41,5539,0.84247,1.15799
336,336,1994,Couple with children,1st Quintile,Much Too Small,0.07019,38,5539,0.05099,0.09374
337,337,1994,Couple with children,1st Quintile,A Bit Too Small,0.2846,131,5539,0.24227,0.32356
338,338,1994,Couple with children,1st Quintile,Just Right,0.64521,261,5539,0.57077,0.72541
339,339,1994,Couple with children,2nd Quintile,Much Too Small,0.06214,49,5539,0.05128,0.07524
340,340,1994,Couple with children,2nd Quintile,A Bit Too Small,0.27027,166,5539,0.2281,0.3076
341,341,1994,Couple with children,2nd Quintile,Just Right,0.66759,429,5539,0.62666,0.71685
342,342,1994,Couple with children,3rd Quintile,Much Too Small,0.05117,45,5539,0.0389,0.06405
343,343,1994,Couple with children,3rd Quintile,A Bit Too Small,0.24523,156,5539,0.22133,0.26796
344,344,1994,Couple with children,3rd Quintile,Just Right,0.7036,444,5539,0.65606,0.75625
345,345,1994,Couple with children,4th Quintile,A Bit Too Small,0.19096,106,5539,0.1663,0.21743
346,346,1994,Couple with children,4th Quintile,Just Right,0.73095,354,5539,0.68512,0.78251
347,347,1994,Couple with children,4th Quintile,A Bit Too Large,0.07809,34,5539,0.06022,0.09785
348,348,1994,Couple with children,5th Quintile,A Bit Too Small,0.154,55,5539,0.13328,0.18292
349,349,1994,Couple with children,5th Quintile,Just Right,0.73685,258,5539,0.68456,0.78822
350,350,1994,Couple with children,5th Quintile,A Bit Too Large,0.10915,31,5539,0.08355,0.1367
351,351,1995,Single-person household,1st Quintile,A Bit Too Small,0.14593,60,5803,0.12238,0.16902
352,352,1995,Single-person household,1st Quintile,Just Right,0.76108,303,5803,0.72185,0.80989
353,353,1995,Single-person household,1st Quintile,A Bit Too Large,0.09299,36,5803,0.0741,0.11179
354,354,1995,Single-person household,2nd Quintile,A Bit Too Small,0.10572,34,5803,0.08582,0.12914
355,355,1995,Single-person household,2nd Quintile,Just Right,0.77461,212,5803,0.72037,0.82594
356,356,1995,Single-person household,2nd Quintile,A Bit Too Large,0.11966,36,5803,0.10116,0.14094
357,357,1995,Single-person household,3rd Quintile,A Bit Too Small,0.14018,37,5803,0.1087,0.16735
358,358,1995,Single-person household,3rd Quintile,Just Right,0.85982,205,5803,0.79555,0.92641
359,359,1995,Single-person household,4th Quintile,Just Right,1.0,180,5803,0.91562,1.06863
360,360,1995,Single-person household,5th Quintile,Just Right,0.80573,126,5803,0.75,0.86451
361,361,1995,Single-person household,5th Quintile,A Bit Too Large,0.19427,31,5803,0.16504,0.22656
362,362,1995,Couple without children,1st Quintile,Just Right,1.0,170,5803,0.91173,1.09481
363,363,1995,Couple without children,2nd Quintile,Just Right,0.86613,252,5803,0.8125,0.93895
364,364,1995,Couple without children,2nd Quintile,A Bit Too Large,0.13387,38,5803,0.11129,0.15772
365,365,1995,Couple without children,3rd Quintile,A Bit Too Small,0.07986,36,5803,0.0611,0.10023
366,366,1995,Couple without children,3rd Quintile,Just Right,0.79893,270,5803,0.74616,0.87297
367,367,1995,Couple without children,3rd Quintile,A Bit Too Large,0.12121,39,5803,0.09749,0.14759
368,368,1995,Couple without children,4th Quintile,A Bit Too Small,0.10042,47,5803,0.08409,0.12
369,369,1995,Couple without children,4th Quintile,Just Right,0.79807,313,5803,0.73794,0.84957
370,370,1995,Couple without children,4th Quintile,A Bit Too Large,0.10152,36,5803,0.08099,0.12348
371,371,1995,Couple without children,5th Quintile,A Bit Too Small,0.12842,67,5803,0.10717,0.14942
372,372,1995,Couple without children,5th Quintile,Just Right,0.70501,351,5803,0.66343,0.74784
373,373,1995,Couple without children,5th Quintile,A Bit Too Large,0.16657,64,5803,0.14272,0.19482
374,374,1995,Single parent,1st Quintile,A Bit Too Small,0.32623,44,5803,0.25044,0.41637
375,375,1995,Single parent,1st Quintile,Just Right,0.67377,96,5803,0.57443,0.76585
376,376,1995,Single parent,2nd Quintile,Just Right,1.0,55,5803,0.80835,1.23301
377,377,1995,Single parent,4th Quintile,Just Right,1.0,40,5803,0.84336,1.14207
378,378,1995,Couple with children,1st Quintile,Much Too Small,0.09931,49,5803,0.07871,0.12744
379,379,1995,Couple with children,1st Quintile,A Bit Too Small,0.304,162,5803,0.26737,0.34667
380,380,1995,Couple with children,1st Quintile,Just Right,0.59669,310,5803,0.53989,0.65568
381,381,1995,Couple with children,2nd Quintile,Much Too Small,0.0524,47,5803,0.04245,0.06412
382,382,1995,Couple with children,2nd Quintile,A Bit Too Small,0.26188,181,5803,0.23438,0.28899
383,383,1995,Couple with children,2nd Quintile,Just Right,0.68572,444,5803,0.63641,0.74053
384,384,1995,Couple with children,3rd Quintile,A Bit Too Small,0.2671,157,5803,0.2376,0.30301
385,385,1995,Couple with children,3rd Quintile,Just Right,0.7329,429,5803,0.67252,0.78644
386,386,1995,Couple with children,4th Quintile,A Bit Too Small,0.18062,93,5803,0.15084,0.2119
387,387,1995,Couple with children,4th Quintile,Just Right,0.71802,361,5803,0.66956,0.77054
388,388,1995,Couple with children,4th Quintile,A Bit Too Large,0.10136,45,5803,0.08002,0.12805
389,389,1995,Couple with children,5th Quintile,A Bit Too Small,0.14498,51,5803,0.12235,0.17058
390,390,1995,Couple with children,5th Quintile,Just Right,0.75628,264,5803,0.68828,0.81274
391,391,1995,Couple with children,5th Quintile,A Bit Too Large,0.09875,32,5803,0.08043,0.12331
392,392,1996,Single-person household,1st Quintile,A Bit Too Small,0.13183,48,5772,0.11273,0.15292
393,393,1996,Single-person household,1st Quintile,Just Right,0.76712,328,5772,0.71851,0.8157
394,394,1996,Single-person household,1st Quintile,A Bit Too Large,0.10105,36,5772,0.08458,0.11613
395,395,1996,Single-person household,2nd Quintile,Just Right,0.87405,214,5772,0.80141,0.94712
396,396,1996,Single-person household,2nd Quintile,A Bit Too Large,0.12595,34,5772,0.1026,0.1478
397,397,1996,Single-person household,3rd Quintile,A Bit Too Small,0.1176,32,5772,0.09578,0.13918
398,398,1996,Single-person household,3rd Quintile,Just Right,0.7518,193,5772,0.68704,0.83226
399,399,1996,Single-person household,3rd Quintile,A Bit Too Large,0.1306,34,5772,0.10574,0.1552
400,400,1996,Single-person household,4th Quintile,A Bit Too Small,0.15107,34,5772,0.12812,0.182
401,401,1996,Single-person household,4th Quintile,Just Right,0.84893,179,5772,0.771,0.91906
402,402,1996,Single-person household,5th Quintile,Just Right,1.0,129,5772,0.91003,1.08081
403,403,1996,Couple without children,1st Quintile,Just Right,1.0,174,5772,0.89481,1.10028
404,404,1996,Couple without children,2nd Quintile,Just Right,0.89723,258,5772,0.81618,0.98059
405,405,1996,Couple without children,2nd Quintile,A Bit Too Large,0.10277,31,5772,0.08631,0.12065
406,406,1996,Couple without children,3rd Quintile,A Bit Too Small,0.11115,48,5772,0.09333,0.1356
407,407,1996,Couple without children,3rd Quintile,Just Right,0.76227,286,5772,0.70677,0.81407
408,408,1996,Couple without children,3rd Quintile,A Bit Too Large,0.12657,46,5772,0.10314,0.14998
409,409,1996,Couple without children,4th Quintile,A Bit Too Small,0.13558,57,5772,0.11327,0.16864
410,410,1996,Couple without children,4th Quintile,Just Right,0.75453,325,5772,0.70308,0.80954
411,411,1996,Couple without children,4th Quintile,A Bit Too Large,0.10989,36,5772,0.08353,0.13681
412,412,1996,Couple without children,5th Quintile,A Bit Too Small,0.12905,64,5772,0.10756,0.15379
413,413,1996,Couple without children,5th Quintile,Just Right,0.68828,323,5772,0.64426,0.74275
414,414,1996,Couple without children,5th Quintile,A Bit Too Large,0.18267,63,5772,0.15457,0.21104
415,415,1996,Single parent,1st Quintile,Just Right,1.0,112,5772,0.85417,1.15655
416,416,1996,Single parent,2nd Quintile,Just Right,1.0,49,5772,0.81854,1.20077
417,417,1996,Single parent,3rd Quintile,Just Right,1.0,39,5772,0.8055,1.21364
418,418,1996,Single parent,4th Quintile,Just Right,1.0,35,5772,0.80986,1.25907
419,419,1996,Couple with children,1st Quintile,Much Too Small,0.0828,45,5772,0.06093,0.10447
420,420,1996,Couple with children,1st Quintile,A Bit Too Small,0.26401,144,5772,0.23083,0.30534
421,421,1996,Couple with children,1st Quintile,Just Right,0.65319,299,5772,0.59257,0.7307
422,422,1996,Couple with children,2nd Quintile,Much Too Small,0.0531,42,5772,0.04052,0.07405
423,423,1996,Couple with children,2nd Quintile,A Bit Too Small,0.2866,192,5772,0.25443,0.31957
424,424,1996,Couple with children,2nd Quintile,Just Right,0.6603,432,5772,0.61345,0.71031
425,425,1996,Couple with children,3rd Quintile,A Bit Too Small,0.23424,123,5772,0.20678,0.26554
426,426,1996,Couple with children,3rd Quintile,Just Right,0.76576,434,5772,0.70735,0.81401
427,427,1996,Couple with children,4th Quintile,A Bit Too Small,0.21157,106,5772,0.17927,0.24548
428,428,1996,Couple with children,4th Quintile,Just Right,0.71782,358,5772,0.66551,0.77699
429,429,1996,Couple with children,4th Quintile,A Bit Too Large,0.07061,34,5772,0.05649,0.08958
430,430,1996,Couple with children,5th Quintile,A Bit Too Small,0.15763,65,5772,0.13069,0.18844
431,431,1996,Couple with children,5th Quintile,Just Right,0.70392,249,5772,0.64777,0.75862
432,432,1996,Couple with children,5th Quintile,A Bit Too Large,0.13845,42,5772,0.10793,0.17531
433,433,1997,Single-person household,1st Quintile,A Bit Too Small,0.13428,57,5683,0.11065,0.15651
434,434,1997,Single-person household,1st Quintile,Just Right,0.75545,310,5683,0.70283,0.80877
435,435,1997,Single-person household,1st Quintile,A Bit Too Large,0.11027,37,5683,0.09037,0.12864
436,436,1997,Single-person household,2nd Quintile,A Bit Too Small,0.12549,35,5683,0.09902,0.14985
437,437,1997,Single-person household,2nd Quintile,Just Right,0.75975,236,5683,0.70807,0.81484
438,438,1997,Single-person household,2nd Quintile,A Bit Too Large,0.11476,36,5683,0.09631,0.13664
439,439,1997,Single-person household,3rd Quintile,A Bit Too Small,0.12818,31,5683,0.0973,0.15808
440,440,1997,Single-person household,3rd Quintile,Just Right,0.87182,179,5683,0.78422,0.95347
441,441,1997,Single-person household,4th Quintile,A Bit Too Small,0.21853,39,5683,0.1752,0.26125
442,442,1997,Single-person household,4th Quintile,Just Right,0.78147,144,5683,0.718,0.84382
443,443,1997,Single-person household,5th Quintile,Just Right,1.0,128,5683,0.90721,1.11218
444,444,1997,Couple without children,1st Quintile,Just Right,1.0,177,5683,0.91863,1.08001
445,445,1997,Couple without children,2nd Quintile,A Bit Too Small,0.10469,34,5683,0.07574,0.14072
446,446,1997,Couple without children,2nd Quintile,Just Right,0.89531,263,5683,0.82943,0.97246
447,447,1997,Couple without children,3rd Quintile,A Bit Too Small,0.11359,40,5683,0.08885,0.14392
448,448,1997,Couple without children,3rd Quintile,Just Right,0.7663,292,5683,0.70041,0.82415
449,449,1997,Couple without children,3rd Quintile,A Bit Too Large,0.12011,39,5683,0.09742,0.14892
450,450,1997,Couple without children,4th Quintile,A Bit Too Small,0.11252,57,5683,0.08957,0.13365
451,451,1997,Couple without children,4th Quintile,Just Right,0.78205,335,5683,0.72092,0.83245
452,452,1997,Couple without children,4th Quintile,A Bit Too Large,0.10543,43,5683,0.08659,0.12648
453,453,1997,Couple without children,5th Quintile,A Bit Too Small,0.13142,68,5683,0.10661,0.15606
454,454,1997,Couple without children,5th Quintile,Just Right,0.70787,357,5683,0.66443,0.75964
455,455,1997,Couple without children,5th Quintile,A Bit Too Large,0.16071,61,5683,0.13568,0.18683
456,456,1997,Single parent,1st Quintile,A Bit Too Small,0.29273,33,5683,0.23963,0.35619
457,457,1997,Single parent,1st Quintile,Just Right,0.70727,102,5683,0.61667,0.80256
458,458,1997,Single parent,2nd Quintile,Just Right,1.0,66,5683,0.82212,1.18007
459,459,1997,Single parent,3rd Quintile,Just Right,1.0,60,5683,0.83808,1.19758
460,460,1997,Couple with children,1st Quintile,A Bit Too Small,0.37308,149,5683,0.3195,0.42787
461,461,1997,Couple with children,1st Quintile,Just Right,0.62692,286,5683,0.57524,0.68779
462,462,1997,Couple with children,2nd Quintile,A Bit Too Small,0.23677,152,5683,0.20855,0.26511
463,463,1997,Couple with children,2nd Quintile,Just Right,0.76323,448,5683,0.70468,0.84194
464,464,1997,Couple with children,3rd Quintile,A Bit Too Small,0.22275,122,5683,0.1871,0.25967
465,465,1997,Couple with children,3rd Quintile,Just Right,0.77725,422,5683,0.72755,0.83459
466,466,1997,Couple with children,4th Quintile,A Bit Too Small,0.2179,106,5683,0.18202,0.24893
467,467,1997,Couple with children,4th Quintile,Just Right,0.70375,362,5683,0.65594,0.75733
468,468,1997,Couple with children,4th Quintile,A Bit Too Large,0.07834,35,5683,0.06076,0.09606
469,469,1997,Couple with children,5th Quintile,A Bit Too Small,0.17,56,5683,0.13707,0.20838
470,470,1997,Couple with children,5th Quintile,Just Right,0.7055,252,5683,0.65946,0.77235
471,471,1997,Couple with children,5th Quintile,A Bit Too Large,0.1245,34,5683,0.09533,0.16164
472,472,1998,Single-person household,1st Quintile,A Bit Too Small,0.14255,70,6600,0.12365,0.1659
473,473,1998,Single-person household,1st Quintile,Just Right,0.77498,359,6600,0.72932,0.81906
474,474,1998,Single-person household,1st Quintile,A Bit Too Large,0.08246,37,6600,0.07114,0.09849
475,475,1998,Single-person household,2nd Quintile,A Bit Too Small,0.14197,46,6600,0.12116,0.16366
476,476,1998,Single-person household,2nd Quintile,Just Right,0.72763,242,6600,0.67822,0.78706
477,477,1998,Single-person household,2nd Quintile,A Bit Too Large,0.1304,45,6600,0.1079,0.15329
478,478,1998,Single-person household,3rd Quintile,A Bit Too Small,0.07878,32,6600,0.06041,0.0922
479,479,1998,Single-person household,3rd Quintile,Just Right,0.77758,246,6600,0.72518,0.83048
480,480,1998,Single-person household,3rd Quintile,A Bit Too Large,0.14364,43,6600,0.12451,0.16344
481,481,1998,Single-person household,4th Quintile,A Bit Too Small,0.13328,32,6600,0.10951,0.15207
482,482,1998,Single-person household,4th Quintile,Just Right,0.72517,183,6600,0.67103,0.78595
483,483,1998,Single-person household,4th Quintile,A Bit Too Large,0.14155,36,6600,0.12377,0.16295
484,484,1998,Single-person household,5th Quintile,Just Right,0.7536,158,6600,0.69456,0.81125
485,485,1998,Single-person household,5th Quintile,A Bit Too Large,0.2464,48,6600,0.21813,0.28287
486,486,1998,Couple without children,1st Quintile,Just Right,1.0,216,6600,0.91348,1.08779
487,487,1998,Couple without children,2nd Quintile,Just Right,0.88688,261,6600,0.82011,0.94372
488,488,1998,Couple without children,2nd Quintile,A Bit Too Large,0.11312,37,6600,0.09622,0.12919
489,489,1998,Couple without children,3rd Quintile,A Bit Too Small,0.09905,41,6600,0.07542,0.12648
490,490,1998,Couple without children,3rd Quintile,Just Right,0.79574,327,6600,0.74343,0.8523
491,491,1998,Couple without children,3rd Quintile,A Bit Too Large,0.10521,41,6600,0.08809,0.12644
492,492,1998,Couple without children,4th Quintile,A Bit Too Small,0.11117,70,6600,0.09499,0.12631
493,493,1998,Couple without children,4th Quintile,Just Right,0.73819,398,6600,0.69037,0.78125
494,494,1998,Couple without children,4th Quintile,A Bit Too Large,0.15065,68,6600,0.12902,0.17546
495,495,1998,Couple without children,5th Quintile,A Bit Too Small,0.10081,58,6600,0.08316,0.12105
496,496,1998,Couple without children,5th Quintile,Just Right,0.72864,424,6600,0.68767,0.77262
497,497,1998,Couple without children,5th Quintile,A Bit Too Large,0.17055,78,6600,0.14795,0.19345
498,498,1998,Single parent,1st Quintile,A Bit Too Small,0.3259,50,6600,0.28012,0.3718
499,499,1998,Single parent,1st Quintile,Just Right,0.6741,112,6600,0.59422,0.77217
500,500,1998,Single parent,2nd Quintile,Just Right,1.0,72,6600,0.85137,1.15678
501,501,1998,Single parent,3rd Quintile,Just Right,1.0,48,6600,0.8066,1.18757
502,502,1998,Single parent,4th Quintile,Just Right,1.0,34,6600,0.82955,1.20917
503,503,1998,Couple with children,1st Quintile,Much Too Small,0.07304,43,6600,0.06057,0.0892
504,504,1998,Couple with children,1st Quintile,A Bit Too Small,0.27703,127,6600,0.24119,0.31446
505,505,1998,Couple with children,1st Quintile,Just Right,0.64993,299,6600,0.59767,0.71494
506,506,1998,Couple with children,2nd Quintile,A Bit Too Small,0.25316,171,6600,0.22867,0.29187
507,507,1998,Couple with children,2nd Quintile,Just Right,0.74684,485,6600,0.69706,0.78273
508,508,1998,Couple with children,3rd Quintile,A Bit Too Small,0.21716,129,6600,0.19377,0.24546
509,509,1998,Couple with children,3rd Quintile,Just Right,0.71363,447,6600,0.66543,0.77927
510,510,1998,Couple with children,3rd Quintile,A Bit Too Large,0.06922,37,6600,0.05419,0.08367
511,511,1998,Couple with children,4th Quintile,A Bit Too Small,0.16465,91,6600,0.1407,0.19299
512,512,1998,Couple with children,4th Quintile,Just Right,0.74128,381,6600,0.6953,0.80931
513,513,1998,Couple with children,4th Quintile,A Bit Too Large,0.09407,45,6600,0.07702,0.11478
514,514,1998,Couple with children,5th Quintile,A Bit Too Small,0.16803,62,6600,0.14108,0.2051
515,515,1998,Couple with children,5th Quintile,Just Right,0.73895,294,6600,0.6755,0.79301
516,516,1998,Couple with children,5th Quintile,A Bit Too Large,0.09302,41,6600,0.07967,0.10779
517,517,1998,Other Combinations,4th Quintile,Just Right,1.0,36,6600,0.82683,1.20442
518,518,1999,Single-person household,1st Quintile,A Bit Too Small,0.12789,57,6568,0.11027,0.14585
519,519,1999,Single-person household,1st Quintile,Just Right,0.79129,385,6568,0.74779,0.83712
520,520,1999,Single-person household,1st Quintile,A Bit Too Large,0.08082,36,6568,0.06963,0.09152
521,521,1999,Single-person household,2nd Quintile,A Bit Too Small,0.12221,45,6568,0.10041,0.14612
522,522,1999,Single-person household,2nd Quintile,Just Right,0.7718,266,6568,0.72254,0.82689
523,523,1999,Single-person household,2nd Quintile,A Bit Too Large,0.10599,38,6568,0.08656,0.12356
524,524,1999,Single-person household,3rd Quintile,Just Right,0.88376,232,6568,0.81565,0.95445
525,525,1999,Single-person household,3rd Quintile,A Bit Too Large,0.11624,34,6568,0.09645,0.14201
526,526,1999,Single-person household,4th Quintile,A Bit Too Small,0.14802,37,6568,0.12034,0.17554
527,527,1999,Single-person household,4th Quintile,Just Right,0.66422,166,6568,0.61617,0.71315
528,528,1999,Single-person household,4th Quintile,A Bit Too Large,0.18776,48,6568,0.16186,0.21447
529,529,1999,Single-person household,5th Quintile,Just Right,0.77921,151,6568,0.71542,0.83811
530,530,1999,Single-person household,5th Quintile,A Bit Too Large,0.22079,44,6568,0.18797,0.25354
531,531,1999,Couple without children,1st Quintile,A Bit Too Small,0.16865,33,6568,0.12276,0.21782
532,532,1999,Couple without children,1st Quintile,Just Right,0.83135,188,6568,0.76201,0.91118
533,533,1999,Couple without children,2nd Quintile,A Bit Too Small,0.08753,36,6568,0.06717,0.11207
534,534,1999,Couple without children,2nd Quintile,Just Right,0.80818,294,6568,0.75792,0.85524
535,535,1999,Couple without children,2nd Quintile,A Bit Too Large,0.10429,34,6568,0.0839,0.12938
536,536,1999,Couple without children,3rd Quintile,A Bit Too Small,0.10312,51,6568,0.08301,0.1204
537,537,1999,Couple without children,3rd Quintile,Just Right,0.77708,336,6568,0.72451,0.83885
538,538,1999,Couple without children,3rd Quintile,A Bit Too Large,0.11981,46,6568,0.09798,0.14709
539,539,1999,Couple without children,4th Quintile,A Bit Too Small,0.10435,65,6568,0.08658,0.12259
540,540,1999,Couple without children,4th Quintile,Just Right,0.81725,413,6568,0.77086,0.8715
541,541,1999,Couple without children,4th Quintile,A Bit Too Large,0.0784,39,6568,0.066,0.09144
542,542,1999,Couple without children,5th Quintile,A Bit Too Small,0.12789,69,6568,0.11114,0.15106
543,543,1999,Couple without children,5th Quintile,Just Right,0.6998,403,6568,0.66237,0.73615
544,544,1999,Couple without children,5th Quintile,A Bit Too Large,0.17231,87,6568,0.15056,0.19478
545,545,1999,Single parent,1st Quintile,A Bit Too Small,0.24129,41,6568,0.19036,0.29655
546,546,1999,Single parent,1st Quintile,Just Right,0.75871,142,6568,0.68202,0.84782
547,547,1999,Single parent,2nd Quintile,Just Right,1.0,64,6568,0.82779,1.17988
548,548,1999,Single parent,3rd Quintile,Just Right,1.0,54,6568,0.83538,1.16606
549,549,1999,Single parent,4th Quintile,Just Right,1.0,34,6568,0.8137,1.18857
550,550,1999,Couple with children,1st Quintile,Much Too Small,0.05965,36,6568,0.0412,0.08044
551,551,1999,Couple with children,1st Quintile,A Bit Too Small,0.24138,112,6568,0.20803,0.27636
552,552,1999,Couple with children,1st Quintile,Just Right,0.69897,334,6568,0.63458,0.75557
553,553,1999,Couple with children,2nd Quintile,A Bit Too Small,0.29957,168,6568,0.26307,0.33442
554,554,1999,Couple with children,2nd Quintile,Just Right,0.70043,460,6568,0.65923,0.75595
555,555,1999,Couple with children,3rd Quintile,A Bit Too Small,0.2172,132,6568,0.19426,0.24442
556,556,1999,Couple with children,3rd Quintile,Just Right,0.7828,489,6568,0.73242,0.84006
557,557,1999,Couple with children,4th Quintile,A Bit Too Small,0.20673,102,6568,0.18033,0.23445
558,558,1999,Couple with children,4th Quintile,Just Right,0.69415,352,6568,0.65167,0.74887
559,559,1999,Couple with children,4th Quintile,A Bit Too Large,0.09912,40,6568,0.07936,0.12104
560,560,1999,Couple with children,5th Quintile,A Bit Too Small,0.1346,49,6568,0.10765,0.16298
561,561,1999,Couple with children,5th Quintile,Just Right,0.77715,290,6568,0.71418,0.83002
562,562,1999,Couple with children,5th Quintile,A Bit Too Large,0.08824,36,6568,0.07013,0.1071
563,563,2000,Single-person household,1st Quintile,A Bit Too Small,0.13445,117,12236,0.1254,0.14682
564,564,2000,Single-person household,1st Quintile,Just Right,0.79495,740,12236,0.77444,0.81779
565,565,2000,Single-person household,1st Quintile,A Bit Too Large,0.0706,65,12236,0.06278,0.07816
566,566,2000,Single-person household,2nd Quintile,A Bit Too Small,0.10618,73,12236,0.09595,0.11793
567,567,2000,Single-person household,2nd Quintile,Just Right,0.80854,534,12236,0.77734,0.8408
568,568,2000,Single-person household,2nd Quintile,A Bit Too Large,0.08529,66,12236,0.07583,0.0949
569,569,2000,Single-person household,3rd Quintile,A Bit Too Small,0.12146,70,12236,0.1087,0.13647
570,570,2000,Single-person household,3rd Quintile,Just Right,0.74629,422,12236,0.71992,0.78083
571,571,2000,Single-person household,3rd Quintile,A Bit Too Large,0.13225,77,12236,0.12074,0.14452
572,572,2000,Single-person household,4th Quintile,A Bit Too Small,0.1102,55,12236,0.09913,0.12069
573,573,2000,Single-person household,4th Quintile,Just Right,0.76582,375,12236,0.73441,0.79757
574,574,2000,Single-person household,4th Quintile,A Bit Too Large,0.12398,73,12236,0.11309,0.13704
575,575,2000,Single-person household,5th Quintile,A Bit Too Small,0.09879,44,12236,0.084,0.11214
576,576,2000,Single-person household,5th Quintile,Just Right,0.73076,335,12236,0.69614,0.76825
577,577,2000,Single-person household,5th Quintile,A Bit Too Large,0.17044,81,12236,0.15725,0.18348
578,578,2000,Couple without children,1st Quintile,A Bit Too Small,0.11561,57,12236,0.09694,0.13546
579,579,2000,Couple without children,1st Quintile,Just Right,0.77762,366,12236,0.74398,0.8145
580,580,2000,Couple without children,1st Quintile,A Bit Too Large,0.10677,51,12236,0.09413,0.12597
581,581,2000,Couple without children,2nd Quintile,A Bit Too Small,0.06665,43,12236,0.05427,0.07715
582,582,2000,Couple without children,2nd Quintile,Just Right,0.83147,562,12236,0.79758,0.86413
583,583,2000,Couple without children,2nd Quintile,A Bit Too Large,0.10188,67,12236,0.09044,0.10984
584,584,2000,Couple without children,3rd Quintile,A Bit Too Small,0.08542,61,12236,0.07286,0.09903
585,585,2000,Couple without children,3rd Quintile,Just Right,0.79341,607,12236,0.75211,0.82531
586,586,2000,Couple without children,3rd Quintile,A Bit Too Large,0.12117,97,12236,0.11142,0.13298
587,587,2000,Couple without children,4th Quintile,A Bit Too Small,0.09158,81,12236,0.08023,0.10633
588,588,2000,Couple without children,4th Quintile,Just Right,0.78253,712,12236,0.75137,0.81919
589,589,2000,Couple without children,4th Quintile,A Bit Too Large,0.12589,114,12236,0.11644,0.13445
590,590,2000,Couple without children,5th Quintile,A Bit Too Small,0.10692,105,12236,0.09488,0.11961
591,591,2000,Couple without children,5th Quintile,Just Right,0.73267,787,12236,0.70691,0.76378
592,592,2000,Couple without children,5th Quintile,A Bit Too Large,0.16041,167,12236,0.15128,0.17516
