,Unnamed: 0,year,bula_h,hgseval,proportion,n,N,proportion_lower_confidence,proportion_upper_confidence
321,321,1995,"Rhineland-Palatinate, Saarland",A Bit Too Small,0.17451,57,6202,0.1383,0.21579
322,322,1995,"Rhineland-Palatinate, Saarland",Just Right,0.82549,253,6202,0.76463,0.89344
323,323,1995,Baden-Wuerttemberg,A Bit Too Small,0.13378,145,6202,0.1145,0.15254
324,324,1995,Baden-Wuerttemberg,Just Right,0.78581,613,6202,0.73182,0.83913
325,325,1995,Baden-Wuerttemberg,A Bit Too Large,0.08041,43,6202,0.06537,0.09491
326,326,1995,Bavaria,Much Too Small,0.03287,32,6202,0.02404,0.04592
327,327,1995,Bavaria,A Bit Too Small,0.13674,130,6202,0.11625,0.15649
328,328,1995,Bavaria,Just Right,0.72087,621,6202,0.67837,0.7616
329,329,1995,Bavaria,A Bit Too Large,0.10952,75,6202,0.09475,0.12274
330,330,1995,Berlin,A Bit Too Small,0.29402,75,6202,0.25185,0.34812
331,331,1995,Berlin,Just Right,0.70598,198,6202,0.64492,0.78524
332,332,1995,Brandenburg,A Bit Too Small,0.19308,58,6202,0.17026,0.22504
333,333,1995,Brandenburg,Just Right,0.80692,190,6202,0.75371,0.87018
334,334,1995,Mecklenburg-Western Pomerania,A Bit Too Small,0.20119,38,6202,0.16128,0.23565
335,335,1995,Mecklenburg-Western Pomerania,Just Right,0.79881,142,6202,0.73068,0.871
336,336,1995,Saxony,A Bit Too Small,0.16258,90,6202,0.14073,0.18514
337,337,1995,Saxony,Just Right,0.74459,374,6202,0.70297,0.78507
338,338,1995,Saxony,A Bit Too Large,0.09283,50,6202,0.07778,0.10775
339,339,1995,Saxony-Anhalt,A Bit Too Small,0.21891,71,6202,0.18714,0.25296
340,340,1995,Saxony-Anhalt,Just Right,0.78109,229,6202,0.71898,0.84726
341,341,1995,Thuringa,A Bit Too Small,0.18588,56,6202,0.16002,0.21746
342,342,1995,Thuringa,Just Right,0.81412,234,6202,0.75722,0.8717
343,343,1996,Schleswig-Holstein,A Bit Too Small,0.23471,31,6214,0.18642,0.28709
344,344,1996,Schleswig-Holstein,Just Right,0.76529,93,6214,0.69035,0.86043
345,345,1996,Hamburg,Just Right,1.0,58,6214,0.85718,1.17958
346,346,1996,Lower Saxony,A Bit Too Small,0.12636,75,6214,0.10693,0.14687
347,347,1996,Lower Saxony,Just Right,0.72405,374,6214,0.68131,0.77073
348,348,1996,Lower Saxony,A Bit Too Large,0.14959,66,6214,0.13115,0.16929
349,349,1996,Bremen,Just Right,1.0,39,6214,0.85791,1.18245
350,350,1996,North Rhine-Westphalia,Much Too Small,0.02061,52,6214,0.01502,0.02679
351,351,1996,North Rhine-Westphalia,A Bit Too Small,0.14885,216,6214,0.13077,0.16791
352,352,1996,North Rhine-Westphalia,Just Right,0.72268,898,6214,0.68973,0.75528
353,353,1996,North Rhine-Westphalia,A Bit Too Large,0.10787,99,6214,0.09569,0.12055
354,354,1996,Hesse,A Bit Too Small,0.15655,82,6214,0.13394,0.18256
355,355,1996,Hesse,Just Right,0.7496,324,6214,0.68769,0.81744
356,356,1996,Hesse,A Bit Too Large,0.09384,34,6214,0.07734,0.11276
357,357,1996,"Rhineland-Palatinate, Saarland",A Bit Too Small,0.16159,54,6214,0.12501,0.19588
358,358,1996,"Rhineland-Palatinate, Saarland",Just Right,0.71144,241,6214,0.65542,0.76885
359,359,1996,"Rhineland-Palatinate, Saarland",A Bit Too Large,0.12697,40,6214,0.10866,0.14991
360,360,1996,Baden-Wuerttemberg,A Bit Too Small,0.1318,140,6214,0.11585,0.1537
361,361,1996,Baden-Wuerttemberg,Just Right,0.7737,600,6214,0.7257,0.84237
362,362,1996,Baden-Wuerttemberg,A Bit Too Large,0.0945,52,6214,0.08073,0.10891
363,363,1996,Bavaria,A Bit Too Small,0.14648,138,6214,0.12302,0.16899
364,364,1996,Bavaria,Just Right,0.73667,619,6214,0.69353,0.78257
365,365,1996,Bavaria,A Bit Too Large,0.11685,72,6214,0.10184,0.13291
366,366,1996,Berlin,A Bit Too Small,0.26273,77,6214,0.2251,0.31271
367,367,1996,Berlin,Just Right,0.73727,194,6214,0.68003,0.80278
368,368,1996,Brandenburg,A Bit Too Small,0.18694,56,6214,0.1635,0.21405
369,369,1996,Brandenburg,Just Right,0.81306,208,6214,0.75417,0.878
370,370,1996,Mecklenburg-Western Pomerania,A Bit Too Small,0.21097,39,6214,0.17938,0.25738
371,371,1996,Mecklenburg-Western Pomerania,Just Right,0.78903,140,6214,0.70961,0.85987
372,372,1996,Saxony,A Bit Too Small,0.16507,89,6214,0.14172,0.19185
373,373,1996,Saxony,Just Right,0.7376,393,6214,0.69012,0.77602
374,374,1996,Saxony,A Bit Too Large,0.09733,41,6214,0.07814,0.11727
375,375,1996,Saxony-Anhalt,A Bit Too Small,0.21517,70,6214,0.18979,0.24809
376,376,1996,Saxony-Anhalt,Just Right,0.78483,220,6214,0.71372,0.85107
377,377,1996,Thuringa,A Bit Too Small,0.15726,51,6214,0.13139,0.18454
378,378,1996,Thuringa,Just Right,0.84274,239,6214,0.77485,0.90926
379,379,1997,Schleswig-Holstein,Just Right,1.0,93,6116,0.90048,1.11073
380,380,1997,Hamburg,Just Right,1.0,56,6116,0.81653,1.17858
381,381,1997,Lower Saxony,A Bit Too Small,0.1301,72,6116,0.10707,0.15392
382,382,1997,Lower Saxony,Just Right,0.74238,381,6116,0.695,0.78601
383,383,1997,Lower Saxony,A Bit Too Large,0.12751,57,6116,0.10829,0.14778
384,384,1997,Bremen,Just Right,1.0,41,6116,0.82769,1.22953
385,385,1997,North Rhine-Westphalia,Much Too Small,0.01861,39,6116,0.01256,0.02484
386,386,1997,North Rhine-Westphalia,A Bit Too Small,0.1579,221,6116,0.13977,0.17299
387,387,1997,North Rhine-Westphalia,Just Right,0.70996,888,6116,0.67833,0.74616
388,388,1997,North Rhine-Westphalia,A Bit Too Large,0.11352,104,6116,0.09998,0.12832
389,389,1997,Hesse,A Bit Too Small,0.16137,82,6116,0.12454,0.19559
390,390,1997,Hesse,Just Right,0.74502,306,6116,0.67015,0.8126
391,391,1997,Hesse,A Bit Too Large,0.09361,31,6116,0.07284,0.11482
392,392,1997,"Rhineland-Palatinate, Saarland",A Bit Too Small,0.17043,59,6116,0.13299,0.20359
393,393,1997,"Rhineland-Palatinate, Saarland",Just Right,0.82957,268,6116,0.77419,0.90372
394,394,1997,Baden-Wuerttemberg,A Bit Too Small,0.14802,145,6116,0.12461,0.17147
395,395,1997,Baden-Wuerttemberg,Just Right,0.74729,609,6116,0.71063,0.79697
396,396,1997,Baden-Wuerttemberg,A Bit Too Large,0.10469,60,6116,0.08514,0.12335
397,397,1997,Bavaria,A Bit Too Small,0.15369,143,6116,0.13729,0.17527
398,398,1997,Bavaria,Just Right,0.72204,604,6116,0.67889,0.76941
399,399,1997,Bavaria,A Bit Too Large,0.12426,72,6116,0.1053,0.14181
400,400,1997,Berlin,A Bit Too Small,0.26843,71,6116,0.23388,0.30846
401,401,1997,Berlin,Just Right,0.73157,201,6116,0.66459,0.81892
402,402,1997,Brandenburg,A Bit Too Small,0.20292,62,6116,0.17576,0.23974
403,403,1997,Brandenburg,Just Right,0.79708,204,6116,0.73019,0.86737
404,404,1997,Mecklenburg-Western Pomerania,Just Right,1.0,141,6116,0.90221,1.10421
405,405,1997,Saxony,A Bit Too Small,0.16844,89,6116,0.14606,0.19953
406,406,1997,Saxony,Just Right,0.73222,389,6116,0.69129,0.78013
407,407,1997,Saxony,A Bit Too Large,0.09934,46,6116,0.08405,0.11893
408,408,1997,Saxony-Anhalt,A Bit Too Small,0.16103,51,6116,0.13352,0.19949
409,409,1997,Saxony-Anhalt,Just Right,0.83897,241,6116,0.77527,0.91082
410,410,1997,Thuringa,A Bit Too Small,0.17529,49,6116,0.14619,0.20576
411,411,1997,Thuringa,Just Right,0.82471,241,6116,0.76387,0.89133
412,412,1998,Schleswig-Holstein,Just Right,1.0,130,6908,0.90081,1.10151
413,413,1998,Hamburg,Just Right,1.0,60,6908,0.87098,1.14201
414,414,1998,Lower Saxony,A Bit Too Small,0.13774,82,6908,0.11807,0.15683
415,415,1998,Lower Saxony,Just Right,0.71603,427,6908,0.67988,0.74998
416,416,1998,Lower Saxony,A Bit Too Large,0.14623,74,6908,0.12839,0.16446
417,417,1998,Bremen,Just Right,1.0,39,6908,0.80096,1.21896
418,418,1998,North Rhine-Westphalia,Much Too Small,0.02768,55,6908,0.02168,0.03381
419,419,1998,North Rhine-Westphalia,A Bit Too Small,0.14548,234,6908,0.13108,0.15889
420,420,1998,North Rhine-Westphalia,Just Right,0.72936,1028,6908,0.70109,0.75776
421,421,1998,North Rhine-Westphalia,A Bit Too Large,0.09748,109,6908,0.08666,0.10993
422,422,1998,Hesse,A Bit Too Small,0.142,75,6908,0.11373,0.16828
423,423,1998,Hesse,Just Right,0.7678,343,6908,0.71649,0.82431
424,424,1998,Hesse,A Bit Too Large,0.09021,40,6908,0.07721,0.10716
425,425,1998,"Rhineland-Palatinate, Saarland",A Bit Too Small,0.15515,63,6908,0.1298,0.18602
426,426,1998,"Rhineland-Palatinate, Saarland",Just Right,0.74357,283,6908,0.68618,0.79697
427,427,1998,"Rhineland-Palatinate, Saarland",A Bit Too Large,0.10127,41,6908,0.0894,0.11447
428,428,1998,Baden-Wuerttemberg,A Bit Too Small,0.12097,134,6908,0.10727,0.13795
429,429,1998,Baden-Wuerttemberg,Just Right,0.7641,672,6908,0.72219,0.81131
430,430,1998,Baden-Wuerttemberg,A Bit Too Large,0.11493,81,6908,0.10117,0.13222
431,431,1998,Bavaria,A Bit Too Small,0.13908,151,6908,0.12339,0.15517
432,432,1998,Bavaria,Just Right,0.75264,695,6908,0.71896,0.79098
433,433,1998,Bavaria,A Bit Too Large,0.10828,83,6908,0.09586,0.12276
434,434,1998,Berlin,A Bit Too Small,0.27713,76,6908,0.24079,0.3238
435,435,1998,Berlin,Just Right,0.72287,205,6908,0.66992,0.78406
436,436,1998,Brandenburg,A Bit Too Small,0.17801,53,6908,0.15309,0.20109
437,437,1998,Brandenburg,Just Right,0.82199,232,6908,0.76299,0.88386
438,438,1998,Mecklenburg-Western Pomerania,A Bit Too Small,0.19192,37,6908,0.15443,0.23354
439,439,1998,Mecklenburg-Western Pomerania,Just Right,0.80808,149,6908,0.73303,0.89009
440,440,1998,Saxony,A Bit Too Small,0.14728,85,6908,0.12783,0.17054
441,441,1998,Saxony,Just Right,0.7269,417,6908,0.6855,0.76584
442,442,1998,Saxony,A Bit Too Large,0.12582,65,6908,0.10653,0.14641
443,443,1998,Saxony-Anhalt,A Bit Too Small,0.16437,59,6908,0.13436,0.20024
444,444,1998,Saxony-Anhalt,Just Right,0.70927,252,6908,0.65461,0.77114
445,445,1998,Saxony-Anhalt,A Bit Too Large,0.12636,33,6908,0.10524,0.15195
446,446,1998,Thuringa,A Bit Too Small,0.11486,45,6908,0.09355,0.13909
447,447,1998,Thuringa,Just Right,0.76955,262,6908,0.71085,0.83197
448,448,1998,Thuringa,A Bit Too Large,0.11558,39,6908,0.09637,0.1351
449,449,1999,Schleswig-Holstein,Just Right,1.0,131,6756,0.91018,1.1094
450,450,1999,Hamburg,Just Right,1.0,62,6756,0.86437,1.15178
451,451,1999,Lower Saxony,A Bit Too Small,0.11884,79,6756,0.09776,0.13866
452,452,1999,Lower Saxony,Just Right,0.73589,436,6756,0.69288,0.7769
453,453,1999,Lower Saxony,A Bit Too Large,0.14527,69,6756,0.12447,0.17015
454,454,1999,Bremen,Just Right,1.0,37,6756,0.82828,1.15028
455,455,1999,North Rhine-Westphalia,Much Too Small,0.0204,38,6756,0.01444,0.02698
456,456,1999,North Rhine-Westphalia,A Bit Too Small,0.14159,228,6756,0.13042,0.15512
457,457,1999,North Rhine-Westphalia,Just Right,0.73961,1028,6756,0.71096,0.77213
458,458,1999,North Rhine-Westphalia,A Bit Too Large,0.0984,105,6756,0.08805,0.11027
459,459,1999,Hesse,A Bit Too Small,0.17991,87,6756,0.15363,0.20935
460,460,1999,Hesse,Just Right,0.71663,317,6756,0.66472,0.76658
461,461,1999,Hesse,A Bit Too Large,0.10346,43,6756,0.0872,0.12057
462,462,1999,"Rhineland-Palatinate, Saarland",A Bit Too Small,0.1173,52,6756,0.0965,0.1364
463,463,1999,"Rhineland-Palatinate, Saarland",Just Right,0.76008,295,6756,0.70556,0.81171
464,464,1999,"Rhineland-Palatinate, Saarland",A Bit Too Large,0.12262,42,6756,0.10361,0.14052
465,465,1999,Baden-Wuerttemberg,A Bit Too Small,0.12774,127,6756,0.10845,0.14968
466,466,1999,Baden-Wuerttemberg,Just Right,0.76287,641,6756,0.7069,0.81378
467,467,1999,Baden-Wuerttemberg,A Bit Too Large,0.10939,76,6756,0.09102,0.12908
468,468,1999,Bavaria,A Bit Too Small,0.16777,160,6756,0.14987,0.1851
469,469,1999,Bavaria,Just Right,0.73993,688,6756,0.69832,0.78246
470,470,1999,Bavaria,A Bit Too Large,0.0923,76,6756,0.08119,0.10325
471,471,1999,Berlin,A Bit Too Small,0.25706,69,6756,0.2208,0.29533
472,472,1999,Berlin,Just Right,0.74294,204,6756,0.67762,0.81548
473,473,1999,Brandenburg,A Bit Too Small,0.14177,43,6756,0.11807,0.17061
474,474,1999,Brandenburg,Just Right,0.85823,238,6756,0.79517,0.91131
475,475,1999,Mecklenburg-Western Pomerania,A Bit Too Small,0.15661,32,6756,0.12843,0.2083
476,476,1999,Mecklenburg-Western Pomerania,Just Right,0.84339,147,6756,0.75378,0.93143
477,477,1999,Saxony,A Bit Too Small,0.15368,94,6756,0.13598,0.17132
478,478,1999,Saxony,Just Right,0.75492,428,6756,0.71473,0.79587
479,479,1999,Saxony,A Bit Too Large,0.09139,47,6756,0.07376,0.10663
480,480,1999,Saxony-Anhalt,A Bit Too Small,0.1318,46,6756,0.10413,0.15736
481,481,1999,Saxony-Anhalt,Just Right,0.8682,269,6756,0.80817,0.94843
482,482,1999,Thuringa,A Bit Too Small,0.15052,47,6756,0.11828,0.17914
483,483,1999,Thuringa,Just Right,0.84948,275,6756,0.78085,0.92619
484,484,2000,Schleswig-Holstein,A Bit Too Small,0.13253,49,12589,0.11101,0.15615
485,485,2000,Schleswig-Holstein,Just Right,0.7644,309,12589,0.72255,0.812
486,486,2000,Schleswig-Holstein,A Bit Too Large,0.10307,38,12589,0.08192,0.1244
487,487,2000,Hamburg,A Bit Too Small,0.26306,47,12589,0.22746,0.30159
488,488,2000,Hamburg,Just Right,0.73694,122,12589,0.67524,0.79965
489,489,2000,Lower Saxony,A Bit Too Small,0.12988,128,12589,0.11716,0.14421
490,490,2000,Lower Saxony,Just Right,0.73824,777,12589,0.71565,0.76099
491,491,2000,Lower Saxony,A Bit Too Large,0.13188,141,12589,0.12139,0.14349
492,492,2000,Bremen,Just Right,1.0,86,12589,0.89656,1.1096
493,493,2000,North Rhine-Westphalia,Much Too Small,0.01811,57,12589,0.01418,0.02202
494,494,2000,North Rhine-Westphalia,A Bit Too Small,0.14012,391,12589,0.13356,0.14776
495,495,2000,North Rhine-Westphalia,Just Right,0.74292,2023,12589,0.72216,0.75739
496,496,2000,North Rhine-Westphalia,A Bit Too Large,0.09884,251,12589,0.0938,0.10505
497,497,2000,Hesse,A Bit Too Small,0.14828,140,12589,0.13279,0.16768
498,498,2000,Hesse,Just Right,0.76933,650,12589,0.73466,0.80069
499,499,2000,Hesse,A Bit Too Large,0.08239,74,12589,0.07601,0.08941
500,500,2000,"Rhineland-Palatinate, Saarland",A Bit Too Small,0.14601,112,12589,0.13205,0.16195
501,501,2000,"Rhineland-Palatinate, Saarland",Just Right,0.72491,556,12589,0.693,0.75734
502,502,2000,"Rhineland-Palatinate, Saarland",A Bit Too Large,0.12909,88,12589,0.11764,0.14405
503,503,2000,Baden-Wuerttemberg,Much Too Small,0.01724,32,12589,0.01349,0.0207
504,504,2000,Baden-Wuerttemberg,A Bit Too Small,0.13054,222,12589,0.12047,0.14298
505,505,2000,Baden-Wuerttemberg,Just Right,0.77535,1154,12589,0.75115,0.80685
506,506,2000,Baden-Wuerttemberg,A Bit Too Large,0.07687,109,12589,0.07054,0.08367
507,507,2000,Bavaria,Much Too Small,0.0237,40,12589,0.0185,0.03026
508,508,2000,Bavaria,A Bit Too Small,0.11578,212,12589,0.10661,0.12755
509,509,2000,Bavaria,Just Right,0.76554,1380,12589,0.74352,0.7945
510,510,2000,Bavaria,A Bit Too Large,0.09497,156,12589,0.08901,0.10151
511,511,2000,Berlin,A Bit Too Small,0.25216,117,12589,0.23164,0.2733
512,512,2000,Berlin,Just Right,0.67965,338,12589,0.64656,0.71429
513,513,2000,Berlin,A Bit Too Large,0.06818,33,12589,0.05839,0.07655
514,514,2000,Brandenburg,A Bit Too Small,0.1431,74,12589,0.1242,0.15983
515,515,2000,Brandenburg,Just Right,0.78234,411,12589,0.74517,0.81878
516,516,2000,Brandenburg,A Bit Too Large,0.07456,34,12589,0.06565,0.08424
517,517,2000,Mecklenburg-Western Pomerania,A Bit Too Small,0.157,48,12589,0.13935,0.18093
518,518,2000,Mecklenburg-Western Pomerania,Just Right,0.843,231,12589,0.7884,0.89523
519,519,2000,Saxony,A Bit Too Small,0.12379,123,12589,0.11318,0.13554
520,520,2000,Saxony,Just Right,0.77875,694,12589,0.74834,0.80503
521,521,2000,Saxony,A Bit Too Large,0.09746,87,12589,0.08655,0.10815
522,522,2000,Saxony-Anhalt,A Bit Too Small,0.11028,61,12589,0.09411,0.12806
523,523,2000,Saxony-Anhalt,Just Right,0.77876,413,12589,0.74186,0.81759
524,524,2000,Saxony-Anhalt,A Bit Too Large,0.11096,54,12589,0.09854,0.12594
525,525,2000,Thuringa,A Bit Too Small,0.10504,64,12589,0.08919,0.12215
526,526,2000,Thuringa,Just Right,0.82003,417,12589,0.78108,0.85967
527,527,2000,Thuringa,A Bit Too Large,0.07493,46,12589,0.06474,0.08672
528,528,2001,Schleswig-Holstein,A Bit Too Small,0.12586,42,11293,0.10605,0.14623
529,529,2001,Schleswig-Holstein,Just Right,0.87414,289,11293,0.82781,0.92654
530,530,2001,Hamburg,A Bit Too Small,0.27603,45,11293,0.23673,0.31703
531,531,2001,Hamburg,Just Right,0.72397,115,11293,0.66037,0.78702
532,532,2001,Lower Saxony,A Bit Too Small,0.13303,124,11293,0.11767,0.14727
533,533,2001,Lower Saxony,Just Right,0.7153,670,11293,0.68385,0.74785
534,534,2001,Lower Saxony,A Bit Too Large,0.15168,127,11293,0.13561,0.16668
535,535,2001,Bremen,Just Right,1.0,70,11293,0.87863,1.13867
536,536,2001,North Rhine-Westphalia,Much Too Small,0.02145,52,11293,0.01853,0.02609
537,537,2001,North Rhine-Westphalia,A Bit Too Small,0.12705,324,11293,0.11878,0.13472
538,538,2001,North Rhine-Westphalia,Just Right,0.75263,1848,11293,0.73099,0.77432
539,539,2001,North Rhine-Westphalia,A Bit Too Large,0.09887,228,11293,0.0932,0.10639
540,540,2001,Hesse,A Bit Too Small,0.1405,118,11293,0.12347,0.15866
541,541,2001,Hesse,Just Right,0.76114,557,11293,0.72599,0.7978
542,542,2001,Hesse,A Bit Too Large,0.09835,75,11293,0.08897,0.1089
543,543,2001,"Rhineland-Palatinate, Saarland",A Bit Too Small,0.11779,89,11293,0.10094,0.13459
544,544,2001,"Rhineland-Palatinate, Saarland",Just Right,0.74557,514,11293,0.70603,0.78758
545,545,2001,"Rhineland-Palatinate, Saarland",A Bit Too Large,0.13664,88,11293,0.125,0.14963
546,546,2001,Baden-Wuerttemberg,A Bit Too Small,0.15714,222,11293,0.1408,0.17262
547,547,2001,Baden-Wuerttemberg,Just Right,0.76129,1004,11293,0.73119,0.79546
548,548,2001,Baden-Wuerttemberg,A Bit Too Large,0.08157,98,11293,0.07167,0.09222
549,549,2001,Bavaria,A Bit Too Small,0.13162,208,11293,0.11977,0.14322
550,550,2001,Bavaria,Just Right,0.77666,1227,11293,0.74788,0.80568
551,551,2001,Bavaria,A Bit Too Large,0.09173,135,11293,0.0834,0.10239
552,552,2001,Berlin,A Bit Too Small,0.2356,109,11293,0.21147,0.25946
553,553,2001,Berlin,Just Right,0.68661,321,11293,0.64959,0.72948
554,554,2001,Berlin,A Bit Too Large,0.0778,34,11293,0.06566,0.08943
555,555,2001,Brandenburg,A Bit Too Small,0.11934,63,11293,0.10196,0.14254
556,556,2001,Brandenburg,Just Right,0.78895,378,11293,0.74073,0.83152
557,557,2001,Brandenburg,A Bit Too Large,0.09172,40,11293,0.08185,0.10144
558,558,2001,Mecklenburg-Western Pomerania,A Bit Too Small,0.11728,34,11293,0.09778,0.14354
559,559,2001,Mecklenburg-Western Pomerania,Just Right,0.88272,225,11293,0.82166,0.952
560,560,2001,Saxony,A Bit Too Small,0.11689,101,11293,0.10277,0.13141
561,561,2001,Saxony,Just Right,0.79586,672,11293,0.76282,0.82929
562,562,2001,Saxony,A Bit Too Large,0.08725,64,11293,0.07779,0.09758
563,563,2001,Saxony-Anhalt,A Bit Too Small,0.11011,57,11293,0.09347,0.12548
564,564,2001,Saxony-Anhalt,Just Right,0.75615,378,11293,0.71623,0.79741
565,565,2001,Saxony-Anhalt,A Bit Too Large,0.13374,61,11293,0.11713,0.14938
566,566,2001,Thuringa,A Bit Too Small,0.09946,57,11293,0.08314,0.11405
567,567,2001,Thuringa,Just Right,0.8204,391,11293,0.76857,0.8613
568,568,2001,Thuringa,A Bit Too Large,0.08014,39,11293,0.07053,0.09119
569,569,2002,Schleswig-Holstein,A Bit Too Small,0.12684,52,11891,0.10065,0.15509
570,570,2002,Schleswig-Holstein,Just Right,0.75876,291,11891,0.6971,0.82265
571,571,2002,Schleswig-Holstein,A Bit Too Large,0.1144,42,11891,0.08884,0.13904
572,572,2002,Hamburg,A Bit Too Small,0.26168,50,11891,0.20907,0.3208
573,573,2002,Hamburg,Just Right,0.73832,128,11891,0.66467,0.82984
574,574,2002,Lower Saxony,A Bit Too Small,0.15132,136,11891,0.13663,0.16903
575,575,2002,Lower Saxony,Just Right,0.68224,702,11891,0.64437,0.71082
576,576,2002,Lower Saxony,A Bit Too Large,0.16644,144,11891,0.1474,0.18307
577,577,2002,Bremen,Just Right,1.0,79,11891,0.86616,1.13317
578,578,2002,North Rhine-Westphalia,Much Too Small,0.02226,59,11891,0.0187,0.02636
579,579,2002,North Rhine-Westphalia,A Bit Too Small,0.12991,347,11891,0.11987,0.13905
580,580,2002,North Rhine-Westphalia,Just Right,0.71925,1874,11891,0.69727,0.74146
581,581,2002,North Rhine-Westphalia,A Bit Too Large,0.11236,267,11891,0.10447,0.12163
582,582,2002,North Rhine-Westphalia,Much Too Large,0.01622,40,11891,0.01347,0.01929
583,583,2002,Hesse,A Bit Too Small,0.15484,147,11891,0.13431,0.17755
584,584,2002,Hesse,Just Right,0.71752,573,11891,0.67892,0.75906
585,585,2002,Hesse,A Bit Too Large,0.12763,105,11891,0.11422,0.14414
586,586,2002,"Rhineland-Palatinate, Saarland",A Bit Too Small,0.12151,80,11891,0.10273,0.14112
587,587,2002,"Rhineland-Palatinate, Saarland",Just Right,0.71214,508,11891,0.66894,0.75516
588,588,2002,"Rhineland-Palatinate, Saarland",A Bit Too Large,0.16635,109,11891,0.14845,0.18644
589,589,2002,Baden-Wuerttemberg,Much Too Small,0.02085,37,11891,0.01589,0.02601
590,590,2002,Baden-Wuerttemberg,A Bit Too Small,0.1495,225,11891,0.13631,0.16678
591,591,2002,Baden-Wuerttemberg,Just Right,0.7282,1033,11891,0.69013,0.76596
592,592,2002,Baden-Wuerttemberg,A Bit Too Large,0.10145,142,11891,0.08964,0.11494
593,593,2002,Bavaria,Much Too Small,0.02111,37,11891,0.01669,0.02576
594,594,2002,Bavaria,A Bit Too Small,0.13958,250,11891,0.12513,0.15478
595,595,2002,Bavaria,Just Right,0.7318,1233,11891,0.70292,0.76321
596,596,2002,Bavaria,A Bit Too Large,0.10752,179,11891,0.09736,0.11769
597,597,2002,Berlin,A Bit Too Small,0.21878,106,11891,0.1939,0.24399
598,598,2002,Berlin,Just Right,0.71022,339,11891,0.66811,0.76523
599,599,2002,Berlin,A Bit Too Large,0.071,32,11891,0.05907,0.08225
600,600,2002,Brandenburg,A Bit Too Small,0.14216,70,11891,0.115,0.16988
601,601,2002,Brandenburg,Just Right,0.76443,376,11891,0.71546,0.80855
602,602,2002,Brandenburg,A Bit Too Large,0.09341,43,11891,0.07515,0.10976
603,603,2002,Mecklenburg-Western Pomerania,A Bit Too Small,0.12691,35,11891,0.0994,0.15431
604,604,2002,Mecklenburg-Western Pomerania,Just Right,0.87309,214,11891,0.80874,0.94522
605,605,2002,Saxony,A Bit Too Small,0.10578,90,11891,0.09096,0.12421
606,606,2002,Saxony,Just Right,0.79293,654,11891,0.75226,0.83088
607,607,2002,Saxony,A Bit Too Large,0.10129,78,11891,0.08842,0.11669
608,608,2002,Saxony-Anhalt,A Bit Too Small,0.11428,55,11891,0.09871,0.13184
609,609,2002,Saxony-Anhalt,Just Right,0.7782,391,11891,0.72444,0.83422
610,610,2002,Saxony-Anhalt,A Bit Too Large,0.10752,51,11891,0.09119,0.12276
611,611,2002,Thuringa,A Bit Too Small,0.07914,54,11891,0.06309,0.09729
612,612,2002,Thuringa,Just Right,0.84215,394,11891,0.78473,0.89471
613,613,2002,Thuringa,A Bit Too Large,0.07871,40,11891,0.06531,0.09552
614,614,2003,Schleswig-Holstein,A Bit Too Small,0.12781,43,11481,0.10493,0.14855
615,615,2003,Schleswig-Holstein,Just Right,0.78748,282,11481,0.72758,0.84453
616,616,2003,Schleswig-Holstein,A Bit Too Large,0.0847,37,11481,0.06775,0.10475
617,617,2003,Hamburg,A Bit Too Small,0.27438,45,11481,0.20334,0.35037
618,618,2003,Hamburg,Just Right,0.72562,113,11481,0.63522,0.81677
619,619,2003,Lower Saxony,A Bit Too Small,0.14102,119,11481,0.12545,0.15784
620,620,2003,Lower Saxony,Just Right,0.68688,686,11481,0.64693,0.72476
621,621,2003,Lower Saxony,A Bit Too Large,0.17211,142,11481,0.15276,0.18956
622,622,2003,Bremen,Just Right,1.0,68,11481,0.81823,1.11562
623,623,2003,North Rhine-Westphalia,Much Too Small,0.01983,47,11481,0.01687,0.02309
624,624,2003,North Rhine-Westphalia,A Bit Too Small,0.13457,346,11481,0.12419,0.14475
625,625,2003,North Rhine-Westphalia,Just Right,0.71967,1805,11481,0.69615,0.74545
626,626,2003,North Rhine-Westphalia,A Bit Too Large,0.10963,260,11481,0.09985,0.11964
627,627,2003,North Rhine-Westphalia,Much Too Large,0.01631,39,11481,0.01296,0.01963
628,628,2003,Hesse,A Bit Too Small,0.17316,146,11481,0.15534,0.19323
629,629,2003,Hesse,Just Right,0.70121,533,11481,0.66136,0.74666
630,630,2003,Hesse,A Bit Too Large,0.12563,98,11481,0.10689,0.14055
631,631,2003,"Rhineland-Palatinate, Saarland",A Bit Too Small,0.11822,77,11481,0.10142,0.13624
632,632,2003,"Rhineland-Palatinate, Saarland",Just Right,0.71934,504,11481,0.67706,0.7612
633,633,2003,"Rhineland-Palatinate, Saarland",A Bit Too Large,0.16244,111,11481,0.14195,0.18666
634,634,2003,Baden-Wuerttemberg,Much Too Small,0.02272,32,11481,0.01684,0.02957
635,635,2003,Baden-Wuerttemberg,A Bit Too Small,0.1585,217,11481,0.14252,0.17513
636,636,2003,Baden-Wuerttemberg,Just Right,0.71598,1002,11481,0.67745,0.74879
637,637,2003,Baden-Wuerttemberg,A Bit Too Large,0.10279,138,11481,0.08966,0.11504
638,638,2003,Bavaria,Much Too Small,0.02104,32,11481,0.01633,0.02677
639,639,2003,Bavaria,A Bit Too Small,0.14421,241,11481,0.13012,0.15875
640,640,2003,Bavaria,Just Right,0.73099,1184,11481,0.70092,0.76062
