,Unnamed: 0,year,bula_h,hgseval,proportion,n,N,proportion_lower_confidence,proportion_upper_confidence
961,961,2011,Schleswig-Holstein,Just Right,0.75739,433,16303,0.67838,0.85316
962,962,2011,Schleswig-Holstein,A Bit Too Large,0.14279,57,16303,0.10963,0.17978
963,963,2011,Hamburg,A Bit Too Small,0.22122,71,16303,0.16726,0.28733
964,964,2011,Hamburg,Just Right,0.77878,170,16303,0.68192,0.9004
965,965,2011,Lower Saxony,Much Too Small,0.01825,31,16303,0.00996,0.02702
966,966,2011,Lower Saxony,A Bit Too Small,0.10226,190,16303,0.08286,0.12325
967,967,2011,Lower Saxony,Just Right,0.68026,1044,16303,0.63486,0.7147
968,968,2011,Lower Saxony,A Bit Too Large,0.16379,212,16303,0.14729,0.1839
969,969,2011,Lower Saxony,Much Too Large,0.03544,37,16303,0.02875,0.04218
970,970,2011,Bremen,Just Right,1.0,83,16303,0.82498,1.22442
971,971,2011,North Rhine-Westphalia,Much Too Small,0.01056,79,16303,0.00804,0.01394
972,972,2011,North Rhine-Westphalia,A Bit Too Small,0.12606,528,16303,0.11454,0.1413
973,973,2011,North Rhine-Westphalia,Just Right,0.71086,2274,16303,0.68468,0.74215
974,974,2011,North Rhine-Westphalia,A Bit Too Large,0.13539,374,16303,0.12592,0.14742
975,975,2011,North Rhine-Westphalia,Much Too Large,0.01713,39,16303,0.01326,0.02044
976,976,2011,Hesse,Much Too Small,0.02443,52,16303,0.01616,0.03601
977,977,2011,Hesse,A Bit Too Small,0.15354,212,16303,0.1301,0.17858
978,978,2011,Hesse,Just Right,0.681,731,16303,0.62769,0.73089
979,979,2011,Hesse,A Bit Too Large,0.14104,141,16303,0.12375,0.16502
980,980,2011,"Rhineland-Palatinate, Saarland",A Bit Too Small,0.10239,114,16303,0.07579,0.12896
981,981,2011,"Rhineland-Palatinate, Saarland",Just Right,0.72762,650,16303,0.67366,0.77986
982,982,2011,"Rhineland-Palatinate, Saarland",A Bit Too Large,0.16999,134,16303,0.14903,0.19653
983,983,2011,Baden-Wuerttemberg,Much Too Small,0.01295,61,16303,0.0097,0.01652
984,984,2011,Baden-Wuerttemberg,A Bit Too Small,0.11314,320,16303,0.09806,0.12808
985,985,2011,Baden-Wuerttemberg,Just Right,0.70021,1360,16303,0.65811,0.74087
986,986,2011,Baden-Wuerttemberg,A Bit Too Large,0.14201,223,16303,0.12535,0.15831
987,987,2011,Baden-Wuerttemberg,Much Too Large,0.03169,37,16303,0.02439,0.04047
988,988,2011,Bavaria,Much Too Small,0.01293,58,16303,0.00947,0.01771
989,989,2011,Bavaria,A Bit Too Small,0.16049,456,16303,0.14237,0.18008
990,990,2011,Bavaria,Just Right,0.66492,1704,16303,0.63695,0.6981
991,991,2011,Bavaria,A Bit Too Large,0.14187,315,16303,0.1264,0.15555
992,992,2011,Bavaria,Much Too Large,0.01979,41,16303,0.01523,0.02498
993,993,2011,Berlin,A Bit Too Small,0.20918,144,16303,0.17644,0.25012
994,994,2011,Berlin,Just Right,0.71294,452,16303,0.65782,0.76787
995,995,2011,Berlin,A Bit Too Large,0.07788,49,16303,0.05773,0.09577
996,996,2011,Brandenburg,A Bit Too Small,0.11956,100,16303,0.09074,0.15103
997,997,2011,Brandenburg,Just Right,0.75799,490,16303,0.70092,0.84041
998,998,2011,Brandenburg,A Bit Too Large,0.12245,60,16303,0.08833,0.16718
999,999,2011,Mecklenburg-Western Pomerania,A Bit Too Small,0.13158,67,16303,0.10013,0.16877
1000,1000,2011,Mecklenburg-Western Pomerania,Just Right,0.74735,283,16303,0.66804,0.84325
1001,1001,2011,Mecklenburg-Western Pomerania,A Bit Too Large,0.12107,41,16303,0.09087,0.1532
1002,1002,2011,Saxony,A Bit Too Small,0.13412,178,16303,0.11153,0.16498
1003,1003,2011,Saxony,Just Right,0.75403,755,16303,0.6979,0.80874
1004,1004,2011,Saxony,A Bit Too Large,0.11184,95,16303,0.0932,0.1344
1005,1005,2011,Saxony-Anhalt,A Bit Too Small,0.11823,100,16303,0.09431,0.15225
1006,1006,2011,Saxony-Anhalt,Just Right,0.76425,469,16303,0.69311,0.84334
1007,1007,2011,Saxony-Anhalt,A Bit Too Large,0.11751,61,16303,0.09027,0.14019
1008,1008,2011,Thuringa,A Bit Too Small,0.13164,100,16303,0.10051,0.16882
1009,1009,2011,Thuringa,Just Right,0.76773,465,16303,0.70423,0.8534
1010,1010,2011,Thuringa,A Bit Too Large,0.10063,69,16303,0.08458,0.11971
1011,1011,2012,Schleswig-Holstein,A Bit Too Small,0.08127,71,16014,0.06057,0.10143
1012,1012,2012,Schleswig-Holstein,Just Right,0.79243,452,16014,0.71502,0.86535
1013,1013,2012,Schleswig-Holstein,A Bit Too Large,0.12631,57,16014,0.09716,0.15786
1014,1014,2012,Hamburg,A Bit Too Small,0.19241,61,16014,0.14073,0.2507
1015,1015,2012,Hamburg,Just Right,0.80759,184,16014,0.70555,0.90243
1016,1016,2012,Lower Saxony,A Bit Too Small,0.09823,189,16014,0.07996,0.11578
1017,1017,2012,Lower Saxony,Just Right,0.69297,1021,16014,0.65126,0.74204
1018,1018,2012,Lower Saxony,A Bit Too Large,0.17377,214,16014,0.1555,0.19703
1019,1019,2012,Lower Saxony,Much Too Large,0.03503,36,16014,0.02817,0.04224
1020,1020,2012,Bremen,A Bit Too Small,0.19269,32,16014,0.12126,0.28109
1021,1021,2012,Bremen,Just Right,0.80731,83,16014,0.66221,0.95956
1022,1022,2012,North Rhine-Westphalia,Much Too Small,0.01262,71,16014,0.00833,0.01687
1023,1023,2012,North Rhine-Westphalia,A Bit Too Small,0.11449,490,16014,0.10037,0.12603
1024,1024,2012,North Rhine-Westphalia,Just Right,0.71779,2234,16014,0.68903,0.75729
1025,1025,2012,North Rhine-Westphalia,A Bit Too Large,0.12889,344,16014,0.11744,0.14099
1026,1026,2012,North Rhine-Westphalia,Much Too Large,0.02621,66,16014,0.02045,0.03154
1027,1027,2012,Hesse,Much Too Small,0.01977,31,16014,0.01335,0.02992
1028,1028,2012,Hesse,A Bit Too Small,0.14131,206,16014,0.11739,0.16781
1029,1029,2012,Hesse,Just Right,0.68904,725,16014,0.64239,0.73888
1030,1030,2012,Hesse,A Bit Too Large,0.14989,151,16014,0.13044,0.173
1031,1031,2012,"Rhineland-Palatinate, Saarland",A Bit Too Small,0.09696,109,16014,0.07819,0.12439
1032,1032,2012,"Rhineland-Palatinate, Saarland",Just Right,0.73211,653,16014,0.68553,0.78609
1033,1033,2012,"Rhineland-Palatinate, Saarland",A Bit Too Large,0.17093,131,16014,0.14821,0.19372
1034,1034,2012,Baden-Wuerttemberg,Much Too Small,0.01801,45,16014,0.01112,0.02679
1035,1035,2012,Baden-Wuerttemberg,A Bit Too Small,0.11491,276,16014,0.09869,0.13107
1036,1036,2012,Baden-Wuerttemberg,Just Right,0.69594,1310,16014,0.65487,0.73225
1037,1037,2012,Baden-Wuerttemberg,A Bit Too Large,0.14305,230,16014,0.1236,0.16214
1038,1038,2012,Baden-Wuerttemberg,Much Too Large,0.0281,43,16014,0.02252,0.03431
1039,1039,2012,Bavaria,Much Too Small,0.02244,59,16014,0.01565,0.03092
1040,1040,2012,Bavaria,A Bit Too Small,0.13537,412,16014,0.11981,0.15402
1041,1041,2012,Bavaria,Just Right,0.68077,1710,16014,0.65067,0.71873
1042,1042,2012,Bavaria,A Bit Too Large,0.146,314,16014,0.13037,0.16094
1043,1043,2012,Bavaria,Much Too Large,0.01542,37,16014,0.01104,0.01998
1044,1044,2012,Berlin,A Bit Too Small,0.19086,138,16014,0.15526,0.2268
1045,1045,2012,Berlin,Just Right,0.72426,478,16014,0.68572,0.77563
1046,1046,2012,Berlin,A Bit Too Large,0.08487,57,16014,0.06904,0.10191
1047,1047,2012,Brandenburg,A Bit Too Small,0.13842,93,16014,0.10056,0.17953
1048,1048,2012,Brandenburg,Just Right,0.74742,482,16014,0.69009,0.80364
1049,1049,2012,Brandenburg,A Bit Too Large,0.11416,69,16014,0.08892,0.14582
1050,1050,2012,Mecklenburg-Western Pomerania,A Bit Too Small,0.14816,54,16014,0.09419,0.21306
1051,1051,2012,Mecklenburg-Western Pomerania,Just Right,0.70816,275,16014,0.62703,0.78166
1052,1052,2012,Mecklenburg-Western Pomerania,A Bit Too Large,0.14368,52,16014,0.11618,0.18416
1053,1053,2012,Saxony,A Bit Too Small,0.12094,164,16014,0.10254,0.13805
1054,1054,2012,Saxony,Just Right,0.76122,783,16014,0.71509,0.81239
1055,1055,2012,Saxony,A Bit Too Large,0.11785,99,16014,0.09902,0.13942
1056,1056,2012,Saxony-Anhalt,A Bit Too Small,0.09837,74,16014,0.07196,0.12416
1057,1057,2012,Saxony-Anhalt,Just Right,0.76742,458,16014,0.69198,0.83579
1058,1058,2012,Saxony-Anhalt,A Bit Too Large,0.13421,68,16014,0.10586,0.16115
1059,1059,2012,Thuringa,A Bit Too Small,0.12297,85,16014,0.09675,0.16099
1060,1060,2012,Thuringa,Just Right,0.77797,471,16014,0.70809,0.84137
1061,1061,2012,Thuringa,A Bit Too Large,0.09907,67,16014,0.07726,0.12899
1062,1062,2013,Schleswig-Holstein,A Bit Too Small,0.12498,96,17582,0.09933,0.15979
1063,1063,2013,Schleswig-Holstein,Just Right,0.72653,463,17582,0.63447,0.81795
1064,1064,2013,Schleswig-Holstein,A Bit Too Large,0.14849,64,17582,0.12123,0.17794
1065,1065,2013,Hamburg,A Bit Too Small,0.19804,75,17582,0.13836,0.26991
1066,1066,2013,Hamburg,Just Right,0.80196,226,17582,0.68329,0.90279
1067,1067,2013,Lower Saxony,Much Too Small,0.02307,44,17582,0.01494,0.03436
1068,1068,2013,Lower Saxony,A Bit Too Small,0.09306,209,17582,0.07937,0.11041
1069,1069,2013,Lower Saxony,Just Right,0.69069,1134,17582,0.64061,0.73448
1070,1070,2013,Lower Saxony,A Bit Too Large,0.15074,200,17582,0.13324,0.17132
1071,1071,2013,Lower Saxony,Much Too Large,0.04244,41,17582,0.03405,0.05146
1072,1072,2013,Bremen,Just Right,1.0,97,17582,0.80349,1.28448
1073,1073,2013,North Rhine-Westphalia,Much Too Small,0.01491,99,17582,0.01137,0.01941
1074,1074,2013,North Rhine-Westphalia,A Bit Too Small,0.10846,560,17582,0.09512,0.11944
1075,1075,2013,North Rhine-Westphalia,Just Right,0.71918,2579,17582,0.68358,0.74523
1076,1076,2013,North Rhine-Westphalia,A Bit Too Large,0.13456,369,17582,0.12401,0.15005
1077,1077,2013,North Rhine-Westphalia,Much Too Large,0.02289,57,17582,0.01871,0.02801
1078,1078,2013,Hesse,Much Too Small,0.01654,48,17582,0.01207,0.02085
1079,1079,2013,Hesse,A Bit Too Small,0.13429,256,17582,0.11561,0.15413
1080,1080,2013,Hesse,Just Right,0.6879,812,17582,0.64703,0.7492
1081,1081,2013,Hesse,A Bit Too Large,0.16126,168,17582,0.14065,0.18396
1082,1082,2013,"Rhineland-Palatinate, Saarland",Much Too Small,0.01455,32,17582,0.01049,0.01934
1083,1083,2013,"Rhineland-Palatinate, Saarland",A Bit Too Small,0.08819,116,17582,0.07186,0.11063
1084,1084,2013,"Rhineland-Palatinate, Saarland",Just Right,0.74292,746,17582,0.69329,0.79109
1085,1085,2013,"Rhineland-Palatinate, Saarland",A Bit Too Large,0.15434,123,17582,0.13275,0.17457
1086,1086,2013,Baden-Wuerttemberg,Much Too Small,0.01832,60,17582,0.01183,0.02714
1087,1087,2013,Baden-Wuerttemberg,A Bit Too Small,0.11821,364,17582,0.10091,0.13577
1088,1088,2013,Baden-Wuerttemberg,Just Right,0.70043,1444,17582,0.66374,0.74263
1089,1089,2013,Baden-Wuerttemberg,A Bit Too Large,0.1383,231,17582,0.12227,0.15265
1090,1090,2013,Baden-Wuerttemberg,Much Too Large,0.02475,33,17582,0.01937,0.032
1091,1091,2013,Bavaria,Much Too Small,0.01834,80,17582,0.01373,0.02451
1092,1092,2013,Bavaria,A Bit Too Small,0.13768,484,17582,0.12311,0.15502
1093,1093,2013,Bavaria,Just Right,0.6775,1910,17582,0.6464,0.71137
1094,1094,2013,Bavaria,A Bit Too Large,0.14912,335,17582,0.13421,0.16441
1095,1095,2013,Bavaria,Much Too Large,0.01736,35,17582,0.01271,0.02409
1096,1096,2013,Berlin,A Bit Too Small,0.20663,183,17582,0.1747,0.24315
1097,1097,2013,Berlin,Just Right,0.71939,504,17582,0.65721,0.77617
1098,1098,2013,Berlin,A Bit Too Large,0.07398,50,17582,0.05597,0.09253
1099,1099,2013,Brandenburg,A Bit Too Small,0.13885,102,17582,0.11417,0.17345
1100,1100,2013,Brandenburg,Just Right,0.73486,492,17582,0.66732,0.80299
1101,1101,2013,Brandenburg,A Bit Too Large,0.12628,62,17582,0.08949,0.16222
1102,1102,2013,Mecklenburg-Western Pomerania,A Bit Too Small,0.1584,59,17582,0.1007,0.20917
1103,1103,2013,Mecklenburg-Western Pomerania,Just Right,0.72998,267,17582,0.64566,0.82518
1104,1104,2013,Mecklenburg-Western Pomerania,A Bit Too Large,0.11162,41,17582,0.08775,0.15015
1105,1105,2013,Saxony,A Bit Too Small,0.12909,175,17582,0.10788,0.15097
1106,1106,2013,Saxony,Just Right,0.77186,759,17582,0.70508,0.82766
1107,1107,2013,Saxony,A Bit Too Large,0.09905,88,17582,0.08015,0.11909
1108,1108,2013,Saxony-Anhalt,A Bit Too Small,0.09873,72,17582,0.07027,0.13661
1109,1109,2013,Saxony-Anhalt,Just Right,0.77297,483,17582,0.69856,0.84073
1110,1110,2013,Saxony-Anhalt,A Bit Too Large,0.1283,64,17582,0.10438,0.15389
1111,1111,2013,Thuringa,A Bit Too Small,0.09926,72,17582,0.07208,0.13266
1112,1112,2013,Thuringa,Just Right,0.80078,448,17582,0.72109,0.87812
1113,1113,2013,Thuringa,A Bit Too Large,0.09996,71,17582,0.07558,0.12423
1114,1114,2014,Schleswig-Holstein,A Bit Too Small,0.1381,89,15531,0.1117,0.16956
1115,1115,2014,Schleswig-Holstein,Just Right,0.72266,392,15531,0.64567,0.80631
1116,1116,2014,Schleswig-Holstein,A Bit Too Large,0.13924,60,15531,0.111,0.16557
1117,1117,2014,Hamburg,A Bit Too Small,0.15269,44,15531,0.10632,0.19528
1118,1118,2014,Hamburg,Just Right,0.84731,193,15531,0.73531,0.95911
1119,1119,2014,Lower Saxony,Much Too Small,0.01888,36,15531,0.01039,0.02865
1120,1120,2014,Lower Saxony,A Bit Too Small,0.0943,175,15531,0.07959,0.11174
1121,1121,2014,Lower Saxony,Just Right,0.67841,994,15531,0.63413,0.71863
1122,1122,2014,Lower Saxony,A Bit Too Large,0.16955,221,15531,0.15027,0.18813
1123,1123,2014,Lower Saxony,Much Too Large,0.03885,40,15531,0.02899,0.05025
1124,1124,2014,Bremen,Just Right,1.0,86,15531,0.76045,1.21209
1125,1125,2014,North Rhine-Westphalia,Much Too Small,0.0111,76,15531,0.00804,0.01443
1126,1126,2014,North Rhine-Westphalia,A Bit Too Small,0.11852,502,15531,0.10736,0.13057
1127,1127,2014,North Rhine-Westphalia,Just Right,0.6946,2227,15531,0.66237,0.7277
1128,1128,2014,North Rhine-Westphalia,A Bit Too Large,0.14722,361,15531,0.13387,0.16102
1129,1129,2014,North Rhine-Westphalia,Much Too Large,0.02856,59,15531,0.02195,0.03453
1130,1130,2014,Hesse,Much Too Small,0.015,34,15531,0.01072,0.02032
1131,1131,2014,Hesse,A Bit Too Small,0.1388,206,15531,0.11721,0.16527
1132,1132,2014,Hesse,Just Right,0.69052,709,15531,0.6344,0.74296
1133,1133,2014,Hesse,A Bit Too Large,0.15568,142,15531,0.13309,0.18356
1134,1134,2014,"Rhineland-Palatinate, Saarland",A Bit Too Small,0.09725,107,15531,0.0802,0.12179
1135,1135,2014,"Rhineland-Palatinate, Saarland",Just Right,0.71779,657,15531,0.66314,0.78046
1136,1136,2014,"Rhineland-Palatinate, Saarland",A Bit Too Large,0.18495,121,15531,0.15814,0.20576
1137,1137,2014,Baden-Wuerttemberg,Much Too Small,0.0225,56,15531,0.0147,0.03452
1138,1138,2014,Baden-Wuerttemberg,A Bit Too Small,0.11281,295,15531,0.09782,0.13189
1139,1139,2014,Baden-Wuerttemberg,Just Right,0.68915,1224,15531,0.65142,0.72877
1140,1140,2014,Baden-Wuerttemberg,A Bit Too Large,0.14925,217,15531,0.12823,0.16636
1141,1141,2014,Baden-Wuerttemberg,Much Too Large,0.02628,32,15531,0.02035,0.0331
1142,1142,2014,Bavaria,Much Too Small,0.02346,79,15531,0.01665,0.03072
1143,1143,2014,Bavaria,A Bit Too Small,0.12589,405,15531,0.11174,0.14292
1144,1144,2014,Bavaria,Just Right,0.67976,1703,15531,0.64052,0.71272
1145,1145,2014,Bavaria,A Bit Too Large,0.15251,323,15531,0.13953,0.16745
1146,1146,2014,Bavaria,Much Too Large,0.01837,38,15531,0.01312,0.02496
1147,1147,2014,Berlin,A Bit Too Small,0.2296,152,15531,0.19661,0.2634
1148,1148,2014,Berlin,Just Right,0.69414,431,15531,0.63356,0.76434
1149,1149,2014,Berlin,A Bit Too Large,0.07627,44,15531,0.05818,0.09483
1150,1150,2014,Brandenburg,A Bit Too Small,0.12979,80,15531,0.09842,0.16814
1151,1151,2014,Brandenburg,Just Right,0.75811,463,15531,0.69194,0.82349
1152,1152,2014,Brandenburg,A Bit Too Large,0.1121,53,15531,0.07803,0.14513
1153,1153,2014,Mecklenburg-Western Pomerania,A Bit Too Small,0.14854,54,15531,0.10353,0.21043
1154,1154,2014,Mecklenburg-Western Pomerania,Just Right,0.7415,243,15531,0.66079,0.82568
1155,1155,2014,Mecklenburg-Western Pomerania,A Bit Too Large,0.10996,41,15531,0.08622,0.13903
1156,1156,2014,Saxony,A Bit Too Small,0.15195,156,15531,0.11995,0.17493
1157,1157,2014,Saxony,Just Right,0.70633,657,15531,0.65021,0.76439
1158,1158,2014,Saxony,A Bit Too Large,0.14173,105,15531,0.1195,0.16942
1159,1159,2014,Saxony-Anhalt,A Bit Too Small,0.11247,71,15531,0.08194,0.14235
1160,1160,2014,Saxony-Anhalt,Just Right,0.77623,438,15531,0.70525,0.84797
1161,1161,2014,Saxony-Anhalt,A Bit Too Large,0.1113,58,15531,0.08473,0.1403
1162,1162,2014,Thuringa,A Bit Too Small,0.10531,78,15531,0.08523,0.13407
1163,1163,2014,Thuringa,Just Right,0.79256,429,15531,0.69663,0.86711
1164,1164,2014,Thuringa,A Bit Too Large,0.10212,75,15531,0.08018,0.1296
1165,1165,2015,Schleswig-Holstein,A Bit Too Small,0.11192,75,15454,0.08318,0.14633
1166,1166,2015,Schleswig-Holstein,Just Right,0.69889,382,15454,0.62173,0.77706
1167,1167,2015,Schleswig-Holstein,A Bit Too Large,0.18919,65,15454,0.15176,0.22915
1168,1168,2015,Hamburg,A Bit Too Small,0.16536,54,15454,0.11054,0.22168
1169,1169,2015,Hamburg,Just Right,0.83464,199,15454,0.72531,0.94448
1170,1170,2015,Lower Saxony,A Bit Too Small,0.09302,181,15454,0.0762,0.11068
1171,1171,2015,Lower Saxony,Just Right,0.69621,1050,15454,0.64832,0.74309
1172,1172,2015,Lower Saxony,A Bit Too Large,0.1598,188,15454,0.14045,0.18222
1173,1173,2015,Lower Saxony,Much Too Large,0.05098,48,15454,0.03912,0.06349
1174,1174,2015,Bremen,Just Right,1.0,81,15454,0.79083,1.21382
1175,1175,2015,North Rhine-Westphalia,Much Too Small,0.0108,80,15454,0.0078,0.01499
1176,1176,2015,North Rhine-Westphalia,A Bit Too Small,0.11084,489,15454,0.09768,0.1261
1177,1177,2015,North Rhine-Westphalia,Just Right,0.7022,2216,15454,0.66147,0.7323
1178,1178,2015,North Rhine-Westphalia,A Bit Too Large,0.14975,367,15454,0.13586,0.16599
1179,1179,2015,North Rhine-Westphalia,Much Too Large,0.02641,53,15454,0.02038,0.03291
1180,1180,2015,Hesse,Much Too Small,0.01964,42,15454,0.01423,0.02646
1181,1181,2015,Hesse,A Bit Too Small,0.13756,200,15454,0.1131,0.16236
1182,1182,2015,Hesse,Just Right,0.69327,735,15454,0.6388,0.74521
1183,1183,2015,Hesse,A Bit Too Large,0.14952,136,15454,0.1259,0.17435
1184,1184,2015,"Rhineland-Palatinate, Saarland",A Bit Too Small,0.09233,121,15454,0.06843,0.11605
1185,1185,2015,"Rhineland-Palatinate, Saarland",Just Right,0.7203,635,15454,0.66035,0.7859
1186,1186,2015,"Rhineland-Palatinate, Saarland",A Bit Too Large,0.18737,132,15454,0.16007,0.22317
1187,1187,2015,Baden-Wuerttemberg,Much Too Small,0.02517,67,15454,0.01851,0.03255
1188,1188,2015,Baden-Wuerttemberg,A Bit Too Small,0.1074,292,15454,0.09106,0.12501
1189,1189,2015,Baden-Wuerttemberg,Just Right,0.69237,1220,15454,0.65155,0.72977
1190,1190,2015,Baden-Wuerttemberg,A Bit Too Large,0.14824,210,15454,0.13114,0.16696
1191,1191,2015,Baden-Wuerttemberg,Much Too Large,0.02681,36,15454,0.02074,0.0341
1192,1192,2015,Bavaria,Much Too Small,0.0238,80,15454,0.01661,0.0315
1193,1193,2015,Bavaria,A Bit Too Small,0.11147,395,15454,0.09711,0.12639
1194,1194,2015,Bavaria,Just Right,0.69665,1776,15454,0.66363,0.73371
1195,1195,2015,Bavaria,A Bit Too Large,0.14517,291,15454,0.13023,0.16077
1196,1196,2015,Bavaria,Much Too Large,0.02291,42,15454,0.01712,0.02875
1197,1197,2015,Berlin,A Bit Too Small,0.21491,139,15454,0.17457,0.25623
1198,1198,2015,Berlin,Just Right,0.71712,435,15454,0.64941,0.77721
1199,1199,2015,Berlin,A Bit Too Large,0.06797,42,15454,0.05139,0.0869
1200,1200,2015,Brandenburg,A Bit Too Small,0.09759,69,15454,0.07744,0.1273
1201,1201,2015,Brandenburg,Just Right,0.78152,446,15454,0.70148,0.85862
1202,1202,2015,Brandenburg,A Bit Too Large,0.12088,63,15454,0.09335,0.14829
1203,1203,2015,Mecklenburg-Western Pomerania,A Bit Too Small,0.15054,53,15454,0.09683,0.22611
1204,1204,2015,Mecklenburg-Western Pomerania,Just Right,0.75156,243,15454,0.67588,0.8426
1205,1205,2015,Mecklenburg-Western Pomerania,A Bit Too Large,0.09791,38,15454,0.07555,0.12167
1206,1206,2015,Saxony,A Bit Too Small,0.13498,142,15454,0.10867,0.16797
1207,1207,2015,Saxony,Just Right,0.7603,683,15454,0.70842,0.81486
1208,1208,2015,Saxony,A Bit Too Large,0.10472,69,15454,0.07869,0.12904
1209,1209,2015,Saxony-Anhalt,A Bit Too Small,0.1016,59,15454,0.08031,0.13657
1210,1210,2015,Saxony-Anhalt,Just Right,0.76259,410,15454,0.68362,0.85807
1211,1211,2015,Saxony-Anhalt,A Bit Too Large,0.13581,59,15454,0.101,0.17298
1212,1212,2015,Thuringa,A Bit Too Small,0.08538,77,15454,0.06614,0.11607
1213,1213,2015,Thuringa,Just Right,0.7942,414,15454,0.71657,0.885
1214,1214,2015,Thuringa,A Bit Too Large,0.12042,75,15454,0.09129,0.15383
1215,1215,2016,Schleswig-Holstein,Much Too Small,0.01462,38,16175,0.00639,0.02435
1216,1216,2016,Schleswig-Holstein,A Bit Too Small,0.06885,86,16175,0.04677,0.088
1217,1217,2016,Schleswig-Holstein,Just Right,0.71573,427,16175,0.63129,0.7939
1218,1218,2016,Schleswig-Holstein,A Bit Too Large,0.2008,65,16175,0.15387,0.2576
1219,1219,2016,Hamburg,A Bit Too Small,0.12917,48,16175,0.08322,0.18141
1220,1220,2016,Hamburg,Just Right,0.87083,207,16175,0.75356,0.98714
1221,1221,2016,Lower Saxony,Much Too Small,0.00686,45,16175,0.00393,0.01161
1222,1222,2016,Lower Saxony,A Bit Too Small,0.09741,216,16175,0.07892,0.11692
1223,1223,2016,Lower Saxony,Just Right,0.66456,1068,16175,0.62009,0.71987
1224,1224,2016,Lower Saxony,A Bit Too Large,0.18264,199,16175,0.1575,0.20822
1225,1225,2016,Lower Saxony,Much Too Large,0.04852,44,16175,0.03568,0.06159
1226,1226,2016,Bremen,Just Right,1.0,83,16175,0.75109,1.22909
1227,1227,2016,North Rhine-Westphalia,Much Too Small,0.01284,138,16175,0.00966,0.01698
1228,1228,2016,North Rhine-Westphalia,A Bit Too Small,0.11146,488,16175,0.09721,0.12582
1229,1229,2016,North Rhine-Westphalia,Just Right,0.72136,2390,16175,0.6909,0.75066
1230,1230,2016,North Rhine-Westphalia,A Bit Too Large,0.13309,309,16175,0.11942,0.14781
1231,1231,2016,North Rhine-Westphalia,Much Too Large,0.02125,48,16175,0.0168,0.0284
1232,1232,2016,Hesse,Much Too Small,0.01314,55,16175,0.00734,0.01958
1233,1233,2016,Hesse,A Bit Too Small,0.12459,197,16175,0.10159,0.14788
1234,1234,2016,Hesse,Just Right,0.71378,736,16175,0.64497,0.77356
1235,1235,2016,Hesse,A Bit Too Large,0.1485,120,16175,0.12386,0.17292
1236,1236,2016,"Rhineland-Palatinate, Saarland",Much Too Small,0.00849,47,16175,0.00379,0.01543
1237,1237,2016,"Rhineland-Palatinate, Saarland",A Bit Too Small,0.10412,144,16175,0.07703,0.13247
1238,1238,2016,"Rhineland-Palatinate, Saarland",Just Right,0.73827,721,16175,0.6838,0.79638
1239,1239,2016,"Rhineland-Palatinate, Saarland",A Bit Too Large,0.14912,111,16175,0.12675,0.17187
1240,1240,2016,Baden-Wuerttemberg,Much Too Small,0.01975,83,16175,0.0131,0.02854
1241,1241,2016,Baden-Wuerttemberg,A Bit Too Small,0.11205,308,16175,0.0926,0.13379
1242,1242,2016,Baden-Wuerttemberg,Just Right,0.70051,1237,16175,0.66483,0.74472
1243,1243,2016,Baden-Wuerttemberg,A Bit Too Large,0.14168,203,16175,0.12267,0.15966
1244,1244,2016,Baden-Wuerttemberg,Much Too Large,0.02601,32,16175,0.02,0.03263
1245,1245,2016,Bavaria,Much Too Small,0.01598,94,16175,0.01115,0.02163
1246,1246,2016,Bavaria,A Bit Too Small,0.12822,415,16175,0.10994,0.14774
1247,1247,2016,Bavaria,Just Right,0.67826,1684,16175,0.64111,0.71514
1248,1248,2016,Bavaria,A Bit Too Large,0.15729,294,16175,0.13713,0.17649
1249,1249,2016,Bavaria,Much Too Large,0.02025,37,16175,0.01428,0.02712
1250,1250,2016,Berlin,Much Too Small,0.02624,34,16175,0.01743,0.03748
1251,1251,2016,Berlin,A Bit Too Small,0.20418,143,16175,0.17353,0.24335
1252,1252,2016,Berlin,Just Right,0.66756,441,16175,0.60666,0.73346
1253,1253,2016,Berlin,A Bit Too Large,0.10202,48,16175,0.07951,0.12493
1254,1254,2016,Brandenburg,A Bit Too Small,0.13121,105,16175,0.09862,0.16956
1255,1255,2016,Brandenburg,Just Right,0.75842,453,16175,0.68534,0.84564
1256,1256,2016,Brandenburg,A Bit Too Large,0.11037,66,16175,0.08438,0.13739
1257,1257,2016,Mecklenburg-Western Pomerania,A Bit Too Small,0.13826,54,16175,0.08933,0.19705
1258,1258,2016,Mecklenburg-Western Pomerania,Just Right,0.77099,268,16175,0.66974,0.8672
1259,1259,2016,Mecklenburg-Western Pomerania,A Bit Too Large,0.09075,34,16175,0.068,0.11387
1260,1260,2016,Saxony,Much Too Small,0.01327,37,16175,0.00648,0.02066
1261,1261,2016,Saxony,A Bit Too Small,0.15221,162,16175,0.12205,0.18724
1262,1262,2016,Saxony,Just Right,0.71133,674,16175,0.65777,0.76468
1263,1263,2016,Saxony,A Bit Too Large,0.12319,85,16175,0.10318,0.14673
1264,1264,2016,Saxony-Anhalt,A Bit Too Small,0.10172,84,16175,0.07185,0.13119
1265,1265,2016,Saxony-Anhalt,Just Right,0.7393,399,16175,0.6519,0.8037
1266,1266,2016,Saxony-Anhalt,A Bit Too Large,0.15898,64,16175,0.12686,0.18572
