year,quintil_oecd_hh,rentown,hgseval,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2016,3rd Quintile,Owner,Just Right,0.71711,996,1334,0.69293,0.74129
2016,3rd Quintile,Owner,A Bit Too Large,0.17094,186,1334,0.15073,0.19115
2016,3rd Quintile,Owner,Much Too Large,0.05252,41,1334,0.04054,0.06449
2016,3rd Quintile,Tenant,Much Too Small,0.01640,37,1392,0.00972,0.02307
2016,3rd Quintile,Tenant,A Bit Too Small,0.17566,262,1392,0.15567,0.19566
2016,3rd Quintile,Tenant,Just Right,0.69266,988,1392,0.66841,0.71690
2016,3rd Quintile,Tenant,A Bit Too Large,0.10284,105,1392,0.08687,0.11880
2016,4th Quintile,Owner,A Bit Too Small,0.07888,138,1552,0.06547,0.09230
2016,4th Quintile,Owner,Just Right,0.68596,1104,1552,0.66286,0.70905
2016,4th Quintile,Owner,A Bit Too Large,0.20067,274,1552,0.18074,0.22060
2016,4th Quintile,Owner,Much Too Large,0.02820,36,1552,0.01996,0.03644
2016,4th Quintile,Tenant,A Bit Too Small,0.17237,198,1071,0.14974,0.19500
2016,4th Quintile,Tenant,Just Right,0.68006,765,1071,0.65211,0.70801
2016,4th Quintile,Tenant,A Bit Too Large,0.12219,108,1071,0.10256,0.14181
2016,5th Quintile,Owner,A Bit Too Small,0.06347,134,1970,0.05270,0.07424
2016,5th Quintile,Owner,Just Right,0.64075,1300,1970,0.61956,0.66195
2016,5th Quintile,Owner,A Bit Too Large,0.24227,453,1970,0.22335,0.26120
2016,5th Quintile,Owner,Much Too Large,0.04877,83,1970,0.03926,0.05828
2016,5th Quintile,Tenant,A Bit Too Small,0.16592,144,748,0.13924,0.19260
2016,5th Quintile,Tenant,Just Right,0.65026,507,748,0.61606,0.68446
2016,5th Quintile,Tenant,A Bit Too Large,0.13476,97,748,0.11027,0.15925
2017,1st Quintile,Owner,Just Right,0.72973,300,350,0.68314,0.77633
2017,1st Quintile,Owner,A Bit Too Large,0.14496,50,350,0.10802,0.18190
2017,1st Quintile,Tenant,Much Too Small,0.05210,411,4441,0.04556,0.05864
2017,1st Quintile,Tenant,A Bit Too Small,0.15565,942,4441,0.14498,0.16631
2017,1st Quintile,Tenant,Just Right,0.74000,2943,4441,0.72709,0.75290
2017,1st Quintile,Tenant,A Bit Too Large,0.04366,145,4441,0.03765,0.04967
2017,2nd Quintile,Owner,A Bit Too Small,0.07793,113,1094,0.06203,0.09382
2017,2nd Quintile,Owner,Just Right,0.70888,809,1094,0.68195,0.73581
2017,2nd Quintile,Owner,A Bit Too Large,0.15987,136,1094,0.13815,0.18160
2017,2nd Quintile,Owner,Much Too Large,0.05053,36,1094,0.03754,0.06351
2017,2nd Quintile,Tenant,Much Too Small,0.02269,92,2217,0.01649,0.02889
2017,2nd Quintile,Tenant,A Bit Too Small,0.14575,402,2217,0.13106,0.16044
2017,2nd Quintile,Tenant,Just Right,0.74248,1586,2217,0.72427,0.76068
2017,2nd Quintile,Tenant,A Bit Too Large,0.08073,137,2217,0.06939,0.09208
2017,3rd Quintile,Owner,A Bit Too Small,0.06119,141,1525,0.04916,0.07322
2017,3rd Quintile,Owner,Just Right,0.70060,1105,1525,0.67761,0.72360
2017,3rd Quintile,Owner,A Bit Too Large,0.18918,238,1525,0.16952,0.20885
2017,3rd Quintile,Owner,Much Too Large,0.04377,41,1525,0.03350,0.05404
2017,3rd Quintile,Tenant,Much Too Small,0.01854,42,1564,0.01185,0.02522
2017,3rd Quintile,Tenant,A Bit Too Small,0.11837,253,1564,0.10236,0.13439
2017,3rd Quintile,Tenant,Just Right,0.76239,1137,1564,0.74128,0.78349
2017,3rd Quintile,Tenant,A Bit Too Large,0.09134,132,1564,0.07706,0.10563
2017,4th Quintile,Owner,A Bit Too Small,0.07776,146,1785,0.06533,0.09018
2017,4th Quintile,Owner,Just Right,0.68584,1270,1785,0.66430,0.70738
2017,4th Quintile,Owner,A Bit Too Large,0.19385,319,1785,0.17551,0.21220
2017,4th Quintile,Owner,Much Too Large,0.03823,50,1785,0.02934,0.04713
2017,4th Quintile,Tenant,Much Too Small,0.02177,32,1236,0.01363,0.02991
2017,4th Quintile,Tenant,A Bit Too Small,0.15375,215,1236,0.13364,0.17387
2017,4th Quintile,Tenant,Just Right,0.69680,867,1236,0.67116,0.72243
2017,4th Quintile,Tenant,A Bit Too Large,0.11115,122,1236,0.09362,0.12868
2017,5th Quintile,Owner,A Bit Too Small,0.04988,132,2232,0.04085,0.05892
2017,5th Quintile,Owner,Just Right,0.65250,1491,2232,0.63274,0.67226
2017,5th Quintile,Owner,A Bit Too Large,0.24526,523,2232,0.22741,0.26312
2017,5th Quintile,Owner,Much Too Large,0.04785,86,2232,0.03899,0.05671
2017,5th Quintile,Tenant,A Bit Too Small,0.18394,166,819,0.15739,0.21049
2017,5th Quintile,Tenant,Just Right,0.63868,557,819,0.60576,0.67160
2017,5th Quintile,Tenant,A Bit Too Large,0.13958,96,819,0.11583,0.16333
2018,1st Quintile,Owner,A Bit Too Small,0.06628,33,371,0.04093,0.09163
2018,1st Quintile,Owner,Just Right,0.75570,291,371,0.71192,0.79948
2018,1st Quintile,Owner,A Bit Too Large,0.12851,47,371,0.09441,0.16261
2018,1st Quintile,Tenant,Much Too Small,0.05296,480,4961,0.04672,0.05919
2018,1st Quintile,Tenant,A Bit Too Small,0.17290,1113,4961,0.16238,0.18342
2018,1st Quintile,Tenant,Just Right,0.72092,3179,4961,0.70844,0.73340
2018,1st Quintile,Tenant,A Bit Too Large,0.05030,189,4961,0.04422,0.05638
2018,2nd Quintile,Owner,A Bit Too Small,0.05571,100,1066,0.04193,0.06948
2018,2nd Quintile,Owner,Just Right,0.75569,826,1066,0.72988,0.78150
2018,2nd Quintile,Owner,A Bit Too Large,0.15578,140,1066,0.13400,0.17756
2018,2nd Quintile,Tenant,Much Too Small,0.01906,93,2347,0.01353,0.02459
2018,2nd Quintile,Tenant,A Bit Too Small,0.13796,426,2347,0.12401,0.15192
2018,2nd Quintile,Tenant,Just Right,0.75216,1683,2347,0.73469,0.76963
2018,2nd Quintile,Tenant,A Bit Too Large,0.08265,145,2347,0.07150,0.09379
2018,3rd Quintile,Owner,A Bit Too Small,0.06357,122,1391,0.05075,0.07640
2018,3rd Quintile,Owner,Just Right,0.66580,994,1391,0.64100,0.69060
2018,3rd Quintile,Owner,A Bit Too Large,0.22088,243,1391,0.19907,0.24269
2018,3rd Quintile,Owner,Much Too Large,0.03628,32,1391,0.02645,0.04611
2018,3rd Quintile,Tenant,Much Too Small,0.01895,50,1582,0.01223,0.02567
2018,3rd Quintile,Tenant,A Bit Too Small,0.12569,243,1582,0.10935,0.14203
2018,3rd Quintile,Tenant,Just Right,0.74700,1164,1582,0.72557,0.76843
2018,3rd Quintile,Tenant,A Bit Too Large,0.09168,125,1582,0.07746,0.10591
2018,4th Quintile,Owner,A Bit Too Small,0.06713,128,1700,0.05523,0.07903
2018,4th Quintile,Owner,Just Right,0.69655,1224,1700,0.67469,0.71841
2018,4th Quintile,Owner,A Bit Too Large,0.19913,308,1700,0.18014,0.21812
2018,4th Quintile,Owner,Much Too Large,0.03133,40,1700,0.02305,0.03962
2018,4th Quintile,Tenant,A Bit Too Small,0.16896,213,1152,0.14731,0.19061
2018,4th Quintile,Tenant,Just Right,0.65862,795,1152,0.63123,0.68601
2018,4th Quintile,Tenant,A Bit Too Large,0.14013,144,1152,0.12008,0.16019
2018,5th Quintile,Owner,A Bit Too Small,0.05517,142,2163,0.04554,0.06479
2018,5th Quintile,Owner,Just Right,0.66039,1463,2163,0.64043,0.68036
2018,5th Quintile,Owner,A Bit Too Large,0.23939,479,2163,0.22140,0.25738
2018,5th Quintile,Owner,Much Too Large,0.04117,79,2163,0.03280,0.04955
2018,5th Quintile,Tenant,A Bit Too Small,0.15844,152,811,0.13330,0.18359
2018,5th Quintile,Tenant,Just Right,0.68039,560,811,0.64827,0.71250
2018,5th Quintile,Tenant,A Bit Too Large,0.12669,99,811,0.10378,0.14960
2019,1st Quintile,Owner,A Bit Too Small,0.03932,32,382,0.01980,0.05884
2019,1st Quintile,Owner,Just Right,0.75670,295,382,0.71361,0.79978
2019,1st Quintile,Owner,A Bit Too Large,0.15756,55,382,0.12097,0.19414
2019,1st Quintile,Tenant,Much Too Small,0.04150,448,4636,0.03576,0.04724
2019,1st Quintile,Tenant,A Bit Too Small,0.16344,1000,4636,0.15279,0.17408
2019,1st Quintile,Tenant,Just Right,0.74533,3033,4636,0.73279,0.75787
2019,1st Quintile,Tenant,A Bit Too Large,0.04778,155,4636,0.04164,0.05392
2019,2nd Quintile,Owner,A Bit Too Small,0.06468,86,1007,0.04948,0.07988
2019,2nd Quintile,Owner,Just Right,0.75011,775,1007,0.72335,0.77686
2019,2nd Quintile,Owner,A Bit Too Large,0.16155,146,1007,0.13881,0.18429
2019,2nd Quintile,Tenant,Much Too Small,0.02968,89,2119,0.02245,0.03690
2019,2nd Quintile,Tenant,A Bit Too Small,0.15226,358,2119,0.13696,0.16757
2019,2nd Quintile,Tenant,Just Right,0.72112,1525,2119,0.70203,0.74022
2019,2nd Quintile,Tenant,A Bit Too Large,0.09140,147,2119,0.07912,0.10367
2019,3rd Quintile,Owner,A Bit Too Small,0.07592,118,1404,0.06206,0.08978
2019,3rd Quintile,Owner,Just Right,0.67139,997,1404,0.64681,0.69596
2019,3rd Quintile,Owner,A Bit Too Large,0.20026,249,1404,0.17932,0.22120
2019,3rd Quintile,Owner,Much Too Large,0.04752,40,1404,0.03639,0.05865
2019,3rd Quintile,Tenant,Much Too Small,0.01718,33,1468,0.01053,0.02383
2019,3rd Quintile,Tenant,A Bit Too Small,0.13967,260,1468,0.12193,0.15741
2019,3rd Quintile,Tenant,Just Right,0.73926,1055,1468,0.71679,0.76172
2019,3rd Quintile,Tenant,A Bit Too Large,0.09451,120,1468,0.07954,0.10948
2019,4th Quintile,Owner,A Bit Too Small,0.05908,120,1774,0.04810,0.07005
2019,4th Quintile,Owner,Just Right,0.68083,1271,1774,0.65913,0.70253
2019,4th Quintile,Owner,A Bit Too Large,0.22321,338,1774,0.20382,0.24259
2019,4th Quintile,Owner,Much Too Large,0.03071,45,1774,0.02268,0.03874
2019,4th Quintile,Tenant,A Bit Too Small,0.15180,181,1109,0.13067,0.17293
2019,4th Quintile,Tenant,Just Right,0.70585,810,1109,0.67902,0.73268
2019,4th Quintile,Tenant,A Bit Too Large,0.11194,118,1109,0.09337,0.13050
2019,5th Quintile,Owner,A Bit Too Small,0.04321,162,3255,0.03623,0.05020
2019,5th Quintile,Owner,Just Right,0.67356,2207,3255,0.65744,0.68967
2019,5th Quintile,Owner,A Bit Too Large,0.23159,736,3255,0.21710,0.24609
2019,5th Quintile,Owner,Much Too Large,0.04943,150,3255,0.04198,0.05687
2019,5th Quintile,Tenant,A Bit Too Small,0.16054,180,1051,0.13834,0.18275
2019,5th Quintile,Tenant,Just Right,0.66961,734,1051,0.64116,0.69806
2019,5th Quintile,Tenant,A Bit Too Large,0.13795,137,1051,0.11710,0.15881
2020,1st Quintile,Owner,Just Right,0.68650,240,294,0.63338,0.73962
2020,1st Quintile,Owner,A Bit Too Large,0.20784,54,294,0.16138,0.25430
2020,1st Quintile,Tenant,Much Too Small,0.03432,585,5733,0.02961,0.03904
2020,1st Quintile,Tenant,A Bit Too Small,0.17794,1260,5733,0.16803,0.18784
2020,1st Quintile,Tenant,Just Right,0.72920,3701,5733,0.71769,0.74070
2020,1st Quintile,Tenant,A Bit Too Large,0.05246,187,5733,0.04668,0.05823
2020,2nd Quintile,Owner,A Bit Too Small,0.06025,85,952,0.04513,0.07538
2020,2nd Quintile,Owner,Just Right,0.71289,720,952,0.68414,0.74165
2020,2nd Quintile,Owner,A Bit Too Large,0.17728,147,952,0.15301,0.20156
2020,2nd Quintile,Tenant,Much Too Small,0.02438,96,2497,0.01833,0.03043
2020,2nd Quintile,Tenant,A Bit Too Small,0.15459,448,2497,0.14041,0.16877
2020,2nd Quintile,Tenant,Just Right,0.74035,1807,2497,0.72315,0.75755
2020,2nd Quintile,Tenant,A Bit Too Large,0.07001,146,2497,0.06000,0.08002
2020,3rd Quintile,Owner,A Bit Too Small,0.06316,96,1295,0.04991,0.07641
2020,3rd Quintile,Owner,Just Right,0.69324,949,1295,0.66811,0.71837
2020,3rd Quintile,Owner,A Bit Too Large,0.19521,217,1295,0.17361,0.21681
2020,3rd Quintile,Owner,Much Too Large,0.04394,33,1295,0.03277,0.05511
2020,3rd Quintile,Tenant,A Bit Too Small,0.16479,292,1554,0.14634,0.18324
2020,3rd Quintile,Tenant,Just Right,0.72102,1146,1554,0.69871,0.74333
2020,3rd Quintile,Tenant,A Bit Too Large,0.08627,116,1554,0.07230,0.10023
2020,4th Quintile,Owner,A Bit Too Small,0.06655,115,1606,0.05436,0.07875
2020,4th Quintile,Owner,Just Right,0.68034,1135,1606,0.65752,0.70315
2020,4th Quintile,Owner,A Bit Too Large,0.20246,300,1606,0.18280,0.22212
2020,4th Quintile,Owner,Much Too Large,0.04319,56,1606,0.03325,0.05314
2020,4th Quintile,Tenant,A Bit Too Small,0.15096,213,1210,0.13078,0.17114
2020,4th Quintile,Tenant,Just Right,0.70066,859,1210,0.67484,0.72647
2020,4th Quintile,Tenant,A Bit Too Large,0.10995,138,1210,0.09232,0.12759
2020,5th Quintile,Owner,A Bit Too Small,0.05111,142,2734,0.04285,0.05936
2020,5th Quintile,Owner,Just Right,0.65506,1830,2734,0.63724,0.67289
2020,5th Quintile,Owner,A Bit Too Large,0.23562,638,2734,0.21971,0.25153
2020,5th Quintile,Owner,Much Too Large,0.05346,124,2734,0.04502,0.06189
2020,5th Quintile,Tenant,A Bit Too Small,0.17767,184,964,0.15353,0.20181
2020,5th Quintile,Tenant,Just Right,0.62997,645,964,0.59947,0.66046
2020,5th Quintile,Tenant,A Bit Too Large,0.15609,135,964,0.13316,0.17901
2021,1st Quintile,Owner,Just Right,0.71522,192,242,0.65824,0.77220
2021,1st Quintile,Owner,A Bit Too Large,0.18105,50,242,0.13243,0.22966
2021,1st Quintile,Tenant,Much Too Small,0.03353,269,2944,0.02703,0.04004
2021,1st Quintile,Tenant,A Bit Too Small,0.17048,644,2944,0.15689,0.18406
2021,1st Quintile,Tenant,Just Right,0.72875,1915,2944,0.71269,0.74482
2021,1st Quintile,Tenant,A Bit Too Large,0.06223,116,2944,0.05350,0.07095
2021,2nd Quintile,Owner,A Bit Too Small,0.06122,52,659,0.04290,0.07953
2021,2nd Quintile,Owner,Just Right,0.66045,486,659,0.62427,0.69664
2021,2nd Quintile,Owner,A Bit Too Large,0.21403,121,659,0.18269,0.24537
2021,2nd Quintile,Tenant,Much Too Small,0.02287,79,1678,0.01571,0.03002
2021,2nd Quintile,Tenant,A Bit Too Small,0.13422,318,1678,0.11790,0.15053
2021,2nd Quintile,Tenant,Just Right,0.73695,1161,1678,0.71588,0.75803
2021,2nd Quintile,Tenant,A Bit Too Large,0.09302,120,1678,0.07912,0.10692
2021,3rd Quintile,Owner,A Bit Too Small,0.04817,60,894,0.03413,0.06222
2021,3rd Quintile,Owner,Just Right,0.73080,670,894,0.70171,0.75989
2021,3rd Quintile,Owner,A Bit Too Large,0.17798,164,894,0.15289,0.20307
2021,3rd Quintile,Tenant,A Bit Too Small,0.15517,201,1108,0.13384,0.17650
2021,3rd Quintile,Tenant,Just Right,0.71134,812,1108,0.68464,0.73803
2021,3rd Quintile,Tenant,A Bit Too Large,0.10159,95,1108,0.08379,0.11938
2021,4th Quintile,Owner,A Bit Too Small,0.05123,74,1210,0.03880,0.06366
2021,4th Quintile,Owner,Just Right,0.66524,849,1210,0.63864,0.69184
2021,4th Quintile,Owner,A Bit Too Large,0.22800,245,1210,0.20435,0.25165
2021,4th Quintile,Owner,Much Too Large,0.04893,42,1210,0.03677,0.06109
2021,4th Quintile,Tenant,A Bit Too Small,0.15060,141,857,0.12664,0.17456
2021,4th Quintile,Tenant,Just Right,0.71822,616,857,0.68808,0.74836
2021,4th Quintile,Tenant,A Bit Too Large,0.11451,100,857,0.09318,0.13584
2021,5th Quintile,Owner,A Bit Too Small,0.03745,85,1985,0.02910,0.04581
2021,5th Quintile,Owner,Just Right,0.66639,1304,1985,0.64564,0.68713
2021,5th Quintile,Owner,A Bit Too Large,0.23941,488,1985,0.22063,0.25818
2021,5th Quintile,Owner,Much Too Large,0.05520,108,1985,0.04515,0.06525
2021,5th Quintile,Tenant,A Bit Too Small,0.16894,127,710,0.14136,0.19652
2021,5th Quintile,Tenant,Just Right,0.63046,468,710,0.59493,0.66599
2021,5th Quintile,Tenant,A Bit Too Large,0.17569,115,710,0.14768,0.20370
2022,1st Quintile,Owner,A Bit Too Small,0.11225,113,980,0.09248,0.13203
2022,1st Quintile,Owner,Just Right,0.69046,731,980,0.66150,0.71942
2022,1st Quintile,Owner,A Bit Too Large,0.17162,136,980,0.14800,0.19523
2022,1st Quintile,Tenant,Much Too Small,0.04989,346,4270,0.04336,0.05642
2022,1st Quintile,Tenant,A Bit Too Small,0.21133,1039,4270,0.19908,0.22357
2022,1st Quintile,Tenant,Just Right,0.67327,2673,4270,0.65920,0.68734
2022,1st Quintile,Tenant,A Bit Too Large,0.05505,180,4270,0.04821,0.06189
2022,1st Quintile,Tenant,Much Too Large,0.00837,32,4270,0.00564,0.01110
2022,2nd Quintile,Owner,A Bit Too Small,0.07509,113,1091,0.05945,0.09074
2022,2nd Quintile,Owner,Just Right,0.65851,796,1091,0.63036,0.68666
2022,2nd Quintile,Owner,A Bit Too Large,0.23139,182,1091,0.20635,0.25643
2022,2nd Quintile,Tenant,Much Too Small,0.02836,137,3041,0.02246,0.03426
2022,2nd Quintile,Tenant,A Bit Too Small,0.17894,701,3041,0.16531,0.19257
2022,2nd Quintile,Tenant,Just Right,0.68708,1989,3041,0.67060,0.70357
2022,2nd Quintile,Tenant,A Bit Too Large,0.08868,214,3041,0.07858,0.09879
2022,3rd Quintile,Owner,A Bit Too Small,0.07248,138,1405,0.05892,0.08605
2022,3rd Quintile,Owner,Just Right,0.70079,978,1405,0.67683,0.72474
2022,3rd Quintile,Owner,A Bit Too Large,0.17561,248,1405,0.15571,0.19551
2022,3rd Quintile,Owner,Much Too Large,0.04378,41,1405,0.03308,0.05448
2022,3rd Quintile,Tenant,Much Too Small,0.01800,56,2053,0.01225,0.02376
2022,3rd Quintile,Tenant,A Bit Too Small,0.14590,414,2053,0.13063,0.16117
2022,3rd Quintile,Tenant,Just Right,0.72649,1407,2053,0.70720,0.74577
2022,3rd Quintile,Tenant,A Bit Too Large,0.09586,176,2053,0.08312,0.10860
2022,4th Quintile,Owner,A Bit Too Small,0.06219,132,1741,0.05084,0.07353
2022,4th Quintile,Owner,Just Right,0.63820,1181,1741,0.61562,0.66077
2022,4th Quintile,Owner,A Bit Too Large,0.24671,368,1741,0.22645,0.26697
2022,4th Quintile,Owner,Much Too Large,0.04639,60,1741,0.03651,0.05627
2022,4th Quintile,Tenant,Much Too Small,0.01587,42,1680,0.00989,0.02185
2022,4th Quintile,Tenant,A Bit Too Small,0.16840,325,1680,0.15050,0.18630
2022,4th Quintile,Tenant,Just Right,0.67590,1141,1680,0.65351,0.69829
2022,4th Quintile,Tenant,A Bit Too Large,0.12556,172,1680,0.10971,0.14141
2022,5th Quintile,Owner,A Bit Too Small,0.05804,140,2563,0.04899,0.06710
2022,5th Quintile,Owner,Just Right,0.59911,1598,2563,0.58013,0.61808
2022,5th Quintile,Owner,A Bit Too Large,0.27067,688,2563,0.25346,0.28787
2022,5th Quintile,Owner,Much Too Large,0.06437,137,2563,0.05487,0.07387
2022,5th Quintile,Tenant,A Bit Too Small,0.16167,241,1208,0.14090,0.18244
2022,5th Quintile,Tenant,Just Right,0.61183,790,1208,0.58433,0.63932
2022,5th Quintile,Tenant,A Bit Too Large,0.16638,177,1208,0.14536,0.18739
