"pgcasmin","year","alter_gr","sampreg","n","percent","lower_confidence","upper_confidence"
"(3a) lower tertiary education","2010","35-65 Jahre alt","Westdeutschland, alte Bundeslaender","864","0.0748584000160276","0.06982361136283","0.0798931886692253"
"(3a) lower tertiary education","2010","35-65 Jahre alt","Ostdeutschland, neue Bundeslaender","403","0.130861798859733","0.118508348358815","0.143215249360651"
"(3a) lower tertiary education","2010","66 und älter","Westdeutschland, alte Bundeslaender","211","0.0614502929438239","0.0528508997955972","0.0700496860920505"
"(3a) lower tertiary education","2010","66 und älter","Ostdeutschland, neue Bundeslaender","177","0.162844442143696","0.140711008586188","0.184977875701203"
"(3b) higher tertiary education","2010","16-34 Jahre alt","Westdeutschland, alte Bundeslaender","478","0.0958965208716301","0.0877682112525469","0.104024830490713"
"(3b) higher tertiary education","2010","16-34 Jahre alt","Ostdeutschland, neue Bundeslaender","151","0.0926923578687406","0.0780018625154258","0.107382853222055"
"(3b) higher tertiary education","2010","35-65 Jahre alt","Westdeutschland, alte Bundeslaender","1839","0.142914634043485","0.136218760234515","0.149610507852454"
"(3b) higher tertiary education","2010","35-65 Jahre alt","Ostdeutschland, neue Bundeslaender","456","0.111682368528803","0.100144811360247","0.12321992569736"
"(3b) higher tertiary education","2010","66 und älter","Westdeutschland, alte Bundeslaender","385","0.0850965082968444","0.0751052382072326","0.0950877783864562"
"(3b) higher tertiary education","2010","66 und älter","Ostdeutschland, neue Bundeslaender","130","0.118897737965042","0.099495170927867","0.138300305002217"
"(0) in school","2011","16-34 Jahre alt","Westdeutschland, alte Bundeslaender","786","0.113730350240251","0.105138306650838","0.122322393829663"
"(0) in school","2011","16-34 Jahre alt","Ostdeutschland, neue Bundeslaender","111","0.0545456084633122","0.0432073341805769","0.0658838827460476"
"(0) in school","2011","35-65 Jahre alt","Westdeutschland, alte Bundeslaender","","","",""
"(0) in school","2011","35-65 Jahre alt","Ostdeutschland, neue Bundeslaender","","","",""
"(0) in school","2011","66 und älter","Westdeutschland, alte Bundeslaender","","","",""
"(0) in school","2011","66 und älter","Ostdeutschland, neue Bundeslaender","","","",""
"(1a) inadequately completed","2011","16-34 Jahre alt","Westdeutschland, alte Bundeslaender","100","0.0136655256190354","0.0105235658379009","0.0168074854001698"
"(1a) inadequately completed","2011","16-34 Jahre alt","Ostdeutschland, neue Bundeslaender","","","",""
"(1a) inadequately completed","2011","35-65 Jahre alt","Westdeutschland, alte Bundeslaender","209","0.0181676954840194","0.0158570375759389","0.0204783533920999"
"(1a) inadequately completed","2011","35-65 Jahre alt","Ostdeutschland, neue Bundeslaender","","","",""
"(1a) inadequately completed","2011","66 und älter","Westdeutschland, alte Bundeslaender","66","0.0204310818264942","0.0159871327983189","0.0248750308546696"
"(1a) inadequately completed","2011","66 und älter","Ostdeutschland, neue Bundeslaender","","","",""
"(1b) general elementary school","2011","16-34 Jahre alt","Westdeutschland, alte Bundeslaender","525","0.0779097806383373","0.0706561064717814","0.0851634548048933"
"(1b) general elementary school","2011","16-34 Jahre alt","Ostdeutschland, neue Bundeslaender","91","0.0642537274749778","0.0520110900411015","0.0764963649088541"
"(1b) general elementary school","2011","35-65 Jahre alt","Westdeutschland, alte Bundeslaender","884","0.0789637261649706","0.0742979998750683","0.0836294524548729"
"(1b) general elementary school","2011","35-65 Jahre alt","Ostdeutschland, neue Bundeslaender","52","0.016500813477287","0.0122400480447736","0.0207615789098003"
"(1b) general elementary school","2011","66 und älter","Westdeutschland, alte Bundeslaender","662","0.186942100971968","0.17469536977867","0.199188832165266"
"(1b) general elementary school","2011","66 und älter","Ostdeutschland, neue Bundeslaender","120","0.102474170229835","0.0859182884916841","0.119030051967987"
"(1c) basic vocational qualification","2011","16-34 Jahre alt","Westdeutschland, alte Bundeslaender","609","0.116498234145718","0.107815855398677","0.125180612892759"
"(1c) basic vocational qualification","2011","16-34 Jahre alt","Ostdeutschland, neue Bundeslaender","145","0.0894067273588957","0.0751606896515667","0.103652765066225"
"(1c) basic vocational qualification","2011","35-65 Jahre alt","Westdeutschland, alte Bundeslaender","3343","0.302324478487344","0.29437880942726","0.310270147547428"
"(1c) basic vocational qualification","2011","35-65 Jahre alt","Ostdeutschland, neue Bundeslaender","400","0.119222496690872","0.108384221883045","0.1300607714987"
"(1c) basic vocational qualification","2011","66 und älter","Westdeutschland, alte Bundeslaender","1600","0.42732589131404","0.411786311657614","0.442865470970466"
"(1c) basic vocational qualification","2011","66 und älter","Ostdeutschland, neue Bundeslaender","611","0.476452026713627","0.449186778039667","0.503717275387587"
"(2b) intermediate general qualification","2011","16-34 Jahre alt","Westdeutschland, alte Bundeslaender","401","0.0841602876848426","0.076646850046713","0.0916737253229722"
"(2b) intermediate general qualification","2011","16-34 Jahre alt","Ostdeutschland, neue Bundeslaender","122","0.0872640009237223","0.0731731596768041","0.10135484217064"
"(2b) intermediate general qualification","2011","35-65 Jahre alt","Westdeutschland, alte Bundeslaender","186","0.0123313129454819","0.0104219988626823","0.0142406270282816"
"(2b) intermediate general qualification","2011","35-65 Jahre alt","Ostdeutschland, neue Bundeslaender","37","0.00917736587029248","0.00598799569992362","0.0123667360406613"
"(2b) intermediate general qualification","2011","66 und älter","Westdeutschland, alte Bundeslaender","62","0.0150402626211867","0.011216923347183","0.0188636018951903"
"(2b) intermediate general qualification","2011","66 und älter","Ostdeutschland, neue Bundeslaender","","","",""
"(2a) intermediate vocational","2011","16-34 Jahre alt","Westdeutschland, alte Bundeslaender","982","0.178457437551709","0.168095100716237","0.188819774387181"
"(2a) intermediate vocational","2011","16-34 Jahre alt","Ostdeutschland, neue Bundeslaender","488","0.287657838094541","0.265056757563706","0.310258918625376"
"(2a) intermediate vocational","2011","35-65 Jahre alt","Westdeutschland, alte Bundeslaender","3246","0.236079709436949","0.228732533709512","0.243426885164386"
"(2a) intermediate vocational","2011","35-65 Jahre alt","Ostdeutschland, neue Bundeslaender","1748","0.564736967745719","0.548154584581316","0.581319350910121"
"(2a) intermediate vocational","2011","66 und älter","Westdeutschland, alte Bundeslaender","568","0.148920617966716","0.137737360107611","0.160103875825821"
"(2a) intermediate vocational","2011","66 und älter","Ostdeutschland, neue Bundeslaender","140","0.100407450365177","0.0840005127429254","0.116814387987429"
"(2c_gen) general maturity certificate","2011","16-34 Jahre alt","Westdeutschland, alte Bundeslaender","612","0.147779705302766","0.138175560950751","0.157383849654782"
"(2c_gen) general maturity certificate","2011","16-34 Jahre alt","Ostdeutschland, neue Bundeslaender","176","0.160431105635508","0.142107150076209","0.178755061194806"
"(2c_gen) general maturity certificate","2011","35-65 Jahre alt","Westdeutschland, alte Bundeslaender","280","0.023876851998014","0.0212356117097245","0.0265180922863036"
"(2c_gen) general maturity certificate","2011","35-65 Jahre alt","Ostdeutschland, neue Bundeslaender","","","",""
"(2c_gen) general maturity certificate","2011","66 und älter","Westdeutschland, alte Bundeslaender","36","0.00916222725228544","0.00616922050359961","0.0121552340009713"
"(2c_gen) general maturity certificate","2011","66 und älter","Ostdeutschland, neue Bundeslaender","","","",""
"(2c_voc) vocational maturity certificate","2011","16-34 Jahre alt","Westdeutschland, alte Bundeslaender","523","0.105823897453837","0.097499002725391","0.114148792182282"
"(2c_voc) vocational maturity certificate","2011","16-34 Jahre alt","Ostdeutschland, neue Bundeslaender","165","0.104862915980025","0.0895660482449774","0.120159783715072"
"(2c_voc) vocational maturity certificate","2011","35-65 Jahre alt","Westdeutschland, alte Bundeslaender","1458","0.106548882351826","0.101210902612895","0.111886862090757"
"(2c_voc) vocational maturity certificate","2011","35-65 Jahre alt","Ostdeutschland, neue Bundeslaender","176","0.0486618900491876","0.0414655797836475","0.0558582003147276"
"(2c_voc) vocational maturity certificate","2011","66 und älter","Westdeutschland, alte Bundeslaender","176","0.0478448534675223","0.0411401841441447","0.0545495227908999"
"(2c_voc) vocational maturity certificate","2011","66 und älter","Ostdeutschland, neue Bundeslaender","","","",""
"(3a) lower tertiary education","2011","16-34 Jahre alt","Westdeutschland, alte Bundeslaender","225","0.055106746343057","0.0489312893184968","0.0612822033676171"
"(3a) lower tertiary education","2011","16-34 Jahre alt","Ostdeutschland, neue Bundeslaender","71","0.0461808464112258","0.0357020660976803","0.0566596267247714"
"(3a) lower tertiary education","2011","35-65 Jahre alt","Westdeutschland, alte Bundeslaender","1059","0.0756947256250653","0.0711184982079416","0.080270953042189"
"(3a) lower tertiary education","2011","35-65 Jahre alt","Ostdeutschland, neue Bundeslaender","436","0.119050622878598","0.108219106568275","0.129882139188921"
"(3a) lower tertiary education","2011","66 und älter","Westdeutschland, alte Bundeslaender","238","0.0543949474616584","0.0472706825185041","0.0615192124048127"
"(3a) lower tertiary education","2011","66 und älter","Ostdeutschland, neue Bundeslaender","216","0.164134432543147","0.143914034570154","0.18435483051614"
"(3b) higher tertiary education","2011","16-34 Jahre alt","Westdeutschland, alte Bundeslaender","482","0.106868035020447","0.0985070571631181","0.115229012877777"
"(3b) higher tertiary education","2011","16-34 Jahre alt","Ostdeutschland, neue Bundeslaender","145","0.0896043947445176","0.0753441656290814","0.103864623859954"
"(3b) higher tertiary education","2011","35-65 Jahre alt","Westdeutschland, alte Bundeslaender","2169","0.14601261750633","0.13990336615135","0.15212186886131"
"(3b) higher tertiary education","2011","35-65 Jahre alt","Ostdeutschland, neue Bundeslaender","540","0.114886689953063","0.104221164907453","0.125552214998673"
"(3b) higher tertiary education","2011","66 und älter","Westdeutschland, alte Bundeslaender","485","0.0899380171181296","0.0809510525477607","0.0989249816884985"
"(3b) higher tertiary education","2011","66 und älter","Ostdeutschland, neue Bundeslaender","159","0.116060132717282","0.0985747748753934","0.13354549055917"
"(0) in school","2012","16-34 Jahre alt","Westdeutschland, alte Bundeslaender","806","0.108423193847566","0.0997931613109284","0.117053226384203"
"(0) in school","2012","16-34 Jahre alt","Ostdeutschland, neue Bundeslaender","111","0.0519119591882238","0.0402618344101235","0.0635620839663241"
"(0) in school","2012","35-65 Jahre alt","Westdeutschland, alte Bundeslaender","","","",""
"(0) in school","2012","35-65 Jahre alt","Ostdeutschland, neue Bundeslaender","","","",""
"(0) in school","2012","66 und älter","Westdeutschland, alte Bundeslaender","","","",""
"(0) in school","2012","66 und älter","Ostdeutschland, neue Bundeslaender","","","",""
"(1a) inadequately completed","2012","16-34 Jahre alt","Westdeutschland, alte Bundeslaender","101","0.0141845271212389","0.0109022352279636","0.0174668190145141"
"(1a) inadequately completed","2012","16-34 Jahre alt","Ostdeutschland, neue Bundeslaender","","","",""
"(1a) inadequately completed","2012","35-65 Jahre alt","Westdeutschland, alte Bundeslaender","197","0.0168580692774007","0.0146084836094561","0.0191076549453452"
"(1a) inadequately completed","2012","35-65 Jahre alt","Ostdeutschland, neue Bundeslaender","","","",""
"(1a) inadequately completed","2012","66 und älter","Westdeutschland, alte Bundeslaender","68","0.0228360055484398","0.0181609358025594","0.0275110752943202"
"(1a) inadequately completed","2012","66 und älter","Ostdeutschland, neue Bundeslaender","","","",""
"(1b) general elementary school","2012","16-34 Jahre alt","Westdeutschland, alte Bundeslaender","498","0.085269114708886","0.0775171015285905","0.0930211278891816"
"(1b) general elementary school","2012","16-34 Jahre alt","Ostdeutschland, neue Bundeslaender","84","0.0702515698282374","0.0568306192731044","0.0836725203833705"
"(1b) general elementary school","2012","35-65 Jahre alt","Westdeutschland, alte Bundeslaender","868","0.0808340800890842","0.0760710347365258","0.0855971254416426"
"(1b) general elementary school","2012","35-65 Jahre alt","Ostdeutschland, neue Bundeslaender","50","0.016039636695006","0.0118572914761444","0.0202219819138675"
"(1b) general elementary school","2012","66 und älter","Westdeutschland, alte Bundeslaender","633","0.176174167255461","0.164251233993002","0.188097100517919"
"(1b) general elementary school","2012","66 und älter","Ostdeutschland, neue Bundeslaender","116","0.102060644860664","0.0856044632318381","0.11851682648949"
"(1c) basic vocational qualification","2012","16-34 Jahre alt","Westdeutschland, alte Bundeslaender","538","0.107355180571501","0.0987626160539258","0.115947745089075"
"(1c) basic vocational qualification","2012","16-34 Jahre alt","Ostdeutschland, neue Bundeslaender","141","0.0949104962847625","0.0795191921788565","0.110301800390668"
"(1c) basic vocational qualification","2012","35-65 Jahre alt","Westdeutschland, alte Bundeslaender","3228","0.298574070344449","0.290577431864708","0.306570708824189"
"(1c) basic vocational qualification","2012","35-65 Jahre alt","Ostdeutschland, neue Bundeslaender","407","0.123895973000146","0.112927649641512","0.13486429635878"
"(1c) basic vocational qualification","2012","66 und älter","Westdeutschland, alte Bundeslaender","1579","0.419138772697804","0.403696564300005","0.434580981095603"
"(1c) basic vocational qualification","2012","66 und älter","Ostdeutschland, neue Bundeslaender","610","0.474334414798175","0.447190436138456","0.501478393457893"
"(2b) intermediate general qualification","2012","16-34 Jahre alt","Westdeutschland, alte Bundeslaender","406","0.0798292774455673","0.0723063433252722","0.0873522115658623"
"(2b) intermediate general qualification","2012","16-34 Jahre alt","Ostdeutschland, neue Bundeslaender","109","0.0764637263571734","0.0625088098891247","0.090418642825222"
"(2b) intermediate general qualification","2012","35-65 Jahre alt","Westdeutschland, alte Bundeslaender","190","0.0126682195575823","0.0107139707353786","0.0146224683797859"
"(2b) intermediate general qualification","2012","35-65 Jahre alt","Ostdeutschland, neue Bundeslaender","39","0.0101984524729722","0.00685361504492465","0.0135432899010198"
"(2b) intermediate general qualification","2012","66 und älter","Westdeutschland, alte Bundeslaender","70","0.0174609512750674","0.0133617130647717","0.021560189485363"
"(2b) intermediate general qualification","2012","66 und älter","Ostdeutschland, neue Bundeslaender","","","",""
"(2a) intermediate vocational","2012","16-34 Jahre alt","Westdeutschland, alte Bundeslaender","895","0.186462089762296","0.17565133227023","0.197272847254362"
"(2a) intermediate vocational","2012","16-34 Jahre alt","Ostdeutschland, neue Bundeslaender","412","0.278278725495645","0.254744642033469","0.301812808957821"
"(2a) intermediate vocational","2012","35-65 Jahre alt","Westdeutschland, alte Bundeslaender","3197","0.234361048290911","0.22695911382324","0.241762982758583"
"(2a) intermediate vocational","2012","35-65 Jahre alt","Ostdeutschland, neue Bundeslaender","1759","0.550329681420147","0.533768458950746","0.566890903889548"
"(2a) intermediate vocational","2012","66 und älter","Westdeutschland, alte Bundeslaender","586","0.148787084801718","0.137649371975007","0.159924797628429"
"(2a) intermediate vocational","2012","66 und älter","Ostdeutschland, neue Bundeslaender","154","0.117784534181816","0.100261557512991","0.13530751085064"
"(2c_gen) general maturity certificate","2012","16-34 Jahre alt","Westdeutschland, alte Bundeslaender","612","0.142946842844806","0.133231388451863","0.152662297237749"
"(2c_gen) general maturity certificate","2012","16-34 Jahre alt","Ostdeutschland, neue Bundeslaender","157","0.1454751575401","0.126959919608896","0.163990395471303"
"(2c_gen) general maturity certificate","2012","35-65 Jahre alt","Westdeutschland, alte Bundeslaender","267","0.0243822627787657","0.0216872094869424","0.0270773160705891"
"(2c_gen) general maturity certificate","2012","35-65 Jahre alt","Ostdeutschland, neue Bundeslaender","","","",""
"(2c_gen) general maturity certificate","2012","66 und älter","Westdeutschland, alte Bundeslaender","39","0.0101551021167106","0.00701733997886191","0.0132928642545593"
"(2c_gen) general maturity certificate","2012","66 und älter","Ostdeutschland, neue Bundeslaender","","","",""
"(2c_voc) vocational maturity certificate","2012","16-34 Jahre alt","Westdeutschland, alte Bundeslaender","447","0.100736770999558","0.0923824841180605","0.109091057881056"
"(2c_voc) vocational maturity certificate","2012","16-34 Jahre alt","Ostdeutschland, neue Bundeslaender","157","0.120434844639574","0.103343248618299","0.13752644066085"
"(2c_voc) vocational maturity certificate","2012","35-65 Jahre alt","Westdeutschland, alte Bundeslaender","1470","0.107555124618669","0.102141392481338","0.112968856756"
"(2c_voc) vocational maturity certificate","2012","35-65 Jahre alt","Ostdeutschland, neue Bundeslaender","206","0.0572470416789347","0.049512950492587","0.0649811328652824"
"(2c_voc) vocational maturity certificate","2012","66 und älter","Westdeutschland, alte Bundeslaender","173","0.0479512080955095","0.0412643258386018","0.0546380903524173"
"(2c_voc) vocational maturity certificate","2012","66 und älter","Ostdeutschland, neue Bundeslaender","","","",""
"(3a) lower tertiary education","2012","16-34 Jahre alt","Westdeutschland, alte Bundeslaender","218","0.0580662479729627","0.0515747636035623","0.0645577323423631"
"(3a) lower tertiary education","2012","16-34 Jahre alt","Ostdeutschland, neue Bundeslaender","59","0.0445223139862003","0.033691236285513","0.0553533916868875"
"(3a) lower tertiary education","2012","35-65 Jahre alt","Westdeutschland, alte Bundeslaender","1063","0.0778672968809971","0.0731849372011431","0.0825496565608511"
"(3a) lower tertiary education","2012","35-65 Jahre alt","Ostdeutschland, neue Bundeslaender","416","0.112693654429781","0.102166273531191","0.123221035328371"
"(3a) lower tertiary education","2012","66 und älter","Westdeutschland, alte Bundeslaender","264","0.0609116606188308","0.0534265583203715","0.0683967629172902"
"(3a) lower tertiary education","2012","66 und älter","Ostdeutschland, neue Bundeslaender","215","0.155609382038138","0.135904855526307","0.175313908549969"
"(3b) higher tertiary education","2012","16-34 Jahre alt","Westdeutschland, alte Bundeslaender","465","0.116726754725618","0.10781414894419","0.125639360507046"
"(3b) higher tertiary education","2012","16-34 Jahre alt","Ostdeutschland, neue Bundeslaender","138","0.104994025203514","0.0888961782925714","0.121091872114456"
"(3b) higher tertiary education","2012","35-65 Jahre alt","Westdeutschland, alte Bundeslaender","2101","0.146899828162141","0.140713952754469","0.153085703569814"
"(3b) higher tertiary education","2012","35-65 Jahre alt","Ostdeutschland, neue Bundeslaender","549","0.121532705369388","0.110654852176593","0.132410558562184"
"(3b) higher tertiary education","2012","66 und älter","Westdeutschland, alte Bundeslaender","510","0.0965850475904588","0.0873403463101752","0.105829748870742"
"(3b) higher tertiary education","2012","66 und älter","Ostdeutschland, neue Bundeslaender","164","0.112266079336533","0.0951050987395178","0.129427059933547"
"(0) in school","2013","16-34 Jahre alt","Westdeutschland, alte Bundeslaender","935","0.108816671822493","0.101248533330107","0.116384810314878"
"(0) in school","2013","16-34 Jahre alt","Ostdeutschland, neue Bundeslaender","152","0.0660345565466396","0.0528066902803086","0.0792624228129706"
"(0) in school","2013","35-65 Jahre alt","Westdeutschland, alte Bundeslaender","","","",""
"(0) in school","2013","35-65 Jahre alt","Ostdeutschland, neue Bundeslaender","","","",""
"(0) in school","2013","66 und älter","Westdeutschland, alte Bundeslaender","","","",""
"(0) in school","2013","66 und älter","Ostdeutschland, neue Bundeslaender","","","",""
"(1a) inadequately completed","2013","16-34 Jahre alt","Westdeutschland, alte Bundeslaender","157","0.0156440653567422","0.0126282224370309","0.0186599082764536"
"(1a) inadequately completed","2013","16-34 Jahre alt","Ostdeutschland, neue Bundeslaender","","","",""
"(1a) inadequately completed","2013","35-65 Jahre alt","Westdeutschland, alte Bundeslaender","381","0.021983033546185","0.0195613493524599","0.0244047177399102"
"(1a) inadequately completed","2013","35-65 Jahre alt","Ostdeutschland, neue Bundeslaender","","","",""
"(1a) inadequately completed","2013","66 und älter","Westdeutschland, alte Bundeslaender","71","0.0197227157312365","0.0153168279110824","0.0241286035513906"
"(1a) inadequately completed","2013","66 und älter","Ostdeutschland, neue Bundeslaender","","","",""
"(1b) general elementary school","2013","16-34 Jahre alt","Westdeutschland, alte Bundeslaender","791","0.0855095695622451","0.07871354769698","0.0923055914275101"
"(1b) general elementary school","2013","16-34 Jahre alt","Ostdeutschland, neue Bundeslaender","96","0.0680359080746338","0.0546234789059872","0.0814483372432804"
"(1b) general elementary school","2013","35-65 Jahre alt","Westdeutschland, alte Bundeslaender","1220","0.0805056840728618","0.0760121473201383","0.0849992208255854"
"(1b) general elementary school","2013","35-65 Jahre alt","Ostdeutschland, neue Bundeslaender","76","0.0198733342616595","0.01526015714655","0.024486511376769"
"(1b) general elementary school","2013","66 und älter","Westdeutschland, alte Bundeslaender","593","0.168080221348518","0.156231413989473","0.179929028707563"
"(1b) general elementary school","2013","66 und älter","Ostdeutschland, neue Bundeslaender","103","0.0959682170766736","0.0796591875749642","0.112277246578383"
"(1c) basic vocational qualification","2013","16-34 Jahre alt","Westdeutschland, alte Bundeslaender","679","0.101711568652266","0.0943655689874826","0.10905756831705"
"(1c) basic vocational qualification","2013","16-34 Jahre alt","Ostdeutschland, neue Bundeslaender","118","0.0850568900207862","0.0701978567879371","0.0999159232536353"
"(1c) basic vocational qualification","2013","35-65 Jahre alt","Westdeutschland, alte Bundeslaender","3338","0.281942706348205","0.274511480124743","0.289373932571667"
"(1c) basic vocational qualification","2013","35-65 Jahre alt","Ostdeutschland, neue Bundeslaender","450","0.129666661648114","0.118562631493007","0.140770691803221"
"(1c) basic vocational qualification","2013","66 und älter","Westdeutschland, alte Bundeslaender","1505","0.417932872597319","0.402304440482549","0.433561304712088"
"(1c) basic vocational qualification","2013","66 und älter","Ostdeutschland, neue Bundeslaender","553","0.455649574575031","0.428073825191702","0.48322532395836"
"(2b) intermediate general qualification","2013","16-34 Jahre alt","Westdeutschland, alte Bundeslaender","587","0.0851374216436565","0.0783548248025239","0.091920018484789"
"(2b) intermediate general qualification","2013","16-34 Jahre alt","Ostdeutschland, neue Bundeslaender","127","0.0783952659015728","0.064078133999676","0.0927123978034695"
"(2b) intermediate general qualification","2013","35-65 Jahre alt","Westdeutschland, alte Bundeslaender","197","0.0132832608565565","0.0113924455907105","0.0151740761224024"
"(2b) intermediate general qualification","2013","35-65 Jahre alt","Ostdeutschland, neue Bundeslaender","35","0.0090798942690641","0.00594456343370494","0.0122152251044233"
"(2b) intermediate general qualification","2013","66 und älter","Westdeutschland, alte Bundeslaender","66","0.0190707309886752","0.0147368385870102","0.0234046233903403"
"(2b) intermediate general qualification","2013","66 und älter","Ostdeutschland, neue Bundeslaender","","","",""
"(2a) intermediate vocational","2013","16-34 Jahre alt","Westdeutschland, alte Bundeslaender","999","0.165529001067338","0.156496656521003","0.174561345613672"
"(2a) intermediate vocational","2013","16-34 Jahre alt","Ostdeutschland, neue Bundeslaender","344","0.277851182358386","0.253991852812135","0.301710511904636"
"(2a) intermediate vocational","2013","35-65 Jahre alt","Westdeutschland, alte Bundeslaender","3079","0.234566846721278","0.227568628983789","0.241565064458767"
"(2a) intermediate vocational","2013","35-65 Jahre alt","Ostdeutschland, neue Bundeslaender","1694","0.544155117358967","0.527692701867798","0.560617532850137"
"(2a) intermediate vocational","2013","66 und älter","Westdeutschland, alte Bundeslaender","572","0.150718632510705","0.13938197885515","0.162055286166259"
"(2a) intermediate vocational","2013","66 und älter","Ostdeutschland, neue Bundeslaender","166","0.12912242942164","0.110554992696859","0.14768986614642"
"(2c_gen) general maturity certificate","2013","16-34 Jahre alt","Westdeutschland, alte Bundeslaender","902","0.156953493255091","0.148113150893226","0.165793835616956"
"(2c_gen) general maturity certificate","2013","16-34 Jahre alt","Ostdeutschland, neue Bundeslaender","142","0.14483828654645","0.126092460939637","0.163584112153263"
"(2c_gen) general maturity certificate","2013","35-65 Jahre alt","Westdeutschland, alte Bundeslaender","493","0.0265234113205414","0.0238695516953608","0.029177270945722"
"(2c_gen) general maturity certificate","2013","35-65 Jahre alt","Ostdeutschland, neue Bundeslaender","35","0.00490990225477359","0.00259948040379991","0.00722032410574727"
"(2c_gen) general maturity certificate","2013","66 und älter","Westdeutschland, alte Bundeslaender","49","0.011832718734559","0.00840635776785603","0.0152590797012621"
"(2c_gen) general maturity certificate","2013","66 und älter","Ostdeutschland, neue Bundeslaender","","","",""
"(2c_voc) vocational maturity certificate","2013","16-34 Jahre alt","Westdeutschland, alte Bundeslaender","545","0.0993498208464241","0.0920800714721404","0.106619570220708"
"(2c_voc) vocational maturity certificate","2013","16-34 Jahre alt","Ostdeutschland, neue Bundeslaender","134","0.0981268809340037","0.0822813980935515","0.113972363774456"
"(2c_voc) vocational maturity certificate","2013","35-65 Jahre alt","Westdeutschland, alte Bundeslaender","1757","0.11236018737365","0.107144337108829","0.117576037638472"
"(2c_voc) vocational maturity certificate","2013","35-65 Jahre alt","Ostdeutschland, neue Bundeslaender","235","0.0605365519057462","0.0526538983108626","0.0684192055006298"
"(2c_voc) vocational maturity certificate","2013","66 und älter","Westdeutschland, alte Bundeslaender","177","0.0481646504771651","0.0413801054431188","0.0549491955112114"
"(2c_voc) vocational maturity certificate","2013","66 und älter","Ostdeutschland, neue Bundeslaender","","","",""
"(3a) lower tertiary education","2013","16-34 Jahre alt","Westdeutschland, alte Bundeslaender","228","0.0541831456396556","0.0486814893285717","0.0596848019507396"
"(3a) lower tertiary education","2013","16-34 Jahre alt","Ostdeutschland, neue Bundeslaender","58","0.0449369860030146","0.0339023822533176","0.0559715897527116"
"(3a) lower tertiary education","2013","35-65 Jahre alt","Westdeutschland, alte Bundeslaender","1052","0.0774146469972977","0.0730008195804206","0.0818284744141749"
"(3a) lower tertiary education","2013","35-65 Jahre alt","Ostdeutschland, neue Bundeslaender","388","0.108760307678414","0.0984693419569788","0.119051273399849"
"(3a) lower tertiary education","2013","66 und älter","Westdeutschland, alte Bundeslaender","265","0.0649086319688318","0.0571021769769971","0.0727150869606664"
"(3a) lower tertiary education","2013","66 und älter","Ostdeutschland, neue Bundeslaender","212","0.15673274269196","0.136603147507956","0.176862337875965"
"(3b) higher tertiary education","2013","16-34 Jahre alt","Westdeutschland, alte Bundeslaender","681","0.127165242154089","0.119068542076767","0.135261942231412"
"(3b) higher tertiary education","2013","16-34 Jahre alt","Ostdeutschland, neue Bundeslaender","155","0.120346804669513","0.103016277119888","0.137677332219138"
"(3b) higher tertiary education","2013","35-65 Jahre alt","Westdeutschland, alte Bundeslaender","2565","0.151397985748591","0.145478110168472","0.157317861328711"
"(3b) higher tertiary education","2013","35-65 Jahre alt","Ostdeutschland, neue Bundeslaender","574","0.117107857575233","0.106479393679612","0.127736321470855"
"(3b) higher tertiary education","2013","66 und älter","Westdeutschland, alte Bundeslaender","528","0.0995688256429911","0.0900810902955244","0.109056560990458"
"(3b) higher tertiary education","2013","66 und älter","Ostdeutschland, neue Bundeslaender","173","0.122463453793416","0.104312125427758","0.140614782159075"
"(0) in school","2014","16-34 Jahre alt","Westdeutschland, alte Bundeslaender","777","0.102220492263138","0.09413086649376","0.110310118032516"
"(0) in school","2014","16-34 Jahre alt","Ostdeutschland, neue Bundeslaender","118","0.056320029865797","0.043007344796807","0.069632714934787"
"(0) in school","2014","35-65 Jahre alt","Westdeutschland, alte Bundeslaender","","","",""
"(0) in school","2014","35-65 Jahre alt","Ostdeutschland, neue Bundeslaender","","","",""
"(0) in school","2014","66 und älter","Westdeutschland, alte Bundeslaender","","","",""
"(0) in school","2014","66 und älter","Ostdeutschland, neue Bundeslaender","","","",""
"(1a) inadequately completed","2014","16-34 Jahre alt","Westdeutschland, alte Bundeslaender","109","0.0143735643736351","0.0111951317181448","0.0175519970291254"
"(1a) inadequately completed","2014","16-34 Jahre alt","Ostdeutschland, neue Bundeslaender","","","",""
"(1a) inadequately completed","2014","35-65 Jahre alt","Westdeutschland, alte Bundeslaender","317","0.0231745577906357","0.020512036326168","0.0258370792551034"
"(1a) inadequately completed","2014","35-65 Jahre alt","Ostdeutschland, neue Bundeslaender","","","",""
"(1a) inadequately completed","2014","66 und älter","Westdeutschland, alte Bundeslaender","61","0.017430471637239","0.0132334713108593","0.0216274719636187"
"(1a) inadequately completed","2014","66 und älter","Ostdeutschland, neue Bundeslaender","","","",""
"(1b) general elementary school","2014","16-34 Jahre alt","Westdeutschland, alte Bundeslaender","654","0.0869322681649478","0.0794088256629594","0.0944557106669363"
"(1b) general elementary school","2014","16-34 Jahre alt","Ostdeutschland, neue Bundeslaender","92","0.0835752798698274","0.0675940878751706","0.0995564718644842"
"(1b) general elementary school","2014","35-65 Jahre alt","Westdeutschland, alte Bundeslaender","978","0.0814937032400802","0.0766521801871657","0.0863352262929948"
