"pgcasmin","year","alter_gr","sampreg","n","percent","lower_confidence","upper_confidence"
"(2b) intermediate general qualification","1991","16-34 Jahre alt","Westdeutschland, alte Bundeslaender","277","0.0811233026454231","0.0720820323517796","0.0901645729390667"
"(2b) intermediate general qualification","1991","16-34 Jahre alt","Ostdeutschland, neue Bundeslaender","153","0.0877039644330363","0.0734368178370963","0.101971111028976"
"(2b) intermediate general qualification","1991","35-65 Jahre alt","Westdeutschland, alte Bundeslaender","64","0.0169502489588462","0.013266882642999","0.0206336152746933"
"(2b) intermediate general qualification","1991","35-65 Jahre alt","Ostdeutschland, neue Bundeslaender","","","",""
"(2b) intermediate general qualification","1991","66 und älter","Westdeutschland, alte Bundeslaender","","","",""
"(2b) intermediate general qualification","1991","66 und älter","Ostdeutschland, neue Bundeslaender","","","",""
"(2a) intermediate vocational","1991","16-34 Jahre alt","Westdeutschland, alte Bundeslaender","622","0.209479413681203","0.196003590954569","0.222955236407837"
"(2a) intermediate vocational","1991","16-34 Jahre alt","Ostdeutschland, neue Bundeslaender","806","0.556238899828717","0.531179832045914","0.581297967611519"
"(2a) intermediate vocational","1991","35-65 Jahre alt","Westdeutschland, alte Bundeslaender","539","0.145898746803944","0.135825961366203","0.155971532241685"
"(2a) intermediate vocational","1991","35-65 Jahre alt","Ostdeutschland, neue Bundeslaender","499","0.202007792298978","0.185328834974952","0.218686749623005"
"(2a) intermediate vocational","1991","66 und älter","Westdeutschland, alte Bundeslaender","130","0.134585099023694","0.114164950168704","0.155005247878685"
"(2a) intermediate vocational","1991","66 und älter","Ostdeutschland, neue Bundeslaender","","","",""
"(2c_gen) general maturity certificate","1991","16-34 Jahre alt","Westdeutschland, alte Bundeslaender","295","0.0906177031491499","0.0811114845874843","0.100123921710815"
"(2c_gen) general maturity certificate","1991","16-34 Jahre alt","Ostdeutschland, neue Bundeslaender","40","0.0254166870020998","0.0174783675212823","0.0333550064829173"
"(2c_gen) general maturity certificate","1991","35-65 Jahre alt","Westdeutschland, alte Bundeslaender","48","0.00709875167145387","0.00470315807745376","0.00949434526545398"
"(2c_gen) general maturity certificate","1991","35-65 Jahre alt","Ostdeutschland, neue Bundeslaender","","","",""
"(2c_gen) general maturity certificate","1991","66 und älter","Westdeutschland, alte Bundeslaender","","","",""
"(2c_gen) general maturity certificate","1991","66 und älter","Ostdeutschland, neue Bundeslaender","","","",""
"(2c_voc) vocational maturity certificate","1991","16-34 Jahre alt","Westdeutschland, alte Bundeslaender","227","0.078455900318135","0.0695516186603349","0.087360181975935"
"(2c_voc) vocational maturity certificate","1991","16-34 Jahre alt","Ostdeutschland, neue Bundeslaender","48","0.0328567041864475","0.0238655172111744","0.0418478911617205"
"(2c_voc) vocational maturity certificate","1991","35-65 Jahre alt","Westdeutschland, alte Bundeslaender","165","0.034491030066299","0.0292838767913582","0.0396981833412397"
"(2c_voc) vocational maturity certificate","1991","35-65 Jahre alt","Ostdeutschland, neue Bundeslaender","","","",""
"(2c_voc) vocational maturity certificate","1991","66 und älter","Westdeutschland, alte Bundeslaender","39","0.0312128795427983","0.0208081852024862","0.0416175738831104"
"(2c_voc) vocational maturity certificate","1991","66 und älter","Ostdeutschland, neue Bundeslaender","","","",""
"(3a) lower tertiary education","1991","16-34 Jahre alt","Westdeutschland, alte Bundeslaender","76","0.0284794839513666","0.0229711524590857","0.0339878154436475"
"(3a) lower tertiary education","1991","16-34 Jahre alt","Ostdeutschland, neue Bundeslaender","197","0.12056003993968","0.104136589412701","0.136983490466659"
"(3a) lower tertiary education","1991","35-65 Jahre alt","Westdeutschland, alte Bundeslaender","150","0.0400860403986873","0.0344886982299253","0.0456833825674492"
"(3a) lower tertiary education","1991","35-65 Jahre alt","Ostdeutschland, neue Bundeslaender","404","0.171839213148416","0.156167950832138","0.187510475464695"
"(3a) lower tertiary education","1991","66 und älter","Westdeutschland, alte Bundeslaender","","","",""
"(3a) lower tertiary education","1991","66 und älter","Ostdeutschland, neue Bundeslaender","35","0.073483531684264","0.0480399064358999","0.0989271569326282"
"(3b) higher tertiary education","1991","16-34 Jahre alt","Westdeutschland, alte Bundeslaender","128","0.0480270841454111","0.0409462661934509","0.0551079020973713"
"(3b) higher tertiary education","1991","16-34 Jahre alt","Ostdeutschland, neue Bundeslaender","76","0.0496983169768402","0.0387370385992786","0.0606595953544018"
"(3b) higher tertiary education","1991","35-65 Jahre alt","Westdeutschland, alte Bundeslaender","308","0.0789342729948009","0.0712403605352834","0.0866281854543185"
"(3b) higher tertiary education","1991","35-65 Jahre alt","Ostdeutschland, neue Bundeslaender","232","0.100003890406772","0.0875411291700544","0.112466651643489"
"(3b) higher tertiary education","1991","66 und älter","Westdeutschland, alte Bundeslaender","36","0.0354693834904364","0.0244023032477347","0.046536463733138"
"(3b) higher tertiary education","1991","66 und älter","Ostdeutschland, neue Bundeslaender","","","",""
"(0) in school","1992","16-34 Jahre alt","Westdeutschland, alte Bundeslaender","149","0.0430195396971276","0.0362480237023395","0.0497910556919157"
"(0) in school","1992","16-34 Jahre alt","Ostdeutschland, neue Bundeslaender","","","",""
"(0) in school","1992","35-65 Jahre alt","Westdeutschland, alte Bundeslaender","","","",""
"(0) in school","1992","35-65 Jahre alt","Ostdeutschland, neue Bundeslaender","","","",""
"(0) in school","1992","66 und älter","Westdeutschland, alte Bundeslaender","","","",""
"(0) in school","1992","66 und älter","Ostdeutschland, neue Bundeslaender","","","",""
"(1a) inadequately completed","1992","16-34 Jahre alt","Westdeutschland, alte Bundeslaender","155","0.0250627229165747","0.0198459256665228","0.0302795201666267"
"(1a) inadequately completed","1992","16-34 Jahre alt","Ostdeutschland, neue Bundeslaender","58","0.0338339965776136","0.0243154858800367","0.0433525072751906"
"(1a) inadequately completed","1992","35-65 Jahre alt","Westdeutschland, alte Bundeslaender","480","0.0337553025291155","0.0285672685420114","0.0389433365162197"
"(1a) inadequately completed","1992","35-65 Jahre alt","Ostdeutschland, neue Bundeslaender","","","",""
"(1a) inadequately completed","1992","66 und älter","Westdeutschland, alte Bundeslaender","","","",""
"(1a) inadequately completed","1992","66 und älter","Ostdeutschland, neue Bundeslaender","","","",""
"(1b) general elementary school","1992","16-34 Jahre alt","Westdeutschland, alte Bundeslaender","627","0.13190694487555","0.120613707271403","0.143200182479696"
"(1b) general elementary school","1992","16-34 Jahre alt","Ostdeutschland, neue Bundeslaender","30","0.0185227127392033","0.0114243383993608","0.0256210870790458"
"(1b) general elementary school","1992","35-65 Jahre alt","Westdeutschland, alte Bundeslaender","1035","0.192774046330623","0.181441954416894","0.204106138244351"
"(1b) general elementary school","1992","35-65 Jahre alt","Ostdeutschland, neue Bundeslaender","141","0.0718879032027212","0.0610573536128357","0.0827184527926068"
"(1b) general elementary school","1992","66 und älter","Westdeutschland, alte Bundeslaender","347","0.317613817954009","0.289784108959693","0.345443526948325"
"(1b) general elementary school","1992","66 und älter","Ostdeutschland, neue Bundeslaender","111","0.290209830019549","0.245620843151547","0.33479881688755"
"(1c) basic vocational qualification","1992","16-34 Jahre alt","Westdeutschland, alte Bundeslaender","880","0.251372183175441","0.236894699548686","0.265849666802195"
"(1c) basic vocational qualification","1992","16-34 Jahre alt","Ostdeutschland, neue Bundeslaender","103","0.0815518042659581","0.0671435754954742","0.0959600330364421"
"(1c) basic vocational qualification","1992","35-65 Jahre alt","Westdeutschland, alte Bundeslaender","1838","0.441784366876146","0.427518623158482","0.45605011059381"
"(1c) basic vocational qualification","1992","35-65 Jahre alt","Ostdeutschland, neue Bundeslaender","840","0.419125605008742","0.398436791558835","0.439814418458649"
"(1c) basic vocational qualification","1992","66 und älter","Westdeutschland, alte Bundeslaender","430","0.402657445639717","0.373340180592039","0.431974710687395"
"(1c) basic vocational qualification","1992","66 und älter","Ostdeutschland, neue Bundeslaender","204","0.522870564959303","0.473799921052327","0.571941208866278"
"(2b) intermediate general qualification","1992","16-34 Jahre alt","Westdeutschland, alte Bundeslaender","277","0.0801994958225075","0.0711351986685194","0.0892637929764956"
"(2b) intermediate general qualification","1992","16-34 Jahre alt","Ostdeutschland, neue Bundeslaender","162","0.0998835395489034","0.0840978779054959","0.115669201192311"
"(2b) intermediate general qualification","1992","35-65 Jahre alt","Westdeutschland, alte Bundeslaender","64","0.0176231864130601","0.0138433803469057","0.0214029924792145"
"(2b) intermediate general qualification","1992","35-65 Jahre alt","Ostdeutschland, neue Bundeslaender","","","",""
"(2b) intermediate general qualification","1992","66 und älter","Westdeutschland, alte Bundeslaender","","","",""
"(2b) intermediate general qualification","1992","66 und älter","Ostdeutschland, neue Bundeslaender","","","",""
"(2a) intermediate vocational","1992","16-34 Jahre alt","Westdeutschland, alte Bundeslaender","632","0.214921533388405","0.201212779115802","0.228630287661009"
"(2a) intermediate vocational","1992","16-34 Jahre alt","Ostdeutschland, neue Bundeslaender","706","0.538354707635638","0.512109202308755","0.564600212962521"
"(2a) intermediate vocational","1992","35-65 Jahre alt","Westdeutschland, alte Bundeslaender","549","0.146551335311981","0.136391846885411","0.156710823738551"
"(2a) intermediate vocational","1992","35-65 Jahre alt","Ostdeutschland, neue Bundeslaender","522","0.210892403019376","0.193787486839783","0.227997319198969"
"(2a) intermediate vocational","1992","66 und älter","Westdeutschland, alte Bundeslaender","134","0.144580393834613","0.123557709916151","0.165603077753075"
"(2a) intermediate vocational","1992","66 und älter","Ostdeutschland, neue Bundeslaender","","","",""
"(2c_gen) general maturity certificate","1992","16-34 Jahre alt","Westdeutschland, alte Bundeslaender","285","0.0952685974399494","0.08547062503663","0.105066569843269"
"(2c_gen) general maturity certificate","1992","16-34 Jahre alt","Ostdeutschland, neue Bundeslaender","42","0.0245934339007424","0.0164394678425425","0.0327473999589422"
"(2c_gen) general maturity certificate","1992","35-65 Jahre alt","Westdeutschland, alte Bundeslaender","48","0.0079062200639593","0.00536203287769729","0.0104504072502213"
"(2c_gen) general maturity certificate","1992","35-65 Jahre alt","Ostdeutschland, neue Bundeslaender","","","",""
"(2c_gen) general maturity certificate","1992","66 und älter","Westdeutschland, alte Bundeslaender","","","",""
"(2c_gen) general maturity certificate","1992","66 und älter","Ostdeutschland, neue Bundeslaender","","","",""
"(2c_voc) vocational maturity certificate","1992","16-34 Jahre alt","Westdeutschland, alte Bundeslaender","236","0.0809587827586475","0.0718554383607258","0.0900621271565691"
"(2c_voc) vocational maturity certificate","1992","16-34 Jahre alt","Ostdeutschland, neue Bundeslaender","45","0.0337972267620596","0.0242837086675411","0.0433107448565782"
"(2c_voc) vocational maturity certificate","1992","35-65 Jahre alt","Westdeutschland, alte Bundeslaender","174","0.0379431572875751","0.0324546360645714","0.0434316785105788"
"(2c_voc) vocational maturity certificate","1992","35-65 Jahre alt","Ostdeutschland, neue Bundeslaender","","","",""
"(2c_voc) vocational maturity certificate","1992","66 und älter","Westdeutschland, alte Bundeslaender","38","0.0320974434091184","0.0215609791503147","0.0426339076679221"
"(2c_voc) vocational maturity certificate","1992","66 und älter","Ostdeutschland, neue Bundeslaender","","","",""
"(3a) lower tertiary education","1992","16-34 Jahre alt","Westdeutschland, alte Bundeslaender","78","0.0282198825936964","0.0226932181131163","0.0337465470742764"
"(3a) lower tertiary education","1992","16-34 Jahre alt","Ostdeutschland, neue Bundeslaender","173","0.11557094273152","0.0987394627414324","0.132402422721608"
"(3a) lower tertiary education","1992","35-65 Jahre alt","Westdeutschland, alte Bundeslaender","152","0.0397025994076522","0.034093403662765","0.0453117951525393"
"(3a) lower tertiary education","1992","35-65 Jahre alt","Ostdeutschland, neue Bundeslaender","404","0.175995815540508","0.160028266817343","0.191963364263672"
"(3a) lower tertiary education","1992","66 und älter","Westdeutschland, alte Bundeslaender","31","0.0252310480811647","0.0158562408067466","0.0346058553555828"
"(3a) lower tertiary education","1992","66 und älter","Ostdeutschland, neue Bundeslaender","33","0.0691841407065849","0.0442530248052182","0.0941152566079517"
"(3b) higher tertiary education","1992","16-34 Jahre alt","Westdeutschland, alte Bundeslaender","130","0.0490703173321013","0.0418611496188814","0.0562794850453213"
"(3b) higher tertiary education","1992","16-34 Jahre alt","Ostdeutschland, neue Bundeslaender","65","0.0525785063162738","0.040828388680156","0.0643286239523917"
"(3b) higher tertiary education","1992","35-65 Jahre alt","Westdeutschland, alte Bundeslaender","315","0.0819597857798881","0.0740799075096605","0.0898396640501157"
"(3b) higher tertiary education","1992","35-65 Jahre alt","Ostdeutschland, neue Bundeslaender","234","0.103134399613641","0.0903821200178122","0.11588667920947"
"(3b) higher tertiary education","1992","66 und älter","Westdeutschland, alte Bundeslaender","33","0.0304005075504285","0.0201373625247432","0.0406636525761138"
"(3b) higher tertiary education","1992","66 und älter","Ostdeutschland, neue Bundeslaender","","","",""
"(0) in school","1993","16-34 Jahre alt","Westdeutschland, alte Bundeslaender","128","0.0405010902143776","0.0338894633335742","0.047112717095181"
"(0) in school","1993","16-34 Jahre alt","Ostdeutschland, neue Bundeslaender","","","",""
"(0) in school","1993","35-65 Jahre alt","Westdeutschland, alte Bundeslaender","","","",""
"(0) in school","1993","35-65 Jahre alt","Ostdeutschland, neue Bundeslaender","","","",""
"(0) in school","1993","66 und älter","Westdeutschland, alte Bundeslaender","","","",""
"(0) in school","1993","66 und älter","Ostdeutschland, neue Bundeslaender","","","",""
"(1a) inadequately completed","1993","16-34 Jahre alt","Westdeutschland, alte Bundeslaender","160","0.0289827710806601","0.0233562991296965","0.0346092430316237"
"(1a) inadequately completed","1993","16-34 Jahre alt","Ostdeutschland, neue Bundeslaender","70","0.0435758111368527","0.0325501860894404","0.054601436184265"
"(1a) inadequately completed","1993","35-65 Jahre alt","Westdeutschland, alte Bundeslaender","461","0.0359883261750034","0.0305969406095269","0.0413797117404798"
"(1a) inadequately completed","1993","35-65 Jahre alt","Ostdeutschland, neue Bundeslaender","","","",""
"(1a) inadequately completed","1993","66 und älter","Westdeutschland, alte Bundeslaender","","","",""
"(1a) inadequately completed","1993","66 und älter","Ostdeutschland, neue Bundeslaender","","","",""
"(1b) general elementary school","1993","16-34 Jahre alt","Westdeutschland, alte Bundeslaender","602","0.126535634686956","0.115385457807864","0.137685811566049"
"(1b) general elementary school","1993","16-34 Jahre alt","Ostdeutschland, neue Bundeslaender","","","",""
"(1b) general elementary school","1993","35-65 Jahre alt","Westdeutschland, alte Bundeslaender","984","0.18505829994377","0.173817532173115","0.196299067714426"
"(1b) general elementary school","1993","35-65 Jahre alt","Ostdeutschland, neue Bundeslaender","126","0.0665961684157502","0.0559504436355028","0.0772418931959975"
"(1b) general elementary school","1993","66 und älter","Westdeutschland, alte Bundeslaender","360","0.323179831747857","0.295554137391885","0.35080552610383"
"(1b) general elementary school","1993","66 und älter","Ostdeutschland, neue Bundeslaender","110","0.296160491828915","0.250963925756217","0.341357057901614"
"(1c) basic vocational qualification","1993","16-34 Jahre alt","Westdeutschland, alte Bundeslaender","862","0.247630070294866","0.233153351373014","0.262106789216718"
"(1c) basic vocational qualification","1993","16-34 Jahre alt","Ostdeutschland, neue Bundeslaender","96","0.0757715086792794","0.0614793494175676","0.0900636679409912"
"(1c) basic vocational qualification","1993","35-65 Jahre alt","Westdeutschland, alte Bundeslaender","1807","0.438917704771667","0.424553444912484","0.45328196463085"
"(1c) basic vocational qualification","1993","35-65 Jahre alt","Ostdeutschland, neue Bundeslaender","781","0.409797175269002","0.388798062523229","0.430796288014775"
"(1c) basic vocational qualification","1993","66 und älter","Westdeutschland, alte Bundeslaender","437","0.393313743360787","0.364459740468328","0.422167746253246"
"(1c) basic vocational qualification","1993","66 und älter","Ostdeutschland, neue Bundeslaender","201","0.516843724330865","0.467375252593072","0.566312196068657"
"(2b) intermediate general qualification","1993","16-34 Jahre alt","Westdeutschland, alte Bundeslaender","266","0.0794222262425935","0.07035333888255","0.088491113602637"
"(2b) intermediate general qualification","1993","16-34 Jahre alt","Ostdeutschland, neue Bundeslaender","156","0.104327027494619","0.0878177390679161","0.120836315921323"
"(2b) intermediate general qualification","1993","35-65 Jahre alt","Westdeutschland, alte Bundeslaender","61","0.0162102875713328","0.0125549716416428","0.0198656035010227"
"(2b) intermediate general qualification","1993","35-65 Jahre alt","Ostdeutschland, neue Bundeslaender","","","",""
"(2b) intermediate general qualification","1993","66 und älter","Westdeutschland, alte Bundeslaender","","","",""
"(2b) intermediate general qualification","1993","66 und älter","Ostdeutschland, neue Bundeslaender","","","",""
"(2a) intermediate vocational","1993","16-34 Jahre alt","Westdeutschland, alte Bundeslaender","650","0.215627553877043","0.201834322237903","0.229420785516182"
"(2a) intermediate vocational","1993","16-34 Jahre alt","Ostdeutschland, neue Bundeslaender","674","0.541493516095859","0.514582842126314","0.568404190065404"
"(2a) intermediate vocational","1993","35-65 Jahre alt","Westdeutschland, alte Bundeslaender","572","0.151473618561765","0.141096432683818","0.161850804439711"
"(2a) intermediate vocational","1993","35-65 Jahre alt","Ostdeutschland, neue Bundeslaender","526","0.215654525402304","0.198093542954828","0.233215507849781"
"(2a) intermediate vocational","1993","66 und älter","Westdeutschland, alte Bundeslaender","138","0.151155367474506","0.129997089347173","0.172313645601839"
"(2a) intermediate vocational","1993","66 und älter","Ostdeutschland, neue Bundeslaender","","","",""
"(2c_gen) general maturity certificate","1993","16-34 Jahre alt","Westdeutschland, alte Bundeslaender","297","0.0953068455245564","0.085458451027018","0.105155240022095"
"(2c_gen) general maturity certificate","1993","16-34 Jahre alt","Ostdeutschland, neue Bundeslaender","49","0.0275998326437303","0.0187521214023696","0.0364475438850911"
"(2c_gen) general maturity certificate","1993","35-65 Jahre alt","Westdeutschland, alte Bundeslaender","51","0.00888551061385437","0.00616918687784003","0.0116018343498687"
"(2c_gen) general maturity certificate","1993","35-65 Jahre alt","Ostdeutschland, neue Bundeslaender","","","",""
"(2c_gen) general maturity certificate","1993","66 und älter","Westdeutschland, alte Bundeslaender","","","",""
"(2c_gen) general maturity certificate","1993","66 und älter","Ostdeutschland, neue Bundeslaender","","","",""
"(2c_voc) vocational maturity certificate","1993","16-34 Jahre alt","Westdeutschland, alte Bundeslaender","239","0.0850174808094536","0.0756631386461457","0.0943718229727616"
"(2c_voc) vocational maturity certificate","1993","16-34 Jahre alt","Ostdeutschland, neue Bundeslaender","45","0.0359281099145104","0.0258766973550241","0.0459795224739966"
"(2c_voc) vocational maturity certificate","1993","35-65 Jahre alt","Westdeutschland, alte Bundeslaender","166","0.0367499154335008","0.0313039344446087","0.0421958964223929"
"(2c_voc) vocational maturity certificate","1993","35-65 Jahre alt","Ostdeutschland, neue Bundeslaender","","","",""
"(2c_voc) vocational maturity certificate","1993","66 und älter","Westdeutschland, alte Bundeslaender","36","0.0286797703346718","0.0188209833497915","0.0385385573195521"
"(2c_voc) vocational maturity certificate","1993","66 und älter","Ostdeutschland, neue Bundeslaender","","","",""
"(3a) lower tertiary education","1993","16-34 Jahre alt","Westdeutschland, alte Bundeslaender","80","0.0307197898205902","0.0249323494430899","0.0365072301980905"
"(3a) lower tertiary education","1993","16-34 Jahre alt","Ostdeutschland, neue Bundeslaender","147","0.106854426188695","0.0901699495978383","0.123538902779552"
"(3a) lower tertiary education","1993","35-65 Jahre alt","Westdeutschland, alte Bundeslaender","158","0.0406683063779127","0.0349510079655857","0.0463856047902398"
"(3a) lower tertiary education","1993","35-65 Jahre alt","Ostdeutschland, neue Bundeslaender","394","0.178311571556732","0.161967540737232","0.194655602376231"
"(3a) lower tertiary education","1993","66 und älter","Westdeutschland, alte Bundeslaender","36","0.0284170932961413","0.01860223144977","0.0382319551425127"
"(3a) lower tertiary education","1993","66 und älter","Ostdeutschland, neue Bundeslaender","34","0.0753402023816431","0.0492120056966394","0.101468399066647"
"(3b) higher tertiary education","1993","16-34 Jahre alt","Westdeutschland, alte Bundeslaender","131","0.0502565374489038","0.0429290990650888","0.0575839758327187"
"(3b) higher tertiary education","1993","16-34 Jahre alt","Ostdeutschland, neue Bundeslaender","54","0.0495142901586631","0.0377979147635426","0.0612306655537837"
"(3b) higher tertiary education","1993","35-65 Jahre alt","Westdeutschland, alte Bundeslaender","325","0.0860480305511941","0.0779307496543018","0.0941653114480864"
"(3b) higher tertiary education","1993","35-65 Jahre alt","Ostdeutschland, neue Bundeslaender","234","0.109398278293152","0.0960703443382212","0.122726212248082"
"(3b) higher tertiary education","1993","66 und älter","Westdeutschland, alte Bundeslaender","35","0.0326932963556212","0.022189026121754","0.0431975665894885"
"(3b) higher tertiary education","1993","66 und älter","Ostdeutschland, neue Bundeslaender","","","",""
"(0) in school","1994","16-34 Jahre alt","Westdeutschland, alte Bundeslaender","157","0.0518552229832768","0.0443342597940607","0.0593761861724929"
"(0) in school","1994","16-34 Jahre alt","Ostdeutschland, neue Bundeslaender","47","0.0268295710157747","0.0179110700431275","0.0357480719884219"
"(0) in school","1994","35-65 Jahre alt","Westdeutschland, alte Bundeslaender","","","",""
"(0) in school","1994","35-65 Jahre alt","Ostdeutschland, neue Bundeslaender","","","",""
"(0) in school","1994","66 und älter","Westdeutschland, alte Bundeslaender","","","",""
"(0) in school","1994","66 und älter","Ostdeutschland, neue Bundeslaender","","","",""
"(1a) inadequately completed","1994","16-34 Jahre alt","Westdeutschland, alte Bundeslaender","140","0.0253044555238588","0.019977576051428","0.0306313349962896"
"(1a) inadequately completed","1994","16-34 Jahre alt","Ostdeutschland, neue Bundeslaender","46","0.0305278962679216","0.0210326409965902","0.0400231515392531"
"(1a) inadequately completed","1994","35-65 Jahre alt","Westdeutschland, alte Bundeslaender","424","0.0363964440825737","0.0308829502918043","0.0419099378733431"
"(1a) inadequately completed","1994","35-65 Jahre alt","Ostdeutschland, neue Bundeslaender","","","",""
"(1a) inadequately completed","1994","66 und älter","Westdeutschland, alte Bundeslaender","31","0.0102635904302234","0.00433439136180109","0.0161927894986456"
"(1a) inadequately completed","1994","66 und älter","Ostdeutschland, neue Bundeslaender","","","",""
"(1b) general elementary school","1994","16-34 Jahre alt","Westdeutschland, alte Bundeslaender","534","0.117946942029429","0.107006608070437","0.128887275988421"
"(1b) general elementary school","1994","16-34 Jahre alt","Ostdeutschland, neue Bundeslaender","","","",""
"(1b) general elementary school","1994","35-65 Jahre alt","Westdeutschland, alte Bundeslaender","931","0.17923589193129","0.16794391755155","0.190527866311029"
"(1b) general elementary school","1994","35-65 Jahre alt","Ostdeutschland, neue Bundeslaender","117","0.0604106212073279","0.0502208567793899","0.0706003856352659"
"(1b) general elementary school","1994","66 und älter","Westdeutschland, alte Bundeslaender","355","0.311210867875353","0.283974002637782","0.338447733112924"
"(1b) general elementary school","1994","66 und älter","Ostdeutschland, neue Bundeslaender","103","0.284220590675693","0.240129338398941","0.328311842952446"
"(1c) basic vocational qualification","1994","16-34 Jahre alt","Westdeutschland, alte Bundeslaender","832","0.239143685888246","0.224675280611341","0.253612091165152"
"(1c) basic vocational qualification","1994","16-34 Jahre alt","Ostdeutschland, neue Bundeslaender","76","0.0649145924885186","0.0513162067912166","0.0785129781858206"
"(1c) basic vocational qualification","1994","35-65 Jahre alt","Westdeutschland, alte Bundeslaender","1758","0.439175096035035","0.424564070055907","0.453786122014163"
"(1c) basic vocational qualification","1994","35-65 Jahre alt","Ostdeutschland, neue Bundeslaender","753","0.397735469697396","0.376802576947898","0.418668362446893"
"(1c) basic vocational qualification","1994","66 und älter","Westdeutschland, alte Bundeslaender","447","0.399084428867948","0.3702755921508","0.427893265585095"
"(1c) basic vocational qualification","1994","66 und älter","Ostdeutschland, neue Bundeslaender","210","0.52033147323819","0.471494839133409","0.569168107342971"
"(2b) intermediate general qualification","1994","16-34 Jahre alt","Westdeutschland, alte Bundeslaender","223","0.0684189237569614","0.059855679546355","0.0769821679675678"
"(2b) intermediate general qualification","1994","16-34 Jahre alt","Ostdeutschland, neue Bundeslaender","149","0.101536387577723","0.0848657715599007","0.118207003595545"
"(2b) intermediate general qualification","1994","35-65 Jahre alt","Westdeutschland, alte Bundeslaender","63","0.0169953031603316","0.0131899894174952","0.020800616903168"
"(2b) intermediate general qualification","1994","35-65 Jahre alt","Ostdeutschland, neue Bundeslaender","","","",""
"(2b) intermediate general qualification","1994","66 und älter","Westdeutschland, alte Bundeslaender","","","",""
"(2b) intermediate general qualification","1994","66 und älter","Ostdeutschland, neue Bundeslaender","","","",""
"(2a) intermediate vocational","1994","16-34 Jahre alt","Westdeutschland, alte Bundeslaender","666","0.219505162531595","0.20546580389344","0.23354452116975"
"(2a) intermediate vocational","1994","16-34 Jahre alt","Ostdeutschland, neue Bundeslaender","630","0.532080442060315","0.504540387609512","0.559620496511118"
"(2a) intermediate vocational","1994","35-65 Jahre alt","Westdeutschland, alte Bundeslaender","574","0.153341262258488","0.142733300889297","0.163949223627679"
"(2a) intermediate vocational","1994","35-65 Jahre alt","Ostdeutschland, neue Bundeslaender","559","0.233432888157641","0.215340555819503","0.25152522049578"
"(2a) intermediate vocational","1994","66 und älter","Westdeutschland, alte Bundeslaender","133","0.148663153626858","0.127734610977575","0.16959169627614"
"(2a) intermediate vocational","1994","66 und älter","Ostdeutschland, neue Bundeslaender","","","",""
"(2c_gen) general maturity certificate","1994","16-34 Jahre alt","Westdeutschland, alte Bundeslaender","290","0.0964352281415231","0.0864228467871494","0.106447609495897"
"(2c_gen) general maturity certificate","1994","16-34 Jahre alt","Ostdeutschland, neue Bundeslaender","58","0.0326036153827834","0.0228013680093323","0.0424058627562345"
"(2c_gen) general maturity certificate","1994","35-65 Jahre alt","Westdeutschland, alte Bundeslaender","52","0.00998417712353959","0.00705715893255198","0.0129111953145272"
"(2c_gen) general maturity certificate","1994","35-65 Jahre alt","Ostdeutschland, neue Bundeslaender","","","",""
"(2c_gen) general maturity certificate","1994","66 und älter","Westdeutschland, alte Bundeslaender","","","",""
"(2c_gen) general maturity certificate","1994","66 und älter","Ostdeutschland, neue Bundeslaender","","","",""
"(2c_voc) vocational maturity certificate","1994","16-34 Jahre alt","Westdeutschland, alte Bundeslaender","255","0.0867162831453848","0.0771709065763968","0.0962616597143729"
"(2c_voc) vocational maturity certificate","1994","16-34 Jahre alt","Ostdeutschland, neue Bundeslaender","49","0.0432890735428031","0.0320567382132158","0.0545214088723904"
"(2c_voc) vocational maturity certificate","1994","35-65 Jahre alt","Westdeutschland, alte Bundeslaender","153","0.0364094205218872","0.0308949810852733","0.0419238599585012"
"(2c_voc) vocational maturity certificate","1994","35-65 Jahre alt","Ostdeutschland, neue Bundeslaender","30","0.0117054730623931","0.00710527931085402","0.0163056668139323"
"(2c_voc) vocational maturity certificate","1994","66 und älter","Westdeutschland, alte Bundeslaender","36","0.0318144792580235","0.0214897587778677","0.0421391997381793"
"(2c_voc) vocational maturity certificate","1994","66 und älter","Ostdeutschland, neue Bundeslaender","","","",""
"(3a) lower tertiary education","1994","16-34 Jahre alt","Westdeutschland, alte Bundeslaender","95","0.0364550763985008","0.0300980374586658","0.0428121153383358"
"(3a) lower tertiary education","1994","16-34 Jahre alt","Ostdeutschland, neue Bundeslaender","126","0.0993236126241174","0.0828153568135119","0.115831868434723"
"(3a) lower tertiary education","1994","35-65 Jahre alt","Westdeutschland, alte Bundeslaender","157","0.0405599188990245","0.0347521987292483","0.0463676390688007"
"(3a) lower tertiary education","1994","35-65 Jahre alt","Ostdeutschland, neue Bundeslaender","391","0.177674760497717","0.161326440755591","0.194023080239842"
"(3a) lower tertiary education","1994","66 und älter","Westdeutschland, alte Bundeslaender","41","0.031559885431826","0.0212752075081359","0.041844563355516"
"(3a) lower tertiary education","1994","66 und älter","Ostdeutschland, neue Bundeslaender","42","0.0851872263737849","0.0578981765899404","0.112476276157629"
"(3b) higher tertiary education","1994","16-34 Jahre alt","Westdeutschland, alte Bundeslaender","147","0.0582190196012239","0.0502767013922769","0.0661613378101708"
"(3b) higher tertiary education","1994","16-34 Jahre alt","Ostdeutschland, neue Bundeslaender","51","0.0509343694623082","0.0387992477121393","0.0630694912124772"
