"pgcasmin","year","bildungsniveau","n","percent","lower_confidence","upper_confidence"
"(2c_voc) vocational maturity certificate","1991","Realschulabschluss","","","",""
"(2c_voc) vocational maturity certificate","1991","(Fach-)Abitur","507","0.597175193569074","0.565060552739278","0.629289834398869"
"(2c_voc) vocational maturity certificate","1991","AkademikerInnen","","","",""
"(3a) lower tertiary education","1991","(noch) kein Abschluss","","","",""
"(3a) lower tertiary education","1991","Hauptschulabschluss","","","",""
"(3a) lower tertiary education","1991","Realschulabschluss","","","",""
"(3a) lower tertiary education","1991","(Fach-)Abitur","","","",""
"(3a) lower tertiary education","1991","AkademikerInnen","890","0.464916164487888","0.441094325424268","0.488738003551508"
"(3b) higher tertiary education","1991","(noch) kein Abschluss","","","",""
"(3b) higher tertiary education","1991","Hauptschulabschluss","","","",""
"(3b) higher tertiary education","1991","Realschulabschluss","","","",""
"(3b) higher tertiary education","1991","(Fach-)Abitur","","","",""
"(3b) higher tertiary education","1991","AkademikerInnen","794","0.535083835512112","0.511261996448492","0.558905674575732"
"(0) in school","1992","(noch) kein Abschluss","151","0.305170392292086","0.274763608025627","0.335577176558544"
"(0) in school","1992","Hauptschulabschluss","","","",""
"(0) in school","1992","Realschulabschluss","","","",""
"(0) in school","1992","(Fach-)Abitur","","","",""
"(0) in school","1992","AkademikerInnen","","","",""
"(1a) inadequately completed","1992","(noch) kein Abschluss","730","0.694829607707914","0.664422823441456","0.725236391974373"
"(1a) inadequately completed","1992","Hauptschulabschluss","","","",""
"(1a) inadequately completed","1992","Realschulabschluss","","","",""
"(1a) inadequately completed","1992","(Fach-)Abitur","","","",""
"(1a) inadequately completed","1992","AkademikerInnen","","","",""
"(1b) general elementary school","1992","(noch) kein Abschluss","","","",""
"(1b) general elementary school","1992","Hauptschulabschluss","2291","0.324474004470728","0.313166983042077","0.33578102589938"
"(1b) general elementary school","1992","Realschulabschluss","","","",""
"(1b) general elementary school","1992","(Fach-)Abitur","","","",""
"(1b) general elementary school","1992","AkademikerInnen","","","",""
"(1c) basic vocational qualification","1992","(noch) kein Abschluss","","","",""
"(1c) basic vocational qualification","1992","Hauptschulabschluss","4295","0.675525995529272","0.664218974100621","0.686833016957923"
"(1c) basic vocational qualification","1992","Realschulabschluss","","","",""
"(1c) basic vocational qualification","1992","(Fach-)Abitur","","","",""
"(1c) basic vocational qualification","1992","AkademikerInnen","","","",""
"(2b) intermediate general qualification","1992","(noch) kein Abschluss","","","",""
"(2b) intermediate general qualification","1992","Hauptschulabschluss","","","",""
"(2b) intermediate general qualification","1992","Realschulabschluss","545","0.1663664375564","0.153290590846323","0.179442284266478"
"(2b) intermediate general qualification","1992","(Fach-)Abitur","","","",""
"(2b) intermediate general qualification","1992","AkademikerInnen","","","",""
"(2a) intermediate vocational","1992","(noch) kein Abschluss","","","",""
"(2a) intermediate vocational","1992","Hauptschulabschluss","","","",""
"(2a) intermediate vocational","1992","Realschulabschluss","2571","0.8336335624436","0.820557715733522","0.846709409153677"
"(2a) intermediate vocational","1992","(Fach-)Abitur","","","",""
"(2a) intermediate vocational","1992","AkademikerInnen","","","",""
"(2c_gen) general maturity certificate","1992","(noch) kein Abschluss","","","",""
"(2c_gen) general maturity certificate","1992","Hauptschulabschluss","","","",""
"(2c_gen) general maturity certificate","1992","Realschulabschluss","","","",""
"(2c_gen) general maturity certificate","1992","(Fach-)Abitur","383","0.403909765622197","0.371941286047324","0.43587824519707"
"(2c_gen) general maturity certificate","1992","AkademikerInnen","","","",""
"(2c_voc) vocational maturity certificate","1992","(noch) kein Abschluss","","","",""
"(2c_voc) vocational maturity certificate","1992","Hauptschulabschluss","","","",""
"(2c_voc) vocational maturity certificate","1992","Realschulabschluss","","","",""
"(2c_voc) vocational maturity certificate","1992","(Fach-)Abitur","522","0.596090234377803","0.56412175480293","0.628058713952676"
"(2c_voc) vocational maturity certificate","1992","AkademikerInnen","","","",""
"(3a) lower tertiary education","1992","(noch) kein Abschluss","","","",""
"(3a) lower tertiary education","1992","Hauptschulabschluss","","","",""
"(3a) lower tertiary education","1992","Realschulabschluss","","","",""
"(3a) lower tertiary education","1992","(Fach-)Abitur","","","",""
"(3a) lower tertiary education","1992","AkademikerInnen","871","0.459853711156766","0.43587865720572","0.483828765107811"
"(3b) higher tertiary education","1992","(noch) kein Abschluss","","","",""
"(3b) higher tertiary education","1992","Hauptschulabschluss","","","",""
"(3b) higher tertiary education","1992","Realschulabschluss","","","",""
"(3b) higher tertiary education","1992","(Fach-)Abitur","","","",""
"(3b) higher tertiary education","1992","AkademikerInnen","789","0.540146288843234","0.516171234892189","0.56412134279428"
"(0) in school","1993","(noch) kein Abschluss","129","0.273400528231947","0.243542685770678","0.303258370693215"
"(0) in school","1993","Hauptschulabschluss","","","",""
"(0) in school","1993","Realschulabschluss","","","",""
"(0) in school","1993","(Fach-)Abitur","","","",""
"(0) in school","1993","AkademikerInnen","","","",""
"(1a) inadequately completed","1993","(noch) kein Abschluss","727","0.726599471768054","0.696741629306785","0.756457314229322"
"(1a) inadequately completed","1993","Hauptschulabschluss","","","",""
"(1a) inadequately completed","1993","Realschulabschluss","","","",""
"(1a) inadequately completed","1993","(Fach-)Abitur","","","",""
"(1a) inadequately completed","1993","AkademikerInnen","","","",""
"(1b) general elementary school","1993","(noch) kein Abschluss","","","",""
"(1b) general elementary school","1993","Hauptschulabschluss","2207","0.322830318343081","0.31136728403511","0.334293352651051"
"(1b) general elementary school","1993","Realschulabschluss","","","",""
"(1b) general elementary school","1993","(Fach-)Abitur","","","",""
"(1b) general elementary school","1993","AkademikerInnen","","","",""
"(1c) basic vocational qualification","1993","(noch) kein Abschluss","","","",""
"(1c) basic vocational qualification","1993","Hauptschulabschluss","4184","0.677169681656919","0.665706647348949","0.68863271596489"
"(1c) basic vocational qualification","1993","Realschulabschluss","","","",""
"(1c) basic vocational qualification","1993","(Fach-)Abitur","","","",""
"(1c) basic vocational qualification","1993","AkademikerInnen","","","",""
"(2b) intermediate general qualification","1993","(noch) kein Abschluss","","","",""
"(2b) intermediate general qualification","1993","Hauptschulabschluss","","","",""
"(2b) intermediate general qualification","1993","Realschulabschluss","522","0.161375144568145","0.148445991303804","0.174304297832485"
"(2b) intermediate general qualification","1993","(Fach-)Abitur","","","",""
"(2b) intermediate general qualification","1993","AkademikerInnen","","","",""
"(2a) intermediate vocational","1993","(noch) kein Abschluss","","","",""
"(2a) intermediate vocational","1993","Hauptschulabschluss","","","",""
"(2a) intermediate vocational","1993","Realschulabschluss","2588","0.838624855431855","0.825695702167515","0.851554008696196"
"(2a) intermediate vocational","1993","(Fach-)Abitur","","","",""
"(2a) intermediate vocational","1993","AkademikerInnen","","","",""
"(2c_gen) general maturity certificate","1993","(noch) kein Abschluss","","","",""
"(2c_gen) general maturity certificate","1993","Hauptschulabschluss","","","",""
"(2c_gen) general maturity certificate","1993","Realschulabschluss","","","",""
"(2c_gen) general maturity certificate","1993","(Fach-)Abitur","404","0.40322083330825","0.371522787725386","0.434918878891115"
"(2c_gen) general maturity certificate","1993","AkademikerInnen","","","",""
"(2c_voc) vocational maturity certificate","1993","(noch) kein Abschluss","","","",""
"(2c_voc) vocational maturity certificate","1993","Hauptschulabschluss","","","",""
"(2c_voc) vocational maturity certificate","1993","Realschulabschluss","","","",""
"(2c_voc) vocational maturity certificate","1993","(Fach-)Abitur","516","0.59677916669175","0.565081121108886","0.628477212274614"
"(2c_voc) vocational maturity certificate","1993","AkademikerInnen","","","",""
"(3a) lower tertiary education","1993","(noch) kein Abschluss","","","",""
"(3a) lower tertiary education","1993","Hauptschulabschluss","","","",""
"(3a) lower tertiary education","1993","Realschulabschluss","","","",""
"(3a) lower tertiary education","1993","(Fach-)Abitur","","","",""
"(3a) lower tertiary education","1993","AkademikerInnen","849","0.454273927485626","0.43017640332469","0.478371451646563"
"(3b) higher tertiary education","1993","(noch) kein Abschluss","","","",""
"(3b) higher tertiary education","1993","Hauptschulabschluss","","","",""
"(3b) higher tertiary education","1993","Realschulabschluss","","","",""
"(3b) higher tertiary education","1993","(Fach-)Abitur","","","",""
"(3b) higher tertiary education","1993","AkademikerInnen","791","0.545726072514374","0.521628548353437","0.56982359667531"
"(0) in school","1994","(noch) kein Abschluss","205","0.361169132593286","0.32895344426799","0.393384820918582"
"(0) in school","1994","Hauptschulabschluss","","","",""
"(0) in school","1994","Realschulabschluss","","","",""
"(0) in school","1994","(Fach-)Abitur","","","",""
"(0) in school","1994","AkademikerInnen","","","",""
"(1a) inadequately completed","1994","(noch) kein Abschluss","649","0.638830867406714","0.606615179081417","0.67104655573201"
"(1a) inadequately completed","1994","Hauptschulabschluss","","","",""
"(1a) inadequately completed","1994","Realschulabschluss","","","",""
"(1a) inadequately completed","1994","(Fach-)Abitur","","","",""
"(1a) inadequately completed","1994","AkademikerInnen","","","",""
"(1b) general elementary school","1994","(noch) kein Abschluss","","","",""
"(1b) general elementary school","1994","Hauptschulabschluss","2069","0.316014184231013","0.304389959881254","0.327638408580771"
"(1b) general elementary school","1994","Realschulabschluss","","","",""
"(1b) general elementary school","1994","(Fach-)Abitur","","","",""
"(1b) general elementary school","1994","AkademikerInnen","","","",""
"(1c) basic vocational qualification","1994","(noch) kein Abschluss","","","",""
"(1c) basic vocational qualification","1994","Hauptschulabschluss","4076","0.683985815768988","0.672361591419229","0.695610040118746"
"(1c) basic vocational qualification","1994","Realschulabschluss","","","",""
"(1c) basic vocational qualification","1994","(Fach-)Abitur","","","",""
"(1c) basic vocational qualification","1994","AkademikerInnen","","","",""
"(2b) intermediate general qualification","1994","(noch) kein Abschluss","","","",""
"(2b) intermediate general qualification","1994","Hauptschulabschluss","","","",""
"(2b) intermediate general qualification","1994","Realschulabschluss","470","0.148280998297098","0.135687416383319","0.160874580210877"
"(2b) intermediate general qualification","1994","(Fach-)Abitur","","","",""
"(2b) intermediate general qualification","1994","AkademikerInnen","","","",""
"(2a) intermediate vocational","1994","(noch) kein Abschluss","","","",""
"(2a) intermediate vocational","1994","Hauptschulabschluss","","","",""
"(2a) intermediate vocational","1994","Realschulabschluss","2589","0.851719001702902","0.839125419789123","0.864312583616681"
"(2a) intermediate vocational","1994","(Fach-)Abitur","","","",""
"(2a) intermediate vocational","1994","AkademikerInnen","","","",""
"(2c_gen) general maturity certificate","1994","(noch) kein Abschluss","","","",""
"(2c_gen) general maturity certificate","1994","Hauptschulabschluss","","","",""
"(2c_gen) general maturity certificate","1994","Realschulabschluss","","","",""
"(2c_gen) general maturity certificate","1994","(Fach-)Abitur","407","0.402316803070138","0.370818086434549","0.433815519705726"
"(2c_gen) general maturity certificate","1994","AkademikerInnen","","","",""
"(2c_voc) vocational maturity certificate","1994","(noch) kein Abschluss","","","",""
"(2c_voc) vocational maturity certificate","1994","Hauptschulabschluss","","","",""
"(2c_voc) vocational maturity certificate","1994","Realschulabschluss","","","",""
"(2c_voc) vocational maturity certificate","1994","(Fach-)Abitur","524","0.597683196929862","0.566184480294274","0.629181913565451"
"(2c_voc) vocational maturity certificate","1994","AkademikerInnen","","","",""
"(3a) lower tertiary education","1994","(noch) kein Abschluss","","","",""
"(3a) lower tertiary education","1994","Hauptschulabschluss","","","",""
"(3a) lower tertiary education","1994","Realschulabschluss","","","",""
"(3a) lower tertiary education","1994","(Fach-)Abitur","","","",""
"(3a) lower tertiary education","1994","AkademikerInnen","852","0.448784806102664","0.42482972820509","0.472739884000237"
"(3b) higher tertiary education","1994","(noch) kein Abschluss","","","",""
"(3b) higher tertiary education","1994","Hauptschulabschluss","","","",""
"(3b) higher tertiary education","1994","Realschulabschluss","","","",""
"(3b) higher tertiary education","1994","(Fach-)Abitur","","","",""
"(3b) higher tertiary education","1994","AkademikerInnen","804","0.551215193897336","0.527260115999763","0.57517027179491"
"(0) in school","1995","(noch) kein Abschluss","266","0.437158939923471","0.404478414981467","0.469839464865475"
"(0) in school","1995","Hauptschulabschluss","","","",""
"(0) in school","1995","Realschulabschluss","","","",""
"(0) in school","1995","(Fach-)Abitur","","","",""
"(0) in school","1995","AkademikerInnen","","","",""
"(1a) inadequately completed","1995","(noch) kein Abschluss","619","0.562841060076529","0.530160535134525","0.595521585018533"
"(1a) inadequately completed","1995","Hauptschulabschluss","","","",""
"(1a) inadequately completed","1995","Realschulabschluss","","","",""
"(1a) inadequately completed","1995","(Fach-)Abitur","","","",""
"(1a) inadequately completed","1995","AkademikerInnen","","","",""
"(1b) general elementary school","1995","(noch) kein Abschluss","","","",""
"(1b) general elementary school","1995","Hauptschulabschluss","2063","0.31458148643827","0.302995985590856","0.326166987285685"
"(1b) general elementary school","1995","Realschulabschluss","","","",""
"(1b) general elementary school","1995","(Fach-)Abitur","","","",""
"(1b) general elementary school","1995","AkademikerInnen","","","",""
"(1c) basic vocational qualification","1995","(noch) kein Abschluss","","","",""
"(1c) basic vocational qualification","1995","Hauptschulabschluss","4108","0.685418513561729","0.673833012714315","0.697004014409144"
"(1c) basic vocational qualification","1995","Realschulabschluss","","","",""
"(1c) basic vocational qualification","1995","(Fach-)Abitur","","","",""
"(1c) basic vocational qualification","1995","AkademikerInnen","","","",""
"(2b) intermediate general qualification","1995","(noch) kein Abschluss","","","",""
"(2b) intermediate general qualification","1995","Hauptschulabschluss","","","",""
"(2b) intermediate general qualification","1995","Realschulabschluss","477","0.144579955536224","0.132251821178363","0.156908089894084"
"(2b) intermediate general qualification","1995","(Fach-)Abitur","","","",""
"(2b) intermediate general qualification","1995","AkademikerInnen","","","",""
"(2a) intermediate vocational","1995","(noch) kein Abschluss","","","",""
"(2a) intermediate vocational","1995","Hauptschulabschluss","","","",""
"(2a) intermediate vocational","1995","Realschulabschluss","2649","0.855420044463776","0.843091910105916","0.867748178821637"
"(2a) intermediate vocational","1995","(Fach-)Abitur","","","",""
"(2a) intermediate vocational","1995","AkademikerInnen","","","",""
"(2c_gen) general maturity certificate","1995","(noch) kein Abschluss","","","",""
"(2c_gen) general maturity certificate","1995","Hauptschulabschluss","","","",""
"(2c_gen) general maturity certificate","1995","Realschulabschluss","","","",""
"(2c_gen) general maturity certificate","1995","(Fach-)Abitur","471","0.390715013344624","0.361575618550946","0.419854408138302"
"(2c_gen) general maturity certificate","1995","AkademikerInnen","","","",""
"(2c_voc) vocational maturity certificate","1995","(noch) kein Abschluss","","","",""
"(2c_voc) vocational maturity certificate","1995","Hauptschulabschluss","","","",""
"(2c_voc) vocational maturity certificate","1995","Realschulabschluss","","","",""
"(2c_voc) vocational maturity certificate","1995","(Fach-)Abitur","606","0.609284986655376","0.580145591861698","0.638424381449054"
"(2c_voc) vocational maturity certificate","1995","AkademikerInnen","","","",""
"(3a) lower tertiary education","1995","(noch) kein Abschluss","","","",""
"(3a) lower tertiary education","1995","Hauptschulabschluss","","","",""
"(3a) lower tertiary education","1995","Realschulabschluss","","","",""
"(3a) lower tertiary education","1995","(Fach-)Abitur","","","",""
"(3a) lower tertiary education","1995","AkademikerInnen","866","0.427368521901818","0.404276561227724","0.450460482575913"
"(3b) higher tertiary education","1995","(noch) kein Abschluss","","","",""
"(3b) higher tertiary education","1995","Hauptschulabschluss","","","",""
"(3b) higher tertiary education","1995","Realschulabschluss","","","",""
"(3b) higher tertiary education","1995","(Fach-)Abitur","","","",""
"(3b) higher tertiary education","1995","AkademikerInnen","897","0.572631478098182","0.549539517424087","0.595723438772276"
"(0) in school","1996","(noch) kein Abschluss","287","0.459838260070716","0.426254650614653","0.493421869526779"
"(0) in school","1996","Hauptschulabschluss","","","",""
"(0) in school","1996","Realschulabschluss","","","",""
"(0) in school","1996","(Fach-)Abitur","","","",""
"(0) in school","1996","AkademikerInnen","","","",""
"(1a) inadequately completed","1996","(noch) kein Abschluss","559","0.540161739929284","0.506578130473221","0.573745349385347"
"(1a) inadequately completed","1996","Hauptschulabschluss","","","",""
"(1a) inadequately completed","1996","Realschulabschluss","","","",""
"(1a) inadequately completed","1996","(Fach-)Abitur","","","",""
"(1a) inadequately completed","1996","AkademikerInnen","","","",""
"(1b) general elementary school","1996","(noch) kein Abschluss","","","",""
"(1b) general elementary school","1996","Hauptschulabschluss","1964","0.306323344586342","0.294646861645166","0.317999827527519"
"(1b) general elementary school","1996","Realschulabschluss","","","",""
"(1b) general elementary school","1996","(Fach-)Abitur","","","",""
"(1b) general elementary school","1996","AkademikerInnen","","","",""
"(1c) basic vocational qualification","1996","(noch) kein Abschluss","","","",""
"(1c) basic vocational qualification","1996","Hauptschulabschluss","4023","0.693676655413658","0.682000172472481","0.705353138354834"
"(1c) basic vocational qualification","1996","Realschulabschluss","","","",""
"(1c) basic vocational qualification","1996","(Fach-)Abitur","","","",""
"(1c) basic vocational qualification","1996","AkademikerInnen","","","",""
"(2b) intermediate general qualification","1996","(noch) kein Abschluss","","","",""
"(2b) intermediate general qualification","1996","Hauptschulabschluss","","","",""
"(2b) intermediate general qualification","1996","Realschulabschluss","472","0.143015979187407","0.130743501582773","0.15528845679204"
"(2b) intermediate general qualification","1996","(Fach-)Abitur","","","",""
"(2b) intermediate general qualification","1996","AkademikerInnen","","","",""
"(2a) intermediate vocational","1996","(noch) kein Abschluss","","","",""
"(2a) intermediate vocational","1996","Hauptschulabschluss","","","",""
"(2a) intermediate vocational","1996","Realschulabschluss","2654","0.856984020812593","0.84471154320796","0.869256498417227"
"(2a) intermediate vocational","1996","(Fach-)Abitur","","","",""
"(2a) intermediate vocational","1996","AkademikerInnen","","","",""
"(2c_gen) general maturity certificate","1996","(noch) kein Abschluss","","","",""
"(2c_gen) general maturity certificate","1996","Hauptschulabschluss","","","",""
"(2c_gen) general maturity certificate","1996","Realschulabschluss","","","",""
"(2c_gen) general maturity certificate","1996","(Fach-)Abitur","440","0.370026701474755","0.340739663862975","0.399313739086534"
"(2c_gen) general maturity certificate","1996","AkademikerInnen","","","",""
"(2c_voc) vocational maturity certificate","1996","(noch) kein Abschluss","","","",""
"(2c_voc) vocational maturity certificate","1996","Hauptschulabschluss","","","",""
"(2c_voc) vocational maturity certificate","1996","Realschulabschluss","","","",""
"(2c_voc) vocational maturity certificate","1996","(Fach-)Abitur","604","0.629973298525245","0.600686260913466","0.659260336137025"
"(2c_voc) vocational maturity certificate","1996","AkademikerInnen","","","",""
"(3a) lower tertiary education","1996","(noch) kein Abschluss","","","",""
"(3a) lower tertiary education","1996","Hauptschulabschluss","","","",""
"(3a) lower tertiary education","1996","Realschulabschluss","","","",""
"(3a) lower tertiary education","1996","(Fach-)Abitur","","","",""
"(3a) lower tertiary education","1996","AkademikerInnen","876","0.43508849832134","0.411992301717152","0.458184694925528"
"(3b) higher tertiary education","1996","(noch) kein Abschluss","","","",""
"(3b) higher tertiary education","1996","Hauptschulabschluss","","","",""
"(3b) higher tertiary education","1996","Realschulabschluss","","","",""
"(3b) higher tertiary education","1996","(Fach-)Abitur","","","",""
"(3b) higher tertiary education","1996","AkademikerInnen","894","0.56491150167866","0.541815305074472","0.588007698282848"
"(0) in school","1997","(noch) kein Abschluss","313","0.465047875646294","0.43127777364774","0.498817977644848"
"(0) in school","1997","Hauptschulabschluss","","","",""
"(0) in school","1997","Realschulabschluss","","","",""
"(0) in school","1997","(Fach-)Abitur","","","",""
"(0) in school","1997","AkademikerInnen","","","",""
"(1a) inadequately completed","1997","(noch) kein Abschluss","525","0.534952124353706","0.501182022355152","0.56872222635226"
"(1a) inadequately completed","1997","Hauptschulabschluss","","","",""
"(1a) inadequately completed","1997","Realschulabschluss","","","",""
"(1a) inadequately completed","1997","(Fach-)Abitur","","","",""
"(1a) inadequately completed","1997","AkademikerInnen","","","",""
"(1b) general elementary school","1997","(noch) kein Abschluss","","","",""
"(1b) general elementary school","1997","Hauptschulabschluss","1901","0.306338338036846","0.294493319231445","0.318183356842247"
"(1b) general elementary school","1997","Realschulabschluss","","","",""
"(1b) general elementary school","1997","(Fach-)Abitur","","","",""
"(1b) general elementary school","1997","AkademikerInnen","","","",""
"(1c) basic vocational qualification","1997","(noch) kein Abschluss","","","",""
"(1c) basic vocational qualification","1997","Hauptschulabschluss","3917","0.693661661963154","0.681816643157753","0.705506680768555"
"(1c) basic vocational qualification","1997","Realschulabschluss","","","",""
"(1c) basic vocational qualification","1997","(Fach-)Abitur","","","",""
"(1c) basic vocational qualification","1997","AkademikerInnen","","","",""
"(2b) intermediate general qualification","1997","(noch) kein Abschluss","","","",""
"(2b) intermediate general qualification","1997","Hauptschulabschluss","","","",""
"(2b) intermediate general qualification","1997","Realschulabschluss","478","0.146367708739424","0.133908616439154","0.158826801039694"
"(2b) intermediate general qualification","1997","(Fach-)Abitur","","","",""
"(2b) intermediate general qualification","1997","AkademikerInnen","","","",""
"(2a) intermediate vocational","1997","(noch) kein Abschluss","","","",""
"(2a) intermediate vocational","1997","Hauptschulabschluss","","","",""
"(2a) intermediate vocational","1997","Realschulabschluss","2614","0.853632291260576","0.841173198960306","0.866091383560846"
"(2a) intermediate vocational","1997","(Fach-)Abitur","","","",""
"(2a) intermediate vocational","1997","AkademikerInnen","","","",""
"(2c_gen) general maturity certificate","1997","(noch) kein Abschluss","","","",""
"(2c_gen) general maturity certificate","1997","Hauptschulabschluss","","","",""
"(2c_gen) general maturity certificate","1997","Realschulabschluss","","","",""
"(2c_gen) general maturity certificate","1997","(Fach-)Abitur","435","0.375005806168317","0.345468884604372","0.404542727732261"
"(2c_gen) general maturity certificate","1997","AkademikerInnen","","","",""
"(2c_voc) vocational maturity certificate","1997","(noch) kein Abschluss","","","",""
"(2c_voc) vocational maturity certificate","1997","Hauptschulabschluss","","","",""
"(2c_voc) vocational maturity certificate","1997","Realschulabschluss","","","",""
"(2c_voc) vocational maturity certificate","1997","(Fach-)Abitur","597","0.624994193831683","0.595457272267738","0.654531115395628"
"(2c_voc) vocational maturity certificate","1997","AkademikerInnen","","","",""
"(3a) lower tertiary education","1997","(noch) kein Abschluss","","","",""
"(3a) lower tertiary education","1997","Hauptschulabschluss","","","",""
"(3a) lower tertiary education","1997","Realschulabschluss","","","",""
"(3a) lower tertiary education","1997","(Fach-)Abitur","","","",""
"(3a) lower tertiary education","1997","AkademikerInnen","878","0.446339855275754","0.423213703188636","0.469466007362871"
"(3b) higher tertiary education","1997","(noch) kein Abschluss","","","",""
"(3b) higher tertiary education","1997","Hauptschulabschluss","","","",""
"(3b) higher tertiary education","1997","Realschulabschluss","","","",""
"(3b) higher tertiary education","1997","(Fach-)Abitur","","","",""
"(3b) higher tertiary education","1997","AkademikerInnen","897","0.553660144724246","0.530533992637128","0.576786296811364"
"(0) in school","1998","(noch) kein Abschluss","334","0.47056816300516","0.436611473605032","0.504524852405288"
"(0) in school","1998","Hauptschulabschluss","","","",""
"(0) in school","1998","Realschulabschluss","","","",""
"(0) in school","1998","(Fach-)Abitur","","","",""
"(0) in school","1998","AkademikerInnen","","","",""
"(1a) inadequately completed","1998","(noch) kein Abschluss","496","0.52943183699484","0.495475147594712","0.563388526394968"
"(1a) inadequately completed","1998","Hauptschulabschluss","","","",""
"(1a) inadequately completed","1998","Realschulabschluss","","","",""
"(1a) inadequately completed","1998","(Fach-)Abitur","","","",""
"(1a) inadequately completed","1998","AkademikerInnen","","","",""
"(1b) general elementary school","1998","(noch) kein Abschluss","","","",""
"(1b) general elementary school","1998","Hauptschulabschluss","2056","0.313943866087546","0.302436301861226","0.325451430313867"
"(1b) general elementary school","1998","Realschulabschluss","","","",""
"(1b) general elementary school","1998","(Fach-)Abitur","","","",""
"(1b) general elementary school","1998","AkademikerInnen","","","",""
"(1c) basic vocational qualification","1998","(noch) kein Abschluss","","","",""
"(1c) basic vocational qualification","1998","Hauptschulabschluss","4192","0.686056133912453","0.674548569686133","0.697563698138774"
"(1c) basic vocational qualification","1998","Realschulabschluss","","","",""
"(1c) basic vocational qualification","1998","(Fach-)Abitur","","","",""
"(1c) basic vocational qualification","1998","AkademikerInnen","","","",""
"(2b) intermediate general qualification","1998","(noch) kein Abschluss","","","",""
"(2b) intermediate general qualification","1998","Hauptschulabschluss","","","",""
"(2b) intermediate general qualification","1998","Realschulabschluss","539","0.148674976038069","0.136720031253421","0.160629920822716"
"(2b) intermediate general qualification","1998","(Fach-)Abitur","","","",""
"(2b) intermediate general qualification","1998","AkademikerInnen","","","",""
"(2a) intermediate vocational","1998","(noch) kein Abschluss","","","",""
"(2a) intermediate vocational","1998","Hauptschulabschluss","","","",""
"(2a) intermediate vocational","1998","Realschulabschluss","2863","0.851325023961931","0.839370079177284","0.863279968746579"
"(2a) intermediate vocational","1998","(Fach-)Abitur","","","",""
"(2a) intermediate vocational","1998","AkademikerInnen","","","",""
"(2c_gen) general maturity certificate","1998","(noch) kein Abschluss","","","",""
"(2c_gen) general maturity certificate","1998","Hauptschulabschluss","","","",""
"(2c_gen) general maturity certificate","1998","Realschulabschluss","","","",""
"(2c_gen) general maturity certificate","1998","(Fach-)Abitur","487","0.385331266884144","0.357336963341871","0.413325570426418"
"(2c_gen) general maturity certificate","1998","AkademikerInnen","","","",""
"(2c_voc) vocational maturity certificate","1998","(noch) kein Abschluss","","","",""
"(2c_voc) vocational maturity certificate","1998","Hauptschulabschluss","","","",""
"(2c_voc) vocational maturity certificate","1998","Realschulabschluss","","","",""
"(2c_voc) vocational maturity certificate","1998","(Fach-)Abitur","674","0.614668733115856","0.586674429573582","0.642663036658129"
"(2c_voc) vocational maturity certificate","1998","AkademikerInnen","","","",""
"(3a) lower tertiary education","1998","(noch) kein Abschluss","","","",""
"(3a) lower tertiary education","1998","Hauptschulabschluss","","","",""
"(3a) lower tertiary education","1998","Realschulabschluss","","","",""
"(3a) lower tertiary education","1998","(Fach-)Abitur","","","",""
"(3a) lower tertiary education","1998","AkademikerInnen","967","0.453870400732263","0.431935332886525","0.475805468578001"
"(3b) higher tertiary education","1998","(noch) kein Abschluss","","","",""
"(3b) higher tertiary education","1998","Hauptschulabschluss","","","",""
"(3b) higher tertiary education","1998","Realschulabschluss","","","",""
"(3b) higher tertiary education","1998","(Fach-)Abitur","","","",""
"(3b) higher tertiary education","1998","AkademikerInnen","1012","0.546129599267737","0.524194531421999","0.568064667113475"
"(0) in school","1999","(noch) kein Abschluss","321","0.462416271649143","0.427801733471331","0.497030809826954"
"(0) in school","1999","Hauptschulabschluss","","","",""
"(0) in school","1999","Realschulabschluss","","","",""
"(0) in school","1999","(Fach-)Abitur","","","",""
"(0) in school","1999","AkademikerInnen","","","",""
"(1a) inadequately completed","1999","(noch) kein Abschluss","476","0.537583728350857","0.502969190173046","0.572198266528669"
"(1a) inadequately completed","1999","Hauptschulabschluss","","","",""
"(1a) inadequately completed","1999","Realschulabschluss","","","",""
"(1a) inadequately completed","1999","(Fach-)Abitur","","","",""
"(1a) inadequately completed","1999","AkademikerInnen","","","",""
"(1b) general elementary school","1999","(noch) kein Abschluss","","","",""
"(1b) general elementary school","1999","Hauptschulabschluss","1959","0.302615139120372","0.291059351334865","0.314170926905879"
"(1b) general elementary school","1999","Realschulabschluss","","","",""
"(1b) general elementary school","1999","(Fach-)Abitur","","","",""
"(1b) general elementary school","1999","AkademikerInnen","","","",""
"(1c) basic vocational qualification","1999","(noch) kein Abschluss","","","",""
"(1c) basic vocational qualification","1999","Hauptschulabschluss","4112","0.697384860879628","0.685829073094121","0.708940648665135"
"(1c) basic vocational qualification","1999","Realschulabschluss","","","",""
"(1c) basic vocational qualification","1999","(Fach-)Abitur","","","",""
"(1c) basic vocational qualification","1999","AkademikerInnen","","","",""
"(2b) intermediate general qualification","1999","(noch) kein Abschluss","","","",""
"(2b) intermediate general qualification","1999","Hauptschulabschluss","","","",""
"(2b) intermediate general qualification","1999","Realschulabschluss","536","0.153625854524819","0.14149281782724","0.165758891222397"
"(2b) intermediate general qualification","1999","(Fach-)Abitur","","","",""
"(2b) intermediate general qualification","1999","AkademikerInnen","","","",""
