"pgcasmin","year","alter_gr","sex","n","percent","lower_confidence","upper_confidence"
"(2a) intermediate vocational","1988","16-34 Jahre alt","weiblich","354","0.243384713092493","0.223675135244262","0.263094290940724"
"(2a) intermediate vocational","1988","35-65 Jahre alt","maennlich","259","0.130769826747387","0.117647989787697","0.143891663707076"
"(2a) intermediate vocational","1988","35-65 Jahre alt","weiblich","296","0.14401857294887","0.130312813961488","0.157724331936252"
"(2a) intermediate vocational","1988","66 und älter","maennlich","47","0.115662510347797","0.0850396041002578","0.146285416595335"
"(2a) intermediate vocational","1988","66 und älter","weiblich","85","0.144843576538384","0.117469868583882","0.172217284492886"
"(2c_gen) general maturity certificate","1988","16-34 Jahre alt","maennlich","193","0.116158829357946","0.101796748275968","0.130520910439923"
"(2c_gen) general maturity certificate","1988","16-34 Jahre alt","weiblich","105","0.0593877960752409","0.0485323661798816","0.0702432259706002"
"(2c_gen) general maturity certificate","1988","35-65 Jahre alt","maennlich","","","",""
"(2c_gen) general maturity certificate","1988","35-65 Jahre alt","weiblich","","","",""
"(2c_gen) general maturity certificate","1988","66 und älter","maennlich","","","",""
"(2c_gen) general maturity certificate","1988","66 und älter","weiblich","","","",""
"(2c_voc) vocational maturity certificate","1988","16-34 Jahre alt","maennlich","96","0.0598714955548092","0.0492372224205128","0.0705057686891055"
"(2c_voc) vocational maturity certificate","1988","16-34 Jahre alt","weiblich","104","0.0713972240116183","0.0595709273209402","0.0832235207022963"
"(2c_voc) vocational maturity certificate","1988","35-65 Jahre alt","maennlich","95","0.0330126804736396","0.0260588475778412","0.0399665133694379"
"(2c_voc) vocational maturity certificate","1988","35-65 Jahre alt","weiblich","60","0.0246427860623042","0.0185909323470885","0.03069463977752"
"(2c_voc) vocational maturity certificate","1988","66 und älter","maennlich","","","",""
"(2c_voc) vocational maturity certificate","1988","66 und älter","weiblich","","","",""
"(3a) lower tertiary education","1988","16-34 Jahre alt","maennlich","49","0.0327352128964662","0.0247592262024346","0.0407111995904977"
"(3a) lower tertiary education","1988","16-34 Jahre alt","weiblich","","","",""
"(3a) lower tertiary education","1988","35-65 Jahre alt","maennlich","94","0.048127788173793","0.0397974862504773","0.0564580900971088"
"(3a) lower tertiary education","1988","35-65 Jahre alt","weiblich","42","0.0189798316336222","0.013653271749818","0.0243063915174265"
"(3a) lower tertiary education","1988","66 und älter","maennlich","","","",""
"(3a) lower tertiary education","1988","66 und älter","weiblich","","","",""
"(3b) higher tertiary education","1988","16-34 Jahre alt","maennlich","72","0.0431538224293391","0.0340455744674871","0.052262070391191"
"(3b) higher tertiary education","1988","16-34 Jahre alt","weiblich","63","0.0460592260446784","0.0364317567500841","0.0556866953392727"
"(3b) higher tertiary education","1988","35-65 Jahre alt","maennlich","215","0.0929725181618331","0.0816703702576937","0.104274666065972"
"(3b) higher tertiary education","1988","35-65 Jahre alt","weiblich","91","0.0408027601235472","0.0330802159806064","0.0485253042664879"
"(3b) higher tertiary education","1988","66 und älter","maennlich","","","",""
"(3b) higher tertiary education","1988","66 und älter","weiblich","","","",""
"(0) in school","1989","16-34 Jahre alt","maennlich","91","0.0578412044722882","0.0472634881753297","0.0684189207692467"
"(0) in school","1989","16-34 Jahre alt","weiblich","85","0.0454306300980508","0.0357564043520058","0.0551048558440957"
"(0) in school","1989","35-65 Jahre alt","maennlich","","","",""
"(0) in school","1989","35-65 Jahre alt","weiblich","","","",""
"(0) in school","1989","66 und älter","maennlich","","","",""
"(0) in school","1989","66 und älter","weiblich","","","",""
"(1a) inadequately completed","1989","16-34 Jahre alt","maennlich","73","0.0232477682259397","0.0164197599793708","0.0300757764725086"
"(1a) inadequately completed","1989","16-34 Jahre alt","weiblich","102","0.0236141861867134","0.0165601885175362","0.0306681838558905"
"(1a) inadequately completed","1989","35-65 Jahre alt","maennlich","222","0.0234692320920227","0.0174463327035102","0.0294921314805352"
"(1a) inadequately completed","1989","35-65 Jahre alt","weiblich","309","0.0326264390019548","0.0255599173434068","0.0396929606605028"
"(1a) inadequately completed","1989","66 und älter","maennlich","","","",""
"(1a) inadequately completed","1989","66 und älter","weiblich","","","",""
"(1b) general elementary school","1989","16-34 Jahre alt","maennlich","361","0.127011795140359","0.111923595829626","0.142099994451093"
"(1b) general elementary school","1989","16-34 Jahre alt","weiblich","364","0.141948297718764","0.125735427254232","0.158161168183295"
"(1b) general elementary school","1989","35-65 Jahre alt","maennlich","382","0.108040047837668","0.0956897262987736","0.120390369376562"
"(1b) general elementary school","1989","35-65 Jahre alt","weiblich","756","0.321887699394944","0.303304231940007","0.34047116684988"
"(1b) general elementary school","1989","66 und älter","maennlich","52","0.13374497904088","0.100346763042523","0.167143195039236"
"(1b) general elementary school","1989","66 und älter","weiblich","308","0.464189212686505","0.425184101752215","0.503194323620796"
"(1c) basic vocational qualification","1989","16-34 Jahre alt","maennlich","545","0.303241133915032","0.282413184938234","0.32406908289183"
"(1c) basic vocational qualification","1989","16-34 Jahre alt","weiblich","415","0.258121132146312","0.237792115532783","0.278450148759841"
"(1c) basic vocational qualification","1989","35-65 Jahre alt","maennlich","1155","0.549989393278788","0.530196843996437","0.56978194256114"
"(1c) basic vocational qualification","1989","35-65 Jahre alt","weiblich","798","0.370241565059262","0.351034839409607","0.389448290708917"
"(1c) basic vocational qualification","1989","66 und älter","maennlich","219","0.551722954731534","0.502925696588581","0.600520212874487"
"(1c) basic vocational qualification","1989","66 und älter","weiblich","171","0.291738026031277","0.256186213110351","0.327289838952203"
"(2b) intermediate general qualification","1989","16-34 Jahre alt","maennlich","121","0.0628705980777452","0.0518720647520833","0.0738691314034072"
"(2b) intermediate general qualification","1989","16-34 Jahre alt","weiblich","180","0.103382859900933","0.0892390673051489","0.117526652496716"
"(2b) intermediate general qualification","1989","35-65 Jahre alt","maennlich","","","",""
"(2b) intermediate general qualification","1989","35-65 Jahre alt","weiblich","57","0.0299408939444556","0.0231620563445399","0.0367197315443712"
"(2b) intermediate general qualification","1989","66 und älter","maennlich","","","",""
"(2b) intermediate general qualification","1989","66 und älter","weiblich","","","",""
"(2a) intermediate vocational","1989","16-34 Jahre alt","maennlich","252","0.160153015962885","0.143535012636856","0.176771019288914"
"(2a) intermediate vocational","1989","16-34 Jahre alt","weiblich","345","0.235765322866915","0.216046026062473","0.255484619671356"
"(2a) intermediate vocational","1989","35-65 Jahre alt","maennlich","245","0.129705249972708","0.116338520386404","0.143071979559012"
"(2a) intermediate vocational","1989","35-65 Jahre alt","weiblich","288","0.147591287630505","0.133482878327216","0.161699696933795"
"(2a) intermediate vocational","1989","66 und älter","maennlich","47","0.125345635616706","0.0928567746631066","0.157834496570306"
"(2a) intermediate vocational","1989","66 und älter","weiblich","84","0.146692476357663","0.119021468568073","0.174363484147254"
"(2c_gen) general maturity certificate","1989","16-34 Jahre alt","maennlich","200","0.118079868561408","0.103457633676368","0.132702103446448"
"(2c_gen) general maturity certificate","1989","16-34 Jahre alt","weiblich","100","0.0580505564747872","0.0471874238826022","0.0689136890669722"
"(2c_gen) general maturity certificate","1989","35-65 Jahre alt","maennlich","","","",""
"(2c_gen) general maturity certificate","1989","35-65 Jahre alt","weiblich","","","",""
"(2c_gen) general maturity certificate","1989","66 und älter","maennlich","","","",""
"(2c_gen) general maturity certificate","1989","66 und älter","weiblich","","","",""
"(2c_voc) vocational maturity certificate","1989","16-34 Jahre alt","maennlich","98","0.0627337815124531","0.0517464200319047","0.0737211429930014"
"(2c_voc) vocational maturity certificate","1989","16-34 Jahre alt","weiblich","113","0.0770100894697891","0.0646246796735341","0.0893954992660441"
"(2c_voc) vocational maturity certificate","1989","35-65 Jahre alt","maennlich","91","0.033109948162851","0.0259915709328571","0.0402283253928449"
"(2c_voc) vocational maturity certificate","1989","35-65 Jahre alt","weiblich","61","0.0264419765605121","0.0200600525620926","0.0328239005589316"
"(2c_voc) vocational maturity certificate","1989","66 und älter","maennlich","32","0.0766127705958823","0.0505149549315907","0.102710586260174"
"(2c_voc) vocational maturity certificate","1989","66 und älter","weiblich","","","",""
"(3a) lower tertiary education","1989","16-34 Jahre alt","maennlich","51","0.0340027620441844","0.025790624065206","0.0422149000231629"
"(3a) lower tertiary education","1989","16-34 Jahre alt","weiblich","","","",""
"(3a) lower tertiary education","1989","35-65 Jahre alt","maennlich","95","0.0516723091439204","0.0428654438467633","0.0604791744410776"
"(3a) lower tertiary education","1989","35-65 Jahre alt","weiblich","40","0.0186377525538278","0.013258335765731","0.0240171693419246"
"(3a) lower tertiary education","1989","66 und älter","maennlich","","","",""
"(3a) lower tertiary education","1989","66 und älter","weiblich","","","",""
"(3b) higher tertiary education","1989","16-34 Jahre alt","maennlich","79","0.0508180720877051","0.040866423767329","0.0607697204080813"
"(3b) higher tertiary education","1989","16-34 Jahre alt","weiblich","56","0.0422876199725366","0.0329386823515619","0.0516365575935113"
"(3b) higher tertiary education","1989","35-65 Jahre alt","maennlich","205","0.0938538078098356","0.0822516628738917","0.10545595274578"
"(3b) higher tertiary education","1989","35-65 Jahre alt","weiblich","97","0.046690915419263","0.0382990828569046","0.0550827479816214"
"(3b) higher tertiary education","1989","66 und älter","maennlich","","","",""
"(3b) higher tertiary education","1989","66 und älter","weiblich","","","",""
"(0) in school","1990","16-34 Jahre alt","maennlich","93","0.0410439007128726","0.0334660448822467","0.0486217565434985"
"(0) in school","1990","16-34 Jahre alt","weiblich","70","0.0321048851236938","0.0253120732696119","0.0388976969777758"
"(0) in school","1990","35-65 Jahre alt","maennlich","","","",""
"(0) in school","1990","35-65 Jahre alt","weiblich","","","",""
"(0) in school","1990","66 und älter","maennlich","","","",""
"(0) in school","1990","66 und älter","weiblich","","","",""
"(1a) inadequately completed","1990","16-34 Jahre alt","maennlich","92","0.0260253994478767","0.019944116940095","0.0321066819556584"
"(1a) inadequately completed","1990","16-34 Jahre alt","weiblich","101","0.0197591365579958","0.0143962296350405","0.025122043480951"
"(1a) inadequately completed","1990","35-65 Jahre alt","maennlich","216","0.0203233043203223","0.0156572739101284","0.0249893347305161"
"(1a) inadequately completed","1990","35-65 Jahre alt","weiblich","303","0.0288171958980231","0.0233016161294739","0.0343327756665723"
"(1a) inadequately completed","1990","66 und älter","maennlich","","","",""
"(1a) inadequately completed","1990","66 und älter","weiblich","","","",""
"(1b) general elementary school","1990","16-34 Jahre alt","maennlich","352","0.101954904956745","0.0903970884276308","0.113512721485859"
"(1b) general elementary school","1990","16-34 Jahre alt","weiblich","361","0.117397312168548","0.104993317342948","0.129801306994148"
"(1b) general elementary school","1990","35-65 Jahre alt","maennlich","414","0.096214756228973","0.0864634570503557","0.10596605540759"
"(1b) general elementary school","1990","35-65 Jahre alt","weiblich","871","0.27438945556575","0.259678180358225","0.289100730773276"
"(1b) general elementary school","1990","66 und älter","maennlich","53","0.0985872635631457","0.073874891255014","0.123299635871277"
"(1b) general elementary school","1990","66 und älter","weiblich","442","0.451321394268711","0.419441847353474","0.483200941183948"
"(1c) basic vocational qualification","1990","16-34 Jahre alt","maennlich","629","0.25849715430785","0.2417744328596","0.2752198757561"
"(1c) basic vocational qualification","1990","16-34 Jahre alt","weiblich","455","0.208012647094186","0.192372030493944","0.223653263694427"
