"pgcasmin","year","alter_gr","sex","n","percent","lower_confidence","upper_confidence"
"(3a) lower tertiary education","1992","16-34 Jahre alt","weiblich","176","0.061180697801763","0.051624220246232","0.070737175357294"
"(3a) lower tertiary education","1992","35-65 Jahre alt","maennlich","299","0.0818812000677959","0.0726745091395216","0.0910878909960702"
"(3a) lower tertiary education","1992","35-65 Jahre alt","weiblich","257","0.0538661772495932","0.0463144629479538","0.0614178915512327"
"(3a) lower tertiary education","1992","66 und älter","maennlich","43","0.0670714943079036","0.0462416328522133","0.0879013557635939"
"(3a) lower tertiary education","1992","66 und älter","weiblich","","","",""
"(3b) higher tertiary education","1992","16-34 Jahre alt","maennlich","107","0.059268789731547","0.0498590857183505","0.0686784937447435"
"(3b) higher tertiary education","1992","16-34 Jahre alt","weiblich","88","0.0398626408699581","0.0320616576487554","0.0476636240911607"
"(3b) higher tertiary education","1992","35-65 Jahre alt","maennlich","357","0.110233926806085","0.0997177571372409","0.120750096474929"
"(3b) higher tertiary education","1992","35-65 Jahre alt","weiblich","192","0.0621875663811859","0.0541092480405476","0.0702658847218242"
"(3b) higher tertiary education","1992","66 und älter","maennlich","32","0.0511211040290277","0.0327811300705732","0.0694610779874823"
"(3b) higher tertiary education","1992","66 und älter","weiblich","","","",""
"(0) in school","1993","16-34 Jahre alt","maennlich","59","0.0310798859353981","0.0241051806740501","0.0380545911967462"
"(0) in school","1993","16-34 Jahre alt","weiblich","70","0.0333107042259248","0.026061668773759","0.0405597396780907"
"(0) in school","1993","35-65 Jahre alt","maennlich","","","",""
"(0) in school","1993","35-65 Jahre alt","weiblich","","","",""
"(0) in school","1993","66 und älter","maennlich","","","",""
"(0) in school","1993","66 und älter","weiblich","","","",""
"(1a) inadequately completed","1993","16-34 Jahre alt","maennlich","102","0.0309568985148281","0.023995565103253","0.0379182319264033"
"(1a) inadequately completed","1993","16-34 Jahre alt","weiblich","128","0.033189308100064","0.025953039424218","0.04042557677591"
"(1a) inadequately completed","1993","35-65 Jahre alt","maennlich","201","0.0262681055023132","0.0208418022439678","0.0316944087606585"
"(1a) inadequately completed","1993","35-65 Jahre alt","weiblich","269","0.0329752891934803","0.0269328133726554","0.0390177650143052"
"(1a) inadequately completed","1993","66 und älter","maennlich","","","",""
"(1a) inadequately completed","1993","66 und älter","weiblich","","","",""
"(1b) general elementary school","1993","16-34 Jahre alt","maennlich","324","0.102297340603381","0.090117528358823","0.114477152847939"
"(1b) general elementary school","1993","16-34 Jahre alt","weiblich","303","0.104091230620449","0.0917549617282892","0.116427499512609"
"(1b) general elementary school","1993","35-65 Jahre alt","maennlich","369","0.08810184898844","0.0784849364407786","0.0977187615361015"
"(1b) general elementary school","1993","35-65 Jahre alt","weiblich","741","0.234814649851996","0.220471393964811","0.249157905739181"
"(1b) general elementary school","1993","66 und älter","maennlich","56","0.101703066989491","0.0766241963715971","0.126781937607384"
"(1b) general elementary school","1993","66 und älter","weiblich","414","0.435338077087245","0.403558371882879","0.46711778229161"
"(1c) basic vocational qualification","1993","16-34 Jahre alt","maennlich","596","0.250277085633766","0.232866911983277","0.267687259284255"
"(1c) basic vocational qualification","1993","16-34 Jahre alt","weiblich","362","0.169966399092435","0.154793302054107","0.185139496130762"
"(1c) basic vocational qualification","1993","35-65 Jahre alt","maennlich","1432","0.484934954526411","0.467978198508584","0.501891710544238"
"(1c) basic vocational qualification","1993","35-65 Jahre alt","weiblich","1156","0.380351681568729","0.363924345695043","0.396779017442415"
"(1c) basic vocational qualification","1993","66 und älter","maennlich","318","0.571474556788492","0.530414669991403","0.612534443585581"
"(1c) basic vocational qualification","1993","66 und älter","weiblich","320","0.330819358719833","0.30066088020811","0.360977837231555"
"(2b) intermediate general qualification","1993","16-34 Jahre alt","maennlich","200","0.0829524989571361","0.0718670619449183","0.0940379359693538"
"(2b) intermediate general qualification","1993","16-34 Jahre alt","weiblich","222","0.0864261395917219","0.075075005565185","0.0977772736182588"
"(2b) intermediate general qualification","1993","35-65 Jahre alt","maennlich","","","",""
"(2b) intermediate general qualification","1993","35-65 Jahre alt","weiblich","58","0.0218720161115983","0.0169227126907629","0.0268213195324336"
"(2b) intermediate general qualification","1993","66 und älter","maennlich","","","",""
"(2b) intermediate general qualification","1993","66 und älter","weiblich","","","",""
"(2a) intermediate vocational","1993","16-34 Jahre alt","maennlich","590","0.245845735932764","0.228539460895681","0.263152010969847"
"(2a) intermediate vocational","1993","16-34 Jahre alt","weiblich","734","0.32461818529204","0.305703201830674","0.343533168753406"
"(2a) intermediate vocational","1993","35-65 Jahre alt","maennlich","528","0.154146428373816","0.141895068005365","0.166397788742268"
"(2a) intermediate vocational","1993","35-65 Jahre alt","weiblich","570","0.175048272222175","0.162189633004072","0.187906911440278"
"(2a) intermediate vocational","1993","66 und älter","maennlich","67","0.143681059530538","0.114577337919705","0.172784781141372"
"(2a) intermediate vocational","1993","66 und älter","weiblich","99","0.133151310163403","0.111374881536067","0.154927738790739"
"(2c_gen) general maturity certificate","1993","16-34 Jahre alt","maennlich","185","0.0898453179363266","0.0783519451140131","0.10133869075864"
"(2c_gen) general maturity certificate","1993","16-34 Jahre alt","weiblich","161","0.0717738557789119","0.0613469632111948","0.082200748346629"
"(2c_gen) general maturity certificate","1993","35-65 Jahre alt","maennlich","","","",""
"(2c_gen) general maturity certificate","1993","35-65 Jahre alt","weiblich","","","",""
"(2c_gen) general maturity certificate","1993","66 und älter","maennlich","","","",""
"(2c_gen) general maturity certificate","1993","66 und älter","weiblich","","","",""
"(2c_voc) vocational maturity certificate","1993","16-34 Jahre alt","maennlich","145","0.0716137727775897","0.0612503124944657","0.0819772330607138"
"(2c_voc) vocational maturity certificate","1993","16-34 Jahre alt","weiblich","139","0.07821212057622","0.0673654265589965","0.0890588145934434"
"(2c_voc) vocational maturity certificate","1993","35-65 Jahre alt","maennlich","112","0.0335173307697108","0.0274106989590279","0.0396239625803937"
"(2c_voc) vocational maturity certificate","1993","35-65 Jahre alt","weiblich","83","0.0295697821331073","0.0238377575167336","0.035301806749481"
"(2c_voc) vocational maturity certificate","1993","66 und älter","maennlich","","","",""
"(2c_voc) vocational maturity certificate","1993","66 und älter","weiblich","","","",""
"(3a) lower tertiary education","1993","16-34 Jahre alt","maennlich","75","0.0354303386266822","0.0280002051361079","0.0428604721172566"
"(3a) lower tertiary education","1993","16-34 Jahre alt","weiblich","152","0.0587358919037097","0.0492374494686618","0.0682343343387576"
"(3a) lower tertiary education","1993","35-65 Jahre alt","maennlich","292","0.08330887624271","0.073932670276038","0.092685082209382"
"(3a) lower tertiary education","1993","35-65 Jahre alt","weiblich","260","0.0538185701038115","0.0461827600530796","0.0614543801545435"
"(3a) lower tertiary education","1993","66 und älter","maennlich","45","0.0713553519946469","0.0499969356509582","0.0927137683383357"
"(3a) lower tertiary education","1993","66 und älter","weiblich","","","",""
"(3b) higher tertiary education","1993","16-34 Jahre alt","maennlich","102","0.059701125082128","0.0501782873974733","0.0692239627667826"
"(3b) higher tertiary education","1993","16-34 Jahre alt","weiblich","83","0.0396761648185244","0.0317908586857057","0.047561470951343"
"(3b) higher tertiary education","1993","35-65 Jahre alt","maennlich","363","0.116215489345507","0.105341843393258","0.127089135297756"
"(3b) higher tertiary education","1993","35-65 Jahre alt","weiblich","196","0.0650345224827645","0.0566905743778437","0.0733784705876853"
"(3b) higher tertiary education","1993","66 und älter","maennlich","33","0.0537430111559882","0.0350320309430645","0.072453991368912"
"(3b) higher tertiary education","1993","66 und älter","weiblich","","","",""
"(0) in school","1994","16-34 Jahre alt","maennlich","93","0.0464442971186733","0.0378118412548137","0.0550767529825329"
"(0) in school","1994","16-34 Jahre alt","weiblich","111","0.0470494853527192","0.0384276904560243","0.0556712802494142"
"(0) in school","1994","35-65 Jahre alt","maennlich","","","",""
"(0) in school","1994","35-65 Jahre alt","weiblich","","","",""
"(0) in school","1994","66 und älter","maennlich","","","",""
"(0) in school","1994","66 und älter","weiblich","","","",""
"(1a) inadequately completed","1994","16-34 Jahre alt","maennlich","75","0.0217635955323758","0.0157783445206619","0.0277488465440897"
"(1a) inadequately completed","1994","16-34 Jahre alt","weiblich","111","0.0311896782288","0.0241116889595948","0.0382676674980052"
"(1a) inadequately completed","1994","35-65 Jahre alt","maennlich","187","0.0267310959476505","0.0211925296667136","0.0322696622285873"
"(1a) inadequately completed","1994","35-65 Jahre alt","weiblich","244","0.0327804453835624","0.0266811633951196","0.0388797273720052"
"(1a) inadequately completed","1994","66 und älter","maennlich","","","",""
"(1a) inadequately completed","1994","66 und älter","weiblich","","","",""
"(1b) general elementary school","1994","16-34 Jahre alt","maennlich","294","0.103655107287666","0.0911517090985028","0.11615850547683"
"(1b) general elementary school","1994","16-34 Jahre alt","weiblich","269","0.0910870817919798","0.0793712101104167","0.102802953473543"
"(1b) general elementary school","1994","35-65 Jahre alt","maennlich","348","0.0860814756380793","0.0764502591986396","0.095712692077519"
"(1b) general elementary school","1994","35-65 Jahre alt","weiblich","700","0.225491471980846","0.211176618197779","0.239806325763912"
"(1b) general elementary school","1994","66 und älter","maennlich","55","0.095847638780559","0.0716168204673426","0.120078457093775"
"(1b) general elementary school","1994","66 und älter","weiblich","403","0.423064686494965","0.391565514635695","0.454563858354234"
"(1c) basic vocational qualification","1994","16-34 Jahre alt","maennlich","559","0.241456634559244","0.22390146963259","0.259011799485898"
"(1c) basic vocational qualification","1994","16-34 Jahre alt","weiblich","349","0.163887910619564","0.148815220003197","0.17896060123593"
"(1c) basic vocational qualification","1994","35-65 Jahre alt","maennlich","1388","0.480842070564957","0.463685774739028","0.497998366390885"
"(1c) basic vocational qualification","1994","35-65 Jahre alt","weiblich","1123","0.37965858744556","0.363035153020161","0.39628202187096"
"(1c) basic vocational qualification","1994","66 und älter","maennlich","318","0.559663233832114","0.518801910770767","0.60052455689346"
"(1c) basic vocational qualification","1994","66 und älter","weiblich","339","0.344166884789632","0.313875899635609","0.374457869943655"
"(2b) intermediate general qualification","1994","16-34 Jahre alt","maennlich","166","0.06794590460893","0.0576231087877351","0.0782687004301249"
"(2b) intermediate general qualification","1994","16-34 Jahre alt","weiblich","206","0.0827584287310397","0.0715399735515584","0.093976883910521"
"(2b) intermediate general qualification","1994","35-65 Jahre alt","maennlich","","","",""
"(2b) intermediate general qualification","1994","35-65 Jahre alt","weiblich","59","0.0229769176678289","0.0178446765760127","0.0281091587596452"
"(2b) intermediate general qualification","1994","66 und älter","maennlich","","","",""
"(2b) intermediate general qualification","1994","66 und älter","weiblich","","","",""
"(2a) intermediate vocational","1994","16-34 Jahre alt","maennlich","571","0.245287324661558","0.22763818619115","0.262936463131965"
"(2a) intermediate vocational","1994","16-34 Jahre alt","weiblich","725","0.32322779509163","0.304183685109873","0.342271905073388"
"(2a) intermediate vocational","1994","35-65 Jahre alt","maennlich","552","0.16273060439067","0.150055843410048","0.175405365371291"
"(2a) intermediate vocational","1994","35-65 Jahre alt","weiblich","581","0.176638807988304","0.163575685088525","0.189701930888082"
"(2a) intermediate vocational","1994","66 und älter","maennlich","64","0.140354426102924","0.111763426883566","0.168945425322282"
"(2a) intermediate vocational","1994","66 und älter","weiblich","96","0.130644609821063","0.109157568924047","0.152131650718079"
"(2c_gen) general maturity certificate","1994","16-34 Jahre alt","maennlich","189","0.0939878727003165","0.0820177651995214","0.105957980201111"
"(2c_gen) general maturity certificate","1994","16-34 Jahre alt","weiblich","159","0.0723083071881805","0.06176247138562","0.082854142990741"
"(2c_gen) general maturity certificate","1994","35-65 Jahre alt","maennlich","","","",""
"(2c_gen) general maturity certificate","1994","35-65 Jahre alt","weiblich","","","",""
"(2c_gen) general maturity certificate","1994","66 und älter","maennlich","","","",""
"(2c_gen) general maturity certificate","1994","66 und älter","weiblich","","","",""
"(2c_voc) vocational maturity certificate","1994","16-34 Jahre alt","maennlich","150","0.0743193757200596","0.0635602557916554","0.0850784956484638"
"(2c_voc) vocational maturity certificate","1994","16-34 Jahre alt","weiblich","154","0.0815205854768504","0.0703788348805769","0.0926623360731239"
"(2c_voc) vocational maturity certificate","1994","35-65 Jahre alt","maennlich","106","0.034159758556854","0.0279226601632798","0.0403968569504283"
"(2c_voc) vocational maturity certificate","1994","35-65 Jahre alt","weiblich","77","0.0285639176649","0.0228580097953335","0.0342698255344664"
"(2c_voc) vocational maturity certificate","1994","66 und älter","maennlich","","","",""
"(2c_voc) vocational maturity certificate","1994","66 und älter","weiblich","","","",""
"(3a) lower tertiary education","1994","16-34 Jahre alt","maennlich","80","0.0419358160048597","0.0337136737429691","0.0501579582667502"
"(3a) lower tertiary education","1994","16-34 Jahre alt","weiblich","141","0.0570083560909694","0.047567567876951","0.0664491443049878"
"(3a) lower tertiary education","1994","35-65 Jahre alt","maennlich","286","0.0822470798602695","0.0728130839791206","0.0916810757414183"
"(3a) lower tertiary education","1994","35-65 Jahre alt","weiblich","262","0.054315913019546","0.0465526314833196","0.0620791945557725"
"(3a) lower tertiary education","1994","66 und älter","maennlich","54","0.0806834147987571","0.0582662210925831","0.103100608504931"
"(3a) lower tertiary education","1994","66 und älter","weiblich","","","",""
"(3b) higher tertiary education","1994","16-34 Jahre alt","maennlich","106","0.0632040718063178","0.0532227016545664","0.0731854419580691"
"(3b) higher tertiary education","1994","16-34 Jahre alt","weiblich","92","0.0499623714282669","0.0410912811402284","0.0588334617163055"
"(3b) higher tertiary education","1994","35-65 Jahre alt","maennlich","352","0.113306785925023","0.102422819242613","0.124190752607433"
"(3b) higher tertiary education","1994","35-65 Jahre alt","weiblich","205","0.0719606899886565","0.0631087268008464","0.0808126531764665"
"(3b) higher tertiary education","1994","66 und älter","maennlich","36","0.0596346473014994","0.0401427462178119","0.0791265483851869"
"(3b) higher tertiary education","1994","66 und älter","weiblich","","","",""
"(0) in school","1995","16-34 Jahre alt","maennlich","132","0.0587172526203465","0.0491938905344525","0.0682406147062406"
"(0) in school","1995","16-34 Jahre alt","weiblich","133","0.0534349325607121","0.0443862137811667","0.0624836513402576"
"(0) in school","1995","35-65 Jahre alt","maennlich","","","",""
"(0) in school","1995","35-65 Jahre alt","weiblich","","","",""
"(0) in school","1995","66 und älter","maennlich","","","",""
"(0) in school","1995","66 und älter","weiblich","","","",""
"(1a) inadequately completed","1995","16-34 Jahre alt","maennlich","65","0.021538225763266","0.0156575900312061","0.0274188614953259"
"(1a) inadequately completed","1995","16-34 Jahre alt","weiblich","93","0.0227041220524154","0.0167108414474619","0.0286974026573688"
"(1a) inadequately completed","1995","35-65 Jahre alt","maennlich","179","0.0221249096251217","0.017152163597062","0.0270976556531815"
"(1a) inadequately completed","1995","35-65 Jahre alt","weiblich","244","0.0297492115621633","0.0240410422194511","0.0354573809048754"
"(1a) inadequately completed","1995","66 und älter","maennlich","","","",""
"(1a) inadequately completed","1995","66 und älter","weiblich","","","",""
"(1b) general elementary school","1995","16-34 Jahre alt","maennlich","294","0.0995899758806145","0.0874595692764135","0.111720382484816"
"(1b) general elementary school","1995","16-34 Jahre alt","weiblich","264","0.0927221041497895","0.0810523682836529","0.104391840015926"
"(1b) general elementary school","1995","35-65 Jahre alt","maennlich","358","0.0836875261502855","0.0743255830088922","0.0930494692916788"
"(1b) general elementary school","1995","35-65 Jahre alt","weiblich","683","0.209356006467027","0.195686579242677","0.223025433691376"
"(1b) general elementary school","1995","66 und älter","maennlich","59","0.0991599020298325","0.0749818705067419","0.123337933552923"
"(1b) general elementary school","1995","66 und älter","weiblich","405","0.42540658140413","0.394082773783312","0.456730389024948"
"(1c) basic vocational qualification","1995","16-34 Jahre alt","maennlich","572","0.237605584326445","0.220364460969106","0.254846707683784"
"(1c) basic vocational qualification","1995","16-34 Jahre alt","weiblich","370","0.16810196449231","0.153055978066825","0.183147950917794"
"(1c) basic vocational qualification","1995","35-65 Jahre alt","maennlich","1394","0.464850251062279","0.44798829191689","0.481712210207668"
"(1c) basic vocational qualification","1995","35-65 Jahre alt","weiblich","1117","0.370058142181782","0.353836219315954","0.386280065047609"
"(1c) basic vocational qualification","1995","66 und älter","maennlich","320","0.554832112154928","0.51462788210781","0.595036342202045"
"(1c) basic vocational qualification","1995","66 und älter","weiblich","335","0.334734245987372","0.304836408340112","0.364632083634632"
"(2b) intermediate general qualification","1995","16-34 Jahre alt","maennlich","161","0.0578641470079458","0.0484059375503855","0.0673223564655061"
"(2b) intermediate general qualification","1995","16-34 Jahre alt","weiblich","215","0.0879777189713002","0.0765807781037137","0.0993746598388866"
"(2b) intermediate general qualification","1995","35-65 Jahre alt","maennlich","","","",""
"(2b) intermediate general qualification","1995","35-65 Jahre alt","weiblich","55","0.0202419877288301","0.0155104412896219","0.0249735341680382"
"(2b) intermediate general qualification","1995","66 und älter","maennlich","","","",""
"(2b) intermediate general qualification","1995","66 und älter","weiblich","32","0.0387845152115799","0.0265515515669982","0.0510174788561617"
"(2a) intermediate vocational","1995","16-34 Jahre alt","maennlich","557","0.234196279100724","0.217041066061967","0.251351492139482"
"(2a) intermediate vocational","1995","16-34 Jahre alt","weiblich","717","0.301141452334502","0.282683686462339","0.319599218206664"
"(2a) intermediate vocational","1995","35-65 Jahre alt","maennlich","580","0.166767234922043","0.154164860793228","0.179369609050859"
"(2a) intermediate vocational","1995","35-65 Jahre alt","weiblich","637","0.184741200607369","0.171702126764422","0.197780274450316"
"(2a) intermediate vocational","1995","66 und älter","maennlich","63","0.137721006664702","0.109843557171152","0.165598456158252"
"(2a) intermediate vocational","1995","66 und älter","weiblich","95","0.126640498933436","0.105569993514681","0.147711004352191"
"(2c_gen) general maturity certificate","1995","16-34 Jahre alt","maennlich","204","0.102054988332094","0.08979219599107","0.114317780673118"
"(2c_gen) general maturity certificate","1995","16-34 Jahre alt","weiblich","181","0.0717929516443153","0.0614066111156916","0.082179292172939"
"(2c_gen) general maturity certificate","1995","35-65 Jahre alt","maennlich","41","0.0120812807909635","0.00838784178683133","0.0157747197950957"
"(2c_gen) general maturity certificate","1995","35-65 Jahre alt","weiblich","38","0.0106936414076671","0.0072378674696297","0.0141494153457045"
"(2c_gen) general maturity certificate","1995","66 und älter","maennlich","","","",""
"(2c_gen) general maturity certificate","1995","66 und älter","weiblich","","","",""
"(2c_voc) vocational maturity certificate","1995","16-34 Jahre alt","maennlich","159","0.0805442427980967","0.0695204750723813","0.0915680105238121"
"(2c_voc) vocational maturity certificate","1995","16-34 Jahre alt","weiblich","165","0.0926519270438824","0.0809861570153629","0.104317697072402"
"(2c_voc) vocational maturity certificate","1995","35-65 Jahre alt","maennlich","136","0.0403390853121956","0.0336873377132282","0.0469908329111631"
"(2c_voc) vocational maturity certificate","1995","35-65 Jahre alt","weiblich","112","0.0385365542455097","0.0320692998468942","0.0450038086441253"
"(2c_voc) vocational maturity certificate","1995","66 und älter","maennlich","","","",""
"(2c_voc) vocational maturity certificate","1995","66 und älter","weiblich","","","",""
"(3a) lower tertiary education","1995","16-34 Jahre alt","maennlich","81","0.0429356452566053","0.0347240610274481","0.0511472294857624"
"(3a) lower tertiary education","1995","16-34 Jahre alt","weiblich","129","0.0529013793925196","0.0438954129971143","0.0619073457879248"
"(3a) lower tertiary education","1995","35-65 Jahre alt","maennlich","280","0.0814104102028649","0.0721652473428038","0.0906555730629259"
"(3a) lower tertiary education","1995","35-65 Jahre alt","weiblich","286","0.0579956583406513","0.050142555043627","0.0658487616376757"
"(3a) lower tertiary education","1995","66 und älter","maennlich","57","0.0825462141528726","0.0602839301461337","0.104808498159611"
"(3a) lower tertiary education","1995","66 und älter","weiblich","33","0.0212947918222569","0.0121482953496041","0.0304412882949097"
"(3b) higher tertiary education","1995","16-34 Jahre alt","maennlich","116","0.0649536589138616","0.054970551086675","0.0749367667410481"
"(3b) higher tertiary education","1995","16-34 Jahre alt","weiblich","106","0.0565714473582541","0.0472763835606125","0.0658665111558958"
"(3b) higher tertiary education","1995","35-65 Jahre alt","maennlich","381","0.123512254410544","0.112388746105275","0.134635762715814"
"(3b) higher tertiary education","1995","35-65 Jahre alt","weiblich","231","0.0786275974590012","0.0695843957229137","0.0876707991950887"
"(3b) higher tertiary education","1995","66 und älter","maennlich","45","0.0698283470597491","0.0492112995653233","0.0904453945541748"
"(3b) higher tertiary education","1995","66 und älter","weiblich","","","",""
"(0) in school","1996","16-34 Jahre alt","maennlich","134","0.0609582028563761","0.0510502798985369","0.0708661258142153"
"(0) in school","1996","16-34 Jahre alt","weiblich","153","0.0687710155227693","0.058385778579337","0.0791562524662016"
"(0) in school","1996","35-65 Jahre alt","maennlich","","","",""
"(0) in school","1996","35-65 Jahre alt","weiblich","","","",""
"(0) in school","1996","66 und älter","maennlich","","","",""
"(0) in school","1996","66 und älter","weiblich","","","",""
"(1a) inadequately completed","1996","16-34 Jahre alt","maennlich","50","0.0174880363289324","0.0120597402340068","0.0229163324238581"
"(1a) inadequately completed","1996","16-34 Jahre alt","weiblich","79","0.0209157469408105","0.0150431232797363","0.0267883706018847"
"(1a) inadequately completed","1996","35-65 Jahre alt","maennlich","170","0.0259253535786399","0.0205182042449355","0.0313325029123443"
"(1a) inadequately completed","1996","35-65 Jahre alt","weiblich","213","0.0282328782232502","0.0226380699176663","0.0338276865288342"
"(1a) inadequately completed","1996","66 und älter","maennlich","","","",""
"(1a) inadequately completed","1996","66 und älter","weiblich","","","",""
"(1b) general elementary school","1996","16-34 Jahre alt","maennlich","274","0.0961354495005718","0.0839282079189847","0.108342691082159"
"(1b) general elementary school","1996","16-34 Jahre alt","weiblich","247","0.0807243382572144","0.0695451421105437","0.091903534403885"
"(1b) general elementary school","1996","35-65 Jahre alt","maennlich","342","0.0809888091941344","0.0717059276882761","0.0902716906999926"
"(1b) general elementary school","1996","35-65 Jahre alt","weiblich","654","0.201184730620647","0.187643840322141","0.214725620919153"
"(1b) general elementary school","1996","66 und älter","maennlich","52","0.092987166048302","0.0697495972835223","0.116224734813082"
"(1b) general elementary school","1996","66 und älter","weiblich","395","0.415082248454765","0.384025975491342","0.446138521418188"
"(1c) basic vocational qualification","1996","16-34 Jahre alt","maennlich","553","0.240294602887979","0.222600901400438","0.25798830437552"
"(1c) basic vocational qualification","1996","16-34 Jahre alt","weiblich","360","0.175418020863654","0.159810300643089","0.191025741084219"
"(1c) basic vocational qualification","1996","35-65 Jahre alt","maennlich","1345","0.450915197297918","0.433984414106275","0.46784598048956"
"(1c) basic vocational qualification","1996","35-65 Jahre alt","weiblich","1083","0.365842073640587","0.349572653654337","0.382111493626837"
"(1c) basic vocational qualification","1996","66 und älter","maennlich","336","0.55930353925161","0.519578344871457","0.599028733631763"
"(1c) basic vocational qualification","1996","66 und älter","weiblich","346","0.341468287773472","0.311580182155638","0.371356393391305"
"(2b) intermediate general qualification","1996","16-34 Jahre alt","maennlich","157","0.059363518054868","0.0495777525089488","0.0691492836007871"
"(2b) intermediate general qualification","1996","16-34 Jahre alt","weiblich","211","0.0884192627974696","0.0767684435953275","0.100070081999612"
"(2b) intermediate general qualification","1996","35-65 Jahre alt","maennlich","","","",""
"(2b) intermediate general qualification","1996","35-65 Jahre alt","weiblich","56","0.0203308246243521","0.0155638399946602","0.025097809254044"
"(2b) intermediate general qualification","1996","66 und älter","maennlich","","","",""
"(2b) intermediate general qualification","1996","66 und älter","weiblich","33","0.0393270231864123","0.0270761180122026","0.0515779283606221"
"(2a) intermediate vocational","1996","16-34 Jahre alt","maennlich","527","0.227195389121936","0.209843023464587","0.244547754779285"
"(2a) intermediate vocational","1996","16-34 Jahre alt","weiblich","672","0.298608904939831","0.279827981180821","0.317389828698841"
"(2a) intermediate vocational","1996","35-65 Jahre alt","maennlich","625","0.180444840396952","0.167359915665361","0.193529765128543"
"(2a) intermediate vocational","1996","35-65 Jahre alt","weiblich","677","0.194534890896451","0.181164359998263","0.207905421794639"
"(2a) intermediate vocational","1996","66 und älter","maennlich","61","0.140306168972199","0.112516539627346","0.168095798317051"
"(2a) intermediate vocational","1996","66 und älter","weiblich","92","0.119710604244167","0.0992502145775267","0.140170993910808"
"(2c_gen) general maturity certificate","1996","16-34 Jahre alt","maennlich","185","0.0966913590626122","0.0844526391343764","0.108930078990848"
"(2c_gen) general maturity certificate","1996","16-34 Jahre alt","weiblich","170","0.0701875584522668","0.0597038920592454","0.0806712248452882"
"(2c_gen) general maturity certificate","1996","35-65 Jahre alt","maennlich","39","0.0117488081721684","0.00808240280461724","0.0154152135397196"
"(2c_gen) general maturity certificate","1996","35-65 Jahre alt","weiblich","38","0.0119313737085085","0.0082639143323105","0.0155988330847066"
"(2c_gen) general maturity certificate","1996","66 und älter","maennlich","","","",""
"(2c_gen) general maturity certificate","1996","66 und älter","weiblich","","","",""
"(2c_voc) vocational maturity certificate","1996","16-34 Jahre alt","maennlich","150","0.0906188132527854","0.078730882965004","0.102506743540567"
"(2c_voc) vocational maturity certificate","1996","16-34 Jahre alt","weiblich","173","0.0978059467355952","0.0856155438479284","0.109996349623262"
"(2c_voc) vocational maturity certificate","1996","35-65 Jahre alt","maennlich","131","0.0414056035468797","0.0346267398297411","0.0481844672640183"
"(2c_voc) vocational maturity certificate","1996","35-65 Jahre alt","weiblich","115","0.0406961039477658","0.0340221830649286","0.0473700248306031"
"(2c_voc) vocational maturity certificate","1996","66 und älter","maennlich","","","",""
"(2c_voc) vocational maturity certificate","1996","66 und älter","weiblich","","","",""
"(3a) lower tertiary education","1996","16-34 Jahre alt","maennlich","91","0.0491833477204197","0.0402280193598781","0.0581386760809613"
"(3a) lower tertiary education","1996","16-34 Jahre alt","weiblich","113","0.0432331000533863","0.034886747828397","0.0515794522783755"
"(3a) lower tertiary education","1996","35-65 Jahre alt","maennlich","283","0.0842233843737483","0.0747736191358143","0.0936731496116824"
"(3a) lower tertiary education","1996","35-65 Jahre alt","weiblich","297","0.0587724782317979","0.0508280829735927","0.066716873490003"
"(3a) lower tertiary education","1996","66 und älter","maennlich","55","0.0773654249214283","0.0559877343739858","0.0987431154688708"
"(3a) lower tertiary education","1996","66 und älter","weiblich","37","0.0264708898736519","0.0163529150205736","0.0365888647267302"
"(3b) higher tertiary education","1996","16-34 Jahre alt","maennlich","119","0.0620712812135193","0.0520792368480526","0.072063325578986"
"(3b) higher tertiary education","1996","16-34 Jahre alt","weiblich","103","0.055916105437003","0.0464872451538462","0.0653449657201597"
"(3b) higher tertiary education","1996","35-65 Jahre alt","maennlich","371","0.119241555299029","0.10821468861031","0.130268421987747"
"(3b) higher tertiary education","1996","35-65 Jahre alt","weiblich","234","0.0784746461066407","0.0693913209702295","0.0875579712430519"
"(3b) higher tertiary education","1996","66 und älter","maennlich","51","0.0772232965349818","0.055863606542505","0.0985829865274586"
"(3b) higher tertiary education","1996","66 und älter","weiblich","","","",""
"(0) in school","1997","16-34 Jahre alt","maennlich","153","0.0655455811893061","0.0551518872603593","0.075939275118253"
"(0) in school","1997","16-34 Jahre alt","weiblich","160","0.0710119633616932","0.0602400563728384","0.081783870350548"
"(0) in school","1997","35-65 Jahre alt","maennlich","","","",""
"(0) in school","1997","35-65 Jahre alt","weiblich","","","",""
"(0) in school","1997","66 und älter","maennlich","","","",""
"(0) in school","1997","66 und älter","weiblich","","","",""
"(1a) inadequately completed","1997","16-34 Jahre alt","maennlich","44","0.015339026664079","0.0101776991641002","0.0205003541640579"
"(1a) inadequately completed","1997","16-34 Jahre alt","weiblich","64","0.0190228147814581","0.0132936855699173","0.024751943992999"
"(1a) inadequately completed","1997","35-65 Jahre alt","maennlich","158","0.02631979003925","0.0208236816037603","0.0318158984747397"
"(1a) inadequately completed","1997","35-65 Jahre alt","weiblich","209","0.0292444622018043","0.0235243151697141","0.0349646092338945"
"(1a) inadequately completed","1997","66 und älter","maennlich","","","",""
"(1a) inadequately completed","1997","66 und älter","weiblich","","","",""
"(1b) general elementary school","1997","16-34 Jahre alt","maennlich","289","0.104161323950321","0.0913324864768198","0.116990161423823"
