"pgcasmin","year","alter_gr","bula_h","n","percent","lower_confidence","upper_confidence"
"(3b) higher tertiary education","1994","66 und älter","Schleswig-Holstein","","","",""
"(3b) higher tertiary education","1994","66 und älter","Hamburg","","","",""
"(3b) higher tertiary education","1994","66 und älter","Niedersachsen","","","",""
"(3b) higher tertiary education","1994","66 und älter","Bremen","","","",""
"(3b) higher tertiary education","1994","66 und älter","Nordrhein-Westfalen","","","",""
"(3b) higher tertiary education","1994","66 und älter","Hessen","","","",""
"(3b) higher tertiary education","1994","66 und älter","Rheinland-Pfalz,Saarland","","","",""
"(3b) higher tertiary education","1994","66 und älter","Baden-Wuerttemberg","","","",""
"(3b) higher tertiary education","1994","66 und älter","Bayern","","","",""
"(3b) higher tertiary education","1994","66 und älter","Saarland","","","",""
"(3b) higher tertiary education","1994","66 und älter","Berlin","","","",""
"(3b) higher tertiary education","1994","66 und älter","Brandenburg","","","",""
"(3b) higher tertiary education","1994","66 und älter","Mecklenburg-Vorpommern","","","",""
"(3b) higher tertiary education","1994","66 und älter","Sachsen","","","",""
"(3b) higher tertiary education","1994","66 und älter","Sachsen-Anhalt","","","",""
"(3b) higher tertiary education","1994","66 und älter","Thueringen","","","",""
"(0) in school","1995","16-34 Jahre alt","Schleswig-Holstein","","","",""
"(0) in school","1995","16-34 Jahre alt","Hamburg","","","",""
"(0) in school","1995","16-34 Jahre alt","Niedersachsen","","","",""
"(0) in school","1995","16-34 Jahre alt","Bremen","","","",""
"(0) in school","1995","16-34 Jahre alt","Nordrhein-Westfalen","61","0.0712578627871578","0.0545342493371575","0.0879814762371581"
"(0) in school","1995","16-34 Jahre alt","Hessen","","","",""
"(0) in school","1995","16-34 Jahre alt","Rheinland-Pfalz,Saarland","","","",""
"(0) in school","1995","16-34 Jahre alt","Baden-Wuerttemberg","39","0.0536680729081998","0.0370326717089967","0.070303474107403"
"(0) in school","1995","16-34 Jahre alt","Bayern","35","0.0690296021768844","0.0496452617862031","0.0884139425675658"
"(0) in school","1995","16-34 Jahre alt","Saarland","","","",""
"(0) in school","1995","16-34 Jahre alt","Berlin","","","",""
"(0) in school","1995","16-34 Jahre alt","Brandenburg","","","",""
"(0) in school","1995","16-34 Jahre alt","Mecklenburg-Vorpommern","","","",""
"(0) in school","1995","16-34 Jahre alt","Sachsen","","","",""
"(0) in school","1995","16-34 Jahre alt","Sachsen-Anhalt","","","",""
"(0) in school","1995","16-34 Jahre alt","Thueringen","","","",""
"(0) in school","1995","35-65 Jahre alt","Schleswig-Holstein","","","",""
"(0) in school","1995","35-65 Jahre alt","Hamburg","","","",""
"(0) in school","1995","35-65 Jahre alt","Niedersachsen","","","",""
"(0) in school","1995","35-65 Jahre alt","Bremen","","","",""
"(0) in school","1995","35-65 Jahre alt","Nordrhein-Westfalen","","","",""
"(0) in school","1995","35-65 Jahre alt","Hessen","","","",""
"(0) in school","1995","35-65 Jahre alt","Rheinland-Pfalz,Saarland","","","",""
"(0) in school","1995","35-65 Jahre alt","Baden-Wuerttemberg","","","",""
"(0) in school","1995","35-65 Jahre alt","Bayern","","","",""
"(0) in school","1995","35-65 Jahre alt","Saarland","","","",""
"(0) in school","1995","35-65 Jahre alt","Berlin","","","",""
"(0) in school","1995","35-65 Jahre alt","Brandenburg","","","",""
"(0) in school","1995","35-65 Jahre alt","Mecklenburg-Vorpommern","","","",""
"(0) in school","1995","35-65 Jahre alt","Sachsen","","","",""
"(0) in school","1995","35-65 Jahre alt","Sachsen-Anhalt","","","",""
"(0) in school","1995","35-65 Jahre alt","Thueringen","","","",""
"(0) in school","1995","66 und älter","Schleswig-Holstein","","","",""
"(0) in school","1995","66 und älter","Hamburg","","","",""
"(0) in school","1995","66 und älter","Niedersachsen","","","",""
"(0) in school","1995","66 und älter","Bremen","","","",""
"(0) in school","1995","66 und älter","Nordrhein-Westfalen","","","",""
"(0) in school","1995","66 und älter","Hessen","","","",""
"(0) in school","1995","66 und älter","Rheinland-Pfalz,Saarland","","","",""
"(0) in school","1995","66 und älter","Baden-Wuerttemberg","","","",""
"(0) in school","1995","66 und älter","Bayern","","","",""
"(0) in school","1995","66 und älter","Saarland","","","",""
"(0) in school","1995","66 und älter","Berlin","","","",""
"(0) in school","1995","66 und älter","Brandenburg","","","",""
"(0) in school","1995","66 und älter","Mecklenburg-Vorpommern","","","",""
"(0) in school","1995","66 und älter","Sachsen","","","",""
"(0) in school","1995","66 und älter","Sachsen-Anhalt","","","",""
"(0) in school","1995","66 und älter","Thueringen","","","",""
"(1a) inadequately completed","1995","16-34 Jahre alt","Schleswig-Holstein","","","",""
"(1a) inadequately completed","1995","16-34 Jahre alt","Hamburg","","","",""
"(1a) inadequately completed","1995","16-34 Jahre alt","Niedersachsen","","","",""
"(1a) inadequately completed","1995","16-34 Jahre alt","Bremen","","","",""
"(1a) inadequately completed","1995","16-34 Jahre alt","Nordrhein-Westfalen","30","0.0189352713147716","0.0100749239871028","0.0277956186424403"
"(1a) inadequately completed","1995","16-34 Jahre alt","Hessen","","","",""
"(1a) inadequately completed","1995","16-34 Jahre alt","Rheinland-Pfalz,Saarland","","","",""
"(1a) inadequately completed","1995","16-34 Jahre alt","Baden-Wuerttemberg","40","0.026688142418929","0.0147911081394505","0.0385851766984075"
"(1a) inadequately completed","1995","16-34 Jahre alt","Bayern","","","",""
"(1a) inadequately completed","1995","16-34 Jahre alt","Saarland","","","",""
"(1a) inadequately completed","1995","16-34 Jahre alt","Berlin","","","",""
"(1a) inadequately completed","1995","16-34 Jahre alt","Brandenburg","","","",""
"(1a) inadequately completed","1995","16-34 Jahre alt","Mecklenburg-Vorpommern","","","",""
"(1a) inadequately completed","1995","16-34 Jahre alt","Sachsen","","","",""
"(1a) inadequately completed","1995","16-34 Jahre alt","Sachsen-Anhalt","","","",""
"(1a) inadequately completed","1995","16-34 Jahre alt","Thueringen","","","",""
"(1a) inadequately completed","1995","35-65 Jahre alt","Schleswig-Holstein","","","",""
"(1a) inadequately completed","1995","35-65 Jahre alt","Hamburg","","","",""
"(1a) inadequately completed","1995","35-65 Jahre alt","Niedersachsen","30","0.0210412384964999","0.00864578772776028","0.0334366892652395"
"(1a) inadequately completed","1995","35-65 Jahre alt","Bremen","","","",""
"(1a) inadequately completed","1995","35-65 Jahre alt","Nordrhein-Westfalen","119","0.0347146183956281","0.0248766293885069","0.0445526074027494"
"(1a) inadequately completed","1995","35-65 Jahre alt","Hessen","50","0.0309549347858239","0.0156974682744573","0.0462124012971905"
"(1a) inadequately completed","1995","35-65 Jahre alt","Rheinland-Pfalz,Saarland","","","",""
"(1a) inadequately completed","1995","35-65 Jahre alt","Baden-Wuerttemberg","129","0.0467843196801837","0.0325034651215023","0.0610651742388652"
"(1a) inadequately completed","1995","35-65 Jahre alt","Bayern","48","0.0264804593656788","0.0153125229218969","0.0376483958094608"
"(1a) inadequately completed","1995","35-65 Jahre alt","Saarland","","","",""
"(1a) inadequately completed","1995","35-65 Jahre alt","Berlin","","","",""
"(1a) inadequately completed","1995","35-65 Jahre alt","Brandenburg","","","",""
"(1a) inadequately completed","1995","35-65 Jahre alt","Mecklenburg-Vorpommern","","","",""
"(1a) inadequately completed","1995","35-65 Jahre alt","Sachsen","","","",""
"(1a) inadequately completed","1995","35-65 Jahre alt","Sachsen-Anhalt","","","",""
"(1a) inadequately completed","1995","35-65 Jahre alt","Thueringen","","","",""
"(1a) inadequately completed","1995","66 und älter","Schleswig-Holstein","","","",""
"(1a) inadequately completed","1995","66 und älter","Hamburg","","","",""
"(1a) inadequately completed","1995","66 und älter","Niedersachsen","","","",""
"(1a) inadequately completed","1995","66 und älter","Bremen","","","",""
"(1a) inadequately completed","1995","66 und älter","Nordrhein-Westfalen","","","",""
"(1a) inadequately completed","1995","66 und älter","Hessen","","","",""
"(1a) inadequately completed","1995","66 und älter","Rheinland-Pfalz,Saarland","","","",""
"(1a) inadequately completed","1995","66 und älter","Baden-Wuerttemberg","","","",""
"(1a) inadequately completed","1995","66 und älter","Bayern","","","",""
"(1a) inadequately completed","1995","66 und älter","Saarland","","","",""
"(1a) inadequately completed","1995","66 und älter","Berlin","","","",""
"(1a) inadequately completed","1995","66 und älter","Brandenburg","","","",""
"(1a) inadequately completed","1995","66 und älter","Mecklenburg-Vorpommern","","","",""
"(1a) inadequately completed","1995","66 und älter","Sachsen","","","",""
"(1a) inadequately completed","1995","66 und älter","Sachsen-Anhalt","","","",""
"(1a) inadequately completed","1995","66 und älter","Thueringen","","","",""
"(1b) general elementary school","1995","16-34 Jahre alt","Schleswig-Holstein","","","",""
"(1b) general elementary school","1995","16-34 Jahre alt","Hamburg","","","",""
"(1b) general elementary school","1995","16-34 Jahre alt","Niedersachsen","50","0.109143826475627","0.0779964758986559","0.140291177052597"
"(1b) general elementary school","1995","16-34 Jahre alt","Bremen","","","",""
"(1b) general elementary school","1995","16-34 Jahre alt","Nordrhein-Westfalen","124","0.0943508253748494","0.0753479640488686","0.11335368670083"
"(1b) general elementary school","1995","16-34 Jahre alt","Hessen","52","0.128311167976564","0.0909615896669177","0.165660746286211"
"(1b) general elementary school","1995","16-34 Jahre alt","Rheinland-Pfalz,Saarland","43","0.146478573823908","0.103333372149655","0.189623775498161"
"(1b) general elementary school","1995","16-34 Jahre alt","Baden-Wuerttemberg","130","0.135793587793129","0.110506320093684","0.161080855492574"
"(1b) general elementary school","1995","16-34 Jahre alt","Bayern","88","0.115080850029946","0.090679225880832","0.13948247417906"
"(1b) general elementary school","1995","16-34 Jahre alt","Saarland","","","",""
"(1b) general elementary school","1995","16-34 Jahre alt","Berlin","","","",""
"(1b) general elementary school","1995","16-34 Jahre alt","Brandenburg","","","",""
"(1b) general elementary school","1995","16-34 Jahre alt","Mecklenburg-Vorpommern","","","",""
"(1b) general elementary school","1995","16-34 Jahre alt","Sachsen","","","",""
"(1b) general elementary school","1995","16-34 Jahre alt","Sachsen-Anhalt","","","",""
"(1b) general elementary school","1995","16-34 Jahre alt","Thueringen","","","",""
"(1b) general elementary school","1995","35-65 Jahre alt","Schleswig-Holstein","","","",""
"(1b) general elementary school","1995","35-65 Jahre alt","Hamburg","","","",""
"(1b) general elementary school","1995","35-65 Jahre alt","Niedersachsen","97","0.189412474645061","0.155571043304304","0.223253905985818"
"(1b) general elementary school","1995","35-65 Jahre alt","Bremen","","","",""
"(1b) general elementary school","1995","35-65 Jahre alt","Nordrhein-Westfalen","222","0.130251714825414","0.112162871967349","0.14834055768348"
"(1b) general elementary school","1995","35-65 Jahre alt","Hessen","110","0.203428934721336","0.167966861883762","0.238891007558909"
"(1b) general elementary school","1995","35-65 Jahre alt","Rheinland-Pfalz,Saarland","92","0.266519807276463","0.219173661821392","0.313865952731533"
"(1b) general elementary school","1995","35-65 Jahre alt","Baden-Wuerttemberg","186","0.17669417868809","0.150901279429771","0.20248707794641"
"(1b) general elementary school","1995","35-65 Jahre alt","Bayern","164","0.165278832919201","0.139443315019037","0.191114350819365"
"(1b) general elementary school","1995","35-65 Jahre alt","Saarland","","","",""
"(1b) general elementary school","1995","35-65 Jahre alt","Berlin","","","",""
"(1b) general elementary school","1995","35-65 Jahre alt","Brandenburg","","","",""
"(1b) general elementary school","1995","35-65 Jahre alt","Mecklenburg-Vorpommern","","","",""
"(1b) general elementary school","1995","35-65 Jahre alt","Sachsen","30","0.0532750052391057","0.0353498425055564","0.071200167972655"
"(1b) general elementary school","1995","35-65 Jahre alt","Sachsen-Anhalt","32","0.0926668064609561","0.0637024939898242","0.121631118932088"
"(1b) general elementary school","1995","35-65 Jahre alt","Thueringen","","","",""
"(1b) general elementary school","1995","66 und älter","Schleswig-Holstein","","","",""
"(1b) general elementary school","1995","66 und älter","Hamburg","","","",""
"(1b) general elementary school","1995","66 und älter","Niedersachsen","47","0.386926768899697","0.300501897713309","0.473351640086086"
"(1b) general elementary school","1995","66 und älter","Bremen","","","",""
"(1b) general elementary school","1995","66 und älter","Nordrhein-Westfalen","86","0.315738056201357","0.260802136072342","0.370673976330371"
"(1b) general elementary school","1995","66 und älter","Hessen","39","0.298271636761858","0.215016777604419","0.381526495919296"
"(1b) general elementary school","1995","66 und älter","Rheinland-Pfalz,Saarland","41","0.425362855082953","0.330344381299467","0.520381328866439"
"(1b) general elementary school","1995","66 und älter","Baden-Wuerttemberg","70","0.364214614070476","0.296500191329171","0.43192903681178"
"(1b) general elementary school","1995","66 und älter","Bayern","55","0.252482992516246","0.191507209089829","0.313458775942662"
"(1b) general elementary school","1995","66 und älter","Saarland","","","",""
"(1b) general elementary school","1995","66 und älter","Berlin","","","",""
"(1b) general elementary school","1995","66 und älter","Brandenburg","","","",""
"(1b) general elementary school","1995","66 und älter","Mecklenburg-Vorpommern","","","",""
"(1b) general elementary school","1995","66 und älter","Sachsen","37","0.290926839368393","0.21373707975013","0.368116598986657"
"(1b) general elementary school","1995","66 und älter","Sachsen-Anhalt","","","",""
"(1b) general elementary school","1995","66 und älter","Thueringen","","","",""
"(1c) basic vocational qualification","1995","16-34 Jahre alt","Schleswig-Holstein","","","",""
"(1c) basic vocational qualification","1995","16-34 Jahre alt","Hamburg","","","",""
"(1c) basic vocational qualification","1995","16-34 Jahre alt","Niedersachsen","75","0.187476794228107","0.148490731945534","0.22646285651068"
"(1c) basic vocational qualification","1995","16-34 Jahre alt","Bremen","","","",""
"(1c) basic vocational qualification","1995","16-34 Jahre alt","Nordrhein-Westfalen","171","0.16681226778195","0.14257679054692","0.19104774501698"
"(1c) basic vocational qualification","1995","16-34 Jahre alt","Hessen","68","0.201303826478343","0.156523263440388","0.246084389516299"
"(1c) basic vocational qualification","1995","16-34 Jahre alt","Rheinland-Pfalz,Saarland","90","0.357680089077553","0.299192824122689","0.416167354032418"
"(1c) basic vocational qualification","1995","16-34 Jahre alt","Baden-Wuerttemberg","196","0.261218248303381","0.228790755716389","0.293645740890373"
"(1c) basic vocational qualification","1995","16-34 Jahre alt","Bayern","215","0.328689735224678","0.292771075665348","0.364608394784007"
"(1c) basic vocational qualification","1995","16-34 Jahre alt","Saarland","","","",""
"(1c) basic vocational qualification","1995","16-34 Jahre alt","Berlin","","","",""
"(1c) basic vocational qualification","1995","16-34 Jahre alt","Brandenburg","","","",""
"(1c) basic vocational qualification","1995","16-34 Jahre alt","Mecklenburg-Vorpommern","","","",""
"(1c) basic vocational qualification","1995","16-34 Jahre alt","Sachsen","","","",""
"(1c) basic vocational qualification","1995","16-34 Jahre alt","Sachsen-Anhalt","","","",""
"(1c) basic vocational qualification","1995","16-34 Jahre alt","Thueringen","","","",""
"(1c) basic vocational qualification","1995","35-65 Jahre alt","Schleswig-Holstein","62","0.481650401436595","0.398284990676291","0.565015812196898"
"(1c) basic vocational qualification","1995","35-65 Jahre alt","Hamburg","","","",""
"(1c) basic vocational qualification","1995","35-65 Jahre alt","Niedersachsen","199","0.430394899265676","0.387632213953252","0.473157584578099"
"(1c) basic vocational qualification","1995","35-65 Jahre alt","Bremen","","","",""
"(1c) basic vocational qualification","1995","35-65 Jahre alt","Nordrhein-Westfalen","528","0.439067467050847","0.412396226613685","0.465738707488009"
"(1c) basic vocational qualification","1995","35-65 Jahre alt","Hessen","172","0.400606969671877","0.357439103032973","0.443774836310781"
"(1c) basic vocational qualification","1995","35-65 Jahre alt","Rheinland-Pfalz,Saarland","138","0.433918540220111","0.380846075564717","0.486991004875505"
"(1c) basic vocational qualification","1995","35-65 Jahre alt","Baden-Wuerttemberg","309","0.427080468990949","0.393629391039821","0.460531546942076"
"(1c) basic vocational qualification","1995","35-65 Jahre alt","Bayern","305","0.408434753249126","0.374244642293693","0.44262486420456"
"(1c) basic vocational qualification","1995","35-65 Jahre alt","Saarland","","","",""
"(1c) basic vocational qualification","1995","35-65 Jahre alt","Berlin","78","0.291348858330462","0.240270820540306","0.342426896120617"
"(1c) basic vocational qualification","1995","35-65 Jahre alt","Brandenburg","107","0.348363525336837","0.297494645800422","0.399232404873252"
"(1c) basic vocational qualification","1995","35-65 Jahre alt","Mecklenburg-Vorpommern","78","0.37331407863546","0.312120673046122","0.434507484224797"
"(1c) basic vocational qualification","1995","35-65 Jahre alt","Sachsen","214","0.38308979498938","0.3442880994399","0.42189149053886"
"(1c) basic vocational qualification","1995","35-65 Jahre alt","Sachsen-Anhalt","140","0.437402372144396","0.387850822419116","0.486953921869676"
"(1c) basic vocational qualification","1995","35-65 Jahre alt","Thueringen","140","0.462740415542998","0.410503819240279","0.514977011845717"
"(1c) basic vocational qualification","1995","66 und älter","Schleswig-Holstein","","","",""
"(1c) basic vocational qualification","1995","66 und älter","Hamburg","","","",""
"(1c) basic vocational qualification","1995","66 und älter","Niedersachsen","48","0.364055734570831","0.278674655032927","0.449436814108735"
"(1c) basic vocational qualification","1995","66 und älter","Bremen","","","",""
"(1c) basic vocational qualification","1995","66 und älter","Nordrhein-Westfalen","124","0.454862138713532","0.396008297714574","0.51371597971249"
"(1c) basic vocational qualification","1995","66 und älter","Hessen","37","0.351738164601145","0.264841307283659","0.438635021918631"
"(1c) basic vocational qualification","1995","66 und älter","Rheinland-Pfalz,Saarland","37","0.323418676616525","0.233515720556321","0.413321632676729"
"(1c) basic vocational qualification","1995","66 und älter","Baden-Wuerttemberg","75","0.420781695283424","0.351311777539335","0.490251613027513"
"(1c) basic vocational qualification","1995","66 und älter","Bayern","71","0.364187336804575","0.296647844392095","0.431726829217055"
"(1c) basic vocational qualification","1995","66 und älter","Saarland","","","",""
"(1c) basic vocational qualification","1995","66 und älter","Berlin","","","",""
"(1c) basic vocational qualification","1995","66 und älter","Brandenburg","","","",""
"(1c) basic vocational qualification","1995","66 und älter","Mecklenburg-Vorpommern","","","",""
"(1c) basic vocational qualification","1995","66 und älter","Sachsen","67","0.528521541091532","0.443684689182742","0.613358393000322"
"(1c) basic vocational qualification","1995","66 und älter","Sachsen-Anhalt","42","0.498682422493271","0.390461891306934","0.606902953679607"
"(1c) basic vocational qualification","1995","66 und älter","Thueringen","48","0.647837376874652","0.539738273964753","0.755936479784552"
"(2b) intermediate general qualification","1995","16-34 Jahre alt","Schleswig-Holstein","","","",""
"(2b) intermediate general qualification","1995","16-34 Jahre alt","Hamburg","","","",""
"(2b) intermediate general qualification","1995","16-34 Jahre alt","Niedersachsen","","","",""
"(2b) intermediate general qualification","1995","16-34 Jahre alt","Bremen","","","",""
"(2b) intermediate general qualification","1995","16-34 Jahre alt","Nordrhein-Westfalen","70","0.0876313920609852","0.069249882614633","0.106012901507337"
"(2b) intermediate general qualification","1995","16-34 Jahre alt","Hessen","","","",""
"(2b) intermediate general qualification","1995","16-34 Jahre alt","Rheinland-Pfalz,Saarland","","","",""
"(2b) intermediate general qualification","1995","16-34 Jahre alt","Baden-Wuerttemberg","41","0.0706078503324715","0.0516983729002515","0.0895173277646915"
"(2b) intermediate general qualification","1995","16-34 Jahre alt","Bayern","33","0.0444279928636596","0.0286727369296384","0.0601832487976807"
"(2b) intermediate general qualification","1995","16-34 Jahre alt","Saarland","","","",""
"(2b) intermediate general qualification","1995","16-34 Jahre alt","Berlin","","","",""
"(2b) intermediate general qualification","1995","16-34 Jahre alt","Brandenburg","","","",""
"(2b) intermediate general qualification","1995","16-34 Jahre alt","Mecklenburg-Vorpommern","","","",""
"(2b) intermediate general qualification","1995","16-34 Jahre alt","Sachsen","44","0.0921327801497563","0.0623809946389673","0.121884565660545"
"(2b) intermediate general qualification","1995","16-34 Jahre alt","Sachsen-Anhalt","","","",""
"(2b) intermediate general qualification","1995","16-34 Jahre alt","Thueringen","32","0.110262341161566","0.0691530251778023","0.151371657145329"
"(2b) intermediate general qualification","1995","35-65 Jahre alt","Schleswig-Holstein","","","",""
"(2b) intermediate general qualification","1995","35-65 Jahre alt","Hamburg","","","",""
"(2b) intermediate general qualification","1995","35-65 Jahre alt","Niedersachsen","","","",""
"(2b) intermediate general qualification","1995","35-65 Jahre alt","Bremen","","","",""
"(2b) intermediate general qualification","1995","35-65 Jahre alt","Nordrhein-Westfalen","","","",""
"(2b) intermediate general qualification","1995","35-65 Jahre alt","Hessen","","","",""
"(2b) intermediate general qualification","1995","35-65 Jahre alt","Rheinland-Pfalz,Saarland","","","",""
"(2b) intermediate general qualification","1995","35-65 Jahre alt","Baden-Wuerttemberg","","","",""
"(2b) intermediate general qualification","1995","35-65 Jahre alt","Bayern","","","",""
"(2b) intermediate general qualification","1995","35-65 Jahre alt","Saarland","","","",""
"(2b) intermediate general qualification","1995","35-65 Jahre alt","Berlin","","","",""
"(2b) intermediate general qualification","1995","35-65 Jahre alt","Brandenburg","","","",""
"(2b) intermediate general qualification","1995","35-65 Jahre alt","Mecklenburg-Vorpommern","","","",""
"(2b) intermediate general qualification","1995","35-65 Jahre alt","Sachsen","","","",""
"(2b) intermediate general qualification","1995","35-65 Jahre alt","Sachsen-Anhalt","","","",""
"(2b) intermediate general qualification","1995","35-65 Jahre alt","Thueringen","","","",""
"(2b) intermediate general qualification","1995","66 und älter","Schleswig-Holstein","","","",""
"(2b) intermediate general qualification","1995","66 und älter","Hamburg","","","",""
"(2b) intermediate general qualification","1995","66 und älter","Niedersachsen","","","",""
"(2b) intermediate general qualification","1995","66 und älter","Bremen","","","",""
"(2b) intermediate general qualification","1995","66 und älter","Nordrhein-Westfalen","","","",""
"(2b) intermediate general qualification","1995","66 und älter","Hessen","","","",""
"(2b) intermediate general qualification","1995","66 und älter","Rheinland-Pfalz,Saarland","","","",""
"(2b) intermediate general qualification","1995","66 und älter","Baden-Wuerttemberg","","","",""
"(2b) intermediate general qualification","1995","66 und älter","Bayern","","","",""
"(2b) intermediate general qualification","1995","66 und älter","Saarland","","","",""
"(2b) intermediate general qualification","1995","66 und älter","Berlin","","","",""
"(2b) intermediate general qualification","1995","66 und älter","Brandenburg","","","",""
"(2b) intermediate general qualification","1995","66 und älter","Mecklenburg-Vorpommern","","","",""
"(2b) intermediate general qualification","1995","66 und älter","Sachsen","","","",""
"(2b) intermediate general qualification","1995","66 und älter","Sachsen-Anhalt","","","",""
"(2b) intermediate general qualification","1995","66 und älter","Thueringen","","","",""
"(2a) intermediate vocational","1995","16-34 Jahre alt","Schleswig-Holstein","","","",""
"(2a) intermediate vocational","1995","16-34 Jahre alt","Hamburg","","","",""
"(2a) intermediate vocational","1995","16-34 Jahre alt","Niedersachsen","111","0.290940606993791","0.245571398379609","0.336309815607974"
"(2a) intermediate vocational","1995","16-34 Jahre alt","Bremen","","","",""
"(2a) intermediate vocational","1995","16-34 Jahre alt","Nordrhein-Westfalen","178","0.206423045018724","0.180111899088553","0.232734190948896"
"(2a) intermediate vocational","1995","16-34 Jahre alt","Hessen","61","0.185598423252662","0.142179487233849","0.229017359271476"
"(2a) intermediate vocational","1995","16-34 Jahre alt","Rheinland-Pfalz,Saarland","34","0.141897800325018","0.0993187885842632","0.184476812065772"
"(2a) intermediate vocational","1995","16-34 Jahre alt","Baden-Wuerttemberg","114","0.185348388318816","0.156664772300867","0.214032004336765"
"(2a) intermediate vocational","1995","16-34 Jahre alt","Bayern","129","0.188531100241218","0.158622723188","0.218439477294437"
"(2a) intermediate vocational","1995","16-34 Jahre alt","Saarland","","","",""
"(2a) intermediate vocational","1995","16-34 Jahre alt","Berlin","59","0.338535900295154","0.270529917174962","0.406541883415346"
"(2a) intermediate vocational","1995","16-34 Jahre alt","Brandenburg","77","0.459728964615336","0.387124123477085","0.532333805753587"
"(2a) intermediate vocational","1995","16-34 Jahre alt","Mecklenburg-Vorpommern","74","0.563380644369544","0.481517016304928","0.645244272434161"
"(2a) intermediate vocational","1995","16-34 Jahre alt","Sachsen","173","0.526124430692382","0.474758971787371","0.577489889597394"
"(2a) intermediate vocational","1995","16-34 Jahre alt","Sachsen-Anhalt","116","0.575326053839316","0.510009753056202","0.640642354622429"
"(2a) intermediate vocational","1995","16-34 Jahre alt","Thueringen","107","0.486719474575491","0.421118179265609","0.552320769885374"
"(2a) intermediate vocational","1995","35-65 Jahre alt","Schleswig-Holstein","30","0.218054105266041","0.149160480784048","0.286947729748033"
"(2a) intermediate vocational","1995","35-65 Jahre alt","Hamburg","","","",""
"(2a) intermediate vocational","1995","35-65 Jahre alt","Niedersachsen","78","0.156312954103631","0.124948866925018","0.187677041282244"
"(2a) intermediate vocational","1995","35-65 Jahre alt","Bremen","","","",""
"(2a) intermediate vocational","1995","35-65 Jahre alt","Nordrhein-Westfalen","176","0.154729185720843","0.135293210914122","0.174165160527565"
"(2a) intermediate vocational","1995","35-65 Jahre alt","Hessen","58","0.131744810545927","0.101950321358501","0.161539299733353"
"(2a) intermediate vocational","1995","35-65 Jahre alt","Rheinland-Pfalz,Saarland","35","0.121909219037771","0.0868732873541256","0.156945150721416"
"(2a) intermediate vocational","1995","35-65 Jahre alt","Baden-Wuerttemberg","88","0.14190182454607","0.118304056547636","0.165499592544504"
"(2a) intermediate vocational","1995","35-65 Jahre alt","Bayern","120","0.170567857238975","0.144405500250669","0.196730214227281"
"(2a) intermediate vocational","1995","35-65 Jahre alt","Saarland","","","",""
"(2a) intermediate vocational","1995","35-65 Jahre alt","Berlin","72","0.231650957266734","0.184225925978203","0.279075988555265"
"(2a) intermediate vocational","1995","35-65 Jahre alt","Brandenburg","104","0.275327852226868","0.227637668123979","0.323018036329758"
"(2a) intermediate vocational","1995","35-65 Jahre alt","Mecklenburg-Vorpommern","75","0.286156654316003","0.228976430277518","0.343336878354489"
"(2a) intermediate vocational","1995","35-65 Jahre alt","Sachsen","169","0.256065875206884","0.221229534602116","0.290902215811652"
"(2a) intermediate vocational","1995","35-65 Jahre alt","Sachsen-Anhalt","95","0.20341039653695","0.163201549840624","0.243619243233276"
"(2a) intermediate vocational","1995","35-65 Jahre alt","Thueringen","103","0.257114046262002","0.211327483296759","0.302900609227244"
"(2a) intermediate vocational","1995","66 und älter","Schleswig-Holstein","","","",""
"(2a) intermediate vocational","1995","66 und älter","Hamburg","","","",""
"(2a) intermediate vocational","1995","66 und älter","Niedersachsen","","","",""
"(2a) intermediate vocational","1995","66 und älter","Bremen","","","",""
"(2a) intermediate vocational","1995","66 und älter","Nordrhein-Westfalen","30","0.127370077218792","0.0879669672563581","0.166773187181225"
"(2a) intermediate vocational","1995","66 und älter","Hessen","","","",""
"(2a) intermediate vocational","1995","66 und älter","Rheinland-Pfalz,Saarland","","","",""
"(2a) intermediate vocational","1995","66 und älter","Baden-Wuerttemberg","","","",""
"(2a) intermediate vocational","1995","66 und älter","Bayern","","","",""
"(2a) intermediate vocational","1995","66 und älter","Saarland","","","",""
"(2a) intermediate vocational","1995","66 und älter","Berlin","","","",""
"(2a) intermediate vocational","1995","66 und älter","Brandenburg","","","",""
"(2a) intermediate vocational","1995","66 und älter","Mecklenburg-Vorpommern","","","",""
"(2a) intermediate vocational","1995","66 und älter","Sachsen","","","",""
"(2a) intermediate vocational","1995","66 und älter","Sachsen-Anhalt","","","",""
"(2a) intermediate vocational","1995","66 und älter","Thueringen","","","",""
"(2c_gen) general maturity certificate","1995","16-34 Jahre alt","Schleswig-Holstein","","","",""
"(2c_gen) general maturity certificate","1995","16-34 Jahre alt","Hamburg","","","",""
"(2c_gen) general maturity certificate","1995","16-34 Jahre alt","Niedersachsen","31","0.0754945786331531","0.0491051285584743","0.101884028707832"
"(2c_gen) general maturity certificate","1995","16-34 Jahre alt","Bremen","","","",""
"(2c_gen) general maturity certificate","1995","16-34 Jahre alt","Nordrhein-Westfalen","112","0.140919981228483","0.118301197570022","0.163538764886944"
"(2c_gen) general maturity certificate","1995","16-34 Jahre alt","Hessen","","","",""
"(2c_gen) general maturity certificate","1995","16-34 Jahre alt","Rheinland-Pfalz,Saarland","","","",""
"(2c_gen) general maturity certificate","1995","16-34 Jahre alt","Baden-Wuerttemberg","45","0.0816671425464671","0.061451978295299","0.101882306797635"
