"pgcasmin","year","alter_gr","bula_h","n","percent","lower_confidence","upper_confidence"
"(2c_voc) vocational maturity certificate","2017","35-65 Jahre alt","Niedersachsen","196","0.0985022126556956","0.0843700221409504","0.112634403170441"
"(2c_voc) vocational maturity certificate","2017","35-65 Jahre alt","Bremen","","","",""
"(2c_voc) vocational maturity certificate","2017","35-65 Jahre alt","Nordrhein-Westfalen","548","0.151650116321495","0.14003460030784","0.16326563233515"
"(2c_voc) vocational maturity certificate","2017","35-65 Jahre alt","Hessen","146","0.120035051318281","0.102455715768666","0.137614386867896"
"(2c_voc) vocational maturity certificate","2017","35-65 Jahre alt","Rheinland-Pfalz,Saarland","100","0.121225589182432","0.0988037237679066","0.143647454596956"
"(2c_voc) vocational maturity certificate","2017","35-65 Jahre alt","Baden-Wuerttemberg","234","0.137149202697923","0.122076572545825","0.152221832850021"
"(2c_voc) vocational maturity certificate","2017","35-65 Jahre alt","Bayern","266","0.0846570328087032","0.0742014627553443","0.095112602862062"
"(2c_voc) vocational maturity certificate","2017","35-65 Jahre alt","Saarland","","","",""
"(2c_voc) vocational maturity certificate","2017","35-65 Jahre alt","Berlin","55","0.0841281829367193","0.0619544941699468","0.106301871703492"
"(2c_voc) vocational maturity certificate","2017","35-65 Jahre alt","Brandenburg","67","0.0750789474103685","0.0554874735643171","0.09467042125642"
"(2c_voc) vocational maturity certificate","2017","35-65 Jahre alt","Mecklenburg-Vorpommern","","","",""
"(2c_voc) vocational maturity certificate","2017","35-65 Jahre alt","Sachsen","71","0.0763047846840964","0.0598583681666188","0.0927512012015739"
"(2c_voc) vocational maturity certificate","2017","35-65 Jahre alt","Sachsen-Anhalt","33","0.0525456899570602","0.0346624919005368","0.0704288880135835"
"(2c_voc) vocational maturity certificate","2017","35-65 Jahre alt","Thueringen","44","0.129710073822745","0.103199181822147","0.156220965823343"
"(2c_voc) vocational maturity certificate","2017","66 und älter","Schleswig-Holstein","","","",""
"(2c_voc) vocational maturity certificate","2017","66 und älter","Hamburg","","","",""
"(2c_voc) vocational maturity certificate","2017","66 und älter","Niedersachsen","","","",""
"(2c_voc) vocational maturity certificate","2017","66 und älter","Bremen","","","",""
"(2c_voc) vocational maturity certificate","2017","66 und älter","Nordrhein-Westfalen","57","0.0626321009513021","0.0470595362093243","0.07820466569328"
"(2c_voc) vocational maturity certificate","2017","66 und älter","Hessen","","","",""
"(2c_voc) vocational maturity certificate","2017","66 und älter","Rheinland-Pfalz,Saarland","","","",""
"(2c_voc) vocational maturity certificate","2017","66 und älter","Baden-Wuerttemberg","","","",""
"(2c_voc) vocational maturity certificate","2017","66 und älter","Bayern","35","0.0441673567383576","0.0298577686028181","0.058476944873897"
"(2c_voc) vocational maturity certificate","2017","66 und älter","Saarland","","","",""
"(2c_voc) vocational maturity certificate","2017","66 und älter","Berlin","","","",""
"(2c_voc) vocational maturity certificate","2017","66 und älter","Brandenburg","","","",""
"(2c_voc) vocational maturity certificate","2017","66 und älter","Mecklenburg-Vorpommern","","","",""
"(2c_voc) vocational maturity certificate","2017","66 und älter","Sachsen","","","",""
"(2c_voc) vocational maturity certificate","2017","66 und älter","Sachsen-Anhalt","","","",""
"(2c_voc) vocational maturity certificate","2017","66 und älter","Thueringen","","","",""
"(3a) lower tertiary education","2017","16-34 Jahre alt","Schleswig-Holstein","","","",""
"(3a) lower tertiary education","2017","16-34 Jahre alt","Hamburg","","","",""
"(3a) lower tertiary education","2017","16-34 Jahre alt","Niedersachsen","","","",""
"(3a) lower tertiary education","2017","16-34 Jahre alt","Bremen","","","",""
"(3a) lower tertiary education","2017","16-34 Jahre alt","Nordrhein-Westfalen","39","0.050917082677808","0.0416185182757935","0.0602156470798225"
"(3a) lower tertiary education","2017","16-34 Jahre alt","Hessen","","","",""
"(3a) lower tertiary education","2017","16-34 Jahre alt","Rheinland-Pfalz,Saarland","","","",""
"(3a) lower tertiary education","2017","16-34 Jahre alt","Baden-Wuerttemberg","45","0.0764818073690225","0.0608682340275552","0.0920953807104898"
"(3a) lower tertiary education","2017","16-34 Jahre alt","Bayern","55","0.078698716649539","0.0645635358646938","0.0928338974343843"
"(3a) lower tertiary education","2017","16-34 Jahre alt","Saarland","","","",""
"(3a) lower tertiary education","2017","16-34 Jahre alt","Berlin","","","",""
"(3a) lower tertiary education","2017","16-34 Jahre alt","Brandenburg","","","",""
"(3a) lower tertiary education","2017","16-34 Jahre alt","Mecklenburg-Vorpommern","","","",""
"(3a) lower tertiary education","2017","16-34 Jahre alt","Sachsen","","","",""
"(3a) lower tertiary education","2017","16-34 Jahre alt","Sachsen-Anhalt","","","",""
"(3a) lower tertiary education","2017","16-34 Jahre alt","Thueringen","","","",""
"(3a) lower tertiary education","2017","35-65 Jahre alt","Schleswig-Holstein","50","0.0835989726019185","0.0622550083029729","0.104942936900864"
"(3a) lower tertiary education","2017","35-65 Jahre alt","Hamburg","","","",""
"(3a) lower tertiary education","2017","35-65 Jahre alt","Niedersachsen","109","0.0749715133229053","0.0624824505028424","0.0874605761429681"
"(3a) lower tertiary education","2017","35-65 Jahre alt","Bremen","","","",""
"(3a) lower tertiary education","2017","35-65 Jahre alt","Nordrhein-Westfalen","237","0.075140150944895","0.0666031834821863","0.0836771184076037"
"(3a) lower tertiary education","2017","35-65 Jahre alt","Hessen","81","0.061435412205087","0.0484469660485693","0.0744238583616046"
"(3a) lower tertiary education","2017","35-65 Jahre alt","Rheinland-Pfalz,Saarland","53","0.0777691838441073","0.0593716557756104","0.0961667119126041"
"(3a) lower tertiary education","2017","35-65 Jahre alt","Baden-Wuerttemberg","169","0.0760018961224547","0.0643908245966272","0.0876129676482822"
"(3a) lower tertiary education","2017","35-65 Jahre alt","Bayern","216","0.0816641919329635","0.0713783258836886","0.0919500579822385"
"(3a) lower tertiary education","2017","35-65 Jahre alt","Saarland","","","",""
"(3a) lower tertiary education","2017","35-65 Jahre alt","Berlin","60","0.0891760235233266","0.0664097932678307","0.111942253778822"
"(3a) lower tertiary education","2017","35-65 Jahre alt","Brandenburg","61","0.100985921041502","0.0785848207385282","0.123387021344475"
"(3a) lower tertiary education","2017","35-65 Jahre alt","Mecklenburg-Vorpommern","","","",""
"(3a) lower tertiary education","2017","35-65 Jahre alt","Sachsen","103","0.093483145828372","0.075449412095414","0.11151687956133"
"(3a) lower tertiary education","2017","35-65 Jahre alt","Sachsen-Anhalt","56","0.0799795409826556","0.0582382316468384","0.101720850318473"
"(3a) lower tertiary education","2017","35-65 Jahre alt","Thueringen","55","0.0856697818354578","0.0635861307868639","0.107753432884052"
"(3a) lower tertiary education","2017","66 und älter","Schleswig-Holstein","","","",""
"(3a) lower tertiary education","2017","66 und älter","Hamburg","","","",""
"(3a) lower tertiary education","2017","66 und älter","Niedersachsen","31","0.0565417728122535","0.0362971757385192","0.0767863698859879"
"(3a) lower tertiary education","2017","66 und älter","Bremen","","","",""
"(3a) lower tertiary education","2017","66 und älter","Nordrhein-Westfalen","65","0.0640471657916133","0.0483115567540505","0.0797827748291761"
"(3a) lower tertiary education","2017","66 und älter","Hessen","","","",""
"(3a) lower tertiary education","2017","66 und älter","Rheinland-Pfalz,Saarland","","","",""
"(3a) lower tertiary education","2017","66 und älter","Baden-Wuerttemberg","48","0.105082780065316","0.0794309042845468","0.130734655846085"
"(3a) lower tertiary education","2017","66 und älter","Bayern","66","0.0836037950031894","0.064326764389068","0.102880825617311"
"(3a) lower tertiary education","2017","66 und älter","Saarland","","","",""
"(3a) lower tertiary education","2017","66 und älter","Berlin","","","",""
"(3a) lower tertiary education","2017","66 und älter","Brandenburg","54","0.184837808597706","0.136624621957578","0.233050995237834"
"(3a) lower tertiary education","2017","66 und älter","Mecklenburg-Vorpommern","","","",""
"(3a) lower tertiary education","2017","66 und älter","Sachsen","46","0.140756735591533","0.105079243373381","0.176434227809685"
"(3a) lower tertiary education","2017","66 und älter","Sachsen-Anhalt","33","0.150158293730269","0.100274593525988","0.200041993934551"
"(3a) lower tertiary education","2017","66 und älter","Thueringen","","","",""
"(3b) higher tertiary education","2017","16-34 Jahre alt","Schleswig-Holstein","61","0.137210046851419","0.103149583363478","0.171270510339359"
"(3b) higher tertiary education","2017","16-34 Jahre alt","Hamburg","36","0.253856253197152","0.191310647355808","0.316401859038496"
"(3b) higher tertiary education","2017","16-34 Jahre alt","Niedersachsen","128","0.128477669550829","0.108530176206363","0.148425162895295"
"(3b) higher tertiary education","2017","16-34 Jahre alt","Bremen","","","",""
"(3b) higher tertiary education","2017","16-34 Jahre alt","Nordrhein-Westfalen","291","0.146016543508347","0.131079734447215","0.160953352569479"
"(3b) higher tertiary education","2017","16-34 Jahre alt","Hessen","107","0.163379417203974","0.137712017475015","0.189046816932933"
"(3b) higher tertiary education","2017","16-34 Jahre alt","Rheinland-Pfalz,Saarland","45","0.0792023219825764","0.0536476382957453","0.104757005669407"
"(3b) higher tertiary education","2017","16-34 Jahre alt","Baden-Wuerttemberg","182","0.196790554854713","0.173433556111367","0.22014755359806"
"(3b) higher tertiary education","2017","16-34 Jahre alt","Bayern","203","0.165010297746101","0.145524742401499","0.184495853090703"
"(3b) higher tertiary education","2017","16-34 Jahre alt","Saarland","","","",""
"(3b) higher tertiary education","2017","16-34 Jahre alt","Berlin","101","0.377526204516378","0.32545950342624","0.429592905606515"
"(3b) higher tertiary education","2017","16-34 Jahre alt","Brandenburg","","","",""
"(3b) higher tertiary education","2017","16-34 Jahre alt","Mecklenburg-Vorpommern","","","",""
"(3b) higher tertiary education","2017","16-34 Jahre alt","Sachsen","56","0.111872973107634","0.0830991372704214","0.140646808944846"
"(3b) higher tertiary education","2017","16-34 Jahre alt","Sachsen-Anhalt","","","",""
"(3b) higher tertiary education","2017","16-34 Jahre alt","Thueringen","44","0.16219250911651","0.117976455716069","0.206408562516951"
"(3b) higher tertiary education","2017","35-65 Jahre alt","Schleswig-Holstein","100","0.1451653883852","0.118000719152664","0.172330057617735"
"(3b) higher tertiary education","2017","35-65 Jahre alt","Hamburg","101","0.310435112647448","0.259583173417666","0.36128705187723"
"(3b) higher tertiary education","2017","35-65 Jahre alt","Niedersachsen","293","0.159841726168614","0.142462525706989","0.177220926630239"
"(3b) higher tertiary education","2017","35-65 Jahre alt","Bremen","","","",""
"(3b) higher tertiary education","2017","35-65 Jahre alt","Nordrhein-Westfalen","692","0.156851709082547","0.145074937782969","0.168628480382126"
"(3b) higher tertiary education","2017","35-65 Jahre alt","Hessen","316","0.225168024801035","0.202575079319552","0.247760970282517"
"(3b) higher tertiary education","2017","35-65 Jahre alt","Rheinland-Pfalz,Saarland","108","0.111808475447034","0.0901600375662052","0.133456913327862"
"(3b) higher tertiary education","2017","35-65 Jahre alt","Baden-Wuerttemberg","437","0.183645951409355","0.166680926509454","0.200610976309256"
"(3b) higher tertiary education","2017","35-65 Jahre alt","Bayern","504","0.17688879500044","0.162556897649687","0.191220692351192"
"(3b) higher tertiary education","2017","35-65 Jahre alt","Saarland","35","0.184191121470314","0.125399096982754","0.242983145957875"
"(3b) higher tertiary education","2017","35-65 Jahre alt","Berlin","184","0.29821252739798","0.261668568575522","0.334756486220438"
"(3b) higher tertiary education","2017","35-65 Jahre alt","Brandenburg","104","0.132743798962297","0.107518488685681","0.157969109238912"
"(3b) higher tertiary education","2017","35-65 Jahre alt","Mecklenburg-Vorpommern","50","0.124771028409977","0.090249145181692","0.159292911638262"
"(3b) higher tertiary education","2017","35-65 Jahre alt","Sachsen","165","0.129877439316353","0.109052289921356","0.150702588711349"
"(3b) higher tertiary education","2017","35-65 Jahre alt","Sachsen-Anhalt","93","0.125035338884332","0.0985253745695155","0.151545303199149"
"(3b) higher tertiary education","2017","35-65 Jahre alt","Thueringen","94","0.101042247329741","0.0772614370279215","0.12482305763156"
"(3b) higher tertiary education","2017","66 und älter","Schleswig-Holstein","","","",""
"(3b) higher tertiary education","2017","66 und älter","Hamburg","","","",""
"(3b) higher tertiary education","2017","66 und älter","Niedersachsen","78","0.13755605207566","0.10736568595634","0.16774641819498"
"(3b) higher tertiary education","2017","66 und älter","Bremen","","","",""
"(3b) higher tertiary education","2017","66 und älter","Nordrhein-Westfalen","134","0.114436542424319","0.0939768630212868","0.134896221827351"
"(3b) higher tertiary education","2017","66 und älter","Hessen","53","0.160725406077793","0.118159745403789","0.203291066751797"
"(3b) higher tertiary education","2017","66 und älter","Rheinland-Pfalz,Saarland","40","0.118508951433897","0.079372452110774","0.157645450757019"
"(3b) higher tertiary education","2017","66 und älter","Baden-Wuerttemberg","97","0.0915329080462384","0.0674113614990051","0.115654454593472"
"(3b) higher tertiary education","2017","66 und älter","Bayern","98","0.0911317258069844","0.0710883546109481","0.111175097003021"
"(3b) higher tertiary education","2017","66 und älter","Saarland","","","",""
"(3b) higher tertiary education","2017","66 und älter","Berlin","56","0.156879732910702","0.108266215406921","0.205493250414483"
"(3b) higher tertiary education","2017","66 und älter","Brandenburg","32","0.11513962842809","0.0754937356482996","0.15478552120788"
"(3b) higher tertiary education","2017","66 und älter","Mecklenburg-Vorpommern","","","",""
"(3b) higher tertiary education","2017","66 und älter","Sachsen","73","0.173547620754629","0.13469503676227","0.212400204746989"
"(3b) higher tertiary education","2017","66 und älter","Sachsen-Anhalt","","","",""
"(3b) higher tertiary education","2017","66 und älter","Thueringen","","","",""
"(0) in school","2018","16-34 Jahre alt","Schleswig-Holstein","","","",""
"(0) in school","2018","16-34 Jahre alt","Hamburg","","","",""
"(0) in school","2018","16-34 Jahre alt","Niedersachsen","102","0.09021085355435","0.0717986236739031","0.108623083434797"
"(0) in school","2018","16-34 Jahre alt","Bremen","","","",""
"(0) in school","2018","16-34 Jahre alt","Nordrhein-Westfalen","204","0.0950765321029953","0.0816741569181381","0.108478907287852"
"(0) in school","2018","16-34 Jahre alt","Hessen","64","0.0808385044681072","0.0604551916654776","0.101221817270737"
"(0) in school","2018","16-34 Jahre alt","Rheinland-Pfalz,Saarland","41","0.0690796674484935","0.0445929336411547","0.0935664012558323"
"(0) in school","2018","16-34 Jahre alt","Baden-Wuerttemberg","84","0.070337196855968","0.0537228738154473","0.0869515198964888"
"(0) in school","2018","16-34 Jahre alt","Bayern","86","0.0513615034866942","0.0384399562019824","0.064283050771406"
"(0) in school","2018","16-34 Jahre alt","Saarland","","","",""
"(0) in school","2018","16-34 Jahre alt","Berlin","","","",""
"(0) in school","2018","16-34 Jahre alt","Brandenburg","","","",""
"(0) in school","2018","16-34 Jahre alt","Mecklenburg-Vorpommern","","","",""
"(0) in school","2018","16-34 Jahre alt","Sachsen","40","0.102043298467526","0.0724157411562516","0.131670855778801"
"(0) in school","2018","16-34 Jahre alt","Sachsen-Anhalt","","","",""
"(0) in school","2018","16-34 Jahre alt","Thueringen","","","",""
"(0) in school","2018","35-65 Jahre alt","Schleswig-Holstein","","","",""
"(0) in school","2018","35-65 Jahre alt","Hamburg","","","",""
"(0) in school","2018","35-65 Jahre alt","Niedersachsen","","","",""
"(0) in school","2018","35-65 Jahre alt","Bremen","","","",""
"(0) in school","2018","35-65 Jahre alt","Nordrhein-Westfalen","","","",""
"(0) in school","2018","35-65 Jahre alt","Hessen","","","",""
"(0) in school","2018","35-65 Jahre alt","Rheinland-Pfalz,Saarland","","","",""
"(0) in school","2018","35-65 Jahre alt","Baden-Wuerttemberg","","","",""
"(0) in school","2018","35-65 Jahre alt","Bayern","","","",""
"(0) in school","2018","35-65 Jahre alt","Saarland","","","",""
"(0) in school","2018","35-65 Jahre alt","Berlin","","","",""
"(0) in school","2018","35-65 Jahre alt","Brandenburg","","","",""
"(0) in school","2018","35-65 Jahre alt","Mecklenburg-Vorpommern","","","",""
"(0) in school","2018","35-65 Jahre alt","Sachsen","","","",""
"(0) in school","2018","35-65 Jahre alt","Sachsen-Anhalt","","","",""
"(0) in school","2018","35-65 Jahre alt","Thueringen","","","",""
"(0) in school","2018","66 und älter","Schleswig-Holstein","","","",""
"(0) in school","2018","66 und älter","Hamburg","","","",""
"(0) in school","2018","66 und älter","Niedersachsen","","","",""
"(0) in school","2018","66 und älter","Bremen","","","",""
"(0) in school","2018","66 und älter","Nordrhein-Westfalen","","","",""
"(0) in school","2018","66 und älter","Hessen","","","",""
"(0) in school","2018","66 und älter","Rheinland-Pfalz,Saarland","","","",""
"(0) in school","2018","66 und älter","Baden-Wuerttemberg","","","",""
"(0) in school","2018","66 und älter","Bayern","","","",""
"(0) in school","2018","66 und älter","Saarland","","","",""
"(0) in school","2018","66 und älter","Berlin","","","",""
"(0) in school","2018","66 und älter","Brandenburg","","","",""
"(0) in school","2018","66 und älter","Mecklenburg-Vorpommern","","","",""
"(0) in school","2018","66 und älter","Sachsen","","","",""
"(0) in school","2018","66 und älter","Sachsen-Anhalt","","","",""
"(0) in school","2018","66 und älter","Thueringen","","","",""
"(1a) inadequately completed","2018","16-34 Jahre alt","Schleswig-Holstein","49","0.0671195058687123","0.039998137579274","0.0942408741581507"
"(1a) inadequately completed","2018","16-34 Jahre alt","Hamburg","","","",""
"(1a) inadequately completed","2018","16-34 Jahre alt","Niedersachsen","133","0.0196878934783272","0.0107591894873978","0.0286165974692567"
"(1a) inadequately completed","2018","16-34 Jahre alt","Bremen","","","",""
"(1a) inadequately completed","2018","16-34 Jahre alt","Nordrhein-Westfalen","231","0.0310867168469893","0.0231567921518333","0.0390166415421453"
"(1a) inadequately completed","2018","16-34 Jahre alt","Hessen","129","0.0182289728131992","0.00822538181904899","0.0282325638073494"
"(1a) inadequately completed","2018","16-34 Jahre alt","Rheinland-Pfalz,Saarland","57","0.0410214381156647","0.0218696480243251","0.0601732282070043"
"(1a) inadequately completed","2018","16-34 Jahre alt","Baden-Wuerttemberg","120","0.0251352742019003","0.014964795687574","0.0353057527162267"
"(1a) inadequately completed","2018","16-34 Jahre alt","Bayern","140","0.0289153644584862","0.0191060611927726","0.0387246677241998"
"(1a) inadequately completed","2018","16-34 Jahre alt","Saarland","","","",""
"(1a) inadequately completed","2018","16-34 Jahre alt","Berlin","35","0.0199457334672261","0.0051061753495997","0.0347852915848525"
"(1a) inadequately completed","2018","16-34 Jahre alt","Brandenburg","44","0.0365660289556729","0.0122562938184645","0.0608757640928813"
"(1a) inadequately completed","2018","16-34 Jahre alt","Mecklenburg-Vorpommern","","","",""
"(1a) inadequately completed","2018","16-34 Jahre alt","Sachsen","40","0.015457385373076","0.00338310708153897","0.0275316636646131"
"(1a) inadequately completed","2018","16-34 Jahre alt","Sachsen-Anhalt","","","",""
"(1a) inadequately completed","2018","16-34 Jahre alt","Thueringen","30","0.0244823823128214","0.00547704294275654","0.0434877216828862"
"(1a) inadequately completed","2018","35-65 Jahre alt","Schleswig-Holstein","54","0.0138343477049222","0.00443332668293857","0.0232353687269058"
"(1a) inadequately completed","2018","35-65 Jahre alt","Hamburg","","","",""
"(1a) inadequately completed","2018","35-65 Jahre alt","Niedersachsen","166","0.0297842426779913","0.0215570132239792","0.0380114721320035"
"(1a) inadequately completed","2018","35-65 Jahre alt","Bremen","32","0.123836439556117","0.0714711970585202","0.176201682053713"
"(1a) inadequately completed","2018","35-65 Jahre alt","Nordrhein-Westfalen","263","0.0416976235129528","0.0349764773773348","0.0484187696485707"
"(1a) inadequately completed","2018","35-65 Jahre alt","Hessen","120","0.0472498003812591","0.0352552114040786","0.0592443893584396"
"(1a) inadequately completed","2018","35-65 Jahre alt","Rheinland-Pfalz,Saarland","40","0.00685201968080994","0.0010215813806663","0.0126824579809536"
"(1a) inadequately completed","2018","35-65 Jahre alt","Baden-Wuerttemberg","102","0.0139870028260801","0.00851292948404818","0.019461076168112"
"(1a) inadequately completed","2018","35-65 Jahre alt","Bayern","106","0.0181476216305917","0.0128812867799667","0.0234139564812166"
"(1a) inadequately completed","2018","35-65 Jahre alt","Saarland","","","",""
"(1a) inadequately completed","2018","35-65 Jahre alt","Berlin","43","0.0474977363910764","0.0305628907059902","0.0644325820761625"
"(1a) inadequately completed","2018","35-65 Jahre alt","Brandenburg","","","",""
"(1a) inadequately completed","2018","35-65 Jahre alt","Mecklenburg-Vorpommern","","","",""
"(1a) inadequately completed","2018","35-65 Jahre alt","Sachsen","35","0.00634353222388551","0.00133173742481084","0.0113553270229602"
"(1a) inadequately completed","2018","35-65 Jahre alt","Sachsen-Anhalt","32","0.0270167826783413","0.0138559519615502","0.0401776133951324"
"(1a) inadequately completed","2018","35-65 Jahre alt","Thueringen","","","",""
"(1a) inadequately completed","2018","66 und älter","Schleswig-Holstein","","","",""
"(1a) inadequately completed","2018","66 und älter","Hamburg","","","",""
"(1a) inadequately completed","2018","66 und älter","Niedersachsen","","","",""
"(1a) inadequately completed","2018","66 und älter","Bremen","","","",""
"(1a) inadequately completed","2018","66 und älter","Nordrhein-Westfalen","","","",""
"(1a) inadequately completed","2018","66 und älter","Hessen","","","",""
"(1a) inadequately completed","2018","66 und älter","Rheinland-Pfalz,Saarland","","","",""
"(1a) inadequately completed","2018","66 und älter","Baden-Wuerttemberg","","","",""
"(1a) inadequately completed","2018","66 und älter","Bayern","","","",""
"(1a) inadequately completed","2018","66 und älter","Saarland","","","",""
"(1a) inadequately completed","2018","66 und älter","Berlin","","","",""
"(1a) inadequately completed","2018","66 und älter","Brandenburg","","","",""
"(1a) inadequately completed","2018","66 und älter","Mecklenburg-Vorpommern","","","",""
"(1a) inadequately completed","2018","66 und älter","Sachsen","","","",""
"(1a) inadequately completed","2018","66 und älter","Sachsen-Anhalt","","","",""
"(1a) inadequately completed","2018","66 und älter","Thueringen","","","",""
"(1b) general elementary school","2018","16-34 Jahre alt","Schleswig-Holstein","43","0.0818461021658043","0.052134165781562","0.111558038550047"
"(1b) general elementary school","2018","16-34 Jahre alt","Hamburg","","","",""
"(1b) general elementary school","2018","16-34 Jahre alt","Niedersachsen","152","0.102924954650438","0.0833958943337232","0.122454014967152"
"(1b) general elementary school","2018","16-34 Jahre alt","Bremen","","","",""
"(1b) general elementary school","2018","16-34 Jahre alt","Nordrhein-Westfalen","244","0.101545420820128","0.0877442028610895","0.115346638779166"
"(1b) general elementary school","2018","16-34 Jahre alt","Hessen","94","0.0989410408658665","0.0766138253484597","0.121268256383273"
"(1b) general elementary school","2018","16-34 Jahre alt","Rheinland-Pfalz,Saarland","77","0.147766145062825","0.11349991345025","0.1820323766754"
"(1b) general elementary school","2018","16-34 Jahre alt","Baden-Wuerttemberg","115","0.0788727476884937","0.0613601449590067","0.0963853504179808"
"(1b) general elementary school","2018","16-34 Jahre alt","Bayern","128","0.0756358437610605","0.0601572799797955","0.0911144075423256"
"(1b) general elementary school","2018","16-34 Jahre alt","Saarland","","","",""
"(1b) general elementary school","2018","16-34 Jahre alt","Berlin","35","0.0675844904915361","0.0409405062593531","0.094228474723719"
"(1b) general elementary school","2018","16-34 Jahre alt","Brandenburg","","","",""
"(1b) general elementary school","2018","16-34 Jahre alt","Mecklenburg-Vorpommern","","","",""
"(1b) general elementary school","2018","16-34 Jahre alt","Sachsen","47","0.05136934408233","0.0297632385754786","0.0729754495891814"
"(1b) general elementary school","2018","16-34 Jahre alt","Sachsen-Anhalt","","","",""
"(1b) general elementary school","2018","16-34 Jahre alt","Thueringen","38","0.0821139962606765","0.0483515270768357","0.115876465444517"
"(1b) general elementary school","2018","35-65 Jahre alt","Schleswig-Holstein","50","0.0740722055634331","0.0529938394794675","0.0951505716473988"
"(1b) general elementary school","2018","35-65 Jahre alt","Hamburg","","","",""
"(1b) general elementary school","2018","35-65 Jahre alt","Niedersachsen","144","0.0700327565899507","0.0576815153774166","0.0823839978024848"
"(1b) general elementary school","2018","35-65 Jahre alt","Bremen","","","",""
"(1b) general elementary school","2018","35-65 Jahre alt","Nordrhein-Westfalen","308","0.0809840598771064","0.0718113491369737","0.0901567706172392"
"(1b) general elementary school","2018","35-65 Jahre alt","Hessen","104","0.0672581153191627","0.0530985818779203","0.0814176487604052"
"(1b) general elementary school","2018","35-65 Jahre alt","Rheinland-Pfalz,Saarland","94","0.0885095543704485","0.0684345310461447","0.108584577694752"
"(1b) general elementary school","2018","35-65 Jahre alt","Baden-Wuerttemberg","128","0.0722153503111977","0.0601498506098909","0.0842808500125045"
"(1b) general elementary school","2018","35-65 Jahre alt","Bayern","164","0.0621892718209448","0.0526615109756363","0.0717170326662533"
"(1b) general elementary school","2018","35-65 Jahre alt","Saarland","","","",""
"(1b) general elementary school","2018","35-65 Jahre alt","Berlin","39","0.0304994191278196","0.0168085316908127","0.0441903065648265"
"(1b) general elementary school","2018","35-65 Jahre alt","Brandenburg","39","0.0504179663276243","0.0336228429077795","0.067213089747469"
"(1b) general elementary school","2018","35-65 Jahre alt","Mecklenburg-Vorpommern","","","",""
"(1b) general elementary school","2018","35-65 Jahre alt","Sachsen","","","",""
"(1b) general elementary school","2018","35-65 Jahre alt","Sachsen-Anhalt","","","",""
"(1b) general elementary school","2018","35-65 Jahre alt","Thueringen","","","",""
"(1b) general elementary school","2018","66 und älter","Schleswig-Holstein","","","",""
"(1b) general elementary school","2018","66 und älter","Hamburg","","","",""
"(1b) general elementary school","2018","66 und älter","Niedersachsen","63","0.144513747918062","0.112793381802888","0.176234114033237"
"(1b) general elementary school","2018","66 und älter","Bremen","","","",""
"(1b) general elementary school","2018","66 und älter","Nordrhein-Westfalen","95","0.118546810048096","0.0979040767011944","0.139189543394999"
"(1b) general elementary school","2018","66 und älter","Hessen","32","0.140410810660495","0.0996454081130006","0.181176213207989"
"(1b) general elementary school","2018","66 und älter","Rheinland-Pfalz,Saarland","44","0.191223193248933","0.142954823801065","0.2394915626968"
"(1b) general elementary school","2018","66 und älter","Baden-Wuerttemberg","71","0.167343883689255","0.135683569333064","0.199004198045447"
"(1b) general elementary school","2018","66 und älter","Bayern","91","0.149147937862396","0.124431703773581","0.173864171951211"
"(1b) general elementary school","2018","66 und älter","Saarland","","","",""
"(1b) general elementary school","2018","66 und älter","Berlin","","","",""
"(1b) general elementary school","2018","66 und älter","Brandenburg","","","",""
"(1b) general elementary school","2018","66 und älter","Mecklenburg-Vorpommern","","","",""
"(1b) general elementary school","2018","66 und älter","Sachsen","","","",""
"(1b) general elementary school","2018","66 und älter","Sachsen-Anhalt","","","",""
"(1b) general elementary school","2018","66 und älter","Thueringen","","","",""
"(1c) basic vocational qualification","2018","16-34 Jahre alt","Schleswig-Holstein","","","",""
"(1c) basic vocational qualification","2018","16-34 Jahre alt","Hamburg","","","",""
"(1c) basic vocational qualification","2018","16-34 Jahre alt","Niedersachsen","40","0.0476899254185027","0.0339934403694068","0.0613864104675986"
"(1c) basic vocational qualification","2018","16-34 Jahre alt","Bremen","","","",""
"(1c) basic vocational qualification","2018","16-34 Jahre alt","Nordrhein-Westfalen","68","0.0454292087654727","0.035914163983844","0.0549442535471014"
"(1c) basic vocational qualification","2018","16-34 Jahre alt","Hessen","","","",""
"(1c) basic vocational qualification","2018","16-34 Jahre alt","Rheinland-Pfalz,Saarland","33","0.134129858531311","0.10122283527366","0.167036881788963"
"(1c) basic vocational qualification","2018","16-34 Jahre alt","Baden-Wuerttemberg","62","0.116725586218741","0.0958634752176625","0.137587697219819"
"(1c) basic vocational qualification","2018","16-34 Jahre alt","Bayern","104","0.128275885641638","0.108700635264717","0.147851136018559"
"(1c) basic vocational qualification","2018","16-34 Jahre alt","Saarland","","","",""
"(1c) basic vocational qualification","2018","16-34 Jahre alt","Berlin","","","",""
"(1c) basic vocational qualification","2018","16-34 Jahre alt","Brandenburg","","","",""
"(1c) basic vocational qualification","2018","16-34 Jahre alt","Mecklenburg-Vorpommern","","","",""
"(1c) basic vocational qualification","2018","16-34 Jahre alt","Sachsen","","","",""
"(1c) basic vocational qualification","2018","16-34 Jahre alt","Sachsen-Anhalt","","","",""
"(1c) basic vocational qualification","2018","16-34 Jahre alt","Thueringen","","","",""
