"pgcasmin","year","bildungsniveau","bula_h","n","percent","lower_confidence","upper_confidence"
"(2b) intermediate general qualification","2013","(noch) kein Abschluss","Sachsen","","","",""
"(2b) intermediate general qualification","2013","(noch) kein Abschluss","Sachsen-Anhalt","","","",""
"(2b) intermediate general qualification","2013","(noch) kein Abschluss","Thueringen","","","",""
"(2b) intermediate general qualification","2013","Hauptschulabschluss","Schleswig-Holstein","","","",""
"(2b) intermediate general qualification","2013","Hauptschulabschluss","Hamburg","","","",""
"(2b) intermediate general qualification","2013","Hauptschulabschluss","Niedersachsen","","","",""
"(2b) intermediate general qualification","2013","Hauptschulabschluss","Bremen","","","",""
"(2b) intermediate general qualification","2013","Hauptschulabschluss","Nordrhein-Westfalen","","","",""
"(2b) intermediate general qualification","2013","Hauptschulabschluss","Hessen","","","",""
"(2b) intermediate general qualification","2013","Hauptschulabschluss","Rheinland-Pfalz,Saarland","","","",""
"(2b) intermediate general qualification","2013","Hauptschulabschluss","Baden-Wuerttemberg","","","",""
"(2b) intermediate general qualification","2013","Hauptschulabschluss","Bayern","","","",""
"(2b) intermediate general qualification","2013","Hauptschulabschluss","Saarland","","","",""
"(2b) intermediate general qualification","2013","Hauptschulabschluss","Berlin","","","",""
"(2b) intermediate general qualification","2013","Hauptschulabschluss","Brandenburg","","","",""
"(2b) intermediate general qualification","2013","Hauptschulabschluss","Mecklenburg-Vorpommern","","","",""
"(2b) intermediate general qualification","2013","Hauptschulabschluss","Sachsen","","","",""
"(2b) intermediate general qualification","2013","Hauptschulabschluss","Sachsen-Anhalt","","","",""
"(2b) intermediate general qualification","2013","Hauptschulabschluss","Thueringen","","","",""
"(2b) intermediate general qualification","2013","Realschulabschluss","Schleswig-Holstein","43","0.104911667358128","0.0698236262131286","0.139999708503127"
"(2b) intermediate general qualification","2013","Realschulabschluss","Hamburg","","","",""
"(2b) intermediate general qualification","2013","Realschulabschluss","Niedersachsen","131","0.125403850002184","0.102818996235098","0.14798870376927"
"(2b) intermediate general qualification","2013","Realschulabschluss","Bremen","","","",""
"(2b) intermediate general qualification","2013","Realschulabschluss","Nordrhein-Westfalen","245","0.183580344947072","0.162075652691988","0.205085037202156"
"(2b) intermediate general qualification","2013","Realschulabschluss","Hessen","67","0.109021843955633","0.0807548295204797","0.137288858390786"
"(2b) intermediate general qualification","2013","Realschulabschluss","Rheinland-Pfalz,Saarland","41","0.13461174269053","0.0958603842666073","0.173363101114452"
"(2b) intermediate general qualification","2013","Realschulabschluss","Baden-Wuerttemberg","137","0.130380557244595","0.108406216267214","0.152354898221976"
"(2b) intermediate general qualification","2013","Realschulabschluss","Bayern","129","0.112865267244491","0.0942503311246867","0.131480203364296"
"(2b) intermediate general qualification","2013","Realschulabschluss","Saarland","","","",""
"(2b) intermediate general qualification","2013","Realschulabschluss","Berlin","38","0.0926983632700345","0.0596603353622935","0.125736391177776"
"(2b) intermediate general qualification","2013","Realschulabschluss","Brandenburg","40","0.0981161355152657","0.0685551562996068","0.127677114730925"
"(2b) intermediate general qualification","2013","Realschulabschluss","Mecklenburg-Vorpommern","","","",""
"(2b) intermediate general qualification","2013","Realschulabschluss","Sachsen","45","0.062734106546172","0.0453800613284056","0.0800881517639385"
"(2b) intermediate general qualification","2013","Realschulabschluss","Sachsen-Anhalt","33","0.0561377760012266","0.0340708492126304","0.0782047027898227"
"(2b) intermediate general qualification","2013","Realschulabschluss","Thueringen","","","",""
"(2b) intermediate general qualification","2013","(Fach-)Abitur","Schleswig-Holstein","","","",""
"(2b) intermediate general qualification","2013","(Fach-)Abitur","Hamburg","","","",""
"(2b) intermediate general qualification","2013","(Fach-)Abitur","Niedersachsen","","","",""
"(2b) intermediate general qualification","2013","(Fach-)Abitur","Bremen","","","",""
"(2b) intermediate general qualification","2013","(Fach-)Abitur","Nordrhein-Westfalen","","","",""
"(2b) intermediate general qualification","2013","(Fach-)Abitur","Hessen","","","",""
"(2b) intermediate general qualification","2013","(Fach-)Abitur","Rheinland-Pfalz,Saarland","","","",""
"(2b) intermediate general qualification","2013","(Fach-)Abitur","Baden-Wuerttemberg","","","",""
"(2b) intermediate general qualification","2013","(Fach-)Abitur","Bayern","","","",""
"(2b) intermediate general qualification","2013","(Fach-)Abitur","Saarland","","","",""
"(2b) intermediate general qualification","2013","(Fach-)Abitur","Berlin","","","",""
"(2b) intermediate general qualification","2013","(Fach-)Abitur","Brandenburg","","","",""
"(2b) intermediate general qualification","2013","(Fach-)Abitur","Mecklenburg-Vorpommern","","","",""
"(2b) intermediate general qualification","2013","(Fach-)Abitur","Sachsen","","","",""
"(2b) intermediate general qualification","2013","(Fach-)Abitur","Sachsen-Anhalt","","","",""
"(2b) intermediate general qualification","2013","(Fach-)Abitur","Thueringen","","","",""
"(2b) intermediate general qualification","2013","AkademikerInnen","Schleswig-Holstein","","","",""
"(2b) intermediate general qualification","2013","AkademikerInnen","Hamburg","","","",""
"(2b) intermediate general qualification","2013","AkademikerInnen","Niedersachsen","","","",""
"(2b) intermediate general qualification","2013","AkademikerInnen","Bremen","","","",""
"(2b) intermediate general qualification","2013","AkademikerInnen","Nordrhein-Westfalen","","","",""
"(2b) intermediate general qualification","2013","AkademikerInnen","Hessen","","","",""
"(2b) intermediate general qualification","2013","AkademikerInnen","Rheinland-Pfalz,Saarland","","","",""
"(2b) intermediate general qualification","2013","AkademikerInnen","Baden-Wuerttemberg","","","",""
"(2b) intermediate general qualification","2013","AkademikerInnen","Bayern","","","",""
"(2b) intermediate general qualification","2013","AkademikerInnen","Saarland","","","",""
"(2b) intermediate general qualification","2013","AkademikerInnen","Berlin","","","",""
"(2b) intermediate general qualification","2013","AkademikerInnen","Brandenburg","","","",""
"(2b) intermediate general qualification","2013","AkademikerInnen","Mecklenburg-Vorpommern","","","",""
"(2b) intermediate general qualification","2013","AkademikerInnen","Sachsen","","","",""
"(2b) intermediate general qualification","2013","AkademikerInnen","Sachsen-Anhalt","","","",""
"(2b) intermediate general qualification","2013","AkademikerInnen","Thueringen","","","",""
"(2a) intermediate vocational","2013","(noch) kein Abschluss","Schleswig-Holstein","","","",""
"(2a) intermediate vocational","2013","(noch) kein Abschluss","Hamburg","","","",""
"(2a) intermediate vocational","2013","(noch) kein Abschluss","Niedersachsen","","","",""
"(2a) intermediate vocational","2013","(noch) kein Abschluss","Bremen","","","",""
"(2a) intermediate vocational","2013","(noch) kein Abschluss","Nordrhein-Westfalen","","","",""
"(2a) intermediate vocational","2013","(noch) kein Abschluss","Hessen","","","",""
"(2a) intermediate vocational","2013","(noch) kein Abschluss","Rheinland-Pfalz,Saarland","","","",""
"(2a) intermediate vocational","2013","(noch) kein Abschluss","Baden-Wuerttemberg","","","",""
"(2a) intermediate vocational","2013","(noch) kein Abschluss","Bayern","","","",""
"(2a) intermediate vocational","2013","(noch) kein Abschluss","Saarland","","","",""
"(2a) intermediate vocational","2013","(noch) kein Abschluss","Berlin","","","",""
"(2a) intermediate vocational","2013","(noch) kein Abschluss","Brandenburg","","","",""
"(2a) intermediate vocational","2013","(noch) kein Abschluss","Mecklenburg-Vorpommern","","","",""
"(2a) intermediate vocational","2013","(noch) kein Abschluss","Sachsen","","","",""
"(2a) intermediate vocational","2013","(noch) kein Abschluss","Sachsen-Anhalt","","","",""
"(2a) intermediate vocational","2013","(noch) kein Abschluss","Thueringen","","","",""
"(2a) intermediate vocational","2013","Hauptschulabschluss","Schleswig-Holstein","","","",""
"(2a) intermediate vocational","2013","Hauptschulabschluss","Hamburg","","","",""
"(2a) intermediate vocational","2013","Hauptschulabschluss","Niedersachsen","","","",""
"(2a) intermediate vocational","2013","Hauptschulabschluss","Bremen","","","",""
"(2a) intermediate vocational","2013","Hauptschulabschluss","Nordrhein-Westfalen","","","",""
"(2a) intermediate vocational","2013","Hauptschulabschluss","Hessen","","","",""
"(2a) intermediate vocational","2013","Hauptschulabschluss","Rheinland-Pfalz,Saarland","","","",""
"(2a) intermediate vocational","2013","Hauptschulabschluss","Baden-Wuerttemberg","","","",""
"(2a) intermediate vocational","2013","Hauptschulabschluss","Bayern","","","",""
"(2a) intermediate vocational","2013","Hauptschulabschluss","Saarland","","","",""
"(2a) intermediate vocational","2013","Hauptschulabschluss","Berlin","","","",""
"(2a) intermediate vocational","2013","Hauptschulabschluss","Brandenburg","","","",""
"(2a) intermediate vocational","2013","Hauptschulabschluss","Mecklenburg-Vorpommern","","","",""
"(2a) intermediate vocational","2013","Hauptschulabschluss","Sachsen","","","",""
"(2a) intermediate vocational","2013","Hauptschulabschluss","Sachsen-Anhalt","","","",""
"(2a) intermediate vocational","2013","Hauptschulabschluss","Thueringen","","","",""
"(2a) intermediate vocational","2013","Realschulabschluss","Schleswig-Holstein","250","0.895088332641872","0.860000291496873","0.930176373786871"
"(2a) intermediate vocational","2013","Realschulabschluss","Hamburg","98","0.875246714734238","0.814588879706999","0.935904549761477"
"(2a) intermediate vocational","2013","Realschulabschluss","Niedersachsen","695","0.874596149997816","0.85201129623073","0.897181003764902"
"(2a) intermediate vocational","2013","Realschulabschluss","Bremen","43","0.891016890424093","0.805493370103908","0.976540410744279"
"(2a) intermediate vocational","2013","Realschulabschluss","Nordrhein-Westfalen","1000","0.816419655052928","0.794914962797844","0.837924347308012"
"(2a) intermediate vocational","2013","Realschulabschluss","Hessen","400","0.890978156044367","0.862711141609214","0.91924517047952"
"(2a) intermediate vocational","2013","Realschulabschluss","Rheinland-Pfalz,Saarland","257","0.86538825730947","0.826636898885548","0.904139615733393"
"(2a) intermediate vocational","2013","Realschulabschluss","Baden-Wuerttemberg","765","0.869619442755405","0.847645101778024","0.891593783732786"
"(2a) intermediate vocational","2013","Realschulabschluss","Bayern","981","0.887134732755509","0.868519796635704","0.905749668875313"
"(2a) intermediate vocational","2013","Realschulabschluss","Saarland","34","0.698928977438401","0.563387331584382","0.83447062329242"
"(2a) intermediate vocational","2013","Realschulabschluss","Berlin","258","0.907301636729965","0.874263608822224","0.940339664637706"
"(2a) intermediate vocational","2013","Realschulabschluss","Brandenburg","349","0.901883864484734","0.872322885269075","0.931444843700393"
"(2a) intermediate vocational","2013","Realschulabschluss","Mecklenburg-Vorpommern","238","0.990137135531823","0.977838088625164","1.00243618243848"
"(2a) intermediate vocational","2013","Realschulabschluss","Sachsen","705","0.937265893453828","0.919911848236062","0.954619938671595"
"(2a) intermediate vocational","2013","Realschulabschluss","Sachsen-Anhalt","385","0.943862223998774","0.921795297210177","0.96592915078737"
"(2a) intermediate vocational","2013","Realschulabschluss","Thueringen","396","0.971614663146555","0.955732212948384","0.987497113344726"
"(2a) intermediate vocational","2013","(Fach-)Abitur","Schleswig-Holstein","","","",""
"(2a) intermediate vocational","2013","(Fach-)Abitur","Hamburg","","","",""
"(2a) intermediate vocational","2013","(Fach-)Abitur","Niedersachsen","","","",""
"(2a) intermediate vocational","2013","(Fach-)Abitur","Bremen","","","",""
"(2a) intermediate vocational","2013","(Fach-)Abitur","Nordrhein-Westfalen","","","",""
"(2a) intermediate vocational","2013","(Fach-)Abitur","Hessen","","","",""
"(2a) intermediate vocational","2013","(Fach-)Abitur","Rheinland-Pfalz,Saarland","","","",""
"(2a) intermediate vocational","2013","(Fach-)Abitur","Baden-Wuerttemberg","","","",""
"(2a) intermediate vocational","2013","(Fach-)Abitur","Bayern","","","",""
"(2a) intermediate vocational","2013","(Fach-)Abitur","Saarland","","","",""
"(2a) intermediate vocational","2013","(Fach-)Abitur","Berlin","","","",""
"(2a) intermediate vocational","2013","(Fach-)Abitur","Brandenburg","","","",""
"(2a) intermediate vocational","2013","(Fach-)Abitur","Mecklenburg-Vorpommern","","","",""
"(2a) intermediate vocational","2013","(Fach-)Abitur","Sachsen","","","",""
"(2a) intermediate vocational","2013","(Fach-)Abitur","Sachsen-Anhalt","","","",""
"(2a) intermediate vocational","2013","(Fach-)Abitur","Thueringen","","","",""
"(2a) intermediate vocational","2013","AkademikerInnen","Schleswig-Holstein","","","",""
"(2a) intermediate vocational","2013","AkademikerInnen","Hamburg","","","",""
"(2a) intermediate vocational","2013","AkademikerInnen","Niedersachsen","","","",""
"(2a) intermediate vocational","2013","AkademikerInnen","Bremen","","","",""
"(2a) intermediate vocational","2013","AkademikerInnen","Nordrhein-Westfalen","","","",""
"(2a) intermediate vocational","2013","AkademikerInnen","Hessen","","","",""
"(2a) intermediate vocational","2013","AkademikerInnen","Rheinland-Pfalz,Saarland","","","",""
"(2a) intermediate vocational","2013","AkademikerInnen","Baden-Wuerttemberg","","","",""
"(2a) intermediate vocational","2013","AkademikerInnen","Bayern","","","",""
"(2a) intermediate vocational","2013","AkademikerInnen","Saarland","","","",""
"(2a) intermediate vocational","2013","AkademikerInnen","Berlin","","","",""
"(2a) intermediate vocational","2013","AkademikerInnen","Brandenburg","","","",""
"(2a) intermediate vocational","2013","AkademikerInnen","Mecklenburg-Vorpommern","","","",""
"(2a) intermediate vocational","2013","AkademikerInnen","Sachsen","","","",""
"(2a) intermediate vocational","2013","AkademikerInnen","Sachsen-Anhalt","","","",""
"(2a) intermediate vocational","2013","AkademikerInnen","Thueringen","","","",""
"(2c_gen) general maturity certificate","2013","(noch) kein Abschluss","Schleswig-Holstein","","","",""
"(2c_gen) general maturity certificate","2013","(noch) kein Abschluss","Hamburg","","","",""
"(2c_gen) general maturity certificate","2013","(noch) kein Abschluss","Niedersachsen","","","",""
"(2c_gen) general maturity certificate","2013","(noch) kein Abschluss","Bremen","","","",""
"(2c_gen) general maturity certificate","2013","(noch) kein Abschluss","Nordrhein-Westfalen","","","",""
"(2c_gen) general maturity certificate","2013","(noch) kein Abschluss","Hessen","","","",""
"(2c_gen) general maturity certificate","2013","(noch) kein Abschluss","Rheinland-Pfalz,Saarland","","","",""
"(2c_gen) general maturity certificate","2013","(noch) kein Abschluss","Baden-Wuerttemberg","","","",""
"(2c_gen) general maturity certificate","2013","(noch) kein Abschluss","Bayern","","","",""
"(2c_gen) general maturity certificate","2013","(noch) kein Abschluss","Saarland","","","",""
"(2c_gen) general maturity certificate","2013","(noch) kein Abschluss","Berlin","","","",""
"(2c_gen) general maturity certificate","2013","(noch) kein Abschluss","Brandenburg","","","",""
"(2c_gen) general maturity certificate","2013","(noch) kein Abschluss","Mecklenburg-Vorpommern","","","",""
"(2c_gen) general maturity certificate","2013","(noch) kein Abschluss","Sachsen","","","",""
"(2c_gen) general maturity certificate","2013","(noch) kein Abschluss","Sachsen-Anhalt","","","",""
"(2c_gen) general maturity certificate","2013","(noch) kein Abschluss","Thueringen","","","",""
"(2c_gen) general maturity certificate","2013","Hauptschulabschluss","Schleswig-Holstein","","","",""
"(2c_gen) general maturity certificate","2013","Hauptschulabschluss","Hamburg","","","",""
"(2c_gen) general maturity certificate","2013","Hauptschulabschluss","Niedersachsen","","","",""
"(2c_gen) general maturity certificate","2013","Hauptschulabschluss","Bremen","","","",""
"(2c_gen) general maturity certificate","2013","Hauptschulabschluss","Nordrhein-Westfalen","","","",""
"(2c_gen) general maturity certificate","2013","Hauptschulabschluss","Hessen","","","",""
"(2c_gen) general maturity certificate","2013","Hauptschulabschluss","Rheinland-Pfalz,Saarland","","","",""
"(2c_gen) general maturity certificate","2013","Hauptschulabschluss","Baden-Wuerttemberg","","","",""
"(2c_gen) general maturity certificate","2013","Hauptschulabschluss","Bayern","","","",""
"(2c_gen) general maturity certificate","2013","Hauptschulabschluss","Saarland","","","",""
"(2c_gen) general maturity certificate","2013","Hauptschulabschluss","Berlin","","","",""
"(2c_gen) general maturity certificate","2013","Hauptschulabschluss","Brandenburg","","","",""
"(2c_gen) general maturity certificate","2013","Hauptschulabschluss","Mecklenburg-Vorpommern","","","",""
"(2c_gen) general maturity certificate","2013","Hauptschulabschluss","Sachsen","","","",""
"(2c_gen) general maturity certificate","2013","Hauptschulabschluss","Sachsen-Anhalt","","","",""
"(2c_gen) general maturity certificate","2013","Hauptschulabschluss","Thueringen","","","",""
"(2c_gen) general maturity certificate","2013","Realschulabschluss","Schleswig-Holstein","","","",""
"(2c_gen) general maturity certificate","2013","Realschulabschluss","Hamburg","","","",""
"(2c_gen) general maturity certificate","2013","Realschulabschluss","Niedersachsen","","","",""
"(2c_gen) general maturity certificate","2013","Realschulabschluss","Bremen","","","",""
"(2c_gen) general maturity certificate","2013","Realschulabschluss","Nordrhein-Westfalen","","","",""
"(2c_gen) general maturity certificate","2013","Realschulabschluss","Hessen","","","",""
"(2c_gen) general maturity certificate","2013","Realschulabschluss","Rheinland-Pfalz,Saarland","","","",""
"(2c_gen) general maturity certificate","2013","Realschulabschluss","Baden-Wuerttemberg","","","",""
"(2c_gen) general maturity certificate","2013","Realschulabschluss","Bayern","","","",""
"(2c_gen) general maturity certificate","2013","Realschulabschluss","Saarland","","","",""
"(2c_gen) general maturity certificate","2013","Realschulabschluss","Berlin","","","",""
"(2c_gen) general maturity certificate","2013","Realschulabschluss","Brandenburg","","","",""
"(2c_gen) general maturity certificate","2013","Realschulabschluss","Mecklenburg-Vorpommern","","","",""
"(2c_gen) general maturity certificate","2013","Realschulabschluss","Sachsen","","","",""
"(2c_gen) general maturity certificate","2013","Realschulabschluss","Sachsen-Anhalt","","","",""
"(2c_gen) general maturity certificate","2013","Realschulabschluss","Thueringen","","","",""
"(2c_gen) general maturity certificate","2013","(Fach-)Abitur","Schleswig-Holstein","45","0.283829230122793","0.21440238363902","0.353256076606565"
"(2c_gen) general maturity certificate","2013","(Fach-)Abitur","Hamburg","48","0.356198839288276","0.267112989051687","0.445284689524864"
"(2c_gen) general maturity certificate","2013","(Fach-)Abitur","Niedersachsen","144","0.382820826291792","0.33381975210631","0.431821900477274"
"(2c_gen) general maturity certificate","2013","(Fach-)Abitur","Bremen","","","",""
"(2c_gen) general maturity certificate","2013","(Fach-)Abitur","Nordrhein-Westfalen","413","0.317202850157496","0.291131004746908","0.343274695568084"
"(2c_gen) general maturity certificate","2013","(Fach-)Abitur","Hessen","157","0.406443785402051","0.358006397453756","0.454881173350346"
"(2c_gen) general maturity certificate","2013","(Fach-)Abitur","Rheinland-Pfalz,Saarland","93","0.418550066837935","0.354795097195905","0.482305036479965"
"(2c_gen) general maturity certificate","2013","(Fach-)Abitur","Baden-Wuerttemberg","198","0.355552951632956","0.315977516663676","0.395128386602236"
"(2c_gen) general maturity certificate","2013","(Fach-)Abitur","Bayern","254","0.385883970988381","0.348857046758336","0.422910895218425"
"(2c_gen) general maturity certificate","2013","(Fach-)Abitur","Saarland","","","",""
"(2c_gen) general maturity certificate","2013","(Fach-)Abitur","Berlin","88","0.539614151691422","0.467790931145294","0.611437372237549"
"(2c_gen) general maturity certificate","2013","(Fach-)Abitur","Brandenburg","31","0.176033823091635","0.111789618034243","0.240278028149027"
"(2c_gen) general maturity certificate","2013","(Fach-)Abitur","Mecklenburg-Vorpommern","","","",""
"(2c_gen) general maturity certificate","2013","(Fach-)Abitur","Sachsen","45","0.318285807138576","0.243239895472323","0.393331718804828"
"(2c_gen) general maturity certificate","2013","(Fach-)Abitur","Sachsen-Anhalt","","","",""
"(2c_gen) general maturity certificate","2013","(Fach-)Abitur","Thueringen","","","",""
"(2c_gen) general maturity certificate","2013","AkademikerInnen","Schleswig-Holstein","","","",""
"(2c_gen) general maturity certificate","2013","AkademikerInnen","Hamburg","","","",""
"(2c_gen) general maturity certificate","2013","AkademikerInnen","Niedersachsen","","","",""
"(2c_gen) general maturity certificate","2013","AkademikerInnen","Bremen","","","",""
"(2c_gen) general maturity certificate","2013","AkademikerInnen","Nordrhein-Westfalen","","","",""
"(2c_gen) general maturity certificate","2013","AkademikerInnen","Hessen","","","",""
"(2c_gen) general maturity certificate","2013","AkademikerInnen","Rheinland-Pfalz,Saarland","","","",""
"(2c_gen) general maturity certificate","2013","AkademikerInnen","Baden-Wuerttemberg","","","",""
"(2c_gen) general maturity certificate","2013","AkademikerInnen","Bayern","","","",""
"(2c_gen) general maturity certificate","2013","AkademikerInnen","Saarland","","","",""
"(2c_gen) general maturity certificate","2013","AkademikerInnen","Berlin","","","",""
"(2c_gen) general maturity certificate","2013","AkademikerInnen","Brandenburg","","","",""
"(2c_gen) general maturity certificate","2013","AkademikerInnen","Mecklenburg-Vorpommern","","","",""
"(2c_gen) general maturity certificate","2013","AkademikerInnen","Sachsen","","","",""
"(2c_gen) general maturity certificate","2013","AkademikerInnen","Sachsen-Anhalt","","","",""
"(2c_gen) general maturity certificate","2013","AkademikerInnen","Thueringen","","","",""
"(2c_voc) vocational maturity certificate","2013","(noch) kein Abschluss","Schleswig-Holstein","","","",""
"(2c_voc) vocational maturity certificate","2013","(noch) kein Abschluss","Hamburg","","","",""
"(2c_voc) vocational maturity certificate","2013","(noch) kein Abschluss","Niedersachsen","","","",""
"(2c_voc) vocational maturity certificate","2013","(noch) kein Abschluss","Bremen","","","",""
"(2c_voc) vocational maturity certificate","2013","(noch) kein Abschluss","Nordrhein-Westfalen","","","",""
"(2c_voc) vocational maturity certificate","2013","(noch) kein Abschluss","Hessen","","","",""
"(2c_voc) vocational maturity certificate","2013","(noch) kein Abschluss","Rheinland-Pfalz,Saarland","","","",""
"(2c_voc) vocational maturity certificate","2013","(noch) kein Abschluss","Baden-Wuerttemberg","","","",""
"(2c_voc) vocational maturity certificate","2013","(noch) kein Abschluss","Bayern","","","",""
"(2c_voc) vocational maturity certificate","2013","(noch) kein Abschluss","Saarland","","","",""
"(2c_voc) vocational maturity certificate","2013","(noch) kein Abschluss","Berlin","","","",""
"(2c_voc) vocational maturity certificate","2013","(noch) kein Abschluss","Brandenburg","","","",""
"(2c_voc) vocational maturity certificate","2013","(noch) kein Abschluss","Mecklenburg-Vorpommern","","","",""
"(2c_voc) vocational maturity certificate","2013","(noch) kein Abschluss","Sachsen","","","",""
"(2c_voc) vocational maturity certificate","2013","(noch) kein Abschluss","Sachsen-Anhalt","","","",""
"(2c_voc) vocational maturity certificate","2013","(noch) kein Abschluss","Thueringen","","","",""
"(2c_voc) vocational maturity certificate","2013","Hauptschulabschluss","Schleswig-Holstein","","","",""
"(2c_voc) vocational maturity certificate","2013","Hauptschulabschluss","Hamburg","","","",""
"(2c_voc) vocational maturity certificate","2013","Hauptschulabschluss","Niedersachsen","","","",""
"(2c_voc) vocational maturity certificate","2013","Hauptschulabschluss","Bremen","","","",""
"(2c_voc) vocational maturity certificate","2013","Hauptschulabschluss","Nordrhein-Westfalen","","","",""
"(2c_voc) vocational maturity certificate","2013","Hauptschulabschluss","Hessen","","","",""
"(2c_voc) vocational maturity certificate","2013","Hauptschulabschluss","Rheinland-Pfalz,Saarland","","","",""
"(2c_voc) vocational maturity certificate","2013","Hauptschulabschluss","Baden-Wuerttemberg","","","",""
"(2c_voc) vocational maturity certificate","2013","Hauptschulabschluss","Bayern","","","",""
"(2c_voc) vocational maturity certificate","2013","Hauptschulabschluss","Saarland","","","",""
"(2c_voc) vocational maturity certificate","2013","Hauptschulabschluss","Berlin","","","",""
"(2c_voc) vocational maturity certificate","2013","Hauptschulabschluss","Brandenburg","","","",""
"(2c_voc) vocational maturity certificate","2013","Hauptschulabschluss","Mecklenburg-Vorpommern","","","",""
"(2c_voc) vocational maturity certificate","2013","Hauptschulabschluss","Sachsen","","","",""
"(2c_voc) vocational maturity certificate","2013","Hauptschulabschluss","Sachsen-Anhalt","","","",""
"(2c_voc) vocational maturity certificate","2013","Hauptschulabschluss","Thueringen","","","",""
"(2c_voc) vocational maturity certificate","2013","Realschulabschluss","Schleswig-Holstein","","","",""
"(2c_voc) vocational maturity certificate","2013","Realschulabschluss","Hamburg","","","",""
"(2c_voc) vocational maturity certificate","2013","Realschulabschluss","Niedersachsen","","","",""
"(2c_voc) vocational maturity certificate","2013","Realschulabschluss","Bremen","","","",""
"(2c_voc) vocational maturity certificate","2013","Realschulabschluss","Nordrhein-Westfalen","","","",""
"(2c_voc) vocational maturity certificate","2013","Realschulabschluss","Hessen","","","",""
"(2c_voc) vocational maturity certificate","2013","Realschulabschluss","Rheinland-Pfalz,Saarland","","","",""
"(2c_voc) vocational maturity certificate","2013","Realschulabschluss","Baden-Wuerttemberg","","","",""
"(2c_voc) vocational maturity certificate","2013","Realschulabschluss","Bayern","","","",""
"(2c_voc) vocational maturity certificate","2013","Realschulabschluss","Saarland","","","",""
"(2c_voc) vocational maturity certificate","2013","Realschulabschluss","Berlin","","","",""
"(2c_voc) vocational maturity certificate","2013","Realschulabschluss","Brandenburg","","","",""
"(2c_voc) vocational maturity certificate","2013","Realschulabschluss","Mecklenburg-Vorpommern","","","",""
"(2c_voc) vocational maturity certificate","2013","Realschulabschluss","Sachsen","","","",""
"(2c_voc) vocational maturity certificate","2013","Realschulabschluss","Sachsen-Anhalt","","","",""
"(2c_voc) vocational maturity certificate","2013","Realschulabschluss","Thueringen","","","",""
"(2c_voc) vocational maturity certificate","2013","(Fach-)Abitur","Schleswig-Holstein","117","0.716170769877207","0.646743923393435","0.78559761636098"
"(2c_voc) vocational maturity certificate","2013","(Fach-)Abitur","Hamburg","63","0.643801160711724","0.554715310475136","0.732887010948313"
"(2c_voc) vocational maturity certificate","2013","(Fach-)Abitur","Niedersachsen","234","0.617179173708208","0.568178099522726","0.66618024789369"
"(2c_voc) vocational maturity certificate","2013","(Fach-)Abitur","Bremen","","","",""
"(2c_voc) vocational maturity certificate","2013","(Fach-)Abitur","Nordrhein-Westfalen","811","0.682797149842504","0.656725304431916","0.708868995253092"
"(2c_voc) vocational maturity certificate","2013","(Fach-)Abitur","Hessen","238","0.593556214597949","0.545118826649654","0.641993602546244"
"(2c_voc) vocational maturity certificate","2013","(Fach-)Abitur","Rheinland-Pfalz,Saarland","137","0.581449933162065","0.517694963520035","0.645204902804095"
"(2c_voc) vocational maturity certificate","2013","(Fach-)Abitur","Baden-Wuerttemberg","364","0.644447048367044","0.604871613397764","0.684022483336324"
"(2c_voc) vocational maturity certificate","2013","(Fach-)Abitur","Bayern","410","0.614116029011619","0.577089104781575","0.651142953241664"
"(2c_voc) vocational maturity certificate","2013","(Fach-)Abitur","Saarland","","","",""
"(2c_voc) vocational maturity certificate","2013","(Fach-)Abitur","Berlin","97","0.460385848308578","0.388562627762451","0.532209068854706"
"(2c_voc) vocational maturity certificate","2013","(Fach-)Abitur","Brandenburg","104","0.823966176908365","0.759721971850973","0.888210381965757"
"(2c_voc) vocational maturity certificate","2013","(Fach-)Abitur","Mecklenburg-Vorpommern","36","0.422418930074322","0.294189171455967","0.550648688692676"
"(2c_voc) vocational maturity certificate","2013","(Fach-)Abitur","Sachsen","103","0.681714192861424","0.606668281195172","0.756760104527676"
"(2c_voc) vocational maturity certificate","2013","(Fach-)Abitur","Sachsen-Anhalt","50","0.497054634114145","0.386799958859445","0.607309309368845"
"(2c_voc) vocational maturity certificate","2013","(Fach-)Abitur","Thueringen","63","0.773246811428432","0.687214188212956","0.859279434643909"
"(2c_voc) vocational maturity certificate","2013","AkademikerInnen","Schleswig-Holstein","","","",""
"(2c_voc) vocational maturity certificate","2013","AkademikerInnen","Hamburg","","","",""
"(2c_voc) vocational maturity certificate","2013","AkademikerInnen","Niedersachsen","","","",""
"(2c_voc) vocational maturity certificate","2013","AkademikerInnen","Bremen","","","",""
"(2c_voc) vocational maturity certificate","2013","AkademikerInnen","Nordrhein-Westfalen","","","",""
"(2c_voc) vocational maturity certificate","2013","AkademikerInnen","Hessen","","","",""
"(2c_voc) vocational maturity certificate","2013","AkademikerInnen","Rheinland-Pfalz,Saarland","","","",""
"(2c_voc) vocational maturity certificate","2013","AkademikerInnen","Baden-Wuerttemberg","","","",""
"(2c_voc) vocational maturity certificate","2013","AkademikerInnen","Bayern","","","",""
"(2c_voc) vocational maturity certificate","2013","AkademikerInnen","Saarland","","","",""
"(2c_voc) vocational maturity certificate","2013","AkademikerInnen","Berlin","","","",""
