"pli0165","year","bula_h","n","percent","lower_confidence","upper_confidence"
"Nie","2018","Bayern","37","0.0983598736313219","0.0657312541981026","0.130988493064541"
"Nie","2018","Berlin","","","",""
"Nie","2018","Brandenburg","","","",""
"Nie","2018","Mecklenburg-Vorpommern","","","",""
"Nie","2018","Sachsen","","","",""
"Nie","2018","Sachsen-Anhalt","","","",""
"Nie","2018","Thueringen","","","",""
"Taeglich","2019","Schleswig-Holstein","139","0.77790132295014","0.716141120956283","0.839661524943996"
"Taeglich","2019","Hamburg","33","0.711816472705044","0.589881369654379","0.833751575755708"
"Taeglich","2019","Niedersachsen","247","0.611057306047073","0.561383091527503","0.660731520566644"
"Taeglich","2019","Bremen","31","0.485215984687608","0.363717324446455","0.606714644928761"
"Taeglich","2019","Nordrhein-Westfalen","533","0.729436617250826","0.698299886947999","0.760573347553653"
"Taeglich","2019","Hessen","179","0.639000799244102","0.582440457173229","0.695561141314975"
"Taeglich","2019","Rheinland-Pfalz,Saarland","147","0.803662471546848","0.745632769240104","0.861692173853593"
"Taeglich","2019","Baden-Wuerttemberg","254","0.682999061077003","0.634799075830906","0.7311990463231"
"Taeglich","2019","Bayern","276","0.833795612975167","0.794513975087684","0.873077250862651"
"Taeglich","2019","Berlin","63","0.652828943471114","0.561769519761689","0.743888367180538"
"Taeglich","2019","Brandenburg","54","0.674952499228461","0.576529071647957","0.773375926808965"
"Taeglich","2019","Mecklenburg-Vorpommern","","","",""
"Taeglich","2019","Sachsen","62","0.623509970041921","0.529484297988711","0.717535642095131"
"Taeglich","2019","Sachsen-Anhalt","69","0.735044625323875","0.64630256481798","0.823786685829771"
"Taeglich","2019","Thueringen","44","0.592688470206461","0.478401818823524","0.706975121589399"
"Min 1x pro Woche","2019","Schleswig-Holstein","","","",""
"Min 1x pro Woche","2019","Hamburg","","","",""
"Min 1x pro Woche","2019","Niedersachsen","63","0.229545138006765","0.186694738210574","0.272395537802957"
"Min 1x pro Woche","2019","Bremen","","","",""
"Min 1x pro Woche","2019","Nordrhein-Westfalen","133","0.160516039511293","0.13478779623039","0.186244282792196"
"Min 1x pro Woche","2019","Hessen","53","0.188130968096197","0.142107288287229","0.234154647905166"
"Min 1x pro Woche","2019","Rheinland-Pfalz,Saarland","","","",""
"Min 1x pro Woche","2019","Baden-Wuerttemberg","34","0.107406216826002","0.0753325793305684","0.139479854321436"
"Min 1x pro Woche","2019","Bayern","39","0.111789858014565","0.0785394017052002","0.145040314323929"
"Min 1x pro Woche","2019","Berlin","","","",""
"Min 1x pro Woche","2019","Brandenburg","","","",""
"Min 1x pro Woche","2019","Mecklenburg-Vorpommern","","","",""
"Min 1x pro Woche","2019","Sachsen","","","",""
"Min 1x pro Woche","2019","Sachsen-Anhalt","","","",""
"Min 1x pro Woche","2019","Thueringen","","","",""
"Min 1x pro Monat","2019","Schleswig-Holstein","","","",""
"Min 1x pro Monat","2019","Hamburg","","","",""
"Min 1x pro Monat","2019","Niedersachsen","","","",""
"Min 1x pro Monat","2019","Bremen","","","",""
"Min 1x pro Monat","2019","Nordrhein-Westfalen","","","",""
"Min 1x pro Monat","2019","Hessen","","","",""
"Min 1x pro Monat","2019","Rheinland-Pfalz,Saarland","","","",""
"Min 1x pro Monat","2019","Baden-Wuerttemberg","","","",""
"Min 1x pro Monat","2019","Bayern","","","",""
"Min 1x pro Monat","2019","Berlin","","","",""
"Min 1x pro Monat","2019","Brandenburg","","","",""
"Min 1x pro Monat","2019","Mecklenburg-Vorpommern","","","",""
"Min 1x pro Monat","2019","Sachsen","","","",""
"Min 1x pro Monat","2019","Sachsen-Anhalt","","","",""
"Min 1x pro Monat","2019","Thueringen","","","",""
"Seltener","2019","Schleswig-Holstein","","","",""
"Seltener","2019","Hamburg","","","",""
"Seltener","2019","Niedersachsen","","","",""
"Seltener","2019","Bremen","","","",""
"Seltener","2019","Nordrhein-Westfalen","53","0.0480676838455157","0.0330751738260814","0.06306019386495"
"Seltener","2019","Hessen","","","",""
"Seltener","2019","Rheinland-Pfalz,Saarland","","","",""
"Seltener","2019","Baden-Wuerttemberg","","","",""
"Seltener","2019","Bayern","","","",""
"Seltener","2019","Berlin","","","",""
"Seltener","2019","Brandenburg","","","",""
"Seltener","2019","Mecklenburg-Vorpommern","","","",""
"Seltener","2019","Sachsen","","","",""
"Seltener","2019","Sachsen-Anhalt","","","",""
"Seltener","2019","Thueringen","","","",""
"Nie","2019","Schleswig-Holstein","","","",""
"Nie","2019","Hamburg","","","",""
"Nie","2019","Niedersachsen","","","",""
"Nie","2019","Bremen","","","",""
"Nie","2019","Nordrhein-Westfalen","50","0.0504410071305853","0.0351019888604388","0.0657800254007318"
"Nie","2019","Hessen","","","",""
"Nie","2019","Rheinland-Pfalz,Saarland","","","",""
"Nie","2019","Baden-Wuerttemberg","45","0.144343550033745","0.107939057371186","0.180748042696304"
"Nie","2019","Bayern","","","",""
"Nie","2019","Berlin","","","",""
"Nie","2019","Brandenburg","","","",""
"Nie","2019","Mecklenburg-Vorpommern","","","",""
"Nie","2019","Sachsen","","","",""
"Nie","2019","Sachsen-Anhalt","","","",""
"Nie","2019","Thueringen","","","",""
