year,regtyp,sex,pli0091_h,proportion,n,N,proportion_lower_confidence,proportion_upper_confidence
2011,Rural regions,female,Never,0.0630232948090044,1805,28281,0.06296471530755911,0.06308187431044969
2013,Urban regions,male,At least once per week,0.011093200520452077,207,25420,0.011066827189730507,0.011119573851173646
2013,Urban regions,male,At least once per month,0.06487313661672288,1404,25420,0.06481111735636323,0.06493515587708253
2013,Urban regions,male,Seldom,0.14037634051572562,3414,25420,0.1402888703385907,0.14046381069286054
2013,Urban regions,male,Never,0.10059026855903498,2227,25420,0.10051453024337852,0.10066600687469145
2013,Urban regions,female,At least once per week,0.008108151737854372,199,25420,0.008085570280751022,0.008130733194957723
2013,Urban regions,female,At least once per month,0.06771466120298043,1818,25420,0.06765139458052395,0.06777792782543691
2013,Urban regions,female,Seldom,0.14773649550464005,4222,25420,0.1476471465018348,0.1478258445074453
2013,Urban regions,female,Never,0.1184120614887887,2637,25420,0.1183307054755065,0.1184934175020709
2013,Rural regions,male,At least once per week,0.005083769469259209,100,25420,0.0050658615532058774,0.00510167738531254
2013,Rural regions,male,At least once per month,0.025272157728426912,648,25420,0.02523263729352403,0.025311678163329795
2013,Rural regions,male,Seldom,0.07534127770887794,2026,25420,0.07527481682793338,0.0754077385898225
2013,Rural regions,male,Never,0.06160629203752184,1478,25420,0.06154574903623357,0.06166683503881011
2013,Rural regions,female,At least once per week,0.0031602593782413943,97,25420,0.0031461264255946454,0.003174392330888143
2013,Rural regions,female,At least once per month,0.02672425949369651,826,25420,0.026683649805312747,0.026764869182080275
2013,Rural regions,female,Seldom,0.07418417362261859,2397,25420,0.07411818382452523,0.07425016342071195
2013,Rural regions,female,Never,0.06972349441515854,1720,25420,0.06965936541532722,0.06978762341498987
2015,Urban regions,male,At least once per week,0.016978359908913745,372,26714,0.016947601819509647,0.017009117998317842
2015,Urban regions,male,At least once per month,0.07447635822174842,1629,26714,0.0744138506076181,0.07453886583587874
2015,Urban regions,male,Seldom,0.1492973718382155,3773,26714,0.14921252319216763,0.1493822204842634
2015,Urban regions,male,Never,0.08993192305463363,2204,26714,0.08986381102396573,0.09000003508530152
2015,Urban regions,female,At least once per week,0.010690142182161563,304,26714,0.01066565787286904,0.010714626491454087
2015,Urban regions,female,At least once per month,0.06666132106113899,1861,26714,0.06660193472420187,0.06672070739807612
2015,Urban regions,female,Seldom,0.15942172404361127,4603,26714,0.1593345689488144,0.15950887913840814
2015,Urban regions,female,Never,0.11060358402048624,2691,26714,0.11052891125500852,0.11067825678596396
2015,Rural regions,male,At least once per week,0.007470901152103176,192,26714,0.007450399537406831,0.007491402766799521
2015,Rural regions,male,At least once per month,0.025473233339618293,728,26714,0.025435721456120615,0.02551074522311597
2015,Rural regions,male,Seldom,0.07688345229515976,2112,26714,0.07682002522451303,0.07694687936580649
2015,Rural regions,male,Never,0.049299305312412355,1274,26714,0.049247762008487066,0.04935084861633764
2015,Rural regions,female,At least once per week,0.00427249237840794,134,26714,0.004256963472847837,0.004288021283968042
2015,Rural regions,female,At least once per month,0.024605073088362756,777,26714,0.024568189554569974,0.02464195662215554
2015,Rural regions,female,Seldom,0.07711522529383423,2567,26714,0.07705171066646946,0.077178739921199
2015,Rural regions,female,Never,0.056819532809192205,1493,26714,0.056764417001483436,0.056874648616900975
2017,Urban regions,male,At least once per week,0.01881384014058108,475,30467,0.01878164017048134,0.01884604011068082
2017,Urban regions,male,At least once per month,0.08110667576760594,1998,30467,0.08104197612436718,0.0811713754108447
2017,Urban regions,male,Seldom,0.1509518102831148,4024,30467,0.15086696526048704,0.15103665530574256
2017,Urban regions,male,Never,0.08359859735721123,2909,30467,0.08353300044376617,0.08366419427065629
2017,Urban regions,female,At least once per week,0.011706648633874269,329,30467,0.011681156847787975,0.011732140419960563
2017,Urban regions,female,At least once per month,0.07785911136966475,2201,30467,0.0777956083469629,0.0779226143923666
2017,Urban regions,female,Seldom,0.15511435964280224,4631,30467,0.15502856384768537,0.1552001554379191
2017,Urban regions,female,Never,0.10597077198548091,3304,30467,0.1058978245641219,0.10604371940683992
2017,Rural regions,male,At least once per week,0.009268224110566665,246,30467,0.009245514099471726,0.009290934121661605
2017,Rural regions,male,At least once per month,0.03183911854496618,963,30467,0.0317975087744795,0.03188072831545286
2017,Rural regions,male,Seldom,0.07436905407397017,2310,30467,0.07430687330358099,0.07443123484435935
2017,Rural regions,male,Never,0.04160082779090487,1576,30467,0.041553505556978954,0.041648150024830785
2017,Rural regions,female,At least once per week,0.0037841899846766925,149,30467,0.00376963860348736,0.003798741365866025
2017,Rural regions,female,At least once per month,0.027911856241752627,953,30467,0.027872818182423875,0.02795089430108138
2017,Rural regions,female,Seldom,0.07488784160317694,2585,30467,0.07482546181609914,0.07495022139025473
2017,Rural regions,female,Never,0.0512170724696506,1814,30467,0.05116482902034295,0.051269315918958246
2018,Urban regions,male,At least once per week,0.01622542061702057,38,3101,0.01585234990360211,0.01659849133043903
2018,Urban regions,male,At least once per month,0.07934997722075818,145,3101,0.07855186113333953,0.08014809330817682
2018,Urban regions,male,Seldom,0.1143951008197077,323,3101,0.11345522798905383,0.11533497365036158
2018,Urban regions,male,Never,0.27626179204812895,863,3101,0.27494141933617444,0.27758216476008346
2018,Urban regions,female,At least once per month,0.017756346365771253,55,3101,0.01736637582807246,0.018146316903470044
2018,Urban regions,female,Seldom,0.050159500087794046,179,3101,0.049514963880852136,0.050804036294735955
2018,Urban regions,female,Never,0.17970508916770336,692,3101,0.17857135672564928,0.18083882160975745
2018,Rural regions,male,At least once per month,0.032148532822536,55,3101,0.03162766166137655,0.032669403983695444
2018,Rural regions,male,Seldom,0.04707458789909295,94,3101,0.04644917318413708,0.04770000261404882
2018,Rural regions,male,Never,0.09936441012658503,331,3101,0.09848105494830352,0.10024776530486655
2018,Rural regions,female,Seldom,0.012556705240968788,44,3101,0.012227899561971971,0.012885510919965605
2018,Rural regions,female,Never,0.0750025375839332,282,3101,0.07422476321558191,0.07578031195228449
2019,Urban regions,male,At least once per week,0.007575351488092869,192,28222,0.007554639561863794,0.007596063414321944
2019,Urban regions,male,At least once per month,0.07569552878696624,1884,28222,0.07563234393594814,0.07575871363798434
2019,Urban regions,male,Seldom,0.1551323656238857,4010,28222,0.15504588558634497,0.1552188456614264
2019,Urban regions,male,Never,0.09617988355055755,3007,28222,0.09610945423783934,0.09625031286327576
2019,Urban regions,female,At least once per week,0.008594540785185597,217,28222,0.0085724908500252,0.008616590720345993
2019,Urban regions,female,At least once per month,0.07396985061714109,1970,28222,0.07390733187099688,0.0740323693632853
2019,Urban regions,female,Seldom,0.15484735418435303,4287,28222,0.15476093905237773,0.15493376931632832
2019,Urban regions,female,Never,0.11503945366335162,3042,28222,0.1149632359903588,0.11511567133634444
2019,Rural regions,male,At least once per week,0.002223074315450779,79,28222,0.002211824016992412,0.002234324613909146
2019,Rural regions,male,At least once per month,0.02960493323354319,823,28222,0.029564445202407127,0.029645421264679256
2019,Rural regions,male,Seldom,0.0712966977308427,2179,28222,0.07123523051705588,0.07135816494462952
2019,Rural regions,male,Never,0.05187165391736217,1622,28222,0.051818679164600256,0.05192462867012408
2019,Rural regions,female,At least once per week,0.001751220379744723,70,28222,0.0017412328032042055,0.0017612079562852405
2019,Rural regions,female,At least once per month,0.027439342964093238,872,28222,0.027400320424691187,0.027478365503495288
2019,Rural regions,female,Seldom,0.07151070339829815,2287,28222,0.07144915109611785,0.07157225570047845
2019,Rural regions,female,Never,0.0572680453611313,1681,28222,0.05721254182927485,0.057323548892987755
