"party","year","bildungsniveau","regtyp","n","percent","lower_confidence_percent","upper_confidence_percent"
"AfD","1988","Hauptschule","Staedtischer Raum","","","",""
"AfD","1988","Hauptschule","Laendlicher Raum","","","",""
"AfD","1988","Realschule","Staedtischer Raum","","","",""
"AfD","1988","Realschule","Laendlicher Raum","","","",""
"AfD","1988","(Fach-)Abitur","Staedtischer Raum","","","",""
"AfD","1988","(Fach-)Abitur","Laendlicher Raum","","","",""
"AfD","1988","AkademikerIn","Staedtischer Raum","","","",""
"AfD","1988","AkademikerIn","Laendlicher Raum","","","",""
"Andere","1988","(noch) kein Abschluss","Staedtischer Raum","4","0.0078751364095051","0.00168782080706486","0.0140624520119453"
"Andere","1988","(noch) kein Abschluss","Laendlicher Raum","1","","",""
"Andere","1988","Hauptschule","Staedtischer Raum","18","","",""
"Andere","1988","Hauptschule","Laendlicher Raum","7","0.00506654223992563","0.00127780080256157","0.00885528367728969"
"Andere","1988","Realschule","Staedtischer Raum","6","0.0064454356289018","0.00211197911966769","0.0107788921381359"
"Andere","1988","Realschule","Laendlicher Raum","3","","",""
"Andere","1988","(Fach-)Abitur","Staedtischer Raum","2","","",""
"Andere","1988","(Fach-)Abitur","Laendlicher Raum","","","",""
"Andere","1988","AkademikerIn","Staedtischer Raum","6","0.0149206487098518","0.00504562220933405","0.0247956752103696"
"Andere","1988","AkademikerIn","Laendlicher Raum","1","","",""
"keine Parteineigung","1989","(noch) kein Abschluss","Staedtischer Raum","532","0.655770357838773","0.622168173918119","0.689372541759428"
"keine Parteineigung","1989","(noch) kein Abschluss","Laendlicher Raum","84","0.693326756461614","0.608307795540812","0.778345717382416"
"keine Parteineigung","1989","Hauptschule","Staedtischer Raum","2010","","",""
"keine Parteineigung","1989","Hauptschule","Laendlicher Raum","607","0.437357283191694","0.410021132456609","0.464693433926779"
"keine Parteineigung","1989","Realschule","Staedtischer Raum","565","0.414687527477121","0.387655592767032","0.441719462187209"
"keine Parteineigung","1989","Realschule","Laendlicher Raum","179","","",""
"keine Parteineigung","1989","(Fach-)Abitur","Staedtischer Raum","276","","",""
"keine Parteineigung","1989","(Fach-)Abitur","Laendlicher Raum","45","0.448189626908775","0.348709047744539","0.547670206073011"
"keine Parteineigung","1989","AkademikerIn","Staedtischer Raum","187","","",""
"keine Parteineigung","1989","AkademikerIn","Laendlicher Raum","28","","",""
"SPD","1989","(noch) kein Abschluss","Staedtischer Raum","183","","",""
"SPD","1989","(noch) kein Abschluss","Laendlicher Raum","21","","",""
"SPD","1989","Hauptschule","Staedtischer Raum","1268","","",""
"SPD","1989","Hauptschule","Laendlicher Raum","298","","",""
"SPD","1989","Realschule","Staedtischer Raum","326","0.254858291087126","0.230947630541645","0.278768951632608"
"SPD","1989","Realschule","Laendlicher Raum","66","0.188148549389828","0.147377728007542","0.228919370772115"
"SPD","1989","(Fach-)Abitur","Staedtischer Raum","170","","",""
"SPD","1989","(Fach-)Abitur","Laendlicher Raum","22","","",""
"SPD","1989","AkademikerIn","Staedtischer Raum","145","","",""
"SPD","1989","AkademikerIn","Laendlicher Raum","36","0.262002908698433","0.181283857796132","0.342721959600733"
"CDU/CSU","1989","(noch) kein Abschluss","Staedtischer Raum","22","","",""
"CDU/CSU","1989","(noch) kein Abschluss","Laendlicher Raum","6","0.0873224170247022","0.0352712543129439","0.139373579736461"
"CDU/CSU","1989","Hauptschule","Staedtischer Raum","714","0.208089849568497","0.195807152122632","0.220372547014362"
"CDU/CSU","1989","Hauptschule","Laendlicher Raum","294","","",""
"CDU/CSU","1989","Realschule","Staedtischer Raum","274","","",""
"CDU/CSU","1989","Realschule","Laendlicher Raum","90","0.281470541304207","0.234556861255415","0.328384221352998"
"CDU/CSU","1989","(Fach-)Abitur","Staedtischer Raum","106","","",""
"CDU/CSU","1989","(Fach-)Abitur","Laendlicher Raum","17","","",""
"CDU/CSU","1989","AkademikerIn","Staedtischer Raum","135","","",""
"CDU/CSU","1989","AkademikerIn","Laendlicher Raum","38","0.367974012433628","0.279447835864626","0.456500189002629"
"FDP","1989","(noch) kein Abschluss","Staedtischer Raum","2","","",""
"FDP","1989","(noch) kein Abschluss","Laendlicher Raum","1","","",""
"FDP","1989","Hauptschule","Staedtischer Raum","30","0.0084760734826494","0.00570224689169482","0.011249900073604"
"FDP","1989","Hauptschule","Laendlicher Raum","14","","",""
"FDP","1989","Realschule","Staedtischer Raum","25","","",""
"FDP","1989","Realschule","Laendlicher Raum","9","0.0336939783862486","0.0148707449687061","0.052517211803791"
"FDP","1989","(Fach-)Abitur","Staedtischer Raum","16","","",""
"FDP","1989","(Fach-)Abitur","Laendlicher Raum","5","0.0900874264771725","0.0328151563248153","0.14735969662953"
"FDP","1989","AkademikerIn","Staedtischer Raum","32","0.0564793085089527","0.0376762191936344","0.0752823978242711"
"FDP","1989","AkademikerIn","Laendlicher Raum","3","","",""
"Grüne","1989","(noch) kein Abschluss","Staedtischer Raum","20","","",""
"Grüne","1989","(noch) kein Abschluss","Laendlicher Raum","","","",""
"Grüne","1989","Hauptschule","Staedtischer Raum","87","0.015891148454262","0.0121073363452012","0.0196749605633228"
"Grüne","1989","Hauptschule","Laendlicher Raum","21","","",""
"Grüne","1989","Realschule","Staedtischer Raum","57","0.0390517188762655","0.0284227083266698","0.0496807294258611"
"Grüne","1989","Realschule","Laendlicher Raum","7","0.0183922951286988","0.00437553371031185","0.0324090565470857"
"Grüne","1989","(Fach-)Abitur","Staedtischer Raum","75","0.137879614095338","0.111333890073388","0.164425338117288"
"Grüne","1989","(Fach-)Abitur","Laendlicher Raum","5","0.0363180916725799","-0.00110510118218075","0.0737412845273405"
"Grüne","1989","AkademikerIn","Staedtischer Raum","70","0.121565977219119","0.0949483458594667","0.148183608578772"
"Grüne","1989","AkademikerIn","Laendlicher Raum","6","0.0435674742539931","0.00609571998363551","0.0810392285243507"
"Linke","1989","(noch) kein Abschluss","Staedtischer Raum","","","",""
"Linke","1989","(noch) kein Abschluss","Laendlicher Raum","","","",""
"Linke","1989","Hauptschule","Staedtischer Raum","","","",""
"Linke","1989","Hauptschule","Laendlicher Raum","","","",""
"Linke","1989","Realschule","Staedtischer Raum","","","",""
"Linke","1989","Realschule","Laendlicher Raum","","","",""
"Linke","1989","(Fach-)Abitur","Staedtischer Raum","","","",""
"Linke","1989","(Fach-)Abitur","Laendlicher Raum","","","",""
"Linke","1989","AkademikerIn","Staedtischer Raum","","","",""
"Linke","1989","AkademikerIn","Laendlicher Raum","","","",""
"Rechte","1989","(noch) kein Abschluss","Staedtischer Raum","","","",""
"Rechte","1989","(noch) kein Abschluss","Laendlicher Raum","","","",""
"Rechte","1989","Hauptschule","Staedtischer Raum","","","",""
"Rechte","1989","Hauptschule","Laendlicher Raum","","","",""
"Rechte","1989","Realschule","Staedtischer Raum","","","",""
"Rechte","1989","Realschule","Laendlicher Raum","","","",""
"Rechte","1989","(Fach-)Abitur","Staedtischer Raum","","","",""
"Rechte","1989","(Fach-)Abitur","Laendlicher Raum","","","",""
"Rechte","1989","AkademikerIn","Staedtischer Raum","","","",""
"Rechte","1989","AkademikerIn","Laendlicher Raum","","","",""
"AfD","1989","(noch) kein Abschluss","Staedtischer Raum","","","",""
"AfD","1989","(noch) kein Abschluss","Laendlicher Raum","","","",""
"AfD","1989","Hauptschule","Staedtischer Raum","","","",""
"AfD","1989","Hauptschule","Laendlicher Raum","","","",""
"AfD","1989","Realschule","Staedtischer Raum","","","",""
"AfD","1989","Realschule","Laendlicher Raum","","","",""
"AfD","1989","(Fach-)Abitur","Staedtischer Raum","","","",""
"AfD","1989","(Fach-)Abitur","Laendlicher Raum","","","",""
"AfD","1989","AkademikerIn","Staedtischer Raum","","","",""
"AfD","1989","AkademikerIn","Laendlicher Raum","","","",""
"Andere","1989","(noch) kein Abschluss","Staedtischer Raum","9","0.0231885593568426","0.0125444400514637","0.0338326786622216"
"Andere","1989","(noch) kein Abschluss","Laendlicher Raum","1","","",""
"Andere","1989","Hauptschule","Staedtischer Raum","87","0.0262164881848817","0.0213820187655406","0.0310509576042227"
"Andere","1989","Hauptschule","Laendlicher Raum","31","0.0267074821525322","0.0178228184439485","0.0355921458611159"
"Andere","1989","Realschule","Staedtischer Raum","29","","",""
"Andere","1989","Realschule","Laendlicher Raum","2","","",""
"Andere","1989","(Fach-)Abitur","Staedtischer Raum","5","0.0105329122639922","0.00267267785324465","0.0183931466747398"
"Andere","1989","(Fach-)Abitur","Laendlicher Raum","2","","",""
"Andere","1989","AkademikerIn","Staedtischer Raum","10","","",""
"Andere","1989","AkademikerIn","Laendlicher Raum","3","","",""
"keine Parteineigung","1990","(noch) kein Abschluss","Staedtischer Raum","504","0.633688822183448","0.598618302889174","0.668759341477722"
"keine Parteineigung","1990","(noch) kein Abschluss","Laendlicher Raum","76","0.632008167108671","0.54348109503801","0.720535239179331"
"keine Parteineigung","1990","Hauptschule","Staedtischer Raum","1857","","",""
"keine Parteineigung","1990","Hauptschule","Laendlicher Raum","599","0.435566718651861","0.408112682169559","0.463020755134163"
"keine Parteineigung","1990","Realschule","Staedtischer Raum","502","0.376452257196063","0.349636557632571","0.403267956759556"
"keine Parteineigung","1990","Realschule","Laendlicher Raum","181","","",""
"keine Parteineigung","1990","(Fach-)Abitur","Staedtischer Raum","271","","",""
"keine Parteineigung","1990","(Fach-)Abitur","Laendlicher Raum","43","0.420703403592288","0.326277327522342","0.515129479662234"
"keine Parteineigung","1990","AkademikerIn","Staedtischer Raum","176","","",""
"keine Parteineigung","1990","AkademikerIn","Laendlicher Raum","24","","",""
"SPD","1990","(noch) kein Abschluss","Staedtischer Raum","164","","",""
"SPD","1990","(noch) kein Abschluss","Laendlicher Raum","22","","",""
"SPD","1990","Hauptschule","Staedtischer Raum","1309","","",""
"SPD","1990","Hauptschule","Laendlicher Raum","291","","",""
"SPD","1990","Realschule","Staedtischer Raum","352","0.273129341110992","0.248468262336616","0.297790419885368"
"SPD","1990","Realschule","Laendlicher Raum","65","0.195997333271333","0.154876642318706","0.237118024223961"
"SPD","1990","(Fach-)Abitur","Staedtischer Raum","179","","",""
"SPD","1990","(Fach-)Abitur","Laendlicher Raum","28","","",""
"SPD","1990","AkademikerIn","Staedtischer Raum","165","","",""
"SPD","1990","AkademikerIn","Laendlicher Raum","37","0.311721252522836","0.22516127507798","0.398281229967691"
"CDU/CSU","1990","(noch) kein Abschluss","Staedtischer Raum","38","0.0956171246275612","0.0742117372044792","0.117022512050643"
"CDU/CSU","1990","(noch) kein Abschluss","Laendlicher Raum","7","0.0798685594956833","0.030105333511823","0.129631785479544"
"CDU/CSU","1990","Hauptschule","Staedtischer Raum","747","0.228289147623746","0.215400495086081","0.241177800161411"
"CDU/CSU","1990","Hauptschule","Laendlicher Raum","304","0.265788800974254","0.241329085727429","0.290248516221079"
"CDU/CSU","1990","Realschule","Staedtischer Raum","301","0.270511256414774","0.24592449703607","0.295098015793478"
"CDU/CSU","1990","Realschule","Laendlicher Raum","88","0.273776304909549","0.227587182159595","0.319965427659503"
"CDU/CSU","1990","(Fach-)Abitur","Staedtischer Raum","103","","",""
"CDU/CSU","1990","(Fach-)Abitur","Laendlicher Raum","23","","",""
"CDU/CSU","1990","AkademikerIn","Staedtischer Raum","139","","",""
"CDU/CSU","1990","AkademikerIn","Laendlicher Raum","37","0.359765264604667","0.270077958457068","0.449452570752267"
"FDP","1990","(noch) kein Abschluss","Staedtischer Raum","4","0.016455501548881","0.00719506082135089","0.025715942276411"
"FDP","1990","(noch) kein Abschluss","Laendlicher Raum","3","","",""
"FDP","1990","Hauptschule","Staedtischer Raum","51","0.0137240368425679","0.0101514915720663","0.0172965821130695"
"FDP","1990","Hauptschule","Laendlicher Raum","14","","",""
"FDP","1990","Realschule","Staedtischer Raum","38","0.0333838501888454","0.0234413740449705","0.0433263263327203"
"FDP","1990","Realschule","Laendlicher Raum","10","","",""
"FDP","1990","(Fach-)Abitur","Staedtischer Raum","26","","",""
"FDP","1990","(Fach-)Abitur","Laendlicher Raum","2","","",""
"FDP","1990","AkademikerIn","Staedtischer Raum","40","0.067922808070043","0.047515983829607","0.088329632310479"
"FDP","1990","AkademikerIn","Laendlicher Raum","5","0.0413721661551998","0.00415606308378803","0.0785882692266116"
"Grüne","1990","(noch) kein Abschluss","Staedtischer Raum","12","","",""
"Grüne","1990","(noch) kein Abschluss","Laendlicher Raum","5","0.0315886066472446","-0.000517736675865327","0.0636949499703546"
"Grüne","1990","Hauptschule","Staedtischer Raum","64","0.0138813105889499","0.010288639911652","0.0174739812662478"
"Grüne","1990","Hauptschule","Laendlicher Raum","26","","",""
"Grüne","1990","Realschule","Staedtischer Raum","43","0.0316469071809008","0.0219578430290121","0.0413359713327895"
"Grüne","1990","Realschule","Laendlicher Raum","12","","",""
"Grüne","1990","(Fach-)Abitur","Staedtischer Raum","56","0.100631634035656","0.077305985462827","0.123957282608486"
"Grüne","1990","(Fach-)Abitur","Laendlicher Raum","9","0.0799318082333944","0.0280609697047622","0.131802646762027"
"Grüne","1990","AkademikerIn","Staedtischer Raum","59","0.0932876246866753","0.0696997692934747","0.116875480079876"
"Grüne","1990","AkademikerIn","Laendlicher Raum","6","0.0372022277616965","0.00183477676675586","0.0725696787566371"
"Linke","1990","(noch) kein Abschluss","Staedtischer Raum","","","",""
"Linke","1990","(noch) kein Abschluss","Laendlicher Raum","","","",""
"Linke","1990","Hauptschule","Staedtischer Raum","","","",""
"Linke","1990","Hauptschule","Laendlicher Raum","","","",""
"Linke","1990","Realschule","Staedtischer Raum","","","",""
"Linke","1990","Realschule","Laendlicher Raum","","","",""
"Linke","1990","(Fach-)Abitur","Staedtischer Raum","","","",""
"Linke","1990","(Fach-)Abitur","Laendlicher Raum","","","",""
"Linke","1990","AkademikerIn","Staedtischer Raum","","","",""
"Linke","1990","AkademikerIn","Laendlicher Raum","","","",""
"Rechte","1990","(noch) kein Abschluss","Staedtischer Raum","2","","",""
"Rechte","1990","(noch) kein Abschluss","Laendlicher Raum","","","",""
"Rechte","1990","Hauptschule","Staedtischer Raum","35","0.00962564107668294","0.0066274997253947","0.0126237824279712"
"Rechte","1990","Hauptschule","Laendlicher Raum","12","","",""
"Rechte","1990","Realschule","Staedtischer Raum","15","","",""
"Rechte","1990","Realschule","Laendlicher Raum","1","","",""
"Rechte","1990","(Fach-)Abitur","Staedtischer Raum","1","","",""
"Rechte","1990","(Fach-)Abitur","Laendlicher Raum","","","",""
"Rechte","1990","AkademikerIn","Staedtischer Raum","4","0.00618361257044518","-0.000174319448836146","0.0125415445897265"
"Rechte","1990","AkademikerIn","Laendlicher Raum","","","",""
"AfD","1990","(noch) kein Abschluss","Staedtischer Raum","","","",""
"AfD","1990","(noch) kein Abschluss","Laendlicher Raum","","","",""
"AfD","1990","Hauptschule","Staedtischer Raum","","","",""
"AfD","1990","Hauptschule","Laendlicher Raum","","","",""
"AfD","1990","Realschule","Staedtischer Raum","","","",""
"AfD","1990","Realschule","Laendlicher Raum","","","",""
"AfD","1990","(Fach-)Abitur","Staedtischer Raum","","","",""
"AfD","1990","(Fach-)Abitur","Laendlicher Raum","","","",""
"AfD","1990","AkademikerIn","Staedtischer Raum","","","",""
"AfD","1990","AkademikerIn","Laendlicher Raum","","","",""
"Andere","1990","(noch) kein Abschluss","Staedtischer Raum","1","","",""
"Andere","1990","(noch) kein Abschluss","Laendlicher Raum","1","","",""
"Andere","1990","Hauptschule","Staedtischer Raum","11","","",""
"Andere","1990","Hauptschule","Laendlicher Raum","7","0.0066189743963897","0.00212918638171772","0.0111087624110617"
"Andere","1990","Realschule","Staedtischer Raum","3","","",""
"Andere","1990","Realschule","Laendlicher Raum","1","","",""
"Andere","1990","(Fach-)Abitur","Staedtischer Raum","3","","",""
"Andere","1990","(Fach-)Abitur","Laendlicher Raum","","","",""
"Andere","1990","AkademikerIn","Staedtischer Raum","1","","",""
"Andere","1990","AkademikerIn","Laendlicher Raum","1","","",""
"keine Parteineigung","1991","(noch) kein Abschluss","Staedtischer Raum","670","0.80481612128445","0.775865882616588","0.833766359952312"
"keine Parteineigung","1991","(noch) kein Abschluss","Laendlicher Raum","142","","",""
"keine Parteineigung","1991","Hauptschule","Staedtischer Raum","2689","","",""
"keine Parteineigung","1991","Hauptschule","Laendlicher Raum","1708","","",""
"keine Parteineigung","1991","Realschule","Staedtischer Raum","1045","","",""
"keine Parteineigung","1991","Realschule","Laendlicher Raum","1161","","",""
