"party","year","bildungsniveau","regtyp","n","percent","lower_confidence_percent","upper_confidence_percent"
"Linke","1991","(Fach-)Abitur","Staedtischer Raum","1","","",""
"Linke","1991","(Fach-)Abitur","Laendlicher Raum","1","","",""
"Linke","1991","AkademikerIn","Staedtischer Raum","","","",""
"Linke","1991","AkademikerIn","Laendlicher Raum","","","",""
"Rechte","1991","(noch) kein Abschluss","Staedtischer Raum","2","","",""
"Rechte","1991","(noch) kein Abschluss","Laendlicher Raum","","","",""
"Rechte","1991","Hauptschule","Staedtischer Raum","25","","",""
"Rechte","1991","Hauptschule","Laendlicher Raum","8","0.0049389435366588","0.00207580068151441","0.0078020863918032"
"Rechte","1991","Realschule","Staedtischer Raum","5","0.00265417897021872","0.000229730111750149","0.00507862782868729"
"Rechte","1991","Realschule","Laendlicher Raum","1","","",""
"Rechte","1991","(Fach-)Abitur","Staedtischer Raum","1","","",""
"Rechte","1991","(Fach-)Abitur","Laendlicher Raum","","","",""
"Rechte","1991","AkademikerIn","Staedtischer Raum","1","","",""
"Rechte","1991","AkademikerIn","Laendlicher Raum","1","","",""
"AfD","1991","(noch) kein Abschluss","Staedtischer Raum","","","",""
"AfD","1991","(noch) kein Abschluss","Laendlicher Raum","","","",""
"AfD","1991","Hauptschule","Staedtischer Raum","","","",""
"AfD","1991","Hauptschule","Laendlicher Raum","","","",""
"AfD","1991","Realschule","Staedtischer Raum","","","",""
"AfD","1991","Realschule","Laendlicher Raum","","","",""
"AfD","1991","(Fach-)Abitur","Staedtischer Raum","","","",""
"AfD","1991","(Fach-)Abitur","Laendlicher Raum","","","",""
"AfD","1991","AkademikerIn","Staedtischer Raum","","","",""
"AfD","1991","AkademikerIn","Laendlicher Raum","","","",""
"Andere","1991","(noch) kein Abschluss","Staedtischer Raum","","","",""
"Andere","1991","(noch) kein Abschluss","Laendlicher Raum","1","","",""
"Andere","1991","Hauptschule","Staedtischer Raum","4","0.000860582814360928","-5.64565442054876e-06","0.0017268112831424"
"Andere","1991","Hauptschule","Laendlicher Raum","5","0.00391922631232658","0.00136741492075906","0.0064710377038941"
"Andere","1991","Realschule","Staedtischer Raum","5","0.00222412401342822","4.28725444208021e-06","0.00444396077241435"
"Andere","1991","Realschule","Laendlicher Raum","","","",""
"Andere","1991","(Fach-)Abitur","Staedtischer Raum","2","","",""
"Andere","1991","(Fach-)Abitur","Laendlicher Raum","","","",""
"Andere","1991","AkademikerIn","Staedtischer Raum","2","","",""
"Andere","1991","AkademikerIn","Laendlicher Raum","","","",""
"keine Parteineigung","1992","(noch) kein Abschluss","Staedtischer Raum","554","0.734577732674689","0.701843884766254","0.767311580583123"
"keine Parteineigung","1992","(noch) kein Abschluss","Laendlicher Raum","140","","",""
"keine Parteineigung","1992","Hauptschule","Staedtischer Raum","2408","","",""
"keine Parteineigung","1992","Hauptschule","Laendlicher Raum","1334","","",""
"keine Parteineigung","1992","Realschule","Staedtischer Raum","938","0.508257828202501","0.484576449848157","0.531939206556844"
"keine Parteineigung","1992","Realschule","Laendlicher Raum","878","0.615141628073595","0.588893450621988","0.641389805525203"
"keine Parteineigung","1992","(Fach-)Abitur","Staedtischer Raum","341","0.428414934732332","0.391834979811076","0.464994889653588"
"keine Parteineigung","1992","(Fach-)Abitur","Laendlicher Raum","102","","",""
"keine Parteineigung","1992","AkademikerIn","Staedtischer Raum","443","0.404713845063382","0.373951772985401","0.435475917141364"
"keine Parteineigung","1992","AkademikerIn","Laendlicher Raum","348","0.482232505487883","0.443367667653738","0.521097343322028"
"SPD","1992","(noch) kein Abschluss","Staedtischer Raum","101","","",""
"SPD","1992","(noch) kein Abschluss","Laendlicher Raum","17","","",""
"SPD","1992","Hauptschule","Staedtischer Raum","1033","","",""
"SPD","1992","Hauptschule","Laendlicher Raum","352","0.18701724096795","0.170633988036722","0.203400493899178"
"SPD","1992","Realschule","Staedtischer Raum","345","0.21402446776482","0.194596273519618","0.233452662010022"
"SPD","1992","Realschule","Laendlicher Raum","159","","",""
"SPD","1992","(Fach-)Abitur","Staedtischer Raum","164","","",""
"SPD","1992","(Fach-)Abitur","Laendlicher Raum","34","0.181246132888625","0.125585231364056","0.236907034413194"
"SPD","1992","AkademikerIn","Staedtischer Raum","193","","",""
"SPD","1992","AkademikerIn","Laendlicher Raum","85","0.148509695923332","0.120851204652203","0.176168187194461"
"CDU/CSU","1992","(noch) kein Abschluss","Staedtischer Raum","26","","",""
"CDU/CSU","1992","(noch) kein Abschluss","Laendlicher Raum","5","0.0448277636178921","0.0135376001514642","0.07611792708432"
"CDU/CSU","1992","Hauptschule","Staedtischer Raum","723","0.204931893699004","0.192874083152508","0.216989704245501"
"CDU/CSU","1992","Hauptschule","Laendlicher Raum","394","0.205099132032242","0.188134007874508","0.222064256189976"
"CDU/CSU","1992","Realschule","Staedtischer Raum","309","0.214492668075756","0.195049028674358","0.233936307477154"
"CDU/CSU","1992","Realschule","Laendlicher Raum","210","","",""
"CDU/CSU","1992","(Fach-)Abitur","Staedtischer Raum","97","0.181579502299737","0.153082965171292","0.210076039428182"
"CDU/CSU","1992","(Fach-)Abitur","Laendlicher Raum","28","","",""
"CDU/CSU","1992","AkademikerIn","Staedtischer Raum","164","","",""
"CDU/CSU","1992","AkademikerIn","Laendlicher Raum","91","0.18440343143691","0.154239814107798","0.214567048766022"
"FDP","1992","(noch) kein Abschluss","Staedtischer Raum","2","","",""
"FDP","1992","(noch) kein Abschluss","Laendlicher Raum","2","","",""
"FDP","1992","Hauptschule","Staedtischer Raum","40","0.0112743627136782","0.00812048091972003","0.0144282445076364"
"FDP","1992","Hauptschule","Laendlicher Raum","31","0.0118068484359343","0.00726840884080374","0.0163452880310648"
"FDP","1992","Realschule","Staedtischer Raum","27","","",""
"FDP","1992","Realschule","Laendlicher Raum","22","","",""
"FDP","1992","(Fach-)Abitur","Staedtischer Raum","30","0.0663405129341754","0.0479432125965859","0.0847378132717649"
"FDP","1992","(Fach-)Abitur","Laendlicher Raum","2","","",""
"FDP","1992","AkademikerIn","Staedtischer Raum","50","0.0674623000243293","0.0517426658640786","0.0831819341845801"
"FDP","1992","AkademikerIn","Laendlicher Raum","31","0.0650610583905478","0.045878195842298","0.0842439209387976"
"Grüne","1992","(noch) kein Abschluss","Staedtischer Raum","13","","",""
"Grüne","1992","(noch) kein Abschluss","Laendlicher Raum","3","","",""
"Grüne","1992","Hauptschule","Staedtischer Raum","47","0.00882280407012703","0.00602935677769507","0.011616251362559"
"Grüne","1992","Hauptschule","Laendlicher Raum","28","","",""
"Grüne","1992","Realschule","Staedtischer Raum","66","0.033711010082992","0.0251616106282168","0.0422604095377671"
"Grüne","1992","Realschule","Laendlicher Raum","28","","",""
"Grüne","1992","(Fach-)Abitur","Staedtischer Raum","57","0.0801352568394106","0.0600654019780382","0.100205111700783"
"Grüne","1992","(Fach-)Abitur","Laendlicher Raum","11","","",""
"Grüne","1992","AkademikerIn","Staedtischer Raum","101","","",""
"Grüne","1992","AkademikerIn","Laendlicher Raum","36","0.0457744367532777","0.0295190144588119","0.0620298590477435"
"Linke","1992","(noch) kein Abschluss","Staedtischer Raum","","","",""
"Linke","1992","(noch) kein Abschluss","Laendlicher Raum","1","","",""
"Linke","1992","Hauptschule","Staedtischer Raum","16","","",""
"Linke","1992","Hauptschule","Laendlicher Raum","18","","",""
"Linke","1992","Realschule","Staedtischer Raum","6","0.00196720824871693","-0.000131701596524017","0.00406611809395787"
"Linke","1992","Realschule","Laendlicher Raum","12","","",""
"Linke","1992","(Fach-)Abitur","Staedtischer Raum","5","0.00682856438587534","0.000740948480594974","0.0129161802911557"
"Linke","1992","(Fach-)Abitur","Laendlicher Raum","4","0.0231138464614131","0.00140197453546315","0.0448257183873631"
"Linke","1992","AkademikerIn","Staedtischer Raum","22","","",""
"Linke","1992","AkademikerIn","Laendlicher Raum","39","0.061814004297318","0.0430835142351671","0.0805444943594689"
"Rechte","1992","(noch) kein Abschluss","Staedtischer Raum","","","",""
"Rechte","1992","(noch) kein Abschluss","Laendlicher Raum","","","",""
"Rechte","1992","Hauptschule","Staedtischer Raum","","","",""
"Rechte","1992","Hauptschule","Laendlicher Raum","","","",""
"Rechte","1992","Realschule","Staedtischer Raum","","","",""
"Rechte","1992","Realschule","Laendlicher Raum","","","",""
"Rechte","1992","(Fach-)Abitur","Staedtischer Raum","","","",""
"Rechte","1992","(Fach-)Abitur","Laendlicher Raum","","","",""
"Rechte","1992","AkademikerIn","Staedtischer Raum","","","",""
"Rechte","1992","AkademikerIn","Laendlicher Raum","","","",""
"AfD","1992","(noch) kein Abschluss","Staedtischer Raum","","","",""
"AfD","1992","(noch) kein Abschluss","Laendlicher Raum","","","",""
"AfD","1992","Hauptschule","Staedtischer Raum","","","",""
"AfD","1992","Hauptschule","Laendlicher Raum","","","",""
"AfD","1992","Realschule","Staedtischer Raum","","","",""
"AfD","1992","Realschule","Laendlicher Raum","","","",""
"AfD","1992","(Fach-)Abitur","Staedtischer Raum","","","",""
"AfD","1992","(Fach-)Abitur","Laendlicher Raum","","","",""
"AfD","1992","AkademikerIn","Staedtischer Raum","","","",""
"AfD","1992","AkademikerIn","Laendlicher Raum","","","",""
"Andere","1992","(noch) kein Abschluss","Staedtischer Raum","3","","",""
"Andere","1992","(noch) kein Abschluss","Laendlicher Raum","","","",""
"Andere","1992","Hauptschule","Staedtischer Raum","38","0.0085469833514933","0.00579716496585346","0.0112968017371331"
"Andere","1992","Hauptschule","Laendlicher Raum","19","","",""
"Andere","1992","Realschule","Staedtischer Raum","21","","",""
"Andere","1992","Realschule","Laendlicher Raum","11","","",""
"Andere","1992","(Fach-)Abitur","Staedtischer Raum","9","0.0162657953742864","0.00691503415849242","0.0256165565900804"
"Andere","1992","(Fach-)Abitur","Laendlicher Raum","3","","",""
"Andere","1992","AkademikerIn","Staedtischer Raum","5","0.00512267142435741","0.000648509671229291","0.00959683317748553"
"Andere","1992","AkademikerIn","Laendlicher Raum","5","0.0122048677107314","0.00366480209640378","0.020744933325059"
"keine Parteineigung","1993","(noch) kein Abschluss","Staedtischer Raum","554","0.797746552365422","0.767421708224141","0.828071396506702"
"keine Parteineigung","1993","(noch) kein Abschluss","Laendlicher Raum","140","","",""
"keine Parteineigung","1993","Hauptschule","Staedtischer Raum","2545","","",""
"keine Parteineigung","1993","Hauptschule","Laendlicher Raum","1372","","",""
"keine Parteineigung","1993","Realschule","Staedtischer Raum","1080","","",""
"keine Parteineigung","1993","Realschule","Laendlicher Raum","952","0.65857169760091","0.633182616516209","0.683960778685612"
"keine Parteineigung","1993","(Fach-)Abitur","Staedtischer Raum","363","0.466310821659889","0.429434094172067","0.50318754914771"
"keine Parteineigung","1993","(Fach-)Abitur","Laendlicher Raum","122","","",""
"keine Parteineigung","1993","AkademikerIn","Staedtischer Raum","485","0.440567755588238","0.409828430220626","0.471307080955851"
"keine Parteineigung","1993","AkademikerIn","Laendlicher Raum","358","0.510709837706927","0.471488161509506","0.549931513904348"
"SPD","1993","(noch) kein Abschluss","Staedtischer Raum","95","0.140895104790471","0.114629391955111","0.167160817625831"
"SPD","1993","(noch) kein Abschluss","Laendlicher Raum","16","","",""
"SPD","1993","Hauptschule","Staedtischer Raum","912","0.232688722674543","0.219927938361654","0.245449506987432"
"SPD","1993","Hauptschule","Laendlicher Raum","298","","",""
"SPD","1993","Realschule","Staedtischer Raum","274","","",""
"SPD","1993","Realschule","Laendlicher Raum","140","","",""
"SPD","1993","(Fach-)Abitur","Staedtischer Raum","140","","",""
"SPD","1993","(Fach-)Abitur","Laendlicher Raum","31","0.163836355547359","0.112668072771039","0.215004638323679"
"SPD","1993","AkademikerIn","Staedtischer Raum","178","","",""
"SPD","1993","AkademikerIn","Laendlicher Raum","92","0.154014153570521","0.125692561607213","0.182335745533829"
"CDU/CSU","1993","(noch) kein Abschluss","Staedtischer Raum","10","","",""
"CDU/CSU","1993","(noch) kein Abschluss","Laendlicher Raum","5","0.0456724538521392","0.0141963737845269","0.0771485339197515"
"CDU/CSU","1993","Hauptschule","Staedtischer Raum","586","0.16685183315137","0.15559203714313","0.17811162915961"
"CDU/CSU","1993","Hauptschule","Laendlicher Raum","357","0.196129549784329","0.179211324361187","0.213047775207471"
"CDU/CSU","1993","Realschule","Staedtischer Raum","250","","",""
"CDU/CSU","1993","Realschule","Laendlicher Raum","153","","",""
"CDU/CSU","1993","(Fach-)Abitur","Staedtischer Raum","89","0.156655671166793","0.129787014508882","0.183524327824705"
"CDU/CSU","1993","(Fach-)Abitur","Laendlicher Raum","22","","",""
"CDU/CSU","1993","AkademikerIn","Staedtischer Raum","139","","",""
"CDU/CSU","1993","AkademikerIn","Laendlicher Raum","73","0.15546816234428","0.127037659435643","0.183898665252916"
"FDP","1993","(noch) kein Abschluss","Staedtischer Raum","2","","",""
"FDP","1993","(noch) kein Abschluss","Laendlicher Raum","","","",""
"FDP","1993","Hauptschule","Staedtischer Raum","35","0.01017575344289","0.00714489089268405","0.013206615993096"
"FDP","1993","Hauptschule","Laendlicher Raum","19","","",""
"FDP","1993","Realschule","Staedtischer Raum","26","","",""
"FDP","1993","Realschule","Laendlicher Raum","25","","",""
"FDP","1993","(Fach-)Abitur","Staedtischer Raum","24","","",""
"FDP","1993","(Fach-)Abitur","Laendlicher Raum","5","0.0258341560523663","0.00390289265857493","0.0477654194461576"
"FDP","1993","AkademikerIn","Staedtischer Raum","45","0.0567128881412668","0.0423917655332056","0.0710340107493281"
"FDP","1993","AkademikerIn","Laendlicher Raum","19","","",""
"Grüne","1993","(noch) kein Abschluss","Staedtischer Raum","11","","",""
"Grüne","1993","(noch) kein Abschluss","Laendlicher Raum","4","0.0500633673470775","0.0171848605543993","0.0829418741397557"
"Grüne","1993","Hauptschule","Staedtischer Raum","54","0.0108200082743945","0.0076956892893717","0.0139443272594173"
"Grüne","1993","Hauptschule","Laendlicher Raum","20","","",""
"Grüne","1993","Realschule","Staedtischer Raum","73","0.0386769005303197","0.0296219822237415","0.0477318188368979"
"Grüne","1993","Realschule","Laendlicher Raum","34","0.0276206856140651","0.0188460159678284","0.0363953552603018"
"Grüne","1993","(Fach-)Abitur","Staedtischer Raum","78","0.11957851733594","0.0955933735599874","0.143563661111892"
"Grüne","1993","(Fach-)Abitur","Laendlicher Raum","11","","",""
"Grüne","1993","AkademikerIn","Staedtischer Raum","115","","",""
"Grüne","1993","AkademikerIn","Laendlicher Raum","30","0.0468101331612346","0.0302365869762386","0.0633836793462307"
"Linke","1993","(noch) kein Abschluss","Staedtischer Raum","1","","",""
"Linke","1993","(noch) kein Abschluss","Laendlicher Raum","1","","",""
"Linke","1993","Hauptschule","Staedtischer Raum","13","","",""
"Linke","1993","Hauptschule","Laendlicher Raum","23","","",""
"Linke","1993","Realschule","Staedtischer Raum","9","0.00432012104866056","0.0012402549242215","0.00739998717309963"
"Linke","1993","Realschule","Laendlicher Raum","14","","",""
"Linke","1993","(Fach-)Abitur","Staedtischer Raum","2","","",""
"Linke","1993","(Fach-)Abitur","Laendlicher Raum","3","","",""
"Linke","1993","AkademikerIn","Staedtischer Raum","29","","",""
"Linke","1993","AkademikerIn","Laendlicher Raum","46","0.0771509012429232","0.0562150008095193","0.0980868016763271"
"Rechte","1993","(noch) kein Abschluss","Staedtischer Raum","","","",""
"Rechte","1993","(noch) kein Abschluss","Laendlicher Raum","2","","",""
"Rechte","1993","Hauptschule","Staedtischer Raum","57","0.0152954754634482","0.0115891942579929","0.0190017566689035"
"Rechte","1993","Hauptschule","Laendlicher Raum","18","","",""
"Rechte","1993","Realschule","Staedtischer Raum","23","","",""
"Rechte","1993","Realschule","Laendlicher Raum","16","","",""
"Rechte","1993","(Fach-)Abitur","Staedtischer Raum","5","0.00871140918510122","0.00184207429885817","0.0155807440713443"
"Rechte","1993","(Fach-)Abitur","Laendlicher Raum","6","0.0463454545493793","0.0172818699989627","0.075409039099796"
"Rechte","1993","AkademikerIn","Staedtischer Raum","6","0.00809275428791667","0.00254524626628045","0.0136402623095529"
"Rechte","1993","AkademikerIn","Laendlicher Raum","3","","",""
"AfD","1993","(noch) kein Abschluss","Staedtischer Raum","","","",""
"AfD","1993","(noch) kein Abschluss","Laendlicher Raum","","","",""
"AfD","1993","Hauptschule","Staedtischer Raum","","","",""
"AfD","1993","Hauptschule","Laendlicher Raum","","","",""
"AfD","1993","Realschule","Staedtischer Raum","","","",""
"AfD","1993","Realschule","Laendlicher Raum","","","",""
"AfD","1993","(Fach-)Abitur","Staedtischer Raum","","","",""
"AfD","1993","(Fach-)Abitur","Laendlicher Raum","","","",""
"AfD","1993","AkademikerIn","Staedtischer Raum","","","",""
"AfD","1993","AkademikerIn","Laendlicher Raum","","","",""
"Andere","1993","(noch) kein Abschluss","Staedtischer Raum","1","","",""
"Andere","1993","(noch) kein Abschluss","Laendlicher Raum","1","","",""
"Andere","1993","Hauptschule","Staedtischer Raum","10","","",""
"Andere","1993","Hauptschule","Laendlicher Raum","9","0.00569166941163258","0.00248635503167933","0.00889698379158583"
"Andere","1993","Realschule","Staedtischer Raum","7","0.00576633932061318","0.0022106947266291","0.00932198391459725"
"Andere","1993","Realschule","Laendlicher Raum","6","0.00422188092738106","0.000750278594390271","0.00769348326037184"
"Andere","1993","(Fach-)Abitur","Staedtischer Raum","2","","",""
"Andere","1993","(Fach-)Abitur","Laendlicher Raum","1","","",""
"Andere","1993","AkademikerIn","Staedtischer Raum","5","0.00451676485390265","0.000364883386985391","0.00866864632081992"
"Andere","1993","AkademikerIn","Laendlicher Raum","3","","",""
"keine Parteineigung","1994","(noch) kein Abschluss","Staedtischer Raum","530","0.769726096472604","0.737918487341748","0.80153370560346"
"keine Parteineigung","1994","(noch) kein Abschluss","Laendlicher Raum","143","","",""
"keine Parteineigung","1994","Hauptschule","Staedtischer Raum","2303","","",""
"keine Parteineigung","1994","Hauptschule","Laendlicher Raum","1281","","",""
"keine Parteineigung","1994","Realschule","Staedtischer Raum","1030","","",""
"keine Parteineigung","1994","Realschule","Laendlicher Raum","918","0.64534225131618","0.619484843148715","0.671199659483644"
"keine Parteineigung","1994","(Fach-)Abitur","Staedtischer Raum","367","0.494707951115635","0.457483598698595","0.531932303532676"
"keine Parteineigung","1994","(Fach-)Abitur","Laendlicher Raum","118","","",""
"keine Parteineigung","1994","AkademikerIn","Staedtischer Raum","461","0.394342874840251","0.364351358787569","0.424334390892933"
"keine Parteineigung","1994","AkademikerIn","Laendlicher Raum","351","0.508088388970205","0.468736515032045","0.547440262908364"
"SPD","1994","(noch) kein Abschluss","Staedtischer Raum","102","","",""
"SPD","1994","(noch) kein Abschluss","Laendlicher Raum","11","","",""
"SPD","1994","Hauptschule","Staedtischer Raum","1009","","",""
"SPD","1994","Hauptschule","Laendlicher Raum","315","0.182249493429798","0.165418548069675","0.199080438789922"
"SPD","1994","Realschule","Staedtischer Raum","298","","",""
"SPD","1994","Realschule","Laendlicher Raum","153","","",""
"SPD","1994","(Fach-)Abitur","Staedtischer Raum","145","","",""
"SPD","1994","(Fach-)Abitur","Laendlicher Raum","46","0.225900411226839","0.170516584136696","0.281284238316982"
"SPD","1994","AkademikerIn","Staedtischer Raum","203","","",""
"SPD","1994","AkademikerIn","Laendlicher Raum","85","0.152637851772411","0.12432928390738","0.180946419637443"
"CDU/CSU","1994","(noch) kein Abschluss","Staedtischer Raum","20","","",""
"CDU/CSU","1994","(noch) kein Abschluss","Laendlicher Raum","8","0.0739444890987669","0.034491841315532","0.113397136882002"
"CDU/CSU","1994","Hauptschule","Staedtischer Raum","587","0.177824719668741","0.166068992039073","0.189580447298409"
"CDU/CSU","1994","Hauptschule","Laendlicher Raum","336","0.187910735363839","0.170879638655798","0.20494183207188"
"CDU/CSU","1994","Realschule","Staedtischer Raum","266","","",""
"CDU/CSU","1994","Realschule","Laendlicher Raum","162","","",""
"CDU/CSU","1994","(Fach-)Abitur","Staedtischer Raum","78","0.135285305028116","0.109820332849524","0.160750277206707"
"CDU/CSU","1994","(Fach-)Abitur","Laendlicher Raum","32","0.196012915704579","0.143436265324822","0.248589566084336"
"CDU/CSU","1994","AkademikerIn","Staedtischer Raum","164","","",""
"CDU/CSU","1994","AkademikerIn","Laendlicher Raum","75","0.160974927683532","0.132046899290757","0.189902956076308"
"FDP","1994","(noch) kein Abschluss","Staedtischer Raum","1","","",""
"FDP","1994","(noch) kein Abschluss","Laendlicher Raum","","","",""
"FDP","1994","Hauptschule","Staedtischer Raum","31","0.0111694267000466","0.00793834733706863","0.0144005060630245"
"FDP","1994","Hauptschule","Laendlicher Raum","15","","",""
"FDP","1994","Realschule","Staedtischer Raum","13","","",""
"FDP","1994","Realschule","Laendlicher Raum","9","0.0112476626193381","0.00554785606170552","0.0169474691769706"
"FDP","1994","(Fach-)Abitur","Staedtischer Raum","19","","",""
"FDP","1994","(Fach-)Abitur","Laendlicher Raum","2","","",""
"FDP","1994","AkademikerIn","Staedtischer Raum","37","0.0476145811682995","0.0345461228139427","0.0606830395226563"
"FDP","1994","AkademikerIn","Laendlicher Raum","18","","",""
"Grüne","1994","(noch) kein Abschluss","Staedtischer Raum","15","","",""
"Grüne","1994","(noch) kein Abschluss","Laendlicher Raum","2","","",""
"Grüne","1994","Hauptschule","Staedtischer Raum","55","0.011726960830332","0.0084171554890317","0.0150367661716324"
"Grüne","1994","Hauptschule","Laendlicher Raum","20","","",""
"Grüne","1994","Realschule","Staedtischer Raum","68","0.0372450613549087","0.0282829929713665","0.0462071297384508"
"Grüne","1994","Realschule","Laendlicher Raum","36","0.0260207253530439","0.0174163415952415","0.0346251091108462"
"Grüne","1994","(Fach-)Abitur","Staedtischer Raum","72","0.120950970021861","0.0966740995540113","0.145227840489711"
"Grüne","1994","(Fach-)Abitur","Laendlicher Raum","12","","",""
"Grüne","1994","AkademikerIn","Staedtischer Raum","105","","",""
"Grüne","1994","AkademikerIn","Laendlicher Raum","23","","",""
"Linke","1994","(noch) kein Abschluss","Staedtischer Raum","1","","",""
"Linke","1994","(noch) kein Abschluss","Laendlicher Raum","2","","",""
"Linke","1994","Hauptschule","Staedtischer Raum","23","","",""
"Linke","1994","Hauptschule","Laendlicher Raum","32","0.0125511299894442","0.00769753362542822","0.0174047263534602"
"Linke","1994","Realschule","Staedtischer Raum","11","","",""
"Linke","1994","Realschule","Laendlicher Raum","22","","",""
"Linke","1994","(Fach-)Abitur","Staedtischer Raum","7","0.00850828423982536","0.00167000212535752","0.0153465663542932"
"Linke","1994","(Fach-)Abitur","Laendlicher Raum","5","0.0162966213362047","-0.000472368533918886","0.0330656112063282"
"Linke","1994","AkademikerIn","Staedtischer Raum","43","0.0250807648091674","0.0154844892014065","0.0346770404169282"
"Linke","1994","AkademikerIn","Laendlicher Raum","60","0.0891382390956053","0.0667092083317899","0.111567269859421"
"Rechte","1994","(noch) kein Abschluss","Staedtischer Raum","","","",""
"Rechte","1994","(noch) kein Abschluss","Laendlicher Raum","2","","",""
"Rechte","1994","Hauptschule","Staedtischer Raum","44","0.0102732354609174","0.00717308680089176","0.0133733841209431"
"Rechte","1994","Hauptschule","Laendlicher Raum","11","","",""
"Rechte","1994","Realschule","Staedtischer Raum","19","","",""
"Rechte","1994","Realschule","Laendlicher Raum","4","0.00229356986989034","-0.000291918494233945","0.00487905823401462"
"Rechte","1994","(Fach-)Abitur","Staedtischer Raum","2","","",""
"Rechte","1994","(Fach-)Abitur","Laendlicher Raum","2","","",""
"Rechte","1994","AkademikerIn","Staedtischer Raum","3","","",""
"Rechte","1994","AkademikerIn","Laendlicher Raum","3","","",""
"AfD","1994","(noch) kein Abschluss","Staedtischer Raum","","","",""
"AfD","1994","(noch) kein Abschluss","Laendlicher Raum","","","",""
"AfD","1994","Hauptschule","Staedtischer Raum","","","",""
"AfD","1994","Hauptschule","Laendlicher Raum","","","",""
"AfD","1994","Realschule","Staedtischer Raum","","","",""
"AfD","1994","Realschule","Laendlicher Raum","","","",""
"AfD","1994","(Fach-)Abitur","Staedtischer Raum","","","",""
"AfD","1994","(Fach-)Abitur","Laendlicher Raum","","","",""
"AfD","1994","AkademikerIn","Staedtischer Raum","","","",""
"AfD","1994","AkademikerIn","Laendlicher Raum","","","",""
"Andere","1994","(noch) kein Abschluss","Staedtischer Raum","4","0.00295025996663844","-0.00114733581750694","0.00704785575078383"
"Andere","1994","(noch) kein Abschluss","Laendlicher Raum","1","","",""
"Andere","1994","Hauptschule","Staedtischer Raum","12","","",""
"Andere","1994","Hauptschule","Laendlicher Raum","11","","",""
"Andere","1994","Realschule","Staedtischer Raum","10","","",""
"Andere","1994","Realschule","Laendlicher Raum","11","","",""
"Andere","1994","(Fach-)Abitur","Staedtischer Raum","3","","",""
"Andere","1994","(Fach-)Abitur","Laendlicher Raum","2","","",""
"Andere","1994","AkademikerIn","Staedtischer Raum","4","0.00260487169439817","-0.000523186288533426","0.00573292967732977"
"Andere","1994","AkademikerIn","Laendlicher Raum","5","0.0074899073709218","0.000703218568028712","0.0142765961738149"
"keine Parteineigung","1995","(noch) kein Abschluss","Staedtischer Raum","529","0.717714853925171","0.684251022098441","0.751178685751901"
"keine Parteineigung","1995","(noch) kein Abschluss","Laendlicher Raum","137","","",""
"keine Parteineigung","1995","Hauptschule","Staedtischer Raum","2222","","",""
"keine Parteineigung","1995","Hauptschule","Laendlicher Raum","1181","","",""
"keine Parteineigung","1995","Realschule","Staedtischer Raum","951","0.479254628963037","0.455835364868328","0.502673893057745"
"keine Parteineigung","1995","Realschule","Laendlicher Raum","871","0.575031519072754","0.548787862345442","0.601275175800066"
"keine Parteineigung","1995","(Fach-)Abitur","Staedtischer Raum","377","0.407732077080305","0.373827536065857","0.441636618094753"
"keine Parteineigung","1995","(Fach-)Abitur","Laendlicher Raum","127","","",""
"keine Parteineigung","1995","AkademikerIn","Staedtischer Raum","448","0.380063357502624","0.351339257438143","0.408787457567105"
"keine Parteineigung","1995","AkademikerIn","Laendlicher Raum","324","0.449337531972276","0.411097301688945","0.487577762255606"
"SPD","1995","(noch) kein Abschluss","Staedtischer Raum","98","0.126943225593144","0.102192855535491","0.151693595650796"
"SPD","1995","(noch) kein Abschluss","Laendlicher Raum","15","","",""
"SPD","1995","Hauptschule","Staedtischer Raum","988","0.267204092742352","0.253606228862643","0.280801956622061"
"SPD","1995","Hauptschule","Laendlicher Raum","348","0.206541926961231","0.188948974847205","0.224134879075258"
"SPD","1995","Realschule","Staedtischer Raum","332","0.21119279469032","0.192058944911548","0.230326644469091"
"SPD","1995","Realschule","Laendlicher Raum","164","","",""
"SPD","1995","(Fach-)Abitur","Staedtischer Raum","157","","",""
"SPD","1995","(Fach-)Abitur","Laendlicher Raum","42","0.189642586038965","0.141241616640695","0.238043555437235"
"SPD","1995","AkademikerIn","Staedtischer Raum","212","","",""
"SPD","1995","AkademikerIn","Laendlicher Raum","97","0.165966634956782","0.137364824824658","0.194568445088905"
"CDU/CSU","1995","(noch) kein Abschluss","Staedtischer Raum","30","0.0624179548883405","0.0444327621132791","0.080403147663402"
"CDU/CSU","1995","(noch) kein Abschluss","Laendlicher Raum","13","","",""
"CDU/CSU","1995","Hauptschule","Staedtischer Raum","697","0.202530393840275","0.190180597593724","0.214880190086826"
"CDU/CSU","1995","Hauptschule","Laendlicher Raum","415","0.220994879553398","0.202963295589813","0.239026463516984"
"CDU/CSU","1995","Realschule","Staedtischer Raum","319","0.232111125804418","0.212319815708798","0.251902435900037"
"CDU/CSU","1995","Realschule","Laendlicher Raum","233","","",""
"CDU/CSU","1995","(Fach-)Abitur","Staedtischer Raum","135","","",""
"CDU/CSU","1995","(Fach-)Abitur","Laendlicher Raum","48","0.212848722992412","0.162311375092363","0.263386070892461"
"CDU/CSU","1995","AkademikerIn","Staedtischer Raum","204","","",""
"CDU/CSU","1995","AkademikerIn","Laendlicher Raum","117","","",""
